日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM正数等权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2016-09-13,=7844.3467,=8946.8100,=1846129246482.3000,=1524430937225,=779117537860.4117,=1.8074,=0.5588,=2.0983,=1.7518,=1.3691
2016-09-12,=7827.6644,=8927.7900,=1842129274462.6997,=1520362613861,=777135365541.7974,=1.8132,=0.5654,=2.0983,=1.7516,=1.3691
2016-09-09,=8028.0427,=9156.3300,=1887843118117.5996,=1558778949670,=796533039776.4504,=1.8581,=0.6234,=2.0983,=1.7514,=1.3691
2016-09-08,=8085.4457,=9221.8000,=1900795249528.7000,=1569445850952,=802066677614.1914,=1.8720,=0.6364,=2.0983,=1.7509,=1.3691
2016-09-07,=8093.7243,=9231.2400,=1900260238142.0991,=1567710049646,=802931805304.5625,=1.8630,=0.6293,=2.0983,=1.7504,=1.3691
2016-09-06,=8141.5315,=9285.7700,=1913429027057.5000,=1579294415993,=808105924067.0298,=1.8699,=0.6348,=2.0988,=1.7499,=1.3687
2016-09-05,=8062.3673,=9195.4800,=1895884065806.5000,=1564962874810,=800265002272.6030,=1.8499,=0.6180,=2.0988,=1.7494,=1.3687
2016-09-02,=8041.3104,=9171.4600,=1888679542213,=1559033802471,=797950223890.5236,=1.8417,=0.6069,=2.0988,=1.7493,=1.3687
2016-09-01,=8076.9713,=9212.1300,=1896823029114.3000,=1566623215060,=801990032894.6907,=1.8364,=0.5986,=2.0988,=1.7493,=1.3687
2016-08-31,=8140.4499,=9284.5300,=1910293242780.5996,=1577644444952,=808183353960.6342,=1.8483,=0.6150,=2.0988,=1.7490,=1.3687
2016-08-30,=8112.1596,=9252.2700,=1901094543585.5000,=1568715449055,=805284003696.6500,=1.8347,=0.5953,=2.1001,=1.7486,=1.3686
2016-08-29,=8115.4070,=9255.9700,=1902952514419.7004,=1570406586895,=805461746487.7029,=1.8435,=0.6106,=2.1001,=1.7483,=1.3686
2016-08-26,=8149.8949,=9295.3000,=1903879063300.8997,=1570770391061,=808350250595.7046,=1.8555,=0.6230,=2.1001,=1.7479,=1.3686
2016-08-25,=8153.9713,=9299.9500,=1906487509763.2000,=1572946418940,=809224653924.9503,=1.8647,=0.6297,=2.1001,=1.7478,=1.3686
2016-08-24,=8203.5458,=9356.5000,=1918388692789.5000,=1582816539446,=810786227836.8408,=1.8763,=0.6381,=2.1001,=1.7476,=1.3686
2016-08-23,=8233.4756,=9390.6300,=1921984330265.2004,=1589011483498,=813889335562.4218,=1.8729,=0.6362,=2.1022,=1.7473,=1.3686
2016-08-22,=8229.2792,=9385.8500,=1920553234018.5000,=1588481779582,=813401232482.4701,=1.8718,=0.6348,=2.1022,=1.7470,=1.3686
2016-08-19,=8231.5083,=9388.3900,=1920975209069.5000,=1587240698315,=813160982959.6066,=1.8768,=0.6380,=2.1022,=1.7468,=1.3686
2016-08-18,=8252.7230,=9412.2200,=1924317454686.8003,=1590912103569,=815158196780.0807,=1.8747,=0.6373,=2.1022,=1.7466,=1.3686
2016-08-17,=8314.4011,=9482.5600,=1936772102756.5000,=1601620121210,=820806466296.7753,=1.8850,=0.6440,=2.1022,=1.7460,=1.3686
2016-08-16,=8309.5749,=9477.0600,=1936347513785.2000,=1601784111759,=820861641069.4552,=1.8830,=0.6432,=2.1025,=1.7455,=1.3681
2016-08-15,=8342.1798,=9514.2400,=1949830762295.6997,=1616032626962,=823313368084.0790,=1.8810,=0.6412,=2.1025,=1.7455,=1.3681
2016-08-12,=8202.9896,=9355.5000,=1920406079510.8999,=1591653153079,=810420834302.0486,=1.8495,=0.6202,=2.1025,=1.7454,=1.3681
2016-08-11,=8152.9203,=9291.7100,=1908395575410.7000,=1582761598052,=805995204300.5242,=1.8322,=0.5969,=2.1025,=1.7439,=1.3681
2016-08-10,=8183.4693,=9326.5300,=1912830364689.8000,=1584780753889,=808089515143.1660,=1.8527,=0.6227,=2.1025,=1.7425,=1.3681
2016-08-09,=8257.1134,=9410.4600,=1928528852110.6997,=1597908401452,=815137761484.8829,=1.8725,=0.6364,=2.1032,=1.7424,=1.3667
2016-08-08,=8165.5284,=9306.0800,=1899142226789,=1576844815298,=804913099039.0862,=1.8539,=0.6240,=2.1032,=1.7424,=1.3667
2016-08-05,=8106.9938,=9239.3700,=1885430331697.2000,=1565112610358,=799380796044.1920,=1.8384,=0.6064,=2.1032,=1.7424,=1.3667
2016-08-04,=8115.2777,=9248.8100,=1888671756173.2996,=1568531466678,=800007724778.2279,=1.8391,=0.6085,=2.1032,=1.7424,=1.3667
2016-08-03,=8124.0304,=9258.7900,=1891625489596,=1571108668045,=801049336448.3370,=1.8416,=0.6111,=2.1032,=1.7415,=1.3667
2016-08-02,=8091.2259,=9221.4000,=1885116819293.1001,=1565104917757,=797924599958.4869,=1.8270,=0.5941,=2.1055,=1.7407,=1.3667
2016-08-01,=8085.6754,=9215.0700,=1882940299739,=1564177342549,=795171204654.7544,=1.8065,=0.5677,=2.1055,=1.7402,=1.3667
2016-07-29,=8237.7290,=9388.3700,=1920005243124.5000,=1596390343071,=810584253863.1030,=1.8448,=0.6151,=2.1055,=1.7397,=1.3667
2016-07-28,=8252.6115,=9405.3300,=1922694315028.5000,=1599546092615,=812546155973.8820,=1.8495,=0.6195,=2.1055,=1.7397,=1.3667
2016-07-27,=8143.0080,=9280.4100,=1898735488401.2000,=1579926810152,=801849779890.0057,=1.8269,=0.5943,=2.1055,=1.7397,=1.3667
2016-07-26,=8331.0580,=9494.7300,=1941798265617.1001,=1613492150264,=819504192276.9440,=1.8615,=0.6273,=2.1067,=1.7396,=1.3662
2016-07-25,=8156.1053,=9295.3400,=1902499955220.6001,=1579152077190,=801671100547.1971,=1.8286,=0.5967,=2.1067,=1.7394,=1.3662
2016-07-22,=8130.8729,=9248.5300,=1896748271422.1001,=1573287793576,=798340831407.6146,=1.8266,=0.5948,=2.1067,=1.7385,=1.3662
2016-07-21,=8277.1330,=9414.4200,=1931908310789.3999,=1602348642034,=812897119038.4570,=1.8538,=0.6219,=2.1067,=1.7376,=1.3662
2016-07-20,=8227.5615,=9356.8700,=1916985930373.5000,=1588983748733,=807166404895.4263,=1.8469,=0.6170,=2.1067,=1.7375,=1.3662
2016-07-19,=8223.4507,=9352.2000,=1915406861767.8000,=1587125423045,=806383330925.7428,=1.8363,=0.6051,=2.1091,=1.7373,=1.3662
2016-07-18,=8349.0427,=9490.5100,=1946964778754.2000,=1615329791978,=819533818689.4006,=1.8430,=0.6148,=2.1091,=1.7372,=1.3662
2016-07-15,=8394.5942,=9542.2900,=1957472549846.8999,=1624756095436,=824243450296.4373,=1.8491,=0.6181,=2.1091,=1.7371,=1.3662
2016-07-14,=8390.8114,=9537.4200,=1955769842414.5000,=1623272699247,=824244731549.2542,=1.8457,=0.6161,=2.1091,=1.7368,=1.3662
2016-07-13,=8402.8124,=9551.0600,=1960440291003,=1626729872619,=824922929469.4591,=1.8510,=0.6194,=2.1091,=1.7364,=1.3662
2016-07-12,=8475.9024,=9634.1400,=1981228265453.1001,=1646216092921,=833331759718.1904,=1.8513,=0.6198,=2.1113,=1.7359,=1.3661
2016-07-11,=8269.8161,=9398.6000,=1935099644524.5000,=1606643394925,=812122216096.2954,=1.8133,=0.5797,=2.1113,=1.7354,=1.3661
2016-07-08,=8140.2748,=9251.3800,=1902928989008.7004,=1578928110347,=799462657912.0814,=1.7999,=0.5677,=2.1113,=1.7345,=1.3661
2016-07-07,=8188.3193,=9303.4500,=1916941368644.3999,=1591267344783,=805542858200.3475,=1.8169,=0.5851,=2.1113,=1.7337,=1.3661
2016-07-06,=8166.9409,=9278.3600,=1916129422471.5005,=1590776455418,=803398567685.0869,=1.8096,=0.5755,=2.1113,=1.7334,=1.3661
2016-07-05,=7912.1347,=8988.8800,=1847767891349.2000,=1531090303626,=777088573593.3995,=1.7780,=0.5464,=2.1128,=1.7332,=1.3650
2016-07-04,=7875.7667,=8947.2700,=1835635521247.6001,=1519130957306,=772417391738.9108,=1.7745,=0.5420,=2.1128,=1.7330,=1.3650
2016-07-01,=7773.5296,=8831.1300,=1808539233404.6001,=1496001492184,=761731513640.7047,=1.7486,=0.5124,=2.1128,=1.7328,=1.3650
2016-06-30,=7788.8246,=8828.5100,=1817465796316.8000,=1504151527585,=764085907695.2155,=1.7518,=0.5150,=2.1128,=1.7328,=1.3650
2016-06-29,=7744.0946,=8776.8000,=1804931207725.3000,=1493591668877,=757317623808.4126,=1.7479,=0.5124,=2.1128,=1.7328,=1.3650
2016-06-28,=7751.6992,=8785.4100,=1808338365773.6001,=1487176851928,=757661102968.3152,=1.7493,=0.5127,=2.1141,=1.7327,=1.3649
2016-06-27,=7729.5466,=8752.8000,=1803812681850.6997,=1483992942736,=755323803162.0779,=1.7425,=0.5094,=2.1141,=1.7326,=1.3649
2016-06-24,=7536.3883,=8531.9500,=1746940454135.7998,=1440671732720,=734859990604.6012,=1.7090,=0.4826,=2.1141,=1.7316,=1.3649
2016-06-23,=7646.2306,=8654.9800,=1771622678046.1001,=1460193276715,=745155768791.1152,=1.7262,=0.4947,=2.1141,=1.7326,=1.3649
2016-06-22,=7707.8779,=8724.7600,=1780741656702.3003,=1472093682730,=751230588206.8630,=1.7226,=0.4897,=2.1141,=1.7327,=1.3649
2016-06-21,=7642.8328,=8651.1300,=1763251638589.6001,=1457318626674,=744527558103.2228,=1.7065,=0.4817,=2.1143,=1.7328,=1.3645
2016-06-20,=7725.5681,=8744.7900,=1783072595792.3000,=1473132080483,=752292180418.0505,=1.7232,=0.4914,=2.1143,=1.7328,=1.3645
2016-06-17,=7755.2288,=8776.1600,=1791272977540.8999,=1477440827155,=755059007594.4321,=1.7242,=0.4929,=2.1143,=1.7328,=1.3645
2016-06-16,=7650.8246,=8645.2300,=1766894605373.7998,=1455575301534,=744977804492.6185,=1.7116,=0.4843,=2.1143,=1.7330,=1.3645
2016-06-15,=7700.0666,=8697.2900,=1776676578696.2002,=1465322237877,=749613394234.9928,=1.7286,=0.4970,=2.1143,=1.7332,=1.3645
2016-06-14,=7553.5603,=8531.8100,=1743633923765.8999,=1438024811316,=735961839700.3213,=1.6914,=0.4760,=2.1151,=1.7334,=1.3644
2016-06-13,=7451.9758,=8417.0700,=1718926579339.6001,=1416245503677,=725437307331.8561,=1.6740,=0.4644,=2.1151,=1.7337,=1.3644
2016-06-08,=7657.9364,=8649.7100,=1858716868338,=1492686772372,=764725276018.0518,=1.8174,=0.5816,=2.1151,=1.7345,=1.3644
2016-06-07,=7750.8811,=8754.6900,=1883078585826.4995,=1512498776108,=773906656706.1168,=1.8358,=0.6010,=2.1151,=1.7337,=1.3644
2016-06-06,=7720.4555,=8720.3200,=1876744342087.2000,=1506516583641,=770670572351.5482,=1.8387,=0.6049,=2.1151,=1.7334,=1.3644
2016-06-03,=7767.7003,=8773.6900,=1889515506768.3000,=1518334333018,=776136706312.5996,=1.8442,=0.6112,=2.1152,=1.7332,=1.3637
2016-06-02,=7571.5350,=8548.6100,=1838081322210,=1473315132233,=754891778977.9893,=1.8164,=0.5806,=2.1152,=1.7330,=1.3637
2016-06-01,=7530.6859,=8502.4900,=1827536286993.7000,=1463940634949,=750468798106.8739,=1.8140,=0.5786,=2.1152,=1.7328,=1.3637
2016-05-31,=7515.0945,=8484.8800,=1824859526399.6001,=1462445078851,=749131545512.3795,=1.8124,=0.5765,=2.1152,=1.7328,=1.3637
2016-05-30,=7277.3464,=8210.1200,=1766557256980.8999,=1415368223359,=725380348704.5571,=1.7514,=0.5131,=2.1152,=1.7328,=1.3637
2016-05-27,=7297.3524,=8231.2000,=1769261824719.2998,=1415846047078,=726381885353.9178,=1.7620,=0.5206,=2.1154,=1.7327,=1.3635
2016-05-26,=7305.6463,=8240.5600,=1770100315935.9998,=1417419096490,=726683318573.0359,=1.7697,=0.5328,=2.1154,=1.7326,=1.3635
2016-05-25,=7325.4962,=8262.9500,=1774229000273.6001,=1420418989196,=727685483609.3448,=1.7733,=0.5367,=2.1154,=1.7316,=1.3635
2016-05-24,=7392.8823,=8338.9600,=1781851015326.1001,=1432217877983,=734170265341.9592,=1.7763,=0.5418,=2.1154,=1.7306,=1.3635
2016-05-23,=7478.1324,=8435.1200,=1804297143262.3999,=1448735797595,=742318271337.9642,=1.8008,=0.5672,=2.1154,=1.7295,=1.3635
2016-05-20,=7409.0260,=8355.5100,=1786831224718.2996,=1434769083263,=735301236677.6322,=1.7811,=0.5461,=2.1172,=1.7284,=1.3610
2016-05-19,=7350.9055,=8289.9600,=1772095505236.7004,=1420650278870,=728956479025.3335,=1.7690,=0.5332,=2.1172,=1.7282,=1.3610
2016-05-18,=7372.1184,=8313.4600,=1777022322105.3999,=1424634719269,=731010043605.5529,=1.7766,=0.5425,=2.1172,=1.7280,=1.3610
2016-05-17,=7507.7488,=8466.1300,=1810843373497.3003,=1451147323030,=744787513809.3270,=1.8121,=0.5740,=2.1172,=1.7278,=1.3610
2016-05-16,=7596.8445,=8565.5900,=1830982889482.6011,=1468480978041,=753396801841.6283,=1.8377,=0.5995,=2.1172,=1.7276,=1.3610
2016-05-13,=7474.7904,=8427.9700,=1805376239246.4004,=1447852627073,=741662633052.0702,=1.8002,=0.5657,=2.1182,=1.7275,=1.3607
2016-05-12,=7536.6427,=8497.7100,=1819870485308.8999,=1459030627447,=748107674922.6433,=1.8143,=0.5768,=2.1182,=1.7275,=1.3607
2016-05-11,=7579.8394,=8546.4200,=1828835288724.7996,=1466404962783,=752261471143.8711,=1.8235,=0.5862,=2.1182,=1.7273,=1.3607
2016-05-10,=7393.9829,=8335.5400,=1781435209589.4993,=1431177206214,=733975585301.9351,=1.7699,=0.5361,=2.1182,=1.7271,=1.3607
2016-05-09,=7295.4692,=8224.4800,=1762500346610.6997,=1414061879516,=724246360034.1215,=1.7470,=0.5153,=2.1182,=1.7267,=1.3607
2016-05-06,=7373.3764,=8312.3100,=1780620180084.3000,=1427973509786,=731822554478.1924,=1.7760,=0.5427,=2.1185,=1.7264,=1.3603
2016-05-05,=7632.4086,=8576.3300,=1839690214920.2991,=1475112190299,=757251717864.1222,=1.8382,=0.5996,=2.1185,=1.7255,=1.3603
2016-05-04,=7598.1347,=8537.8200,=1830931634915.5000,=1468876985581,=753847182111.3511,=1.8350,=0.5964,=2.1185,=1.7246,=1.3603
2016-05-03,=7634.6553,=8578.8600,=1840489006196.8997,=1477173373642,=757843794983.4662,=1.8293,=0.5925,=2.1185,=1.7241,=1.3603
2016-04-29,=7340.4559,=8248.2700,=1766563842568.1001,=1417932549682,=728837170142.3102,=1.7664,=0.5332,=2.1185,=1.7237,=1.3603
2016-04-28,=7239.9292,=8135.3100,=1742121802634.1997,=1396245916835,=717286954467.7419,=1.7599,=0.5244,=2.1193,=1.7234,=1.3600
2016-04-27,=7263.5428,=8148.5600,=1750474128213.1001,=1399941567266,=721603172764.5709,=1.7589,=0.5236,=2.1193,=1.7232,=1.3600
2016-04-26,=7249.8071,=8133.1500,=1747591129430.1001,=1396925984673,=720128837992.9758,=1.7641,=0.5293,=2.1193,=1.7232,=1.3600
2016-04-25,=7193.4525,=8069.9300,=1735451734814.1001,=1387732118847,=714051251356.2527,=1.7659,=0.5320,=2.1193,=1.7231,=1.3600
2016-04-22,=7206.5728,=8084.6500,=1738102924316.5000,=1389429281380,=713808958423.6285,=1.7671,=0.5330,=2.1193,=1.7231,=1.3600
2016-04-21,=7125.2364,=7993.4000,=1714913562475.4998,=1369856283117,=705266719697.0319,=1.7580,=0.5236,=2.1193,=1.7231,=1.3595
2016-04-20,=7140.0726,=8010.0500,=1715301406083.1001,=1370722518950,=706678559149.2590,=1.7679,=0.5342,=2.1193,=1.7230,=1.3595
2016-04-19,=7345.2431,=8240.2200,=1766002564485.6001,=1407333221707,=726139851753.2865,=1.8380,=0.5970,=2.1193,=1.7229,=1.3595
2016-04-18,=7339.2866,=8233.5300,=1764335056915.8997,=1407862158253,=725913424059.3364,=1.8136,=0.5749,=2.1193,=1.7224,=1.3595
2016-04-15,=7428.3558,=8333.4500,=1785517847966.7002,=1424482023518,=734443427161.7791,=1.8404,=0.5995,=2.1193,=1.7220,=1.3595
2016-04-14,=7439.2582,=8343.9500,=1789194226910.9995,=1424650329704,=735227528057.0258,=1.8423,=0.6011,=2.1193,=1.7217,=1.3592
2016-04-13,=7380.0870,=8277.5800,=1774263026427.0996,=1414006509036,=729548209513.8566,=1.8262,=0.5881,=2.1193,=1.7213,=1.3592
2016-04-12,=7331.3674,=8222.3800,=1765193496380.8999,=1408102902284,=725302507374.3794,=1.8125,=0.5751,=2.1193,=1.7206,=1.3592
2016-04-11,=7382.6149,=8279.8500,=1777261852706.8000,=1414490163304,=730016798408.5786,=1.8279,=0.5900,=2.1193,=1.7199,=1.3592
2016-04-08,=7307.1055,=8195.1700,=1763746576322.3000,=1405710896389,=723685612802.1238,=1.7858,=0.5520,=2.1193,=1.7195,=1.3592
2016-04-07,=7395.7059,=8294.5300,=1783746486897.7998,=1423849867255,=732571592525.2113,=1.8021,=0.5688,=2.1207,=1.7191,=1.3591
2016-04-06,=7532.0097,=8447.4000,=1815841955690.8000,=1451393437394,=746026058124.7830,=1.8266,=0.5881,=2.1207,=1.7191,=1.3591
2016-04-05,=7466.8466,=8374.3200,=1796142039601.8997,=1431099961595,=738432100521.6655,=1.8243,=0.5866,=2.1207,=1.7191,=1.3591
2016-04-01,=7365.1451,=8260.2600,=1773549601417.5000,=1413864327224,=728918617741.9220,=1.7902,=0.5577,=2.1207,=1.7190,=1.3591
2016-03-31,=7425.4160,=8325.9800,=1786295310927.1003,=1425353294834,=734792441816.3500,=1.7992,=0.5659,=2.1207,=1.7189,=1.3591
2016-03-30,=7418.1546,=8317.8400,=1786218342177.6006,=1425399414076,=734970193129.2700,=1.7943,=0.5614,=2.1210,=1.7187,=1.3590
2016-03-29,=7261.5740,=8142.2700,=1750117950116.2998,=1398611323671,=719850226132.5100,=1.7455,=0.5226,=2.1210,=1.7185,=1.3590
2016-03-28,=7382.1857,=8277.5100,=1777376039178.3999,=1421002581859,=731622153069.9701,=1.7994,=0.5664,=2.1210,=1.7174,=1.3590
2016-03-25,=7312.0326,=8198.8500,=1756934032726.3000,=1403867697416,=724495872290.4202,=1.7882,=0.5551,=2.1210,=1.7162,=1.3590
2016-03-24,=7243.9986,=8122.5600,=1742692393653.8999,=1389053943978,=717640124859.9301,=1.7737,=0.5438,=2.1210,=1.7153,=1.3590
2016-03-23,=7267.3844,=8148.7800,=1742437847175.8000,=1386660782485,=719186494500.3800,=1.7891,=0.5551,=2.1218,=1.7144,=1.3588
2016-03-22,=7250.1009,=8129.4100,=1737226689708.3999,=1384764102174,=717566378881.0201,=1.7822,=0.5506,=2.1218,=1.7120,=1.3588
2016-03-21,=7239.3249,=8117.3200,=1732354267501.0996,=1380271409710,=716302171253.3202,=1.7744,=0.5454,=2.1218,=1.7095,=1.3588
2016-03-18,=7106.7438,=7968.6600,=1701441055787.2000,=1354939195459,=702988278296.5001,=1.7466,=0.5249,=2.1218,=1.7086,=1.3588
2016-03-17,=7000.9151,=7850,=1678693360398.7000,=1339772428814,=693469415903.9602,=1.7072,=0.4994,=2.1218,=1.7077,=1.3588
2016-03-16,=6910.6113,=7748.7400,=1656699200268.5002,=1323315671046,=684785081714,=1.6762,=0.4837,=2.1226,=1.7086,=1.3585
2016-03-15,=6975.2670,=7821.2400,=1673931206310.1001,=1335257828138,=691405565993.9801,=1.6887,=0.4908,=2.1226,=1.7095,=1.3585
2016-03-14,=6923.8165,=7763.5500,=1660217978617.4004,=1324949031649,=684923656094.3900,=1.6925,=0.4923,=2.1226,=1.7120,=1.3585
2016-03-11,=6845.6496,=7675.9000,=1641118097193.3999,=1315011981437,=678068258068.4701,=1.6537,=0.4717,=2.1226,=1.7144,=1.3585
2016-03-10,=6874.4546,=7708.2000,=1648441843178.5000,=1319305477130,=680666454033.0201,=1.6603,=0.4757,=2.1226,=1.7153,=1.3585
2016-03-09,=6867.9501,=7700.9100,=1641915256490.2000,=1317206449120,=680060968506.0100,=1.6745,=0.4815,=2.1237,=1.7162,=1.3576
2016-03-08,=6977.5494,=7823.8000,=1667393158876.8999,=1336001187518,=690787439900.0701,=1.7077,=0.4978,=2.1237,=1.7174,=1.3576
2016-03-07,=7032.2031,=7885.0800,=1680782187872.2996,=1348498912709,=696702298023.0200,=1.7185,=0.5000,=2.1237,=1.7185,=1.3576
2016-03-04,=6993.7790,=7842,=1671747648403.8000,=1344746015989,=693932599102.6001,=1.6871,=0.4904,=2.1237,=1.7176,=1.3576
2016-03-03,=6909.7196,=7747.7400,=1652454506381.3003,=1323347010959,=683829139547.2301,=1.7042,=0.4969,=2.1237,=1.7189,=1.3576
2016-03-02,=6848.4726,=7679.0700,=1640799560939.5996,=1310452328614,=677220573685.5100,=1.7044,=0.4972,=2.1258,=1.7190,=1.3573
2016-03-01,=6625.1521,=7428.6600,=1587900599999.3999,=1267795772445,=655203427132.5699,=1.6476,=0.4703,=2.1258,=1.7191,=1.3573
2016-02-29,=6510.0822,=7299.6400,=1558704739813.9993,=1245325529948,=643819275466.3400,=1.6189,=0.4545,=2.1258,=1.7191,=1.3573
2016-02-26,=6677.8651,=7487.7700,=1600835786694.9993,=1274625155725,=659703016465.7401,=1.6772,=0.4857,=2.1258,=1.7191,=1.3573
2016-02-25,=6583.5700,=7382.0400,=1577932845462.9995,=1255972951581,=650132237539.5798,=1.6628,=0.4786,=2.1258,=1.7195,=1.3573
2016-02-24,=7019.3953,=7870.7200,=1678041853981.2000,=1332322433062,=692490107269.2800,=1.7902,=0.5521,=2.1269,=1.7199,=1.3572
2016-02-23,=6970.1118,=7815.4600,=1668167750800.2002,=1321597515088,=687025163916.5802,=1.7749,=0.5419,=2.1269,=1.7195,=1.3572
2016-02-22,=6970.6816,=7816.1000,=1663737845878.2998,=1317404546606,=686709503649.3500,=1.7830,=0.5460,=2.1269,=1.7191,=1.3572
2016-02-19,=6844.6069,=7674.7300,=1632573046195.6001,=1292315706733,=674079109107.8300,=1.7537,=0.5233,=2.1269,=1.7191,=1.3572
2016-02-18,=6823.7950,=7651.4000,=1625547547055.7000,=1288366142456,=672043294932.2100,=1.7454,=0.5211,=2.1269,=1.7191,=1.3572
2016-02-17,=6859.6156,=7691.5600,=1634809969446.2004,=1295746552781,=675478540502.0798,=1.7545,=0.5233,=2.1284,=1.7190,=1.3564
2016-02-16,=6819.4361,=7646.5100,=1630070910578.0005,=1292487476632,=671921530314.3898,=1.7424,=0.5205,=2.1284,=1.7189,=1.3564
2016-02-15,=6613.4908,=7415.5900,=1583958099766.6001,=1256418471180,=651855423495.8401,=1.6836,=0.4897,=2.1284,=1.7176,=1.3564
2016-02-05,=6668.9651,=7477.7900,=1597013763966.7002,=1266675116238,=657399201511.3600,=1.6842,=0.4900,=2.1284,=1.7189,=1.3564
2016-02-04,=6708.1918,=7521.7700,=1602595594667.1001,=1274348376571,=661149959119.8600,=1.6905,=0.4922,=2.1284,=1.7190,=1.3564
2016-02-03,=6636.7116,=7441.6200,=1585519810857.8000,=1261695870875,=654093455101.5898,=1.6627,=0.4813,=2.1288,=1.7191,=1.3563
2016-02-02,=6654.3812,=7461.4400,=1589412831083.8999,=1264407984826,=656010840928.7001,=1.6667,=0.4828,=2.1288,=1.7191,=1.3563
2016-02-01,=6514.6773,=7304.7900,=1556884170675.8994,=1239684536534,=642324737082.2100,=1.6257,=0.4600,=2.1288,=1.7191,=1.3563
2016-01-29,=6554.8704,=7349.8600,=1563631451848.1001,=1244749787714,=645786565006.0801,=1.6518,=0.4753,=2.1288,=1.7195,=1.3563
2016-01-28,=6360.1745,=7131.5500,=1518465700635,=1208250713870,=626454210991.1100,=1.6003,=0.4474,=2.1288,=1.7199,=1.3563
2016-01-27,=6506.7370,=7295.8800,=1552639078316.9004,=1233037635866,=640584744570.5000,=1.6456,=0.4728,=2.1295,=1.7206,=1.3563
2016-01-26,=6525.8354,=7317.3000,=1557992434347.1003,=1236439064502,=642383589103.8701,=1.6533,=0.4756,=2.1295,=1.7213,=1.3563
2016-01-25,=6880.4147,=7714.8800,=1635659733317.6997,=1295352542720,=677065921068.8801,=1.7549,=0.5204,=2.1295,=1.7217,=1.3563
2016-01-22,=6809.6677,=7635.5600,=1619697766325.8999,=1280509601146,=670477459944.5001,=1.7371,=0.5138,=2.1295,=1.7213,=1.3563
2016-01-21,=6757.4950,=7577.0600,=1608645194389.7998,=1270563984640,=665133216703.9301,=1.7191,=0.4991,=2.1295,=1.7206,=1.3563
2016-01-20,=6921.1177,=7760.5200,=1648444730127.5002,=1298466205769,=680746087487.1300,=1.7679,=0.5314,=2.1314,=1.7213,=1.3556
2016-01-19,=7064.3090,=7921.0800,=1680187368622.3999,=1327411914878,=695395706741.5399,=1.7902,=0.5468,=2.1314,=1.7206,=1.3556
2016-01-18,=6838.4310,=7667.8100,=1627620982027.6001,=1282535871239,=672104848002.7000,=1.7332,=0.5119,=2.1314,=1.7199,=1.3556
2016-01-15,=6808.6960,=7634.4700,=1622646771201.6997,=1277242757849,=668918450148.4800,=1.7231,=0.5028,=2.1314,=1.7195,=1.3556
2016-01-14,=7019.3560,=7870.6800,=1672928898312.6997,=1316370895938,=689861799482.9501,=1.7850,=0.5428,=2.1314,=1.7191,=1.3556
2016-01-13,=6871.5510,=7704.9400,=1636611064834.8000,=1287793668798,=675078521129.0300,=1.7494,=0.5192,=2.1320,=1.7190,=1.3551
2016-01-12,=7002.2320,=7851.4700,=1662562334287.2998,=1306332503493,=687236913525.9700,=1.7971,=0.5511,=2.1320,=1.7189,=1.3551
2016-01-11,=7006.7970,=7856.5900,=1666712681085.8999,=1308739561863,=687965761999.2900,=1.7966,=0.5508,=2.1320,=1.7176,=1.3551
2016-01-08,=7376.2010,=8270.8000,=1749954890987.8000,=1374685689332,=724165248044.3499,=1.9134,=0.6282,=2.1320,=1.7162,=1.3551
2016-01-07,=7218.1430,=8093.5700,=1714546442398.5002,=1347667232003,=708525972511.9299,=1.8683,=0.6020,=2.1320,=1.7153,=1.3551
2016-01-06,=7745.8090,=8685.2300,=1835387172338.5000,=1442333421708,=760544115345.5901,=2.0101,=0.7086,=2.1324,=1.7144,=1.3550
2016-01-05,=7631.9430,=8557.5600,=1810856513427.5996,=1423020702011,=749683940368.8701,=1.9713,=0.6825,=2.1324,=1.7120,=1.3550
2016-01-04,=7543.7500,=8458.6700,=1787524330742.8000,=1406471358849,=740921468532.6401,=1.9521,=0.6652,=2.1324,=1.7095,=1.3550
2015-12-31,=8107.4320,=9090.7200,=1913868347780.2000,=1505094729303,=796051416840.8202,=2.0983,=0.7783,=2.1324,=1.7061,=1.3550
2015-12-30,=8157.2830,=9146.6100,=1921469011760.7000,=1511312305506,=800848873921.9899,=2.1193,=0.7902,=2.1324,=1.7026,=1.3550
2015-12-29,=8138.6330,=9125.7000,=1917039910313.1001,=1507366985628,=799169240657.5500,=2.1032,=0.7819,=2.1342,=1.7021,=1.3542
2015-12-28,=8050.0190,=9026.3400,=1896599413631.1997,=1491917808389,=790572678171.1901,=2.0760,=0.7640,=2.1342,=1.7016,=1.3542
2015-12-25,=8255.7510,=9257.0200,=1942120229896.7000,=1530113660853,=811244561694.7000,=2.1207,=0.7917,=2.1342,=1.7014,=1.3542
2015-12-24,=8263.0160,=9265.1700,=1946123343975.8000,=1533256120117,=811928703194.0598,=2.1185,=0.7903,=2.1342,=1.7012,=1.3542
2015-12-23,=8325.4670,=9335.1900,=1953057682606.1001,=1539190915757,=818268521244.1898,=2.1218,=0.7928,=2.1342,=1.7006,=1.3542
