日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM平均值,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2021-10-28,=23994.8200,=29705.3500,=6901385087579.4307,=6455573701325,=3244384903560.7710,=6.2453,=0.8894,=5.4403,=4.2755,=3.3435
2021-10-27,=23845.0500,=29519.9500,=6863922632498.9004,=6423331910082,=3229821089450.5103,=6.2037,=0.8881,=5.4388,=4.2753,=3.3435
2021-10-26,=24136.1000,=29880.2600,=6976089491985.7197,=6534857204677,=3283447552494.8115,=6.3183,=0.8947,=5.4388,=4.2752,=3.3434
2021-10-25,=24248.0700,=30018.8800,=7007449261468.7109,=6565136920760,=3300681248873.5317,=6.3375,=0.8957,=5.4264,=4.2750,=3.3434
2021-10-22,=24330.9200,=30121.4500,=7072510757579.7813,=6630759207056,=3328818669503.1572,=6.4545,=0.9013,=5.4244,=4.2748,=3.3434
2021-10-21,=23970.5000,=29675.2400,=6936941577442.7715,=6497776066113,=3266239647186.2144,=6.3839,=0.8993,=5.4233,=4.2746,=3.3434
2021-10-20,=24022.7100,=29739.8900,=6941441299976.5498,=6499343821284,=3268533706850.5625,=6.3669,=0.8979,=5.4109,=4.2744,=3.3434
2021-10-19,=24079.4000,=29810.0600,=6915603203781.5098,=6468169301451,=3257284845661.7759,=6.3624,=0.8979,=5.4109,=4.2741,=3.3430
2021-10-18,=23434.6500,=29011.8700,=6763422123950.2998,=6336155210077,=3185584725265.1558,=6.2175,=0.8908,=5.4086,=4.2738,=3.3430
2021-10-15,=24306.2900,=30088.7700,=7111749838844.9893,=6677585763077,=3348896530647.0723,=6.5188,=0.9055,=5.4071,=4.2735,=3.3430
2021-10-14,=24441.4000,=30256.0200,=7136120222170.2197,=6698617673382,=3360394807039.2681,=6.5937,=0.9082,=5.3999,=4.2733,=3.3430
2021-10-13,=24656.2100,=30521.9400,=7195554299623.3975,=6748433957482,=3384013932726.4360,=6.6444,=0.9132,=5.3981,=4.2730,=3.3430
2021-10-12,=24061.9600,=29786.3200,=6997153646219.5293,=6558408019062,=3289759326313.6025,=6.4737,=0.9044,=5.3981,=4.2728,=3.3416
2021-10-11,=24096.2800,=29828.8000,=6983638621908.6484,=6542055836782,=3287459610758.3018,=6.4706,=0.9044,=5.3974,=4.2724,=3.3416
2021-10-08,=24117.6200,=29855.2200,=6964357274210.3994,=6523832005872,=3279954496716.5391,=6.4745,=0.9047,=5.3909,=4.2720,=3.3416
2021-09-30,=23353.5200,=28909.3400,=6800590353283.3672,=6374164731295,=3198209005888.2085,=6.3129,=0.8980,=5.3868,=4.2720,=3.3416
2021-09-29,=23219.3000,=28743.1900,=6763560200752.2109,=6339251178278,=3182468397953.2324,=6.2883,=0.8966,=5.3865,=4.2719,=3.3416
2021-09-28,=23136,=28640.0800,=6748584913039.6006,=6326457576589,=3174018789554.5898,=6.3220,=0.8982,=5.3865,=4.2719,=3.3410
2021-09-27,=23320.7800,=28868.8100,=6830453346033.0898,=6401969527645,=3211528786372.2388,=6.4116,=0.9019,=5.3865,=4.2718,=3.3410
2021-09-24,=22212.8700,=27497.3300,=6397560758680.0518,=5989784613943,=3019274054850.5405,=6.1699,=0.8921,=5.3780,=4.2712,=3.3410
2021-09-23,=21579.3700,=26713.1100,=6191099048903.8379,=5791378044893,=2926053317888.2134,=6.0031,=0.8793,=5.3672,=4.2706,=3.3410
2021-09-22,=21305.2600,=26373.8000,=6139852948728.1592,=5746208000510,=2902321557902.1333,=5.9176,=0.8702,=5.3512,=4.2703,=3.3410
2021-09-17,=21857.1300,=27056.9600,=6318552639529.7217,=5912329553224,=2982754405770.0581,=6.0619,=0.8859,=5.3512,=4.2699,=3.3401
2021-09-16,=21369.3200,=26453.1000,=6164754408183.2695,=5763289265541,=2905596946959.0615,=5.8996,=0.8670,=5.3510,=4.2694,=3.3401
2021-09-15,=21117.8200,=26141.7700,=6096971279001.3604,=5701698331462,=2871827850558.4580,=5.8613,=0.8633,=5.3479,=4.2689,=3.3401
2021-09-14,=21571.8600,=26703.8300,=6246481907571.3799,=5845444876992,=2941419539081.2612,=5.9784,=0.8771,=5.3474,=4.2686,=3.3401
2021-09-13,=21754.3100,=26929.6700,=6280007645389.0313,=5873332709373,=2954723884096.8066,=6.0408,=0.8838,=5.3438,=4.2683,=3.3401
2021-09-10,=22018.1900,=27256.3300,=6349748086446.2207,=5938317095202,=2985805967402.6509,=6.0822,=0.8884,=5.3438,=4.2676,=3.3351
2021-09-09,=21741.4200,=26913.7100,=6252129868329.5996,=5841549945573,=2936595565181.0986,=6.0279,=0.8827,=5.3434,=4.2668,=3.3351
2021-09-08,=21789.0200,=26972.6400,=6261844369743.6436,=5850266827968,=2940526511142.6499,=6.0403,=0.8840,=5.3429,=4.2660,=3.3351
2021-09-07,=22055.0500,=27301.9600,=6360502123076.1504,=5946686766236,=2988044746416.9063,=6.0845,=0.8887,=5.3319,=4.2652,=3.3351
2021-09-06,=21997.7500,=27231.0400,=6351873927126.5703,=5938153283946,=2981785415369.7109,=6.0329,=0.8839,=5.3313,=4.2648,=3.3351
2021-09-03,=21454.4600,=26558.4900,=6216623353781.7803,=5813653829836,=2918704540923.6040,=5.8321,=0.8612,=5.3313,=4.2643,=3.3332
2021-09-02,=21144.3700,=26174.6200,=6113794581502.4590,=5718039067449,=2869392641418.1123,=5.7693,=0.8548,=5.3305,=4.2643,=3.3332
2021-09-01,=21486.2200,=26597.8100,=6201305805027.6816,=5799336040275,=2911494448964.6943,=5.8510,=0.8628,=5.3249,=4.2643,=3.3332
2021-08-31,=20868.6500,=25833.3200,=6019439769783.0410,=5607412798878,=2823156920416.3535,=5.7039,=0.8479,=5.3239,=4.2642,=3.3332
2021-08-30,=21157.9300,=26191.4200,=6135597183437.1396,=5724596884947,=2869966200619.5269,=5.8110,=0.8587,=5.3186,=4.2642,=3.3332
2021-08-27,=21170.6100,=26207.1100,=6144105880513.1787,=5726856500508,=2854856438232.9990,=5.8261,=0.8607,=5.3186,=4.2639,=3.3332
2021-08-26,=21215.3400,=26262.4900,=6159154565979.6094,=5737811718220,=2724691697808.7598,=5.5473,=0.8288,=5.3167,=4.2637,=3.3332
2021-08-25,=21849.2500,=27047.2000,=6371273018370.7803,=5942838969775,=2820826624624.4141,=5.7054,=0.8487,=5.3163,=4.2636,=3.3332
2021-08-24,=21538.8900,=26663.0100,=6257166302556.8887,=5830257373454,=2769024274762.6924,=6.0646,=0.8863,=5.3035,=4.2636,=3.3332
2021-08-23,=21141.8800,=26171.5500,=6108911537840.2393,=5687089147897,=2703402620183.2349,=5.9506,=0.8754,=5.3031,=4.2632,=3.3332
2021-08-20,=20930.6300,=25910.0500,=6044783187514.1787,=5629237804854,=2674814729140.9160,=5.8887,=0.8686,=5.3031,=4.2629,=3.3327
2021-08-19,=21902.4300,=27092.5500,=6351407229124.3027,=5926630278021,=2805183334712.7808,=6.1923,=0.8916,=5.3022,=4.2628,=3.3327
2021-08-18,=22225.5900,=27492.2900,=6428729806510.5713,=5995202475012,=2837111628035.7339,=6.2663,=0.8956,=5.2998,=4.2627,=3.3327
2021-08-17,=22203.0400,=27464.3900,=6434862597820.5098,=6004319658067,=2843229474559.6650,=6.2528,=0.8942,=5.2916,=4.2626,=3.3327
2021-08-16,=23106.6100,=28582.0700,=6697099405270.1699,=6253474535096,=2958415860327.6816,=6.0588,=0.8870,=5.2829,=4.2626,=3.3327
2021-08-13,=23015.3600,=28469.2000,=6673245487095.9688,=6233758559660,=2951491920031.4385,=6.4706,=0.9036,=5.2829,=4.2624,=3.3286
2021-08-12,=22934.5400,=28369.2300,=6641674532607.8994,=6202596000177,=2933419695573.5337,=5.9764,=0.8802,=5.2745,=4.2623,=3.3286
2021-08-11,=23362.6200,=28897.1100,=6806505536442.2100,=6360793718393,=3005955335161.0112,=6.0882,=0.8896,=5.2738,=4.2608,=3.3286
2021-08-10,=23753.1300,=29380.1300,=6938375133003.7021,=6487445015568,=3064455769563.9282,=6.6392,=0.9117,=5.2709,=4.2593,=3.3286
2021-08-09,=22844.6900,=28252.8600,=6607601751198.2314,=6168208492323,=2921724516175.6675,=6.3679,=0.8998,=5.2613,=4.2593,=3.3286
2021-08-06,=22158.9000,=27404.7100,=6439143502418.7813,=6020818810159,=2849136332539.2588,=6.1962,=0.8933,=5.2613,=4.2593,=3.3268
2021-08-05,=22260.3100,=27530.1300,=6499999501882.2520,=6078934936686,=2872337974457.8652,=6.2467,=0.8949,=5.2611,=4.2591,=3.3268
2021-08-04,=22425.4800,=27733.4800,=6575828374665.9297,=6148747064715,=2904464133786.8999,=6.2840,=0.8966,=5.2575,=4.2589,=3.3268
2021-08-03,=22777.9700,=28169.4100,=6684496777149.3184,=6251293795763,=2951637419952.2788,=6.3809,=0.9006,=5.2558,=4.2582,=3.3268
2021-08-02,=22465.9100,=27783.4800,=6620462082088.8604,=6192175930168,=2923360679042.3149,=6.3078,=0.8982,=5.2474,=4.2574,=3.3268
2021-07-30,=21485.6600,=26571.2100,=6325396349927.0713,=5913138744537,=2793495361466.9624,=6.0570,=0.8893,=5.2474,=4.2571,=3.3245
2021-07-29,=22137.2700,=27377.0500,=6573149537405.4600,=6152726846902,=2893560462587.6943,=6.2866,=0.8975,=5.2466,=4.2567,=3.3245
2021-07-28,=22245.2800,=27510.6300,=6621780118203.5400,=6200290696434,=2912786114939.0386,=5.9008,=0.8743,=5.2460,=4.2560,=3.3245
2021-07-27,=22224.2700,=27484.6500,=6550803957589.1318,=6123027849508,=2879956102229.5884,=6.3128,=0.8984,=5.2400,=4.2553,=3.3245
2021-07-26,=23110.8300,=28581.0500,=6847822123468.2813,=6402983879187,=3013928533663.8203,=6.5372,=0.9056,=5.2389,=4.2551,=3.3245
2021-07-23,=24314.8400,=30070.0400,=7235076807383.4316,=6773729324781,=3178645021688.2749,=6.4789,=0.9042,=5.2389,=4.2549,=3.3195
2021-07-22,=24872.5300,=30759.7400,=7404503664922.4385,=6928457341173,=3252162417188.1831,=7.1500,=0.9591,=5.2357,=4.2548,=3.3195
2021-07-21,=25141.0900,=31091.8600,=7488688890083.1094,=7013842194001,=3289234596359.2705,=7.2363,=0.9648,=5.2321,=4.2547,=3.3195
2021-07-20,=25286.8200,=31271.0500,=7533621727748.5195,=7055368487475,=3307874654935.6201,=6.7319,=0.9215,=5.2312,=4.2545,=3.3195
2021-07-19,=25260.3000,=31238.2500,=7515416128229.4697,=7040062316662,=3301799317777.3267,=7.2234,=0.9645,=5.2256,=4.2542,=3.3195
2021-07-16,=25269.4200,=31249.5200,=7490740738350.0703,=7008246301964,=3290988127906.4219,=6.7139,=0.9197,=5.2256,=4.2532,=3.3195
2021-07-15,=25745.2800,=31834.8100,=7634717757096.9307,=7142916789612,=3354741857825.0571,=7.3590,=0.9699,=5.2242,=4.2522,=3.3195
2021-07-14,=25364.5500,=31364.0200,=7503948204253.6016,=7014523779713,=3300959090129.6177,=7.2434,=0.9662,=5.2209,=4.2518,=3.3195
2021-07-13,=25329.8600,=31320.7500,=7516350623296.3486,=7024358390898,=3309068624009.6758,=7.1995,=0.9644,=5.2199,=4.2514,=3.3195
2021-07-12,=24823.3800,=30693.7300,=7374479968001.8604,=6887261557370,=3253000744315.5708,=7.0453,=0.9538,=5.2198,=4.2513,=3.3195
2021-07-09,=24597.7900,=30414.8000,=7326739745152.7998,=6846607665069,=3234552703419.0435,=6.9853,=0.9487,=5.2198,=4.2512,=3.3175
2021-07-08,=25114.2800,=30994.3900,=7459399058183.1895,=6971414181539,=3286144603384.2109,=6.6702,=0.9182,=5.2167,=4.2505,=3.3175
2021-07-07,=25592.0800,=31571.9000,=7596867747159.4424,=7097739145180,=3348960160300.2183,=6.7765,=0.9264,=5.2167,=4.2497,=3.3175
2021-07-06,=25509.2300,=31469.4500,=7575743672257.1094,=7070825384373,=3339037949640.1001,=7.2508,=0.9668,=5.2158,=4.2494,=3.3175
2021-07-05,=25641.2600,=31632.3300,=7597845526863.0693,=7091567245743,=3344500368789.3525,=7.3501,=0.9695,=5.2087,=4.2491,=3.3175
2021-07-02,=25794.4200,=31820.3400,=7652648233785.3398,=7145402587615,=3372563394880.8120,=7.3008,=0.9681,=5.2087,=4.2483,=3.3136
2021-07-01,=26572.1900,=32779.8200,=7937038650827.4912,=7417318350230,=3492840085992.8740,=7.5379,=0.9784,=5.2064,=4.2474,=3.3136
2021-06-30,=26374.6300,=32536.1000,=7842629477222.4082,=7318851304753,=3452961736439.9341,=7.4227,=0.9726,=5.2034,=4.2466,=3.3136
2021-06-29,=26352.4300,=32508.7100,=7838908846530.6904,=7312957681264,=3452955170573.5908,=7.3759,=0.9715,=5.2033,=4.2458,=3.3136
2021-06-28,=26746.6000,=32994.9700,=7973668976342.3623,=7441102969255,=3513643478590.0649,=6.9572,=0.9478,=5.1986,=4.2457,=3.3136
2021-06-25,=26329.8100,=32479.6400,=7874680602223.1924,=7354577353640,=3468198320752.7495,=6.9001,=0.9413,=5.1986,=4.2457,=3.3131
2021-06-24,=25863.1000,=31870.5400,=7738263124449.1201,=7231498258068,=3411388676359.4380,=6.8096,=0.9320,=5.1975,=4.2453,=3.3131
2021-06-23,=25822.9900,=31815.3000,=7690235518471.5498,=7181966053102,=3392967320022.4536,=6.7983,=0.9313,=5.1963,=4.2450,=3.3131
2021-06-22,=26184.7600,=32260.8500,=7829223879237.2500,=7322431800478,=3447846569818.3574,=6.9278,=0.9426,=5.1958,=4.2447,=3.3131
2021-06-21,=26037.0300,=32078.8500,=7796761617332.9102,=7297031324745,=3436196909201.5908,=7.3945,=0.9721,=5.1947,=4.2444,=3.3131
2021-06-18,=26318.4300,=32424.4500,=7844261822525.2881,=7334604533781,=3457133877531.7969,=6.9012,=0.9422,=5.1947,=4.2440,=3.3123
2021-06-17,=26678.1500,=32866.9200,=7989705411546.8701,=7472899504067,=3520324279967.7817,=6.9522,=0.9470,=5.1938,=4.2436,=3.3123
2021-06-16,=26573.8400,=32737.5000,=7963658457091.8906,=7444275810213,=3510601637374.5933,=6.8770,=0.9415,=5.1898,=4.2435,=3.3123
2021-06-15,=26787.5400,=33000.7600,=8059166854544.6621,=7534245217257,=3551108543532.2852,=6.9401,=0.9456,=5.1892,=4.2434,=3.3123
2021-06-11,=26994.8100,=33254.6600,=8220866677279.9980,=7695404769685,=3628415728179.3730,=7.0271,=0.9542,=5.1862,=4.2430,=3.3123
2021-06-10,=27570.9800,=33897.8100,=8400163283987.8018,=7862645802171,=3706399580449.8936,=7.1553,=0.9635,=5.1862,=4.2426,=3.3119
2021-06-09,=27400.6000,=33688.3200,=8307801870053.5898,=7766994642721,=3669691801843.4912,=7.1220,=0.9614,=5.1844,=4.2418,=3.3119
2021-06-08,=27271.8400,=33511.4300,=8285000539381.1299,=7745644756615,=3656417739967.2842,=7.1567,=0.9638,=5.1751,=4.2410,=3.3119
2021-06-07,=28164.7500,=34606.8800,=8591294205463.3184,=8031080328756,=3782704974616.5078,=7.5044,=0.9765,=5.1748,=4.2402,=3.3119
2021-06-04,=28291.1200,=34762.1500,=8578194881646.7803,=8017825708497,=3788196990048.6318,=7.4616,=0.9752,=5.1729,=4.2393,=3.3119
2021-06-03,=28030.9400,=34442.4600,=8490554131651.0596,=7909771468396,=3750101690500.0449,=7.3753,=0.9724,=5.1729,=4.2386,=3.3110
2021-06-02,=28003.8400,=34373.2600,=8479320511423.8301,=7897173925423,=3744287385333.2778,=7.3391,=0.9713,=5.1713,=4.2378,=3.3110
2021-06-01,=28250.3100,=34675.2200,=8556804811164.4004,=7970529000070,=3778184315343.2202,=7.4358,=0.9737,=5.1701,=4.2372,=3.3110
2021-05-31,=28068.4600,=34444.1100,=8489627663831.6602,=7907897314876,=3750774967563.1089,=6.9464,=0.9499,=5.1646,=4.2366,=3.3110
2021-05-28,=28047.1200,=34417.9200,=8496357802824.1729,=7911664278783,=3756528221520.9258,=6.9372,=0.9482,=5.1643,=4.2362,=3.3110
2021-05-27,=28240.3900,=34653.1800,=8554133776210.2988,=7963860839459,=3782580849299.3970,=7.0072,=0.9557,=5.1643,=4.2359,=3.3079
2021-05-26,=28208.7800,=34610.6800,=8520924492702.7598,=7932772140515,=3768449475405.5181,=6.9830,=0.9540,=5.1607,=4.2353,=3.3079
2021-05-25,=28353.8600,=34788.6900,=8536823656866.0596,=7944210923364,=3772687618303.7305,=6.9994,=0.9543,=5.1606,=4.2348,=3.3079
2021-05-24,=27457.3000,=33688.6600,=8200743803207.0596,=7617813023206,=3621032833858.4580,=6.8377,=0.9418,=5.1571,=4.2346,=3.3079
2021-05-21,=27242.1700,=33424.3000,=8100441769935.4111,=7515896527674,=3580869275993.0483,=6.6999,=0.9301,=5.1548,=4.2345,=3.3079
2021-05-20,=27505.3100,=33714.6800,=8175388957027.9219,=7586054649372,=3617726989205.7598,=6.7086,=0.9311,=5.1548,=4.2342,=3.3046
2021-05-19,=27204.8700,=33339.2200,=8103992582398.3311,=7517405820742,=3586085917963.2871,=6.6095,=0.9234,=5.1542,=4.2340,=3.3046
2021-05-18,=27349.6600,=33516.6500,=8140761844099.7715,=7550632517699,=3600494086996.4961,=6.6608,=0.9286,=5.1533,=4.2332,=3.3046
2021-05-17,=27405.9900,=33585.6800,=8139771909011.6602,=7553669085262,=3603386765197.9790,=6.6194,=0.9244,=5.1525,=4.2323,=3.3046
2021-05-14,=26837.9800,=32876.4400,=7957308381299.7695,=7379277455677,=3521400953591.6509,=6.4816,=0.9195,=5.1477,=4.2321,=3.3046
2021-05-13,=26385.9200,=32322.6800,=7803751116960.3896,=7234522888250,=3455117092544.3638,=6.4000,=0.9171,=5.1477,=4.2320,=3.3041
2021-05-12,=26447.1600,=32397.6900,=7823827648056.0996,=7255539562582,=3467722386203.7427,=6.8512,=0.9438,=5.1475,=4.2315,=3.3041
2021-05-11,=26131.2400,=32010.6900,=7732543998965.2285,=7171254436925,=3426913578344.9971,=6.7511,=0.9358,=5.1468,=4.2310,=3.3041
2021-05-10,=25484.3600,=31214.7500,=7494887131971.9307,=6940865538612,=3322996123904.3896,=6.1504,=0.9111,=5.1452,=4.2308,=3.3041
2021-05-07,=25967.3200,=31806.3100,=7622612024703.0986,=7053803795680,=3383578148883.0898,=6.2425,=0.9131,=5.1427,=4.2306,=3.3041
2021-05-06,=26335.1600,=32256.8600,=7760884504552.4902,=7189621869513,=3446253975112.0986,=6.3694,=0.9169,=5.1427,=4.2305,=3.3032
2021-04-30,=27107.1300,=33202.4200,=7978897456545.3311,=7391292294431,=3544353105799.1011,=6.4688,=0.9200,=5.1408,=4.2304,=3.3032
2021-04-29,=27322.3300,=33461.0700,=8050496693703.9785,=7455478426596,=3568508779265.6597,=6.7352,=0.9346,=5.1403,=4.2299,=3.3032
2021-04-28,=26870.0400,=32907.1600,=7982927615255.6904,=7399891301657,=3525882365423.4795,=7.4171,=0.9732,=5.1381,=4.2294,=3.3032
2021-04-27,=26639.3900,=32624.6900,=7976854392034.3096,=7398235227995,=3525320732270.7803,=7.5936,=0.9795,=5.1365,=4.2292,=3.3032
2021-04-26,=26426.8200,=32364.3600,=7898614781332.5596,=7319412287329,=3495196465362.6982,=7.6323,=0.9805,=5.1365,=4.2290,=3.3009
2021-04-23,=26973.0800,=33033.3500,=8051992637568.3096,=7462405444559,=3562073546284.6709,=7.7948,=0.9840,=5.1346,=4.2287,=3.3009
2021-04-22,=26577.1100,=32548.4100,=7905766620548.2461,=7317555223516,=3488059879382.5293,=7.8035,=0.9843,=5.1339,=4.2284,=3.3009
2021-04-21,=26623.1100,=32604.7600,=7938124818538.4502,=7351000216475,=3502820076260.2612,=7.8804,=0.9861,=5.1332,=4.2282,=3.3009
2021-04-20,=26438.1800,=32378.2700,=7894401590563.9502,=7312875036778,=3491680183028.5903,=7.7383,=0.9833,=5.1331,=4.2280,=3.3009
2021-04-19,=26165.3100,=32044.1000,=7827332164674.6504,=7256534908777,=3456997146903.7900,=7.6539,=0.9822,=5.1331,=4.2278,=3.3000
2021-04-16,=25709.5900,=31485.9900,=7702414765078.4805,=7136505938005,=3399908647476.7305,=7.5848,=0.9815,=5.1287,=4.2276,=3.3000
2021-04-15,=25542.4000,=31281.2400,=7617376724411.2305,=7051654389465,=3361890276722.0396,=7.5016,=0.9787,=5.1285,=4.2274,=3.3000
2021-04-14,=25743.6000,=31527.6300,=7700887006602.3711,=7134237299305,=3401011462307.7388,=7.5268,=0.9804,=5.1276,=4.2272,=3.3000
2021-04-13,=25604.9900,=31357.8800,=7640709761241.0703,=7076493829239,=3376617938000.0996,=7.4362,=0.9773,=5.1251,=4.2269,=3.3000
2021-04-12,=25368.2400,=31067.9500,=7579347556715.3301,=7018955772272,=3347157742223.9404,=7.3587,=0.9762,=5.1251,=4.2266,=3.2990
2021-04-09,=25633.1800,=31392.4100,=7651202125372.0293,=7081474118704,=3378430676303.3403,=7.4443,=0.9780,=5.1250,=4.2266,=3.2990
2021-04-08,=26147.7000,=32022.5300,=7814033965311.8301,=7242318018884,=3452721528048.9102,=7.5744,=0.9815,=5.1213,=4.2265,=3.2990
2021-04-07,=25836.8800,=31634.6800,=7733795874083.1699,=7163555783235,=3419577311758.8403,=7.4492,=0.9787,=5.1195,=4.2264,=3.2990
2021-04-06,=26475.3200,=32416.3900,=7949608012526.2002,=7369195560145,=3515574642825.4795,=7.6168,=0.9818,=5.1176,=4.2263,=3.2990
2021-04-02,=26710.1800,=32703.9500,=8036567806283.3086,=7452855453378,=3553137085486.6011,=7.7034,=0.9832,=5.1176,=4.2257,=3.2971
2021-04-01,=25969.0100,=31796.4600,=7746116135309.6299,=7166217915333,=3425261242540.5693,=7.5031,=0.9804,=5.1146,=4.2252,=3.2971
2021-03-31,=25547.0300,=31279.7900,=7606393125549.1201,=7035690421888,=3368030021530.0908,=7.3708,=0.9786,=5.1121,=4.2251,=3.2971
2021-03-30,=25814.4800,=31607.2500,=7717840604746.5869,=7138307300071,=3292966861410.0112,=7.4779,=0.9800,=5.1110,=4.2251,=3.2971
2021-03-29,=25554.1500,=31288.5100,=7635877128639.1582,=7061615312732,=3260442374963.3501,=7.4371,=0.9800,=5.1040,=4.2243,=3.2971
2021-03-26,=25347.5600,=31035.5600,=7549369953422.9004,=6983165814102,=3229106655215.0107,=7.3282,=0.9790,=5.1040,=4.2236,=3.2891
2021-03-25,=24785.5700,=30347.4600,=7376407685243.0420,=6815093653081,=3155121266649.8999,=7.1631,=0.9740,=5.1030,=4.2230,=3.2891
2021-03-24,=24831.8400,=30404.1100,=7411321774577.7539,=6852325694641,=3171007885097.3701,=7.1436,=0.9726,=5.1018,=4.2224,=3.2891
2021-03-23,=24982.5100,=30588.5900,=7451107648524.7598,=6889012888491,=3187987828657.9297,=7.1644,=0.9744,=5.1013,=4.2223,=3.2891
2021-03-22,=25034.4000,=30652.1200,=7449913448749.8906,=6884636375976,=3187559634255.0400,=7.1396,=0.9730,=5.1008,=4.2223,=3.2891
2021-03-19,=24935.8900,=30531.5100,=7454235763159.5869,=6892327312593,=3188514534269.3306,=7.0739,=0.9687,=5.1008,=4.2222,=3.2879
2021-03-18,=25638.8100,=31392.1600,=7672726354509.8301,=7094748857586,=3281229900797.3799,=7.2446,=0.9779,=5.1006,=4.2220,=3.2879
2021-03-17,=25172.6100,=30821.3500,=7523851234102.6299,=6951427394648,=3219421714551.6885,=7.0644,=0.9687,=5.0976,=4.2207,=3.2879
2021-03-16,=24722.3500,=30270.0400,=7413498077558.2881,=6857272449017,=3171785680093.4600,=6.9687,=0.9631,=5.0971,=4.2195,=3.2879
2021-03-15,=24308.9900,=29763.9300,=7272839436651.4111,=6720082167176,=3112515975295.2905,=6.8570,=0.9553,=5.0940,=4.2191,=3.2879
2021-03-12,=25246.9800,=30912.4100,=7538762735833.4424,=6968296424891,=3224706818344.3799,=7.0951,=0.9704,=5.0940,=4.2186,=3.2853
2021-03-11,=25270.1200,=30940.7400,=7569975089731.5098,=6996990330292,=3236423611929.6294,=7.1235,=0.9729,=5.0933,=4.2184,=3.2853
2021-03-10,=24587.0800,=30104.4300,=7329296202127.5020,=6768846782592,=3135704036771.4092,=6.9360,=0.9595,=5.0889,=4.2182,=3.2853
2021-03-09,=24201.8800,=29632.7900,=7197816904124.9092,=6637552553956,=3081616691599.4517,=6.8080,=0.9503,=5.0872,=4.2177,=3.2853
2021-03-08,=24930.5300,=30524.9500,=7370576439953.9980,=6790484885948,=3153893480015.2808,=7.0345,=0.9679,=5.0871,=4.2173,=3.2853
2021-03-05,=26313,=32217.6400,=7793431390855.0107,=7192287244224,=3332106641283.3521,=7.4248,=0.9799,=5.0871,=4.2172,=3.2848
2021-03-04,=26318.5100,=32224.3900,=7761885076291.6465,=7153381285872,=3319963312169.1699,=7.3804,=0.9799,=5.0857,=4.2171,=3.2848
2021-03-03,=27509.0600,=33682.1000,=8135880416480.8418,=7510933611254,=3482085489042.3389,=7.6718,=0.9831,=5.0831,=4.2170,=3.2848
2021-03-02,=27144.8500,=33236.1600,=7968603074251.3096,=7352449936059,=3412324813922.3799,=7.5240,=0.9817,=5.0808,=4.2170,=3.2848
2021-03-01,=27715.1400,=33934.4300,=8196041749877.4004,=7572314062221,=3509993379099.1099,=7.6645,=0.9831,=5.0760,=4.2169,=3.2848
2021-02-26,=27400.3500,=33549,=8091974716445.3496,=7475618102386,=3461203059342.1987,=7.6322,=0.9831,=5.0760,=4.2168,=3.2846
2021-02-25,=28174.7900,=34497.2100,=8295295929271.1787,=7653411677168,=3544311820002.4595,=7.8501,=0.9848,=5.0754,=4.2162,=3.2846
2021-02-24,=28468.8400,=34857.2500,=8405708594928.2598,=7758731170504,=3589033304743.2603,=8.0005,=0.9887,=5.0708,=4.2156,=3.2846
2021-02-23,=29545.8900,=36176,=8780232695994.1816,=8114303384917,=3750163836126.6392,=8.3024,=0.9943,=5.0667,=4.2147,=3.2846
2021-02-22,=29849,=36547.1200,=8799651503090.7188,=8124944951657,=3765507466405.6792,=8.3655,=0.9950,=5.0652,=4.2138,=3.2846
2021-02-19,=31313.3900,=38340.1200,=9335370704150.7305,=8640496144838,=3988679274066.3511,=8.8439,=0.9993,=5.0652,=4.2137,=3.2792
2021-02-18,=30819.2200,=37735.0600,=9251254970262.4375,=8573896475683,=3938955079818.0210,=8.8221,=0.9989,=5.0606,=4.2135,=3.2792
2021-02-10,=31779.7400,=38911.1200,=9607534760161.5488,=8898502672972,=4084865493360.7612,=9.1162,=1,=5.0605,=4.2127,=3.2792
2021-02-09,=30717.0700,=37609.9900,=9228164494033.5703,=8538949590530,=3925898829749.3398,=8.2283,=0.9943,=5.0591,=4.2120,=3.2792
2021-02-08,=29990.2700,=36720.1000,=8966147502919.9297,=8285021336386,=3819384565753.4102,=8.0409,=0.9919,=5.0588,=4.2119,=3.2792
2021-02-05,=29401.6000,=35999.3200,=8806596660782.8809,=8141003598682,=3747704190224.7002,=7.9634,=0.9911,=5.0588,=4.2118,=3.2743
2021-02-04,=29131.2900,=35668.3600,=8748086978809.1582,=8089865933520,=3722235770843.0190,=8.4801,=0.9975,=5.0579,=4.2110,=3.2743
2021-02-03,=29053.2200,=35572.7700,=8598787261507.9180,=7932952304561,=3657052902099.5898,=7.9071,=0.9897,=5.0513,=4.2102,=3.2743
2021-02-02,=28882.2600,=35363.4400,=8512382939268.8896,=7854677811029,=3620781365371.9390,=8.4790,=0.9975,=5.0506,=4.2101,=3.2743
2021-02-01,=28017.0100,=34304.0300,=8274874484459.8906,=7630891096916,=3522506293909.2612,=8.1595,=0.9943,=5.0467,=4.2100,=3.2743
2021-01-29,=27926.8300,=34193.6200,=8251474250396.5195,=7630410345183,=3517302325963.2705,=8.1720,=0.9950,=5.0467,=4.2097,=3.2704
