日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM市值加权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2011-10-20,=6065.3410,,=1212165886538.7000,=946056350342,=477610414159.1699,=32.4151,=0,=48.0032,=44.1180,=38.3375
2011-10-19,=6241.9120,,=1248027537129.8003,=974342520365,=491530689337.1398,=33.3740,=0.0090,=48.0655,=44.1258,=38.3375
2011-10-18,=6251.4880,,=1248743471576.1997,=974601964694,=491913974893.4199,=33.3676,=0.0072,=48.0655,=44.1337,=38.3538
2011-10-17,=6331.9020,,=1261906444479.2000,=985227315365,=498894768117.7609,=34.2679,=0.0180,=48.0655,=44.1362,=38.3562
2011-10-14,=6237.9730,,=1240392079735.7998,=968007205945,=491099768588.2866,=33.6883,=0.0126,=48.0655,=44.1386,=38.4163
2011-10-13,=6275.9030,,=1246653348556.8000,=973729693077,=493941476525.0376,=33.8583,=0.0145,=48.0655,=44.1504,=38.4178
2011-10-12,=6210.0880,,=1236226052173,=965680723004,=488972397180.9218,=33.5751,=0.0091,=48.0813,=44.1623,=38.4178
2011-10-11,=6039.0220,,=1202454988446.3999,=939682056553,=475491813977.3083,=32.6579,=0,=48.0813,=44.1628,=38.5677
2011-10-10,=6098.5420,,=1215235323050,=949386217864,=480404567655.0560,=33.0050,=0,=48.0813,=44.1632,=38.5677
2011-09-30,=6151.5120,,=1226477959697.5000,=960204191971,=485080408168.4532,=33.3104,=0.0018,=48.0813,=44.1895,=38.6311
2011-09-29,=6118.9880,,=1217957367570.8000,=953415530529,=482203204582.5811,=33.0790,=0,=48.0813,=44.2158,=38.6330
2011-09-28,=6201.5990,,=1230291336849.2002,=964776793023,=488455209369.7970,=33.4139,=0,=48.0836,=44.2524,=38.6330
2011-09-27,=6279.2800,,=1244432282318.3999,=975655984557,=494178298105.2564,=33.7980,=0.0018,=48.0836,=44.2890,=38.6607
2011-09-26,=6251.1930,,=1237291006739.8003,=971230479727,=492152469395.2689,=33.6040,=0,=48.0836,=44.3108,=38.6752
2011-09-23,=6379.1080,,=1264097625484.2002,=992881959842,=502584926011.0874,=34.3321,=0,=48.0836,=44.3326,=38.6764
2011-09-22,=6477.0370,,=1282668660997.7998,=1007863986393,=510432831863.2405,=34.8365,=0,=48.0836,=44.3457,=38.7067
2011-09-21,=6638.0540,,=1315726219765.7002,=1034283230400,=523495067712.3473,=35.7343,=0.0277,=48.0941,=44.3588,=38.7067
2011-09-20,=6491.7010,,=1287636814003.7000,=1012553638902,=511960768569.1910,=34.9714,=0.0018,=48.0941,=44.3652,=38.7445
2011-09-19,=6507.5610,,=1291729905595.7000,=1016187572835,=513465460081.4523,=35.0826,=0.0019,=48.0941,=44.3716,=38.7452
2011-09-16,=6578.5880,,=1303989196099.3003,=1025667319244,=518823156554.1705,=35.4155,=0.0148,=48.0941,=44.3732,=38.7915
2011-09-15,=6557.9410,,=1296872267193.4004,=1019358672902,=516600690289.4802,=35.2222,=0.0056,=48.0941,=44.3748,=38.8588
2011-09-14,=6539.8950,,=1293392056077.2002,=1016993212703,=515259906134.7065,=35.1277,=0.0019,=48.1008,=44.3793,=38.8588
2011-09-13,=6545.3850,,=1299087235387.3003,=1021030608049,=516308068742.5731,=35.2824,=0.0056,=48.1008,=44.3838,=38.8844
2011-09-09,=6634.6340,,=1318938211138.8000,=1036897821974,=523775939315.3894,=35.8215,=0.0206,=48.1008,=44.3859,=38.9344
2011-09-08,=6686.0090,,=1327442404129.3999,=1042913455516,=527343313943.4971,=36.0525,=0.0375,=48.1008,=44.3879,=38.9740
2011-09-07,=6743.9410,,=1338351862632.8000,=1052135593517,=531728545959.7473,=36.3488,=0.0582,=48.1008,=44.3927,=38.9867
2011-09-06,=6595.2600,,=1309248554376.2998,=1028958690865,=519750363506.4581,=35.5584,=0.0113,=48.1298,=44.3975,=38.9867
2011-09-05,=6700.3690,,=1329580538008.6001,=1046095735360,=528022970665.7360,=36.1106,=0.0395,=48.1298,=44.4096,=39.0512
2011-09-02,=6799.4450,,=1341962356297.3999,=1061590558883,=536295250285.7670,=36.4469,=0.0660,=48.1298,=44.4217,=39.0584
2011-09-01,=6870.9020,,=1355234056784.7002,=1071427635971,=541411127797.3939,=36.8073,=0.0851,=48.1298,=44.4459,=39.0934
2011-08-31,=6974.5060,,=1377200617248.5000,=1088105193599,=549648904552.0158,=37.4039,=0.1023,=48.1298,=44.4702,=39.1723
2011-08-30,=6984.7880,,=1360632859340.0002,=1069839462803,=548196983338.6356,=37.9091,=0.1328,=48.1709,=44.4734,=39.1723
2011-08-29,=7033.2750,,=1369748838077.6001,=1077343881243,=552104009726.2119,=38.1850,=0.1483,=48.1709,=44.4767,=39.1840
2011-08-26,=6978.6580,,=1359064416033.2002,=1067498823039,=548209828911.8030,=38.0797,=0.1410,=48.1709,=44.4780,=39.2058
2011-08-25,=6962.3320,,=1352353172021.6001,=1061629584095,=541574210492.3948,=37.9748,=0.1355,=48.1709,=44.4792,=39.2201
2011-08-24,=6869.2930,,=1335020573151.1001,=1048495513059,=534512047779.1436,=37.5383,=0.1128,=48.1709,=44.5235,=39.2243
2011-08-23,=6843.3150,,=1329490060090.1001,=1043840053672,=532167309192.8567,=37.4211,=0.1034,=48.1777,=44.5677,=39.2243
2011-08-22,=6782.9590,,=1317627028948.2000,=1035749831007,=534090758350.8427,=37.4502,=0.1036,=48.1777,=44.5918,=39.2301
2011-08-19,=6929.4470,,=1348681331060.8000,=1060773865914,=546156635509.7831,=38.4178,=0.1500,=48.1777,=44.6159,=39.2333
2011-08-18,=6927.1320,,=1346195447477.0002,=1058351655911,=548708520749.2082,=38.1689,=0.1387,=48.1777,=44.6275,=39.3106
2011-08-17,=7018.0270,,=1362967390363.8003,=1071082687540,=555671370459.3141,=38.6764,=0.1602,=48.1777,=44.6391,=39.3219
2011-08-16,=7025.9890,,=1365366596391.3999,=1072258926022,=556270325266.1750,=38.7445,=0.1625,=48.2088,=44.6408,=39.3219
2011-08-15,=7094.2020,,=1379427577195.7002,=1082339890150,=561550180919.9615,=39.8501,=0.2442,=48.2088,=44.6424,=39.3252
2011-08-12,=7081.2750,,=1381755749131.3003,=1084384847169,=562444911296.8674,=40.1654,=0.2641,=48.2088,=44.6450,=39.3252
2011-08-11,=7026.1370,,=1369287841171.7002,=1076194562730,=558161726497.5436,=39.8023,=0.2393,=48.2088,=44.6476,=39.3252
2011-08-10,=6814.7000,,=1328173005805.6001,=1042132162442,=541113852795.9902,=38.6752,=0.1598,=48.2088,=44.6598,=39.3252
2011-08-09,=6684.0160,,=1300770508430.2000,=1020516784730,=530595323833.6420,=37.9147,=0.1309,=48.3153,=44.6720,=39.3252
2011-08-08,=6650.0690,,=1294460588618.7998,=1015140222083,=527824788664.0577,=37.8679,=0.1252,=48.3153,=44.6767,=39.3348
2011-08-05,=6837.7980,,=1325978255453.2998,=1038677919854,=542786513863.1331,=39.3252,=0.1961,=48.3153,=44.6814,=39.3573
2011-08-04,=6911.5620,,=1337416928981.9998,=1048210376281,=548649678514.6346,=39.6644,=0.2240,=48.3153,=44.6930,=39.3643
2011-08-03,=6856.2940,,=1326302747289.2002,=1038680700628,=543945489667.1584,=39.3348,=0.1969,=48.3153,=44.7046,=39.3643
2011-08-02,=6781.9990,,=1310252708553.6997,=1027769733713,=538289577716.4263,=38.8588,=0.1637,=48.3176,=44.7158,=39.3643
2011-08-01,=6825.0580,,=1318070236609.4004,=1034474237385,=541734709260.5317,=39.0934,=0.1759,=48.3176,=44.7269,=39.3660
2011-07-29,=6873.2270,,=1329237577185.2000,=1044239391767,=546098840645.4766,=39.5274,=0.2099,=48.3176,=44.7308,=39.4155
2011-07-28,=6926.3650,,=1340668550548.6001,=1052713180566,=550349758833.1179,=39.8831,=0.2302,=48.3176,=44.7347,=39.4155
2011-07-27,=6909.6840,,=1333587431733.7000,=1046386162544,=548612197069.7698,=39.8312,=0.2286,=48.3176,=44.7516,=39.4155
2011-07-26,=6817.2950,,=1316158490880.3997,=1033402808457,=541507452227.9002,=39.3106,=0.1912,=48.3587,=44.7684,=39.3660
2011-07-25,=6834.4270,,=1320664618484.7000,=1036256291566,=542942035257.8044,=39.4452,=0.2016,=48.3587,=44.7777,=39.4155
2011-07-22,=7007.5130,,=1349789810002.6001,=1059328542972,=556467625848.3964,=40.3151,=0.2520,=48.3587,=44.7871,=39.4155
2011-07-21,=6962.2260,,=1339343400527.3999,=1051454134684,=552709255266.1962,=40.0031,=0.2365,=48.3587,=44.7885,=39.4155
2011-07-20,=6945.5470,,=1333181771447.6001,=1045965155920,=550747537665.8152,=39.8191,=0.2249,=48.3587,=44.7900,=39.4155
2011-07-19,=6883.1510,,=1319670097288.5996,=1035488065183,=545649650777.2911,=39.4155,=0.2012,=48.3893,=44.7918,=39.3660
2011-07-18,=6939.1490,,=1329790656301.5000,=1042970550105,=549795955939.6748,=39.7178,=0.2177,=48.3893,=44.7937,=39.3660
2011-07-15,=6886.8900,,=1317474212198.2002,=1031730305528,=545106957128.4202,=39.3573,=0.1960,=48.3893,=44.8002,=39.3660
2011-07-14,=6833.5730,,=1307227987281.6997,=1024126660362,=541026317484.5222,=39.0512,=0.1761,=48.3893,=44.8068,=39.4842
2011-07-13,=6847.7040,,=1311281948405.6003,=1028257215764,=542675065439.9659,=39.1723,=0.1785,=48.3893,=44.8177,=39.4882
2011-07-12,=6750.1340,,=1295695307608.8003,=1016389309151,=535380540055.9312,=38.7067,=0.1626,=48.4206,=44.8286,=39.4882
2011-07-11,=6804.8420,,=1305068744988.1001,=1022814409591,=539888633580.4640,=38.9867,=0.1731,=48.4206,=44.8316,=39.4996
2011-07-08,=6707.3630,,=1283884130034.3999,=1007243522547,=532003953227.2508,=38.3538,=0.1469,=48.4206,=44.8347,=39.5309
2011-07-07,=6715.7180,,=1285975191609.6001,=1008171416133,=532699478160.4459,=38.4163,=0.1493,=48.4206,=44.8392,=39.5448
2011-07-06,=6662.3280,,=1274121239170.2998,=997460610920,=527970238737.1453,=38.0622,=0.1373,=48.4206,=44.8437,=39.5779
2011-07-05,=6603.4060,,=1263683497185.6003,=989315756458,=523596230174.7922,=37.7504,=0.1273,=48.4347,=44.8631,=39.5779
2011-07-04,=6587.4600,,=1262695481297.3000,=988425159883,=522728638173.9295,=37.7209,=0.1255,=48.4347,=44.8826,=39.6023
2011-07-01,=6469.2690,,=1242849711840.8003,=972839109105,=513777288634.1096,=37.1280,=0.1072,=48.4347,=44.8896,=39.6779
2011-06-30,=6424.7020,,=1087634146175.2000,=875134142356,=475785403808.2740,=37.0984,=0.1033,=48.4347,=44.8965,=39.7443
2011-06-29,=6372.9140,,=1078786841100.9000,=868096710002,=471854707211.5554,=36.7966,=0.0911,=48.4347,=44.9022,=39.7929
2011-06-28,=6440.2970,,=1087445327292.9000,=875207329731,=476277850956.9897,=37.0920,=0.0996,=48.5373,=44.9079,=39.7929
2011-06-27,=6401.8230,,=1076827793858.1002,=868514401082,=472539574559.4102,=36.7298,=0.0873,=48.5373,=44.9086,=39.9221
2011-06-24,=6354.1810,,=1068001120531.7998,=861061291737,=468815420681.9640,=36.4287,=0.0708,=48.5373,=44.9094,=39.9569
2011-06-23,=6256.6490,,=1056625364723.4000,=852159476432,=462804238501.6873,=36.0407,=0.0376,=48.5373,=44.9150,=39.9750
2011-06-22,=6165.6020,,=1040699363707,=840286103089,=455972709106.7861,=35.4975,=0.0105,=48.5373,=44.9206,=39.9872
2011-06-21,=6136.8080,,=1032567782647.4000,=834506990909,=452884145334.3724,=35.2201,=0.0021,=48.5770,=44.9257,=39.9872
2011-06-20,=6080.4190,,=1021410282254.2000,=826844534463,=448511018670.1220,=34.8396,=0,=48.5770,=44.9309,=40.0003
2011-06-17,=6160.2570,,=1033190372554.9000,=837789800376,=454182473213.2050,=35.2414,=0,=48.5770,=44.9347,=40.0184
2011-06-16,=6199.4010,,=1037268367068.1998,=839111627070,=456172830328.2634,=35.3805,=0.0021,=48.5770,=44.9386,=40.0242
2011-06-15,=6308.7830,,=1050760027058.4000,=850622277618,=463374980195.0384,=35.8407,=0.0106,=48.5770,=44.9571,=40.1151
2011-06-14,=6338.3040,,=1055373142875.7004,=854383615120,=465502735931.2718,=35.9980,=0.0233,=48.5880,=44.9756,=40.1151
2011-06-13,=6280.6990,,=1047915607472.6000,=847089331176,=461700627597.0413,=35.7436,=0.0064,=48.5880,=45.0033,=40.1770
2011-06-10,=6370.3190,,=1060352985258.4004,=855340538737,=467859119513.9090,=36.1679,=0.0298,=48.5880,=45.0310,=40.1837
2011-06-09,=6320.3370,,=1053329107901.1000,=848080665763,=464380783915.3214,=35.9283,=0.0149,=48.5880,=45.0981,=40.2544
2011-06-08,=6480.1170,,=1079378273383.1000,=869817319587,=476202462161.5853,=36.8168,=0.0662,=48.5880,=45.1652,=40.2555
2011-06-07,=6442.1490,,=1073676212805.3000,=865433656683,=473609838618.4573,=36.6223,=0.0600,=48.6003,=45.1671,=40.2555
2011-06-03,=6440.1080,,=1075362988430.4000,=867517454258,=473994953470.8784,=36.6798,=0.0601,=48.6003,=45.1689,=40.3546
2011-06-02,=6331.8280,,=1057058330150.4000,=852677865399,=465929604375.7575,=36.0555,=0.0194,=48.6003,=45.1805,=40.3567
2011-06-01,=6414.4090,,=1071039672827.2998,=864093640528,=471969040304.9089,=36.5324,=0.0517,=48.6003,=45.1922,=40.3918
2011-05-31,=6314.6310,,=1052784477817.1000,=847435916542,=464011913956.0386,=35.9097,=0.0130,=48.6003,=45.2226,=40.3952
2011-05-30,=6267.6280,,=1047468746322.4000,=842540070250,=461160331007.5143,=35.7284,=0.0043,=48.6171,=45.2531,=40.3952
2011-05-27,=6220.2750,,=1035683639533.3000,=831637655255,=456725158570.5578,=35.3264,=0,=48.6171,=45.2564,=40.5132
2011-05-26,=6377.7230,,=1059145118391.2002,=851986180862,=467850779015.2126,=36.1267,=0.0152,=48.6171,=45.2596,=40.5207
2011-05-25,=6347.0360,,=1054644210266.8000,=845820248840,=465590026106.3865,=35.9731,=0.0109,=48.6171,=45.2628,=40.5245
2011-05-24,=6353.7280,,=1058416416144.4000,=846955487758,=466575139724.8845,=36.1018,=0.0109,=48.6171,=45.2659,=40.5471
2011-05-23,=6403.5150,,=1067117146541.4000,=854321015474,=470111403350.4313,=36.3986,=0.0284,=48.6201,=45.2841,=40.5471
2011-05-20,=6605.6540,,=1099669237859.1001,=879258145996,=484741720292.0314,=37.5089,=0.0570,=48.6201,=45.3023,=40.5936
2011-05-19,=6619.2490,,=1087895424699.6000,=880180824164,=485444853160.2538,=37.1073,=0.0505,=48.6201,=45.3220,=40.6255
2011-05-18,=6616.4350,,=1079728797530.9000,=865519271734,=483913750028.6739,=36.8288,=0.0441,=48.6201,=45.3416,=40.6835
2011-05-17,=6537.3450,,=1064709954162.8000,=851526193141,=477479486291.0882,=36.3165,=0.0199,=48.6201,=45.3490,=40.7527
2011-05-16,=6556.2400,,=1069767972140.1998,=854072441141,=479200439881.6375,=36.4890,=0.0310,=48.6389,=45.3565,=40.7527
2011-05-13,=6558.6580,,=1066874674115.3000,=853783214406,=478780927027.6585,=36.3903,=0.0244,=48.6389,=45.3603,=40.7743
2011-05-12,=6549.9390,,=1067565483569.5000,=853834358900,=478607776527.5800,=36.4139,=0.0267,=48.6389,=45.3640,=40.7822
2011-05-11,=6556.2920,,=1064663729337,=851750851314,=478333874931.3600,=36.3149,=0.0178,=48.6389,=45.3698,=40.8004
2011-05-10,=6527.3780,,=1060092551535,=847171065029,=475995944872.3900,=36.1590,=0.0112,=48.6389,=45.3756,=40.8249
2011-05-09,=6535.7770,,=1064050715008.9000,=848232634890,=477219769486.0399,=36.2940,=0.0134,=48.6549,=45.3773,=40.8249
2011-05-06,=6545.7680,,=1067423803002.7000,=851377067211,=478264682332.9200,=36.4090,=0.0179,=48.6549,=45.3789,=40.9910
2011-05-05,=6521.1100,,=1062781250915.4000,=848151560020,=476406129425.1700,=36.2609,=0.0112,=48.6549,=45.3966,=41.0207
2011-05-04,=6456.3590,,=1050925536385.4000,=839861785843,=471446366645.0301,=35.8564,=0.0045,=48.6549,=45.4143,=41.0576
2011-05-03,=6545.7390,,=1064916970934,=851918886484,=477995702439.5800,=36.3338,=0.0090,=48.6549,=45.4144,=41.1193
2011-04-29,=6428.7620,,=1049244447761.4000,=837716995164,=469952635496.1801,=35.9605,=0.0068,=48.6823,=45.4145,=41.1193
2011-04-28,=6328.1990,,=1028649327586.5000,=822625665125,=461456179196.2499,=35.8833,=0.0045,=48.6823,=45.4483,=41.1786
2011-04-27,=6491.7980,,=1052995090103.5000,=841045705771,=472903524963.3200,=36.6218,=0.0114,=48.6823,=45.4821,=41.1836
2011-04-26,=6529.0180,,=1057354847649.1996,=843776326144,=475235060123.3199,=37.5282,=0.0228,=48.6823,=45.4828,=41.1949
2011-04-25,=6611.5960,,=1067535724817.8998,=853690086922,=479777558286.5399,=38.5677,=0.0525,=48.6823,=45.4834,=41.2907
2011-04-22,=6627.1390,,=1061080901546.3002,=848352632433,=474046251680.8800,=39.7929,=0.1167,=48.6964,=45.5230,=41.2907
2011-04-21,=6636.5720,,=1061546328753.2000,=848754783577,=474270370790.6599,=40.1770,=0.1353,=48.6964,=45.5626,=41.4293
2011-04-20,=6656.4240,,=1063162258363.3000,=850149963398,=474272060683.6202,=40.5245,=0.1563,=48.6964,=45.5672,=41.4898
2011-04-19,=6619.3220,,=1055855631935.8000,=846143213145,=471315431321.7600,=40.2544,=0.1382,=48.6964,=45.5718,=41.5139
2011-04-18,=6647.3800,,=1057746616812.4000,=848992987526,=472784672180.0500,=39.5448,=0.1062,=48.6964,=45.5844,=41.5240
2011-04-15,=6679.8080,,=1060907462340.7000,=851885613774,=471777021476.0599,=39.9872,=0.1227,=48.7047,=45.5969,=41.5240
2011-04-14,=6724.2280,,=1069740571516.8002,=859014570755,=475194518397.0502,=40.3567,=0.1392,=48.7047,=45.6043,=41.5864
2011-04-13,=6729.0890,,=1070759313883.9000,=861082107595,=475858688631.3400,=40.3952,=0.1419,=48.7047,=45.6117,=41.7323
2011-04-12,=6656.8540,,=1059621905696.5000,=852180200441,=470795886699.4199,=39.9750,=0.1212,=48.7047,=45.6152,=41.8337
2011-04-11,=6621.6750,,=1054730588167.8000,=847986987512,=468364058381.0300,=39.7443,=0.1145,=48.7047,=45.6186,=41.8467
2011-04-08,=6623.7600,,=1049484096398.4000,=842675595732,=467887445099.0300,=39.9569,=0.1171,=48.7142,=45.6263,=41.8467
2011-04-07,=6556.8130,,=1040340429594.7000,=835049316579,=463467756072.0200,=39.6023,=0.1103,=48.7142,=45.6339,=41.8468
2011-04-06,=6531.7690,,=1038465245717.0996,=833784501128,=462077688030.0499,=39.5309,=0.1059,=48.7142,=45.6420,=41.8473
2011-04-01,=6598.4530,,=1051423512427.6002,=844831766702,=467275295064.2300,=40.0242,=0.1179,=48.7142,=45.6501,=41.9218
2011-03-31,=6587.8740,,=1050797302489.9000,=843523790348,=466809192176.1100,=40.0003,=0.1135,=48.7142,=45.6769,=41.9306
2011-03-30,=6567.7660,,=1046737621699.3000,=840668576256,=465379783131.8000,=40.0184,=0.1137,=48.7472,=45.7038,=41.9306
2011-03-29,=6588.6540,,=1051942104945.4000,=843602514259,=456329994271.4899,=40.8004,=0.1473,=48.7472,=45.7088,=42.0184
2011-03-28,=6678.9810,,=1064472714397.3000,=853755254663,=462408103872.1799,=41.2907,=0.1667,=48.7472,=45.7138,=42.1080
2011-03-25,=6776.1980,,=1081566013581.6000,=866445542699,=472350531248.4100,=42.3067,=0.2124,=48.7472,=45.7255,=42.1355
2011-03-24,=6773.2380,,=1080373317651,=864784329389,=472186085401.3301,=42.2895,=0.2105,=48.7472,=45.7372,=42.1355
2011-03-23,=6793.0410,,=1083577447125.9000,=868533297426,=473977043141.5600,=42.6975,=0.2278,=48.7835,=45.7588,=42.1080
2011-03-22,=6755.4600,,=1078292102505.6998,=864131343115,=471489004993.1400,=42.4892,=0.2163,=48.7835,=45.7803,=42.1080
2011-03-21,=6789.1500,,=1085755731354.1000,=869324694268,=473918656527.9599,=42.8283,=0.2337,=48.7835,=45.7830,=42.1080
2011-03-18,=6870.5600,,=1100814528034.3003,=880703917828,=480175201131.2101,=44.0432,=0.3140,=48.7835,=45.7858,=42.1080
2011-03-17,=6865.4740,,=1099532534841.2998,=879575673285,=479600491079.6400,=44.0098,=0.3123,=48.7835,=45.7902,=42.1080
2011-03-16,=6881.7430,,=1098205709894.3000,=876667564666,=479756871824.7400,=43.9567,=0.3083,=48.8008,=45.7945,=42.0184
2011-03-15,=6815.1740,,=1088309614032.5000,=867050659544,=474931099907.0700,=43.5606,=0.2725,=48.8008,=45.7951,=42.0184
2011-03-14,=6946.3910,,=1108978122525.8000,=883939346943,=484079308966.2900,=44.3879,=0.3488,=48.8008,=45.7957,=42.0184
2011-03-11,=6863.8070,,=1096963661582.4998,=871149853919,=478090325695.7600,=43.9070,=0.3007,=48.8008,=45.8180,=42.0184
2011-03-10,=6896.6230,,=1103341965171.4998,=877287750055,=480613462266.9700,=44.1623,=0.3260,=48.8008,=45.8404,=42.0184
2011-03-09,=6853.2260,,=1092406748431.6000,=869684355955,=477015193071.1201,=43.8131,=0.2924,=48.8245,=45.8559,=41.9306
2011-03-08,=6841.6710,,=1089021798740,=867790595246,=477335454427.6200,=44.0670,=0.3079,=48.8245,=45.8715,=41.9306
2011-03-07,=6849.1380,,=1089927149170.3000,=869430135271,=477721534141.7502,=44.2158,=0.3259,=48.8245,=45.9377,=41.9306
2011-03-04,=6817.2370,,=1086257844768.9000,=864961417308,=475444445598.4501,=44.1337,=0.3193,=48.8245,=46.0039,=41.9306
2011-03-03,=6778.0050,,=1080603551270.2998,=859654606760,=472765141216.7399,=43.9040,=0.3002,=48.8245,=46.0131,=41.9306
2011-03-02,=6935.7310,,=1102824146289.8999,=877890185031,=483563955792.8500,=44.8068,=0.3856,=48.8383,=46.0223,=41.9218
2011-03-01,=6933.6820,,=1103835499470.7002,=879225543007,=483754813625.0800,=44.9386,=0.4090,=48.8383,=46.0364,=41.9218
2011-02-28,=6886.6550,,=1095908748269.4000,=874039719117,=480555310181.1899,=44.6159,=0.3550,=48.8383,=46.0505,=41.9218
2011-02-25,=6840.8190,,=1092160719914.6000,=865821870205,=477839088828.8901,=44.6391,=0.3559,=48.8383,=46.0580,=41.9218
2011-02-24,=6869.4270,,=1095852315882.3000,=869380678247,=479725654960.2600,=44.7900,=0.3794,=48.8383,=46.0654,=41.9218
2011-02-23,=6852.1110,,=1092965230283.2000,=868183066548,=478739564656.2401,=44.6720,=0.3627,=48.8694,=46.0928,=41.8473
2011-02-22,=6831.6700,,=1092368000456.9000,=868600166143,=477555952121.1299,=44.6476,=0.3611,=48.8694,=46.1202,=41.8473
2011-02-21,=6946.8420,,=1110180065538.1003,=882628815891,=485708867461.8900,=45.3756,=0.4329,=48.8694,=46.1366,=41.8473
2011-02-18,=6833.9900,,=1095943321048.3998,=870584659226,=478303166548.3300,=44.7937,=0.3782,=48.8694,=46.1529,=41.8473
2011-02-17,=6820.3530,,=1090413401496.8000,=866512015765,=476973378670.8901,=44.5677,=0.3588,=48.8694,=46.1604,=41.8473
2011-02-16,=6871.4650,,=1097166409518,=872119815654,=480850315914.0798,=44.8437,=0.3827,=48.8798,=46.1680,=41.8468
2011-02-15,=6856.5370,,=1095781437419.6000,=871393573016,=480127456033.1600,=44.7871,=0.3760,=48.8798,=46.2059,=41.8468
2011-02-14,=6856.4770,,=1098459366265.2000,=873248757612,=480370065004.6900,=44.8965,=0.3846,=48.8798,=46.2439,=41.8468
2011-02-11,=6758.0880,,=1083596620361.3000,=861260169131,=473688901634.8000,=44.2890,=0.3342,=48.8798,=46.2467,=41.8468
2011-02-10,=6745.2640,,=1080517878832.4000,=859068979992,=472690948509.7899,=44.1632,=0.3325,=48.8798,=46.2496,=41.8468
2011-02-09,=6541.9170,,=1046552817130.4000,=831421421608,=457995853654.2701,=42.7750,=0.2455,=48.9619,=46.2643,=41.8467
2011-02-01,=6512.6360,,=1045622840473.1000,=830375733980,=456704010560.1201,=42.7370,=0.2435,=48.9619,=46.2789,=41.8467
2011-01-31,=6494.1870,,=1043772531443.1998,=827394970885,=455233748598.0201,=42.6613,=0.2390,=48.9619,=46.2804,=41.8467
2011-01-28,=6391.7160,,=1028042934265.3000,=814614084548,=448062268880.0900,=42.0184,=0.2135,=48.9619,=46.2818,=41.8467
2011-01-27,=6305.5210,,=1017502752775,=804623281243,=442239263283.2800,=41.5864,=0.1932,=48.9619,=46.3282,=41.8467
2011-01-26,=6213.6690,,=1004563712574.1998,=793607801942,=435942529642.7100,=41.0576,=0.1702,=49.0118,=46.3746,=41.8467
2011-01-25,=6132.1720,,=992073159101.6998,=783873345973,=430466438395.6101,=40.5471,=0.1444,=49.0118,=46.3746,=41.8468
2011-01-24,=6174.2590,,=997826180029.6000,=789542451753,=433367386479.3201,=40.7822,=0.1579,=49.0118,=46.3747,=41.8473
2011-01-21,=6320.7810,,=1022867485439.2002,=809416816930,=443738736524.5900,=41.8468,=0.1953,=49.0118,=46.3934,=41.9218
2011-01-20,=6366.4950,,=1032205711869,=816956952845,=447490896939.0401,=42.2288,=0.2116,=49.0118,=46.4121,=41.9306
2011-01-19,=6575.5410,,=1062707497360.7000,=841408364598,=461808842382.4500,=43.4767,=0.2653,=49.0149,=46.4125,=41.9218
2011-01-18,=6471.6620,,=1047218882086,=829416275633,=454833076002.3901,=42.8431,=0.2340,=49.0149,=46.4130,=41.9218
2011-01-17,=6378.6610,,=1029251662563.8000,=815059279397,=447525509170.7800,=42.1080,=0.2053,=49.0149,=46.4235,=41.9218
2011-01-14,=6629.8400,,=1065529683244.8004,=844279996866,=464574694772.4500,=43.5922,=0.2647,=49.0149,=46.4341,=41.9218
2011-01-13,=6686.2330,,=1070630344660.7000,=848150102204,=467814374043.1299,=43.8008,=0.2788,=49.0149,=46.4490,=41.9218
2011-01-12,=6607.9890,,=1053680890674.3000,=835469397911,=461626171522.9199,=43.1074,=0.2446,=49.1100,=46.4639,=41.8473
2011-01-11,=6606.5440,,=1055133749236.3000,=835174408716,=461583184142.5900,=43.1669,=0.2453,=49.1100,=46.4831,=41.8473
2011-01-10,=6626.7880,,=1058847184647.8002,=837121758431,=462716966056.3600,=43.3188,=0.2541,=49.1100,=46.5023,=41.8473
2011-01-07,=6811.6540,,=1095750642993,=863640589702,=475757603096.7201,=44.8286,=0.3442,=49.1100,=46.5108,=41.8473
2011-01-06,=6836.6730,,=1097071676055.4998,=865730124042,=477486784470,=44.8826,=0.3478,=49.1100,=46.5192,=41.8473
2011-01-05,=6909.0980,,=1106287793617.6001,=873876685340,=482455568307.8399,=45.2596,=0.3760,=49.1105,=46.5285,=41.8467
2011-01-04,=7005.2630,,=1119014174561.3999,=887008966582,=489455314220.9300,=45.7803,=0.4317,=49.1105,=46.5378,=41.8467
2010-12-31,=6953.1320,,=1092431531492.1000,=876016862389,=461976169118.4298,=45.4143,=0.3945,=49.1105,=46.5604,=41.8467
2010-12-30,=6798.0650,,=1067971764810.3000,=858074739375,=451883350601.7698,=44.3975,=0.3187,=49.1105,=46.5831,=41.8467
2010-12-29,=6832.6270,,=1075358909458.1002,=864619336239,=454558580712.2600,=44.7046,=0.3361,=49.1105,=46.5878,=41.8467
2010-12-28,=6732.2490,,=1060094348980.1998,=852292856913,=447945418223.8101,=44.0700,=0.2928,=49.1560,=46.5925,=41.8337
2010-12-27,=6757.1180,,=1060468199310.6000,=853634080498,=449207844875.5599,=44.0856,=0.2936,=49.1560,=46.6059,=41.8337
