日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM等权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2024-04-29,=776.1500,=790.8800,=2532561297439.4600,=1535668371210,=982583050460.9602,=3.3012,=0.0471,=10.6425,=6.0379,=4.3367
2024-04-26,=752.2500,=766.5200,=2466267001940.7295,=1491542630259,=941288831623.3398,=3.1763,=0.0132,=10.6482,=6.0380,=4.3367
2024-04-25,=733.3400,=747.2600,=2407839524438.0400,=1455086092106,=913818395595.5096,=3.1291,=0.0066,=10.6482,=6.0394,=4.3481
2024-04-24,=738.6300,=752.6500,=2423345108479.6709,=1471226989832,=920071222178.8900,=3.1540,=0.0088,=10.6482,=6.0408,=4.3529
2024-04-23,=727.8500,=741.6600,=2392024380881.9990,=1449565991710,=906600843889.5602,=3.1859,=0.0132,=10.6482,=6.0434,=4.3564
2024-04-22,=731.8100,=745.6900,=2405295379642.6904,=1459518571259,=902910927240.9600,=3.2513,=0.0264,=10.6482,=6.0460,=4.3608
2024-04-19,=730.5600,=744.4200,=2402516908782.8301,=1455906341740,=901016291139.3400,=3.2453,=0.0254,=10.6602,=6.0476,=4.3608
2024-04-18,=745.6900,=759.8400,=2443167245723.7500,=1482741762004,=919427457685.3300,=3.2953,=0.0364,=10.6602,=6.0491,=4.3742
2024-04-17,=750.8900,=765.1300,=2454736825329.9097,=1491499851827,=925879025458.0298,=3.3063,=0.0398,=10.6602,=6.0615,=4.3746
2024-04-16,=733.1500,=747.0600,=2398256388573.9805,=1458514556557,=904378451559.4404,=3.1996,=0.0144,=10.6602,=6.0738,=4.3761
2024-04-15,=750.9000,=765.1400,=2452107687214.5303,=1494630070236,=926433958473.0200,=3.2961,=0.0365,=10.6602,=6.0806,=4.3763
2024-04-12,=738.4300,=752.4400,=2412426111298.6011,=1465756021106,=908865808831.4500,=3.2523,=0.0244,=10.6602,=6.0875,=4.3763
2024-04-11,=738.6700,=752.6900,=2417940421050.6396,=1464847620628,=908426185192.1600,=3.2090,=0.0144,=10.6602,=6.0891,=4.3834
2024-04-10,=735.7300,=749.6900,=2415132079418.6396,=1455361739722,=904874257520.5398,=3.2171,=0.0156,=10.6602,=6.0908,=4.3838
2024-04-09,=749.6300,=763.8500,=2457255892396.4600,=1480453464099,=921387098858.3000,=3.2859,=0.0300,=10.6602,=6.0917,=4.3842
2024-04-08,=740.6700,=754.7200,=2427110234005.1602,=1463621881156,=907082012109.3300,=3.1747,=0.0089,=10.6602,=6.0925,=4.3864
2024-04-03,=756.7600,=771.1200,=2481471577094.8301,=1493022297913,=926807632033.3600,=3.2669,=0.0234,=10.6609,=6.0948,=4.3864
2024-04-02,=768.7900,=783.3700,=2516882164226.4805,=1520710016955,=941368297784.0398,=3.2960,=0.0290,=10.6609,=6.0970,=4.3867
2024-04-01,=775.5300,=790.2400,=2539472623264.5498,=1533969170749,=949923582932.4498,=3.2858,=0.0268,=10.6609,=6.0989,=4.3913
2024-03-29,=762.7400,=777.2100,=2501018201281.7500,=1508979585401,=933279021187.2800,=3.1980,=0.0123,=10.6609,=6.1009,=4.3938
2024-03-28,=763.2700,=777.7600,=2496839278989.8496,=1508869966377,=933987958400.8398,=3.1799,=0.0101,=10.6609,=6.1016,=4.3958
2024-03-27,=752.8200,=767.1000,=2460383444765.8301,=1487514391061,=921002888329.8600,=3.1443,=0.0067,=10.6663,=6.1024,=4.3958
2024-03-26,=772.0900,=786.7400,=2519676667200.8301,=1523012704159,=944544852468.5598,=3.2419,=0.0157,=10.6663,=6.1033,=4.4001
2024-03-25,=781.6500,=796.4800,=2545260138453.2905,=1539245844618,=955245283298.6000,=3.2100,=0.0101,=10.6663,=6.1043,=4.4054
2024-03-22,=794.2000,=809.2700,=2586016633216.3599,=1563126930641,=968809299614.4598,=3.2637,=0.0169,=10.6663,=6.1149,=4.4071
2024-03-21,=806.1400,=821.4300,=2632262437896.4600,=1581454058378,=983031332320.1802,=3.3649,=0.0259,=10.6663,=6.1254,=4.4101
2024-03-20,=814.0300,=829.4700,=2661006168128.3501,=1598645244224,=992129150779.5498,=3.4278,=0.0395,=10.6720,=6.1256,=4.4101
2024-03-19,=811.7700,=827.1700,=2654939772684.8496,=1590112644135,=989198779840.4398,=3.4451,=0.0463,=10.6720,=6.1258,=4.4143
2024-03-18,=825.4000,=841.0600,=2693970763194.8501,=1613925422883,=1006113296874.8602,=3.4895,=0.0542,=10.6720,=6.1271,=4.4157
2024-03-15,=808.6700,=824.0200,=2642614244476.4795,=1582467765105,=985841409787.4402,=3.4424,=0.0452,=10.6720,=6.1284,=4.4161
2024-03-14,=804.8600,=820.1200,=2624342350667.6201,=1572045236137,=981187609253.1000,=3.4321,=0.0419,=10.6720,=6.1284,=4.4164
2024-03-13,=814.9300,=830.3900,=2655030363358.5898,=1591161714019,=993579677011.3496,=3.4762,=0.0488,=10.6797,=6.1284,=4.4164
2024-03-12,=817.7500,=833.2600,=2662864241671.6797,=1596829479693,=997161008722.6300,=3.5074,=0.0568,=10.6797,=6.1287,=4.4239
2024-03-11,=818.4400,=833.9700,=2671419879976.0498,=1597727265735,=997623883913.7704,=3.5374,=0.0670,=10.6797,=6.1290,=4.4242
2024-03-08,=803.2000,=818.4400,=2554643324047.2300,=1574584385619,=983395931597.3300,=3.3805,=0.0284,=10.6797,=6.1357,=4.4258
2024-03-07,=794.2400,=809.3100,=2525879147747.9805,=1558197903457,=972544111190.0300,=3.3182,=0.0228,=10.6797,=6.1424,=4.4292
2024-03-06,=811.9000,=827.3000,=2578862457211.3501,=1590961710241,=994131829872.9604,=3.3930,=0.0296,=10.6802,=6.1517,=4.4292
2024-03-05,=817.7700,=833.2900,=2592393807114.4404,=1600738174043,=1001728384671.0398,=3.3441,=0.0240,=10.6802,=6.1610,=4.4337
2024-03-04,=818.5100,=834.0400,=2597042991981.5601,=1598913986501,=1002328688812.5402,=3.3955,=0.0297,=10.6802,=6.1654,=4.4372
2024-03-01,=815.4900,=830.9600,=2591777385217.5195,=1591347044070,=998645734926.6398,=3.4199,=0.0320,=10.6802,=6.1699,=4.4379
2024-02-29,=807.7100,=823.0300,=2568568521288.1797,=1573762967734,=989183327677.8098,=3.3745,=0.0252,=10.6802,=6.1718,=4.4411
2024-02-28,=771.5900,=786.2300,=2454683427870.8203,=1504300642280,=944544031326.0200,=3.2440,=0.0149,=10.6843,=6.1737,=4.4411
2024-02-27,=796.9100,=812.0300,=2530463889956.5103,=1550194025255,=975936359141.0100,=3.3366,=0.0218,=10.6843,=6.1756,=4.4414
2024-02-26,=768.4900,=783.0700,=2443622931455.8604,=1500292516032,=941278714803.1604,=3.2701,=0.0172,=10.6843,=6.1775,=4.4477
2024-02-23,=764.4800,=778.9900,=2428210197799.9199,=1492191037025,=936505075307.4700,=3.2608,=0.0150,=10.6843,=6.1902,=4.4507
2024-02-22,=762.3800,=776.8500,=2423107564121.1899,=1488164159298,=933562714532.6300,=3.2330,=0.0127,=10.6843,=6.2030,=4.4526
2024-02-21,=755.1600,=769.4800,=2401597153494.2896,=1474343654689,=924918557644.1801,=3.2224,=0.0115,=10.6905,=6.2069,=4.4526
2024-02-20,=754.7000,=769.0200,=2397922391814.6904,=1473770562948,=924624291710.5798,=3.1821,=0.0092,=10.6905,=6.2108,=4.4542
2024-02-19,=763.3200,=777.8000,=2424382164826.7603,=1487332944058,=934749161014.9598,=3.2193,=0.0092,=10.6905,=6.2132,=4.4566
2024-02-08,=751.5000,=765.7600,=2391235133218,=1457726293664,=920626051043.8700,=3.2686,=0.0104,=10.6905,=6.2157,=4.4612
2024-02-07,=743.4200,=757.5300,=2362197827725.5791,=1446276199096,=910784173872.0298,=3.1762,=0.0081,=10.6905,=6.2162,=4.4620
2024-02-06,=720.8000,=734.4700,=2305418998929.3301,=1400248352581,=883318334440.2301,=3.0407,=0.0046,=10.6942,=6.2167,=4.4620
2024-02-05,=676.7900,=689.6300,=2163188211038.8201,=1314741356657,=830173994512.7399,=2.8234,=0,=10.6942,=6.2199,=4.4646
2024-02-02,=673.4100,=686.1800,=2154383506330.6597,=1309550384183,=825570482354.8998,=2.8831,=0,=10.6942,=6.2230,=4.4658
2024-02-01,=690.0100,=703.1000,=2203028755749.8105,=1340407174517,=845567528946.4696,=2.9748,=0,=10.6942,=6.2284,=4.4662
2024-01-31,=684.8500,=697.8400,=2194884998511.4399,=1331242376885,=839063699134.2399,=2.9944,=0,=10.6942,=6.2337,=4.4685
2024-01-30,=697.8500,=711.0800,=2230449076281.9800,=1357397528193,=854727130206.7899,=3.0477,=0,=10.6977,=6.2463,=4.4685
2024-01-29,=725.3100,=739.0700,=2317477215341.9297,=1407602467739,=888099215553.5201,=3.1519,=0,=10.6977,=6.2589,=4.4707
2024-01-26,=746.1000,=760.2500,=2381007910190.7598,=1446969328495,=913925641149.0200,=3.2998,=0.0035,=10.6977,=6.2710,=4.4777
2024-01-25,=765.7900,=780.3200,=2437747391297.2705,=1480436569560,=938023840643.9696,=3.3729,=0.0035,=10.6977,=6.2830,=4.4801
2024-01-24,=750.2700,=764.5100,=2380472905591.2412,=1448844903320,=918992958101.0200,=3.2848,=0.0012,=10.6977,=6.2972,=4.4803
2024-01-23,=749.7400,=763.9700,=2372635516471.3003,=1442324161107,=918474195759.7600,=3.2904,=0.0012,=10.7036,=6.3114,=4.4803
2024-01-22,=742.2300,=756.3100,=2344618909055.9897,=1429677330076,=909893935871.3500,=3.2365,=0,=10.7036,=6.3286,=4.4803
2024-01-19,=765.4700,=779.9900,=2418712656254.4697,=1473947656095,=938332238188.1300,=3.3938,=0.0024,=10.7036,=6.3458,=4.4885
2024-01-18,=768.2800,=782.8600,=2428520005643.1997,=1480615059531,=941101342750.9598,=3.4285,=0.0059,=10.7036,=6.3540,=4.4892
2024-01-17,=757.0400,=771.4100,=2394021226823.9292,=1439150142789,=927188630770.8900,=3.3897,=0,=10.7036,=6.3622,=4.4934
2024-01-16,=777.4000,=792.1500,=2458618166693.9209,=1476649399058,=952233550793.5300,=3.4984,=0.0165,=10.7042,=6.3715,=4.4934
2024-01-15,=773.4100,=788.0800,=2446271474254.7397,=1467650807991,=946991690098.7800,=3.4723,=0.0106,=10.7042,=6.3807,=4.4971
2024-01-12,=778.3600,=793.1200,=2457799114774.8096,=1477539456922,=953146098238.8302,=3.5150,=0.0213,=10.7042,=6.3905,=4.5011
2024-01-11,=789.8600,=804.8500,=2493867448708.7705,=1496233325854,=967512971396.5000,=3.5210,=0.0225,=10.7042,=6.4002,=4.5076
2024-01-10,=777.1500,=791.9000,=2458548951897.3696,=1470768830522,=951986196476.7200,=3.4365,=0.0059,=10.7042,=6.4059,=4.5184
2024-01-09,=782.9300,=797.7800,=2478512771715.8003,=1481424477268,=959371679593.1500,=3.4164,=0.0024,=10.7122,=6.4116,=4.5184
2024-01-08,=784.4300,=799.3100,=2487310038815.0400,=1484907778506,=961137747802.1100,=3.3900,=0,=10.7122,=6.4213,=4.5324
2024-01-05,=807.7300,=823.0500,=2557424247907.2402,=1520082913463,=989673095116.5398,=3.4747,=0.0071,=10.7122,=6.4310,=4.5448
2024-01-04,=823.8500,=839.4800,=2610373567792.1699,=1548471638962,=1009330745399.5601,=3.5280,=0.0203,=10.7122,=6.4359,=4.5995
2024-01-03,=829.7700,=845.5100,=2628919308632.3101,=1560415699579,=1016563017968.2900,=3.5860,=0.0239,=10.7122,=6.4408,=4.6210
2024-01-02,=839.8000,=855.7300,=2657005008599.6396,=1582380456209,=1029422306404.9800,=3.6006,=0.0239,=10.7235,=6.4895,=4.6210
2023-12-29,=852,=868.1700,=2687015928375.8101,=1586136373798,=1044498709028.9000,=3.6548,=0.0287,=10.7235,=6.5382,=4.6345
2023-12-28,=850.3900,=866.5200,=2682353063526.3599,=1580668336306,=1042357499363.1700,=3.6703,=0.0299,=10.7235,=6.5453,=4.7297
2023-12-27,=830.0600,=845.8000,=2619531399738.9502,=1541945310337,=1017974357937.2102,=3.4887,=0.0084,=10.7235,=6.5523,=4.7618
2023-12-26,=825.2600,=840.9100,=2609079711778.5498,=1531050121327,=1011307127932.7598,=3.5068,=0.0120,=10.7235,=6.5601,=4.7622
2023-12-25,=837.2200,=853.1100,=2644331688450.6201,=1553144020776,=1026056149937.1500,=3.5338,=0.0180,=10.7261,=6.5678,=4.7622
2023-12-22,=843.3200,=859.3200,=2663866879489.0498,=1558887704494,=1033443850518.3702,=3.5207,=0.0144,=10.7261,=6.6027,=4.8455
2023-12-21,=847.8200,=863.9000,=2674597415149.6797,=1568927304070,=1039466071063.3900,=3.4886,=0.0072,=10.7261,=6.6376,=4.8543
2023-12-20,=835.7100,=851.5700,=2639792386073.1895,=1547563456792,=1025034542295.4900,=3.4058,=0,=10.7261,=6.6420,=4.8908
2023-12-19,=845.8600,=861.9100,=2670149122997.3999,=1565969250798,=1037219331950.5300,=3.4402,=0.0024,=10.7261,=6.6465,=4.8940
2023-12-18,=840.6800,=856.6300,=2653919554889.9102,=1558397298307,=1030840087020.5900,=3.4276,=0,=10.7284,=6.6480,=4.8940
2023-12-15,=847.5100,=863.5900,=2675591701042.1099,=1570624064478,=1038919582717.6002,=3.5009,=0.0048,=10.7284,=6.6494,=4.9280
2023-12-14,=855.9000,=872.1400,=2697845805868.2402,=1585061181139,=1049626418796.2300,=3.5034,=0.0048,=10.7284,=6.7050,=4.9295
2023-12-13,=861.2500,=877.5900,=2720194248223.8203,=1594203848464,=1056311626018.3800,=3.5116,=0.0049,=10.7284,=6.7606,=4.9295
2023-12-12,=869.9700,=886.4700,=2744539288992.5601,=1608980849130,=1066204346443.9598,=3.5735,=0.0097,=10.7284,=6.8427,=4.9300
2023-12-11,=878.5200,=895.1800,=2755931142589.7095,=1623887992968,=1076391675926.0900,=3.6141,=0.0109,=10.7365,=6.9247,=4.9300
2023-12-08,=868.2300,=884.7100,=2708499255838.2998,=1618977454551,=1074279190102.4000,=3.5223,=0.0061,=10.7365,=6.9416,=4.9440
2023-12-07,=847.4800,=863.5500,=2644251253066.3198,=1575296508723,=1045998689619.9399,=3.4601,=0.0012,=10.7365,=6.9584,=4.9739
2023-12-06,=848.7900,=864.8900,=2649547603445.0400,=1576625379430,=1051829749300.2300,=3.4662,=0.0012,=10.7365,=6.9846,=4.9806
2023-12-05,=845.8000,=861.8500,=2634284750406.8203,=1567192945667,=1044508164087.2600,=3.4310,=0,=10.7365,=7.0109,=4.9846
2023-12-04,=861.9200,=878.2700,=2678201706531.3999,=1595383121605,=1061912202453.3096,=3.4931,=0,=10.7387,=7.0120,=4.9846
2023-12-01,=867.5400,=883.9900,=2691661266311.1597,=1600175566605,=1065909225239.2902,=3.5123,=0,=10.7387,=7.0132,=4.9931
2023-11-30,=865.6800,=882.1100,=2685550563820.2305,=1593335262944,=1063633735072.5300,=3.5261,=0,=10.7387,=7.0381,=4.9936
2023-11-29,=862.0400,=878.3900,=2674765630143.2300,=1586149149169,=1056770297542.9498,=3.5528,=0,=10.7387,=7.0630,=5.0018
2023-11-28,=871.9100,=887.4700,=2695709043829.5396,=1599098513830,=1063838465606.9200,=3.6262,=0.0012,=10.7387,=7.0702,=5.0058
2023-11-27,=868.0300,=883.5200,=2678636772698.4502,=1588232762602,=1055500376725.2800,=3.6128,=0,=10.7425,=7.0774,=5.0058
2023-11-24,=864.7700,=880.0600,=2658860126238.8901,=1579550462912,=1046882679294.7502,=3.6702,=0.0012,=10.7425,=7.1139,=5.0132
2023-11-23,=877.7700,=893.2900,=2694151427504.1597,=1595939581433,=1063268256892.8298,=3.7201,=0.0074,=10.7425,=7.1504,=5.0139
2023-11-22,=870.7600,=886.1500,=2671634959817.2695,=1584360875961,=1054833972364.5699,=3.6902,=0.0037,=10.7425,=7.1574,=5.0156
2023-11-21,=884.8900,=900.5400,=2711002270954.1099,=1607033058355,=1069114751383.7998,=3.7642,=0.0124,=10.7425,=7.1643,=5.0210
2023-11-20,=892.6300,=908.4100,=2730954358478.4102,=1620258646681,=1078266423994.3199,=3.7826,=0.0149,=10.7431,=7.1655,=5.0210
2023-11-17,=891.3800,=907.0600,=2717748882782.2300,=1613811368319,=1074342880592.2704,=3.7951,=0.0161,=10.7431,=7.1667,=5.0257
2023-11-16,=887.1100,=902.7200,=2705230515258.2998,=1605292390363,=1068544749783.8704,=3.7817,=0.0137,=10.7431,=7.1781,=5.0261
2023-11-15,=902.1800,=918.0500,=2748966739791.0200,=1630416482265,=1085563143785.6500,=3.8702,=0.0323,=10.7431,=7.1895,=5.0264
2023-11-14,=904.3400,=920.2500,=2756614152257.0405,=1634313819039,=1088988031049.8000,=3.8501,=0.0286,=10.7431,=7.1919,=5.0264
2023-11-13,=896.5500,=912.3300,=2727438443335.8799,=1622289631503,=1077286325743.4004,=3.8322,=0.0224,=10.7520,=7.1944,=5.0264
2023-11-10,=889.7500,=905.4000,=2710687704074.3906,=1609317916517,=1070152424793.2798,=3.8158,=0.0200,=10.7520,=7.2044,=5.0280
2023-11-09,=893.8000,=909.5200,=2733024024807.2598,=1614325551203,=1073986061140.7104,=3.8378,=0.0213,=10.7520,=7.2145,=5.0319
2023-11-08,=899.6300,=915.4500,=2757910057401.3008,=1625454375670,=1084189818968.6600,=3.8105,=0.0175,=10.7520,=7.2469,=5.0336
2023-11-07,=891.4600,=907.1400,=2736823815138.0400,=1613304133121,=1074240557800.2498,=3.7926,=0.0138,=10.7520,=7.2792,=5.0342
2023-11-06,=890.2100,=905.8700,=2731625611112.0708,=1609554470115,=1070153303235.8600,=3.8213,=0.0176,=10.7554,=7.2954,=5.0342
2023-11-03,=875.3700,=890.7700,=2689816910561.0298,=1580522173062,=1052573654724.3198,=3.7253,=0.0063,=10.7554,=7.3117,=5.0350
2023-11-02,=859.9300,=875.0600,=2644141807458.5596,=1551563588111,=1032786393854.6300,=3.6726,=0.0013,=10.7554,=7.3210,=5.0369
2023-11-01,=869.9200,=885.2200,=2674463995644.9604,=1566351093640,=1044696194663.5002,=3.7298,=0.0050,=10.7554,=7.3302,=5.0382
2023-10-31,=874.4100,=889.7900,=2680672405834.5903,=1574900373748,=1048926924215.8503,=3.7718,=0.0088,=10.7554,=7.3396,=5.0387
2023-10-30,=878.1300,=893.5000,=2695374347636.7700,=1581009403360,=1049477193734.1198,=3.8414,=0.0126,=10.7591,=7.3490,=5.0387
2023-10-27,=861.8500,=876.9400,=2646630148335.2500,=1542878173915,=1019361570696.3698,=3.8058,=0.0088,=10.7591,=7.3504,=5.0412
2023-10-26,=849.3100,=864.1700,=2611903958481.7612,=1526386531589,=1003180856891.8236,=3.7138,=0.0038,=10.7591,=7.3518,=5.0438
2023-10-25,=848.6500,=863.5000,=2603870165461.1997,=1521197688581,=1002232148682.2828,=3.6761,=0.0013,=10.7591,=7.3680,=5.0444
2023-10-24,=850.6100,=865.5000,=2603397347640.3804,=1521161900004,=1002227367037.4536,=3.6908,=0.0013,=10.7591,=7.3842,=5.0498
2023-10-23,=840.1400,=854.8500,=2584200207174.3989,=1502136562949,=987794407018.1316,=3.6463,=0,=10.7681,=7.4133,=5.0498
2023-10-20,=861.8100,=876.8900,=2635947966791.7705,=1535965545001,=1010618117478.4156,=3.7406,=0.0013,=10.7681,=7.4424,=5.0512
2023-10-19,=870.1000,=885.3300,=2645307489408.8696,=1551886238306,=1018137281056.3622,=3.7315,=0,=10.7681,=7.4776,=5.0515
2023-10-18,=869.7600,=884.9800,=2634860857844.5200,=1555980968960,=1016178187460.6892,=3.7465,=0,=10.7681,=7.5129,=5.0540
2023-10-17,=882.1900,=897.6300,=2660051698622.7900,=1578598564697,=1027505325363.6956,=3.8092,=0,=10.7681,=7.6245,=5.0560
2023-10-16,=874.0300,=889.3200,=2635181016794.1797,=1562982656576,=1016471222539.3368,=3.8137,=0,=10.7684,=7.7362,=5.0560
2023-10-13,=891.7200,=907.3300,=2692183017759.7202,=1593048879109,=1022907485242.6912,=3.8821,=0.0077,=10.7684,=7.7487,=5.0568
2023-10-12,=899.9800,=915.7100,=2716693240237.8901,=1608950979703,=1033505792220.0286,=3.9426,=0.0179,=10.7684,=7.7612,=5.0570
2023-10-11,=893.4500,=909.0600,=2699917042014.5903,=1597453217111,=1024397831145.5682,=3.8774,=0.0051,=10.7684,=7.7615,=5.0576
2023-10-10,=882.0400,=897.4600,=2655300069381.1299,=1578357192227,=1008956265548.1288,=3.8655,=0.0039,=10.7684,=7.7617,=5.0605
2023-10-09,=887.2100,=902.7200,=2667430009185.6401,=1587479186777,=1013242978844.6128,=3.9101,=0.0090,=10.7725,=7.7805,=5.0605
2023-09-28,=887.8000,=903.3200,=2674176166529.2295,=1578398880459,=1014629358712.0756,=3.9307,=0.0103,=10.7725,=7.7993,=5.0610
2023-09-27,=880.1700,=895.5500,=2654709710359.3096,=1567371486434,=1006742405884.2704,=3.9366,=0.0116,=10.7725,=7.8099,=5.0720
2023-09-26,=876.0500,=891.3600,=2632703259599.6792,=1559647683202,=1000788574470.3502,=3.8816,=0.0039,=10.7725,=7.8205,=5.0736
2023-09-25,=874.5500,=889.7500,=2635654540468.2803,=1552270808789,=999026797384.8298,=3.9021,=0.0065,=10.7725,=7.8481,=5.0739
2023-09-22,=882.8800,=898.2200,=2659422755381.7798,=1567606659816,=1009278724260.4900,=3.9439,=0.0104,=10.7873,=7.8758,=5.0739
2023-09-21,=860.3900,=875.3400,=2588724317553.9800,=1525777569387,=980711125241.0496,=3.8648,=0.0026,=10.7873,=7.8779,=5.0758
2023-09-20,=866.0200,=881.0700,=2600884455064.3301,=1528282297556,=987063381902.9202,=3.8856,=0.0026,=10.7873,=7.8801,=5.0854
2023-09-19,=873.6200,=888.8000,=2620586855235.9907,=1541552460198,=996279570769.2798,=3.8962,=0.0026,=10.7873,=7.8831,=5.0898
2023-09-18,=879.5300,=894.8200,=2640404639752.6211,=1550671921877,=1003300377379.1500,=3.9429,=0.0052,=10.7873,=7.8862,=5.0900
2023-09-15,=887.0100,=902.4300,=2668186084806.6401,=1550992399593,=1012094896766.6904,=3.9308,=0.0039,=10.7890,=7.8987,=5.0900
2023-09-14,=880.8000,=896.1100,=2648994473681.5093,=1543950844672,=1005055875773.9398,=3.9126,=0.0026,=10.7890,=7.9112,=5.0902
2023-09-13,=889.1300,=904.5800,=2672945756021.3999,=1557460476141,=1015646426991.5798,=3.9523,=0.0026,=10.7890,=7.9155,=5.0910
2023-09-12,=901.6200,=917.2900,=2710226108126.3296,=1579156828913,=1029973141666.7798,=4.0115,=0.0079,=10.7890,=7.9198,=5.0976
2023-09-11,=907.5100,=923.2700,=2731054153337.5107,=1590983160055,=1038728395804.9200,=4.0131,=0.0079,=10.7890,=7.9217,=5.0976
2023-09-08,=901.5100,=917.1700,=2671601388828.8296,=1540218313896,=1010077679238.0100,=3.8447,=0,=10.7900,=7.9236,=5.0976
2023-09-07,=899.8300,=915.4600,=2669887001671.0898,=1540513878317,=1009235982483.7500,=3.8457,=0,=10.7900,=7.9290,=5.0982
2023-09-06,=934.6000,=950.8400,=2774173655526.4600,=1590309264911,=1047059678921.9800,=3.9534,=0,=10.7900,=7.9345,=5.0986
2023-09-05,=930.6300,=946.8000,=2761807139575.1196,=1584356077982,=1037061912514.1324,=4.0140,=0.0040,=10.7900,=7.9350,=5.1001
2023-09-04,=942.4300,=958.8000,=2800605619599.4702,=1606433350057,=1051945269490.2468,=4.0487,=0.0079,=10.7900,=7.9356,=5.1026
2023-09-01,=934.7900,=951.0300,=2765159795422.1401,=1592517572203,=1042201544546.6884,=4.0320,=0.0040,=10.7927,=7.9391,=5.1026
2023-08-31,=942.6100,=958.9900,=2785613035084.0200,=1607338851762,=1044860065941.5924,=4.0477,=0.0053,=10.7927,=7.9426,=5.1057
2023-08-30,=939.6500,=955.9800,=2775460511156.2900,=1600178004724,=989430406890.5118,=4.1204,=0.0093,=10.7927,=7.9641,=5.1096
2023-08-29,=916.4600,=932.3800,=2705789547533.9800,=1558123687493,=917508659978.5380,=4.1337,=0.0093,=10.7927,=7.9856,=5.1139
2023-08-28,=880.1900,=895.4900,=2600465070276.2212,=1493128465742,=872920482300.9941,=4.0352,=0.0040,=10.7927,=7.9863,=5.1139
2023-08-25,=870.4000,=885.5200,=2569328084268.4204,=1476334605096,=863174182868.4280,=3.9698,=0.0013,=10.7942,=7.9870,=5.1139
2023-08-24,=885.4800,=900.8600,=2609067846758.8901,=1502617264644,=875022933492.2776,=3.9877,=0.0013,=10.7942,=7.9883,=5.1204
2023-08-23,=879.4600,=894.7400,=2593538938513.1509,=1498358137551,=862132739047.5330,=3.9664,=0,=10.7942,=7.9897,=5.1245
2023-08-22,=901.1300,=916.7900,=2654996386174.5000,=1536815039797,=871555961648.0558,=4.0613,=0,=10.7942,=8.0034,=5.1249
2023-08-21,=892.0900,=907.5900,=2639590020988.3599,=1457523199844,=862831567577.8889,=4.0722,=0,=10.7942,=8.0172,=5.1257
2023-08-18,=904.2500,=919.9600,=2674922607341.9902,=1475480187302,=872630183729.3210,=4.1345,=0.0013,=10.7949,=8.0194,=5.1257
2023-08-17,=910.3800,=926.2000,=2692605968077.9102,=1469904959508,=878817897908.8522,=4.1415,=0.0027,=10.7949,=8.0216,=5.1262
2023-08-16,=901.7900,=917.4600,=2668531734790.4600,=1456632524082,=870487888879.5048,=4.1034,=0,=10.7949,=8.0233,=5.1341
2023-08-15,=917.4500,=933.3900,=2709200185242.7197,=1485837267310,=886259077804.8718,=4.1351,=0,=10.7949,=8.0250,=5.1353
2023-08-14,=930.5000,=946.6600,=2743251510209.0903,=1504017186459,=898237790892.1548,=4.2612,=0.0054,=10.7949,=8.0305,=5.1363
2023-08-11,=938.7700,=955.0600,=2765374938680.1602,=1465805046320,=906138204926.9476,=4.3330,=0.0148,=10.7958,=8.0359,=5.1363
