日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM市值加权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2025-01-20,=968.2700,=993.6200,=3416147289379.3198,=2042810510350,=1305331023583.7305,=4.9399,=0.4033,=9.9257,=5.2329,=4.1312
2025-01-17,=965.9000,=991.1900,=3417534337430.9907,=2037737137833,=1305098332826.3398,=4.9419,=0.4037,=9.9257,=5.2338,=4.1312
2025-01-16,=956.4000,=981.4400,=3362551083047.0107,=2015932034870,=1289229607929.6399,=4.8624,=0.3664,=9.9257,=5.2370,=4.1312
2025-01-15,=977.6600,=1003.2600,=3441883076852.6099,=2054609411674,=1310272710060.2200,=4.9771,=0.4164,=9.9257,=5.2402,=4.1312
2025-01-14,=981.7800,=1007.4800,=3451753195985.3203,=2067254288416,=1316013792626.6897,=4.9914,=0.4241,=9.9523,=5.2419,=4.1299
2025-01-13,=952.1900,=977.1200,=3350209037088.3398,=1995435893940,=1272042784775.8701,=4.8446,=0.3545,=9.9523,=5.2437,=4.1299
2025-01-10,=950.5900,=975.4800,=3331850019945.8188,=1987880752935,=1268003218254.4399,=4.8180,=0.3438,=9.9523,=5.2486,=4.1299
2025-01-09,=961.4400,=986.6100,=3359191523452.3101,=2010684962958,=1283112750410.9399,=4.8575,=0.3635,=9.9523,=5.2534,=4.1299
2025-01-08,=965.1200,=990.3900,=3358795339898.7798,=2018959117613,=1286000063288.8098,=4.8570,=0.3629,=9.9523,=5.2553,=4.1299
2025-01-07,=965.5300,=990.8100,=3368384069850.3506,=2020979740383,=1288213038283.6802,=4.8708,=0.3706,=9.9552,=5.2571,=4.1290
2025-01-06,=938.7100,=963.2800,=3275322451765.1094,=1972033053291,=1256346009927.7200,=4.7363,=0.3062,=9.9552,=5.2572,=4.1290
2025-01-03,=941.8200,=966.4800,=3291911603743.3696,=1978562402489,=1263453409998.1694,=4.7603,=0.3176,=9.9552,=5.2573,=4.1290
2025-01-02,=955.3300,=980.3500,=3345465339777.6201,=2006203419663,=1280327694612.0305,=4.8377,=0.3531,=9.9552,=5.2601,=4.1290
2024-12-31,=988.9300,=1014.8300,=3471570581126.1602,=2073754947450,=1326889772074.7698,=5.0200,=0.4239,=9.9552,=5.2629,=4.1290
2024-12-30,=1020.6300,=1047.3600,=3581442114334.9995,=2136499824390,=1369742859346.9900,=5.1789,=0.4773,=9.9855,=5.2667,=4.1250
2024-12-27,=1018.5800,=1045.2500,=3563009357436.0503,=2128258906473,=1368478711830.2302,=5.1523,=0.4740,=9.9855,=5.2706,=4.1250
2024-12-26,=1027.0200,=1053.9100,=3578389426801.6094,=2142494197562,=1379292751254.8000,=5.1745,=0.4763,=9.9855,=5.2731,=4.1250
2024-12-25,=1017.3600,=1043.9900,=3567571690437.2603,=2124385800821,=1366086417157,=5.1589,=0.4749,=9.9855,=5.2756,=4.1250
2024-12-24,=1014.0200,=1040.5700,=3548138306999.7808,=2127045578015,=1361601535097.1499,=5.1308,=0.4706,=9.9855,=5.2848,=4.1250
2024-12-23,=998.6100,=1024.7500,=3493944553483.9297,=2096715482736,=1341045721184.7700,=5.0524,=0.4450,=9.9856,=5.2941,=4.1240
2024-12-20,=1011.2100,=1037.6900,=3524377770639.0811,=2128566532229,=1355346578303.7495,=5.0964,=0.4603,=9.9856,=5.2968,=4.1240
2024-12-19,=993,=1019,=3434459062984.6099,=2097342750300,=1330485672780.3701,=4.9664,=0.4131,=9.9856,=5.2995,=4.1240
2024-12-18,=981.5127,=1007.2100,=3394712376425.4702,=2077810476771,=1315821764401.2300,=4.9089,=0.3854,=9.9856,=5.3040,=4.1240
2024-12-17,=967.2764,=992.6000,=3353537621912.0898,=2048701210475,=1300115565730.3899,=4.8494,=0.3586,=9.9856,=5.3085,=4.1240
2024-12-16,=975.2684,=1000.8000,=3371830288078.7290,=2062237719949,=1310241513827.5601,=4.8758,=0.3730,=9.9949,=5.3094,=4.1219
2024-12-13,=989.7764,=1015.6900,=3423839344382.9297,=2096743482973,=1331481793043.2000,=4.9510,=0.4024,=9.9949,=5.3102,=4.1219
2024-12-12,=1010.8953,=1037.3600,=3511033250293.3496,=2139260448482,=1360252661419.9895,=5.0771,=0.4535,=9.9949,=5.3107,=4.1219
2024-12-11,=1007.1900,=1033.5600,=3498277765767.1699,=2134120611354,=1358457573827.5701,=5.0587,=0.4455,=9.9949,=5.3112,=4.1219
2024-12-10,=1010.9100,=1037.3800,=3515316516615.0298,=2135445332670,=1364853204422.7500,=5.0833,=0.4544,=9.9949,=5.3176,=4.1219
2024-12-09,=1003.3800,=1029.6500,=3492798732492.2095,=2121537465101,=1355227320413.1802,=5.0507,=0.4426,=9.9983,=5.3240,=4.1201
2024-12-06,=1014.4500,=1041.0100,=3531059629805.0288,=2140776344511,=1369095331405.8601,=5.1061,=0.4581,=9.9983,=5.3244,=4.1201
2024-12-05,=1001.8400,=1028.0800,=3489157197788.2295,=2116111675570,=1350543970487.5403,=5.0455,=0.4387,=9.9983,=5.3248,=4.1201
2024-12-04,=999.3600,=1025.5200,=3484601252248.4004,=2106895921406,=1347643976362.9294,=5.0389,=0.4353,=9.9983,=5.3285,=4.1201
2024-12-03,=1005.2600,=1031.5900,=3503900412394.7012,=2123417399574,=1353917655999.0598,=5.0668,=0.4471,=9.9983,=5.3321,=4.1201
2024-12-02,=1015.7900,=1042.3800,=3539617692672.3999,=2143731926922,=1369324401924.6899,=5.1184,=0.4607,=10.0045,=5.3337,=4.1171
2024-11-29,=1007.3900,=1033.7700,=3511941195411.4600,=2126076785259,=1356602882399.5801,=5.0784,=0.4527,=10.0045,=5.3354,=4.1171
2024-11-28,=983.6800,=1009.4400,=3431433100630.5308,=2073041290358,=1324311755337.1804,=4.9620,=0.4123,=10.0045,=5.3396,=4.1171
2024-11-27,=985.9700,=1011.7900,=3439037996181.4189,=2079431066489,=1328033985773.9800,=4.9730,=0.4156,=10.0045,=5.3437,=4.1171
2024-11-26,=951.5900,=976.5100,=3322405062181.9590,=2010936769682,=1284814823600.5400,=4.8043,=0.3457,=10.0045,=5.3440,=4.1171
2024-11-25,=957.9200,=983,=3344875261906.8198,=2025141325577,=1292407122508.7102,=4.8368,=0.3593,=10.0372,=5.3443,=4.1095
2024-11-22,=969.3500,=994.7300,=3381813082993.6792,=2044773866564,=1307734105856.8799,=4.8903,=0.3796,=10.0372,=5.3570,=4.1095
2024-11-21,=1011.4600,=1037.9500,=3528737313660.8804,=2131011981235,=1363973074777.3501,=5.1027,=0.4524,=10.0372,=5.3697,=4.1095
2024-11-20,=1002.5400,=1028.2800,=3504591461537.1899,=2113787286991,=1355473992435.8398,=5.0678,=0.4471,=10.0372,=5.3735,=4.1095
2024-11-19,=998.0100,=1023.6400,=3492179795978.7603,=2102115709491,=1350584106420.2100,=5.0499,=0.4399,=10.0372,=5.3773,=4.1095
2024-11-18,=968.7100,=993.5900,=3391860261236.8989,=2039762455775,=1311181789755.7800,=4.9048,=0.3868,=10.0390,=5.3879,=4.1095
2024-11-15,=986.8800,=1012.2200,=3457120124181.3203,=2041906310588,=1337472512058.1304,=4.9992,=0.4235,=10.0390,=5.3986,=4.1095
2024-11-14,=1027.3200,=1053.7000,=3583254762810.7305,=2123364334733,=1393773011876.8298,=5.1815,=0.4622,=10.0390,=5.4007,=4.1095
2024-11-13,=1061.3700,=1088.6200,=3695395913928.8198,=2192764237719,=1440023802225.0903,=5.3437,=0.4952,=10.0390,=5.4028,=4.1095
2024-11-12,=1050.5400,=1077.5100,=3672889308876.4609,=2166111445900,=1430103934920.0803,=5.3112,=0.4909,=10.0390,=5.4032,=4.1095
2024-11-11,=1073.8400,=1101.4100,=3763770379442.5898,=2207277323102,=1460784088063.4895,=5.4426,=0.5048,=10.0394,=5.4036,=4.1073
2024-11-08,=1025.6400,=1051.9700,=3610836661485.0400,=2108765517307,=1391290932181.9895,=5.2214,=0.4736,=10.0394,=5.4032,=4.1073
2024-11-07,=1028.4400,=1054.8500,=3624622925745.7798,=2111413737254,=1386775149690.1201,=5.2706,=0.4856,=10.0394,=5.4036,=4.1073
2024-11-06,=998.0900,=1023.7200,=3512697102444.4990,=2050457370921,=1347371526517.2605,=5.1078,=0.4543,=10.0394,=5.4063,=4.1073
2024-11-05,=996.1700,=1021.7500,=3501225310407.8604,=2030753616902,=1347270258972.5100,=5.0911,=0.4528,=10.0394,=5.4090,=4.1073
2024-11-04,=954.6700,=979.1800,=3337085420613.5908,=1949162622153,=1292108173566.4097,=4.8524,=0.3693,=10.0449,=5.4110,=4.1072
2024-11-01,=939.7600,=963.9000,=3284791514004.6211,=1919119493177,=1270723738726.5198,=4.7764,=0.3417,=10.0449,=5.4129,=4.1072
2024-10-31,=969.4500,=994.3400,=3381845489522.1509,=1979063536044,=1308222367121.4800,=4.9175,=0.3942,=10.0449,=5.4208,=4.1072
2024-10-30,=958.8200,=983.4400,=3341790006489.5898,=1960124300094,=1290594509421.8181,=4.7400,=0.3230,=10.0449,=5.4287,=4.1072
2024-10-29,=975.3700,=1000.4200,=3421206304399.6108,=1990686192454,=1311791370287.2798,=4.8357,=0.3621,=10.0449,=5.4346,=4.1072
2024-10-28,=986.5600,=1011.8900,=3461066927239.7603,=2014339951929,=1324566322255.1621,=4.8986,=0.3866,=10.0522,=5.4405,=4.1056
2024-10-25,=991.2200,=1016.6700,=3482325409162.0298,=2021413177961,=1324385793522.9468,=4.9213,=0.3957,=10.0522,=5.4445,=4.1056
2024-10-24,=977.6000,=1002.7000,=3438435767690.1416,=1993844659358,=1305249625128.3147,=4.8581,=0.3718,=10.0522,=5.4484,=4.1056
2024-10-23,=979.1500,=1004.2900,=3445427122924.7988,=2000914201665,=1308435418177.5381,=4.8680,=0.3771,=10.0522,=5.4602,=4.1056
2024-10-22,=985.8300,=1011.1500,=3466408014697.0098,=2010784585441,=1318470018894.2002,=4.8980,=0.3852,=10.0522,=5.4720,=4.1056
2024-10-21,=1000.3700,=1026.0600,=3511056600465.6709,=2041879587931,=1334868147173.1938,=4.9610,=0.4090,=10.0624,=5.4735,=4.1054
2024-10-18,=978.6600,=1003.7600,=3413515352953.0596,=2001747428497,=1305058881808.3186,=4.8232,=0.3616,=10.0624,=5.4750,=4.1054
2024-10-17,=879.1000,=901.6500,=3063223964659.8496,=1812107399551,=1175415351537.9280,=4.3283,=0.2663,=10.0624,=5.4810,=4.1054
2024-10-16,=875.6900,=898.1500,=3052070990047.5811,=1806463190496,=1173094059882.7051,=4.3125,=0.2646,=10.0624,=5.4869,=4.1054
2024-10-15,=898.8300,=921.8400,=3123718840296.4600,=1856158054083,=1202758140639.3999,=4.4203,=0.2688,=10.0624,=5.4935,=4.1054
2024-10-14,=925.9600,=949.6600,=3218666661756.0601,=1910695863278,=1238408156380.4341,=4.5546,=0.2769,=10.0687,=5.5001,=4.1047
2024-10-11,=898.9000,=921.9100,=3112052729435.2700,=1859071039125,=1204151618514.1648,=4.4038,=0.2684,=10.0687,=5.5035,=4.1047
2024-10-10,=954.1700,=978.5900,=3299033516913.8901,=1969460987519,=1278218653599.2036,=4.6683,=0.3029,=10.0687,=5.5069,=4.1047
2024-10-09,=997.8500,=1023.3600,=3441040074042.0103,=2044236632162,=1335349665940.3594,=4.8693,=0.3739,=10.0687,=5.5090,=4.1047
2024-10-08,=1023.9700,=1050.1400,=3503558001102.5591,=2130779388458,=1375665637023.5188,=4.9578,=0.4028,=10.0687,=5.5111,=4.1047
2024-09-30,=872.3700,=894.6600,=2991040647355.1602,=1822793246691,=1172024587990.8181,=4.2325,=0.2517,=10.0799,=5.5199,=4.1034
2024-09-27,=740.0200,=758.9300,=2541033483710.4902,=1550170257265,=996133532409.5389,=3.5957,=0.1220,=10.0799,=5.5287,=4.1034
2024-09-26,=693.1500,=710.8700,=2383010033854.3701,=1454440883708,=933007058864.1448,=3.3721,=0.0394,=10.0799,=5.5370,=4.1047
2024-09-25,=667.3400,=684.3900,=2299693154202.9307,=1401639966777,=897900009141.4441,=3.2542,=0.0178,=10.0799,=5.5452,=4.1054
2024-09-24,=667.0500,=684.1000,=2293059718467.5195,=1399881943890,=897901491726.8966,=3.2448,=0.0158,=10.0799,=5.5472,=4.1056
2024-09-23,=643.0400,=659.4800,=2213250974141.1611,=1349721838151,=865036929619.0514,=3.1319,=0,=10.0927,=5.5493,=4.1056
2024-09-20,=648.3600,=664.9300,=2231069200680.3999,=1353896509601,=873082977227.5282,=3.1571,=0.0040,=10.0927,=5.5513,=4.1072
2024-09-19,=651.4700,=668.1200,=2238581708975.6904,=1356674917471,=876646105379.0291,=3.1677,=0.0050,=10.0927,=5.5533,=4.1073
2024-09-18,=647.4100,=663.9600,=2220242184887.3696,=1347417493308,=870999144728.3350,=3.1418,=0.0010,=10.0927,=5.5540,=4.1095
2024-09-13,=655.0500,=671.7900,=2200046115296.6401,=1325773183847,=860311626827.2604,=3.1402,=0,=10.0927,=5.5548,=4.1095
2024-09-12,=658.8500,=675.6900,=2211646552856.5996,=1333947702534,=866343863469.5737,=3.1568,=0.0010,=10.0943,=5.5600,=4.1095
2024-09-11,=664.3300,=681.3100,=2227511875208.3296,=1344945300972,=873413369651.7100,=3.1794,=0.0020,=10.0943,=5.5652,=4.1171
2024-09-10,=660.0100,=676.8800,=2218268671442.1499,=1333019738559,=867692825552.1914,=3.1662,=0.0010,=10.0943,=5.5659,=4.1201
2024-09-09,=654.9400,=671.6800,=2205687094674.3999,=1322706875217,=861457875313.0389,=3.1483,=0,=10.0943,=5.5665,=4.1219
2024-09-06,=662.3400,=679.2700,=2230069706242.9800,=1339510414871,=871390507830.7501,=3.1831,=0,=10.0943,=5.5674,=4.1240
2024-09-05,=671.2600,=688.4200,=2260135450110.6899,=1357722849588,=884639664026.5475,=3.2260,=0.0010,=10.1171,=5.5683,=4.1240
2024-09-04,=672.2800,=689.4700,=2261721571666.4404,=1357230940451,=882591412696.9054,=3.2283,=0.0020,=10.1171,=5.5791,=4.1250
2024-09-03,=674.9600,=692.2100,=2272022154271.0098,=1360161621023,=886073303282.1910,=3.2430,=0.0030,=10.1171,=5.5900,=4.1290
2024-09-02,=670.0100,=687.1400,=2262294795221.6299,=1348974757601,=877955822520.7323,=3.2291,=0.0020,=10.1171,=5.5903,=4.1299
2024-08-30,=694.1600,=711.9100,=2337365408860.9800,=1391171195151,=894166910341.5052,=3.2885,=0.0060,=10.1171,=5.5906,=4.1312
2024-08-29,=679.5900,=696.9600,=2291863399429.7202,=1364591475251,=872355097351.4342,=3.2463,=0.0020,=10.1242,=5.5954,=4.1312
2024-08-28,=671.2200,=688.3800,=2267706907485.5000,=1346635946735,=861061860045.8174,=3.2121,=0,=10.1242,=5.6002,=4.1324
2024-08-27,=674.3500,=691.5800,=2274659824424.4600,=1355255644917,=863393197679.4193,=3.2278,=0,=10.1242,=5.6005,=4.1328
2024-08-26,=682.5000,=699.9400,=2304736434099.8896,=1373325438783,=869463294976.2631,=3.2591,=0,=10.1242,=5.6008,=4.1361
2024-08-23,=685.7600,=703.2900,=2319274844901.1211,=1379339439953,=872511294026.1754,=3.2771,=0.0010,=10.1242,=5.6013,=4.1367
2024-08-22,=685.5300,=703.0500,=2314902974201.7705,=1376310868397,=862645489923.6429,=3.2703,=0,=10.1276,=5.6017,=4.1367
2024-08-21,=691.6400,=709.3100,=2335626224934.4604,=1388330524669,=870507816769.2836,=3.2996,=0.0020,=10.1276,=5.6048,=4.1383
2024-08-20,=693.5200,=711.2500,=2344517994347.4102,=1391800255377,=874374483362.1426,=3.3125,=0.0020,=10.1276,=5.6079,=4.1391
2024-08-19,=703.3200,=721.3000,=2376979882329.5796,=1409305684279,=885654380984.3993,=3.3604,=0.0091,=10.1276,=5.6112,=4.1408
2024-08-16,=705.2200,=723.2500,=2381562324138.3906,=1407452738536,=888976380291.1506,=3.3678,=0.0101,=10.1276,=5.6146,=4.1431
2024-08-15,=707.5500,=725.6400,=2388528869691.4204,=1411398218679,=891623526361.8881,=3.3807,=0.0182,=10.1429,=5.6153,=4.1431
2024-08-14,=700.9300,=718.8500,=2363689539637.5098,=1399796191126,=883764700170.4221,=3.3505,=0.0071,=10.1429,=5.6161,=4.1454
2024-08-13,=710.7500,=728.9100,=2392113860007.2202,=1420380199015,=890906188078.0381,=3.3922,=0.0213,=10.1429,=5.6166,=4.1482
2024-08-12,=707.3300,=725.4100,=2381235583539.0801,=1413671356821,=886340372060.6567,=3.3767,=0.0122,=10.1429,=5.6171,=4.1485
2024-08-09,=705.5500,=723.5800,=2375057985938.0498,=1411183955942,=883426189505.5083,=3.3687,=0.0092,=10.1429,=5.6183,=4.1487
2024-08-08,=708.9200,=727.0400,=2382260686022.4399,=1418419473309,=889284989627.4656,=3.3787,=0.0122,=10.1449,=5.6195,=4.1487
2024-08-07,=707.5900,=725.1200,=2379447381910.3296,=1416151978218,=887616741936.9927,=3.3771,=0.0112,=10.1449,=5.6202,=4.1511
2024-08-06,=713.8600,=731.5500,=2395198340079.2603,=1427261187250,=895029419478.6240,=3.3994,=0.0214,=10.1449,=5.6210,=4.1555
2024-08-05,=704.3000,=721.7500,=2365806046552.5698,=1408381973268,=882790333587.9281,=3.3577,=0.0072,=10.1449,=5.6239,=4.1559
2024-08-02,=725.6600,=743.6400,=2429056731747.1094,=1440186516843,=908982572075.8566,=3.4475,=0.0327,=10.1449,=5.6269,=4.1576
2024-08-01,=738.8700,=757.1800,=2467425868910.0801,=1465270024082,=924703577105.7660,=3.5019,=0.0573,=10.1473,=5.6275,=4.1576
2024-07-31,=743.3700,=761.7900,=2478772033813.0098,=1476999975602,=930187793601.5616,=3.5180,=0.0625,=10.1473,=5.6282,=4.1579
2024-07-30,=710.0100,=727.5600,=2374645828450.0298,=1410447281144,=889302893986.6179,=3.3703,=0.0092,=10.1473,=5.6285,=4.1617
2024-07-29,=707.6000,=724.8300,=2369068745202.9102,=1409071076335,=885783486538.0834,=3.3623,=0.0072,=10.1473,=5.6288,=4.1633
2024-07-26,=719.8700,=737.4100,=2415438823505.0303,=1430372091036,=901218380671.5298,=3.4282,=0.0277,=10.1473,=5.6289,=4.1634
2024-07-25,=713.8800,=730.9400,=2393230467249.9097,=1420190091467,=892747422859.8162,=3.3966,=0.0165,=10.1526,=5.6291,=4.1634
2024-07-24,=713.3200,=730.3200,=2386635810664.2300,=1417479556506,=891945017124.7086,=3.3873,=0.0124,=10.1526,=5.6297,=4.1707
2024-07-23,=721.1100,=738.2500,=2411162314559.3696,=1433210657717,=903052831244.1158,=3.4221,=0.0237,=10.1526,=5.6303,=4.1716
2024-07-22,=752,=769.8700,=2506747147024.4800,=1492692152436,=941229468181.2000,=3.5577,=0.0681,=10.1526,=5.6303,=4.1727
2024-07-19,=749.4700,=767.2800,=2499332593780.6792,=1488779983925,=937405920861.5120,=3.5472,=0.0651,=10.1526,=5.6303,=4.1749
2024-07-18,=735.4100,=752.8500,=2445960797842.8198,=1459538088976,=920152774229.8252,=3.4715,=0.0383,=10.1575,=5.6309,=4.1749
2024-07-17,=729,=746.2200,=2421335005947.7900,=1445787535229,=912284219085.6416,=3.4365,=0.0259,=10.1575,=5.6315,=4.1781
2024-07-16,=732.0600,=749.3600,=2436325778671.5498,=1449146408881,=915871185890.2122,=3.4578,=0.0321,=10.1575,=5.6337,=4.1781
2024-07-15,=715.8600,=732.7700,=2392240366923.8203,=1417084139911,=898694875173.2561,=3.3952,=0.0145,=10.1575,=5.6359,=4.1907
2024-07-12,=718.3700,=735.3400,=2402784026286.7002,=1427021027000,=902636664880.2948,=3.4102,=0.0197,=10.1575,=5.6363,=4.1907
2024-07-11,=718.0400,=735,=2405086740921.7305,=1430307766169,=901903973353.5586,=3.4135,=0.0198,=10.1868,=5.6366,=4.1907
2024-07-10,=710.3700,=727.1500,=2381417223841.0796,=1413034434854,=891160481174.0129,=3.3799,=0.0094,=10.1868,=5.6379,=4.1919
2024-07-09,=709.8900,=726.6600,=2382298877733.8901,=1411361635245,=890698293238.2158,=3.3811,=0.0094,=10.1868,=5.6392,=4.1920
2024-07-08,=692.4900,=708.8500,=2324638669249.5000,=1378277154479,=870076650084.6586,=3.2993,=0.0010,=10.1868,=5.6409,=4.1955
2024-07-05,=698.8500,=715.3600,=2349515923559.3706,=1391761764694,=878100172074.7296,=3.3346,=0.0021,=10.1868,=5.6425,=4.1993
2024-07-04,=690.3800,=706.6800,=2320572412289.3589,=1375931579036,=866876639602.3251,=3.2935,=0,=10.1928,=5.6430,=4.1993
2024-07-03,=701.7800,=718.3600,=2356800864683.9204,=1399717918820,=881324998125.5536,=3.3449,=0.0021,=10.1928,=5.6435,=4.2013
2024-07-02,=699.1200,=715.6400,=2350639360482.6504,=1397587764865,=877645457556.6338,=3.3362,=0.0010,=10.1928,=5.6439,=4.2024
2024-07-01,=709.6000,=726.3200,=2381405673666.9497,=1419155426688,=890498871422.4338,=3.3799,=0.0031,=10.1928,=5.6444,=4.2073
2024-06-28,=712.0800,=728.8600,=2384721447991.9009,=1426566252502,=894746075230.4059,=3.3846,=0.0031,=10.1928,=5.6488,=4.2140
2024-06-27,=715.3600,=732.0600,=2387326608439.2104,=1435218391071,=899123087425.6619,=3.3883,=0.0032,=10.1940,=5.6532,=4.2140
2024-06-26,=729.6400,=746.6800,=2434806276583.8301,=1464171619450,=917074315683.5840,=3.4556,=0.0158,=10.1940,=5.6564,=4.2290
2024-06-25,=717.7500,=734.5100,=2396229207646.5601,=1439920387863,=901976364144.9480,=3.4009,=0.0053,=10.1940,=5.6596,=4.2330
2024-06-24,=739.1400,=756.4000,=2465244353398.4692,=1478813805080,=928411234449.9940,=3.4988,=0.0327,=10.1940,=5.6599,=4.2411
2024-06-21,=758.3700,=776.0800,=2533429379761.0908,=1515272008959,=952309703782.4060,=3.5956,=0.0591,=10.1940,=5.6602,=4.2431
2024-06-20,=755.1500,=772.6800,=2525844234765.7402,=1509033815381,=947916358875.9358,=3.5849,=0.0570,=10.2043,=5.6643,=4.2431
2024-06-19,=751.6900,=768.6100,=2514240479821.2988,=1503711710804,=943301753762.0680,=3.5684,=0.0529,=10.2043,=5.6685,=4.2449
2024-06-18,=756.9000,=773.7700,=2535594313634.0498,=1516593278163,=950170144924.4780,=3.5987,=0.0455,=10.2043,=5.6698,=4.2579
2024-06-17,=757.1100,=773.8500,=2535807227530.1504,=1517591234851,=949962970610.7180,=3.5990,=0.0583,=10.2043,=5.6711,=4.2625
2024-06-14,=754.2600,=770.8600,=2487107403080.5205,=1502965298041,=945928162252.7760,=3.5034,=0.0329,=10.2043,=5.6715,=4.2675
2024-06-13,=758.9800,=775.6600,=2509342200616.9399,=1512105311383,=953831456312.7976,=3.5347,=0.0393,=10.2069,=5.6719,=4.2675
2024-06-12,=754.9300,=771.5000,=2495651574877.7300,=1503302705043,=949055941017.2482,=3.5154,=0.0361,=10.2069,=5.6757,=4.2711
2024-06-11,=755.8300,=772.3500,=2502028057490.9897,=1502986666130,=950015669165.2180,=3.5244,=0.0372,=10.2069,=5.6794,=4.2715
2024-06-07,=737.9300,=754.0300,=2449595458925.7104,=1462801322510,=928432183993.4778,=3.4505,=0.0138,=10.2069,=5.6837,=4.2906
2024-06-06,=743.2300,=758.3200,=2463271441194.4502,=1475140285075,=935832504277.9301,=3.4698,=0.0192,=10.2069,=5.6879,=4.2913
2024-06-05,=752.0400,=766.8800,=2488902278064.9702,=1492745423023,=946357088995.8719,=3.5059,=0.0320,=10.2086,=5.6882,=4.2913
2024-06-04,=753.6400,=768.5100,=2488695276638.6699,=1496887058218,=948024144079.8680,=3.5056,=0.0310,=10.2086,=5.6885,=4.2965
2024-06-03,=750.4300,=765.2300,=2473260511359.4897,=1489260688783,=943328223772.8524,=3.4839,=0.0225,=10.2086,=5.6892,=4.2986
2024-05-31,=743.2300,=757.8900,=2453545103471.4497,=1474473500079,=933784337269.2760,=3.4561,=0.0139,=10.2086,=5.6899,=4.3105
2024-05-30,=742.7000,=757.2500,=2447733418240.3999,=1473337645691,=932956647983.2098,=3.4479,=0.0118,=10.2086,=5.6913,=4.3225
2024-05-29,=734.3300,=748.4100,=2416061258652.7100,=1460496471175,=922412493261.5104,=3.4033,=0.0054,=10.2135,=5.6927,=4.3225
2024-05-28,=734.8500,=748.9400,=2417485396582.5801,=1461133049893,=922484211281.9280,=3.4053,=0.0054,=10.2135,=5.6934,=4.3283
2024-05-27,=738.6500,=752.8100,=2431579412826.9907,=1468391761218,=927176974891.0880,=3.4251,=0.0075,=10.2135,=5.6940,=4.3516
2024-05-24,=727.2100,=741.1500,=2392548868757.4404,=1450673367581,=913848375158.6340,=3.3702,=0.0022,=10.2135,=5.6960,=4.4331
2024-05-23,=742.4000,=756.6100,=2436667196700.5200,=1482129086793,=931739315706.7679,=3.4323,=0.0065,=10.2135,=5.6980,=4.4670
2024-05-22,=754.9700,=769.4100,=2479976593219.4404,=1506721451916,=947349784353.2502,=3.4933,=0.0173,=10.2328,=5.7000,=4.4670
2024-05-21,=748.2400,=762.5500,=2455495935844.1396,=1495955897191,=938235243752.0800,=3.4588,=0.0086,=10.2328,=5.7020,=4.5008
2024-05-20,=753.5400,=767.9600,=2474751329420.2705,=1504512423605,=944256123209.1158,=3.4860,=0.0141,=10.2328,=5.7036,=4.5083
2024-05-17,=754.4200,=768.8500,=2480509182630,=1507107738009,=946319486070.4102,=3.4941,=0.0162,=10.2328,=5.7052,=4.5211
2024-05-16,=746.4700,=760.6300,=2454646743811.5898,=1492203958753,=937616866427.4700,=3.4576,=0.0076,=10.2328,=5.7057,=4.5298
2024-05-15,=749.4700,=763.6900,=2465051705840.3701,=1501975929604,=942525131835.6100,=3.4723,=0.0098,=10.2357,=5.7062,=4.5298
2024-05-14,=760.3000,=774.7300,=2499078549690.6196,=1523354912175,=956597545377.5698,=3.5202,=0.0174,=10.2357,=5.7071,=4.5520
2024-05-13,=763.6900,=778.1800,=2510068865890.4297,=1531439491845,=961104203723.0900,=3.5357,=0.0185,=10.2357,=5.7079,=4.5522
2024-05-10,=767.1700,=781.7300,=2523356259068.4502,=1537155567866,=965779991654.6200,=3.5544,=0.0229,=10.2357,=5.7106,=4.5600
2024-05-09,=778.8700,=793.6500,=2557872123557.1504,=1557779842233,=979351877906.3496,=3.6152,=0.0338,=10.2357,=5.7132,=4.5600
2024-05-08,=761.6600,=776.1100,=2501379478775.2891,=1524149370562,=959383986004.3101,=3.5353,=0.0174,=10.2384,=5.7164,=4.5600
2024-05-07,=769.7900,=784.4000,=2523253880113.3301,=1538365452021,=969814241623.7000,=3.5663,=0.0229,=10.2384,=5.7197,=4.5618
2024-05-06,=777.6600,=792.4200,=2544189821373.7500,=1555510103570,=979150563123.7100,=3.5959,=0.0295,=10.2384,=5.7197,=4.5621
2024-04-30,=767.4600,=782.0200,=2501767556898.3799,=1519732937848,=964413387094.8800,=3.5359,=0.0175,=10.2384,=5.7197,=4.5626
2024-04-29,=776.1500,=790.8800,=2532561297439.4600,=1535668371210,=982583050460.9602,=3.5679,=0.0230,=10.2384,=5.7213,=4.5777
2024-04-26,=752.2500,=766.5200,=2466267001940.7295,=1491542630259,=941288831623.3398,=3.4659,=0.0088,=10.2424,=5.7230,=4.5777
2024-04-25,=733.3400,=747.2600,=2407839524438.0400,=1455086092106,=913818395595.5096,=3.3982,=0.0033,=10.2424,=5.7300,=4.5892
2024-04-24,=738.6300,=752.6500,=2423345108479.6709,=1471226989832,=920071222178.8900,=3.4600,=0.0066,=10.2424,=5.7370,=4.5936
2024-04-23,=727.8500,=741.6600,=2392024380881.9990,=1449565991710,=906600843889.5602,=3.4167,=0.0044,=10.2424,=5.7384,=4.5963
