日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM市值加权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2022-01-11,=1294.4000,=1304.6300,=2600570929871.6602,=1093838949500,=848623546349.5500,=8.0095,=0,=11.8168,=10.2690,=8.6852
2022-01-10,=1318.2700,=1328.6800,=2643073822344.2397,=1114660718132,=864552939235.4902,=8.1404,=0.0028,=11.8212,=10.2723,=8.6852
2022-01-07,=1305.4900,=1315.8100,=2623205951841.0103,=1105266445303,=855322671003.0400,=8.0792,=0,=11.8212,=10.2756,=8.7504
2022-01-06,=1320.9300,=1331.3700,=2649992731821.2700,=1119519879598,=865201112054.4601,=8.1617,=0.0028,=11.8212,=10.2774,=8.7583
2022-01-05,=1333.3300,=1343.8700,=2674600981617.3403,=1129339416966,=873029433913.6602,=8.2375,=0.0056,=11.8212,=10.2793,=8.7613
2022-01-04,=1364.9900,=1375.7800,=2728932690880.8101,=1155182081880,=892502410774.7504,=8.4049,=0.0538,=11.8212,=10.2834,=8.7621
2021-12-31,=1398.1900,=1409.2400,=2785466865113.7212,=1172273939988,=913870918895.4500,=8.5790,=0.1591,=11.8403,=10.2875,=8.7621
2021-12-30,=1375.5600,=1386.4300,=2746401267813.9502,=1151846917469,=898498191182.5895,=8.4587,=0.0712,=11.8403,=10.2889,=8.8399
2021-12-29,=1356.2100,=1366.9300,=2711278143622.5601,=1127057373770,=886108896689.9800,=8.3505,=0.0343,=11.8403,=10.2903,=8.8745
2021-12-28,=1369.6200,=1380.4400,=2737683950924.5000,=1138506021090,=895174319121.7103,=8.4318,=0.0573,=11.8403,=10.2985,=9.1180
2021-12-27,=1355.6400,=1366.3500,=2710780449736.1504,=1127098157321,=886361763148.5400,=8.3490,=0.0316,=11.8403,=10.3066,=9.1465
2021-12-24,=1358.7300,=1369.4700,=2720234205931.7100,=1126551565000,=887790040627.1101,=8.3781,=0.0375,=11.8424,=10.3074,=9.1465
2021-12-23,=1375.9700,=1386.8400,=2750361707108.9102,=1139571842783,=898779539512.3499,=8.4709,=0.0694,=11.8424,=10.3081,=9.1702
2021-12-22,=1375.0300,=1385.9000,=2755210853070.4204,=1139495219227,=898734189948.6801,=8.4858,=0.0928,=11.8424,=10.3244,=9.2903
2021-12-21,=1374.6500,=1385.5100,=2754845677655.7598,=1138153034547,=898639060113.0201,=8.4847,=0.0901,=11.8424,=10.3407,=9.3075
2021-12-20,=1363.9600,=1374.7300,=2731532650089.5000,=1126593759391,=891210735802.3699,=8.4129,=0.0466,=11.8424,=10.3413,=9.3377
2021-12-17,=1399.0600,=1410.1100,=2796405243296.5000,=1156553725219,=914408979102.4200,=8.6127,=0.1462,=11.8718,=10.3418,=9.3377
2021-12-16,=1425.9300,=1437.2000,=2844674002182.9902,=1179146765292,=931859991797.8600,=8.7613,=0.1701,=11.8718,=10.3421,=9.4107
2021-12-15,=1424.9000,=1436.1600,=2843673704063.9800,=1162110230506,=931077403936.0204,=8.7583,=0.1676,=11.8718,=10.3425,=9.4263
2021-12-14,=1439.4700,=1450.8400,=2870169993066.2397,=1172515463143,=940629447037.3898,=8.8399,=0.1711,=11.8718,=10.3517,=9.4645
2021-12-13,=1445.7100,=1457.1300,=2881434285893,=1176600945337,=945395826070.0900,=8.8745,=0.1716,=11.8718,=10.3609,=9.4833
2021-12-10,=1435.7000,=1447.0500,=2689702308005.9702,=1152334127614,=918305736306.8602,=8.5476,=0.1187,=11.8854,=10.3615,=9.4833
2021-12-09,=1434.5200,=1445.8600,=2673188520146.0996,=1143621277257,=911734149922.1896,=8.4951,=0.0952,=11.8854,=10.3622,=9.5388
2021-12-08,=1415.3700,=1426.5600,=2628021713737.1602,=1127435065034,=899080968250.7802,=8.3516,=0.0328,=11.8854,=10.3667,=9.5545
2021-12-07,=1389.4400,=1400.4200,=2583218897444.0698,=1106445453552,=882376854820.7100,=8.2092,=0.0030,=11.8854,=10.3713,=9.5558
2021-12-06,=1405.7700,=1416.8800,=2602198500305.5503,=1113735845369,=889353392223.7198,=8.2695,=0.0030,=11.8854,=10.3729,=9.5609
2021-12-03,=1444.8300,=1456.2500,=2667847557966.2598,=1132860211724,=911984058365.1300,=8.4781,=0.0633,=11.8890,=10.3744,=9.5609
2021-12-02,=1429.5000,=1440.7400,=2637473033875.5400,=1119187460830,=900801701589.0200,=8.3816,=0.0302,=11.8890,=10.3770,=9.5668
2021-12-01,=1456.4800,=1467.9400,=2687388537597.6997,=1143729797454,=918871825982.3101,=8.5402,=0.0970,=11.8890,=10.3796,=9.5698
2021-11-30,=1475.7100,=1487.3200,=2721062934318.2490,=1161097360291,=931881669954.1200,=8.6472,=0.1337,=11.8890,=10.3925,=9.5703
2021-11-29,=1471.2300,=1482.8000,=2708881140357.1401,=1155676880567,=928954740464.9902,=8.6085,=0.1250,=11.8890,=10.4053,=9.5818
2021-11-26,=1459.9300,=1471.4100,=2698394899291.9097,=1149369272292,=921710263934.5500,=8.5752,=0.1101,=11.8952,=10.4088,=9.5818
2021-11-25,=1468.0700,=1479.6200,=2715712183121.7197,=1155046752261,=926260367960.6500,=8.6302,=0.1227,=11.8952,=10.4123,=9.5907
2021-11-24,=1472.2200,=1483.8000,=2719381995925.5811,=1158059115512,=928854864691.6700,=8.6419,=0.1231,=11.8952,=10.4134,=9.5909
2021-11-23,=1476.2500,=1487.8600,=2728296264829.5811,=1141722696720,=931707249863.2400,=8.6702,=0.1235,=11.8952,=10.4145,=9.5969
2021-11-22,=1479.9900,=1491.6300,=2733004182971.4995,=1145614656975,=935247804099.1396,=8.6852,=0.1269,=11.8952,=10.4158,=9.5989
2021-11-19,=1444.7800,=1456.1500,=2676716290145.2798,=1122371951055,=915315424838.8000,=8.5063,=0.0901,=11.9183,=10.4170,=9.5989
2021-11-18,=1423.9700,=1435.1700,=2637823200029.5698,=1102942241268,=899726451761.2301,=8.3827,=0.0312,=11.9183,=10.4174,=9.6076
2021-11-17,=1436.1600,=1447.4500,=2662383773370.8096,=1110838619382,=906587061115.9702,=8.4608,=0.0469,=11.9183,=10.4179,=9.6295
2021-11-16,=1421.2700,=1432.4500,=2635205479243.1001,=1097278558083,=896393642596.9199,=8.3744,=0.0282,=11.9183,=10.4188,=9.6369
2021-11-15,=1432.6000,=1443.8700,=2659229174560.6899,=1106687863741,=904483407465.1600,=8.4507,=0.0377,=11.9183,=10.4197,=9.6425
2021-11-12,=1440.1600,=1451.4800,=2660949872017.9102,=1110186175146,=907295898186.3400,=8.4562,=0.0379,=11.9325,=10.4215,=9.6425
2021-11-11,=1437.1500,=1448.4500,=2662185044182.1704,=1105598857017,=859892408867.1101,=8.5045,=0.0728,=11.9325,=10.4232,=9.6638
2021-11-10,=1420.4500,=1431.6200,=2639921592666.4497,=1093603291955,=849779557647.6801,=8.4334,=0.0349,=11.9325,=10.4292,=9.6656
2021-11-09,=1420.5100,=1431.6800,=2633973363800.1602,=1094802731843,=850285624626.5699,=8.4144,=0.0318,=11.9325,=10.4352,=9.6938
2021-11-08,=1400.8000,=1411.8100,=2593550553735.5195,=1082065131608,=840307279887.9399,=8.2853,=0.0032,=11.9325,=10.4358,=9.7075
2021-11-05,=1396.7400,=1407.7200,=2604352244317.2900,=1080915537706,=839020148592.5901,=8.3198,=0.0192,=11.9619,=10.4364,=9.7075
2021-11-04,=1410.7400,=1421.8400,=2624172507297.2202,=1090307517171,=846437662680.4500,=8.3831,=0.0225,=11.9619,=10.4365,=9.7123
2021-11-03,=1399.5500,=1410.5600,=2599860478129.1104,=1081114144778,=839003937659.7599,=8.3054,=0.0065,=11.9619,=10.4365,=9.7336
2021-11-02,=1405.6400,=1416.6900,=2602540022360.9600,=1087762152405,=843565326963.3601,=8.3140,=0.0065,=11.9619,=10.4452,=9.7488
2021-11-01,=1404.2100,=1415.2500,=2598602921657.6211,=1085993279073,=843544156608.4901,=8.3014,=0.0032,=11.9619,=10.4538,=9.7524
2021-10-29,=1396.2000,=1407.1800,=2592600171984.9902,=1085679821372,=786489080975.6699,=8.3170,=0.0065,=11.9682,=10.4550,=9.7524
2021-10-28,=1356.3700,=1367.0400,=2519241912873.0498,=1027267789659,=732098608996.8098,=8.1589,=0,=11.9682,=10.4562,=9.7532
2021-10-27,=1361.8200,=1372.5300,=2529188920493.4102,=1029315421138,=732714981137.4601,=8.3141,=0,=11.9682,=10.4590,=9.7634
2021-10-26,=1376.1300,=1386.9500,=2571030626188.9600,=1032685489079,=737887185078.0901,=8.5005,=0.0362,=11.9682,=10.4618,=9.7709
2021-10-25,=1380.3100,=1391.1600,=2577675242181.3198,=1034218638024,=734894383150.7102,=8.5780,=0.0594,=11.9682,=10.4724,=9.7738
2021-10-22,=1368.1400,=1378.9000,=2561628608833.1011,=1023032486683,=726350243609.8402,=8.5273,=0.0364,=11.9719,=10.4829,=9.7738
2021-10-21,=1362.4000,=1373.1200,=2539932550161.0400,=1018587636486,=723719159843.7201,=8.4835,=0.0233,=11.9719,=10.4926,=9.7908
2021-10-20,=1373.5900,=1384.4000,=2568020631192.3398,=1027820965298,=730471752570.5898,=8.5773,=0.0500,=11.9719,=10.5023,=9.7937
2021-10-19,=1366.7900,=1377.5400,=2558927902757.4097,=1021365740146,=724645931203.1301,=8.5605,=0.0401,=11.9719,=10.5228,=9.8033
2021-10-18,=1352.5700,=1363.2100,=2534588363931.2700,=1010091165009,=717469279242.1903,=8.4791,=0.0134,=11.9719,=10.5433,=9.8162
2021-10-15,=1363.1600,=1373.8800,=2553454924880.1396,=1012600198520,=720864285253.3597,=8.5422,=0.0337,=11.9765,=10.5438,=9.8162
2021-10-14,=1347.2700,=1357.8600,=2530933245559.3799,=1004415316232,=713206452179.4598,=8.4669,=0.0034,=11.9765,=10.5444,=9.8240
2021-10-13,=1344.7600,=1355.3400,=2531462879984.3901,=1000309068071,=711296199193.8301,=8.4686,=0.0034,=11.9765,=10.5484,=9.8280
2021-10-12,=1319.3900,=1329.7700,=2489597718758.9302,=979519465860,=694867499091.1801,=8.3286,=0,=11.9765,=10.5525,=9.8318
2021-10-11,=1349.7700,=1360.3900,=2534984883506.0596,=1000070161205,=709293133549.6599,=8.4804,=0.0034,=11.9765,=10.5649,=9.8354
2021-10-08,=1364.4600,=1375.1900,=2560405268887.1802,=1009056039133,=717203440175.1998,=8.5655,=0.0205,=11.9854,=10.5773,=9.8354
2021-09-30,=1368.7200,=1379.4800,=2563167234462.4902,=1013039202417,=720408185155.0302,=8.5747,=0.0206,=11.9854,=10.5779,=9.8383
2021-09-29,=1345.7700,=1356.3500,=2533371570540.2500,=996699279726,=707863851422.1099,=8.4750,=0,=11.9854,=10.5786,=9.8421
2021-09-28,=1354.1000,=1364.7500,=2537913174757.0796,=999984330657,=711301517489.6700,=8.4902,=0.0104,=11.9854,=10.5807,=9.8433
2021-09-27,=1368.6900,=1379.4500,=2566920937609.0503,=1013295390280,=720621201111.5701,=8.5873,=0.0174,=11.9854,=10.5828,=9.8439
2021-09-24,=1375,=1385.8100,=2566548613775.5298,=1016590610354,=725410575709.5900,=8.5860,=0.0139,=11.9854,=10.5853,=9.8439
2021-09-23,=1363.7900,=1374.5100,=2552261731776.9502,=1006725739671,=718139370755.8499,=8.5382,=0.0105,=11.9854,=10.5877,=9.8520
2021-09-22,=1355.2800,=1365.9400,=2535594914187.8501,=999307663623,=712666300390.9100,=8.4825,=0,=11.9854,=10.5899,=9.8697
2021-09-17,=1349.6800,=1360.3000,=2537333215314.8701,=984626705435,=709081251364.2002,=8.4883,=0.0035,=11.9854,=10.5921,=9.8711
2021-09-16,=1351.4300,=1362.0500,=2536165626613.7905,=985942588549,=710269322558.3900,=8.4844,=0,=11.9854,=10.6008,=9.8860
2021-09-15,=1384.5200,=1395.4100,=2594963333550.5801,=1011818613996,=729034373805.4200,=8.6811,=0,=11.9922,=10.6095,=9.8860
2021-09-14,=1396.6700,=1407.6500,=2619176657625.8701,=1020712437290,=734095922666.3900,=8.7621,=0.0036,=11.9922,=10.6097,=9.8944
2021-09-13,=1384.4300,=1395.3200,=2615686461935.7197,=1015869954394,=727819484475.2299,=8.7504,=0,=11.9922,=10.6099,=9.8983
2021-09-10,=1426.8100,=1438.0300,=2547200094499.4902,=1054734744317,=733286370920.9100,=9.8280,=0.1541,=11.9922,=10.6281,=9.9024
2021-09-09,=1402.1900,=1413.2200,=2505116380713.3804,=1039263791388,=721204037946.1299,=9.6656,=0.0971,=11.9922,=10.6463,=9.9065
2021-09-08,=1412.7200,=1423.8300,=2530468807668.3999,=1049344548840,=726535892065.9701,=9.7634,=0.1227,=11.9984,=10.6500,=9.9065
2021-09-07,=1438.5700,=1449.8800,=2566481199580.3398,=1068720577907,=742206263095.3101,=9.9024,=0.1920,=11.9984,=10.6536,=9.9090
2021-09-06,=1439,=1450.3100,=2568192703120.0601,=1068038600605,=741918690827.8400,=9.9090,=0.1964,=11.9984,=10.6558,=9.9193
2021-09-03,=1400.8900,=1411.9100,=2512418493049.7300,=1045353465654,=723527001033.6101,=9.6938,=0.0985,=11.9984,=10.6580,=9.9205
2021-09-02,=1399.4800,=1410.4900,=2497679051900.9199,=1042346968637,=723513293322.2198,=9.6369,=0.0879,=11.9984,=10.6618,=9.9257
2021-09-01,=1424.6600,=1435.8700,=2532410765512.4604,=1054114214228,=734110117815.0502,=9.7709,=0.1176,=11.9994,=10.6656,=9.9257
2021-08-31,=1441.1700,=1452.5100,=2551319465519.1699,=1066797672965,=743824223208.9500,=9.8439,=0.1587,=11.9994,=10.6691,=9.9523
2021-08-30,=1471.4500,=1483.0300,=2614019144530.3101,=1093191148343,=748279908818.5798,=10.1276,=0.2667,=11.9994,=10.6725,=9.9552
2021-08-27,=1480.3100,=1491.9600,=2617386679840.3901,=1074801241202,=741676041849.1300,=10.3418,=0.3643,=11.9994,=10.6825,=9.9552
2021-08-26,=1497.3400,=1509.1100,=2645527127716.3403,=1084421618526,=746617930496.3899,=10.4618,=0.4328,=11.9994,=10.6924,=9.9552
2021-08-25,=1542.7800,=1554.9100,=2715647300189.3203,=1115942574571,=765074554404.2501,=10.8377,=0.5543,=12.0099,=10.6965,=9.9523
2021-08-24,=1578.0300,=1590.3900,=2754601739377.0801,=1137683818954,=754798180397.8800,=11.6209,=0.6729,=12.0099,=10.6924,=9.9523
2021-08-23,=1564.1100,=1576.3600,=2735504257518.5298,=1130020543575,=748221595296.1599,=11.5402,=0.6415,=12.0099,=10.6825,=9.9523
2021-08-20,=1529.0900,=1541.0600,=2672885589946.5801,=1100411169812,=730981990544.3602,=11.2761,=0.6023,=12.0099,=10.6725,=9.9523
2021-08-19,=1546.1100,=1558.2200,=2710315661718.0703,=1115729527661,=739581577379.9698,=11.4340,=0.6312,=12.0099,=10.6691,=9.9523
2021-08-18,=1507.9900,=1519.8000,=2653030130031.1699,=1090134779304,=721033054563.0499,=11.2335,=0.5992,=12.0158,=10.6656,=9.9257
2021-08-17,=1509.2500,=1521.0700,=2649298953158.7002,=1077297101771,=713793485540.8101,=11.2587,=0.6015,=12.0158,=10.6618,=9.9257
2021-08-16,=1547.9300,=1560.0600,=2728166464071.6401,=1106439688816,=729788865124.4298,=11.6201,=0.6654,=12.0158,=10.6580,=9.9257
2021-08-13,=1552.7800,=1564.9400,=2730121704931.8101,=1110490365864,=731955692972.0901,=11.6284,=0.6680,=12.0158,=10.6558,=9.9257
2021-08-12,=1586.5000,=1598.9300,=2815617596272.1812,=1114152089393,=747090263231.3600,=11.9994,=0.7907,=12.0158,=10.6536,=9.9257
2021-08-11,=1578.7900,=1591.1600,=2803911548536.8398,=1094119076671,=743245612205.5898,=11.9619,=0.7626,=12.0277,=10.6500,=9.9205
2021-08-10,=1588.1900,=1600.6300,=2834299703391.4600,=1100206379470,=747012318242.2100,=12.0916,=0.8164,=12.0277,=10.6463,=9.9205
2021-08-09,=1574.4400,=1586.7700,=2816546300769.9897,=1087914083838,=740460181183.3000,=12.0158,=0.8000,=12.0158,=10.6281,=9.9205
2021-08-06,=1586.6700,=1599.1000,=2855416785125.7500,=1093402091913,=744204510940.7202,=12.1971,=0.8543,=12.0099,=10.6099,=9.9205
2021-08-05,=1604.8100,=1617.3800,=2890492279231.5303,=1104268033146,=752551297799.6802,=12.3498,=0.9051,=11.9984,=10.6097,=9.9205
2021-08-04,=1605.8900,=1618.4700,=2869022749651.3389,=1098939509263,=752973587115.6998,=12.2580,=0.8810,=11.9984,=10.6095,=9.9193
2021-08-03,=1564.1900,=1576.4400,=2806367122505.7798,=1069040076298,=733238412359.7898,=11.9984,=0.8048,=11.9922,=10.6008,=9.9193
2021-08-02,=1599.4700,=1612,=2870966970983.5596,=1095933827495,=750209795553.8900,=12.2746,=0.8840,=11.9854,=10.5921,=9.9193
2021-07-30,=1591.2200,=1603.6800,=2854061882360.8101,=1087042214675,=744838439580.8800,=12.2123,=0.8675,=11.9854,=10.5899,=9.9193
2021-07-29,=1588.4700,=1600.9100,=2830261966638.8101,=1084054044159,=740599684048.8701,=12.1206,=0.8508,=11.9765,=10.5877,=9.9193
2021-07-28,=1518.7000,=1530.5600,=2705484876793.1401,=1035043826639,=708072457839.9700,=11.5862,=0.6923,=11.9765,=10.5853,=9.9065
2021-07-27,=1545.2900,=1557.3500,=2759330320077.6304,=1059052959862,=720842664677.3099,=11.8168,=0.7520,=11.9765,=10.5828,=9.9065
2021-07-26,=1556.9800,=1569.0600,=2740821525675.7202,=1062949016468,=726639041777.6798,=11.7375,=0.7184,=11.9765,=10.5807,=9.9065
2021-07-23,=1563.4900,=1575.6200,=2742985591204.3799,=1064790478105,=729813572940.4200,=11.7468,=0.7254,=11.9765,=10.5786,=9.9065
2021-07-22,=1582.1300,=1594.4100,=2783036825118.1201,=1076473155359,=738183275565.4600,=11.9183,=0.7819,=11.9765,=10.5779,=9.9065
2021-07-21,=1565.6400,=1577.7900,=2757294844344.5298,=1025569932128,=730331992763.5400,=11.8081,=0.7438,=11.9854,=10.5773,=9.8983
2021-07-20,=1522.6300,=1534.4400,=2690074549104.7798,=998626643322,=710250136628.1299,=11.5202,=0.6846,=11.9854,=10.5649,=9.8983
2021-07-19,=1514.1800,=1525.9300,=2683012541293.2603,=969108002887,=706247498431.0598,=11.4900,=0.6833,=11.9854,=10.5525,=9.8983
2021-07-16,=1525.2300,=1537.0700,=2717225147133.5811,=955275790329,=711422774243.7999,=11.6365,=0.7113,=11.9854,=10.5484,=9.8983
2021-07-15,=1560.7000,=1572.7500,=2775343764969.6602,=931456909772,=727692753119.3898,=11.8854,=0.7689,=11.9854,=10.5444,=9.8983
2021-07-14,=1556.7200,=1567.6700,=2786346529895.8101,=901911449159,=725539137335.4698,=11.9325,=0.7806,=11.9854,=10.5438,=9.8944
2021-07-13,=1590.9800,=1602.1700,=2826974544036.9204,=921872466666,=741890742087.9202,=12.1065,=0.8347,=11.9854,=10.5433,=9.8944
2021-07-12,=1601.6100,=1612.7600,=2857029354824.9302,=926406705806,=746681277056.2599,=12.2352,=0.8681,=11.9854,=10.5228,=9.8944
2021-07-09,=1583.7100,=1594.7400,=2838462281390.3398,=918983535905,=738497382929.9799,=12.1557,=0.8504,=11.9765,=10.5023,=9.8944
2021-07-08,=1610.7700,=1621.9900,=2877428129668.0898,=936918474215,=751580414669.7401,=12.3226,=0.8884,=11.9719,=10.4926,=9.8944
2021-07-07,=1570.0300,=1580.9600,=2827256911407.7012,=913436985091,=732195931661.1201,=12.1077,=0.8491,=11.9719,=10.4829,=9.8860
2021-07-06,=1532.7900,=1543.4700,=2764825943025.5200,=890915308707,=715082215087.0399,=11.8403,=0.7792,=11.9682,=10.4696,=9.8860
2021-07-05,=1575.8900,=1586.8700,=2844596933335.1699,=914130773469,=734699113194.2400,=12.1820,=0.8565,=11.9682,=10.4562,=9.8860
2021-07-02,=1538.1600,=1548.8700,=2777647202407.4302,=895556968996,=717470365652.6000,=11.8952,=0.7991,=11.8952,=10.4550,=9.8860
2021-07-01,=1579.8000,=1590.8100,=2867994890534.5498,=920818010254,=737410846510.6200,=12.2822,=0.8816,=11.8890,=10.4538,=9.8860
2021-06-30,=1588.2200,=1599.2800,=2889133208428.3799,=916416558998,=741109836962.8300,=12.2380,=0.8767,=11.8890,=10.4452,=9.8711
2021-06-29,=1562.0800,=1572.9600,=2826313906790.4600,=902289182040,=729124760078.2200,=11.9719,=0.8142,=11.8718,=10.4365,=9.8711
2021-06-28,=1562.9800,=1573.6800,=2829507459775.3604,=902531764992,=729598285692.0898,=11.9854,=0.8267,=11.8424,=10.4365,=9.8711
2021-06-25,=1534.8500,=1545.3600,=2790733471151.2803,=885920602256,=716723433510.3298,=11.8212,=0.7991,=11.8212,=10.4364,=9.8711
2021-06-24,=1504.8100,=1514.8400,=2728630494874.4902,=867444080970,=702515516876.2799,=11.5581,=0.7399,=11.8146,=10.4358,=9.8711
2021-06-23,=1534.3000,=1544.5200,=2774698885128.9307,=882516206843,=715842187737.4601,=11.7533,=0.7838,=11.8424,=10.4352,=9.8697
2021-06-22,=1523.3600,=1533.5100,=2728771229204.0400,=880372646267,=711983285688.6300,=11.5587,=0.7466,=11.8424,=10.4292,=9.8697
2021-06-21,=1528.1300,=1538.0900,=2739690560936.9097,=883283642369,=713961424439.0601,=11.6050,=0.7591,=11.8424,=10.4232,=9.8697
2021-06-18,=1494.7000,=1504.4400,=2690438978990.2104,=859034270878,=697734042718.5802,=11.3964,=0.7397,=11.8424,=10.4215,=9.8697
2021-06-17,=1473.5100,=1483.0700,=2663037186226.2803,=847724276292,=688122136626.1901,=11.2803,=0.7202,=11.8424,=10.4197,=9.8697
2021-06-16,=1406.4700,=1415.3800,=2540744595253.5400,=810333753601,=656905171731.3699,=10.7623,=0.6498,=11.8718,=10.4188,=9.8520
2021-06-15,=1448.2000,=1457.3800,=2598248613902.3999,=834478262227,=676980219292.9700,=11.0058,=0.7037,=11.8718,=10.4179,=9.8520
2021-06-11,=1436.2800,=1445.3800,=2285456972448.3398,=812136661826,=653511307054.5300,=10.1473,=0.3442,=11.8718,=10.4174,=9.8520
2021-06-10,=1450.4000,=1459.0600,=2300362726365.8901,=816138819120,=658372197701.7898,=10.2793,=0.4252,=11.8718,=10.4179,=9.8520
2021-06-09,=1427.3200,=1435.8000,=2264059097335.4502,=786477670749,=648926114462.1399,=10.1171,=0.3286,=11.8718,=10.4188,=9.8520
2021-06-08,=1419.0800,=1427.4800,=2246584846332.1904,=778370487602,=643674742204.5200,=10.0390,=0.2877,=11.8890,=10.4197,=9.8433
2021-06-07,=1433.5700,=1442.0400,=2265637551767.0703,=782992966284,=647863248445.8801,=10.1242,=0.3270,=11.8890,=10.4215,=9.8433
2021-06-04,=1431.5200,=1439.9700,=2258943598597.7002,=780903956874,=646240165893.7200,=10.0943,=0.3238,=11.8890,=10.4232,=9.8433
2021-06-03,=1414.5300,=1422.8100,=2246173286149.5303,=774681300176,=640257051466.9303,=10.0372,=0.2871,=11.8890,=10.4292,=9.8433
2021-06-02,=1426.8500,=1435.1900,=2269840183924.3105,=781838825855,=646089298708.7800,=10.1429,=0.3221,=11.8890,=10.4352,=9.8433
2021-06-01,=1460.5400,=1469.0800,=2332559364386.8398,=801086121149,=661597881325.6801,=10.4232,=0.4928,=11.9682,=10.4358,=9.8421
2021-05-31,=1442.6700,=1450.9600,=2298040158170.4497,=790641857859,=653613529351.8099,=10.2690,=0.4029,=11.9682,=10.4364,=9.8421
2021-05-28,=1386.0400,=1394,=2214219011597.5303,=757271288270,=626169229222.9700,=9.8944,=0.2293,=11.9682,=10.4365,=9.8421
2021-05-27,=1397.7700,=1405.7500,=2247894813257.4204,=767045499084,=632510949986.6200,=10.0449,=0.2941,=11.9682,=10.4365,=9.8421
2021-05-26,=1364.0400,=1371.7600,=2191687455814.7000,=749703910455,=618418996976.5399,=9.7937,=0.1675,=11.9682,=10.4452,=9.8421
2021-05-25,=1370.1200,=1377.8200,=2202520040898.2305,=754456758925,=622186604882.6799,=9.8421,=0.1980,=11.9765,=10.4538,=9.8421
2021-05-24,=1330.8700,=1338.3500,=2141583337270.8501,=731352727388,=603971089362.4998,=9.5698,=0.0746,=11.9765,=10.4550,=9.8433
2021-05-21,=1315.2100,=1322.6000,=2118021958153.4800,=723971134590,=597812717552.5100,=9.4645,=0.0400,=11.9765,=10.4562,=9.8520
2021-05-20,=1329.7900,=1337.2700,=2141692849260.0200,=730659015892,=603729001376.1299,=9.5703,=0.0704,=11.9765,=10.4696,=9.8697
2021-05-19,=1326.1400,=1333.3000,=2138446749259.4905,=727878269274,=601597458631.2400,=9.5558,=0.0556,=11.9765,=10.4829,=9.8711
2021-05-18,=1321.6400,=1328.7700,=2134633519208.6001,=725756010941,=599353978089.4600,=9.5388,=0.0457,=11.9854,=10.4926,=9.8711
2021-05-17,=1328.9200,=1336.0900,=2146290257591.3303,=730651533194,=602964860310.1902,=9.5909,=0.0714,=11.9854,=10.5023,=9.8860
2021-05-14,=1300.5400,=1307.5500,=2105973715999.2300,=713841569511,=589288014997.5300,=9.4107,=0.0308,=11.9854,=10.5228,=9.8983
2021-05-13,=1275.4800,=1282.3600,=2074589304832.8799,=699160293488,=573845147095.3700,=9.3075,=0.0206,=11.9854,=10.5433,=9.9065
2021-05-12,=1270.9100,=1277.7700,=2070760560081.1201,=698880814724,=573372939534.8000,=9.2903,=0.0155,=11.9854,=10.5438,=9.9193
2021-05-11,=1258.1100,=1264.9000,=2038699060282.9500,=690791727520,=567007203896.2300,=9.1465,=0.0052,=11.9922,=10.5444,=9.9193
2021-05-10,=1254.4900,=1261.2500,=2032359182991.9199,=688563785493,=565559285604.1801,=9.1180,=0,=11.9922,=10.5484,=9.9205
2021-05-07,=1263.9000,=1270.7100,=2043982415799.8401,=694944178079,=570313831415.2899,=9.1702,=0,=11.9922,=10.5525,=9.9257
2021-05-06,=1310.1300,=1317.1900,=2113770367003.2900,=722570852516,=592259011634.3600,=9.4833,=0.0106,=11.9922,=10.5649,=9.9523
2021-04-30,=1322.2400,=1329.2800,=2139535284430.9504,=732262578682,=598751878061.4000,=9.5989,=0.0426,=11.9922,=10.5773,=9.9552
2021-04-29,=1324.0500,=1331,=2130554430352.0701,=726244045118,=579400714195.8000,=9.7336,=0.0749,=12.0099,=10.5779,=9.9552
2021-04-28,=1324.2400,=1331.1800,=2133759607507.3401,=725702867437,=572899797897.4700,=9.9523,=0.1882,=12.0099,=10.5786,=9.9855
2021-04-27,=1311.9100,=1318.8000,=2116251853455.1001,=717997680952,=562946106112.8201,=10.1575,=0.2649,=12.0099,=10.5807,=9.9856
2021-04-26,=1314.9100,=1321.8100,=2114999263994.2300,=718272897613,=550038250429.8101,=10.4123,=0.4076,=12.0099,=10.5828,=9.9856
2021-04-23,=1311.8300,=1318.6900,=2111875643248.7000,=716861984527,=538827869456.5399,=10.4538,=0.4481,=12.0099,=10.5853,=9.9856
2021-04-22,=1305.1800,=1312.0100,=2105867882845.8401,=713540806299,=536201830214.1001,=10.4352,=0.4341,=12.0277,=10.5877,=9.9855
2021-04-21,=1286.8600,=1293.5900,=2075902903901.8804,=701832412348,=529807795207.3400,=10.2903,=0.3536,=12.0277,=10.5899,=9.9855
2021-04-20,=1290.5000,=1297.2500,=2084287142463.3401,=703605138173,=530516628298.9100,=10.3425,=0.3722,=12.0277,=10.5921,=9.9855
2021-04-19,=1299.0100,=1305.8000,=2098004467255.0601,=693144777017,=523168213814.4601,=10.4365,=0.4358,=12.0277,=10.6008,=9.9855
2021-04-16,=1274.7000,=1281.3000,=2057964969913.4800,=679547327859,=512665648059.9299,=10.2384,=0.3258,=12.0277,=10.6095,=9.9855
2021-04-15,=1264.1600,=1270.7000,=2050759916546.1499,=673286015499,=505665143143.4299,=10.2756,=0.3446,=12.0339,=10.6097,=9.9552
