日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM平均值,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2022-05-27,=993.7000,=1002.6200,=2111226377193.1790,=871823166635,=756126887648.4611,=51.9952,=0.0359,=93.4036,=84.5979,=73.4878
2022-05-26,=1004.2600,=1013.1800,=2128776281461.5701,=883580927158,=765077458114.0754,=52.2287,=0.0404,=93.4036,=84.6126,=73.5527
2022-05-25,=1006.5200,=1015.1000,=2134729106963.4905,=885274792308,=766366056161.3400,=52.5397,=0.0428,=93.4036,=84.6274,=74.2327
2022-05-24,=996.6500,=1005.1400,=2110547500642.4399,=875610011516,=758416167922.0599,=52.1265,=0.0384,=93.4036,=84.6316,=74.3425
2022-05-23,=1046.1500,=1054.7500,=2212788203211.2100,=918354785145,=795333431264.6296,=54.5731,=0.0566,=93.4340,=84.6359,=74.3425
2022-05-20,=1045.3800,=1053.9800,=2207566753253.1597,=917330469873,=794425122708.1101,=53.8921,=0.0499,=93.4340,=84.6587,=74.3750
2022-05-19,=1036.3400,=1044.8700,=2178197381643.8301,=908798345104,=786740615188.8900,=52.7968,=0.0432,=93.4340,=84.6815,=74.4055
2022-05-18,=1014,=1022.3400,=2130658466067.1399,=888744241130,=769877116232,=52.0912,=0.0364,=93.4340,=84.7128,=74.5352
2022-05-17,=1010.3700,=1018.6800,=2123346448658.6499,=881291684173,=765022823977.7799,=51.7141,=0.0342,=93.4340,=84.7441,=74.6295
2022-05-16,=996.5100,=1004.7100,=2096226887553.7400,=867931409585,=753626903982.4099,=50.8262,=0.0229,=93.4930,=84.8051,=74.6295
2022-05-13,=1010.8000,=1019.0500,=2123554547461.3999,=880780504489,=763909552416.6998,=51.1927,=0.0252,=93.4930,=84.8660,=74.9478
2022-05-12,=1013.0600,=1021.3300,=2134432514525.6201,=882766510171,=765812894471.6798,=51.4824,=0.0276,=93.4930,=84.8851,=74.9568
2022-05-11,=1002.4600,=1010.5900,=2108613263980.7903,=873990912503,=758029923462.8201,=51.4731,=0.0253,=93.4930,=84.9041,=75.3952
2022-05-10,=972.1400,=980.0300,=2049763788576.3899,=848019941178,=734945012032.8101,=49.9349,=0.0208,=93.4930,=84.9343,=75.4211
2022-05-09,=946.7200,=954.4100,=1998590777330.2405,=825782429247,=715242203210.6698,=48.3731,=0.0093,=93.5539,=84.9645,=75.4211
2022-05-06,=942.2300,=949.8700,=1994630904158.2410,=823456734968,=713904789097.1501,=48.4738,=0.0116,=93.5539,=84.9689,=75.7060
2022-05-05,=956.1300,=963.7200,=2026179085159.1296,=835077097086,=724141555852.2899,=48.8751,=0.0116,=93.5539,=84.9732,=75.7866
2022-04-29,=947.1500,=954.6400,=2005610912414.4800,=826782385515,=712772870543.6699,=48.4612,=0.0093,=93.5539,=84.9978,=75.7877
2022-04-28,=903.0600,=910.2000,=1915061347147.0500,=787716446192,=667565888324.2802,=47.1486,=0.0047,=93.5539,=85.0223,=75.7961
2022-04-27,=906.4300,=913.6000,=1928450833471.9399,=792347092350,=665996445722.5400,=47.4723,=0.0047,=93.6222,=85.0944,=75.7961
2022-04-26,=868.0700,=874.9300,=1856104383503.0496,=759072923509,=638214769012.8000,=45.3276,=0,=93.6222,=85.1666,=75.8759
2022-04-25,=884.3000,=891.3000,=1886655977841.9199,=772792441719,=637214537243.1001,=46.0529,=0,=93.6222,=85.2423,=75.9730
2022-04-22,=942.0700,=949.5200,=2004301201763.0896,=821737719168,=669288854407.2002,=49.8253,=0,=93.6222,=85.3180,=76.1454
2022-04-21,=957.7200,=965.2900,=2027576668345.8701,=835852589626,=679727572719.7500,=51.1676,=0,=93.6222,=85.3879,=76.2204
2022-04-20,=973.5100,=981.2100,=2063517125662.3799,=848206564732,=690489324300.6500,=52.4166,=0,=93.7890,=85.4579,=76.2204
2022-04-19,=989.9300,=997.7600,=2090934812372.5000,=861509562785,=702039205152.9398,=53.9340,=0.0071,=93.7890,=85.4644,=76.2395
2022-04-18,=1004.6100,=1012.5500,=2118443920313.2896,=875126347626,=712002849881.7001,=54.3949,=0.0071,=93.7890,=85.4709,=76.3634
2022-04-15,=973.3600,=981.0500,=2061930809611.5703,=846999755993,=686714511612.6400,=52.9486,=0.0024,=93.7890,=85.5724,=76.6290
2022-04-14,=975.5700,=983.2800,=2066571168783.6699,=849541675536,=682431253618.7201,=53.5466,=0.0024,=93.7890,=85.6740,=76.6781
2022-04-13,=964.8300,=972.4600,=2036606331691.7800,=837953072904,=673775012855.0699,=52.7493,=0,=93.8077,=85.7078,=76.6781
2022-04-12,=994.4400,=1002.3000,=2092858476504.8904,=863096927209,=694158825399.2499,=54.6227,=0,=93.8077,=85.7416,=76.7331
2022-04-11,=988.7600,=996.5700,=2073280271150.0200,=856554848339,=677040140449.4802,=54.9885,=0,=93.8077,=85.7637,=76.8823
2022-04-08,=1027.2400,=1035.3600,=2159613807345.8303,=888359638158,=703678382865.1299,=57.3374,=0,=93.8077,=85.7858,=76.8892
2022-04-07,=1036.0700,=1044.2600,=2179317736523.5107,=895685985507,=705581590849.2899,=58.1580,=0,=93.8077,=85.7971,=76.9670
2022-04-06,=1058.4900,=1066.8600,=2222650915600.6304,=915592772574,=719160225722.3400,=59.6595,=0.0024,=93.8601,=85.8084,=76.9670
2022-04-01,=1089.1900,=1097.8000,=2275531995175.2603,=941332403931,=740432002378.2598,=61.6010,=0.0049,=93.8601,=85.8093,=77.1862
2022-03-31,=1091.0600,=1099.6800,=2279640710545.8203,=938405321263,=741903500756.2198,=61.7132,=0.0049,=93.8601,=85.8102,=77.3367
2022-03-30,=1112.5200,=1121.3100,=2319335954524.6895,=953536715796,=745911429714.5601,=63.0989,=0.0196,=93.8601,=85.8217,=77.4405
2022-03-29,=1079.9300,=1088.4700,=2259891568753.6304,=927448908558,=723602021496.4802,=61.8840,=0.0074,=93.8601,=85.8331,=77.8203
2022-03-28,=1090.7300,=1099.3500,=2282309553278.4004,=930312387612,=730615131915.1602,=62.2532,=0.0074,=93.8625,=85.8417,=77.8203
2022-03-25,=1106.8600,=1115.6100,=2311585080377.0298,=944247168333,=741671834419.5000,=63.9106,=0.0172,=93.8625,=85.8502,=77.8855
2022-03-24,=1134.5700,=1143.5400,=2365059297580.3506,=967468322421,=758114957196.6602,=65.9206,=0.0321,=93.8625,=85.9447,=77.9685
2022-03-23,=1144.0900,=1153.1300,=2385091387017.1304,=975725358190,=763308968822.8501,=65.9947,=0.0347,=93.8625,=86.0391,=77.9974
2022-03-22,=1134.3200,=1143.2800,=2364994025334.4199,=967972811517,=754589040754.3899,=65.2220,=0.0223,=93.8625,=86.0464,=78.0807
2022-03-21,=1152.3300,=1161.4300,=2399012572663.9004,=982859819551,=766609460926.3500,=66.0544,=0.0323,=93.8834,=86.0537,=78.0807
2022-03-18,=1144.3200,=1153.3600,=2380764658521.3003,=975810287719,=761064662619.9497,=65.1881,=0.0200,=93.8834,=86.1730,=78.0922
2022-03-17,=1142.7100,=1151.7400,=2367655282240.3301,=971600305790,=759711455344.2701,=65.3976,=0.0200,=93.8834,=86.2923,=78.0949
2022-03-16,=1125.4800,=1134.3800,=2332998452394.0195,=957545266016,=748429277829.1300,=63.5470,=0.0150,=93.8834,=86.3199,=78.2707
2022-03-15,=1093.4300,=1102.0700,=2185608379961.9399,=931037076832,=724531944857.8599,=58.5868,=0,=93.8834,=86.3475,=78.2712
2022-03-14,=1126.2800,=1135.1800,=2267651815077.2803,=963337877286,=747406582681.4799,=60.1292,=0,=93.9330,=86.3511,=78.2712
2022-03-11,=1161.2100,=1170.3900,=2342219600536.5103,=993255872123,=761196483542.3999,=62.9562,=0.0076,=93.9330,=86.3546,=78.2716
2022-03-10,=1153.3600,=1162.4700,=2329589828455.5000,=985499664686,=756282539195.9000,=62.9066,=0.0051,=93.9330,=86.3889,=78.3902
2022-03-09,=1129.6500,=1138.5700,=2287815990661.0693,=966164642170,=740452543467.4700,=61.8218,=0,=93.9330,=86.4233,=78.6248
2022-03-08,=1137.0700,=1146.0600,=2300663861141.6699,=974357653363,=745140413469.6099,=62.7392,=0,=93.9330,=86.4474,=78.7425
2022-03-07,=1169.9800,=1179.2300,=2357443700424.9102,=1001932213090,=767190664801.9901,=64.4756,=0,=94.1260,=86.4715,=78.7425
2022-03-04,=1203.0900,=1212.6000,=2419069825580.1104,=1029417064221,=788815974713.5800,=66.3184,=0.0077,=94.1260,=86.5402,=78.7956
2022-03-03,=1209.8200,=1219.3800,=2429737601433.9800,=1034807233979,=793136724283.1801,=66.6653,=0.0103,=94.1260,=86.6088,=78.8354
2022-03-02,=1230.2800,=1240,=2458269502666.5400,=1042983402718,=806052394600.4001,=68.3411,=0.0283,=94.1260,=86.7081,=79.0115
2022-03-01,=1239.0200,=1248.8100,=2472238008370.2202,=1049602055595,=811607326421.5303,=69.1573,=0.0335,=94.1260,=86.8075,=79.0379
2022-02-28,=1249.5900,=1259.4600,=2486578707950.4199,=1059050741870,=818649791160.0402,=69.5410,=0.0362,=94.2324,=86.8260,=79.0379
2022-02-25,=1240.8800,=1250.6800,=2471014648474.7798,=1050891569758,=813198189919.9802,=69.1586,=0.0337,=94.2324,=86.8444,=79.0714
2022-02-24,=1214.9900,=1224.5900,=2425481421956.9497,=1027811050878,=796271426876.8000,=67.5639,=0.0182,=94.2324,=86.8624,=79.2740
2022-02-23,=1231.0800,=1240.8100,=2460912461254.3398,=1042301124013,=807048980826.3801,=68.6507,=0.0286,=94.2324,=86.8804,=79.2778
2022-02-22,=1183.9800,=1193.3400,=2372081376969.4697,=1003618038806,=776603179635.5900,=65.7256,=0.0026,=94.2324,=86.8820,=79.2825
2022-02-21,=1193.6000,=1203.0300,=2386777590617.4702,=1009595856001,=782953496329.4102,=66.4898,=0.0052,=94.2571,=86.8836,=79.2825
2022-02-18,=1204.3700,=1213.8900,=2403975644388,=1018313902660,=789980821721.6398,=67.4701,=0.0105,=94.2571,=86.9878,=79.2896
2022-02-17,=1207.8200,=1217.3700,=2410047637529.9897,=1021227811973,=791994963472.7603,=68.0838,=0.0132,=94.2571,=87.0921,=79.3567
2022-02-16,=1197.5600,=1207.0200,=2397391618000.5601,=1013195741433,=785642441961.1600,=67.2830,=0.0079,=94.2571,=87.0990,=79.3987
2022-02-15,=1203.1200,=1212.6300,=2404520277660.0200,=1018159813381,=789401271724.3101,=67.7044,=0.0079,=94.2571,=87.1059,=79.4138
2022-02-14,=1169.4400,=1178.6800,=2348387448632.1997,=991623125654,=767314998806.8300,=65.5055,=0,=94.2601,=87.1254,=79.4138
2022-02-11,=1169.5900,=1178.8300,=2354148923392,=991856064374,=767177406847.3900,=65.9686,=0,=94.2601,=87.1450,=79.5453
2022-02-10,=1188.2000,=1197.5900,=2392114102883.5601,=1007044360594,=778885177400.6599,=67.1733,=0,=94.2601,=87.1768,=79.5906
2022-02-09,=1210.2900,=1219.8500,=2426459528380.6299,=1026218498910,=793523683218.8599,=68.4668,=0.0027,=94.2601,=87.2087,=79.6042
2022-02-08,=1204.0500,=1213.5700,=2409402509740.6201,=1020064706876,=789595479710.4899,=68.0973,=0,=94.2601,=87.2506,=79.7041
