日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM中位数,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2025-02-11,=1024.4100,=1051.2700,=3573352352153.3599,=2220621656250,=1378304286657.7097,=66.8582,=0.5849,=86.1031,=62.9280,=53.8593
2025-02-10,=1036.7700,=1063.9500,=3625104259989.8296,=2247521170972,=1397844659254.4399,=67.0683,=0.5864,=86.1031,=62.9257,=53.8593
2025-02-07,=1018.8000,=1045.5100,=3566193789507.4707,=2209340924145,=1377120060514.5903,=64.9186,=0.5541,=86.1031,=62.8379,=53.8593
2025-02-06,=1011.2200,=1037.7300,=3552696142410.1104,=2189484308439,=1370853515806.5801,=65.2966,=0.5628,=86.1031,=62.7500,=53.8593
2025-02-05,=982.8300,=1008.5900,=3459360993249.7495,=2130992478790,=1329494840068.5002,=62.0519,=0.4804,=86.2409,=62.7161,=53.8511
2025-01-27,=955.0900,=980.1300,=3344191584857.6802,=2071745796152,=1288854242266.7800,=64.8047,=0.5502,=86.2409,=62.7500,=53.8511
2025-01-24,=974.8300,=1000.3900,=3416122295559.9893,=2065626308553,=1313529679143.1599,=63.8215,=0.5279,=86.2409,=62.7161,=53.8511
2025-01-23,=966.1100,=991.4300,=3384011476147.3198,=2043176536089,=1300511204415.7800,=64.2976,=0.5411,=86.2409,=62.6822,=53.8511
2025-01-22,=975.3400,=1000.9100,=3420672438553.8398,=2058787153868,=1312581446700.9399,=63.6933,=0.5261,=86.2409,=62.6368,=53.8511
2025-01-21,=976.3000,=1001.8600,=3433582974831.0396,=2060615420813,=1316005688273.3301,=63.4418,=0.5201,=86.2431,=62.5913,=53.8432
2025-01-20,=968.2700,=993.6200,=3416147289379.3198,=2042810510350,=1305331023583.7305,=64.0677,=0.5344,=86.2431,=62.5856,=53.8432
2025-01-17,=965.9000,=991.1900,=3417534337430.9907,=2037737137833,=1305098332826.3398,=63.8277,=0.5284,=86.2431,=62.5799,=53.8432
2025-01-16,=956.4000,=981.4400,=3362551083047.0107,=2015932034870,=1289229607929.6399,=63.3219,=0.5161,=86.2431,=62.5795,=53.8432
2025-01-15,=977.6600,=1003.2600,=3441883076852.6099,=2054609411674,=1310272710060.2200,=63.0916,=0.5119,=86.2431,=62.5791,=53.8432
2025-01-14,=981.7800,=1007.4800,=3451753195985.3203,=2067254288416,=1316013792626.6897,=63.6469,=0.5253,=86.2751,=62.5558,=53.8421
2025-01-13,=952.1900,=977.1200,=3350209037088.3398,=1995435893940,=1272042784775.8701,=60.4097,=0.4337,=86.2751,=62.5325,=53.8421
2025-01-10,=950.5900,=975.4800,=3331850019945.8188,=1987880752935,=1268003218254.4399,=60.8091,=0.4415,=86.2751,=62.5558,=53.8421
2025-01-09,=961.4400,=986.6100,=3359191523452.3101,=2010684962958,=1283112750410.9399,=61.2972,=0.4576,=86.2751,=62.5791,=53.8421
2025-01-08,=965.1200,=990.3900,=3358795339898.7798,=2018959117613,=1286000063288.8098,=61.9036,=0.4792,=86.2751,=62.5795,=53.8421
2025-01-07,=965.5300,=990.8100,=3368384069850.3506,=2020979740383,=1288213038283.6802,=62.5214,=0.4972,=86.3505,=62.5799,=53.8409
2025-01-06,=938.7100,=963.2800,=3275322451765.1094,=1972033053291,=1256346009927.7200,=61.2077,=0.4542,=86.3505,=62.5856,=53.8409
2025-01-03,=941.8200,=966.4800,=3291911603743.3696,=1978562402489,=1263453409998.1694,=62.4490,=0.4954,=86.3505,=62.5913,=53.8409
2025-01-02,=955.3300,=980.3500,=3345465339777.6201,=2006203419663,=1280327694612.0305,=62.3724,=0.4949,=86.3505,=62.6368,=53.8409
2024-12-31,=988.9300,=1014.8300,=3471570581126.1602,=2073754947450,=1326889772074.7698,=64.7791,=0.5427,=86.3505,=62.6822,=53.8409
2024-12-30,=1020.6300,=1047.3600,=3581442114334.9995,=2136499824390,=1369742859346.9900,=67.5141,=0.5868,=86.4510,=62.6368,=53.7688
2024-12-27,=1018.5800,=1045.2500,=3563009357436.0503,=2128258906473,=1368478711830.2302,=68.2102,=0.5920,=86.4510,=62.5913,=53.7688
2024-12-26,=1027.0200,=1053.9100,=3578389426801.6094,=2142494197562,=1379292751254.8000,=68.2007,=0.5916,=86.4510,=62.5856,=53.7688
2024-12-25,=1017.3600,=1043.9900,=3567571690437.2603,=2124385800821,=1366086417157,=68.3537,=0.5931,=86.4510,=62.5799,=53.7688
2024-12-24,=1014.0200,=1040.5700,=3548138306999.7808,=2127045578015,=1361601535097.1499,=67.8637,=0.5899,=86.4510,=62.5795,=53.7688
2024-12-23,=998.6100,=1024.7500,=3493944553483.9297,=2096715482736,=1341045721184.7700,=67.2941,=0.5840,=86.4679,=62.5791,=53.7523
2024-12-20,=1011.2100,=1037.6900,=3524377770639.0811,=2128566532229,=1355346578303.7495,=69.0807,=0.6004,=86.4679,=62.5558,=53.7523
2024-12-19,=993,=1019,=3434459062984.6099,=2097342750300,=1330485672780.3701,=67.3525,=0.5888,=86.4679,=62.5325,=53.7523
2024-12-18,=981.5127,=1007.2100,=3394712376425.4702,=2077810476771,=1315821764401.2300,=67.1761,=0.5828,=86.4679,=62.5035,=53.7523
2024-12-17,=967.2764,=992.6000,=3353537621912.0898,=2048701210475,=1300115565730.3899,=66.6788,=0.5796,=86.4679,=62.4745,=53.7523
2024-12-16,=975.2684,=1000.8000,=3371830288078.7290,=2062237719949,=1310241513827.5601,=67.2478,=0.5829,=86.4715,=62.4220,=53.6924
2024-12-13,=989.7764,=1015.6900,=3423839344382.9297,=2096743482973,=1331481793043.2000,=68.3982,=0.5919,=86.4715,=62.3695,=53.6924
2024-12-12,=1010.8953,=1037.3600,=3511033250293.3496,=2139260448482,=1360252661419.9895,=69.5467,=0.6047,=86.4715,=62.3378,=53.6924
2024-12-11,=1007.1900,=1033.5600,=3498277765767.1699,=2134120611354,=1358457573827.5701,=69.9792,=0.6081,=86.4715,=62.3061,=53.6924
2024-12-10,=1010.9100,=1037.3800,=3515316516615.0298,=2135445332670,=1364853204422.7500,=69.6232,=0.6058,=86.4715,=62.2928,=53.6924
2024-12-09,=1003.3800,=1029.6500,=3492798732492.2095,=2121537465101,=1355227320413.1802,=69.2718,=0.6026,=86.4757,=62.2795,=53.6207
2024-12-06,=1014.4500,=1041.0100,=3531059629805.0288,=2140776344511,=1369095331405.8601,=70.0128,=0.6079,=86.4757,=62.2661,=53.6207
2024-12-05,=1001.8400,=1028.0800,=3489157197788.2295,=2116111675570,=1350543970487.5403,=68.5016,=0.5962,=86.4757,=62.2528,=53.6207
2024-12-04,=999.3600,=1025.5200,=3484601252248.4004,=2106895921406,=1347643976362.9294,=68.8789,=0.5996,=86.4757,=62.2439,=53.6207
2024-12-03,=1005.2600,=1031.5900,=3503900412394.7012,=2123417399574,=1353917655999.0598,=69.3616,=0.6030,=86.4757,=62.2350,=53.6207
2024-12-02,=1015.7900,=1042.3800,=3539617692672.3999,=2143731926922,=1369324401924.6899,=70.1979,=0.6093,=86.4837,=62.2318,=53.5908
2024-11-29,=1007.3900,=1033.7700,=3511941195411.4600,=2126076785259,=1356602882399.5801,=68.4702,=0.5975,=86.4837,=62.2285,=53.5908
2024-11-28,=983.6800,=1009.4400,=3431433100630.5308,=2073041290358,=1324311755337.1804,=67.3180,=0.5915,=86.4837,=62.2273,=53.5908
2024-11-27,=985.9700,=1011.7900,=3439037996181.4189,=2079431066489,=1328033985773.9800,=68.9697,=0.6006,=86.4837,=62.2261,=53.5908
2024-11-26,=951.5900,=976.5100,=3322405062181.9590,=2010936769682,=1284814823600.5400,=66.5087,=0.5850,=86.4837,=62.2216,=53.5908
2024-11-25,=957.9200,=983,=3344875261906.8198,=2025141325577,=1292407122508.7102,=67.3144,=0.5913,=86.5900,=62.2171,=53.5774
2024-11-22,=969.3500,=994.7300,=3381813082993.6792,=2044773866564,=1307734105856.8799,=67.3369,=0.5918,=86.5900,=62.2056,=53.5774
2024-11-21,=1011.4600,=1037.9500,=3528737313660.8804,=2131011981235,=1363973074777.3501,=70.1446,=0.6067,=86.5900,=62.1940,=53.5774
2024-11-20,=1002.5400,=1028.2800,=3504591461537.1899,=2113787286991,=1355473992435.8398,=71.8022,=0.6168,=86.5900,=62.1925,=53.5774
2024-11-19,=998.0100,=1023.6400,=3492179795978.7603,=2102115709491,=1350584106420.2100,=69.9616,=0.6059,=86.5900,=62.1911,=53.5774
2024-11-18,=968.7100,=993.5900,=3391860261236.8989,=2039762455775,=1311181789755.7800,=68.1705,=0.5969,=86.6134,=62.1453,=53.5076
2024-11-15,=986.8800,=1012.2200,=3457120124181.3203,=2041906310588,=1337472512058.1304,=69.5395,=0.6042,=86.6134,=62.0996,=53.5076
2024-11-14,=1027.3200,=1053.7000,=3583254762810.7305,=2123364334733,=1393773011876.8298,=73.2561,=0.6297,=86.6134,=62.0875,=53.5076
2024-11-13,=1061.3700,=1088.6200,=3695395913928.8198,=2192764237719,=1440023802225.0903,=76.5967,=0.6504,=86.6134,=62.0753,=53.5076
2024-11-12,=1050.5400,=1077.5100,=3672889308876.4609,=2166111445900,=1430103934920.0803,=76.2354,=0.6500,=86.6134,=62.0379,=53.5076
2024-11-11,=1073.8400,=1101.4100,=3763770379442.5898,=2207277323102,=1460784088063.4895,=78.7046,=0.6641,=86.6334,=62.0005,=53.3548
2024-11-08,=1025.6400,=1051.9700,=3610836661485.0400,=2108765517307,=1391290932181.9895,=74.9787,=0.6417,=86.6334,=61.9889,=53.3548
2024-11-07,=1028.4400,=1054.8500,=3624622925745.7798,=2111413737254,=1386775149690.1201,=73.1891,=0.6308,=86.6334,=61.9772,=53.3548
2024-11-06,=998.0900,=1023.7200,=3512697102444.4990,=2050457370921,=1347371526517.2605,=72.1386,=0.6198,=86.6334,=61.9554,=53.3548
2024-11-05,=996.1700,=1021.7500,=3501225310407.8604,=2030753616902,=1347270258972.5100,=72.1999,=0.6204,=86.6334,=61.9335,=53.3548
2024-11-04,=954.6700,=979.1800,=3337085420613.5908,=1949162622153,=1292108173566.4097,=69.4731,=0.6085,=86.6813,=61.9300,=53.3536
2024-11-01,=939.7600,=963.9000,=3284791514004.6211,=1919119493177,=1270723738726.5198,=67.3463,=0.6004,=86.6813,=61.9265,=53.3536
2024-10-31,=969.4500,=994.3400,=3381845489522.1509,=1979063536044,=1308222367121.4800,=69.2367,=0.6077,=86.6813,=61.9056,=53.3536
2024-10-30,=958.8200,=983.4400,=3341790006489.5898,=1960124300094,=1290594509421.8181,=65.3098,=0.5783,=86.6813,=61.8846,=53.3536
2024-10-29,=975.3700,=1000.4200,=3421206304399.6108,=1990686192454,=1311791370287.2798,=62.7500,=0.5227,=86.6813,=61.8678,=53.3536
2024-10-28,=986.5600,=1011.8900,=3461066927239.7603,=2014339951929,=1324566322255.1621,=64.1413,=0.5533,=86.6814,=61.8509,=53.3444
2024-10-25,=991.2200,=1016.6700,=3482325409162.0298,=2021413177961,=1324385793522.9468,=65.5764,=0.5829,=86.6814,=61.8421,=53.3444
2024-10-24,=977.6000,=1002.7000,=3438435767690.1416,=1993844659358,=1305249625128.3147,=63.0664,=0.5301,=86.6814,=61.8332,=53.3444
2024-10-23,=979.1500,=1004.2900,=3445427122924.7988,=2000914201665,=1308435418177.5381,=63.4661,=0.5403,=86.6814,=61.8111,=53.3444
2024-10-22,=985.8300,=1011.1500,=3466408014697.0098,=2010784585441,=1318470018894.2002,=62.0005,=0.5068,=86.6814,=61.7890,=53.3444
2024-10-21,=1000.3700,=1026.0600,=3511056600465.6709,=2041879587931,=1334868147173.1938,=63.1588,=0.5316,=86.6895,=61.7839,=53.2685
2024-10-18,=978.6600,=1003.7600,=3413515352953.0596,=2001747428497,=1305058881808.3186,=62.4745,=0.5195,=86.6895,=61.7788,=53.2685
2024-10-17,=879.1000,=901.6500,=3063223964659.8496,=1812107399551,=1175415351537.9280,=56.7931,=0.3093,=86.6895,=61.7628,=53.2685
2024-10-16,=875.6900,=898.1500,=3052070990047.5811,=1806463190496,=1173094059882.7051,=57.4241,=0.3379,=86.6895,=61.7788,=53.2685
2024-10-15,=898.8300,=921.8400,=3123718840296.4600,=1856158054083,=1202758140639.3999,=58.4563,=0.3793,=86.6895,=61.7839,=53.2685
2024-10-14,=925.9600,=949.6600,=3218666661756.0601,=1910695863278,=1238408156380.4341,=59.5597,=0.4344,=86.7038,=61.7890,=53.2046
2024-10-11,=898.9000,=921.9100,=3112052729435.2700,=1859071039125,=1204151618514.1648,=58.5451,=0.3830,=86.7038,=61.8111,=53.2046
2024-10-10,=954.1700,=978.5900,=3299033516913.8901,=1969460987519,=1278218653599.2036,=62.3061,=0.5157,=86.7038,=61.8332,=53.2046
2024-10-09,=997.8500,=1023.3600,=3441040074042.0103,=2044236632162,=1335349665940.3594,=66.5927,=0.5898,=86.7038,=61.8111,=53.2046
2024-10-08,=1023.9700,=1050.1400,=3503558001102.5591,=2130779388458,=1375665637023.5188,=74.0589,=0.6277,=86.7038,=61.7890,=53.2046
2024-09-30,=872.3700,=894.6600,=2991040647355.1602,=1822793246691,=1172024587990.8181,=63.9636,=0.5467,=86.7047,=61.7839,=53.1842
2024-09-27,=740.0200,=758.9300,=2541033483710.4902,=1550170257265,=996133532409.5389,=53.9965,=0.2195,=86.7047,=61.7788,=53.1842
2024-09-26,=693.1500,=710.8700,=2383010033854.3701,=1454440883708,=933007058864.1448,=50.9708,=0.1527,=86.7047,=61.7839,=53.1842
2024-09-25,=667.3400,=684.3900,=2299693154202.9307,=1401639966777,=897900009141.4441,=47.9088,=0.0750,=86.7047,=61.7890,=53.2046
2024-09-24,=667.0500,=684.1000,=2293059718467.5195,=1399881943890,=897901491726.8966,=46.8243,=0.0395,=86.7047,=61.8111,=53.2685
2024-09-23,=643.0400,=659.4800,=2213250974141.1611,=1349721838151,=865036929619.0514,=44.5997,=0.0069,=86.7103,=61.8332,=53.2685
2024-09-20,=648.3600,=664.9300,=2231069200680.3999,=1353896509601,=873082977227.5282,=46.2745,=0.0227,=86.7103,=61.8421,=53.3444
2024-09-19,=651.4700,=668.1200,=2238581708975.6904,=1356674917471,=876646105379.0291,=47.0469,=0.0396,=86.7103,=61.8509,=53.3536
2024-09-18,=647.4100,=663.9600,=2220242184887.3696,=1347417493308,=870999144728.3350,=46.6571,=0.0327,=86.7103,=61.8678,=53.3548
2024-09-13,=655.0500,=671.7900,=2200046115296.6401,=1325773183847,=860311626827.2604,=51.0248,=0.1478,=86.7103,=61.8846,=53.5076
2024-09-12,=658.8500,=675.6900,=2211646552856.5996,=1333947702534,=866343863469.5737,=51.1017,=0.1519,=86.7540,=61.9056,=53.5076
2024-09-11,=664.3300,=681.3100,=2227511875208.3296,=1344945300972,=873413369651.7100,=52.1214,=0.1700,=86.7540,=61.9265,=53.5774
2024-09-10,=660.0100,=676.8800,=2218268671442.1499,=1333019738559,=867692825552.1914,=51.6627,=0.1632,=86.7540,=61.9300,=53.5908
2024-09-09,=654.9400,=671.6800,=2205687094674.3999,=1322706875217,=861457875313.0389,=51.4306,=0.1574,=86.7540,=61.9335,=53.6207
2024-09-06,=662.3400,=679.2700,=2230069706242.9800,=1339510414871,=871390507830.7501,=51.6530,=0.1615,=86.7540,=61.9554,=53.6924
2024-09-05,=671.2600,=688.4200,=2260135450110.6899,=1357722849588,=884639664026.5475,=53.6207,=0.1986,=86.8115,=61.9772,=53.6924
2024-09-04,=672.2800,=689.4700,=2261721571666.4404,=1357230940451,=882591412696.9054,=53.1406,=0.1888,=86.8115,=62.0263,=53.7523
2024-09-03,=674.9600,=692.2100,=2272022154271.0098,=1360161621023,=886073303282.1910,=52.7880,=0.1800,=86.8115,=62.0753,=53.7688
2024-09-02,=670.0100,=687.1400,=2262294795221.6299,=1348974757601,=877955822520.7323,=52.3009,=0.1712,=86.8115,=62.0875,=53.8409
2024-08-30,=694.1600,=711.9100,=2337365408860.9800,=1391171195151,=894166910341.5052,=50.5511,=0.1373,=86.8115,=62.0996,=53.8421
2024-08-29,=679.5900,=696.9600,=2291863399429.7202,=1364591475251,=872355097351.4342,=49.4113,=0.1153,=86.8188,=62.1453,=53.8421
2024-08-28,=671.2200,=688.3800,=2267706907485.5000,=1346635946735,=861061860045.8174,=48.4750,=0.0873,=86.8188,=62.1911,=53.8432
2024-08-27,=674.3500,=691.5800,=2274659824424.4600,=1355255644917,=863393197679.4193,=49.7844,=0.1236,=86.8188,=62.1925,=53.8511
2024-08-26,=682.5000,=699.9400,=2304736434099.8896,=1373325438783,=869463294976.2631,=44.8163,=0.0080,=86.8188,=62.1940,=53.8593
2024-08-23,=685.7600,=703.2900,=2319274844901.1211,=1379339439953,=872511294026.1754,=42.8532,=0.0020,=86.8188,=62.2056,=53.9849
2024-08-22,=685.5300,=703.0500,=2314902974201.7705,=1376310868397,=862645489923.6429,=42.8288,=0.0010,=86.8239,=62.2171,=53.9849
2024-08-21,=691.6400,=709.3100,=2335626224934.4604,=1388330524669,=870507816769.2836,=42.7898,=0,=86.8239,=62.2216,=53.9940
2024-08-20,=693.5200,=711.2500,=2344517994347.4102,=1391800255377,=874374483362.1426,=43.3165,=0,=86.8239,=62.2261,=54.0250
2024-08-19,=703.3200,=721.3000,=2376979882329.5796,=1409305684279,=885654380984.3993,=44.1003,=0,=86.8239,=62.2273,=54.0641
2024-08-16,=705.2200,=723.2500,=2381562324138.3906,=1407452738536,=888976380291.1506,=45.8923,=0.0121,=86.8239,=62.2285,=54.1032
2024-08-15,=707.5500,=725.6400,=2388528869691.4204,=1411398218679,=891623526361.8881,=46.7789,=0.0284,=86.8413,=62.2318,=54.1032
2024-08-14,=700.9300,=718.8500,=2363689539637.5098,=1399796191126,=883764700170.4221,=47.1321,=0.0345,=86.8413,=62.2350,=54.1527
2024-08-13,=710.7500,=728.9100,=2392113860007.2202,=1420380199015,=890906188078.0381,=47.5307,=0.0528,=86.8413,=62.2439,=54.1722
2024-08-12,=707.3300,=725.4100,=2381235583539.0801,=1413671356821,=886340372060.6567,=47.4647,=0.0498,=86.8413,=62.2528,=54.1735
2024-08-09,=705.5500,=723.5800,=2375057985938.0498,=1411183955942,=883426189505.5083,=47.3386,=0.0437,=86.8413,=62.2661,=54.1946
2024-08-08,=708.9200,=727.0400,=2382260686022.4399,=1418419473309,=889284989627.4656,=47.9643,=0.0631,=86.8594,=62.2795,=54.1946
2024-08-07,=707.5900,=725.1200,=2379447381910.3296,=1416151978218,=887616741936.9927,=48.1096,=0.0642,=86.8594,=62.3245,=54.1987
2024-08-06,=713.8600,=731.5500,=2395198340079.2603,=1427261187250,=895029419478.6240,=47.9238,=0.0602,=86.8594,=62.3695,=54.2198
2024-08-05,=704.3000,=721.7500,=2365806046552.5698,=1408381973268,=882790333587.9281,=47.1401,=0.0368,=86.8594,=62.4510,=54.2834
2024-08-02,=725.6600,=743.6400,=2429056731747.1094,=1440186516843,=908982572075.8566,=46.6940,=0.0266,=86.8594,=62.5325,=54.2847
2024-08-01,=738.8700,=757.1800,=2467425868910.0801,=1465270024082,=924703577105.7660,=47.2111,=0.0358,=86.9018,=62.5558,=54.2847
2024-07-31,=743.3700,=761.7900,=2478772033813.0098,=1476999975602,=930187793601.5616,=47.3525,=0.0420,=86.9018,=62.5791,=54.3251
2024-07-30,=710.0100,=727.5600,=2374645828450.0298,=1410447281144,=889302893986.6179,=46.3007,=0.0164,=86.9018,=62.5795,=54.3810
2024-07-29,=707.6000,=724.8300,=2369068745202.9102,=1409071076335,=885783486538.0834,=46.4396,=0.0195,=86.9018,=62.5799,=54.3827
2024-07-26,=719.8700,=737.4100,=2415438823505.0303,=1430372091036,=901218380671.5298,=46.4239,=0.0185,=86.9018,=62.5856,=54.4140
2024-07-25,=713.8800,=730.9400,=2393230467249.9097,=1420190091467,=892747422859.8162,=45.3796,=0.0072,=86.9605,=62.5913,=54.4140
2024-07-24,=713.3200,=730.3200,=2386635810664.2300,=1417479556506,=891945017124.7086,=45.2924,=0.0062,=86.9605,=62.6368,=54.5525
2024-07-23,=721.1100,=738.2500,=2411162314559.3696,=1433210657717,=903052831244.1158,=45.9138,=0.0103,=86.9605,=62.6822,=54.6024
2024-07-22,=752,=769.8700,=2506747147024.4800,=1492692152436,=941229468181.2000,=47.9641,=0.0516,=86.9605,=62.8040,=54.6207
2024-07-19,=749.4700,=767.2800,=2499332593780.6792,=1488779983925,=937405920861.5120,=47.2933,=0.0320,=86.9605,=62.9257,=54.6399
2024-07-18,=735.4100,=752.8500,=2445960797842.8198,=1459538088976,=920152774229.8252,=47.7938,=0.0476,=87.1422,=62.9280,=54.6399
2024-07-17,=729,=746.2200,=2421335005947.7900,=1445787535229,=912284219085.6416,=47.4960,=0.0393,=87.1422,=62.9303,=54.6703
2024-07-16,=732.0600,=749.3600,=2436325778671.5498,=1449146408881,=915871185890.2122,=47.4940,=0.0383,=87.1422,=62.9633,=54.7579
2024-07-15,=715.8600,=732.7700,=2392240366923.8203,=1417084139911,=898694875173.2561,=47.2200,=0.0301,=87.1422,=62.9963,=54.8543
2024-07-12,=718.3700,=735.3400,=2402784026286.7002,=1427021027000,=902636664880.2948,=47.0896,=0.0249,=87.1422,=63.0014,=54.8587
2024-07-11,=718.0400,=735,=2405086740921.7305,=1430307766169,=901903973353.5586,=46.5443,=0.0166,=87.2513,=63.0064,=54.8587
2024-07-10,=710.3700,=727.1500,=2381417223841.0796,=1413034434854,=891160481174.0129,=45.0099,=0.0031,=87.2513,=63.0150,=54.8594
2024-07-09,=709.8900,=726.6600,=2382298877733.8901,=1411361635245,=890698293238.2158,=45.2495,=0.0042,=87.2513,=63.0236,=54.8860
2024-07-08,=692.4900,=708.8500,=2324638669249.5000,=1378277154479,=870076650084.6586,=44.5982,=0.0010,=87.2513,=63.0315,=54.9471
2024-07-05,=698.8500,=715.3600,=2349515923559.3706,=1391761764694,=878100172074.7296,=45.8710,=0.0052,=87.2513,=63.0395,=54.9582
2024-07-04,=690.3800,=706.6800,=2320572412289.3589,=1375931579036,=866876639602.3251,=45.2398,=0.0021,=87.2645,=63.0610,=54.9582
2024-07-03,=701.7800,=718.3600,=2356800864683.9204,=1399717918820,=881324998125.5536,=46.0830,=0.0073,=87.2645,=63.0825,=54.9996
2024-07-02,=699.1200,=715.6400,=2350639360482.6504,=1397587764865,=877645457556.6338,=45.8883,=0.0042,=87.2645,=63.1574,=55.0154
2024-07-01,=709.6000,=726.3200,=2381405673666.9497,=1419155426688,=890498871422.4338,=46.3662,=0.0063,=87.2645,=63.2322,=55.0307
2024-06-28,=712.0800,=728.8600,=2384721447991.9009,=1426566252502,=894746075230.4059,=46.7975,=0.0126,=87.2645,=63.2440,=55.0315
2024-06-27,=715.3600,=732.0600,=2387326608439.2104,=1435218391071,=899123087425.6619,=46.5500,=0.0084,=87.2762,=63.2558,=55.0315
2024-06-26,=729.6400,=746.6800,=2434806276583.8301,=1464171619450,=917074315683.5840,=47.6057,=0.0284,=87.2762,=63.2793,=55.1028
2024-06-25,=717.7500,=734.5100,=2396229207646.5601,=1439920387863,=901976364144.9480,=47.1339,=0.0158,=87.2762,=63.3028,=55.1156
2024-06-24,=739.1400,=756.4000,=2465244353398.4692,=1478813805080,=928411234449.9940,=47.6888,=0.0285,=87.2762,=63.3435,=55.1349
2024-06-21,=758.3700,=776.0800,=2533429379761.0908,=1515272008959,=952309703782.4060,=48.7737,=0.0506,=87.2762,=63.3841,=55.1915
2024-06-20,=755.1500,=772.6800,=2525844234765.7402,=1509033815381,=947916358875.9358,=49.1462,=0.0612,=87.3272,=63.3867,=55.1915
2024-06-19,=751.6900,=768.6100,=2514240479821.2988,=1503711710804,=943301753762.0680,=48.2488,=0.0359,=87.3272,=63.3892,=55.2272
2024-06-18,=756.9000,=773.7700,=2535594313634.0498,=1516593278163,=950170144924.4780,=48.4676,=0.0296,=87.3272,=63.3976,=55.2613
2024-06-17,=757.1100,=773.8500,=2535807227530.1504,=1517591234851,=949962970610.7180,=48.1969,=0.0339,=87.3272,=63.4060,=55.2801
2024-06-14,=754.2600,=770.8600,=2487107403080.5205,=1502965298041,=945928162252.7760,=47.1240,=0.0148,=87.3272,=63.4132,=55.3817
2024-06-13,=758.9800,=775.6600,=2509342200616.9399,=1512105311383,=953831456312.7976,=49.0269,=0.0520,=87.3360,=63.4205,=55.3817
2024-06-12,=754.9300,=771.5000,=2495651574877.7300,=1503302705043,=949055941017.2482,=48.5507,=0.0414,=87.3360,=63.4216,=55.3830
2024-06-11,=755.8300,=772.3500,=2502028057490.9897,=1502986666130,=950015669165.2180,=49.3884,=0.0606,=87.3360,=63.4227,=55.5057
2024-06-07,=737.9300,=754.0300,=2449595458925.7104,=1462801322510,=928432183993.4778,=48.9262,=0.0469,=87.3360,=63.4647,=55.5095
2024-06-06,=743.2300,=758.3200,=2463271441194.4502,=1475140285075,=935832504277.9301,=48.9303,=0.0469,=87.3360,=63.5068,=55.5289
2024-06-05,=752.0400,=766.8800,=2488902278064.9702,=1492745423023,=946357088995.8719,=49.4089,=0.0598,=87.3667,=63.5656,=55.5289
2024-06-04,=753.6400,=768.5100,=2488695276638.6699,=1496887058218,=948024144079.8680,=49.2173,=0.0545,=87.3667,=63.6244,=55.5707
2024-06-03,=750.4300,=765.2300,=2473260511359.4897,=1489260688783,=943328223772.8524,=48.3522,=0.0364,=87.3667,=63.6265,=55.6014
2024-05-31,=743.2300,=757.8900,=2453545103471.4497,=1474473500079,=933784337269.2760,=48.2750,=0.0353,=87.3667,=63.6286,=55.6157
2024-05-30,=742.7000,=757.2500,=2447733418240.3999,=1473337645691,=932956647983.2098,=49.0870,=0.0482,=87.3667,=63.6305,=55.6688
2024-05-29,=734.3300,=748.4100,=2416061258652.7100,=1460496471175,=922412493261.5104,=48.4397,=0.0365,=87.3988,=63.6324,=55.6688
2024-05-28,=734.8500,=748.9400,=2417485396582.5801,=1461133049893,=922484211281.9280,=48.6970,=0.0397,=87.3988,=63.6643,=55.6856
2024-05-27,=738.6500,=752.8100,=2431579412826.9907,=1468391761218,=927176974891.0880,=49.3351,=0.0516,=87.3988,=63.6961,=55.7227
2024-05-24,=727.2100,=741.1500,=2392548868757.4404,=1450673367581,=913848375158.6340,=48.5501,=0.0377,=87.3988,=63.7270,=55.8053
2024-05-23,=742.4000,=756.6100,=2436667196700.5200,=1482129086793,=931739315706.7679,=49.2247,=0.0485,=87.3988,=63.7579,=55.8693
2024-05-22,=754.9700,=769.4100,=2479976593219.4404,=1506721451916,=947349784353.2502,=50.6439,=0.0777,=87.4303,=63.7965,=55.8693
2024-05-21,=748.2400,=762.5500,=2455495935844.1396,=1495955897191,=938235243752.0800,=49.1310,=0.0464,=87.4303,=63.8351,=55.8938
2024-05-20,=753.5400,=767.9600,=2474751329420.2705,=1504512423605,=944256123209.1158,=49.7150,=0.0584,=87.4303,=63.8959,=55.9099
2024-05-17,=754.4200,=768.8500,=2480509182630,=1507107738009,=946319486070.4102,=50.1762,=0.0660,=87.4303,=63.9566,=55.9602
2024-05-16,=746.4700,=760.6300,=2454646743811.5898,=1492203958753,=937616866427.4700,=49.6514,=0.0553,=87.4303,=63.9581,=55.9881
2024-05-15,=749.4700,=763.6900,=2465051705840.3701,=1501975929604,=942525131835.6100,=49.6023,=0.0521,=87.4535,=63.9597,=55.9881
2024-05-14,=760.3000,=774.7300,=2499078549690.6196,=1523354912175,=956597545377.5698,=50.2866,=0.0641,=87.4535,=63.9643,=55.9884
2024-05-13,=763.6900,=778.1800,=2510068865890.4297,=1531439491845,=961104203723.0900,=50.6309,=0.0696,=87.4535,=63.9688,=56.0211
2024-05-10,=767.1700,=781.7300,=2523356259068.4502,=1537155567866,=965779991654.6200,=51.0648,=0.0794,=87.4535,=63.9844,=56.0508
