日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM中位数,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2022-10-28,=993.7200,=1005.4200,=2514453417968.8599,=1161092839090,=851249997269.1910,=9.1011,=0.1311,=17.2289,=15.7265,=9.5141
2022-10-27,=1004.9100,=1016.7400,=2539447962302.1611,=1173342024606,=835211284135.5704,=9.3557,=0.1770,=17.2289,=15.7282,=9.5141
2022-10-26,=1003.2500,=1015.0700,=2528330125328.7100,=1173518288089,=834533941228.6002,=9.5141,=0.1974,=17.2702,=15.7352,=9.5141
2022-10-25,=971.3300,=982.7700,=2445500146741.3408,=1137405466739,=805978123583.1172,=9.2173,=0.1484,=17.2702,=15.7422,=9.5184
2022-10-24,=969.4900,=980.9100,=2438587774097.8501,=1128311632327,=804655502814.4169,=9.3499,=0.1743,=17.2702,=15.7477,=9.5520
2022-10-21,=967.9800,=979.3800,=2448397658513.8101,=1127993918581,=794136269135.0923,=9.4871,=0.1893,=17.2702,=15.7532,=9.5674
2022-10-20,=963.9500,=975.3000,=2436317872871.9902,=1124574907246,=789981751916.8730,=9.5108,=0.1897,=17.2702,=15.7536,=9.5832
2022-10-19,=949.5000,=960.6800,=2404961397076.1904,=1105730241195,=778813619119.0433,=9.3357,=0.1679,=17.2718,=15.7539,=9.5832
2022-10-18,=960,=971.3000,=2430427387928.2598,=1116735171452,=787135746358.1646,=9.3403,=0.1701,=17.2718,=15.7549,=9.6483
2022-10-17,=963.2200,=974.5600,=2433515682914.0898,=1119125787790,=789175410202.8882,=9.1670,=0.1444,=17.2718,=15.7559,=9.6588
2022-10-14,=954.9200,=966.1700,=2425571003654.7803,=1095296385029,=772925125807.2847,=8.9324,=0.0965,=17.2718,=15.7563,=9.6742
2022-10-13,=926.5200,=937.4300,=2340276811542.6001,=1056990062104,=750338578442.0802,=8.4795,=0.0390,=17.2718,=15.7566,=9.7056
2022-10-12,=924.9100,=935.8000,=2339016901512.7295,=1053472438774,=748002224119.6761,=8.3557,=0.0168,=17.2809,=15.7607,=9.7056
2022-10-11,=892.7400,=903.2500,=2264363804043.8296,=1018315990536,=722765981769.3461,=8.1880,=0.0037,=17.2809,=15.7649,=9.7123
2022-10-10,=897.3400,=907.9000,=2279439639798.6201,=1024013201255,=726118094755.1685,=8.3962,=0.0206,=17.2809,=15.7690,=9.7241
2022-09-30,=939.3800,=950.4400,=2377414577338.5903,=1077423712097,=759692186687.9023,=8.6590,=0.0562,=17.2809,=15.7731,=9.7326
2022-09-29,=961.4700,=972.7900,=2430810505896.5303,=1075533766199,=777740118392.5562,=8.8643,=0.0750,=17.2809,=15.7848,=9.7567
2022-09-28,=956.1900,=967.4400,=2417561387062.8804,=1068442903075,=773522932031.9240,=8.7038,=0.0602,=17.2879,=15.7965,=9.7567
2022-09-27,=976.4500,=987.9400,=2466103483907.5200,=1090457363402,=789681916963.2544,=8.9960,=0.0960,=17.2879,=15.7986,=9.7650
2022-09-26,=961.8300,=973.1500,=2425815826453.9702,=1072301700114,=777776677104.7416,=8.4444,=0.0264,=17.2879,=15.8008,=9.8000
2022-09-23,=960.9400,=972.2500,=2433181754070.7100,=1064280244109,=776883787349.0295,=8.6457,=0.0529,=17.2879,=15.8041,=9.8741
2022-09-22,=975.8700,=987.3600,=2466938795972.3901,=1083674450681,=789109347672.9192,=8.9775,=0.0871,=17.2879,=15.8074,=9.8745
2022-09-21,=970.3900,=981.8200,=2455573852028.7305,=1078568172502,=784708757368.7764,=9.0224,=0.0930,=17.3099,=15.8077,=9.8745
2022-09-20,=985.1500,=996.7500,=2488228368644.7397,=1095363499196,=796534122199.1760,=8.9514,=0.0837,=17.3099,=15.8081,=9.9172
2022-09-19,=975.5500,=987.0300,=2458784186157.3809,=1087358125089,=789093295354.7089,=9.0475,=0.0971,=17.3099,=15.8279,=9.9728
2022-09-16,=998.5200,=1010.2700,=2514999590211.8701,=1112811868182,=807680109906.0010,=9.0615,=0.0992,=17.3099,=15.8477,=10.0541
2022-09-15,=1000.0800,=1011.8500,=2525025641495.1504,=1114700825067,=808577133729.7231,=9.2534,=0.1262,=17.3099,=15.8492,=10.0549
2022-09-14,=1031.3000,=1043.4500,=2597854281298.6001,=1147827555804,=833607167030.7646,=9.5184,=0.1628,=17.3253,=15.8506,=10.0549
2022-09-13,=1031.1700,=1043.3100,=2601392284159.5098,=1146821159343,=833651028394.3473,=9.4788,=0.1574,=17.3253,=15.8538,=10.0761
2022-09-09,=1033.7800,=1045.9500,=2502166594088.1001,=1143161652778,=829011627398.5555,=8.3297,=0.0115,=17.3253,=15.8570,=10.0824
2022-09-08,=1040.7700,=1053.0300,=2513496603701.2192,=1150311601087,=834720833658.0336,=8.2777,=0.0077,=17.3253,=15.8586,=10.2316
2022-09-07,=1049.5800,=1061.9400,=2538099344757.8701,=1159341219392,=841810584941.2349,=8.4309,=0.0193,=17.3253,=15.8602,=10.5783
2022-09-06,=1035.7800,=1047.9800,=2510436232182.2402,=1141263026495,=831021765071.7922,=8.6158,=0.0406,=17.3364,=15.8624,=10.5783
2022-09-05,=1024.3900,=1036.4500,=2474809702925.5698,=1130318084050,=821616605089.6046,=8.6801,=0.0484,=17.3364,=15.8646,=10.7245
2022-09-02,=1030.1200,=1042.2500,=2487497610237.2397,=1131192702562,=825225177378.8448,=8.8182,=0.0563,=17.3364,=15.8646,=10.9802
2022-09-01,=1025.6600,=1037.7300,=2479462794591.9404,=1125590361903,=822289248941.8237,=8.9105,=0.0681,=17.3364,=15.8646,=11.0364
2022-08-31,=1029.6600,=1041.7800,=2484667929085.0298,=1129139309083,=825470167214.0229,=9.0281,=0.0799,=17.3364,=15.8657,=11.2818
2022-08-30,=1050.2800,=1062.6500,=2536171831527.3604,=1149342090742,=839945047975.0762,=8.8739,=0.0625,=17.3372,=15.8668,=11.2818
2022-08-29,=1054.2800,=1066.7000,=2544921097883.1401,=1154010982435,=843192420344.0885,=8.8684,=0.0607,=17.3372,=15.8730,=11.3025
2022-08-26,=1045.9900,=1058.3100,=2514793515916.7603,=1144212427346,=835179026614.4409,=8.7181,=0.0510,=17.3372,=15.8792,=11.3095
2022-08-25,=1055.8900,=1068.3200,=2533113923781.9399,=1156732777754,=833847813942.2605,=8.9464,=0.0648,=17.3372,=15.8795,=11.5014
2022-08-24,=1068.9800,=1081.5700,=2565689918875.5996,=1169111735006,=844489603494.0752,=9.0442,=0.0748,=17.3372,=15.8798,=11.5205
2022-08-23,=1107.3000,=1120.3400,=2651909437699.6211,=1212414126817,=874895418534.9044,=9.4279,=0.1282,=17.3384,=15.8802,=11.5205
2022-08-22,=1107.2800,=1120.2500,=2653488207106.0405,=1215891329454,=873985402911.3715,=9.2727,=0.1047,=17.3384,=15.8807,=11.6049
2022-08-19,=1108.4500,=1121.4300,=2661081816057.1699,=1214025426289,=874025241315.8333,=9.3125,=0.1109,=17.3384,=15.8885,=11.6547
2022-08-18,=1146.6300,=1160.0600,=2745467296365.4502,=1256078221009,=904931959571.1855,=9.5141,=0.1329,=17.3384,=15.8963,=11.6715
2022-08-17,=1132.3100,=1145.5100,=2713467921743.5303,=1228607975970,=889778744000.2413,=9.6483,=0.1392,=17.3384,=15.9140,=11.7491
2022-08-16,=1137.3000,=1150.5600,=2720652559978.2197,=1234396713638,=892827837845.0703,=9.7123,=0.1454,=17.3409,=15.9317,=11.7491
2022-08-15,=1143.7500,=1157.0800,=2729177091602.6812,=1242300088240,=897344990653.6931,=9.7241,=0.1457,=17.3409,=15.9318,=11.9705
2022-08-12,=1146.1900,=1159.5600,=2728590639838.2100,=1240695935325,=894220157143.5688,=9.7056,=0.1440,=17.3409,=15.9319,=11.9794
2022-08-11,=1173.1400,=1186.8200,=2793744370652.7900,=1272226004662,=916010790209.6696,=10.0541,=0.1603,=17.3409,=15.9376,=11.9817
2022-08-10,=1156.1600,=1169.6400,=2747577447495.3701,=1242631647362,=901943712170.2428,=9.7567,=0.1466,=17.3409,=15.9434,=12.0119
2022-08-09,=1162.3200,=1175.8700,=2762739426468.4395,=1248784693500,=907027502385.2860,=9.6742,=0.1429,=17.3446,=15.9435,=12.0119
2022-08-08,=1152.5800,=1166.0200,=2731588288593.6201,=1240352253912,=900071381522.7145,=9.5520,=0.1351,=17.3446,=15.9437,=12.0754
2022-08-05,=1157.3300,=1170.8300,=2748224941942.1704,=1196451619654,=903099952473.3414,=9.3209,=0.1131,=17.3446,=15.9568,=12.0920
2022-08-04,=1110.9200,=1123.7100,=2636835311913.5396,=1148428511581,=867068358127.6445,=8.9870,=0.0709,=17.3446,=15.9699,=12.1666
2022-08-03,=1100.3500,=1113.0100,=2614395292176.1499,=1136628408702,=858984107146.4122,=9.0051,=0.0710,=17.3446,=15.9814,=12.1891
2022-08-02,=1094.9100,=1107.5200,=2598196332671.3198,=1130829509688,=854378270072.5283,=8.9722,=0.0671,=17.3520,=15.9930,=12.1891
2022-08-01,=1100.1800,=1112.8500,=2622565723407.0293,=1135867182260,=858944446974.1066,=9.1824,=0.0937,=17.3520,=15.9948,=12.2497
2022-07-29,=1088.9100,=1101.4500,=2601382972973.7603,=1123351723749,=849866835925.5997,=9.2201,=0.0959,=17.3520,=15.9966,=12.2554
2022-07-28,=1108.7900,=1121.5500,=2644461994981.0908,=1143722287736,=865779810324.9150,=9.2796,=0.0982,=17.3520,=16.0017,=12.5491
2022-07-27,=1095.7000,=1107.9700,=2615052661110.0903,=1129577941073,=855905432944.4158,=9.0920,=0.0799,=17.3520,=16.0068,=12.6198
2022-07-26,=1084.6600,=1096.8100,=2581579669416.0293,=1118613709654,=847329150262.8198,=9.0806,=0.0780,=17.3576,=16.0092,=12.6198
2022-07-25,=1073.7600,=1085.7900,=2557757197036.6802,=1106357649124,=839380567801.1854,=9.0713,=0.0741,=17.3576,=16.0115,=12.6410
2022-07-22,=1084.9700,=1097.1300,=2593713351365.5298,=1116021998821,=848550760846.0277,=9.0519,=0.0722,=17.3576,=16.0232,=12.7240
2022-07-21,=1091.4100,=1103.5400,=2610242545772.2695,=1007956274978,=854051522948.3180,=9.2245,=0.0888,=17.3576,=16.0350,=12.8055
2022-07-20,=1079.5300,=1091.5300,=2586081798446.2397,=997973608164,=844772705392.8816,=8.8382,=0.0600,=17.3576,=16.0357,=12.9175
2022-07-19,=1061.8500,=1073.5900,=2530953260652.3701,=981416872649,=831201570110.8739,=8.6671,=0.0498,=17.3596,=16.0363,=12.9175
2022-07-18,=1069.3300,=1080.6100,=2550419580765.7900,=988119698720,=836593143133.7125,=8.5229,=0.0374,=17.3596,=16.0379,=12.9190
2022-07-15,=1072.2600,=1083.5700,=2552955112349.1201,=987570634992,=839388530172.2125,=8.4700,=0.0271,=17.3596,=16.0394,=12.9208
2022-07-14,=1076.8100,=1088.1600,=2569428228659.4702,=992086295760,=842692715125.4254,=8.5056,=0.0313,=17.3596,=16.0450,=12.9483
2022-07-13,=1052.7900,=1063.8900,=2521736740593.8604,=970025463862,=823948360032.2761,=8.5111,=0.0314,=17.3596,=16.0505,=13.0148
2022-07-12,=1049.2400,=1060.3100,=2516302033991.2500,=965765569537,=821029383045.5641,=8.6282,=0.0398,=17.3749,=16.0619,=13.0148
2022-07-11,=1081.1600,=1092.5600,=2586685924597.1499,=992597636814,=846534377249.1475,=8.8794,=0.0504,=17.3749,=16.0732,=13.0269
2022-07-08,=1104.0200,=1115.6600,=2638856847960.8901,=1012603752409,=864612658198.0779,=9.0306,=0.0547,=17.3749,=16.0736,=13.0395
2022-07-07,=1111.6700,=1123.3100,=2650752949136.2495,=1019869186161,=870965035668.2828,=8.8288,=0.0464,=17.3749,=16.0740,=13.0415
2022-07-06,=1101.7500,=1113.2800,=2636678868194.1401,=1010539172475,=862990793863.8739,=8.9822,=0.0507,=17.3749,=16.0833,=13.0809
2022-07-05,=1090.9300,=1102.3500,=2630259050994.9199,=1002499426332,=855834738008.8295,=8.8105,=0.0445,=17.3826,=16.0927,=13.0809
2022-07-04,=1095.0900,=1106.5400,=2640905031034.7002,=1007878253951,=859326179555.2888,=9.1250,=0.0573,=17.3826,=16.0943,=13.1707
2022-07-01,=1089.0300,=1100.4100,=2620611563214.6597,=1002506132422,=854365479394.5780,=9.1434,=0.0596,=17.3826,=16.0959,=13.2005
2022-06-30,=1105.6700,=1117.2300,=2657588328281.4800,=1017419653705,=866923827673.3500,=9.3368,=0.0682,=17.3826,=16.0981,=13.2073
2022-06-29,=1090.6800,=1102.0900,=2616357779863.4800,=1002486852740,=854205980753.4575,=9.4424,=0.0791,=17.3826,=16.1004,=13.2723
2022-06-28,=1117.2800,=1128.9600,=2678851904655.7896,=1025758247447,=875243179744.4058,=9.5109,=0.0814,=17.3838,=16.1008,=13.2723
2022-06-27,=1103.4000,=1114.9000,=2638040224577.0400,=1014003369184,=865257978153.0271,=9.5674,=0.0815,=17.3838,=16.1012,=13.2868
2022-06-24,=1101.4800,=1112.9600,=2641188395106.6797,=1006154654488,=863299196544.4895,=9.4149,=0.0753,=17.3838,=16.1013,=13.3408
2022-06-23,=1081.8400,=1093.0100,=2600500036716.1304,=987727635213,=848094928066.8396,=9.1215,=0.0517,=17.3838,=16.1015,=13.4076
2022-06-22,=1063.6900,=1074.2300,=2560634048175.1201,=962801384126,=833878138706.1946,=9.0806,=0.0497,=17.3838,=16.1071,=13.5293
2022-06-21,=1083.0200,=1093.7500,=2602833181768.2412,=980390551498,=848915489779.9194,=9.2911,=0.0606,=17.4003,=16.1128,=13.5293
2022-06-20,=1095.3300,=1106.0900,=2634487004815.7100,=990999838516,=858863367799.4480,=9.4312,=0.0694,=17.4003,=16.1206,=13.5432
2022-06-17,=1092.0900,=1102.7200,=2626541511632.0811,=987946881483,=856456016071.6747,=9.3483,=0.0630,=17.4003,=16.1285,=13.6727
2022-06-16,=1078.9500,=1089.4500,=2599220173183.4189,=976506883016,=845736749323.2626,=9.3815,=0.0654,=17.4003,=16.1298,=13.7007
2022-06-15,=1062.7100,=1073.0200,=2564359137999.4502,=961598464459,=832966853126.6001,=9.1257,=0.0546,=17.4003,=16.1312,=13.7162
2022-06-14,=1070.5400,=1080.9200,=2589571794376.5303,=968279264090,=838687605090.2175,=9.1244,=0.0503,=17.4026,=16.1347,=13.7162
2022-06-13,=1088.3800,=1098.8100,=2629342957912.6704,=985042794946,=852695579103.2848,=9.1247,=0.0504,=17.4026,=16.1382,=13.7489
2022-06-10,=1102.8500,=1113.3000,=2349988361715.9502,=983728570752,=845304780183.8829,=9.9172,=0.0769,=17.4026,=16.1403,=13.8627
2022-06-09,=1081.1700,=1091.3200,=2305516021926.9600,=966543153597,=830036955305.4952,=9.4746,=0.0595,=17.4026,=16.1425,=13.9560
2022-06-08,=1111.6700,=1121.8200,=2363609751134.9097,=991819130075,=852318483860.7762,=9.7650,=0.0662,=17.4026,=16.1452,=13.9652
2022-06-07,=1111.4000,=1121.4800,=2362664378574.0698,=991220366312,=851398552331.4651,=9.8745,=0.0708,=17.4066,=16.1479,=13.9652
2022-06-06,=1121.5400,=1131.7100,=2379527086218.8101,=1000760212509,=858872746592.1276,=9.8000,=0.0665,=17.4066,=16.1492,=13.9785
2022-06-02,=1079.8500,=1089.6500,=2292949887519.7100,=962382555546,=827096693896.5106,=9.5832,=0.0600,=17.4066,=16.1504,=14.0400
2022-06-01,=1031.5800,=1040.9100,=2196688839120.8804,=919192170813,=789564128354.0320,=9.3353,=0.0557,=17.4066,=16.1559,=14.0825
2022-05-31,=1035.3200,=1044.6100,=2200585121376.2197,=921259840627,=790981122520.7517,=9.2127,=0.0513,=17.4066,=16.1614,=14.1104
2022-05-30,=1001.5400,=1010.5300,=2129364142856.8501,=889820714324,=764443902067.6945,=8.5994,=0.0358,=17.4084,=16.1703,=14.1104
2022-05-27,=993.7000,=1002.6200,=2111226377193.1790,=871823166635,=756126887648.4611,=8.3805,=0.0179,=17.4084,=16.1792,=14.1197
2022-05-26,=1004.2600,=1013.1800,=2128776281461.5701,=883580927158,=765077458114.0754,=8.4617,=0.0225,=17.4084,=16.1802,=14.1204
2022-05-25,=1006.5200,=1015.1000,=2134729106963.4905,=885274792308,=766366056161.3400,=8.7115,=0.0360,=17.4084,=16.1813,=14.1725
2022-05-24,=996.6500,=1005.1400,=2110547500642.4399,=875610011516,=758416167922.0599,=8.5422,=0.0293,=17.4084,=16.1820,=14.1934
2022-05-23,=1046.1500,=1054.7500,=2212788203211.2100,=918354785145,=795333431264.6296,=8.8759,=0.0362,=17.4294,=16.1826,=14.1934
2022-05-20,=1045.3800,=1053.9800,=2207566753253.1597,=917330469873,=794425122708.1101,=8.9111,=0.0363,=17.4294,=16.1866,=14.2019
2022-05-19,=1036.3400,=1044.8700,=2178197381643.8301,=908798345104,=786740615188.8900,=8.3625,=0.0159,=17.4294,=16.1905,=14.2280
2022-05-18,=1014,=1022.3400,=2130658466067.1399,=888744241130,=769877116232,=8.3612,=0.0137,=17.4294,=16.2134,=14.2896
2022-05-17,=1010.3700,=1018.6800,=2123346448658.6499,=881291684173,=765022823977.7799,=8.4439,=0.0160,=17.4294,=16.2362,=14.3462
2022-05-16,=996.5100,=1004.7100,=2096226887553.7400,=867931409585,=753626903982.4099,=8.4954,=0.0183,=17.4394,=16.2362,=14.3462
2022-05-13,=1010.8000,=1019.0500,=2123554547461.3999,=880780504489,=763909552416.6998,=8.4697,=0.0161,=17.4394,=16.2362,=14.3976
2022-05-12,=1013.0600,=1021.3300,=2134432514525.6201,=882766510171,=765812894471.6798,=8.6258,=0.0207,=17.4394,=16.2405,=14.5257
2022-05-11,=1002.4600,=1010.5900,=2108613263980.7903,=873990912503,=758029923462.8201,=8.5009,=0.0161,=17.4394,=16.2448,=14.5324
2022-05-10,=972.1400,=980.0300,=2049763788576.3899,=848019941178,=734945012032.8101,=8.2916,=0.0092,=17.4394,=16.2467,=14.5723
2022-05-09,=946.7200,=954.4100,=1998590777330.2405,=825782429247,=715242203210.6698,=8.1202,=0.0023,=17.4811,=16.2485,=14.5723
2022-05-06,=942.2300,=949.8700,=1994630904158.2410,=823456734968,=713904789097.1501,=8.1974,=0.0023,=17.4811,=16.2609,=14.5823
2022-05-05,=956.1300,=963.7200,=2026179085159.1296,=835077097086,=724141555852.2899,=8.2764,=0.0023,=17.4811,=16.2733,=14.5904
2022-04-29,=947.1500,=954.6400,=2005610912414.4800,=826782385515,=712772870543.6699,=8.3407,=0.0023,=17.4811,=16.2784,=14.6043
2022-04-28,=903.0600,=910.2000,=1915061347147.0500,=787716446192,=667565888324.2802,=7.9652,=0,=17.4811,=16.2835,=14.6733
2022-04-27,=906.4300,=913.6000,=1928450833471.9399,=792347092350,=665996445722.5400,=8.7220,=0.0047,=17.4926,=16.2869,=14.6733
2022-04-26,=868.0700,=874.9300,=1856104383503.0496,=759072923509,=638214769012.8000,=8.3976,=0,=17.4926,=16.2903,=14.6913
2022-04-25,=884.3000,=891.3000,=1886655977841.9199,=772792441719,=637214537243.1001,=8.6239,=0,=17.4926,=16.3126,=14.7454
2022-04-22,=942.0700,=949.5200,=2004301201763.0896,=821737719168,=669288854407.2002,=9.2844,=0,=17.4926,=16.3349,=14.7818
2022-04-21,=957.7200,=965.2900,=2027576668345.8701,=835852589626,=679727572719.7500,=9.3563,=0,=17.4926,=16.3368,=14.7836
2022-04-20,=973.5100,=981.2100,=2063517125662.3799,=848206564732,=690489324300.6500,=9.6588,=0,=17.4965,=16.3387,=14.7836
2022-04-19,=989.9300,=997.7600,=2090934812372.5000,=861509562785,=702039205152.9398,=9.9728,=0.0048,=17.4965,=16.3391,=14.7998
2022-04-18,=1004.6100,=1012.5500,=2118443920313.2896,=875126347626,=712002849881.7001,=10.0824,=0.0095,=17.4965,=16.3395,=14.8054
2022-04-15,=973.3600,=981.0500,=2061930809611.5703,=846999755993,=686714511612.6400,=9.7326,=0,=17.4965,=16.3443,=14.8386
2022-04-14,=975.5700,=983.2800,=2066571168783.6699,=849541675536,=682431253618.7201,=10.0761,=0.0048,=17.4965,=16.3491,=14.8525
2022-04-13,=964.8300,=972.4600,=2036606331691.7800,=837953072904,=673775012855.0699,=9.8741,=0,=17.5187,=16.3496,=14.8525
2022-04-12,=994.4400,=1002.3000,=2092858476504.8904,=863096927209,=694158825399.2499,=10.2316,=0.0024,=17.5187,=16.3500,=14.8597
2022-04-11,=988.7600,=996.5700,=2073280271150.0200,=856554848339,=677040140449.4802,=10.0549,=0,=17.5187,=16.3518,=14.9081
2022-04-08,=1027.2400,=1035.3600,=2159613807345.8303,=888359638158,=703678382865.1299,=10.5783,=0,=17.5187,=16.3535,=14.9236
2022-04-07,=1036.0700,=1044.2600,=2179317736523.5107,=895685985507,=705581590849.2899,=10.7245,=0,=17.5187,=16.3603,=14.9392
2022-04-06,=1058.4900,=1066.8600,=2222650915600.6304,=915592772574,=719160225722.3400,=10.9802,=0,=17.5295,=16.3671,=14.9392
2022-04-01,=1089.1900,=1097.8000,=2275531995175.2603,=941332403931,=740432002378.2598,=11.2818,=0.0024,=17.5295,=16.3686,=14.9431
2022-03-31,=1091.0600,=1099.6800,=2279640710545.8203,=938405321263,=741903500756.2198,=11.3095,=0.0049,=17.5295,=16.3701,=14.9797
2022-03-30,=1112.5200,=1121.3100,=2319335954524.6895,=953536715796,=745911429714.5601,=11.6049,=0.0098,=17.5295,=16.3704,=14.9864
2022-03-29,=1079.9300,=1088.4700,=2259891568753.6304,=927448908558,=723602021496.4802,=11.3025,=0.0025,=17.5295,=16.3708,=15.0049
2022-03-28,=1090.7300,=1099.3500,=2282309553278.4004,=930312387612,=730615131915.1602,=11.5205,=0.0049,=17.5425,=16.3743,=15.0049
2022-03-25,=1106.8600,=1115.6100,=2311585080377.0298,=944247168333,=741671834419.5000,=11.6715,=0.0074,=17.5425,=16.3779,=15.0060
2022-03-24,=1134.5700,=1143.5400,=2365059297580.3506,=967468322421,=758114957196.6602,=12.0754,=0.0198,=17.5425,=16.3794,=15.0294
2022-03-23,=1144.0900,=1153.1300,=2385091387017.1304,=975725358190,=763308968822.8501,=12.2554,=0.0297,=17.5425,=16.3809,=15.0379
2022-03-22,=1134.3200,=1143.2800,=2364994025334.4199,=967972811517,=754589040754.3899,=11.7491,=0.0074,=17.5425,=16.3822,=15.0508
2022-03-21,=1152.3300,=1161.4300,=2399012572663.9004,=982859819551,=766609460926.3500,=11.9817,=0.0124,=17.5473,=16.3836,=15.0508
2022-03-18,=1144.3200,=1153.3600,=2380764658521.3003,=975810287719,=761064662619.9497,=11.9705,=0.0075,=17.5473,=16.3898,=15.0687
2022-03-17,=1142.7100,=1151.7400,=2367655282240.3301,=971600305790,=759711455344.2701,=12.0920,=0.0125,=17.5473,=16.3961,=15.1078
2022-03-16,=1125.4800,=1134.3800,=2332998452394.0195,=957545266016,=748429277829.1300,=11.6547,=0.0050,=17.5473,=16.3964,=15.1349
2022-03-15,=1093.4300,=1102.0700,=2185608379961.9399,=931037076832,=724531944857.8599,=11.0364,=0,=17.5473,=16.3967,=15.1718
2022-03-14,=1126.2800,=1135.1800,=2267651815077.2803,=963337877286,=747406582681.4799,=11.5014,=0,=17.5850,=16.3967,=15.1718
2022-03-11,=1161.2100,=1170.3900,=2342219600536.5103,=993255872123,=761196483542.3999,=12.1666,=0.0051,=17.5850,=16.3968,=15.1838
2022-03-10,=1153.3600,=1162.4700,=2329589828455.5000,=985499664686,=756282539195.9000,=12.2497,=0.0076,=17.5850,=16.3987,=15.1892
2022-03-09,=1129.6500,=1138.5700,=2287815990661.0693,=966164642170,=740452543467.4700,=11.9794,=0,=17.5850,=16.4006,=15.1910
2022-03-08,=1137.0700,=1146.0600,=2300663861141.6699,=974357653363,=745140413469.6099,=12.0119,=0,=17.5850,=16.4018,=15.1961
2022-03-07,=1169.9800,=1179.2300,=2357443700424.9102,=1001932213090,=767190664801.9901,=12.1891,=0,=17.5851,=16.4030,=15.1961
2022-03-04,=1203.0900,=1212.6000,=2419069825580.1104,=1029417064221,=788815974713.5800,=12.5491,=0,=17.5851,=16.4060,=15.1996
2022-03-03,=1209.8200,=1219.3800,=2429737601433.9800,=1034807233979,=793136724283.1801,=12.6410,=0.0026,=17.5851,=16.4091,=15.2294
2022-03-02,=1230.2800,=1240,=2458269502666.5400,=1042983402718,=806052394600.4001,=12.9190,=0.0103,=17.5851,=16.4104,=15.2446
2022-03-01,=1239.0200,=1248.8100,=2472238008370.2202,=1049602055595,=811607326421.5303,=13.2723,=0.0361,=17.5851,=16.4118,=15.2846
2022-02-28,=1249.5900,=1259.4600,=2486578707950.4199,=1059050741870,=818649791160.0402,=13.4076,=0.0413,=17.5976,=16.4128,=15.2846
2022-02-25,=1240.8800,=1250.6800,=2471014648474.7798,=1050891569758,=813198189919.9802,=13.3408,=0.0389,=17.5976,=16.4138,=15.2848
2022-02-24,=1214.9900,=1224.5900,=2425481421956.9497,=1027811050878,=796271426876.8000,=13.2005,=0.0312,=17.5976,=16.4185,=15.2902
2022-02-23,=1231.0800,=1240.8100,=2460912461254.3398,=1042301124013,=807048980826.3801,=13.2868,=0.0339,=17.5976,=16.4231,=15.2961
