日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB正数等权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2021-04-12,=1243.5000,=1249.9300,=2023476608320.2100,=665203476264,=497017452311.0098,=5.9044,=0.6207,=6.0314,=5.8508,=5.6788
2021-04-09,=1271.4400,=1278.0300,=2068586854993.7900,=678970898642,=508801156022.5800,=6.0222,=0.7861,=6.0314,=5.8503,=5.6788
2021-04-08,=1291.8600,=1298.5500,=2097604438113.5901,=692836877475,=513314279956.7201,=6.0797,=0.8779,=6.0326,=5.8498,=5.6779
2021-04-07,=1298.7800,=1305.5100,=2113504280072.0801,=696954812312,=516398454393.2400,=6.0774,=0.8772,=6.0314,=5.8497,=5.6779
2021-04-06,=1296.6200,=1303.3300,=2115123665711.3201,=698771885385,=517376225426.0700,=6.0512,=0.8588,=6.0249,=5.8495,=5.6779
2021-04-02,=1299.9200,=1306.6500,=2122991520861.4600,=699263104554,=519317569056.8801,=6.0472,=0.8521,=6.0218,=5.8480,=5.6779
2021-04-01,=1266.7500,=1273.3000,=2063566956300.1201,=683319736615,=506837941872.8099,=5.9446,=0.6964,=6.0197,=5.8465,=5.6779
2021-03-31,=1248.3300,=1254.7400,=2031943276695.8601,=676432067421,=502397074895.5601,=5.8629,=0.5569,=6.0218,=5.8449,=5.6740
2021-03-30,=1248.3400,=1254.7500,=2030837973266.9600,=675560331372,=495843807143.4700,=5.8959,=0.6205,=6.0218,=5.8433,=5.6740
2021-03-29,=1250.7700,=1257.1900,=2028388890217.5200,=676682127476,=496285721071.3001,=5.9365,=0.6848,=6.0218,=5.8422,=5.6740
2021-03-26,=1256.6600,=1263.1100,=2033468431735.8101,=679502269749,=498420785272.5900,=5.9811,=0.7317,=6.0218,=5.8411,=5.6740
2021-03-25,=1219.7100,=1225.9700,=1978545581149.6001,=658492464135,=477515018331.3602,=5.8616,=0.5521,=6.0218,=5.8403,=5.6740
2021-03-24,=1221.4500,=1227.7200,=1990220762582.2600,=657559553767,=477336829430.0200,=5.8961,=0.6296,=6.0249,=5.8395,=5.6735
2021-03-23,=1236.4700,=1242.8200,=2017553871393.3201,=662330197537,=448838311660.6701,=5.9691,=0.7143,=6.0249,=5.8385,=5.6735
2021-03-22,=1242.7600,=1249.1300,=2036188324021.8999,=666589150183,=445075849226.0100,=6.0159,=0.7813,=6.0249,=5.8376,=5.6735
2021-03-19,=1231.2900,=1237.6100,=2014890081583.1001,=659217052166,=437034711933.9101,=5.9473,=0.7107,=6.0249,=5.8376,=5.6735
2021-03-18,=1241.3100,=1247.6800,=2033288493089.1299,=665807476646,=441312195072.7400,=6.0218,=0.7911,=6.0249,=5.8376,=5.6735
2021-03-17,=1236.5400,=1242.8900,=2026132116334.1399,=661020075609,=439120038455.5101,=6.0352,=0.8217,=6.0314,=5.8340,=5.6703
2021-03-16,=1220.3700,=1226.6300,=1998973313044.9004,=650405543982,=432462730140.1101,=6.0128,=0.7885,=6.0249,=5.8304,=5.6703
2021-03-15,=1223.3900,=1229.6700,=2005609187831.6001,=650678131920,=434212934836.9400,=5.9758,=0.7419,=6.0249,=5.8299,=5.6703
2021-03-12,=1261.3200,=1267.8000,=1817538872639.1699,=654683096076,=429166979432.5000,=5.4978,=0.0584,=6.0249,=5.8295,=5.6703
2021-03-11,=1267.3000,=1273.8100,=1825009021838.9900,=656461163144,=431553755987.0200,=5.5124,=0.0588,=6.0249,=5.8299,=5.6735
2021-03-10,=1232.7300,=1239.0600,=1768612008751.6101,=641392722873,=419583833297.2100,=5.3994,=0.0263,=6.0314,=5.8304,=5.6735
2021-03-09,=1230.1400,=1236.4500,=1756359567425.6602,=636125082074,=417678260047.5401,=5.4846,=0.0464,=6.0314,=5.8340,=5.6740
2021-03-08,=1275.4600,=1282,=1819673111952.4695,=657412946234,=432323718314.6101,=5.6779,=0.2000,=6.0314,=5.8376,=5.6779
2021-03-05,=1329.8400,=1336.6700,=1892536575827.3403,=685801584736,=450938827091.4800,=5.7882,=0.3826,=6.0314,=5.8376,=5.6788
2021-03-04,=1324.1600,=1330.9600,=1886908756088.4399,=680810016194,=449239738018.0901,=5.7692,=0.3176,=6.0314,=5.8376,=5.6788
2021-03-03,=1359.4000,=1366.3800,=1927723454547.0100,=700479543667,=460928775591.9900,=5.8395,=0.5034,=6.0326,=5.8385,=5.6740
2021-03-02,=1352.0400,=1358.9800,=1918912376244.6201,=696564754310,=458510323744.7800,=5.8017,=0.4247,=6.0326,=5.8376,=5.6740
2021-03-01,=1358.1400,=1365.1100,=1922413223779.1299,=699461370470,=461024291182.4900,=5.8084,=0.4345,=6.0326,=5.8394,=5.6740
2021-02-26,=1325.5900,=1332.3900,=1875788786275.6101,=681653818666,=450463806486.8200,=5.7282,=0.2708,=6.0326,=5.8411,=5.6740
2021-02-25,=1349.7100,=1356.6400,=1915265111530.4497,=696825246573,=458074817561.5801,=5.7859,=0.3776,=6.0326,=5.8422,=5.6740
2021-02-24,=1365.6400,=1372.6500,=1931893977258.2800,=700573220410,=463260273436.6801,=5.8498,=0.5211,=6.0328,=5.8433,=5.6735
2021-02-23,=1390.5300,=1397.6600,=1970920433987.0205,=718556665541,=472164354821.8600,=5.8849,=0.6099,=6.0328,=5.8422,=5.6735
2021-02-22,=1389.9200,=1397.0500,=1961942550557.0696,=714524329678,=471775931355.2000,=5.8675,=0.5714,=6.0328,=5.8411,=5.6735
2021-02-19,=1427.9100,=1435.2400,=2024487747354.1604,=713589721615,=485603515588.9000,=5.8295,=0.4748,=6.0328,=5.8394,=5.6735
2021-02-18,=1429.7400,=1437.0800,=2029062481856.8096,=714252691377,=486386444839.2600,=5.7227,=0.2681,=6.0328,=5.8411,=5.6735
2021-02-10,=1437.0200,=1444.4000,=2022115524409.8296,=707290128887,=488472439136.6600,=5.6483,=0.1679,=6.0356,=5.8422,=5.6703
2021-02-09,=1427.6800,=1435.0100,=2004817685813.2305,=702080852363,=485136893148.2599,=5.5641,=0.0882,=6.0356,=5.8433,=5.6735
2021-02-08,=1382.4800,=1389.5800,=1927844249148.4504,=676327313921,=468795208011.2100,=5.4440,=0.0370,=6.0356,=5.8449,=5.6740
2021-02-05,=1368.8000,=1375.8300,=1920847542617.6899,=673098370617,=464150270680.9299,=5.4291,=0.0299,=6.0356,=5.8465,=5.6788
2021-02-04,=1394.1000,=1401.2500,=1953430106107.8696,=679573417642,=472375504529.9500,=5.5151,=0.0451,=6.0356,=5.8480,=5.7027
2021-02-03,=1410.1500,=1417.3800,=1968927072655.0696,=687664116224,=476212845348.4900,=5.6074,=0.1061,=6.0401,=5.8495,=5.7027
2021-02-02,=1438.0600,=1445.4400,=2003064415090.9705,=695960596352,=486465179516.7600,=5.7027,=0.1908,=6.0401,=5.8502,=5.7071
2021-02-01,=1421.4800,=1428.7800,=1992956235496.8301,=686994564421,=481175363305.2101,=5.6788,=0.1846,=6.0401,=5.8508,=5.7100
2021-01-29,=1421.9600,=1429.2600,=1991291586344.6699,=689752802792,=482231163322.4000,=5.6581,=0.1473,=6.0401,=5.8551,=5.7102
2021-01-28,=1421.5900,=1428.8800,=1979236370495.9299,=684985358945,=480707972250.9800,=5.7071,=0.1797,=6.0401,=5.8594,=5.7125
2021-01-27,=1458.3700,=1465.8600,=2031955348882.8501,=704183923024,=493574534881.9100,=5.7718,=0.2756,=6.0446,=5.8600,=5.7125
2021-01-26,=1478.4500,=1486.0400,=2079290478122.3301,=715954881046,=500755338031.9599,=5.8239,=0.4206,=6.0446,=5.8607,=5.7125
2021-01-25,=1498.6000,=1506.2900,=2100705673593.6599,=730239695585,=506980481077.3500,=5.8607,=0.4960,=6.0446,=5.8615,=5.7125
2021-01-22,=1486.3100,=1493.9400,=2079601227238.3401,=717097229946,=501079138589.0300,=5.8777,=0.5323,=6.0446,=5.8624,=5.7125
2021-01-21,=1482.2800,=1489.8900,=2076769619873.6001,=712288919835,=501105102220.2799,=5.9343,=0.6423,=6.0446,=5.8609,=5.7125
2021-01-20,=1481.4500,=1489.0600,=2067367072120.4600,=703891542707,=500179402359.8101,=5.9112,=0.5984,=6.0499,=5.8594,=5.7102
2021-01-19,=1443.9200,=1451.3300,=2019469442899.5896,=669315392132,=487294740727.1500,=5.8834,=0.5620,=6.0499,=5.8551,=5.7102
2021-01-18,=1481.2500,=1488.8500,=2070547663034.3999,=688639338385,=499670051680.2900,=5.8465,=0.4833,=6.0499,=5.8508,=5.7102
2021-01-15,=1447.5800,=1455.0100,=2027036921169.2600,=660645227001,=485674910519.1000,=5.8136,=0.4202,=6.0499,=5.8551,=5.7102
2021-01-14,=1447.2700,=1454.7000,=2041169363817.6396,=659092558026,=486640026622.7200,=5.7817,=0.3390,=6.0499,=5.8594,=5.7102
2021-01-13,=1407.4100,=1414.6400,=1983265224491.3501,=639947187642,=472480034123.3700,=5.5878,=0.0855,=6.0583,=5.8609,=5.7100
2021-01-12,=1405.2200,=1412.4400,=1983669471453.4104,=641583038991,=471850709736.4200,=5.6463,=0.1379,=6.0583,=5.8624,=5.7102
2021-01-11,=1390.6600,=1397.7900,=1964656602864.5601,=637142908486,=467171464798.6000,=5.6548,=0.1391,=6.0583,=5.8626,=5.7125
2021-01-08,=1378.7400,=1385.8200,=1940489004478.6201,=631843873261,=462813945749.5900,=5.7579,=0.2632,=6.0583,=5.8627,=5.7195
2021-01-07,=1381.9400,=1389.0400,=1930475062178.1299,=634747199342,=463740240877.5800,=5.7746,=0.2920,=6.0583,=5.8636,=5.7195
2021-01-06,=1415.0200,=1422.2900,=1981016486874.6499,=650526565791,=475569112971.9900,=5.9467,=0.6250,=6.0690,=5.8646,=5.7125
2021-01-05,=1425.1600,=1432.4800,=1982024435334.8799,=656840342989,=478453693452.8800,=6.0326,=0.7387,=6.0690,=5.8636,=5.7125
2021-01-04,=1422.1200,=1429.4200,=1966645600537.5305,=656966997859,=477303166994.6201,=6.0104,=0.7091,=6.0690,=5.8627,=5.7125
2020-12-31,=1393.0300,=1400.1800,=1931431147474.4099,=640635223384,=466803401682.6201,=5.8796,=0.5321,=6.0690,=5.8626,=5.7125
2020-12-30,=1362.9100,=1369.9100,=1880993339269.9199,=621717432692,=456275634434.9300,=5.8030,=0.3889,=6.0690,=5.8624,=5.7125
2020-12-29,=1337.4700,=1344.3300,=1834800564988.8301,=609542857862,=446488695988.5102,=5.7928,=0.3458,=6.0695,=5.8626,=5.7102
2020-12-28,=1339.0100,=1345.8800,=1833003734936.5496,=610021673699,=447054373583.3900,=5.7814,=0.3208,=6.0695,=5.8627,=5.7102
2020-12-25,=1349.7900,=1356.7200,=1856995852196.2100,=614046871476,=450402790198.0701,=5.8495,=0.4571,=6.0695,=5.8636,=5.7102
2020-12-24,=1348.0100,=1354.9300,=1855015673761.3896,=610602663363,=449655724262.0500,=5.7950,=0.3462,=6.0695,=5.8646,=5.7102
2020-12-23,=1376.6000,=1383.6600,=1896273851414.8701,=624637385789,=459416905151.9302,=5.9003,=0.5437,=6.0695,=5.8662,=5.7102
2020-12-22,=1358.6200,=1365.5900,=1871469205397.0601,=616161802767,=453646215866.7801,=5.8678,=0.5098,=6.0868,=5.8646,=5.7100
2020-12-21,=1388.6700,=1395.8000,=1898999239817.7705,=626088582771,=463182953159.8199,=5.9829,=0.6337,=6.0868,=5.8636,=5.7100
2020-12-18,=1361.1100,=1368.0900,=1871939335224.6499,=613786287454,=453875413318.5800,=5.8943,=0.5400,=6.0868,=5.8627,=5.7100
2020-12-17,=1363.3600,=1370.3600,=1883715339487.8799,=615295286150,=454606394644.4100,=5.8809,=0.5253,=6.0868,=5.8626,=5.7100
2020-12-16,=1345.1300,=1352.0400,=1857689779602.0400,=607297817316,=448990343046.3400,=5.7991,=0.3878,=6.0868,=5.8624,=5.7100
2020-12-15,=1363.1800,=1370.1800,=1897581484664.5000,=616202810572,=456037672753.5500,=5.8508,=0.4742,=6.0869,=5.8626,=5.6740
2020-12-14,=1375.0600,=1382.1200,=1919584719112.9600,=618391747760,=460922941748.2300,=5.8194,=0.4063,=6.0869,=5.8627,=5.6740
2020-12-11,=1362.9600,=1369.9600,=1181564469277.5200,=505129105912,=350613311811.8001,=5.2146,=0,=6.0869,=5.8636,=5.6740
2020-12-10,=1360.1800,=1367.1700,=1168246279503.3398,=496970998442,=342101273952.2401,=5.2937,=0,=6.0869,=5.8646,=5.7100
2020-12-09,=1365.0400,=1372.0400,=1162724580685.7000,=493414208174,=337485598734.4900,=5.3604,=0.0108,=6.0869,=5.8775,=5.7102
2020-12-08,=1398.7300,=1405.9100,=1187737944632.3799,=503425325552,=343415017371.1201,=5.5137,=0.0217,=6.1172,=5.8904,=5.7102
2020-12-07,=1406.1900,=1413.4100,=1191623217956.3604,=503940975452,=343047776371.3701,=5.5440,=0.0330,=6.1172,=5.8956,=5.7125
2020-12-04,=1404.8700,=1412.0800,=1189292350064.8098,=501513729869,=341362230537.3900,=5.5459,=0.0333,=6.1172,=5.9008,=5.7195
2020-12-03,=1410.8300,=1418.0700,=1195780787407.6201,=503462434355,=343049236808.5299,=5.5768,=0.0337,=6.1172,=5.9083,=5.7275
2020-12-02,=1408.4900,=1415.7200,=1191973136062.8999,=501571982193,=343318237400.6200,=5.6145,=0.0682,=6.1172,=5.9158,=5.7288
2020-12-01,=1404.2400,=1411.4500,=1186222644142.6101,=498445544521,=340780128157.4400,=5.6294,=0.0690,=6.1290,=5.9178,=5.7288
2020-11-30,=1385.4800,=1392.5900,=1166677110280.8398,=489577952837,=334887713151.4900,=5.6020,=0.0465,=6.1290,=5.9198,=5.7388
2020-11-27,=1387.7700,=1394.8900,=1161977126579.3701,=486948875534,=332884584017.3101,=5.5938,=0.0353,=6.1290,=5.9237,=5.7415
2020-11-26,=1385.3100,=1392.4200,=1158368835112.3501,=484214603022,=331030400623.5200,=5.6038,=0.0357,=6.1290,=5.9277,=5.7478
2020-11-25,=1388.3600,=1395.4900,=1159084883824.5698,=485096388920,=331909216400.1900,=5.6322,=0.0361,=6.1290,=5.9282,=5.7499
2020-11-24,=1412.7500,=1420,=1176127610459.2502,=493062472663,=336816391526.2301,=5.7100,=0.0854,=6.1520,=5.9287,=5.7499
2020-11-23,=1418.1000,=1425.3800,=1181127539667.2400,=494513699905,=337292682019.1099,=5.7102,=0.0864,=6.1520,=5.9305,=5.7629
2020-11-20,=1430.7200,=1438.0600,=1193632618571.0500,=497760190755,=340599322691.3300,=5.7478,=0.1625,=6.1520,=5.9323,=5.7728
2020-11-19,=1435.9200,=1443.3000,=1201783476967.8799,=500718230993,=341412098440.1801,=5.7388,=0.1392,=6.1520,=5.9362,=5.7731
2020-11-18,=1419.2300,=1426.5100,=1184158849502.5801,=492298578645,=337158293105.3700,=5.7415,=0.1410,=6.1520,=5.9401,=5.7776
2020-11-17,=1430.8100,=1438.1500,=1192583605302.0601,=451950252715,=340184969266.9301,=5.7818,=0.2078,=6.1559,=5.9442,=5.7776
2020-11-16,=1446.9500,=1454.3800,=1206136279110.2998,=458348728121,=344060674190.5801,=5.8376,=0.2895,=6.1559,=5.9483,=5.7776
2020-11-13,=1436.8900,=1444.2600,=1197747870582.9902,=454151824966,=344077455028.3200,=5.7731,=0.1867,=6.1559,=5.9590,=5.7776
2020-11-12,=1413.2900,=1420.5500,=1176704090022.1001,=444477479516,=337025812038.1500,=5.7195,=0.1081,=6.1559,=5.9697,=5.7883
2020-11-11,=1395.5100,=1402.6700,=1160894138512.6599,=440056426788,=331238227113.7700,=5.6735,=0.0685,=6.1559,=5.9764,=5.7957
2020-11-10,=1441.9600,=1449.3700,=1202567053981.1599,=455321221225,=343624827303.3702,=5.8122,=0.2222,=6.1600,=5.9832,=5.7957
2020-11-09,=1485.1500,=1492.7700,=1239768349558.7100,=466753693831,=353235984551.5399,=5.9008,=0.3662,=6.1600,=5.9839,=5.7957
2020-11-06,=1441.4700,=1448.8700,=1201932036934.0901,=442588613866,=339929707528.6700,=5.7499,=0.1286,=6.1600,=5.9847,=5.7957
2020-11-05,=1475.3800,=1482.9500,=1229125224954.2700,=441395748047,=347164628782.8500,=5.8627,=0.3188,=6.1600,=5.9859,=5.7959
2020-11-04,=1458.9000,=1466.3800,=1217884174405.8899,=422092260339,=343913927253.8599,=5.8376,=0.2500,=6.1600,=5.9872,=5.7959
2020-11-03,=1449.0100,=1456.4400,=1211363557396.1699,=421126430181,=343050011248.2301,=5.8213,=0.2239,=6.2046,=5.9879,=5.7957
2020-11-02,=1400.9100,=1408.1000,=1170828672881.1699,=407602149639,=331422343133.1700,=5.6607,=0.0455,=6.2046,=5.9886,=5.7957
2020-10-30,=1393.9100,=1401.0600,=1163014167246.0400,=402523749270,=330257052096.7201,=5.6703,=0.0462,=6.2046,=5.9905,=5.7959
2020-10-29,=1412.0600,=1419.3000,=1177101621272.9500,=404819370227,=271180146917.6100,=5.8594,=0.2500,=6.2046,=5.9923,=5.8304
2020-10-28,=1406.0700,=1413.2400,=1170231385785.8098,=400077725310,=214405945795,=5.9277,=0.3333,=6.2046,=6.0060,=5.8304
2020-10-27,=1385.7500,=1392.8100,=1151903204752.3501,=387292688014,=178538817616.3800,=5.9198,=0.3226,=6.2076,=6.0197,=5.7959
2020-10-26,=1356.1100,=1363.0200,=1126704682503.9302,=381252435265,=173565337577.6700,=5.8624,=0.2623,=6.2076,=6.0223,=5.7959
2020-10-23,=1336.5300,=1343.3400,=1110865996069.6602,=369599252479,=170903622407.6500,=5.7883,=0.1667,=6.2076,=6.0249,=5.7959
2020-10-22,=1376.5800,=1383.5900,=1147571375610.1001,=381398088346,=173103995613.9700,=5.9287,=0.3051,=6.2076,=6.0282,=5.8304
2020-10-21,=1396.9800,=1404.1000,=1162595061293.5698,=385443684948,=172302180456.6200,=6.0249,=0.4828,=6.2076,=6.0314,=5.8304
2020-10-20,=1426.1800,=1433.4500,=1188391902949.8098,=395541621137,=175789309552.8100,=6.1290,=0.7018,=6.2367,=6.0321,=5.7959
2020-10-19,=1412.1500,=1419.3400,=1175213016654.7000,=391755651891,=173857352934.3000,=6.0695,=0.6429,=6.2367,=6.0314,=5.7959
2020-10-16,=1438.5300,=1445.8600,=1193841771710.7302,=398188413949,=177041595029.8300,=6.1559,=0.7273,=6.2367,=6.0256,=5.7959
2020-10-15,=1453.7900,=1461.2000,=1205795365672.9900,=402995482398,=169745998326.1200,=6.2076,=0.7778,=6.2367,=6.0197,=5.7959
2020-10-14,=1488.6700,=1496.2600,=1233986632130.2998,=411426268701,=173818816475.1000,=6.3156,=0.9057,=6.2367,=6.0060,=5.7959
2020-10-13,=1497.6000,=1505.2300,=1246085167291.2200,=415308934303,=174946048704.3800,=6.3553,=0.9423,=6.2367,=5.9923,=5.7957
2020-10-12,=1490.5800,=1498.1700,=1241214699457.0105,=414055810043,=174202012634.8100,=6.3500,=0.9412,=6.2046,=5.9905,=5.7957
2020-10-09,=1465.9600,=1473.4300,=1219332709066.5798,=406060672583,=171315011280.8401,=6.2463,=0.8600,=6.1600,=5.9886,=5.7957
2020-09-30,=1418.8000,=1426.0300,=1179092484155,=392701017582,=165626519853.2300,=6.0446,=0.6531,=6.1520,=5.9879,=5.7957
2020-09-29,=1389.9600,=1397.0500,=1157465469804.8999,=356316922954,=162331005705.3201,=5.9697,=0.4375,=6.1520,=5.9872,=5.7957
2020-09-28,=1338.9500,=1345.7700,=1115573336814.1001,=342370571889,=156431465306.3300,=5.7959,=0.2340,=6.1600,=5.9879,=5.7776
2020-09-25,=1364.0200,=1370.9800,=1133849732712,=348885073293,=159168036745.1400,=5.9401,=0.3913,=6.1600,=5.9886,=5.7776
2020-09-24,=1394.9300,=1402.0300,=1159680456596.1001,=351539835303,=162825578828,=6.0356,=0.6000,=6.1600,=5.9905,=5.7776
2020-09-23,=1423.9000,=1431.1600,=1185631003098.7000,=360385311818,=166277944929.4200,=6.1600,=0.7955,=6.1600,=5.9886,=5.7776
2020-09-22,=1390.0900,=1397.1700,=1159419556603.6001,=352013796365,=162502957655.6300,=5.9886,=0.5116,=6.1520,=5.9879,=5.7776
2020-09-21,=1397.7500,=1404.8700,=1167194930174.3000,=355554365948,=163408449588.0501,=6.0401,=0.6190,=6.2046,=5.9872,=5.7728
2020-09-18,=1403.9000,=1411.0500,=1171591993411.2000,=355354991014,=164223375665.1900,=6.0583,=0.6585,=6.2046,=5.9859,=5.7728
2020-09-17,=1383.5900,=1390.6400,=1154997855215,=349931068257,=161914804488.5800,=5.9832,=0.4750,=6.2046,=5.9847,=5.7728
2020-09-16,=1349.6700,=1356.5500,=1127462763108.2998,=340330451514,=157961729011.3000,=5.7776,=0.2308,=6.2046,=5.9859,=5.7728
2020-09-15,=1364.6000,=1371.5600,=1143649895729.7000,=344229546913,=159803691613.6500,=5.8433,=0.3158,=6.2046,=5.9872,=5.7728
2020-09-14,=1348.0700,=1354.9400,=1128170363146.1001,=337858085454,=157781913679.0600,=5.7957,=0.2432,=6.2367,=5.9897,=5.7629
2020-09-11,=1312.5100,=1319.2000,=1030320851047.4000,=324963777897,=147723590585.8500,=5.4669,=0.0278,=6.2367,=5.9923,=5.7629
2020-09-10,=1280.1900,=1286.7100,=1006940307569.1000,=316553238878,=144097672184.1600,=5.3567,=0,=6.2367,=6.0060,=5.7728
2020-09-09,=1298.0800,=1304.6900,=1016491875384.9000,=321921135769,=146074505205.3900,=5.5176,=0,=6.2367,=6.0197,=5.8304
2020-09-08,=1344.6100,=1351.4600,=1051751880650,=334798676499,=151231431221.2000,=5.7125,=0.0303,=6.2367,=6.0256,=5.8411
2020-09-07,=1356.7000,=1363.6100,=1060219391409.4000,=338427854049,=152610523090.7900,=5.7275,=0.0313,=6.2596,=6.0314,=5.8411
2020-09-04,=1390.2800,=1397.3700,=1088356495239.7000,=348199316155,=156112127133.7301,=5.8304,=0.1290,=6.2596,=6.0321,=5.8646
2020-09-03,=1402.1400,=1409.2900,=1094817091759.8000,=348586473580,=157543839462.1900,=5.8646,=0.1667,=6.2596,=6.0328,=5.8904
2020-09-02,=1422.9500,=1430.2000,=1111426386962.8000,=351962340139,=160234610894.2600,=5.9323,=0.2414,=6.2596,=6.0413,=5.9158
2020-09-01,=1426.6500,=1433.9200,=1115106465835.5000,=354175042408,=160398967234.7000,=5.9483,=0.2500,=6.2596,=6.0499,=5.9158
2020-08-31,=1423.2400,=1430.4900,=1117418142390.8999,=352446341587,=160085697777.2001,=5.9158,=0.2222,=6.2612,=6.0594,=5.8904
2020-08-28,=1413.6400,=1420.8400,=1106404195472.3000,=349161887008,=158684385952.4900,=5.8904,=0.1923,=6.2612,=6.0690,=5.8904
2020-08-27,=1417.5600,=1424.7800,=1108350174752.3999,=348427967931,=159247234500.2300,=5.8411,=0.1600,=6.2612,=6.0779,=5.9847
2020-08-26,=1383.3100,=1390.3500,=1080707647724.1000,=338183821083,=155362200015.1200,=5.7728,=0.1250,=6.2612,=6.0868,=5.9872
2020-08-25,=1427.7000,=1434.9800,=1112624262831,=349666937839,=159692432532.2601,=5.9847,=0.1304,=6.2612,=6.0868,=5.9923
2020-08-24,=1450.6700,=1458.0600,=1130440807456.2000,=354857328609,=162384581520.6700,=6.0499,=0.3636,=6.2661,=6.0869,=5.9923
2020-08-21,=1447.7100,=1455.0900,=1129408311751.8000,=355290986662,=161394786516.3000,=6.0197,=0.2381,=6.2661,=6.1020,=5.9923
2020-08-20,=1442.5800,=1449.9300,=1122032986668.3999,=354918040359,=160089083303,=6.0314,=0.2500,=6.2661,=6.1172,=5.9923
2020-08-19,=1472.0200,=1479.5200,=1144418760615.3000,=360781142891,=163316655404.0300,=6.1172,=0.4737,=6.2661,=6.1346,=5.9923
2020-08-18,=1512.5100,=1520.2200,=1172960706938.5000,=370667831022,=166139621277.8400,=6.2661,=0.7778,=6.2661,=6.1520,=5.9923
2020-08-17,=1496.4000,=1504.0300,=1159716334414.2000,=367847958045,=163719961591.3000,=6.2367,=0.6471,=6.3054,=6.1194,=5.9872
2020-08-14,=1484.0400,=1491.6000,=1152588383306.6001,=364190304061,=162570038441.2500,=6.1520,=0.5625,=6.3054,=6.0869,=5.9872
2020-08-13,=1468.2300,=1475.7100,=1143903967186.8999,=362058358124,=160921190059.5300,=6.0868,=0.4667,=6.3054,=6.0868,=5.9872
2020-08-12,=1458.6400,=1466.0800,=1140083049385.6997,=361016607416,=159986273512.4000,=5.9872,=0.2143,=6.3054,=6.0869,=5.9872
2020-08-11,=1491.8400,=1499.4400,=1166482115790.6001,=355492640900,=163677816430.2501,=6.0869,=0.4615,=6.3054,=6.1457,=5.9923
2020-08-10,=1535.6000,=1543.4200,=1200408213327,=366129368410,=168577772659.0501,=6.2596,=0.5833,=6.3869,=6.2046,=5.7629
2020-08-07,=1526.8000,=1534.5800,=1191541821005.8000,=353276792534,=167497378310.4400,=6.2612,=0.6364,=6.3869,=6.1368,=5.7629
2020-08-06,=1573.8700,=1581.8900,=1232837186033.3000,=363789058665,=172697955527.4000,=6.3869,=0.8000,=6.3869,=6.0690,=5.7629
2020-08-05,=1588.6200,=1596.7200,=1245438068636.6001,=367172703967,=174386155932.1800,=6.4163,=0.8889,=6.3054,=6.0509,=5.7629
2020-08-04,=1566.0600,=1574.0400,=1224095012275.5000,=362404642021,=171848342648.6100,=6.3054,=0.8750,=6.2046,=6.0328,=5.7629
2020-08-03,=1622.8100,=1631.0800,=1267782284755.8000,=375838743973,=178064194248.0700,=6.4346,=1,=6.2046,=6.0126,=5.7288
2020-07-31,=1512.9800,=1520.6900,=1186299448727.5000,=347942902195,=166050181390.5800,=6.0690,=0.8333,=6.0690,=5.9923,=5.7288
2020-07-30,=1472.7900,=1480.3000,=1159122956802,=339242970013,=161719997666.6100,=5.9923,=0.6000,=6.0328,=5.8776,=5.7288
2020-07-29,=1476.9200,=1484.4500,=1162683237142.7000,=339292931500,=162179631246.2001,=6.0328,=0.7500,=6.0328,=5.7629,=5.7288
2020-07-28,=1400.5400,=1407.6700,=1106245598810.8999,=320736493479,=153927306476.0500,=5.7629,=0.6667,=5.7629,=5.7458,=5.7288
2020-07-27,=1374.5200,=1381.5200,=1087181382392.3000,=315574524266,=150899911883.8700,=5.6740,=0,=6.2046,=5.7288,=5.6740
