日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM平均值,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2025-01-27,=955.0900,=980.1300,=3344191584857.6802,=2071745796152,=1288854242266.7800,=9.1305,=0.1387,=20.3023,=12.6336,=9.8600
2025-01-24,=974.8300,=1000.3900,=3416122295559.9893,=2065626308553,=1313529679143.1599,=9.2285,=0.1443,=20.3023,=12.6338,=9.8602
2025-01-23,=966.1100,=991.4300,=3384011476147.3198,=2043176536089,=1300511204415.7800,=9.1209,=0.1380,=20.3023,=12.6340,=9.8689
2025-01-22,=975.3400,=1000.9100,=3420672438553.8398,=2058787153868,=1312581446700.9399,=9.1379,=0.1391,=20.3023,=12.6363,=9.8709
2025-01-21,=976.3000,=1001.8600,=3433582974831.0396,=2060615420813,=1316005688273.3301,=9.1572,=0.1401,=20.3043,=12.6386,=9.8709
2025-01-20,=968.2700,=993.6200,=3416147289379.3198,=2042810510350,=1305331023583.7305,=9.0596,=0.1329,=20.3043,=12.6405,=9.8864
2025-01-17,=965.9000,=991.1900,=3417534337430.9907,=2037737137833,=1305098332826.3398,=9.0810,=0.1339,=20.3043,=12.6424,=9.9173
2025-01-16,=956.4000,=981.4400,=3362551083047.0107,=2015932034870,=1289229607929.6399,=9.0166,=0.1286,=20.3043,=12.6557,=9.9189
2025-01-15,=977.6600,=1003.2600,=3441883076852.6099,=2054609411674,=1310272710060.2200,=8.3576,=0.0800,=20.3043,=12.6690,=9.9219
2025-01-14,=981.7800,=1007.4800,=3451753195985.3203,=2067254288416,=1316013792626.6897,=9.1339,=0.1352,=20.3099,=12.6718,=9.9219
2025-01-13,=952.1900,=977.1200,=3350209037088.3398,=1995435893940,=1272042784775.8701,=8.0821,=0.0654,=20.3099,=12.6747,=9.9312
2025-01-10,=950.5900,=975.4800,=3331850019945.8188,=1987880752935,=1268003218254.4399,=8.0090,=0.0599,=20.3099,=12.6781,=9.9803
2025-01-09,=961.4400,=986.6100,=3359191523452.3101,=2010684962958,=1283112750410.9399,=8.1971,=0.0673,=20.3099,=12.6814,=9.9821
2025-01-08,=965.1200,=990.3900,=3358795339898.7798,=2018959117613,=1286000063288.8098,=8.2178,=0.0702,=20.3099,=12.6882,=9.9847
2025-01-07,=965.5300,=990.8100,=3368384069850.3506,=2020979740383,=1288213038283.6802,=8.2467,=0.0712,=20.3144,=12.6950,=9.9847
2025-01-06,=938.7100,=963.2800,=3275322451765.1094,=1972033053291,=1256346009927.7200,=8.2052,=0.0675,=20.3144,=12.6972,=9.9943
2025-01-03,=941.8200,=966.4800,=3291911603743.3696,=1978562402489,=1263453409998.1694,=8.2648,=0.0704,=20.3144,=12.6994,=9.9993
2025-01-02,=955.3300,=980.3500,=3345465339777.6201,=2006203419663,=1280327694612.0305,=8.3379,=0.0723,=20.3144,=12.7062,=10.0021
2024-12-31,=988.9300,=1014.8300,=3471570581126.1602,=2073754947450,=1326889772074.7698,=8.6009,=0.0928,=20.3144,=12.7131,=10.0159
2024-12-30,=1020.6300,=1047.3600,=3581442114334.9995,=2136499824390,=1369742859346.9900,=8.8487,=0.1086,=20.3272,=12.7299,=10.0159
2024-12-27,=1018.5800,=1045.2500,=3563009357436.0503,=2128258906473,=1368478711830.2302,=8.8815,=0.1106,=20.3272,=12.7467,=10.0275
2024-12-26,=1027.0200,=1053.9100,=3578389426801.6094,=2142494197562,=1379292751254.8000,=8.8986,=0.1126,=20.3272,=12.7492,=10.0284
2024-12-25,=1017.3600,=1043.9900,=3567571690437.2603,=2124385800821,=1366086417157,=8.7644,=0.1052,=20.3272,=12.7517,=10.0407
2024-12-24,=1014.0200,=1040.5700,=3548138306999.7808,=2127045578015,=1361601535097.1499,=9.5442,=0.1435,=20.3272,=12.7578,=10.0459
2024-12-23,=998.6100,=1024.7500,=3493944553483.9297,=2096715482736,=1341045721184.7700,=9.4052,=0.1325,=20.3278,=12.7639,=10.0459
2024-12-20,=1011.2100,=1037.6900,=3524377770639.0811,=2128566532229,=1355346578303.7495,=9.5657,=0.1466,=20.3278,=12.7652,=10.0701
2024-12-19,=993,=1019,=3434459062984.6099,=2097342750300,=1330485672780.3701,=9.4950,=0.1421,=20.3278,=12.7666,=10.0893
2024-12-18,=981.5127,=1007.2100,=3394712376425.4702,=2077810476771,=1315821764401.2300,=9.4534,=0.1375,=20.3278,=12.7672,=10.0898
2024-12-17,=967.2764,=992.6000,=3353537621912.0898,=2048701210475,=1300115565730.3899,=9.3738,=0.1311,=20.3278,=12.7679,=10.0906
2024-12-16,=975.2684,=1000.8000,=3371830288078.7290,=2062237719949,=1310241513827.5601,=9.4543,=0.1368,=20.3300,=12.7714,=10.0906
2024-12-13,=989.7764,=1015.6900,=3423839344382.9297,=2096743482973,=1331481793043.2000,=9.6121,=0.1473,=20.3300,=12.7749,=10.0921
2024-12-12,=1010.8953,=1037.3600,=3511033250293.3496,=2139260448482,=1360252661419.9895,=9.8367,=0.1671,=20.3300,=12.7794,=10.1232
2024-12-11,=1007.1900,=1033.5600,=3498277765767.1699,=2134120611354,=1358457573827.5701,=9.8592,=0.1748,=20.3300,=12.7838,=10.1359
2024-12-10,=1010.9100,=1037.3800,=3515316516615.0298,=2135445332670,=1364853204422.7500,=9.8600,=0.1750,=20.3300,=12.7843,=10.1455
2024-12-09,=1003.3800,=1029.6500,=3492798732492.2095,=2121537465101,=1355227320413.1802,=9.7459,=0.1610,=20.3311,=12.7847,=10.1455
2024-12-06,=1014.4500,=1041.0100,=3531059629805.0288,=2140776344511,=1369095331405.8601,=9.8518,=0.1715,=20.3311,=12.7953,=10.1854
2024-12-05,=1001.8400,=1028.0800,=3489157197788.2295,=2116111675570,=1350543970487.5403,=9.6970,=0.1528,=20.3311,=12.8058,=10.1892
2024-12-04,=999.3600,=1025.5200,=3484601252248.4004,=2106895921406,=1347643976362.9294,=9.6699,=0.1511,=20.3311,=12.8098,=10.1924
2024-12-03,=1005.2600,=1031.5900,=3503900412394.7012,=2123417399574,=1353917655999.0598,=9.7483,=0.1597,=20.3311,=12.8138,=10.2144
2024-12-02,=1015.7900,=1042.3800,=3539617692672.3999,=2143731926922,=1369324401924.6899,=9.8585,=0.1703,=20.3420,=12.8143,=10.2144
2024-11-29,=1007.3900,=1033.7700,=3511941195411.4600,=2126076785259,=1356602882399.5801,=9.7409,=0.1572,=20.3420,=12.8148,=10.2189
2024-11-28,=983.6800,=1009.4400,=3431433100630.5308,=2073041290358,=1324311755337.1804,=9.5648,=0.1431,=20.3420,=12.8179,=10.2351
2024-11-27,=985.9700,=1011.7900,=3439037996181.4189,=2079431066489,=1328033985773.9800,=9.6067,=0.1471,=20.3420,=12.8210,=10.2563
2024-11-26,=951.5900,=976.5100,=3322405062181.9590,=2010936769682,=1284814823600.5400,=9.3375,=0.1320,=20.3420,=12.8238,=10.2790
2024-11-25,=957.9200,=983,=3344875261906.8198,=2025141325577,=1292407122508.7102,=9.4165,=0.1331,=20.3553,=12.8266,=10.2790
2024-11-22,=969.3500,=994.7300,=3381813082993.6792,=2044773866564,=1307734105856.8799,=9.4519,=0.1361,=20.3553,=12.8269,=10.2828
2024-11-21,=1011.4600,=1037.9500,=3528737313660.8804,=2131011981235,=1363973074777.3501,=9.8542,=0.1648,=20.3553,=12.8272,=10.3475
2024-11-20,=1002.5400,=1028.2800,=3504591461537.1899,=2113787286991,=1355473992435.8398,=9.8484,=0.1640,=20.3553,=12.8317,=10.3507
2024-11-19,=998.0100,=1023.6400,=3492179795978.7603,=2102115709491,=1350584106420.2100,=9.7446,=0.1546,=20.3553,=12.8363,=10.3668
2024-11-18,=968.7100,=993.5900,=3391860261236.8989,=2039762455775,=1311181789755.7800,=9.4497,=0.1356,=20.3629,=12.8374,=10.3668
2024-11-15,=986.8800,=1012.2200,=3457120124181.3203,=2041906310588,=1337472512058.1304,=9.6370,=0.1463,=20.3629,=12.8384,=10.3867
2024-11-14,=1027.3200,=1053.7000,=3583254762810.7305,=2123364334733,=1393773011876.8298,=10.0898,=0.1818,=20.3629,=12.8427,=10.3889
2024-11-13,=1061.3700,=1088.6200,=3695395913928.8198,=2192764237719,=1440023802225.0903,=10.4582,=0.2031,=20.3629,=12.8470,=10.3993
2024-11-12,=1050.5400,=1077.5100,=3672889308876.4609,=2166111445900,=1430103934920.0803,=10.4238,=0.2013,=20.3629,=12.8495,=10.3993
2024-11-11,=1073.8400,=1101.4100,=3763770379442.5898,=2207277323102,=1460784088063.4895,=10.6423,=0.2274,=20.3952,=12.8520,=10.3889
2024-11-08,=1025.6400,=1051.9700,=3610836661485.0400,=2108765517307,=1391290932181.9895,=10.1232,=0.1844,=20.3952,=12.8570,=10.3889
2024-11-07,=1028.4400,=1054.8500,=3624622925745.7798,=2111413737254,=1386775149690.1201,=10.0275,=0.1769,=20.3952,=12.8620,=10.3993
2024-11-06,=998.0900,=1023.7200,=3512697102444.4990,=2050457370921,=1347371526517.2605,=9.8425,=0.1607,=20.3952,=12.8645,=10.4386
2024-11-05,=996.1700,=1021.7500,=3501225310407.8604,=2030753616902,=1347270258972.5100,=9.8602,=0.1618,=20.3952,=12.8670,=10.4730
2024-11-04,=954.6700,=979.1800,=3337085420613.5908,=1949162622153,=1292108173566.4097,=9.4796,=0.1389,=20.3958,=12.8706,=10.4730
2024-11-01,=939.7600,=963.9000,=3284791514004.6211,=1919119493177,=1270723738726.5198,=9.3321,=0.1332,=20.3958,=12.8742,=10.4866
2024-10-31,=969.4500,=994.3400,=3381845489522.1509,=1979063536044,=1308222367121.4800,=9.5822,=0.1411,=20.3958,=12.8791,=10.4894
2024-10-30,=958.8200,=983.4400,=3341790006489.5898,=1960124300094,=1290594509421.8181,=9.5869,=0.1412,=20.3958,=12.8839,=10.4935
2024-10-29,=975.3700,=1000.4200,=3421206304399.6108,=1990686192454,=1311791370287.2798,=9.7830,=0.1520,=20.3958,=12.8942,=10.4967
2024-10-28,=986.5600,=1011.8900,=3461066927239.7603,=2014339951929,=1324566322255.1621,=9.9943,=0.1676,=20.4444,=12.9044,=10.4967
2024-10-25,=991.2200,=1016.6700,=3482325409162.0298,=2021413177961,=1324385793522.9468,=10.1359,=0.1775,=20.4444,=12.9059,=10.5015
2024-10-24,=977.6000,=1002.7000,=3438435767690.1416,=1993844659358,=1305249625128.3147,=9.9803,=0.1650,=20.4444,=12.9074,=10.5050
2024-10-23,=979.1500,=1004.2900,=3445427122924.7988,=2000914201665,=1308435418177.5381,=10.0459,=0.1720,=20.4444,=12.9149,=10.5130
2024-10-22,=985.8300,=1011.1500,=3466408014697.0098,=2010784585441,=1318470018894.2002,=9.9993,=0.1673,=20.4444,=12.9224,=10.5161
2024-10-21,=1000.3700,=1026.0600,=3511056600465.6709,=2041879587931,=1334868147173.1938,=10.0921,=0.1743,=20.4595,=12.9247,=10.5161
2024-10-18,=978.6600,=1003.7600,=3413515352953.0596,=2001747428497,=1305058881808.3186,=9.9219,=0.1637,=20.4595,=12.9271,=10.5234
2024-10-17,=879.1000,=901.6500,=3063223964659.8496,=1812107399551,=1175415351537.9280,=9.0757,=0.1268,=20.4595,=12.9307,=10.5260
2024-10-16,=875.6900,=898.1500,=3052070990047.5811,=1806463190496,=1173094059882.7051,=9.0993,=0.1279,=20.4595,=12.9343,=10.5366
2024-10-15,=898.8300,=921.8400,=3123718840296.4600,=1856158054083,=1202758140639.3999,=8.8193,=0.1124,=20.4595,=12.9366,=10.5413
2024-10-14,=925.9600,=949.6600,=3218666661756.0601,=1910695863278,=1238408156380.4341,=9.0543,=0.1233,=20.4793,=12.9388,=10.5413
2024-10-11,=898.9000,=921.9100,=3112052729435.2700,=1859071039125,=1204151618514.1648,=8.8812,=0.1136,=20.4793,=12.9445,=10.5451
2024-10-10,=954.1700,=978.5900,=3299033516913.8901,=1969460987519,=1278218653599.2036,=9.4550,=0.1333,=20.4793,=12.9502,=10.5505
2024-10-09,=997.8500,=1023.3600,=3441040074042.0103,=2044236632162,=1335349665940.3594,=10.5505,=0.1992,=20.4793,=12.9504,=10.5512
2024-10-08,=1023.9700,=1050.1400,=3503558001102.5591,=2130779388458,=1375665637023.5188,=11.0134,=0.2868,=20.4793,=12.9505,=10.5529
2024-09-30,=872.3700,=894.6600,=2991040647355.1602,=1822793246691,=1172024587990.8181,=9.4339,=0.1318,=20.4936,=12.9553,=10.5512
2024-09-27,=740.0200,=758.9300,=2541033483710.4902,=1550170257265,=996133532409.5389,=8.0356,=0.0669,=20.4936,=12.9601,=10.5529
2024-09-26,=693.1500,=710.8700,=2383010033854.3701,=1454440883708,=933007058864.1448,=7.5327,=0.0276,=20.4936,=12.9636,=10.5572
2024-09-25,=667.3400,=684.3900,=2299693154202.9307,=1401639966777,=897900009141.4441,=7.2009,=0.0217,=20.4936,=12.9671,=10.5735
2024-09-24,=667.0500,=684.1000,=2293059718467.5195,=1399881943890,=897901491726.8966,=7.1783,=0.0207,=20.4936,=12.9746,=10.5862
2024-09-23,=643.0400,=659.4800,=2213250974141.1611,=1349721838151,=865036929619.0514,=6.9136,=0.0040,=20.4973,=12.9821,=10.5862
2024-09-20,=648.3600,=664.9300,=2231069200680.3999,=1353896509601,=873082977227.5282,=7.0318,=0.0109,=20.4973,=12.9961,=10.5910
2024-09-19,=651.4700,=668.1200,=2238581708975.6904,=1356674917471,=876646105379.0291,=7.0868,=0.0129,=20.4973,=13.0101,=10.5940
2024-09-18,=647.4100,=663.9600,=2220242184887.3696,=1347417493308,=870999144728.3350,=7.0435,=0.0119,=20.4973,=13.0136,=10.6144
2024-09-13,=655.0500,=671.7900,=2200046115296.6401,=1325773183847,=860311626827.2604,=6.8682,=0.0010,=20.4973,=13.0171,=10.6174
2024-09-12,=658.8500,=675.6900,=2211646552856.5996,=1333947702534,=866343863469.5737,=6.9109,=0.0010,=20.5082,=13.0182,=10.6174
2024-09-11,=664.3300,=681.3100,=2227511875208.3296,=1344945300972,=873413369651.7100,=6.9619,=0.0040,=20.5082,=13.0192,=10.6227
2024-09-10,=660.0100,=676.8800,=2218268671442.1499,=1333019738559,=867692825552.1914,=6.9131,=0.0010,=20.5082,=13.0214,=10.6418
2024-09-09,=654.9400,=671.6800,=2205687094674.3999,=1322706875217,=861457875313.0389,=6.8655,=0,=20.5082,=13.0236,=10.6503
2024-09-06,=662.3400,=679.2700,=2230069706242.9800,=1339510414871,=871390507830.7501,=6.9181,=0,=20.5082,=13.0238,=10.6658
2024-09-05,=671.2600,=688.4200,=2260135450110.6899,=1357722849588,=884639664026.5475,=7.0319,=0.0050,=20.5095,=13.0240,=10.6658
2024-09-04,=672.2800,=689.4700,=2261721571666.4404,=1357230940451,=882591412696.9054,=6.9961,=0.0010,=20.5095,=13.0278,=10.6712
2024-09-03,=674.9600,=692.2100,=2272022154271.0098,=1360161621023,=886073303282.1910,=7.0179,=0.0030,=20.5095,=13.0316,=10.6723
2024-09-02,=670.0100,=687.1400,=2262294795221.6299,=1348974757601,=877955822520.7323,=6.9348,=0,=20.5095,=13.0355,=10.6817
2024-08-30,=694.1600,=711.9100,=2337365408860.9800,=1391171195151,=894166910341.5052,=7.1711,=0.0060,=20.5095,=13.0393,=10.6838
2024-08-29,=679.5900,=696.9600,=2291863399429.7202,=1364591475251,=872355097351.4342,=7.1012,=0.0020,=20.5103,=13.0420,=10.6838
2024-08-28,=671.2200,=688.3800,=2267706907485.5000,=1346635946735,=861061860045.8174,=7.0006,=0,=20.5103,=13.0448,=10.6844
2024-08-27,=674.3500,=691.5800,=2274659824424.4600,=1355255644917,=863393197679.4193,=7.0064,=0,=20.5103,=13.0478,=10.7004
2024-08-26,=682.5000,=699.9400,=2304736434099.8896,=1373325438783,=869463294976.2631,=7.1305,=0.0010,=20.5103,=13.0507,=10.7005
2024-08-23,=685.7600,=703.2900,=2319274844901.1211,=1379339439953,=872511294026.1754,=7.1052,=0,=20.5103,=13.0508,=10.7024
2024-08-22,=685.5300,=703.0500,=2314902974201.7705,=1376310868397,=862645489923.6429,=7.1671,=0,=20.5151,=13.0508,=10.7024
2024-08-21,=691.6400,=709.3100,=2335626224934.4604,=1388330524669,=870507816769.2836,=7.2178,=0,=20.5151,=13.0509,=10.7024
2024-08-20,=693.5200,=711.2500,=2344517994347.4102,=1391800255377,=874374483362.1426,=7.2674,=0,=20.5151,=13.0509,=10.7030
2024-08-19,=703.3200,=721.3000,=2376979882329.5796,=1409305684279,=885654380984.3993,=7.4325,=0,=20.5151,=13.0585,=10.7077
2024-08-16,=705.2200,=723.2500,=2381562324138.3906,=1407452738536,=888976380291.1506,=7.4790,=0,=20.5151,=13.0662,=10.7106
2024-08-15,=707.5500,=725.6400,=2388528869691.4204,=1411398218679,=891623526361.8881,=7.5462,=0.0010,=20.5218,=13.0705,=10.7106
2024-08-14,=700.9300,=718.8500,=2363689539637.5098,=1399796191126,=883764700170.4221,=7.5187,=0,=20.5218,=13.0748,=10.7168
2024-08-13,=710.7500,=728.9100,=2392113860007.2202,=1420380199015,=890906188078.0381,=7.6533,=0.0051,=20.5218,=13.0775,=10.7229
2024-08-12,=707.3300,=725.4100,=2381235583539.0801,=1413671356821,=886340372060.6567,=7.6213,=0.0010,=20.5218,=13.0803,=10.7267
2024-08-09,=705.5500,=723.5800,=2375057985938.0498,=1411183955942,=883426189505.5083,=7.6071,=0,=20.5218,=13.0849,=10.7287
2024-08-08,=708.9200,=727.0400,=2382260686022.4399,=1418419473309,=889284989627.4656,=7.7095,=0.0102,=20.5389,=13.0896,=10.7287
2024-08-07,=707.5900,=725.1200,=2379447381910.3296,=1416151978218,=887616741936.9927,=7.7005,=0.0082,=20.5389,=13.0933,=10.7351
2024-08-06,=713.8600,=731.5500,=2395198340079.2603,=1427261187250,=895029419478.6240,=7.7657,=0.0102,=20.5389,=13.0970,=10.7418
2024-08-05,=704.3000,=721.7500,=2365806046552.5698,=1408381973268,=882790333587.9281,=7.6501,=0.0020,=20.5389,=13.1010,=10.7543
2024-08-02,=725.6600,=743.6400,=2429056731747.1094,=1440186516843,=908982572075.8566,=7.8776,=0.0153,=20.5389,=13.1050,=10.7566
2024-08-01,=738.8700,=757.1800,=2467425868910.0801,=1465270024082,=924703577105.7660,=8.0141,=0.0276,=20.5427,=13.1102,=10.7566
2024-07-31,=743.3700,=761.7900,=2478772033813.0098,=1476999975602,=930187793601.5616,=8.0329,=0.0287,=20.5427,=13.1154,=10.7577
2024-07-30,=710.0100,=727.5600,=2374645828450.0298,=1410447281144,=889302893986.6179,=7.6744,=0.0062,=20.5427,=13.1201,=10.7595
2024-07-29,=707.6000,=724.8300,=2369068745202.9102,=1409071076335,=885783486538.0834,=7.6447,=0.0010,=20.5427,=13.1248,=10.7704
2024-07-26,=719.8700,=737.4100,=2415438823505.0303,=1430372091036,=901218380671.5298,=7.7380,=0.0062,=20.5427,=13.1249,=10.7758
2024-07-25,=713.8800,=730.9400,=2393230467249.9097,=1420190091467,=892747422859.8162,=7.6556,=0.0021,=20.5442,=13.1250,=10.7758
2024-07-24,=713.3200,=730.3200,=2386635810664.2300,=1417479556506,=891945017124.7086,=7.6713,=0.0031,=20.5442,=13.1261,=10.7851
2024-07-23,=721.1100,=738.2500,=2411162314559.3696,=1433210657717,=903052831244.1158,=7.8011,=0.0062,=20.5442,=13.1272,=10.7882
2024-07-22,=752,=769.8700,=2506747147024.4800,=1492692152436,=941229468181.2000,=8.1490,=0.0258,=20.5442,=13.1310,=10.7899
2024-07-19,=749.4700,=767.2800,=2499332593780.6792,=1488779983925,=937405920861.5120,=8.0843,=0.0238,=20.5442,=13.1348,=10.7945
2024-07-18,=735.4100,=752.8500,=2445960797842.8198,=1459538088976,=920152774229.8252,=7.9819,=0.0186,=20.5486,=13.1356,=10.7945
2024-07-17,=729,=746.2200,=2421335005947.7900,=1445787535229,=912284219085.6416,=7.9337,=0.0135,=20.5486,=13.1363,=10.7984
2024-07-16,=732.0600,=749.3600,=2436325778671.5498,=1449146408881,=915871185890.2122,=7.9688,=0.0155,=20.5486,=13.1384,=10.8073
2024-07-15,=715.8600,=732.7700,=2392240366923.8203,=1417084139911,=898694875173.2561,=7.9019,=0.0114,=20.5486,=13.1405,=10.8142
2024-07-12,=718.3700,=735.3400,=2402784026286.7002,=1427021027000,=902636664880.2948,=7.9170,=0.0114,=20.5486,=13.1437,=10.8233
2024-07-11,=718.0400,=735,=2405086740921.7305,=1430307766169,=901903973353.5586,=7.8958,=0.0104,=20.5618,=13.1469,=10.8233
2024-07-10,=710.3700,=727.1500,=2381417223841.0796,=1413034434854,=891160481174.0129,=7.8017,=0.0062,=20.5618,=13.1503,=10.8234
2024-07-09,=709.8900,=726.6600,=2382298877733.8901,=1411361635245,=890698293238.2158,=7.8182,=0.0073,=20.5618,=13.1536,=10.8234
2024-07-08,=692.4900,=708.8500,=2324638669249.5000,=1378277154479,=870076650084.6586,=7.6680,=0.0021,=20.5618,=13.1594,=10.8251
2024-07-05,=698.8500,=715.3600,=2349515923559.3706,=1391761764694,=878100172074.7296,=7.7708,=0.0031,=20.5618,=13.1653,=10.8394
2024-07-04,=690.3800,=706.6800,=2320572412289.3589,=1375931579036,=866876639602.3251,=7.6535,=0.0010,=20.5668,=13.1682,=10.8394
2024-07-03,=701.7800,=718.3600,=2356800864683.9204,=1399717918820,=881324998125.5536,=7.8177,=0.0031,=20.5668,=13.1710,=10.8626
2024-07-02,=699.1200,=715.6400,=2350639360482.6504,=1397587764865,=877645457556.6338,=7.7919,=0.0021,=20.5668,=13.1845,=10.8647
2024-07-01,=709.6000,=726.3200,=2381405673666.9497,=1419155426688,=890498871422.4338,=7.8828,=0.0021,=20.5668,=13.1979,=10.8727
2024-06-28,=712.0800,=728.8600,=2384721447991.9009,=1426566252502,=894746075230.4059,=7.9387,=0.0021,=20.5668,=13.2049,=10.8750
2024-06-27,=715.3600,=732.0600,=2387326608439.2104,=1435218391071,=899123087425.6619,=7.9863,=0.0042,=20.5735,=13.2118,=10.8750
2024-06-26,=729.6400,=746.6800,=2434806276583.8301,=1464171619450,=917074315683.5840,=8.1362,=0.0074,=20.5735,=13.2119,=10.8762
2024-06-25,=717.7500,=734.5100,=2396229207646.5601,=1439920387863,=901976364144.9480,=7.9996,=0.0042,=20.5735,=13.2120,=10.8781
2024-06-24,=739.1400,=756.4000,=2465244353398.4692,=1478813805080,=928411234449.9940,=8.2150,=0.0074,=20.5735,=13.2122,=10.8905
2024-06-21,=758.3700,=776.0800,=2533429379761.0908,=1515272008959,=952309703782.4060,=8.4152,=0.0158,=20.5735,=13.2124,=10.8921
2024-06-20,=755.1500,=772.6800,=2525844234765.7402,=1509033815381,=947916358875.9358,=8.3926,=0.0148,=20.5868,=13.2141,=10.8921
2024-06-19,=751.6900,=768.6100,=2514240479821.2988,=1503711710804,=943301753762.0680,=8.3382,=0.0106,=20.5868,=13.2159,=10.8951
2024-06-18,=756.9000,=773.7700,=2535594313634.0498,=1516593278163,=950170144924.4780,=8.4308,=0.0233,=20.5868,=13.2203,=10.8975
2024-06-17,=757.1100,=773.8500,=2535807227530.1504,=1517591234851,=949962970610.7180,=8.4503,=0.0191,=20.5868,=13.2247,=10.8985
2024-06-14,=754.2600,=770.8600,=2487107403080.5205,=1502965298041,=945928162252.7760,=8.6075,=0.0308,=20.5868,=13.2371,=10.9240
2024-06-13,=758.9800,=775.6600,=2509342200616.9399,=1512105311383,=953831456312.7976,=8.7023,=0.0382,=20.6083,=13.2496,=10.9240
2024-06-12,=754.9300,=771.5000,=2495651574877.7300,=1503302705043,=949055941017.2482,=8.6014,=0.0298,=20.6083,=13.2513,=10.9241
2024-06-11,=755.8300,=772.3500,=2502028057490.9897,=1502986666130,=950015669165.2180,=8.5852,=0.0277,=20.6083,=13.2529,=10.9290
2024-06-07,=737.9300,=754.0300,=2449595458925.7104,=1462801322510,=928432183993.4778,=8.3760,=0.0117,=20.6083,=13.2559,=10.9328
2024-06-06,=743.2300,=758.3200,=2463271441194.4502,=1475140285075,=935832504277.9301,=8.4407,=0.0171,=20.6083,=13.2588,=10.9340
2024-06-05,=752.0400,=766.8800,=2488902278064.9702,=1492745423023,=946357088995.8719,=8.5497,=0.0213,=20.6122,=13.2610,=10.9340
2024-06-04,=753.6400,=768.5100,=2488695276638.6699,=1496887058218,=948024144079.8680,=8.5437,=0.0203,=20.6122,=13.2633,=10.9378
2024-06-03,=750.4300,=765.2300,=2473260511359.4897,=1489260688783,=943328223772.8524,=8.4757,=0.0193,=20.6122,=13.2639,=10.9411
2024-05-31,=743.2300,=757.8900,=2453545103471.4497,=1474473500079,=933784337269.2760,=8.4231,=0.0150,=20.6122,=13.2645,=10.9419
2024-05-30,=742.7000,=757.2500,=2447733418240.3999,=1473337645691,=932956647983.2098,=8.3901,=0.0118,=20.6122,=13.2740,=10.9451
2024-05-29,=734.3300,=748.4100,=2416061258652.7100,=1460496471175,=922412493261.5104,=8.3140,=0.0097,=20.6247,=13.2834,=10.9451
2024-05-28,=734.8500,=748.9400,=2417485396582.5801,=1461133049893,=922484211281.9280,=8.3744,=0.0097,=20.6247,=13.2835,=10.9470
2024-05-27,=738.6500,=752.8100,=2431579412826.9907,=1468391761218,=927176974891.0880,=8.4240,=0.0118,=20.6247,=13.2836,=10.9475
2024-05-24,=727.2100,=741.1500,=2392548868757.4404,=1450673367581,=913848375158.6340,=8.2974,=0.0086,=20.6247,=13.2851,=10.9476
2024-05-23,=742.4000,=756.6100,=2436667196700.5200,=1482129086793,=931739315706.7679,=8.4625,=0.0108,=20.6247,=13.2867,=10.9503
2024-05-22,=754.9700,=769.4100,=2479976593219.4404,=1506721451916,=947349784353.2502,=8.6233,=0.0162,=20.6286,=13.2881,=10.9503
2024-05-21,=748.2400,=762.5500,=2455495935844.1396,=1495955897191,=938235243752.0800,=8.5618,=0.0130,=20.6286,=13.2896,=10.9533
2024-05-20,=753.5400,=767.9600,=2474751329420.2705,=1504512423605,=944256123209.1158,=8.6651,=0.0162,=20.6286,=13.2910,=10.9550
2024-05-17,=754.4200,=768.8500,=2480509182630,=1507107738009,=946319486070.4102,=8.6951,=0.0195,=20.6286,=13.2924,=10.9558
2024-05-16,=746.4700,=760.6300,=2454646743811.5898,=1492203958753,=937616866427.4700,=8.6010,=0.0141,=20.6286,=13.2929,=10.9597
2024-05-15,=749.4700,=763.6900,=2465051705840.3701,=1501975929604,=942525131835.6100,=8.6600,=0.0141,=20.6360,=13.2933,=10.9597
2024-05-14,=760.3000,=774.7300,=2499078549690.6196,=1523354912175,=956597545377.5698,=8.7523,=0.0185,=20.6360,=13.2934,=10.9613
2024-05-13,=763.6900,=778.1800,=2510068865890.4297,=1531439491845,=961104203723.0900,=8.7961,=0.0196,=20.6360,=13.2935,=10.9672
2024-05-10,=767.1700,=781.7300,=2523356259068.4502,=1537155567866,=965779991654.6200,=8.8871,=0.0207,=20.6360,=13.2951,=10.9684
2024-05-09,=778.8700,=793.6500,=2557872123557.1504,=1557779842233,=979351877906.3496,=9.0422,=0.0283,=20.6360,=13.2968,=10.9708
2024-05-08,=761.6600,=776.1100,=2501379478775.2891,=1524149370562,=959383986004.3101,=8.9142,=0.0229,=20.6664,=13.2986,=10.9708
2024-05-07,=769.7900,=784.4000,=2523253880113.3301,=1538365452021,=969814241623.7000,=8.9931,=0.0251,=20.6664,=13.3005,=10.9717
2024-05-06,=777.6600,=792.4200,=2544189821373.7500,=1555510103570,=979150563123.7100,=9.0576,=0.0262,=20.6664,=13.3043,=10.9811
2024-04-30,=767.4600,=782.0200,=2501767556898.3799,=1519732937848,=964413387094.8800,=8.8882,=0.0208,=20.6664,=13.3081,=10.9888
2024-04-29,=776.1500,=790.8800,=2532561297439.4600,=1535668371210,=982583050460.9602,=9.0589,=0.0252,=20.6664,=13.3153,=10.9963
