日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB中位数,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2026-04-02,=1262.1800,=1300.9700,=4451249320747.7910,=3642972348032,=2048152159026.0601,=5.4478,=0.4627,=7.5652,=5.5517,=4.5952
2026-04-01,=1298.2000,=1338.0900,=4580507617119.3496,=3745747860963,=2107803520596.2190,=5.6150,=0.5181,=7.5652,=5.5527,=4.5952
2026-03-31,=1256.3300,=1294.9300,=4431333813583.9893,=3617998360237,=2038339318549.6003,=5.3384,=0.4285,=7.6110,=5.5517,=4.5952
2026-03-30,=1289.7800,=1329.4100,=4534324269964.3906,=3705210833802,=2079769706122.7209,=5.3388,=0.4288,=7.6110,=5.5527,=4.5952
2026-03-27,=1300.7600,=1340.7300,=4579780902493.0293,=3738200832693,=2094225818196.6704,=5.2509,=0.4007,=7.6110,=5.5533,=4.5952
2026-03-26,=1288.8100,=1328.4100,=4530806819127.3291,=3695303895456,=2075770398451.9199,=5.1726,=0.3741,=7.6110,=5.5538,=4.5952
2026-03-25,=1315.4100,=1355.8300,=4625431271788.5098,=3759714460672,=2118463891486.6699,=5.3718,=0.4399,=7.6110,=5.5546,=4.5952
2026-03-24,=1290.7900,=1330.4500,=4553176857007.2402,=3691469054523,=2077881657566.0801,=5.3278,=0.4242,=7.6160,=5.5554,=4.5916
2026-03-23,=1261.4400,=1300.2000,=4448549633247.7891,=3598082232128,=2030333966237.7605,=5.2303,=0.3939,=7.6160,=5.5560,=4.5916
2026-03-20,=1318.3100,=1358.8200,=4646396362249.2793,=3759098788702,=2122053138902.3701,=5.5344,=0.4934,=7.6160,=5.5567,=4.5916
2026-03-19,=1339.0300,=1380.1800,=4727101916454.5508,=3813505269348,=2140516848408.2903,=5.7505,=0.5493,=7.6160,=5.5573,=4.5916
2026-03-18,=1372.5800,=1414.7500,=4832539530372.2002,=3907072832863,=2193679094921.3796,=5.9041,=0.6001,=7.6160,=5.5567,=4.5916
2026-03-17,=1354.1500,=1395.7600,=4781543805899.0703,=3864392271551,=2164440428935.8401,=5.7487,=0.5494,=7.6490,=5.5560,=4.5886
2026-03-16,=1384.9900,=1427.5400,=4891573130805.1387,=3949816296177,=2211616683164.6499,=5.8811,=0.5915,=7.6490,=5.5554,=4.5886
2026-03-13,=1373.6400,=1415.8400,=4769400208537.2695,=3860339698329,=2122649392845.2104,=5.4511,=0.4623,=7.6490,=5.5546,=4.5886
2026-03-12,=1383.6500,=1426.1700,=4799699192072.3994,=3893792028028,=2138281269237.1101,=5.4741,=0.4692,=7.6490,=5.5554,=4.5886
2026-03-11,=1401.0800,=1444.1400,=4854167987477.3594,=3937429774583,=2163643552048.3501,=5.4393,=0.4600,=7.6490,=5.5560,=4.5886
2026-03-10,=1420.5400,=1464.1900,=4910582299224.8896,=3995047431202,=2196795112451.6997,=5.4880,=0.4736,=7.6563,=5.5567,=4.5884
2026-03-09,=1390.4800,=1433.2100,=4796964176910.1201,=3901184112854,=2149277814100.4399,=5.3657,=0.4409,=7.6563,=5.5573,=4.5884
2026-03-06,=1414.3900,=1457.8600,=4874844721291.7207,=3967387968985,=2187769172956.9199,=5.4893,=0.4743,=7.6563,=5.5578,=4.5884
2026-03-05,=1405.3500,=1448.5400,=4853157937083.1113,=3947848623113,=2178368245995.5400,=5.5113,=0.4805,=7.6563,=5.5610,=4.5884
2026-03-04,=1381.5600,=1424.0100,=4774814404887.0811,=3874937161467,=2139525186811.8301,=5.5190,=0.4845,=7.6563,=5.5642,=4.5884
2026-03-03,=1388.4100,=1431.0700,=4818343196328.2793,=3905585429403,=2152551888521.4500,=5.5213,=0.4849,=7.6990,=5.5661,=4.5880
2026-03-02,=1464.7700,=1509.7800,=5067923507461.3203,=4116617248634,=2271667151348.5405,=5.9076,=0.5988,=7.6990,=5.5680,=4.5880
2026-02-27,=1488.0200,=1533.7500,=5135855465398.1699,=4165304159787,=2305344565949.5908,=5.9827,=0.6221,=7.6990,=5.5661,=4.5880
2026-02-26,=1485.8600,=1531.5200,=5138564262704.1396,=4159952518047,=2301650967225.1099,=6.0192,=0.6344,=7.6990,=5.5642,=4.5880
2026-02-25,=1473.2800,=1518.5600,=5081987488958.0195,=4103659447297,=2276447678483.0010,=5.9982,=0.6268,=7.6990,=5.5610,=4.5880
2026-02-24,=1465.3700,=1510.3900,=5052837077620.5596,=4077626095054,=2264355982564.6499,=6.0763,=0.6501,=7.7011,=5.5578,=4.5856
2026-02-13,=1470.3300,=1515.5100,=5088155530519.8203,=4111789846928,=2275957635251.3398,=5.9286,=0.6092,=7.7011,=5.5573,=4.5856
2026-02-12,=1480.9900,=1526.5000,=5117248241962.6289,=4145444244760,=2291869880327.7305,=5.9213,=0.6074,=7.7011,=5.5567,=4.5856
2026-02-11,=1455.1100,=1499.8300,=5030926712444.6895,=4071917124621,=2251837173453.3301,=5.9123,=0.6042,=7.7011,=5.5560,=4.5856
2026-02-10,=1471.5000,=1516.7100,=5082597499353.1592,=4115179618710,=2279110907769.1602,=6.0245,=0.6358,=7.7011,=5.5554,=4.5856
2026-02-09,=1458.1600,=1502.9700,=5033334952863.8203,=4073834680040,=2256487354740.2988,=5.9645,=0.6192,=7.7097,=5.5546,=4.5847
2026-02-06,=1422.4100,=1466.1100,=4907902080624.0195,=3979797176291,=2198970925373.6399,=5.8278,=0.5750,=7.7097,=5.5538,=4.5847
2026-02-05,=1432.5200,=1476.5400,=4922660724633.1602,=3999579278552,=2214575529949.9702,=5.8561,=0.5836,=7.7097,=5.5533,=4.5847
2026-02-04,=1453.4800,=1498.1400,=5004696358909.3203,=4057072486298,=2246514726084.9502,=5.9073,=0.6019,=7.7097,=5.5527,=4.5847
2026-02-03,=1471.0700,=1516.2700,=5058636856897.0703,=4107276191621,=2278511366372.7095,=5.8584,=0.5845,=7.7097,=5.5517,=4.5847
2026-02-02,=1450.9000,=1495.4800,=5028461393339.6484,=4076845301619,=2256609885739.5405,=5.6627,=0.5313,=7.7228,=5.5508,=4.5787
2026-01-30,=1509.4000,=1555.7800,=5233180562621.7998,=4233154400409,=2345084068270.6997,=5.8256,=0.5735,=7.7228,=5.5500,=4.5787
2026-01-29,=1507.6400,=1553.9700,=5241255718198.9902,=4239199810460,=2337264026977.7808,=5.9658,=0.6179,=7.7228,=5.5493,=4.5787
2026-01-28,=1554.8000,=1602.5300,=5407343038347.3691,=4359905168290,=2413172986464.0103,=6.3685,=0.6878,=7.7228,=5.5477,=4.5787
2026-01-27,=1555.9800,=1603.7400,=5396761044928.3604,=4373769920497,=2413133526538.0098,=6.4550,=0.6996,=7.7228,=5.5462,=4.5787
2026-01-26,=1532.8000,=1579.8500,=5328017948159.6094,=4328811037169,=2380445167264.0801,=6.3608,=0.6874,=7.7229,=5.5456,=4.5741
2026-01-23,=1553.7100,=1601.4000,=5422205043151.9404,=4402548931292,=2414560492814.7397,=6.0289,=0.6377,=7.7229,=5.5450,=4.5741
2026-01-22,=1541.6400,=1588.9600,=5403503776741.7402,=4291465851126,=2401651092270.2700,=5.9475,=0.6142,=7.7229,=5.5409,=4.5741
2026-01-21,=1535.3900,=1582.5200,=5394489371909.4707,=4275194948772,=2392593192242.7705,=5.9578,=0.6162,=7.7229,=5.5367,=4.5741
2026-01-20,=1482.9900,=1528.5200,=5208720685076.0381,=4122872927454,=2306396274118.0103,=5.8452,=0.5851,=7.7229,=5.5330,=4.5741
2026-01-19,=1506.8600,=1553.1100,=5314091514972.2500,=4203228284657,=2347430831011.3101,=6.0664,=0.6419,=7.7257,=5.5292,=4.5741
2026-01-16,=1514.0700,=1560.5400,=5328026889794.8203,=4208228923032,=2355761566892.1997,=6.0198,=0.6341,=7.7257,=5.5290,=4.5741
2026-01-15,=1493.9500,=1539.8000,=5266041833670.2900,=4166603316487,=2326829961590.9497,=6.0744,=0.6459,=7.7257,=5.5288,=4.5741
2026-01-14,=1500.9100,=1546.9800,=5304336909748.7500,=4196059901038,=2336492758552.0200,=6.0671,=0.6426,=7.7257,=5.5287,=4.5741
2026-01-13,=1469.5700,=1514.6800,=5200169538465.8896,=4097571228196,=2285649737412.6499,=6.0987,=0.6529,=7.7257,=5.5285,=4.5741
2026-01-12,=1511.8400,=1558.2400,=5362961404578.7197,=4233669728131,=2356437454285.3389,=6.3393,=0.6843,=7.7497,=5.5272,=4.5730
2026-01-09,=1475.9700,=1521.2700,=5266011385499.2002,=4131619333352,=2304032635765.6499,=6.2687,=0.6772,=7.7497,=5.5258,=4.5730
2026-01-08,=1455.1700,=1499.8400,=5201328313498.6406,=4064282650007,=2272216178635.9995,=6.0100,=0.6332,=7.7497,=5.5255,=4.5730
2026-01-07,=1443.3900,=1487.6900,=5143889489324.5801,=4005366640087,=2248604092767.7002,=5.9676,=0.6231,=7.7497,=5.5252,=4.5730
2026-01-06,=1429.3000,=1473.1800,=5112943238435.8408,=3966648493916,=2226879673802.0698,=5.8963,=0.6054,=7.7497,=5.5246,=4.5730
2026-01-05,=1403.4100,=1446.4900,=5034827969830.7412,=3906135209301,=2188237795605.8604,=5.8105,=0.5756,=7.7521,=5.5240,=4.5707
2025-12-31,=1344.2000,=1385.4600,=4841677758938.4600,=3760130218349,=2092443760108.1096,=5.6517,=0.5367,=7.7521,=5.5237,=4.5707
2025-12-30,=1359.8700,=1401.6200,=4900947411295.3398,=3803758234469,=2119844775256.8999,=5.6450,=0.5356,=7.7521,=5.5233,=4.5707
2025-12-29,=1346.3200,=1387.6500,=4842602142837.7588,=3742956750294,=2094249404241.2800,=5.6593,=0.5383,=7.7521,=5.5231,=4.5707
2025-12-26,=1345.8300,=1387.1400,=4831371318796.4697,=3717697259529,=2089068616771.5403,=5.7534,=0.5599,=7.7521,=5.5230,=4.5707
2025-12-25,=1349.0600,=1390.4700,=4846221243179.7813,=3731774673226,=2095887543133.1597,=5.8650,=0.5930,=7.7655,=5.5227,=4.5701
2025-12-24,=1352.1300,=1393.6300,=4854652417646.2295,=3735786626322,=2100218467484.3401,=5.8303,=0.5836,=7.7655,=5.5225,=4.5701
2025-12-23,=1340.0200,=1381.1500,=4806661417800,=3708915589645,=2082340307291.3003,=5.7070,=0.5521,=7.7655,=5.5204,=4.5701
2025-12-22,=1335.2500,=1376.2300,=4785365583100.2100,=3661505080839,=2071081294836.7500,=5.7081,=0.5525,=7.7655,=5.5183,=4.5701
2025-12-19,=1308.5900,=1348.7600,=4669615549955.0391,=3587881010745,=2027341763394.4597,=5.6398,=0.5369,=7.7655,=5.5172,=4.5701
2025-12-18,=1305.9700,=1346.0500,=4660473449369.4805,=3587107994141,=2024367610040.7000,=5.6019,=0.5244,=7.7855,=5.5161,=4.5700
2025-12-17,=1325.3300,=1366.0200,=4728654084633.6416,=3647901011205,=2055146203106.5190,=5.7083,=0.5523,=7.7855,=5.5160,=4.5700
2025-12-16,=1293.3800,=1333.0800,=4609890569664.3516,=3551594976607,=2004050465241.7695,=5.6369,=0.5359,=7.7855,=5.5160,=4.5700
2025-12-15,=1318.9100,=1359.3900,=4704416204174.1494,=3625584386996,=2046206805449.7705,=5.7005,=0.5485,=7.7855,=5.5153,=4.5700
2025-12-12,=1348.8800,=1390.2900,=4758227049596.9482,=3663386579779,=2070660797746.3503,=5.5450,=0.5107,=7.7855,=5.5145,=4.5700
2025-12-11,=1325.8300,=1366.5300,=4679700318926.6387,=3609500702818,=2036288726454.6599,=5.3580,=0.4552,=7.8012,=5.5141,=4.5626
2025-12-10,=1346.7000,=1388.0400,=4758892226746.4717,=3669689042030,=2069509975515.6304,=5.3349,=0.4472,=7.8012,=5.5145,=4.5626
2025-12-09,=1347.1100,=1388.4600,=4758513205768.5313,=3671887429944,=2071233055715.7000,=5.3504,=0.4529,=7.8012,=5.5153,=4.5626
2025-12-08,=1350.8000,=1392.2600,=4766072138989.5488,=3672232084550,=2075886717486.6697,=5.3496,=0.4517,=7.8012,=5.5160,=4.5626
2025-12-05,=1326.1000,=1366.8100,=4673088661801.4287,=3599902755355,=2035335874340.1001,=5.3789,=0.4612,=7.8012,=5.5160,=4.5626
2025-12-04,=1326.1600,=1366.8700,=4677418216350.5215,=3602252455537,=2036559935585.6699,=5.4854,=0.4900,=7.8020,=5.5161,=4.5590
2025-12-03,=1308.3700,=1348.5300,=4607576259151.9404,=3552196185168,=2006319197720.7100,=5.5136,=0.4973,=7.8020,=5.5172,=4.5590
2025-12-02,=1320.1600,=1360.6600,=4650426506870.5195,=3582579172666,=2024090180457.6609,=5.5735,=0.5185,=7.8020,=5.5183,=4.5590
2025-12-01,=1336.7600,=1377.7600,=4710630924193.8398,=3631730560106,=2051223057055.0601,=5.6799,=0.5404,=7.8020,=5.5172,=4.5590
2025-11-28,=1327.1500,=1367.8600,=4678021451228.6709,=3597015189411,=2036365322054.9299,=5.4836,=0.4900,=7.8020,=5.5161,=4.5590
2025-11-27,=1310.7000,=1350.9100,=4625762450748.2998,=3555466094869,=2011501887112.3101,=5.3900,=0.4672,=7.8036,=5.5172,=4.5590
2025-11-26,=1315.0400,=1355.3800,=4636150051002.1504,=3564694902958,=2017398062719.2500,=5.4611,=0.4846,=7.8036,=5.5183,=4.5590
2025-11-25,=1302.1700,=1342.1100,=4586375486962.7607,=3520383108283,=1994786843459.5305,=5.4393,=0.4788,=7.8036,=5.5204,=4.5590
2025-11-24,=1296.6000,=1336.3800,=4563680687943.2090,=3509299897878,=1986725377644.4304,=5.3884,=0.4675,=7.8036,=5.5225,=4.5590
2025-11-21,=1285.8300,=1325.2800,=4532770441676.5293,=3476705871243,=1970936339837.2896,=5.2520,=0.4246,=7.8036,=5.5227,=4.5590
2025-11-20,=1328.1900,=1368.9300,=4682944567863.3408,=3591597439696,=2038367045741.5696,=5.2309,=0.4180,=7.8152,=5.5230,=4.5584
2025-11-19,=1344.8000,=1386.0500,=4723930645436.2500,=3633886433061,=2062621387236.4600,=5.2812,=0.4307,=7.8152,=5.5231,=4.5584
2025-11-18,=1357.9300,=1399.5800,=4769010005128.5078,=3663735388798,=2081969109789.4199,=5.3235,=0.4442,=7.8152,=5.5233,=4.5584
2025-11-17,=1354.0400,=1395.5800,=4752846879084.8496,=3648802536795,=2073816498123.7395,=5.3210,=0.4430,=7.8152,=5.5237,=4.5584
2025-11-14,=1361.2300,=1402.9900,=4780293557459.6797,=3671557250561,=2085491023541.7000,=5.4354,=0.4736,=7.8152,=5.5240,=4.5584
2025-11-13,=1399.2900,=1442.2200,=4915212474856.4492,=3773801068035,=2144003118854.8110,=5.4444,=0.4771,=7.8252,=5.5246,=4.5565
2025-11-12,=1379.4500,=1421.7700,=4840719037985.3604,=3728351999149,=2113674074606.4895,=5.4067,=0.4673,=7.8252,=5.5252,=4.5565
2025-11-11,=1387.5300,=1430.1000,=4849431255837.3594,=3740892943637,=2122198538843.3391,=5.5527,=0.5066,=7.8252,=5.5255,=4.5565
2025-11-10,=1407.5600,=1450.7400,=4925222549846.0703,=3804894374760,=2155589849842.8904,=5.5722,=0.5132,=7.8252,=5.5252,=4.5565
2025-11-07,=1415.6900,=1459.1200,=4967446052204.1104,=3836348992998,=2171141064035.4900,=5.5680,=0.5113,=7.8252,=5.5246,=4.5565
2025-11-06,=1436.8600,=1480.9400,=5047798125311.3398,=3898294176472,=2205375482202.9902,=5.5694,=0.5117,=7.8295,=5.5240,=4.5559
2025-11-05,=1390.3900,=1433.0500,=4871599332303.3291,=3755882067348,=2127610283190.5400,=5.5292,=0.5043,=7.8295,=5.5237,=4.5559
2025-11-04,=1387.2400,=1429.8000,=4857589060404.6895,=3751095883485,=2123413840410.3799,=5.5554,=0.5086,=7.8295,=5.5233,=4.5559
2025-11-03,=1400.8600,=1443.8300,=4904400778865.8291,=3785928381893,=2142773305020.1211,=5.6074,=0.5168,=7.8295,=5.5231,=4.5559
2025-10-31,=1415.5300,=1458.9500,=4963216373351.7900,=3825464859087,=2167163218684.2505,=5.6391,=0.5266,=7.8295,=5.5230,=4.5559
2025-10-30,=1461.3000,=1505.9500,=5100290547698.8896,=3939103721444,=2231778472863.5498,=5.7822,=0.5552,=7.8324,=5.5227,=4.5556
2025-10-29,=1489.1200,=1534.6300,=5203983759832.1807,=4014629700134,=2269468869309.1904,=5.8714,=0.5807,=7.8324,=5.5225,=4.5556
2025-10-28,=1471.7300,=1516.7000,=5153548334171.7305,=3971893325244,=2242854145481.6387,=5.8334,=0.5733,=7.8324,=5.5204,=4.5556
2025-10-27,=1484.2100,=1529.5000,=5203216856569.7012,=4004877225785,=2258476950415.8779,=6.0748,=0.6334,=7.8324,=5.5183,=4.5556
2025-10-24,=1462.2200,=1506.8500,=5138061165275.0703,=3948733631256,=2226123603458.1147,=6.0203,=0.6229,=7.8324,=5.5172,=4.5556
2025-10-23,=1401.2600,=1444.0200,=4924297440856.7197,=3777161757439,=2128397791286.5190,=5.9108,=0.5959,=7.8446,=5.5161,=4.5533
2025-10-22,=1405.4100,=1448.3000,=4937419737356.4102,=3797138257029,=2136091999802.6023,=5.9828,=0.6121,=7.8446,=5.5160,=4.5533
2025-10-21,=1406.3200,=1449.0800,=4933473861322.9502,=3786252721335,=2133473592134.5601,=6.0390,=0.6268,=7.8446,=5.5160,=4.5533
2025-10-20,=1367.9000,=1409.4700,=4788846838723.8408,=3676445037553,=2071845124084.3877,=5.9628,=0.6091,=7.8446,=5.5153,=4.5533
2025-10-17,=1363.1700,=1404.5100,=4764942520657.2002,=3658198742882,=2062809584503.9253,=6.0143,=0.6222,=7.8446,=5.5145,=4.5533
2025-10-16,=1416.5800,=1459.4800,=4944418891197.3301,=3792053439594,=2142255360143.7605,=6.1777,=0.6527,=7.8460,=5.5126,=4.5500
2025-10-15,=1430,=1473.3100,=4987372527751.5498,=3826911927387,=2139654303011.8960,=6.2692,=0.6627,=7.8460,=5.5108,=4.5500
2025-10-14,=1410.3000,=1453.0200,=4899993106218.3398,=3757793131002,=2108257526072.4517,=6.3214,=0.6656,=7.8460,=5.5102,=4.5500
2025-10-13,=1473.0200,=1517.6300,=5141180034656.0996,=3928454543609,=2205083366977.2998,=6.5580,=0.6962,=7.8460,=5.5097,=4.5500
2025-10-10,=1452.6800,=1496.6800,=5035222228258.3398,=3874252989666,=2172216819611.4021,=6.4314,=0.6793,=7.8460,=5.5054,=4.5500
2025-10-09,=1539.0800,=1585.7000,=5349365841743.8711,=4106925010749,=2304954959164.3589,=6.7094,=0.7179,=7.8486,=5.5010,=4.5444
2025-09-30,=1495.2900,=1540.5800,=5232703957702.7607,=3995569962348,=2242284665074.5703,=6.4438,=0.6804,=7.8486,=5.5010,=4.5444
2025-09-29,=1470.4100,=1514.9500,=5154493949166.0117,=3952348926498,=2206144846168.2974,=6.1750,=0.6556,=7.8486,=5.5010,=4.5444
2025-09-26,=1450.8200,=1494.7700,=5097947945419.9805,=3916853718302,=2177162716461.3215,=6.2273,=0.6593,=7.8486,=5.5004,=4.5444
2025-09-25,=1474.4900,=1519.1500,=5173487959929.2813,=3991473838774,=2214869075971.9702,=6.2495,=0.6606,=7.8486,=5.4999,=4.5444
2025-09-24,=1456.4700,=1500.5300,=5116968856731.3301,=3942157113816,=2188965806666.8916,=6.0929,=0.6412,=7.8533,=5.4972,=4.5428
2025-09-23,=1407.3000,=1449.8800,=4947327634430.7393,=3819346804033,=2116286851137.0496,=6.0073,=0.6234,=7.8533,=5.4945,=4.5428
2025-09-22,=1408.6400,=1451.2600,=4966554559732.3008,=3836291910659,=2120086266092.6001,=5.8971,=0.6000,=7.8533,=5.4936,=4.5428
2025-09-19,=1362.6500,=1403.8700,=4793486017493.2607,=3706304523704,=2047822135641.4705,=5.7620,=0.5598,=7.8533,=5.4928,=4.5428
2025-09-18,=1380.3500,=1422.1100,=4861915280540.8398,=3769733170518,=2077090649466.9780,=5.7817,=0.5642,=7.8533,=5.4917,=4.5428
2025-09-17,=1370.4300,=1411.8900,=4812701808185.3994,=3748690896532,=2060557113312.6985,=5.8825,=0.5942,=7.8600,=5.4907,=4.5411
2025-09-16,=1358.0500,=1399.1300,=4742423054629.2002,=3730212613000,=2040025675392.4541,=5.8051,=0.5715,=7.8600,=5.4898,=4.5411
2025-09-15,=1340.4000,=1380.9500,=4681330951641.6211,=3677157361624,=2014373143114.6384,=5.7480,=0.5592,=7.8600,=5.4889,=4.5411
2025-09-12,=1338.0200,=1378.5000,=4620739657744.4502,=3619510455291,=2002570591174.5576,=5.7015,=0.5500,=7.8600,=5.4866,=4.5411
2025-09-11,=1326.0300,=1366.1500,=4601378951536.2900,=3590153827483,=1981599323746.2241,=5.7794,=0.5633,=7.8600,=5.4843,=4.5411
2025-09-10,=1259.1000,=1296.9400,=4352242424735.8198,=3385280222870,=1881849761379.3069,=5.5889,=0.5277,=7.8711,=5.4839,=4.5402
2025-09-09,=1245.5300,=1282.9000,=4318185081812.2822,=3348421676828,=1861522136515.6731,=5.4762,=0.4984,=7.8711,=5.4834,=4.5402
2025-09-08,=1275.8700,=1314.1500,=4463376138559.2598,=3398446114361,=1909021819511.7605,=5.8029,=0.5687,=7.8711,=5.4839,=4.5402
2025-09-05,=1268.5500,=1306.6200,=4446499357456.5215,=3357343388476,=1898257281709.8411,=5.6112,=0.5305,=7.8711,=5.4834,=4.5402
2025-09-04,=1226.9800,=1263.8000,=4319010717215.8110,=3240579009344,=1836947947223.9292,=5.5508,=0.5213,=7.8711,=5.4819,=4.5402
2025-09-03,=1306.4800,=1345.6800,=4555820666492.5703,=3465530916886,=1953862968572.0630,=5.8321,=0.5789,=7.8719,=5.4804,=4.5384
2025-09-02,=1328.2800,=1368.1300,=4604706693469.2998,=3533607223602,=1995133588592.6023,=5.9813,=0.6140,=7.8719,=5.4738,=4.5384
2025-09-01,=1357.1500,=1397.8700,=4681471177669.6201,=3606200340527,=2037708045175.3340,=5.9926,=0.6169,=7.8719,=5.4671,=4.5384
2025-08-29,=1341.3100,=1381.5600,=4628172441629.3701,=3535845880296,=2010016776421.6624,=5.8816,=0.5916,=7.8719,=5.4671,=4.5384
2025-08-28,=1364.6000,=1405.5500,=4727439752450.1289,=3619532279427,=2032479439839.7351,=5.9630,=0.6123,=7.8719,=5.4670,=4.5384
2025-08-27,=1272.5600,=1310.7400,=4379642951124.2002,=3384237857998,=1886975600157.5725,=5.7041,=0.5538,=7.8728,=5.4647,=4.5369
2025-08-26,=1270.8700,=1309,=4389031331149.9702,=3306640030939,=1882535527418.1589,=5.6767,=0.5469,=7.8728,=5.4623,=4.5369
2025-08-25,=1287.7300,=1326.3700,=4450097509525.8096,=3358953204108,=1902017765525.5583,=5.6552,=0.5433,=7.8728,=5.4613,=4.5369
2025-08-22,=1247.8600,=1285.3000,=4317809955978.9199,=3229466546049,=1839764061865.8030,=5.6899,=0.5502,=7.8728,=5.4603,=4.5369
2025-08-21,=1149.1500,=1183.6300,=3953232029783.7798,=2924063222895,=1692917614433.6541,=5.5642,=0.5280,=7.8728,=5.4596,=4.5369
2025-08-20,=1148.1500,=1182.6000,=3952128865162.6499,=2920098422400,=1691578040789.0752,=5.5010,=0.5106,=7.8737,=5.4589,=4.5367
2025-08-19,=1112.2700,=1145.4400,=3832580478926.1001,=2826870554543,=1635217128881.8081,=5.3367,=0.4703,=7.8737,=5.4574,=4.5367
2025-08-18,=1124.8200,=1158.3700,=3887232483793.1802,=2861615984119,=1654305704667.6218,=5.3646,=0.4789,=7.8737,=5.4589,=4.5367
2025-08-15,=1101.2900,=1134.1400,=3820548063678.1909,=2819276605592,=1619422368673.7629,=5.2104,=0.4337,=7.8737,=5.4596,=4.5367
2025-08-14,=1085.7400,=1118.1200,=3767756006288.9600,=2787397490375,=1596438246406.8347,=5.0977,=0.3909,=7.8737,=5.4603,=4.5367
2025-08-13,=1077.7000,=1109.8400,=3732971296341.6191,=2802512912007,=1584473685137.6040,=5.2262,=0.4368,=7.8838,=5.4613,=4.5364
2025-08-12,=1069.8100,=1101.7100,=3706145563808.9497,=2783476859682,=1572904985866.6206,=5.1541,=0.4103,=7.8838,=5.4623,=4.5364
2025-08-11,=1049.7300,=1081.0400,=3642759005355.2300,=2529934395052,=1542980791819.8650,=5.2068,=0.4318,=7.8838,=5.4647,=4.5364
2025-08-08,=1043.5400,=1074.6600,=3617779175479.8701,=2511464642318,=1534039186437.8840,=5.1599,=0.4118,=7.8838,=5.4670,=4.5364
2025-08-07,=1058.2100,=1089.5900,=3675789837827.2700,=2545422441336,=1556356529086.1226,=5.1184,=0.3966,=7.8838,=5.4671,=4.5364
2025-08-06,=1059.7600,=1091.1900,=3688010051168.1499,=2552456358949,=1559008643862.6753,=5.1839,=0.4214,=7.8851,=5.4671,=4.5355
2025-08-05,=1053.6500,=1084.8900,=3671440411786.2598,=2538823716025,=1549966509245.7480,=5.1467,=0.4070,=7.8851,=5.4738,=4.5355
2025-08-04,=1049.4100,=1080.5300,=3658438647137.7202,=2529073173566,=1543742061806.9285,=5.1219,=0.3992,=7.8851,=5.4804,=4.5355
2025-08-01,=1036.7700,=1067.5200,=3619260853132.1001,=2503198126785,=1524146587247.3289,=5.1475,=0.4069,=7.8851,=5.4819,=4.5355
2025-07-31,=1047.8700,=1078.8100,=3650845286607.9199,=2525855636750,=1540673832223.3257,=5.1771,=0.4171,=7.8851,=5.4834,=4.5355
2025-07-30,=1058.5700,=1089.8300,=3689318506611.8398,=2546332221233,=1555793814633.7971,=5.2310,=0.4339,=7.9197,=5.4839,=4.5349
2025-07-29,=1070.4500,=1102.0500,=3733436393676.7490,=2574870292542,=1573805255120.6111,=5.1740,=0.4169,=7.9197,=5.4843,=4.5349
2025-07-28,=1055.1100,=1086.2600,=3688022899119.4800,=2535856082394,=1551396449419.9851,=5.1978,=0.4255,=7.9197,=5.4866,=4.5349
2025-07-25,=1054.2000,=1085.3200,=3689854788597.4502,=2532141455547,=1550336239376.1362,=5.1793,=0.4176,=7.9197,=5.4889,=4.5349
2025-07-24,=1032.8400,=1063,=3624746999273.7891,=2438734826146,=1518543961353.7488,=4.9968,=0.3759,=7.9197,=5.4898,=4.5349
2025-07-23,=1020.8600,=1050.6700,=3575192180262.2109,=2411285777707,=1500763767555.1831,=4.9215,=0.3630,=7.9198,=5.4907,=4.5254
2025-07-22,=1016.2700,=1045.9500,=3563976632439.8906,=2399082026538,=1493852893219.5984,=5.0027,=0.3765,=7.9198,=5.4917,=4.5254
2025-07-21,=1007.8900,=1037.3300,=3531244785933.0996,=2355439308305,=1481817854193.6672,=4.8992,=0.3595,=7.9198,=5.4928,=4.5254
2025-07-18,=1007.5300,=1036.9500,=3528166140231.9102,=2352260412552,=1481154338574.4587,=4.8702,=0.3532,=7.9198,=5.4936,=4.5254
2025-07-17,=1005.6500,=1035.0200,=3517932682959.8813,=2345366277857,=1478754976936.5305,=4.8927,=0.3568,=7.9198,=5.4945,=4.5254
2025-07-16,=997.6300,=1026.7700,=3484288981691.3906,=2326997412156,=1466616742495.7195,=4.8316,=0.3438,=7.9281,=5.4972,=4.5249
2025-07-15,=996.2500,=1025.3400,=3482837453925.2490,=2321560206304,=1464833710154.7500,=4.8708,=0.3532,=7.9281,=5.4999,=4.5249
2025-07-14,=992.3900,=1021.3700,=3470905975534.8789,=2314632838481,=1459161370284.6858,=4.7490,=0.3054,=7.9281,=5.5005,=4.5249
2025-07-11,=994.4500,=1023.4800,=3479673926808.9009,=2310892336588,=1462353355018.6990,=4.7765,=0.3189,=7.9281,=5.5010,=4.5249
2025-07-10,=979.9900,=1008.4600,=3429152150546.2100,=2277369679712,=1440446334668.1174,=4.7159,=0.2918,=7.9281,=5.5054,=4.5249
2025-07-09,=983.1100,=1011.5800,=3439574671999.9897,=2285028897529,=1444983320289.0493,=4.7040,=0.2820,=7.9323,=5.5097,=4.5243
