日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB中位数,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2025-02-05,=982.8300,=1008.5900,=3459360993249.7495,=2130992478790,=1329494840068.5002,=4.5056,=0.2069,=8.0651,=5.7185,=4.4756
2025-01-27,=955.0900,=980.1300,=3344191584857.6802,=2071745796152,=1288854242266.7800,=4.4383,=0.1870,=8.0651,=5.7187,=4.4756
2025-01-24,=974.8300,=1000.3900,=3416122295559.9893,=2065626308553,=1313529679143.1599,=4.5355,=0.2192,=8.0651,=5.7209,=4.4821
2025-01-23,=966.1100,=991.4300,=3384011476147.3198,=2043176536089,=1300511204415.7800,=4.3985,=0.1837,=8.0651,=5.7231,=4.4821
2025-01-22,=975.3400,=1000.9100,=3420672438553.8398,=2058787153868,=1312581446700.9399,=4.3984,=0.1830,=8.0651,=5.7256,=4.4846
2025-01-21,=976.3000,=1001.8600,=3433582974831.0396,=2060615420813,=1316005688273.3301,=4.4567,=0.1905,=8.0662,=5.7281,=4.4846
2025-01-20,=968.2700,=993.6200,=3416147289379.3198,=2042810510350,=1305331023583.7305,=4.3099,=0.1687,=8.0662,=5.7304,=4.4885
2025-01-17,=965.9000,=991.1900,=3417534337430.9907,=2037737137833,=1305098332826.3398,=4.3289,=0.1752,=8.0662,=5.7327,=4.4915
2025-01-16,=956.4000,=981.4400,=3362551083047.0107,=2015932034870,=1289229607929.6399,=4.2399,=0.1543,=8.0662,=5.7370,=4.4938
2025-01-15,=977.6600,=1003.2600,=3441883076852.6099,=2054609411674,=1310272710060.2200,=4.1870,=0.1452,=8.0662,=5.7413,=4.5016
2025-01-14,=981.7800,=1007.4800,=3451753195985.3203,=2067254288416,=1316013792626.6897,=4.2499,=0.1564,=8.0762,=5.7484,=4.5016
2025-01-13,=952.1900,=977.1200,=3350209037088.3398,=1995435893940,=1272042784775.8701,=4.0885,=0.1206,=8.0762,=5.7555,=4.5036
2025-01-10,=950.5900,=975.4800,=3331850019945.8188,=1987880752935,=1268003218254.4399,=4.0323,=0.1078,=8.0762,=5.7585,=4.5087
2025-01-09,=961.4400,=986.6100,=3359191523452.3101,=2010684962958,=1283112750410.9399,=4.0666,=0.1144,=8.0762,=5.7614,=4.5090
2025-01-08,=965.1200,=990.3900,=3358795339898.7798,=2018959117613,=1286000063288.8098,=4.0799,=0.1173,=8.0762,=5.7656,=4.5124
2025-01-07,=965.5300,=990.8100,=3368384069850.3506,=2020979740383,=1288213038283.6802,=4.1646,=0.1312,=8.0763,=5.7697,=4.5124
2025-01-06,=938.7100,=963.2800,=3275322451765.1094,=1972033053291,=1256346009927.7200,=4.1738,=0.1369,=8.0763,=5.7710,=4.5150
2025-01-03,=941.8200,=966.4800,=3291911603743.3696,=1978562402489,=1263453409998.1694,=4.1886,=0.1407,=8.0763,=5.7722,=4.5169
2025-01-02,=955.3300,=980.3500,=3345465339777.6201,=2006203419663,=1280327694612.0305,=4.2266,=0.1474,=8.0763,=5.7725,=4.5169
2024-12-31,=988.9300,=1014.8300,=3471570581126.1602,=2073754947450,=1326889772074.7698,=4.3142,=0.1605,=8.0763,=5.7727,=4.5170
2024-12-30,=1020.6300,=1047.3600,=3581442114334.9995,=2136499824390,=1369742859346.9900,=4.4467,=0.1783,=8.0781,=5.7763,=4.5170
2024-12-27,=1018.5800,=1045.2500,=3563009357436.0503,=2128258906473,=1368478711830.2302,=4.4390,=0.1757,=8.0781,=5.7800,=4.5172
2024-12-26,=1027.0200,=1053.9100,=3578389426801.6094,=2142494197562,=1379292751254.8000,=4.4512,=0.1777,=8.0781,=5.7850,=4.5198
2024-12-25,=1017.3600,=1043.9900,=3567571690437.2603,=2124385800821,=1366086417157,=4.4569,=0.1778,=8.0781,=5.7900,=4.5209
2024-12-24,=1014.0200,=1040.5700,=3548138306999.7808,=2127045578015,=1361601535097.1499,=4.5411,=0.2088,=8.0781,=5.7921,=4.5243
2024-12-23,=998.6100,=1024.7500,=3493944553483.9297,=2096715482736,=1341045721184.7700,=4.4885,=0.1866,=8.0842,=5.7943,=4.5209
2024-12-20,=1011.2100,=1037.6900,=3524377770639.0811,=2128566532229,=1355346578303.7495,=4.5787,=0.2204,=8.0842,=5.7955,=4.5243
2024-12-19,=993,=1019,=3434459062984.6099,=2097342750300,=1330485672780.3701,=4.5556,=0.2112,=8.0842,=5.7967,=4.5243
2024-12-18,=981.5127,=1007.2100,=3394712376425.4702,=2077810476771,=1315821764401.2300,=4.5444,=0.2095,=8.0842,=5.7990,=4.5243
2024-12-17,=967.2764,=992.6000,=3353537621912.0898,=2048701210475,=1300115565730.3899,=4.5367,=0.2051,=8.0842,=5.8013,=4.5243
2024-12-16,=975.2684,=1000.8000,=3371830288078.7290,=2062237719949,=1310241513827.5601,=4.5169,=0.1949,=8.0852,=5.8013,=4.5209
2024-12-13,=989.7764,=1015.6900,=3423839344382.9297,=2096743482973,=1331481793043.2000,=4.6211,=0.2345,=8.0852,=5.8014,=4.5243
2024-12-12,=1010.8953,=1037.3600,=3511033250293.3496,=2139260448482,=1360252661419.9895,=4.8033,=0.2789,=8.0852,=5.8016,=4.5243
2024-12-11,=1007.1900,=1033.5600,=3498277765767.1699,=2134120611354,=1358457573827.5701,=4.7679,=0.2697,=8.0852,=5.8018,=4.5243
2024-12-10,=1010.9100,=1037.3800,=3515316516615.0298,=2135445332670,=1364853204422.7500,=4.7824,=0.2728,=8.0852,=5.8034,=4.5243
2024-12-09,=1003.3800,=1029.6500,=3492798732492.2095,=2121537465101,=1355227320413.1802,=4.7181,=0.2599,=8.0945,=5.8050,=4.5209
2024-12-06,=1014.4500,=1041.0100,=3531059629805.0288,=2140776344511,=1369095331405.8601,=4.7765,=0.2705,=8.0945,=5.8081,=4.5209
2024-12-05,=1001.8400,=1028.0800,=3489157197788.2295,=2116111675570,=1350543970487.5403,=4.6035,=0.2274,=8.0945,=5.8111,=4.5209
2024-12-04,=999.3600,=1025.5200,=3484601252248.4004,=2106895921406,=1347643976362.9294,=4.6415,=0.2389,=8.0945,=5.8123,=4.5209
2024-12-03,=1005.2600,=1031.5900,=3503900412394.7012,=2123417399574,=1353917655999.0598,=4.6552,=0.2410,=8.0945,=5.8134,=4.5209
2024-12-02,=1015.7900,=1042.3800,=3539617692672.3999,=2143731926922,=1369324401924.6899,=4.7229,=0.2583,=8.1047,=5.8145,=4.5198
2024-11-29,=1007.3900,=1033.7700,=3511941195411.4600,=2126076785259,=1356602882399.5801,=4.6851,=0.2491,=8.1047,=5.8155,=4.5198
2024-11-28,=983.6800,=1009.4400,=3431433100630.5308,=2073041290358,=1324311755337.1804,=4.6007,=0.2275,=8.1047,=5.8165,=4.5198
2024-11-27,=985.9700,=1011.7900,=3439037996181.4189,=2079431066489,=1328033985773.9800,=4.6603,=0.2419,=8.1047,=5.8175,=4.5198
2024-11-26,=951.5900,=976.5100,=3322405062181.9590,=2010936769682,=1284814823600.5400,=4.4743,=0.1861,=8.1047,=5.8183,=4.5198
2024-11-25,=957.9200,=983,=3344875261906.8198,=2025141325577,=1292407122508.7102,=4.5198,=0.1996,=8.1075,=5.8190,=4.5198
2024-11-22,=969.3500,=994.7300,=3381813082993.6792,=2044773866564,=1307734105856.8799,=4.5856,=0.2198,=8.1075,=5.8197,=4.5209
2024-11-21,=1011.4600,=1037.9500,=3528737313660.8804,=2131011981235,=1363973074777.3501,=4.7967,=0.2667,=8.1075,=5.8204,=4.5209
2024-11-20,=1002.5400,=1028.2800,=3504591461537.1899,=2113787286991,=1355473992435.8398,=4.8518,=0.2841,=8.1075,=5.8230,=4.5209
2024-11-19,=998.0100,=1023.6400,=3492179795978.7603,=2102115709491,=1350584106420.2100,=4.8047,=0.2700,=8.1075,=5.8256,=4.5209
2024-11-18,=968.7100,=993.5900,=3391860261236.8989,=2039762455775,=1311181789755.7800,=4.6717,=0.2436,=8.1078,=5.8257,=4.5172
2024-11-15,=986.8800,=1012.2200,=3457120124181.3203,=2041906310588,=1337472512058.1304,=4.6899,=0.2476,=8.1078,=5.8258,=4.5172
2024-11-14,=1027.3200,=1053.7000,=3583254762810.7305,=2123364334733,=1393773011876.8298,=4.9031,=0.2880,=8.1078,=5.8260,=4.5172
2024-11-13,=1061.3700,=1088.6200,=3695395913928.8198,=2192764237719,=1440023802225.0903,=5.1166,=0.3190,=8.1078,=5.8262,=4.5172
2024-11-12,=1050.5400,=1077.5100,=3672889308876.4609,=2166111445900,=1430103934920.0803,=5.1996,=0.3442,=8.1078,=5.8263,=4.5172
2024-11-11,=1073.8400,=1101.4100,=3763770379442.5898,=2207277323102,=1460784088063.4895,=5.1793,=0.3369,=8.1095,=5.8265,=4.5170
2024-11-08,=1025.6400,=1051.9700,=3610836661485.0400,=2108765517307,=1391290932181.9895,=4.9217,=0.2901,=8.1095,=5.8282,=4.5170
2024-11-07,=1028.4400,=1054.8500,=3624622925745.7798,=2111413737254,=1386775149690.1201,=4.9260,=0.2913,=8.1095,=5.8300,=4.5170
2024-11-06,=998.0900,=1023.7200,=3512697102444.4990,=2050457370921,=1347371526517.2605,=4.8315,=0.2772,=8.1095,=5.8305,=4.5170
2024-11-05,=996.1700,=1021.7500,=3501225310407.8604,=2030753616902,=1347270258972.5100,=4.8892,=0.2852,=8.1095,=5.8310,=4.5170
2024-11-04,=954.6700,=979.1800,=3337085420613.5908,=1949162622153,=1292108173566.4097,=4.6534,=0.2411,=8.1193,=5.8331,=4.5169
2024-11-01,=939.7600,=963.9000,=3284791514004.6211,=1919119493177,=1270723738726.5198,=4.6193,=0.2355,=8.1193,=5.8351,=4.5169
2024-10-31,=969.4500,=994.3400,=3381845489522.1509,=1979063536044,=1308222367121.4800,=4.7744,=0.2628,=8.1193,=5.8354,=4.5169
2024-10-30,=958.8200,=983.4400,=3341790006489.5898,=1960124300094,=1290594509421.8181,=4.7309,=0.2553,=8.1193,=5.8356,=4.5169
2024-10-29,=975.3700,=1000.4200,=3421206304399.6108,=1990686192454,=1311791370287.2798,=4.8323,=0.2749,=8.1193,=5.8360,=4.5169
2024-10-28,=986.5600,=1011.8900,=3461066927239.7603,=2014339951929,=1324566322255.1621,=5.0172,=0.2984,=8.1195,=5.8365,=4.5150
2024-10-25,=991.2200,=1016.6700,=3482325409162.0298,=2021413177961,=1324385793522.9468,=5.0894,=0.3104,=8.1195,=5.8412,=4.5150
2024-10-24,=977.6000,=1002.7000,=3438435767690.1416,=1993844659358,=1305249625128.3147,=5.0649,=0.3058,=8.1195,=5.8460,=4.5150
2024-10-23,=979.1500,=1004.2900,=3445427122924.7988,=2000914201665,=1308435418177.5381,=5.0939,=0.3100,=8.1195,=5.8478,=4.5150
2024-10-22,=985.8300,=1011.1500,=3466408014697.0098,=2010784585441,=1318470018894.2002,=5.0393,=0.3025,=8.1195,=5.8496,=4.5150
2024-10-21,=1000.3700,=1026.0600,=3511056600465.6709,=2041879587931,=1334868147173.1938,=4.9909,=0.2980,=8.1209,=5.8540,=4.5124
2024-10-18,=978.6600,=1003.7600,=3413515352953.0596,=2001747428497,=1305058881808.3186,=4.8307,=0.2758,=8.1209,=5.8584,=4.5124
2024-10-17,=879.1000,=901.6500,=3063223964659.8496,=1812107399551,=1175415351537.9280,=4.4430,=0.1844,=8.1209,=5.8593,=4.5124
2024-10-16,=875.6900,=898.1500,=3052070990047.5811,=1806463190496,=1173094059882.7051,=4.5209,=0.2041,=8.1209,=5.8603,=4.5150
2024-10-15,=898.8300,=921.8400,=3123718840296.4600,=1856158054083,=1202758140639.3999,=4.5847,=0.2229,=8.1209,=5.8612,=4.5150
2024-10-14,=925.9600,=949.6600,=3218666661756.0601,=1910695863278,=1238408156380.4341,=4.6162,=0.2348,=8.1270,=5.8621,=4.5124
2024-10-11,=898.9000,=921.9100,=3112052729435.2700,=1859071039125,=1204151618514.1648,=4.5249,=0.2057,=8.1270,=5.8628,=4.5124
2024-10-10,=954.1700,=978.5900,=3299033516913.8901,=1969460987519,=1278218653599.2036,=4.8037,=0.2657,=8.1270,=5.8636,=4.5124
2024-10-09,=997.8500,=1023.3600,=3441040074042.0103,=2044236632162,=1335349665940.3594,=4.8687,=0.2777,=8.1270,=5.8677,=4.5124
2024-10-08,=1023.9700,=1050.1400,=3503558001102.5591,=2130779388458,=1375665637023.5188,=5.4302,=0.3870,=8.1270,=5.8718,=4.5124
2024-09-30,=872.3700,=894.6600,=2991040647355.1602,=1822793246691,=1172024587990.8181,=4.6949,=0.2498,=8.1281,=5.8718,=4.5090
2024-09-27,=740.0200,=758.9300,=2541033483710.4902,=1550170257265,=996133532409.5389,=4.0202,=0.1142,=8.1281,=5.8718,=4.5090
2024-09-26,=693.1500,=710.8700,=2383010033854.3701,=1454440883708,=933007058864.1448,=3.6980,=0.0404,=8.1281,=5.8725,=4.5124
2024-09-25,=667.3400,=684.3900,=2299693154202.9307,=1401639966777,=897900009141.4441,=3.4492,=0.0118,=8.1281,=5.8732,=4.5150
2024-09-24,=667.0500,=684.1000,=2293059718467.5195,=1399881943890,=897901491726.8966,=3.5281,=0.0178,=8.1281,=5.8740,=4.5169
2024-09-23,=643.0400,=659.4800,=2213250974141.1611,=1349721838151,=865036929619.0514,=3.4058,=0.0079,=8.1505,=5.8749,=4.5169
2024-09-20,=648.3600,=664.9300,=2231069200680.3999,=1353896509601,=873082977227.5282,=3.3784,=0.0049,=8.1505,=5.8760,=4.5170
2024-09-19,=651.4700,=668.1200,=2238581708975.6904,=1356674917471,=876646105379.0291,=3.4055,=0.0059,=8.1505,=5.8771,=4.5172
2024-09-18,=647.4100,=663.9600,=2220242184887.3696,=1347417493308,=870999144728.3350,=3.3913,=0.0050,=8.1505,=5.8804,=4.5243
2024-09-13,=655.0500,=671.7900,=2200046115296.6401,=1325773183847,=860311626827.2604,=3.2850,=0,=8.1505,=5.8837,=4.5254
2024-09-12,=658.8500,=675.6900,=2211646552856.5996,=1333947702534,=866343863469.5737,=3.3319,=0,=8.1951,=5.8839,=4.5254
2024-09-11,=664.3300,=681.3100,=2227511875208.3296,=1344945300972,=873413369651.7100,=3.3557,=0,=8.1951,=5.8842,=4.5349
2024-09-10,=660.0100,=676.8800,=2218268671442.1499,=1333019738559,=867692825552.1914,=3.3699,=0,=8.1951,=5.8843,=4.5364
2024-09-09,=654.9400,=671.6800,=2205687094674.3999,=1322706875217,=861457875313.0389,=3.4203,=0.0010,=8.1951,=5.8844,=4.5369
2024-09-06,=662.3400,=679.2700,=2230069706242.9800,=1339510414871,=871390507830.7501,=3.4603,=0.0030,=8.1951,=5.8845,=4.5384
2024-09-05,=671.2600,=688.4200,=2260135450110.6899,=1357722849588,=884639664026.5475,=3.5190,=0.0060,=8.1962,=5.8845,=4.5384
2024-09-04,=672.2800,=689.4700,=2261721571666.4404,=1357230940451,=882591412696.9054,=3.5070,=0.0030,=8.1962,=5.8880,=4.5402
2024-09-03,=674.9600,=692.2100,=2272022154271.0098,=1360161621023,=886073303282.1910,=3.5140,=0.0040,=8.1962,=5.8914,=4.5428
2024-09-02,=670.0100,=687.1400,=2262294795221.6299,=1348974757601,=877955822520.7323,=3.4228,=0.0020,=8.1962,=5.8928,=4.5500
2024-08-30,=694.1600,=711.9100,=2337365408860.9800,=1391171195151,=894166910341.5052,=3.5710,=0.0090,=8.1962,=5.8941,=4.5559
2024-08-29,=679.5900,=696.9600,=2291863399429.7202,=1364591475251,=872355097351.4342,=3.6108,=0.0140,=8.2077,=5.8970,=4.5559
2024-08-28,=671.2200,=688.3800,=2267706907485.5000,=1346635946735,=861061860045.8174,=3.5575,=0.0080,=8.2077,=5.8998,=4.5590
2024-08-27,=674.3500,=691.5800,=2274659824424.4600,=1355255644917,=863393197679.4193,=3.5358,=0.0050,=8.2077,=5.9035,=4.5590
2024-08-26,=682.5000,=699.9400,=2304736434099.8896,=1373325438783,=869463294976.2631,=3.5808,=0.0070,=8.2077,=5.9071,=4.5700
2024-08-23,=685.7600,=703.2900,=2319274844901.1211,=1379339439953,=872511294026.1754,=3.5809,=0.0070,=8.2077,=5.9084,=4.5701
2024-08-22,=685.5300,=703.0500,=2314902974201.7705,=1376310868397,=862645489923.6429,=3.5308,=0.0040,=8.2180,=5.9096,=4.5701
2024-08-21,=691.6400,=709.3100,=2335626224934.4604,=1388330524669,=870507816769.2836,=3.5529,=0.0050,=8.2180,=5.9099,=4.5707
2024-08-20,=693.5200,=711.2500,=2344517994347.4102,=1391800255377,=874374483362.1426,=3.5458,=0.0040,=8.2180,=5.9102,=4.5730
2024-08-19,=703.3200,=721.3000,=2376979882329.5796,=1409305684279,=885654380984.3993,=3.5809,=0.0040,=8.2180,=5.9134,=4.5741
2024-08-16,=705.2200,=723.2500,=2381562324138.3906,=1407452738536,=888976380291.1506,=3.5928,=0.0051,=8.2180,=5.9166,=4.5741
2024-08-15,=707.5500,=725.6400,=2388528869691.4204,=1411398218679,=891623526361.8881,=3.7340,=0.0182,=8.2245,=5.9169,=4.5741
2024-08-14,=700.9300,=718.8500,=2363689539637.5098,=1399796191126,=883764700170.4221,=3.6708,=0.0061,=8.2245,=5.9173,=4.5880
2024-08-13,=710.7500,=728.9100,=2392113860007.2202,=1420380199015,=890906188078.0381,=3.7066,=0.0132,=8.2245,=5.9182,=4.5884
2024-08-12,=707.3300,=725.4100,=2381235583539.0801,=1413671356821,=886340372060.6567,=3.6560,=0.0051,=8.2245,=5.9191,=4.5886
2024-08-09,=705.5500,=723.5800,=2375057985938.0498,=1411183955942,=883426189505.5083,=3.6863,=0.0092,=8.2245,=5.9196,=4.5916
2024-08-08,=708.9200,=727.0400,=2382260686022.4399,=1418419473309,=889284989627.4656,=3.7428,=0.0173,=8.2272,=5.9201,=4.5916
2024-08-07,=707.5900,=725.1200,=2379447381910.3296,=1416151978218,=887616741936.9927,=3.8197,=0.0347,=8.2272,=5.9231,=4.6005
2024-08-06,=713.8600,=731.5500,=2395198340079.2603,=1427261187250,=895029419478.6240,=3.8808,=0.0500,=8.2272,=5.9261,=4.6005
2024-08-05,=704.3000,=721.7500,=2365806046552.5698,=1408381973268,=882790333587.9281,=3.7784,=0.0245,=8.2272,=5.9266,=4.6050
2024-08-02,=725.6600,=743.6400,=2429056731747.1094,=1440186516843,=908982572075.8566,=3.8747,=0.0460,=8.2272,=5.9271,=4.6095
2024-08-01,=738.8700,=757.1800,=2467425868910.0801,=1465270024082,=924703577105.7660,=3.9503,=0.0635,=8.2292,=5.9297,=4.6095
2024-07-31,=743.3700,=761.7900,=2478772033813.0098,=1476999975602,=930187793601.5616,=3.9462,=0.0625,=8.2292,=5.9323,=4.6104
2024-07-30,=710.0100,=727.5600,=2374645828450.0298,=1410447281144,=889302893986.6179,=3.7748,=0.0226,=8.2292,=5.9332,=4.6107
2024-07-29,=707.6000,=724.8300,=2369068745202.9102,=1409071076335,=885783486538.0834,=3.7674,=0.0195,=8.2292,=5.9342,=4.6129
2024-07-26,=719.8700,=737.4100,=2415438823505.0303,=1430372091036,=901218380671.5298,=3.8020,=0.0267,=8.2292,=5.9375,=4.6148
2024-07-25,=713.8800,=730.9400,=2393230467249.9097,=1420190091467,=892747422859.8162,=3.6944,=0.0103,=8.2294,=5.9408,=4.6148
2024-07-24,=713.3200,=730.3200,=2386635810664.2300,=1417479556506,=891945017124.7086,=3.6858,=0.0072,=8.2294,=5.9412,=4.6242
2024-07-23,=721.1100,=738.2500,=2411162314559.3696,=1433210657717,=903052831244.1158,=3.7576,=0.0165,=8.2294,=5.9415,=4.6274
2024-07-22,=752,=769.8700,=2506747147024.4800,=1492692152436,=941229468181.2000,=3.8822,=0.0423,=8.2294,=5.9434,=4.6310
2024-07-19,=749.4700,=767.2800,=2499332593780.6792,=1488779983925,=937405920861.5120,=3.8579,=0.0362,=8.2294,=5.9454,=4.6323
2024-07-18,=735.4100,=752.8500,=2445960797842.8198,=1459538088976,=920152774229.8252,=3.8407,=0.0321,=8.2556,=5.9467,=4.6323
2024-07-17,=729,=746.2200,=2421335005947.7900,=1445787535229,=912284219085.6416,=3.8109,=0.0259,=8.2556,=5.9480,=4.6427
2024-07-16,=732.0600,=749.3600,=2436325778671.5498,=1449146408881,=915871185890.2122,=3.7348,=0.0135,=8.2556,=5.9523,=4.6575
2024-07-15,=715.8600,=732.7700,=2392240366923.8203,=1417084139911,=898694875173.2561,=3.7676,=0.0156,=8.2556,=5.9567,=4.6613
2024-07-12,=718.3700,=735.3400,=2402784026286.7002,=1427021027000,=902636664880.2948,=3.8689,=0.0343,=8.2556,=5.9590,=4.6630
2024-07-11,=718.0400,=735,=2405086740921.7305,=1430307766169,=901903973353.5586,=3.8536,=0.0312,=8.2621,=5.9614,=4.6630
2024-07-10,=710.3700,=727.1500,=2381417223841.0796,=1413034434854,=891160481174.0129,=3.8315,=0.0271,=8.2621,=5.9617,=4.6668
2024-07-09,=709.8900,=726.6600,=2382298877733.8901,=1411361635245,=890698293238.2158,=3.7956,=0.0198,=8.2621,=5.9619,=4.6751
2024-07-08,=692.4900,=708.8500,=2324638669249.5000,=1378277154479,=870076650084.6586,=3.6850,=0.0063,=8.2621,=5.9681,=4.6834
2024-07-05,=698.8500,=715.3600,=2349515923559.3706,=1391761764694,=878100172074.7296,=3.7827,=0.0177,=8.2621,=5.9742,=4.6865
2024-07-04,=690.3800,=706.6800,=2320572412289.3589,=1375931579036,=866876639602.3251,=3.7369,=0.0125,=8.2628,=5.9774,=4.6865
2024-07-03,=701.7800,=718.3600,=2356800864683.9204,=1399717918820,=881324998125.5536,=3.8428,=0.0241,=8.2628,=5.9806,=4.6898
2024-07-02,=699.1200,=715.6400,=2350639360482.6504,=1397587764865,=877645457556.6338,=3.8751,=0.0272,=8.2628,=5.9853,=4.6906
2024-07-01,=709.6000,=726.3200,=2381405673666.9497,=1419155426688,=890498871422.4338,=3.9155,=0.0356,=8.2628,=5.9900,=4.6911
2024-06-28,=712.0800,=728.8600,=2384721447991.9009,=1426566252502,=894746075230.4059,=3.8854,=0.0294,=8.2628,=5.9902,=4.7077
2024-06-27,=715.3600,=732.0600,=2387326608439.2104,=1435218391071,=899123087425.6619,=3.8510,=0.0242,=8.2692,=5.9905,=4.7077
2024-06-26,=729.6400,=746.6800,=2434806276583.8301,=1464171619450,=917074315683.5840,=4.0020,=0.0526,=8.2692,=5.9910,=4.7080
2024-06-25,=717.7500,=734.5100,=2396229207646.5601,=1439920387863,=901976364144.9480,=3.9149,=0.0326,=8.2692,=5.9915,=4.7124
2024-06-24,=739.1400,=756.4000,=2465244353398.4692,=1478813805080,=928411234449.9940,=4.0568,=0.0590,=8.2692,=5.9968,=4.7267
2024-06-21,=758.3700,=776.0800,=2533429379761.0908,=1515272008959,=952309703782.4060,=4.1435,=0.0749,=8.2692,=6.0022,=4.7356
2024-06-20,=755.1500,=772.6800,=2525844234765.7402,=1509033815381,=947916358875.9358,=4.1288,=0.0729,=8.2916,=6.0030,=4.7356
2024-06-19,=751.6900,=768.6100,=2514240479821.2988,=1503711710804,=943301753762.0680,=4.1805,=0.0856,=8.2916,=6.0038,=4.7449
2024-06-18,=756.9000,=773.7700,=2535594313634.0498,=1516593278163,=950170144924.4780,=4.3025,=0.1048,=8.2916,=6.0057,=4.7452
2024-06-17,=757.1100,=773.8500,=2535807227530.1504,=1517591234851,=949962970610.7180,=4.2458,=0.0943,=8.2916,=6.0075,=4.7489
2024-06-14,=754.2600,=770.8600,=2487107403080.5205,=1502965298041,=945928162252.7760,=4.1609,=0.0753,=8.2916,=6.0087,=4.7506
2024-06-13,=758.9800,=775.6600,=2509342200616.9399,=1512105311383,=953831456312.7976,=4.3215,=0.1083,=8.2975,=6.0099,=4.7506
2024-06-12,=754.9300,=771.5000,=2495651574877.7300,=1503302705043,=949055941017.2482,=4.2865,=0.1010,=8.2975,=6.0101,=4.7609
2024-06-11,=755.8300,=772.3500,=2502028057490.9897,=1502986666130,=950015669165.2180,=4.2634,=0.1000,=8.2975,=6.0103,=4.7630
2024-06-07,=737.9300,=754.0300,=2449595458925.7104,=1462801322510,=928432183993.4778,=4.0462,=0.0564,=8.2975,=6.0104,=4.7819
2024-06-06,=743.2300,=758.3200,=2463271441194.4502,=1475140285075,=935832504277.9301,=4.1183,=0.0682,=8.2975,=6.0105,=4.7884
2024-06-05,=752.0400,=766.8800,=2488902278064.9702,=1492745423023,=946357088995.8719,=4.1718,=0.0790,=8.3189,=6.0116,=4.7884
2024-06-04,=753.6400,=768.5100,=2488695276638.6699,=1496887058218,=948024144079.8680,=4.1241,=0.0694,=8.3189,=6.0128,=4.7923
2024-06-03,=750.4300,=765.2300,=2473260511359.4897,=1489260688783,=943328223772.8524,=4.0558,=0.0578,=8.3189,=6.0202,=4.7993
2024-05-31,=743.2300,=757.8900,=2453545103471.4497,=1474473500079,=933784337269.2760,=4.0478,=0.0567,=8.3189,=6.0276,=4.7999
2024-05-30,=742.7000,=757.2500,=2447733418240.3999,=1473337645691,=932956647983.2098,=3.9943,=0.0504,=8.3189,=6.0276,=4.8103
2024-05-29,=734.3300,=748.4100,=2416061258652.7100,=1460496471175,=922412493261.5104,=3.9811,=0.0440,=8.3354,=6.0276,=4.8103
2024-05-28,=734.8500,=748.9400,=2417485396582.5801,=1461133049893,=922484211281.9280,=3.9722,=0.0430,=8.3354,=6.0281,=4.8144
2024-05-27,=738.6500,=752.8100,=2431579412826.9907,=1468391761218,=927176974891.0880,=4.0374,=0.0516,=8.3354,=6.0287,=4.8174
2024-05-24,=727.2100,=741.1500,=2392548868757.4404,=1450673367581,=913848375158.6340,=4.0434,=0.0517,=8.3354,=6.0288,=4.8197
2024-05-23,=742.4000,=756.6100,=2436667196700.5200,=1482129086793,=931739315706.7679,=4.1470,=0.0647,=8.3354,=6.0289,=4.8241
2024-05-22,=754.9700,=769.4100,=2479976593219.4404,=1506721451916,=947349784353.2502,=4.2542,=0.0841,=8.3383,=6.0291,=4.8241
2024-05-21,=748.2400,=762.5500,=2455495935844.1396,=1495955897191,=938235243752.0800,=4.2074,=0.0756,=8.3383,=6.0293,=4.8249
2024-05-20,=753.5400,=767.9600,=2474751329420.2705,=1504512423605,=944256123209.1158,=4.3150,=0.0897,=8.3383,=6.0373,=4.8331
2024-05-17,=754.4200,=768.8500,=2480509182630,=1507107738009,=946319486070.4102,=4.3161,=0.0909,=8.3383,=6.0453,=4.8373
2024-05-16,=746.4700,=760.6300,=2454646743811.5898,=1492203958753,=937616866427.4700,=4.2119,=0.0758,=8.3383,=6.0529,=4.8375
2024-05-15,=749.4700,=763.6900,=2465051705840.3701,=1501975929604,=942525131835.6100,=4.2560,=0.0824,=8.3403,=6.0605,=4.8375
2024-05-14,=760.3000,=774.7300,=2499078549690.6196,=1523354912175,=956597545377.5698,=4.2910,=0.0847,=8.3403,=6.0622,=4.8477
2024-05-13,=763.6900,=778.1800,=2510068865890.4297,=1531439491845,=961104203723.0900,=4.2469,=0.0804,=8.3403,=6.0639,=4.8478
2024-05-10,=767.1700,=781.7300,=2523356259068.4502,=1537155567866,=965779991654.6200,=4.3302,=0.0892,=8.3403,=6.0656,=4.8536
2024-05-09,=778.8700,=793.6500,=2557872123557.1504,=1557779842233,=979351877906.3496,=4.3488,=0.0904,=8.3403,=6.0674,=4.8936
2024-05-08,=761.6600,=776.1100,=2501379478775.2891,=1524149370562,=959383986004.3101,=4.2258,=0.0785,=8.3441,=6.0688,=4.8936
2024-05-07,=769.7900,=784.4000,=2523253880113.3301,=1538365452021,=969814241623.7000,=4.3092,=0.0830,=8.3441,=6.0703,=4.9015
2024-05-06,=777.6600,=792.4200,=2544189821373.7500,=1555510103570,=979150563123.7100,=4.3097,=0.0831,=8.3441,=6.0712,=4.9024
