日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM正数等权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2025-02-25,=1102.9000,=1131.8200,=3798306909566.7402,=2377671927022,=1475661594882.6094,=42.9154,=0.6175,=66.1198,=40.7657,=32.3295
2025-02-24,=1100.0500,=1128.8900,=3800324882242.3398,=2374107446929,=1473989361913.8899,=43.0403,=0.6225,=66.1198,=40.7650,=32.3295
2025-02-21,=1094.7700,=1123.4700,=3791989194155.5498,=2361586431714,=1470484829792.5300,=43.3030,=0.6267,=66.1198,=40.7604,=32.3295
2025-02-20,=1033.0900,=1060.1700,=3582977447282.4893,=2239808461155,=1395788222530.3904,=41.9149,=0.5785,=66.1198,=40.7558,=32.3295
2025-02-19,=1034.5700,=1061.6900,=3600339939835.4102,=2242870006801,=1397805551397.1497,=41.7731,=0.5700,=66.2102,=40.7554,=32.2746
2025-02-18,=1011.1700,=1037.6800,=3519967620910.8389,=2192777984473,=1363955189648.2598,=41.1799,=0.5362,=66.2102,=40.7550,=32.2746
2025-02-17,=1037.3100,=1064.5000,=3605308466003.8101,=2246101434584,=1397374411859.8999,=41.5794,=0.5593,=66.2102,=40.7506,=32.2746
2025-02-14,=1022.4600,=1049.2700,=3553627769724.2305,=2218264323257,=1379284331661.5901,=41.2681,=0.5435,=66.2102,=40.7462,=32.2746
2025-02-13,=1017.0900,=1043.7500,=3550553884103.5010,=2206623953441,=1371503535125.6396,=40.7327,=0.4968,=66.2102,=40.7442,=32.2746
2025-02-12,=1041.1400,=1068.4300,=3639737567453.8101,=2257916403051,=1403776357930.2402,=41.3094,=0.5472,=66.2622,=40.7462,=32.1690
2025-02-11,=1024.4100,=1051.2700,=3573352352153.3599,=2220621656250,=1378304286657.7097,=40.8975,=0.5123,=66.2622,=40.7442,=32.1690
2025-02-10,=1036.7700,=1063.9500,=3625104259989.8296,=2247521170972,=1397844659254.4399,=41.4543,=0.5518,=66.2622,=40.7422,=32.1690
2025-02-07,=1018.8000,=1045.5100,=3566193789507.4707,=2209340924145,=1377120060514.5903,=41.2855,=0.5460,=66.2622,=40.7393,=32.1690
2025-02-06,=1011.2200,=1037.7300,=3552696142410.1104,=2189484308439,=1370853515806.5801,=41.0346,=0.5237,=66.2622,=40.7363,=32.1690
2025-02-05,=982.8300,=1008.5900,=3459360993249.7495,=2130992478790,=1329494840068.5002,=39.8729,=0.4385,=66.3990,=40.7356,=32.0251
2025-01-27,=955.0900,=980.1300,=3344191584857.6802,=2071745796152,=1288854242266.7800,=40.2718,=0.4662,=66.3990,=40.7363,=32.0251
2025-01-24,=974.8300,=1000.3900,=3416122295559.9893,=2065626308553,=1313529679143.1599,=40.5996,=0.4913,=66.3990,=40.7393,=32.0251
2025-01-23,=966.1100,=991.4300,=3384011476147.3198,=2043176536089,=1300511204415.7800,=40.2508,=0.4644,=66.3990,=40.7422,=32.0251
2025-01-22,=975.3400,=1000.9100,=3420672438553.8398,=2058787153868,=1312581446700.9399,=40.2934,=0.4684,=66.3990,=40.7442,=32.0251
2025-01-21,=976.3000,=1001.8600,=3433582974831.0396,=2060615420813,=1316005688273.3301,=40.4303,=0.4799,=66.4136,=40.7462,=32.0156
2025-01-20,=968.2700,=993.6200,=3416147289379.3198,=2042810510350,=1305331023583.7305,=40.1461,=0.4574,=66.4136,=40.7506,=32.0156
2025-01-17,=965.9000,=991.1900,=3417534337430.9907,=2037737137833,=1305098332826.3398,=40.0632,=0.4523,=66.4136,=40.7550,=32.0156
2025-01-16,=956.4000,=981.4400,=3362551083047.0107,=2015932034870,=1289229607929.6399,=39.7137,=0.4307,=66.4136,=40.7554,=32.0156
2025-01-15,=977.6600,=1003.2600,=3441883076852.6099,=2054609411674,=1310272710060.2200,=39.2360,=0.4053,=66.4136,=40.7558,=32.0156
2025-01-14,=981.7800,=1007.4800,=3451753195985.3203,=2067254288416,=1316013792626.6897,=39.7601,=0.4324,=66.7003,=40.7604,=31.6661
2025-01-13,=952.1900,=977.1200,=3350209037088.3398,=1995435893940,=1272042784775.8701,=38.4072,=0.3794,=66.7003,=40.7650,=31.6661
2025-01-10,=950.5900,=975.4800,=3331850019945.8188,=1987880752935,=1268003218254.4399,=38.1506,=0.3668,=66.7003,=40.7657,=31.6661
2025-01-09,=961.4400,=986.6100,=3359191523452.3101,=2010684962958,=1283112750410.9399,=39.1506,=0.4022,=66.7003,=40.7664,=31.6661
2025-01-08,=965.1200,=990.3900,=3358795339898.7798,=2018959117613,=1286000063288.8098,=39.3248,=0.4100,=66.7003,=40.7738,=31.6661
2025-01-07,=965.5300,=990.8100,=3368384069850.3506,=2020979740383,=1288213038283.6802,=39.2592,=0.4057,=66.7387,=40.7813,=31.6541
2025-01-06,=938.7100,=963.2800,=3275322451765.1094,=1972033053291,=1256346009927.7200,=39.2872,=0.4080,=66.7387,=40.7825,=31.6541
2025-01-03,=941.8200,=966.4800,=3291911603743.3696,=1978562402489,=1263453409998.1694,=39.4471,=0.4185,=66.7387,=40.7837,=31.6541
2025-01-02,=955.3300,=980.3500,=3345465339777.6201,=2006203419663,=1280327694612.0305,=39.8653,=0.4356,=66.7387,=40.7841,=31.6541
2024-12-31,=988.9300,=1014.8300,=3471570581126.1602,=2073754947450,=1326889772074.7698,=40.7462,=0.4935,=66.7387,=40.7846,=31.6541
2024-12-30,=1020.6300,=1047.3600,=3581442114334.9995,=2136499824390,=1369742859346.9900,=41.4105,=0.5404,=66.8657,=40.7970,=31.6387
2024-12-27,=1018.5800,=1045.2500,=3563009357436.0503,=2128258906473,=1368478711830.2302,=41.1508,=0.5232,=66.8657,=40.7846,=31.6387
2024-12-26,=1027.0200,=1053.9100,=3578389426801.6094,=2142494197562,=1379292751254.8000,=41.1641,=0.5256,=66.8657,=40.7841,=31.6387
2024-12-25,=1017.3600,=1043.9900,=3567571690437.2603,=2124385800821,=1366086417157,=41.0104,=0.5140,=66.8657,=40.7837,=31.6387
2024-12-24,=1014.0200,=1040.5700,=3548138306999.7808,=2127045578015,=1361601535097.1499,=41.5764,=0.5461,=66.8657,=40.7825,=31.6387
2024-12-23,=998.6100,=1024.7500,=3493944553483.9297,=2096715482736,=1341045721184.7700,=41.1680,=0.5261,=66.8786,=40.7813,=31.6119
2024-12-20,=1011.2100,=1037.6900,=3524377770639.0811,=2128566532229,=1355346578303.7495,=41.6568,=0.5509,=66.8786,=40.7738,=31.6119
2024-12-19,=993,=1019,=3434459062984.6099,=2097342750300,=1330485672780.3701,=41.8395,=0.5598,=66.8786,=40.7664,=31.6119
2024-12-18,=981.5127,=1007.2100,=3394712376425.4702,=2077810476771,=1315821764401.2300,=41.9512,=0.5669,=66.8786,=40.7657,=31.6119
2024-12-17,=967.2764,=992.6000,=3353537621912.0898,=2048701210475,=1300115565730.3899,=41.8913,=0.5637,=66.8786,=40.7650,=31.6119
2024-12-16,=975.2684,=1000.8000,=3371830288078.7290,=2062237719949,=1310241513827.5601,=42.0596,=0.5745,=66.9530,=40.7604,=31.5891
2024-12-13,=989.7764,=1015.6900,=3423839344382.9297,=2096743482973,=1331481793043.2000,=42.7038,=0.6013,=66.9530,=40.7558,=31.5891
2024-12-12,=1010.8953,=1037.3600,=3511033250293.3496,=2139260448482,=1360252661419.9895,=43.4983,=0.6150,=66.9530,=40.7554,=31.5891
2024-12-11,=1007.1900,=1033.5600,=3498277765767.1699,=2134120611354,=1358457573827.5701,=43.5245,=0.6165,=66.9530,=40.7550,=31.5891
2024-12-10,=1010.9100,=1037.3800,=3515316516615.0298,=2135445332670,=1364853204422.7500,=43.6147,=0.6190,=66.9530,=40.7486,=31.5891
2024-12-09,=1003.3800,=1029.6500,=3492798732492.2095,=2121537465101,=1355227320413.1802,=43.4793,=0.6158,=67.0066,=40.7422,=31.5883
2024-12-06,=1014.4500,=1041.0100,=3531059629805.0288,=2140776344511,=1369095331405.8601,=43.6427,=0.6192,=67.0066,=40.7393,=31.5883
2024-12-05,=1001.8400,=1028.0800,=3489157197788.2295,=2116111675570,=1350543970487.5403,=42.8620,=0.6057,=67.0066,=40.7363,=31.5883
2024-12-04,=999.3600,=1025.5200,=3484601252248.4004,=2106895921406,=1347643976362.9294,=43.0133,=0.6081,=67.0066,=40.7356,=31.5883
2024-12-03,=1005.2600,=1031.5900,=3503900412394.7012,=2123417399574,=1353917655999.0598,=43.4316,=0.6153,=67.0066,=40.7348,=31.5883
2024-12-02,=1015.7900,=1042.3800,=3539617692672.3999,=2143731926922,=1369324401924.6899,=43.6437,=0.6187,=67.0715,=40.7238,=31.5730
2024-11-29,=1007.3900,=1033.7700,=3511941195411.4600,=2126076785259,=1356602882399.5801,=43.0594,=0.6117,=67.0715,=40.7128,=31.5730
2024-11-28,=983.6800,=1009.4400,=3431433100630.5308,=2073041290358,=1324311755337.1804,=41.9887,=0.5763,=67.0715,=40.6987,=31.5730
2024-11-27,=985.9700,=1011.7900,=3439037996181.4189,=2079431066489,=1328033985773.9800,=42.3031,=0.5958,=67.0715,=40.6845,=31.5730
2024-11-26,=951.5900,=976.5100,=3322405062181.9590,=2010936769682,=1284814823600.5400,=41.1177,=0.5299,=67.0715,=40.6625,=31.5730
2024-11-25,=957.9200,=983,=3344875261906.8198,=2025141325577,=1292407122508.7102,=41.4058,=0.5475,=67.0836,=40.6404,=31.5447
2024-11-22,=969.3500,=994.7300,=3381813082993.6792,=2044773866564,=1307734105856.8799,=41.2774,=0.5452,=67.0836,=40.6379,=31.5447
2024-11-21,=1011.4600,=1037.9500,=3528737313660.8804,=2131011981235,=1363973074777.3501,=42.9884,=0.6076,=67.0836,=40.6354,=31.5447
2024-11-20,=1002.5400,=1028.2800,=3504591461537.1899,=2113787286991,=1355473992435.8398,=43.2326,=0.6111,=67.0836,=40.6278,=31.5447
2024-11-19,=998.0100,=1023.6400,=3492179795978.7603,=2102115709491,=1350584106420.2100,=42.9703,=0.6078,=67.0836,=40.6202,=31.5447
2024-11-18,=968.7100,=993.5900,=3391860261236.8989,=2039762455775,=1311181789755.7800,=41.9583,=0.5750,=67.2267,=40.6158,=31.5168
2024-11-15,=986.8800,=1012.2200,=3457120124181.3203,=2041906310588,=1337472512058.1304,=42.6092,=0.6052,=67.2267,=40.6114,=31.5168
2024-11-14,=1027.3200,=1053.7000,=3583254762810.7305,=2123364334733,=1393773011876.8298,=43.9178,=0.6182,=67.2267,=40.6099,=31.5168
2024-11-13,=1061.3700,=1088.6200,=3695395913928.8198,=2192764237719,=1440023802225.0903,=45.3047,=0.6226,=67.2267,=40.6084,=31.5168
2024-11-12,=1050.5400,=1077.5100,=3672889308876.4609,=2166111445900,=1430103934920.0803,=45.1613,=0.6222,=67.2267,=40.5958,=31.5168
2024-11-11,=1073.8400,=1101.4100,=3763770379442.5898,=2207277323102,=1460784088063.4895,=45.7505,=0.6228,=67.2535,=40.5832,=31.4932
2024-11-08,=1025.6400,=1051.9700,=3610836661485.0400,=2108765517307,=1391290932181.9895,=44.4458,=0.6225,=67.2535,=40.5668,=31.4932
2024-11-07,=1028.4400,=1054.8500,=3624622925745.7798,=2111413737254,=1386775149690.1201,=44.0350,=0.6212,=67.2535,=40.5504,=31.4932
2024-11-06,=998.0900,=1023.7200,=3512697102444.4990,=2050457370921,=1347371526517.2605,=43.4995,=0.6160,=67.2535,=40.5493,=31.4932
2024-11-05,=996.1700,=1021.7500,=3501225310407.8604,=2030753616902,=1347270258972.5100,=43.6843,=0.6185,=67.2535,=40.5481,=31.4932
2024-11-04,=954.6700,=979.1800,=3337085420613.5908,=1949162622153,=1292108173566.4097,=42.6912,=0.6104,=67.2718,=40.5173,=31.4413
2024-11-01,=939.7600,=963.9000,=3284791514004.6211,=1919119493177,=1270723738726.5198,=42.0498,=0.5859,=67.2718,=40.4865,=31.4413
2024-10-31,=969.4500,=994.3400,=3381845489522.1509,=1979063536044,=1308222367121.4800,=42.7634,=0.6106,=67.2718,=40.4818,=31.4413
2024-10-30,=958.8200,=983.4400,=3341790006489.5898,=1960124300094,=1290594509421.8181,=40.7363,=0.5126,=67.2718,=40.4771,=31.4413
2024-10-29,=975.3700,=1000.4200,=3421206304399.6108,=1990686192454,=1311791370287.2798,=40.9623,=0.5286,=67.2718,=40.4739,=31.4413
2024-10-28,=986.5600,=1011.8900,=3461066927239.7603,=2014339951929,=1324566322255.1621,=41.5305,=0.5572,=67.3050,=40.4707,=31.4110
2024-10-25,=991.2200,=1016.6700,=3482325409162.0298,=2021413177961,=1324385793522.9468,=41.8561,=0.5771,=67.3050,=40.4683,=31.4110
2024-10-24,=977.6000,=1002.7000,=3438435767690.1416,=1993844659358,=1305249625128.3147,=40.4256,=0.4951,=67.3050,=40.4660,=31.4110
2024-10-23,=979.1500,=1004.2900,=3445427122924.7988,=2000914201665,=1308435418177.5381,=41.1588,=0.5423,=67.3050,=40.4683,=31.4110
2024-10-22,=985.8300,=1011.1500,=3466408014697.0098,=2010784585441,=1318470018894.2002,=40.9052,=0.5272,=67.3050,=40.4660,=31.4110
2024-10-21,=1000.3700,=1026.0600,=3511056600465.6709,=2041879587931,=1334868147173.1938,=41.0251,=0.5346,=67.3057,=40.4636,=31.3977
2024-10-18,=978.6600,=1003.7600,=3413515352953.0596,=2001747428497,=1305058881808.3186,=40.2675,=0.4834,=67.3057,=40.4613,=31.3977
2024-10-17,=879.1000,=901.6500,=3063223964659.8496,=1812107399551,=1175415351537.9280,=37.8143,=0.3815,=67.3057,=40.4636,=31.3977
2024-10-16,=875.6900,=898.1500,=3052070990047.5811,=1806463190496,=1173094059882.7051,=38.1633,=0.3887,=67.3057,=40.4660,=31.3977
2024-10-15,=898.8300,=921.8400,=3123718840296.4600,=1856158054083,=1202758140639.3999,=39.3429,=0.4301,=67.3057,=40.4683,=31.3977
2024-10-14,=925.9600,=949.6600,=3218666661756.0601,=1910695863278,=1238408156380.4341,=40.4707,=0.5000,=67.4541,=40.4707,=31.3963
2024-10-11,=898.9000,=921.9100,=3112052729435.2700,=1859071039125,=1204151618514.1648,=39.8136,=0.4535,=67.4541,=40.4715,=31.3963
2024-10-10,=954.1700,=978.5900,=3299033516913.8901,=1969460987519,=1278218653599.2036,=41.6540,=0.5618,=67.4541,=40.4771,=31.3963
2024-10-09,=997.8500,=1023.3600,=3441040074042.0103,=2044236632162,=1335349665940.3594,=42.1493,=0.5878,=67.4541,=40.4715,=31.3963
2024-10-08,=1023.9700,=1050.1400,=3503558001102.5591,=2130779388458,=1375665637023.5188,=46.5654,=0.6208,=67.4541,=40.4660,=31.3963
2024-09-30,=872.3700,=894.6600,=2991040647355.1602,=1822793246691,=1172024587990.8181,=40.4660,=0.5005,=67.6786,=40.4636,=31.3381
2024-09-27,=740.0200,=758.9300,=2541033483710.4902,=1550170257265,=996133532409.5389,=34.7281,=0.3051,=67.6786,=40.4613,=31.3381
2024-09-26,=693.1500,=710.8700,=2383010033854.3701,=1454440883708,=933007058864.1448,=32.6588,=0.2236,=67.6786,=40.4692,=31.3381
2024-09-25,=667.3400,=684.3900,=2299693154202.9307,=1401639966777,=897900009141.4441,=31.5447,=0.2071,=67.6786,=40.4771,=31.3381
2024-09-24,=667.0500,=684.1000,=2293059718467.5195,=1399881943890,=897901491726.8966,=31.5883,=0.2083,=67.6786,=40.4818,=31.3381
2024-09-23,=643.0400,=659.4800,=2213250974141.1611,=1349721838151,=865036929619.0514,=30.4951,=0.1680,=67.7647,=40.4865,=31.3202
2024-09-20,=648.3600,=664.9300,=2231069200680.3999,=1353896509601,=873082977227.5282,=30.7962,=0.1780,=67.7647,=40.5173,=31.3381
2024-09-19,=651.4700,=668.1200,=2238581708975.6904,=1356674917471,=876646105379.0291,=30.9705,=0.1871,=67.7647,=40.5481,=31.3963
2024-09-18,=647.4100,=663.9600,=2220242184887.3696,=1347417493308,=870999144728.3350,=30.7685,=0.1764,=67.7647,=40.5493,=31.3977
2024-09-13,=655.0500,=671.7900,=2200046115296.6401,=1325773183847,=860311626827.2604,=31.3150,=0.1954,=67.7647,=40.5504,=31.4110
2024-09-12,=658.8500,=675.6900,=2211646552856.5996,=1333947702534,=866343863469.5737,=31.5891,=0.2046,=67.7822,=40.5668,=31.4110
2024-09-11,=664.3300,=681.3100,=2227511875208.3296,=1344945300972,=873413369651.7100,=31.6661,=0.2078,=67.7822,=40.5832,=31.4110
2024-09-10,=660.0100,=676.8800,=2218268671442.1499,=1333019738559,=867692825552.1914,=31.2040,=0.1950,=67.7822,=40.5958,=31.4110
2024-09-09,=654.9400,=671.6800,=2205687094674.3999,=1322706875217,=861457875313.0389,=31.1751,=0.1932,=67.7822,=40.6084,=31.4413
2024-09-06,=662.3400,=679.2700,=2230069706242.9800,=1339510414871,=871390507830.7501,=31.6541,=0.2054,=67.7822,=40.6099,=31.4932
2024-09-05,=671.2600,=688.4200,=2260135450110.6899,=1357722849588,=884639664026.5475,=32.2746,=0.2086,=67.7975,=40.6114,=31.4413
2024-09-04,=672.2800,=689.4700,=2261721571666.4404,=1357230940451,=882591412696.9054,=32.0156,=0.2058,=67.7975,=40.6158,=31.4413
2024-09-03,=674.9600,=692.2100,=2272022154271.0098,=1360161621023,=886073303282.1910,=32.0251,=0.2060,=67.7975,=40.6202,=31.4413
2024-09-02,=670.0100,=687.1400,=2262294795221.6299,=1348974757601,=877955822520.7323,=31.6119,=0.2042,=67.7975,=40.6278,=31.4413
2024-08-30,=694.1600,=711.9100,=2337365408860.9800,=1391171195151,=894166910341.5052,=29.3683,=0.1433,=67.7975,=40.6354,=31.4413
2024-08-29,=679.5900,=696.9600,=2291863399429.7202,=1364591475251,=872355097351.4342,=28.9820,=0.1294,=67.8401,=40.6379,=31.4413
2024-08-28,=671.2200,=688.3800,=2267706907485.5000,=1346635946735,=861061860045.8174,=28.4184,=0.1004,=67.8401,=40.6404,=31.4932
2024-08-27,=674.3500,=691.5800,=2274659824424.4600,=1355255644917,=863393197679.4193,=28.2247,=0.0925,=67.8401,=40.6625,=31.5168
2024-08-26,=682.5000,=699.9400,=2304736434099.8896,=1373325438783,=869463294976.2631,=27.3823,=0.0523,=67.8401,=40.6845,=31.5730
2024-08-23,=685.7600,=703.2900,=2319274844901.1211,=1379339439953,=872511294026.1754,=27.8487,=0.0745,=67.8401,=40.6987,=31.6387
2024-08-22,=685.5300,=703.0500,=2314902974201.7705,=1376310868397,=862645489923.6429,=27.5266,=0.0575,=67.9094,=40.7128,=31.6387
2024-08-21,=691.6400,=709.3100,=2335626224934.4604,=1388330524669,=870507816769.2836,=27.7319,=0.0676,=67.9094,=40.7238,=32.1690
2024-08-20,=693.5200,=711.2500,=2344517994347.4102,=1391800255377,=874374483362.1426,=27.9374,=0.0727,=67.9094,=40.7348,=32.3295
2024-08-19,=703.3200,=721.3000,=2376979882329.5796,=1409305684279,=885654380984.3993,=28.2491,=0.0880,=67.9094,=40.7385,=32.3692
2024-08-16,=705.2200,=723.2500,=2381562324138.3906,=1407452738536,=888976380291.1506,=28.5770,=0.0972,=67.9094,=40.7422,=32.3921
2024-08-15,=707.5500,=725.6400,=2388528869691.4204,=1411398218679,=891623526361.8881,=28.5804,=0.0973,=67.9226,=40.7486,=32.3921
2024-08-14,=700.9300,=718.8500,=2363689539637.5098,=1399796191126,=883764700170.4221,=28.4852,=0.0953,=67.9226,=40.7550,=32.4908
2024-08-13,=710.7500,=728.9100,=2392113860007.2202,=1420380199015,=890906188078.0381,=28.7587,=0.1046,=67.9226,=40.7554,=32.6354
2024-08-12,=707.3300,=725.4100,=2381235583539.0801,=1413671356821,=886340372060.6567,=28.7162,=0.1026,=67.9226,=40.7558,=32.6771
2024-08-09,=705.5500,=723.5800,=2375057985938.0498,=1411183955942,=883426189505.5083,=28.6056,=0.0987,=67.9226,=40.7604,=32.7400
2024-08-08,=708.9200,=727.0400,=2382260686022.4399,=1418419473309,=889284989627.4656,=28.8940,=0.1110,=67.9320,=40.7650,=32.7400
2024-08-07,=707.5900,=725.1200,=2379447381910.3296,=1416151978218,=887616741936.9927,=28.9201,=0.1131,=67.9320,=40.7657,=32.7441
2024-08-06,=713.8600,=731.5500,=2395198340079.2603,=1427261187250,=895029419478.6240,=28.9903,=0.1153,=67.9320,=40.7664,=32.7474
2024-08-05,=704.3000,=721.7500,=2365806046552.5698,=1408381973268,=882790333587.9281,=28.4003,=0.0940,=67.9320,=40.7738,=32.7722
2024-08-02,=725.6600,=743.6400,=2429056731747.1094,=1440186516843,=908982572075.8566,=28.8537,=0.1084,=67.9320,=40.7813,=32.8529
2024-08-01,=738.8700,=757.1800,=2467425868910.0801,=1465270024082,=924703577105.7660,=29.2375,=0.1218,=67.9419,=40.7825,=32.8529
2024-07-31,=743.3700,=761.7900,=2478772033813.0098,=1476999975602,=930187793601.5616,=29.5808,=0.1301,=67.9419,=40.7837,=32.9020
2024-07-30,=710.0100,=727.5600,=2374645828450.0298,=1410447281144,=889302893986.6179,=28.3029,=0.0903,=67.9419,=40.7841,=32.9097
2024-07-29,=707.6000,=724.8300,=2369068745202.9102,=1409071076335,=885783486538.0834,=28.5007,=0.0945,=67.9419,=40.7846,=32.9233
2024-07-26,=719.8700,=737.4100,=2415438823505.0303,=1430372091036,=901218380671.5298,=28.9188,=0.1079,=67.9419,=40.7970,=32.9284
2024-07-25,=713.8800,=730.9400,=2393230467249.9097,=1420190091467,=892747422859.8162,=28.6783,=0.0988,=67.9516,=40.8093,=32.9284
2024-07-24,=713.3200,=730.3200,=2386635810664.2300,=1417479556506,=891945017124.7086,=28.2741,=0.0896,=67.9516,=40.8093,=32.9310
2024-07-23,=721.1100,=738.2500,=2411162314559.3696,=1433210657717,=903052831244.1158,=28.7584,=0.0979,=67.9516,=40.8093,=32.9450
2024-07-22,=752,=769.8700,=2506747147024.4800,=1492692152436,=941229468181.2000,=29.7238,=0.1280,=67.9516,=40.8118,=32.9539
2024-07-19,=749.4700,=767.2800,=2499332593780.6792,=1488779983925,=937405920861.5120,=29.6505,=0.1250,=67.9516,=40.8143,=33.0227
2024-07-18,=735.4100,=752.8500,=2445960797842.8198,=1459538088976,=920152774229.8252,=29.3460,=0.1189,=67.9654,=40.8343,=33.0227
2024-07-17,=729,=746.2200,=2421335005947.7900,=1445787535229,=912284219085.6416,=28.9200,=0.1056,=67.9654,=40.8542,=33.0496
2024-07-16,=732.0600,=749.3600,=2436325778671.5498,=1449146408881,=915871185890.2122,=28.9248,=0.1067,=67.9654,=40.8565,=33.1433
2024-07-15,=715.8600,=732.7700,=2392240366923.8203,=1417084139911,=898694875173.2561,=28.8329,=0.1017,=67.9654,=40.8589,=33.1485
2024-07-12,=718.3700,=735.3400,=2402784026286.7002,=1427021027000,=902636664880.2948,=29.4603,=0.1194,=67.9654,=40.8930,=33.1785
2024-07-11,=718.0400,=735,=2405086740921.7305,=1430307766169,=901903973353.5586,=29.4201,=0.1175,=67.9719,=40.9271,=33.1785
2024-07-10,=710.3700,=727.1500,=2381417223841.0796,=1413034434854,=891160481174.0129,=28.8501,=0.1030,=67.9719,=40.9440,=33.2298
2024-07-09,=709.8900,=726.6600,=2382298877733.8901,=1411361635245,=890698293238.2158,=28.7898,=0.1010,=67.9719,=40.9608,=33.2390
2024-07-08,=692.4900,=708.8500,=2324638669249.5000,=1378277154479,=870076650084.6586,=28.3368,=0.0918,=67.9719,=40.9635,=33.2731
2024-07-05,=698.8500,=715.3600,=2349515923559.3706,=1391761764694,=878100172074.7296,=29.0320,=0.1033,=67.9719,=40.9662,=33.3015
2024-07-04,=690.3800,=706.6800,=2320572412289.3589,=1375931579036,=866876639602.3251,=28.7745,=0.0982,=68.1470,=40.9814,=33.3015
2024-07-03,=701.7800,=718.3600,=2356800864683.9204,=1399717918820,=881324998125.5536,=29.2450,=0.1098,=68.1470,=40.9966,=33.3454
2024-07-02,=699.1200,=715.6400,=2350639360482.6504,=1397587764865,=877645457556.6338,=29.4141,=0.1110,=68.1470,=40.9998,=33.3460
2024-07-01,=709.6000,=726.3200,=2381405673666.9497,=1419155426688,=890498871422.4338,=29.8763,=0.1174,=68.1470,=41.0030,=33.3486
2024-06-28,=712.0800,=728.8600,=2384721447991.9009,=1426566252502,=894746075230.4059,=29.7262,=0.1154,=68.1470,=41.0066,=33.3955
2024-06-27,=715.3600,=732.0600,=2387326608439.2104,=1435218391071,=899123087425.6619,=29.6954,=0.1145,=68.2075,=41.0102,=33.3955
2024-06-26,=729.6400,=746.6800,=2434806276583.8301,=1464171619450,=917074315683.5840,=30.3779,=0.1262,=68.2075,=41.0140,=33.4742
2024-06-25,=717.7500,=734.5100,=2396229207646.5601,=1439920387863,=901976364144.9480,=29.9951,=0.1189,=68.2075,=41.0178,=33.4781
2024-06-24,=739.1400,=756.4000,=2465244353398.4692,=1478813805080,=928411234449.9940,=30.6225,=0.1307,=68.2075,=41.0274,=33.5445
2024-06-21,=758.3700,=776.0800,=2533429379761.0908,=1515272008959,=952309703782.4060,=31.5168,=0.1603,=68.2075,=41.0369,=33.5709
2024-06-20,=755.1500,=772.6800,=2525844234765.7402,=1509033815381,=947916358875.9358,=31.4413,=0.1584,=68.2712,=41.0386,=33.5709
2024-06-19,=751.6900,=768.6100,=2514240479821.2988,=1503711710804,=943301753762.0680,=31.6387,=0.1607,=68.2712,=41.0402,=33.6460
2024-06-18,=756.9000,=773.7700,=2535594313634.0498,=1516593278163,=950170144924.4780,=32.3295,=0.1640,=68.2712,=41.0522,=33.6549
2024-06-17,=757.1100,=773.8500,=2535807227530.1504,=1517591234851,=949962970610.7180,=32.4908,=0.1642,=68.2712,=41.0642,=33.6822
2024-06-14,=754.2600,=770.8600,=2487107403080.5205,=1502965298041,=945928162252.7760,=32.9233,=0.1739,=68.2712,=41.0728,=33.6894
2024-06-13,=758.9800,=775.6600,=2509342200616.9399,=1512105311383,=953831456312.7976,=33.2731,=0.1858,=68.3200,=41.0814,=33.6894
2024-06-12,=754.9300,=771.5000,=2495651574877.7300,=1503302705043,=949055941017.2482,=32.9310,=0.1753,=68.3200,=41.1029,=33.6992
2024-06-11,=755.8300,=772.3500,=2502028057490.9897,=1502986666130,=950015669165.2180,=32.8529,=0.1713,=68.3200,=41.1245,=33.7029
2024-06-07,=737.9300,=754.0300,=2449595458925.7104,=1462801322510,=928432183993.4778,=32.6771,=0.1661,=68.3200,=41.1260,=33.7149
2024-06-06,=743.2300,=758.3200,=2463271441194.4502,=1475140285075,=935832504277.9301,=33.0496,=0.1770,=68.3200,=41.1275,=33.7306
2024-06-05,=752.0400,=766.8800,=2488902278064.9702,=1492745423023,=946357088995.8719,=33.5709,=0.1910,=68.3260,=41.1351,=33.7306
2024-06-04,=753.6400,=768.5100,=2488695276638.6699,=1496887058218,=948024144079.8680,=33.6822,=0.1934,=68.3260,=41.1426,=33.7661
2024-06-03,=750.4300,=765.2300,=2473260511359.4897,=1489260688783,=943328223772.8524,=33.3955,=0.1872,=68.3260,=41.1527,=33.7733
2024-05-31,=743.2300,=757.8900,=2453545103471.4497,=1474473500079,=933784337269.2760,=33.2298,=0.1809,=68.3260,=41.1628,=33.7809
2024-05-30,=742.7000,=757.2500,=2447733418240.3999,=1473337645691,=932956647983.2098,=33.1485,=0.1790,=68.3260,=41.1679,=33.8308
2024-05-29,=734.3300,=748.4100,=2416061258652.7100,=1460496471175,=922412493261.5104,=32.9284,=0.1738,=68.3999,=41.1730,=33.8308
2024-05-28,=734.8500,=748.9400,=2417485396582.5801,=1461133049893,=922484211281.9280,=32.6354,=0.1665,=68.3999,=41.1743,=33.8456
2024-05-27,=738.6500,=752.8100,=2431579412826.9907,=1468391761218,=927176974891.0880,=32.9097,=0.1720,=68.3999,=41.1756,=33.9717
