日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM正数等权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2023-07-04,=1015.4000,=1031.4600,=3004853146321.3008,=1553885925613,=980972345672.9476,=35.0376,=0.0350,=69.6615,=53.0987,=39.4181
2023-07-03,=1008.4000,=1024.3500,=2982392393832.9902,=1541552243634,=974276159535.5004,=34.9914,=0.0323,=69.6615,=53.1690,=39.4203
2023-06-30,=1005.1500,=1021.0400,=2967549278957.8691,=1545802053618,=971352402513.0408,=34.5762,=0.0211,=69.7423,=53.2394,=39.4203
2023-06-29,=1001.4600,=1017.2900,=2961729821391.7700,=1540718234638,=967421469456.9594,=34.2259,=0.0084,=69.7423,=53.3229,=39.4299
2023-06-28,=1008.2200,=1024.0900,=2980430113541.6396,=1545955688808,=974083507066.9775,=34.2906,=0.0113,=69.7423,=53.4065,=39.4459
2023-06-27,=1011.3500,=1027.2700,=2994723525288.6396,=1561263788942,=977694447287.2400,=34.2352,=0.0085,=69.7423,=53.4069,=39.4785
2023-06-26,=1010.3100,=1025.7000,=2983788746218.1792,=1554938429120,=976286927653.0876,=34.1600,=0.0071,=69.7423,=53.4074,=39.4860
2023-06-21,=1020.2200,=1035.2000,=3014712541900.0708,=1537013586627,=985548412303.1864,=34.0822,=0.0057,=69.7494,=53.5195,=39.4860
2023-06-20,=1055.4100,=1070.7300,=3118776115766.2510,=1586668610177,=1018982963479.2850,=34.7704,=0.0184,=69.7494,=53.6316,=39.5000
2023-06-19,=1055.4500,=1070.7800,=3123427285755.5098,=1580650576661,=1019573584160.1080,=35.0315,=0.0227,=69.7494,=53.6742,=39.5393
2023-06-16,=1052.8800,=1068.1700,=3112121412047.7500,=1573442964493,=1017168860478.4926,=35.3105,=0.0341,=69.7494,=53.7169,=39.5431
2023-06-15,=1033.8500,=1048.8600,=3057578978888.9497,=1536044252371,=998235846468.6952,=35.0634,=0.0228,=69.7494,=53.7336,=39.5804
2023-06-14,=1035.3100,=1050.0900,=3069351798013.1191,=1541378395729,=1000271437639.3510,=34.3926,=0.0085,=69.7935,=53.7504,=39.5804
2023-06-13,=1039.4600,=1054.3000,=3076726744750.0898,=1548121526445,=1003604130687.3644,=34.6698,=0.0143,=69.7935,=53.8008,=39.5932
2023-06-12,=1026.6400,=1041.1800,=3042967715443.1401,=1530938764906,=990404242484.7970,=34.8567,=0.0186,=69.7935,=53.8512,=39.6312
2023-06-09,=1032.5500,=1047.1700,=3017254236300.5308,=1528729541465,=1000605377405.4600,=35.2996,=0.0258,=69.7935,=53.9245,=39.7031
2023-06-08,=1007.1200,=1021.2000,=2938021804025.7900,=1483394846948,=974866616518.6750,=34.5113,=0.0115,=69.7935,=53.9977,=39.7150
2023-06-07,=1019.0500,=1033.2900,=2970277351319.2012,=1496814650023,=986658991419.4561,=34.5085,=0.0100,=69.8113,=54.0513,=39.7150
2023-06-06,=1022.9800,=1037.2300,=2977333714152.3188,=1501278411788,=990352499122.8954,=34.7503,=0.0115,=69.8113,=54.1048,=39.7209
2023-06-05,=1051.7300,=1066.2500,=3058987174766.2402,=1545867041269,=1017679434830.5192,=35.3027,=0.0216,=69.8113,=54.1156,=39.7687
2023-06-02,=1053.2900,=1067.8200,=3061594656604.8003,=1542647254832,=1018743077559.7904,=35.8051,=0.0389,=69.8113,=54.1263,=39.7996
2023-06-01,=1053.5500,=1068.0800,=3069768320871.4204,=1538868720967,=1018964721337.6678,=35.3794,=0.0216,=69.8113,=54.1290,=39.8027
2023-05-31,=1053.9100,=1068.4500,=3085133140969.0801,=1532154613334,=1018606127330.1500,=35.4200,=0.0231,=69.8612,=54.1317,=39.8027
2023-05-30,=1044.4300,=1058.2000,=3050795779338.5195,=1520294781513,=1009056664226.2336,=35.1328,=0.0159,=69.8612,=54.1512,=39.8190
2023-05-29,=1028.3800,=1041.9200,=3004364415089.9600,=1494182211557,=994426830791.6416,=34.7875,=0.0116,=69.8612,=54.1707,=39.8488
2023-05-26,=1038.6600,=1052.3300,=3024399363379.3701,=1500882725736,=1001455956530.1724,=35.4233,=0.0203,=69.8612,=54.1764,=39.8615
2023-05-25,=1021.7200,=1035.1700,=2979540840173.9800,=1474045043309,=987210164313.0334,=35.8339,=0.0363,=69.8612,=54.1822,=39.8749
2023-05-24,=1011.7700,=1025.0900,=2939391721468.4204,=1464483242060,=977550861728.3026,=35.6550,=0.0262,=69.9149,=54.2665,=39.8749
2023-05-23,=1016.1100,=1029.4800,=2959353843893.2700,=1468464289973,=981263341683.8026,=35.5217,=0.0233,=69.9149,=54.3507,=39.8856
2023-05-22,=1032.1100,=1045.6900,=2998678223426.1812,=1490618260108,=995458674282.2648,=35.8170,=0.0307,=69.9149,=54.3797,=39.9161
2023-05-19,=1040.1600,=1053.8500,=3022573798414.9204,=1505334361135,=1002201719345.0162,=35.8125,=0.0292,=69.9149,=54.4086,=39.9244
2023-05-18,=1034.8200,=1048.3300,=3011496331037.0010,=1495833749360,=996783201478.8380,=35.6803,=0.0249,=69.9149,=54.4252,=39.9326
2023-05-17,=1029.6500,=1043,=2995342902648.7305,=1484052542113,=992085177266.0288,=36.0872,=0.0396,=69.9398,=54.4419,=39.9326
2023-05-16,=1025.8700,=1039.1700,=2978102323184.5098,=1479141903865,=988771460944.9000,=36.0415,=0.0367,=69.9398,=54.4517,=39.9452
2023-05-15,=1025.7900,=1039.0900,=2989097793107.3589,=1480897090204,=988732901877.7008,=36.0472,=0.0368,=69.9398,=54.4616,=39.9551
2023-05-12,=1014.1100,=1027.2600,=2940109641726.9800,=1467499161742,=976824496367.8140,=35.1585,=0.0147,=69.9398,=54.4972,=39.9633
2023-05-11,=1025.9700,=1039.2800,=2973044103858.6304,=1486294938204,=987975236011.5990,=35.4761,=0.0206,=69.9398,=54.5327,=40.0258
2023-05-10,=1025.7100,=1039.0100,=2973017777437.2310,=1488520631527,=987185421429.9174,=35.3960,=0.0177,=69.9689,=54.5406,=40.0258
2023-05-09,=1034.2100,=1047.6300,=3012555173476.4707,=1501807342261,=995035987712.1300,=35.2315,=0.0148,=69.9689,=54.5485,=40.0373
2023-05-08,=1057.2100,=1070.9300,=3088468218819.5801,=1525748857697,=1018431462761.1689,=35.8218,=0.0222,=69.9689,=54.5580,=40.0451
2023-05-05,=1049.0900,=1062.7000,=3076048886919.0400,=1506178464592,=1010656179524.3145,=35.6847,=0.0193,=69.9689,=54.5676,=40.0555
2023-05-04,=1064.2000,=1078.0100,=3115709390694.4600,=1528886225471,=1024893811824.0718,=36.3514,=0.0327,=69.9689,=54.5798,=40.0781
2023-04-28,=1087.8700,=1101.9800,=3181843472017.7397,=1561467304379,=1034922104350.4063,=36.5857,=0.0357,=69.9965,=54.5921,=40.0781
2023-04-27,=1068.0100,=1081.8600,=3115094459173.1411,=1526567115833,=986728861470.0344,=36.3484,=0.0313,=69.9965,=54.6267,=40.1027
2023-04-26,=1069.0100,=1082.8700,=3128753578546.6099,=1528764625404,=981670730081.0028,=34.6029,=0.0104,=69.9965,=54.6614,=40.1142
2023-04-25,=1076.8600,=1089.6500,=3167036555168.9497,=1547818143821,=984920651693.0580,=35.2923,=0.0135,=69.9965,=54.6702,=40.1302
2023-04-24,=1096.3800,=1109.4000,=3200456672592.7705,=1571911621432,=1000534988260.7562,=36.1892,=0.0269,=69.9965,=54.6790,=40.1381
2023-04-21,=1116.8300,=1129.9700,=3255031088294.2388,=1592365614343,=1019837203859.7202,=38.3530,=0.0870,=69.9973,=54.6983,=40.1381
2023-04-20,=1164.9500,=1178.6600,=3390215231921.6396,=1663278406807,=1063857804779.4402,=39.0611,=0.1216,=69.9973,=54.7177,=40.1670
2023-04-19,=1134.4000,=1147.7600,=3305557592967.5400,=1585396608295,=1037062159044.7300,=39.2630,=0.1293,=69.9973,=54.8022,=40.1697
2023-04-18,=1129.8200,=1143.1200,=3282756381023.4199,=1582191718023,=1033833732819.1500,=39.5804,=0.1536,=69.9973,=54.8867,=40.1742
2023-04-17,=1140.1300,=1153.5500,=3306613470312.3496,=1594231762600,=1042602368144.5396,=39.8027,=0.1644,=69.9973,=54.9295,=40.2163
2023-04-14,=1136.2100,=1149.5900,=3283381257703.0010,=1583550441850,=1037376003726.7400,=39.4181,=0.1405,=70.0339,=54.9723,=40.2163
2023-04-13,=1100.1300,=1113.0800,=3190311950929.9902,=1536745243210,=1003358804587.0398,=38.8008,=0.1104,=70.0339,=55.0016,=40.2220
2023-04-12,=1129.4100,=1142.7000,=3269717307534.9292,=1584185724522,=1029493096478.8202,=38.8644,=0.1136,=70.0339,=55.0309,=40.2227
2023-04-11,=1121.7400,=1134.9500,=3235841058900.9604,=1570038948332,=1022525302092.3900,=39.4785,=0.1426,=70.0339,=55.0674,=40.2356
2023-04-10,=1129.1700,=1142.4700,=3257487778476.6196,=1575352376467,=1025015360447.0298,=39.6312,=0.1505,=70.0339,=55.1038,=40.2422
2023-04-07,=1161.0200,=1174.6900,=3339595859263.4004,=1632054849509,=1052632397359.9102,=39.8749,=0.1629,=70.0448,=55.1228,=40.2422
2023-04-06,=1146.9600,=1160.4700,=3302020948980.7104,=1617357987710,=1040153088695.2200,=39.5431,=0.1479,=70.0448,=55.1418,=40.2647
2023-04-04,=1129.0800,=1142.3800,=3255565430256.3989,=1590212113571,=1023672048219.3101,=38.8830,=0.1145,=70.0448,=55.1617,=40.2724
2023-04-03,=1126.4900,=1139.7500,=3245037167459.6802,=1589515998575,=1022534158461,=39.1145,=0.1193,=70.0448,=55.1816,=40.2791
2023-03-31,=1081.5400,=1094.2700,=3116645599112.2397,=1522731941492,=982160440060.9803,=38.6321,=0.0995,=70.0448,=55.2027,=40.2936
2023-03-30,=1065.6900,=1078.2400,=3081296241175.7495,=1490235522635,=948252342295.1198,=38.5110,=0.0951,=70.0682,=55.2238,=40.2936
2023-03-29,=1062.1400,=1074.6400,=3074237049419.0298,=1490053735540,=945296345584.0400,=38.3371,=0.0860,=70.0682,=55.2384,=40.3070
2023-03-28,=1038.6300,=1050.8500,=3008257750887.8501,=1448829794711,=923786178186.4600,=38.1820,=0.0769,=70.0682,=55.2530,=40.3128
2023-03-27,=1057.4900,=1069.9400,=3054857783026.3208,=1474909116181,=939828307464.0898,=39.0529,=0.1125,=70.0682,=55.3565,=40.3181
2023-03-24,=1060.9900,=1073.4800,=3069061680556.8198,=1479380978430,=943409802815.8002,=39.3223,=0.1204,=70.0682,=55.4600,=40.3242
2023-03-23,=1058.9900,=1071.4500,=3073424923255.0503,=1468406565904,=937516850850.1604,=39.5393,=0.1360,=70.0726,=55.4712,=40.3242
2023-03-22,=1034.0500,=1046.2200,=3022957498414.6396,=1422769688301,=915675930895.2400,=39.2428,=0.1176,=70.0726,=55.4824,=40.3268
2023-03-21,=1030.1900,=1042.3100,=3013293320928.0293,=1420330776134,=911769002724.8101,=39.4459,=0.1302,=70.0726,=55.5458,=40.3517
2023-03-20,=1025.3200,=1037.3900,=2986466863718.9795,=1415308821935,=907388052332.8600,=39.1572,=0.1149,=70.0726,=55.6092,=40.3728
2023-03-17,=1015.7600,=1027.7200,=2968981379425.3389,=1405928099110,=899440250139.0701,=38.9060,=0.1104,=70.0726,=55.6130,=40.3791
2023-03-16,=992.4400,=1004.1200,=2903273586058.3398,=1369669421361,=878003364650.3998,=38.8147,=0.1075,=70.0745,=55.6168,=40.3791
2023-03-15,=1007.3000,=1019.1600,=2949944948117.2705,=1387060391349,=889900778418.7301,=40.3827,=0.1997,=70.0745,=55.6332,=40.3827
2023-03-14,=1013.3900,=1025.3200,=2963225480120.9014,=1398242481469,=895805464115.4999,=40.2422,=0.1797,=70.0745,=55.6495,=40.3931
2023-03-13,=998.9100,=1010.6700,=2911978317703.3203,=1381434863953,=882414106842.0201,=40.0258,=0.1549,=70.0745,=55.6577,=40.4360
2023-03-10,=993.5500,=1005.2500,=2796278378483.7788,=1395981055093,=879199904164.9301,=40.1302,=0.1646,=70.0745,=55.6658,=40.4364
2023-03-09,=998.3000,=1010.0600,=2810287614024.8501,=1404398117096,=883426625114.6200,=40.4360,=0.1978,=70.0905,=55.6825,=40.4364
2023-03-08,=994.8900,=1006.6000,=2800033431214.7300,=1399397375591,=880321373265.6000,=40.3181,=0.1871,=70.0905,=55.6991,=40.4438
2023-03-07,=990.5800,=1002.2400,=2786725805228.2192,=1390178906853,=876106223604.7501,=40.4438,=0.1984,=70.0905,=55.7738,=40.4613
2023-03-06,=1007.6300,=1019.5000,=2843030857814.0801,=1416061124040,=891385969584.8300,=41.1756,=0.2666,=70.0905,=55.8485,=40.4771
2023-03-03,=998.9000,=1010.6600,=2811767099767.3696,=1404213506562,=883492731779.2900,=40.8143,=0.2370,=70.0905,=55.8528,=40.4771
2023-03-02,=988.8900,=1000.5400,=2784402163340.2798,=1392022133148,=875023234464.3401,=40.4771,=0.2009,=70.1265,=55.8570,=40.4613
2023-03-01,=994.6300,=1006.3400,=2807874619633.0996,=1396203238047,=879803355124.0199,=40.7348,=0.2187,=70.1265,=55.8570,=40.4613
2023-02-28,=990.4700,=1002.1300,=2798698769926.3501,=1387630569024,=875920101075.5099,=40.5832,=0.2063,=70.1265,=55.8570,=40.4613
2023-02-27,=986.2800,=997.8900,=2786055505347.7500,=1382381771590,=871854920678.5099,=40.2647,=0.1797,=70.1265,=55.9001,=40.4613
2023-02-24,=990.6300,=1002.2900,=2798820113953.0298,=1339758383606,=872346522419.5200,=40.8093,=0.2293,=70.1265,=55.9432,=40.4865
2023-02-23,=992.4600,=1004.1500,=2802783290038.6489,=1342491992823,=873892561242.9900,=41.0102,=0.2424,=70.1465,=56.0124,=40.4613
2023-02-22,=989.6500,=1001.3000,=2795203850321.3599,=1341351521593,=871660240711.2799,=40.8589,=0.2332,=70.1465,=56.0817,=40.4613
2023-02-21,=995.7300,=1007.4500,=2809446984428.3389,=1346110025949,=877055873384.3900,=41.0402,=0.2448,=70.1465,=56.0942,=40.4613
2023-02-20,=998.8300,=1010.5900,=2819286777803.3599,=1350208755561,=879780301828.4601,=40.9608,=0.2356,=70.1465,=56.1068,=40.4613
2023-02-17,=986.3300,=997.9500,=2787241831821.5508,=1334392055618,=868678669320.9198,=40.6084,=0.2071,=70.1465,=56.1173,=40.4613
2023-02-16,=1005.1800,=1017.0100,=2841769807458.7202,=1363108926608,=885640514565.6598,=41.1730,=0.2524,=70.2484,=56.1278,=40.4364
2023-02-15,=1024.2200,=1036.2700,=2898680699608.2202,=1387367953027,=902538815159.5798,=41.9205,=0.3027,=70.2484,=56.1363,=40.4364
2023-02-14,=1022.6700,=1034.7100,=2890179236283.9502,=1381811929961,=901206642674.4600,=42.0636,=0.3145,=70.2484,=56.1447,=40.4364
2023-02-13,=1024.0400,=1036.0900,=2893827654236.6299,=1382106799462,=902402564342.8400,=42.1188,=0.3215,=70.2484,=56.1490,=40.4364
2023-02-10,=1024.5400,=1036.6000,=2890585276370.0195,=1381311001507,=902730521541.4399,=42.1999,=0.3301,=70.2484,=56.1533,=40.4364
2023-02-09,=1036.8600,=1049.0700,=2923623501277.4497,=1402155974575,=914038787201.8400,=42.4900,=0.3452,=70.2729,=56.1640,=40.3931
2023-02-08,=1010.6900,=1022.5900,=2848836842173.3799,=1367676824931,=890867670562.3400,=41.6963,=0.2922,=70.2729,=56.1747,=40.3931
2023-02-07,=1020.1700,=1032.1800,=2874481414458.0098,=1378978782307,=899185071313.6400,=41.9374,=0.3057,=70.2729,=56.1980,=40.3931
2023-02-06,=1024.4300,=1036.4900,=2888847545163.0195,=1386406180851,=903242022016.5104,=41.9613,=0.3062,=70.2729,=56.2213,=40.3931
2023-02-03,=1033.8700,=1046.0400,=2911345421737.6992,=1397934023292,=911782994512.1400,=42.3909,=0.3393,=70.2729,=56.2297,=40.3931
2023-02-02,=1031.6800,=1043.8200,=2904010189659.2705,=1390867123876,=909611916136.8000,=42.5621,=0.3415,=70.3252,=56.2380,=40.3791
2023-02-01,=1026.4000,=1038.4800,=2890051291960.2598,=1379502979642,=904623346600.1398,=42.3241,=0.3372,=70.3252,=56.2484,=40.3791
2023-01-31,=1014.3600,=1026.3000,=2847514903743.6411,=1362277080673,=893313385923.0599,=41.7487,=0.2951,=70.3252,=56.2588,=40.3791
2023-01-30,=1031.6100,=1043.7500,=2891384673133.5205,=1389141840928,=908620255551.4900,=42.2376,=0.3284,=70.3252,=56.2633,=40.3791
2023-01-20,=1029.1400,=1041.2500,=2892057037092.9189,=1330609862699,=906033782201.5900,=42.2733,=0.3306,=70.3252,=56.2677,=40.3791
2023-01-19,=1023.6500,=1035.7000,=2880308988609.6997,=1324464081088,=900957808394.1700,=42.0669,=0.3147,=70.3464,=56.2770,=40.3728
2023-01-18,=1006.7500,=1018.6000,=2832946663958.2603,=1299752919971,=885946579302.1201,=41.5528,=0.2838,=70.3464,=56.2862,=40.3728
2023-01-17,=1003.6800,=1015.4900,=2830687924111.7905,=1295900576552,=882929719207.5101,=41.4508,=0.2777,=70.3464,=56.2865,=40.3728
2023-01-16,=992.6100,=1004.3000,=2807554607072.4995,=1281497189556,=873723977725.1302,=41.0814,=0.2517,=70.3464,=56.2868,=40.3728
2023-01-13,=974.3100,=985.7800,=2752696183980.4702,=1242144393353,=857371199041.3101,=39.9551,=0.1609,=70.3464,=56.3031,=40.3728
2023-01-12,=974.1900,=985.6600,=2746485683984.7900,=1241716340630,=857148566638.0099,=39.7150,=0.1412,=70.4176,=56.3194,=40.3728
2023-01-11,=973.9600,=985.4300,=2751430849216.7100,=1233431890712,=856937676225.6100,=39.7209,=0.1414,=70.4176,=56.3522,=40.3791
2023-01-10,=990.3200,=1001.9700,=2800243586900.9199,=1253343936792,=871405683114.3097,=40.2227,=0.1800,=70.4176,=56.3849,=40.3931
2023-01-09,=988.6700,=1000.3100,=2791710283398.4102,=1251852117994,=869945361160.5999,=40.2356,=0.1803,=70.4176,=56.3917,=40.4364
2023-01-06,=991.1000,=1002.7600,=2795819946188.9897,=1255879454612,=872260809704.5901,=40.3791,=0.1957,=70.4176,=56.3985,=40.4613
2023-01-05,=983.5200,=995.1000,=2771170948080.5498,=1249038308687,=865682958653.3701,=40.3268,=0.1910,=70.4497,=56.4327,=40.4613
2023-01-04,=972.3800,=983.8300,=2746066254542.7197,=1237545128399,=856074882963.2102,=39.8615,=0.1493,=70.4497,=56.4669,=40.4865
2023-01-03,=979.9100,=991.4500,=2765266168388.8296,=1246014770552,=862444575423.5302,=39.8856,=0.1496,=70.4497,=56.5598,=40.5481
2022-12-30,=959.9000,=971.2100,=2710094098338.2700,=1218216970001,=844466551690.5801,=39.2142,=0.1212,=70.4497,=56.6527,=40.5504
2022-12-29,=962.2500,=973.5800,=2714309223444.9199,=1221238063048,=846782055222.9103,=39.2794,=0.1214,=70.4497,=56.6971,=40.6114
2022-12-28,=957.2700,=968.5400,=2702501838081.0811,=1212919849004,=842450401577.9398,=39.3757,=0.1233,=70.4605,=56.7415,=40.6114
2022-12-27,=963.1400,=974.4700,=2721451667616.2505,=1220432981236,=847904779799.5800,=39.8488,=0.1438,=70.4605,=56.7603,=40.6202
2022-12-26,=951.1100,=962.3100,=2694658837492.2305,=1203298047711,=837461249157.2699,=39.4299,=0.1305,=70.4605,=56.7791,=40.6354
2022-12-23,=920.3500,=931.1900,=2609310922413.4297,=1166772301361,=810769597568.5000,=38.3487,=0.0934,=70.4605,=56.7844,=40.6404
2022-12-22,=930.8000,=941.7600,=2629960939693.9492,=1177278899440,=819385415890.2201,=38.6604,=0.1054,=70.4605,=56.7896,=40.6845
2022-12-21,=940.8400,=951.9100,=2661178013818.8096,=1189902563434,=828487954797.1702,=39.4161,=0.1244,=70.4910,=56.7921,=40.6845
2022-12-20,=952.7700,=963.9800,=2696457925863.1294,=1204159635258,=838853732764.7601,=39.9452,=0.1433,=70.4910,=56.7946,=40.7128
2022-12-19,=956.1900,=967.4400,=2701383616776.2905,=1197225005664,=842411035977.7999,=40.0555,=0.1487,=70.4910,=56.8449,=40.7422
2022-12-16,=978.3600,=989.8800,=2765141199794.9297,=1225326616602,=861798386245.1001,=40.7846,=0.2106,=70.4910,=56.8952,=40.7550
2022-12-15,=989.2000,=1000.8400,=2791935233900.1299,=1238141568105,=871774570390.6398,=41.2365,=0.2419,=70.4910,=56.9837,=40.7550
2022-12-14,=984.2200,=995.8100,=2779827603475.4404,=1231822226609,=867270739970.9102,=41.0178,=0.2216,=70.5269,=57.0722,=40.7422
2022-12-13,=989.3100,=1000.9500,=2785257496399.3701,=1239522072779,=871330656088.7798,=41.2719,=0.2427,=70.5269,=57.1406,=40.7422
2022-12-12,=1004.6200,=1016.4500,=2828661689170.1699,=1256140236913,=884928039283.3098,=41.8457,=0.2724,=70.5269,=57.2090,=40.7422
2022-12-09,=1001.6900,=1013.4800,=2547440702385.8506,=1282745656939,=895583070055.0900,=40.7422,=0.2003,=70.5269,=57.2239,=40.7422
2022-12-08,=997.3100,=1009.0600,=2542547388836.1396,=1278004803361,=892906454689.7698,=40.5504,=0.1886,=70.5269,=57.2387,=40.7550
2022-12-07,=1000.4700,=1012.2500,=2544193722569.1802,=1279988304473,=894738332258.8701,=40.6202,=0.1906,=70.5396,=57.3328,=40.7550
2022-12-06,=1003.1400,=1014.9500,=2555734167931.5991,=1284154958137,=896559609064.6700,=40.6845,=0.1944,=70.5396,=57.4269,=40.7558
2022-12-05,=1003.6000,=1015.4100,=2556142096931.4800,=1282295578029,=895308298545.5502,=40.6404,=0.1930,=70.5396,=57.5009,=40.7650
2022-12-02,=1008.1400,=1020.0100,=2557842504736.8003,=1282629935505,=898305796698.9700,=40.4364,=0.1829,=70.5396,=57.5749,=40.7664
2022-12-01,=1009.3300,=1021.2100,=2552879264607.4199,=1288955763026,=899738042218.6600,=40.4865,=0.1850,=70.5396,=57.5876,=40.7813
2022-11-30,=1000.2600,=1012.0400,=2533928262764.1401,=1275633957403,=891911787936.9401,=40.0781,=0.1521,=70.5548,=57.6004,=40.7813
2022-11-29,=1002.4500,=1014.2500,=2547230799083.8188,=1277867570812,=893954638192.8497,=40.1381,=0.1559,=70.5548,=57.6547,=40.7837
2022-11-28,=992.8100,=1004.5000,=2515047171626.0898,=1263243490203,=885431075542.9598,=39.4083,=0.1263,=70.5548,=57.7090,=40.8093
2022-11-25,=999.9900,=1011.7600,=2531179330991.9902,=1271167374128,=890730318441.7500,=39.5932,=0.1318,=70.5548,=57.7745,=40.8542
2022-11-24,=1015.3600,=1027.3100,=2570507495296.1401,=1289792924729,=904485294068.8800,=40.3242,=0.1708,=70.5548,=57.8400,=40.9271
2022-11-23,=1017.0200,=1028.9900,=2574754231785.5298,=1292814811482,=905562004289.8904,=40.3517,=0.1711,=70.5723,=57.8498,=40.9271
2022-11-22,=1017.8200,=1029.8000,=2577551861562.0405,=1295518608806,=906263500812.8500,=40.2936,=0.1661,=70.5723,=57.8596,=40.9662
2022-11-21,=1032.4700,=1044.6300,=2616313404362.1812,=1312886644338,=918783499199.8600,=41.0030,=0.2018,=70.5723,=57.8823,=40.9966
2022-11-18,=1031.9900,=1044.1400,=2616146977153.5000,=1311971391158,=918592986569.6400,=40.7558,=0.1844,=70.5723,=57.9050,=40.9966
2022-11-17,=1041.6700,=1053.9400,=2638721843616.5493,=1255961970027,=928245217905.4301,=41.1628,=0.2096,=70.5723,=58.1837,=41.0369
2022-11-16,=1036.4900,=1048.6900,=2626077489192.8101,=1248244226475,=922281566916.2296,=41.2655,=0.2189,=70.5987,=58.4624,=40.9966
2022-11-15,=1052.0400,=1064.4300,=2665228772855.9990,=1268294598071,=937240720837.3199,=41.8459,=0.2496,=70.5987,=58.5139,=40.9966
2022-11-14,=1022.9100,=1034.9600,=2594329399248.8203,=1220511728532,=910007633386.7900,=40.3931,=0.1732,=70.5987,=58.5654,=40.9966
2022-11-11,=1023.2600,=1035.3100,=2591826873473.4600,=1218709335807,=910082363753.9200,=40.3070,=0.1682,=70.5987,=58.6031,=41.0369
2022-11-10,=1023.0600,=1035.1100,=2590730451906.2402,=1214519560622,=905478730320.2600,=40.0451,=0.1505,=70.5987,=58.6408,=41.0642
2022-11-09,=1037.5300,=1049.7400,=2626773206212.9199,=1231685097422,=918386587885.9800,=40.7664,=0.1831,=70.6153,=58.7208,=41.0642
2022-11-08,=1051.7100,=1064.0900,=2664115966204.5098,=1246724497836,=930389879389.1899,=41.1942,=0.2050,=70.6153,=58.8008,=41.1245
2022-11-07,=1061.3500,=1073.8500,=2686375174224.3789,=1257290392030,=938638167616.4098,=41.5393,=0.2198,=70.6153,=58.8460,=41.1245
2022-11-04,=1072.8700,=1085.5000,=2705929787082.4600,=1256854664212,=948231844794.6000,=41.8347,=0.2401,=70.6153,=58.8912,=41.1245
2022-11-03,=1048.0700,=1060.4100,=2647523678163.5200,=1231757218899,=927642060965.8199,=40.9271,=0.1917,=70.6153,=59.0175,=41.1245
2022-11-02,=1037.1800,=1049.3900,=2622002903609.2603,=1215566541526,=916478079748.8398,=40.3728,=0.1703,=70.6186,=59.1438,=41.1245
2022-11-01,=1024.5200,=1036.5800,=2584432515029.9189,=1200632252066,=904869892034.3000,=39.7996,=0.1397,=70.6186,=59.1833,=41.1275
2022-10-31,=1010.3300,=1022.2200,=2543724107228.9297,=1183977151599,=892559298733.2700,=39.1355,=0.1255,=70.6186,=59.2227,=41.1426
2022-10-28,=993.7200,=1005.4200,=2514453417968.8599,=1161092839090,=851249997269.1910,=37.6244,=0.0729,=70.6186,=59.4957,=41.1971
2022-10-27,=1004.9100,=1016.7400,=2539447962302.1611,=1173342024606,=835211284135.5704,=39.4203,=0.1277,=70.6186,=59.7686,=41.2022
2022-10-26,=1003.2500,=1015.0700,=2528330125328.7100,=1173518288089,=834533941228.6002,=39.8190,=0.1353,=70.8977,=59.7792,=41.2022
2022-10-25,=971.3300,=982.7700,=2445500146741.3408,=1137405466739,=805978123583.1172,=38.0514,=0.0788,=70.8977,=59.7898,=41.2157
2022-10-24,=969.4900,=980.9100,=2438587774097.8501,=1128311632327,=804655502814.4169,=38.1916,=0.0881,=70.8977,=59.8098,=41.2208
2022-10-21,=967.9800,=979.3800,=2448397658513.8101,=1127993918581,=794136269135.0923,=38.8438,=0.1176,=70.8977,=59.8299,=41.2920
2022-10-20,=963.9500,=975.3000,=2436317872871.9902,=1124574907246,=789981751916.8730,=38.7854,=0.1160,=70.8977,=59.8972,=41.3588
2022-10-19,=949.5000,=960.6800,=2404961397076.1904,=1105730241195,=778813619119.0433,=38.1393,=0.0830,=70.9054,=59.9645,=41.3588
2022-10-18,=960,=971.3000,=2430427387928.2598,=1116735171452,=787135746358.1646,=38.5261,=0.1017,=70.9054,=59.9990,=41.4340
2022-10-17,=963.2200,=974.5600,=2433515682914.0898,=1119125787790,=789175410202.8882,=38.4006,=0.0944,=70.9054,=60.0335,=41.5346
2022-10-14,=954.9200,=966.1700,=2425571003654.7803,=1095296385029,=772925125807.2847,=38.4361,=0.0946,=70.9054,=60.0345,=41.5510
2022-10-13,=926.5200,=937.4300,=2340276811542.6001,=1056990062104,=750338578442.0802,=37.0753,=0.0502,=70.9054,=60.0356,=41.5846
2022-10-12,=924.9100,=935.8000,=2339016901512.7295,=1053472438774,=748002224119.6761,=36.9233,=0.0447,=70.9065,=60.1428,=41.5846
2022-10-11,=892.7400,=903.2500,=2264363804043.8296,=1018315990536,=722765981769.3461,=35.7709,=0.0205,=70.9065,=60.2500,=41.5933
2022-10-10,=897.3400,=907.9000,=2279439639798.6201,=1024013201255,=726118094755.1685,=36.0117,=0.0280,=70.9065,=60.3100,=41.6160
2022-09-30,=939.3800,=950.4400,=2377414577338.5903,=1077423712097,=759692186687.9023,=37.4858,=0.0543,=70.9065,=60.3701,=41.6408
