date,consume_pe,zz500_pb_quantile,consume_rsi14,gold_macd_bar,bond10_std20,zz500_ma20,hs300_ma20_amt,hs300_obv,gold_ma20_amt,consume_macd_dea,bond10_atr14,yield_2y,gold_atr14,hs300_rsi14,bond10_ma5,yield_1y,consume_atr14,zz500_rsi14,consume_ma20_amt,hs300_macd_dea,hs300_pe,pmi_生产经营活动预期指数,pmi_制造业采购经理指数,bond_10y_2y_spread,margin_5d_chg,north_net,hs300_ma5,zz500_ma5,north_20d_sum,margin_total,m1_m2_spread,yield_10y,社融存量增速(近似),hs300_pe_quantile,score_valuation,score_macro,score_sentiment,score_trend,score_total
2015-01-19,23.8852,0.1013295058196496,43.02360648955321,0.00043961948343015,0.32265276661113024,1.507249999998611,5922981465.196797,15200279635.147182,968956197.4424,0.0191957669427226,0.40355486282341435,3.2254,0.0154977729086273,43.85733247426929,103.77039999999968,3.1887,0.0291309742780843,45.64657634123874,1326694.597949986,0.1407763012594999,13.24,47.4,49.8,0.2724,1.8085432678534683,,3.53120000000384,1.5163999999993003,,1098530965252.0,-9.0,3.475,15.6417546182706,0.0075471698113207,13.0,12.0,8.0,5.5,38.5
2015-01-20,24.5188,0.1013295058196496,50.72248294982125,0.00043961948343015,0.32265276661113024,1.5064499999986114,5842593126.393598,15200279635.147182,968956197.4424,0.0174939065026365,0.40355486282341435,3.2166,0.0154977729086273,48.60913437858832,103.77039999999968,3.1812,0.0293359046867925,54.00168171876647,1300718.5863999862,0.1292788221169725,13.24,47.4,49.8,0.2775,1.0784231936926236,,3.5000000000038405,1.5199999999993006,,1096759632702.0,-9.0,3.4711,15.6417546182706,0.0075471698113207,13.0,12.0,8.0,5.5,38.5
2015-01-21,25.119,0.1013295058196496,56.77898200576394,0.00043961948343015,0.32265276661113024,1.5104999999986113,5769409880.953597,15200279635.147182,968956197.4424,0.01624359922266,0.40355486282341435,3.2161,0.0154977729086273,55.86036835139252,103.77039999999968,3.1752,0.0290976257805931,58.9657369128758,1301088.0403999863,0.1194386317433679,13.24,47.4,49.8,0.2763,0.4438455025086885,,3.5014000000038408,1.5323999999993003,,1102541797259.0,-9.0,3.4672,15.6417546182706,0.0075471698113207,13.0,12.0,7.0,5.5,37.5
2015-01-22,25.1726,0.1013295058196496,58.26618515806221,0.00043961948343015,0.32265276661113024,1.5174999999986114,5626906820.025598,15200279635.147182,968956197.4424,0.0154165183523633,0.40355486282341435,3.2055,0.0154977729086273,56.11848252827142,103.77039999999968,3.1652,0.0279477953676936,61.98837092610052,1250143.3017999865,0.1109765385966654,13.24,47.4,49.8,0.2712,-0.025944019,,3.484000000003841,1.5449999999993007,,1112908613558.0,-9.0,3.4521,15.6417546182706,0.0075471698113207,13.0,12.0,7.0,5.5,37.5
2015-01-23,24.9524,0.1013295058196496,55.33680311723571,0.00043961948343015,0.32265276661113024,1.5227999999986113,5460955696.9791975,15200279635.147182,968956197.4424,0.0147033830189928,0.40355486282341435,3.196,0.0154977729086273,56.88773055939319,103.77039999999968,3.1606,0.0268800956985726,59.275573973043215,1262454.9920499865,0.1038400940908188,13.24,47.4,49.8,0.2779,0.0389157885217317,,3.463600000003841,1.5517999999993008,,1118839298823.0,-9.0,3.452,15.6417546182706,0.0075471698113207,13.0,12.0,7.0,6.5,38.5
2015-01-26,25.4134,0.1013295058196496,60.09061341349844,0.00043961948343015,0.32265276661113024,1.528349999998611,5322750268.9215975,15200279635.147182,968956197.4424,0.0144165354401596,0.40355486282341435,3.1534,0.0154977729086273,58.45630298814432,103.77039999999968,3.1427,0.0266029460058174,63.20613724171685,1280386.3158499864,0.0982144222477165,13.24,47.4,49.8,0.2911,2.618426289822562,,3.523200000003841,1.5787999999993008,,1127295188848.0,-9.0,3.4341,15.6417546182706,0.0075471698113207,13.0,12.0,9.5,15.0,49.5
2015-01-27,25.3631,0.1013295058196496,59.77915232552167,0.00043961948343015,0.32265276661113024,1.533349999998611,5227679159.769598,15200279635.147182,968956197.4424,0.0143631011749919,0.40355486282341435,3.1701,0.0154977729086273,56.1277321507295,103.77039999999968,3.0817,0.026274164148259,63.65062775056899,1241902.053949986,0.093032370945693,13.24,47.4,49.8,0.3068,3.161969762742234,,3.5584000000038416,1.5961999999993008,,1131438840658.0,-9.0,3.4309,15.6417546182706,0.0075471698113207,13.0,13.0,9.5,11.0,46.5
2015-01-28,25.1038,0.1013295058196496,55.44622077900738,0.00043961948343015,0.32265276661113024,1.5390999999986112,4964882616.326398,15200279635.147182,968956197.4424,0.0142026687290422,0.40355486282341435,3.1794,0.0154977729086273,52.55785878419992,103.77039999999968,3.0955,0.0254688667090977,62.0364595355111,1276997.2674499862,0.0872785827953448,13.24,47.4,49.8,0.3434,2.887819822718307,,3.551200000003842,1.6043999999993008,,1134381217834.0,-9.0,3.4767,15.6417546182706,0.0075471698113207,13.0,13.0,9.5,11.0,46.5
2015-01-29,24.822,0.1013295058196496,51.69896028396763,0.00043961948343015,0.32265276661113024,1.5456499999986113,4895443456.774398,15200279635.147182,968956197.4424,0.0137438038678509,0.40355486282341435,3.1927,0.0154977729086273,50.320518831855296,103.77039999999968,3.098,0.0261496619441621,59.9885573282133,1353237.445949986,0.0806788252122293,13.24,47.4,49.8,0.3561,2.128277944428514,,3.535400000003842,1.605399999999301,,1136594402122.0,-9.0,3.4966,15.6417546182706,0.0075471698113207,13.0,13.0,9.5,5.0,40.5
2015-01-30,24.7683,0.1013295058196496,50.291147781975496,0.00043961948343015,0.32265276661113024,1.5502999999986111,4823116486.547198,15200279635.147182,968956197.4424,0.0130108448157722,0.40355486282341435,3.2198,0.0154977729086273,47.77516632293606,103.77039999999968,3.0963,0.0254246860910077,56.19294140592805,1358934.551749986,0.0730248773275489,13.24,47.4,49.8,0.3466,1.163151971305476,,3.507600000003842,1.6055999999993014,,1131853100183.0,-9.0,3.5019,15.6417546182706,0.0075471698113207,13.0,13.0,8.0,7.0,41.0
2015-02-02,24.4744,0.1013295058196496,46.4750005110271,0.00043961948343015,0.32265276661113024,1.5533999999986112,4399435345.043199,15200279635.147182,968956197.4424,0.0118914955890791,0.40355486282341435,3.2044,0.0154977729086273,43.52907600315403,103.77039999999968,3.0832,0.02496577994165,54.81681983925828,1215747.2872999862,0.0637164874852383,13.24,47.4,49.8,0.3312,0.5018787337131903,,3.457600000003842,1.5975999999993014,,1132952843667.0,-9.0,3.4729,15.6417546182706,0.0075471698113207,13.0,13.0,8.0,4.5,38.5
2015-02-03,24.7671,0.1013295058196496,49.42695289542248,0.00043961948343015,0.32265276661113024,1.5567999999986113,4255295339.3151984,15200279635.147182,968956197.4424,0.0107210836583539,0.40355486282341435,3.2033,0.0154977729086273,48.578616155059166,103.77039999999968,3.0907,0.0241825099458178,59.267263102052105,1131187.7023999863,0.0549742627495707,13.24,47.4,49.8,0.3101,0.1137936817911633,,3.4306000000038424,1.5945999999993012,,1132726346572.0,-9.0,3.4533,15.6417546182706,0.0075471698113207,13.0,13.0,7.0,4.5,37.5
2015-02-04,24.6055,0.1013295058196496,47.454037034006696,0.00043961948343015,0.32265276661113024,1.5597499999986113,4128179175.692799,15200279635.147182,968956197.4424,0.0094439051114224,0.40355486282341435,3.1788,0.0154977729086273,46.3740450315577,103.77039999999968,3.0906,0.023598044949688,57.58229336895694,1075433.1931499862,0.0462976615136128,13.24,47.4,49.8,0.3301,0.0926902519602368,,3.4072000000038423,1.5915999999993014,,1135432678643.0,-9.0,3.4589,15.6417546182706,0.0075471698113207,13.0,13.0,7.0,3.0,36.0
2015-02-05,24.3917,0.1013295058196496,44.19712076078865,0.00043961948343015,0.32265276661113024,1.5628499999986114,4151697030.783999,15200279635.147182,968956197.4424,0.0079537815662261,0.40355486282341435,3.098,0.0154977729086273,44.16047736461848,103.77039999999968,3.0804,0.0235553274532817,55.25610499207689,1090478.341899986,0.0373733352163069,13.24,47.4,49.8,0.3198,0.4002351779585522,,3.383200000003842,1.5883999999993017,,1141143452750.0,-9.0,3.4018,15.6417546182706,0.0075471698113207,13.0,13.0,7.0,3.0,36.0
2015-02-06,24.2101,0.1013295058196496,41.63279923038857,0.00043961948343015,0.32265276661113024,1.5647999999986113,4001661039.155199,15200279635.147182,968956197.4424,0.0062306305234809,0.40355486282341435,3.1377,0.0154977729086273,41.49423121018969,103.77039999999968,3.0912,0.0233728040637616,49.22130675227942,1085645.096899986,0.0278786653925076,13.24,47.4,49.8,0.3259,0.9952168595181332,,3.3578000000038424,1.5827999999993014,,1143117493061.0,-9.0,3.4325,15.6417546182706,0.0075471698113207,13.0,13.0,8.0,3.0,37.0
2015-02-09,24.4936,0.1013295058196496,46.32784920085077,0.00043961948343015,0.32265276661113024,1.5673999999986112,3965145554.963198,15200279635.147182,968956197.4424,0.0046609137408696,0.40355486282341435,3.1536,0.0154977729086273,44.24919503613916,103.77039999999968,3.0856,0.0231318894877786,47.59606114989941,920155.156899986,0.0190669682656182,13.24,47.4,49.8,0.3089,1.7401230637446252,,3.355400000003842,1.5767999999993014,,1152667617401.0,-9.0,3.4236,15.6417546182706,0.0075471698113207,13.0,13.0,8.0,3.0,37.0
2015-02-10,24.7226,0.1013295058196496,46.98394223612821,0.00043961948343015,0.32265276661113024,1.5698999999986112,4030429735.891199,15200279635.147182,968956197.4424,0.0032909393942605,0.40355486282341435,3.1443,0.0154977729086273,48.8248399009319,103.77039999999968,3.0932,0.0220510402386515,51.25528651004751,912613.652899986,0.01217075730922,13.24,47.4,49.8,0.3197,3.205465041833211,,3.350600000003842,1.5687999999993014,,1169035493631.0,-9.0,3.4299,15.6417546182706,0.0075471698113207,13.0,10.0,9.5,3.0,35.5
2015-02-11,25.009,0.1013295058196496,51.748006746654966,0.00043961948343015,0.32265276661113024,1.5735499999986111,4064173547.423999,15200279635.147182,968956197.4424,0.0023497915786563,0.40355486282341435,3.1308,0.0154977729086273,50.26817807655996,103.77039999999968,3.0928,0.0216188230787479,54.32822004770047,887073.3630499862,0.007159904282333,13.24,47.4,49.8,0.2918,3.83201997550402,,3.358000000003842,1.5657999999993013,,1178942685697.0,-9.0,3.3955,15.6417546182706,0.0075471698113207,13.0,9.0,9.5,4.5,36.0
2015-02-12,25.1756,0.1013295058196496,54.94539585093703,0.00043961948343015,0.32265276661113024,1.5765999999986111,3959768072.783999,15200279635.147182,968956197.4424,0.0018969033737794,0.40355486282341435,3.1145,0.0154977729086273,51.2111941929258,103.77039999999968,3.0872,0.0208603357159802,56.58231113436625,885886.9007999862,0.003800477229125,13.24,47.4,49.8,0.2918,3.215166990756768,,3.376200000003842,1.567599999999301,,1177833120360.0,-9.0,3.3865,15.6417546182706,0.0075471698113207,13.0,9.0,9.5,10.5,42.0
2015-02-13,25.3723,0.1013295058196496,57.43087142680834,0.00043961948343015,0.32265276661113024,1.5801999999986112,3906201401.577599,15200279635.147182,968956197.4424,0.0019130542989044,0.40355486282341435,3.0872,0.0154977729086273,52.72812882682821,103.77039999999968,3.0859,0.020584597450553,60.608611355182376,878102.6207999863,0.0019945737947349,13.24,47.4,49.8,0.2692,0.0876964034830507,,3.408800000003842,1.5805999999993012,,1144119965990.0,-9.0,3.3552,15.6417546182706,0.0075471698113207,13.0,9.0,8.5,10.5,41.0
2015-02-16,25.6114,0.1013295058196496,60.31262942328479,0.00043961948343015,0.32265276661113024,1.5887499999986112,3842617287.017599,15200279635.147182,968956197.4424,0.0023934815435139,0.40355486282341435,3.0588,0.0154977729086273,54.726388038095855,103.77039999999968,3.0801,0.0198999833469421,65.07330439251855,822555.0207999863,0.0017151893355498,13.24,47.4,49.8,0.2847,-1.30381715,,3.439600000003842,1.6017999999993011,,1137638939318.0,-9.0,3.3374,15.6417546182706,0.0075471698113207,13.0,9.0,11.0,11.5,44.5
2015-02-17,25.5539,0.1013295058196496,60.83180977259458,0.00043961948343015,0.32265276661113024,1.595099999998611,3712851673.331198,15200279635.147182,968956197.4424,0.0031661770039379,0.40355486282341435,3.0948,0.0154977729086273,56.827294306342615,103.77039999999968,3.0624,0.0188356988221605,66.10753679313468,908657.6607999865,0.0028979208225916,13.24,47.4,49.8,0.2629,-5.007929094,,3.463200000003842,1.6207999999993017,,1110491025026.0,-9.0,3.3373,15.6417546182706,0.0075471698113207,13.0,9.0,9.5,13.0,44.5
2015-02-25,25.4231,0.1013295058196496,57.97325616215903,0.00043961948343015,0.32265276661113024,1.5993499999986112,3705948381.164798,15200279635.147182,968956197.4424,0.0039626572774795,0.40355486282341435,3.0764,0.0154977729086273,52.27652333651511,103.77039999999968,3.0353,0.018276006049149,65.07001733556113,962262.6592999862,0.0040669341106314,13.24,47.4,49.8,0.2966,-3.247495553,,3.471600000003842,1.6355999999993014,,1140656574404.0,-9.0,3.349,15.6417546182706,0.0075471698113207,13.0,9.0,10.5,13.0,45.5
2015-02-26,25.76,0.1013295058196496,61.32814758650036,0.00043961948343015,0.32265276661113024,1.603299999998611,3753006216.3519983,15200279635.147182,968956197.4424,0.004914713892989,0.40355486282341435,3.0762,0.0154977729086273,59.01792351344884,103.77039999999968,3.0353,0.0178277199027812,67.79187497048777,1190878.5332999865,0.0068001029668509,13.24,47.4,49.8,0.3069,-2.093668208,,3.497800000003842,1.6517999999993012,,1153173202781.0,-9.0,3.3594,15.6417546182706,0.0075471698113207,13.0,10.0,8.5,15.0,46.5
2015-02-27,25.9742,0.1013295058196496,63.17485733577384,0.00043961948343015,0.32265276661113024,1.6088499999986108,3763388296.547198,15200279635.147182,968956197.4424,0.0060148536492197,0.40355486282341435,3.1142,0.0154977729086273,58.41400201007796,103.77039999999968,3.0438,0.0174114541954397,69.93631016903954,1273824.8913999863,0.0102431972808244,13.24,47.4,49.8,0.2959,1.2070787788455384,,3.518200000003842,1.666399999999301,,1157930395304.0,-9.0,3.3745,15.6417546182706,0.0075471698113207,13.0,9.0,12.0,17.0,51.0
2015-03-02,26.1518,0.1013295058196496,64.22613200743082,0.00043961948343015,0.32265276661113024,1.614499999998611,3811690490.710398,15200279635.147182,968956197.4424,0.0072002465009623,0.40355486282341435,3.1428,0.0154977729086273,60.1697193930519,103.77039999999968,3.0488,0.0166677788957655,73.89941838672647,1638887.0357999862,0.0143741437529293,12.09,54.0,49.9,0.2924,3.5774679579268165,,3.538400000003842,1.6817999999993014,,1178337607849.0,-9.0,3.3883,15.6417546182706,0.0075471698113207,13.0,9.0,13.5,17.0,52.5
2015-03-03,25.7844,0.1013295058196496,57.986598458076784,0.00043961948343015,0.32265276661113024,1.619349999998611,3801382018.006398,15200279635.147182,968956197.4424,0.0081371614476899,0.40355486282341435,3.1364,0.0154977729086273,51.90924612371559,103.77039999999968,3.0341,0.0164772232603536,70.5604051275403,1713265.5657999865,0.0171233772469709,12.09,54.0,49.9,0.3179,7.826330038729057,,3.532800000003842,1.6931999999993017,,1197401717695.0,-9.0,3.4022,15.6417546182706,0.0075471698113207,13.0,10.0,15.0,15.0,53.0
2015-03-04,26.3556,0.1013295058196496,63.9186212345915,0.00043961948343015,0.32265276661113024,1.6262499999986109,3786591823.951998,15200279635.147182,968956197.4424,0.0092016715417645,0.40355486282341435,3.1524,0.0154977729086273,53.92505065030823,103.77039999999968,3.0291,0.0168717073131855,74.03484937212484,1932899.3450999868,0.0192861108741696,12.09,54.0,49.9,0.2941,6.125455253918788,,3.5438000000038423,1.7119999999993012,,1210526982470.0,-9.0,3.3869,15.6417546182706,0.0075471698113207,13.0,9.0,15.0,15.0,52.0
2015-03-05,26.4697,0.1013295058196496,65.12386614910274,0.00043961948343015,0.32265276661113024,1.6334499999986107,3806717902.262398,15200279635.147182,968956197.4424,0.0103491520331382,0.40355486282341435,3.1961,0.0154977729086273,51.51922530939916,103.77039999999968,3.0518,0.0168094425051008,72.91158803715292,1951426.4276999864,0.0204452742502424,12.09,54.0,49.9,0.31,6.207909847311588,,3.5282000000038423,1.7259999999993014,,1224761155593.0,-9.0,3.4369,15.6417546182706,0.0075471698113207,13.0,10.0,15.0,15.0,53.0
