date,hs300_ma5,hs300_ma20,hs300_std20,hs300_atr14,hs300_rsi14,hs300_macd_dif,hs300_macd_dea,hs300_macd_bar,hs300_ma20_vol,hs300_ma20_amt,hs300_obv,zz500_ma5,zz500_ma20,zz500_std20,zz500_atr14,zz500_rsi14,zz500_macd_dif,zz500_macd_dea,zz500_macd_bar,zz500_ma20_vol,zz500_ma20_amt,zz500_obv,kc50_ma5,kc50_ma20,kc50_std20,kc50_atr14,kc50_rsi14,kc50_macd_dif,kc50_macd_dea,kc50_macd_bar,kc50_ma20_vol,kc50_ma20_amt,kc50_obv,consume_ma5,consume_ma20,consume_std20,consume_atr14,consume_rsi14,consume_macd_dif,consume_macd_dea,consume_macd_bar,consume_ma20_vol,consume_ma20_amt,consume_obv,gold_ma5,gold_ma20,gold_std20,gold_atr14,gold_rsi14,gold_macd_dif,gold_macd_dea,gold_macd_bar,gold_ma20_vol,gold_ma20_amt,gold_obv,bond10_ma5,bond10_ma20,bond10_std20,bond10_atr14,bond10_rsi14,bond10_macd_dif,bond10_macd_dea,bond10_macd_bar,bond10_ma20_vol,bond10_ma20_amt,bond10_obv,hs300_pe,hs300_pb,zz500_pe,zz500_pb,hs300_erp,hs300_pe_quantile,hs300_pb_quantile,zz500_pe_quantile,zz500_pb_quantile,kc50_pe_quantile,kc50_pe_p80,kc50_pe_p50,kc50_pe_p20,kc50_pb,kc50_pb_quantile,kc50_pb_p80,kc50_pb_p50,kc50_pb_p20,kc50_ps,kc50_ps_quantile,kc50_ps_p80,kc50_ps_p50,kc50_ps_p20,kc50_div_yield,kc50_div_quantile,kc50_div_p80,kc50_div_p50,kc50_div_p20,yield_1y,yield_2y,yield_10y,m2数量(亿元),m2同比增长,m2环比增长,m1数量(亿元),m1同比增长,m1环比增长,m0数量(亿元),m0同比增长,m0环比增长,ppi_yoy,ppi_acc_yoy,cpi_current,cpi_yoy,cpi_mom,cpi_acc,pmi_主要原材料购进价格指数,pmi_产成品库存指数,pmi_从业人员指数,pmi_供应商配送时间指数,pmi_出厂价格指数,pmi_制造业采购经理指数,pmi_原材料库存指数,pmi_在手订单指数,pmi_新出口订单指数,pmi_新订单指数,pmi_生产指数,pmi_生产经营活动预期指数,pmi_进口指数,pmi_采购量指数,社融增量(亿元),社融增量_12月滚动和,社融存量增速(近似),上交所融资余额(元),上交所融券余额(元),上交所融资融券余额(元),深交所融资余额(元),深交所融券余额(元),深交所融资融券余额(元),沪深融资余额合计(元),沪深融券余额合计(元),沪深融资融券余额合计(元),沪深融资余额合计(亿元),沪深融资融券余额合计(亿元),融资买入额_x,融券卖出量_x,融券余量_x,turnover,north_net,north_20d_sum,volatility_20d,margin_total,margin_5d_chg,score_valuation,score_macro,score_sentiment,score_trend,score_total,market_state,m1_m2_spread,bond_10y_2y_spread,ma20_slope,ma20_streak,macd_signal,consume_pe,consume_pb,consume_dividend_yield,consume_pe_quantile,consume_pb_quantile,chip_ma5,chip_ma20,chip_std20,chip_atr14,chip_rsi14,chip_macd_dif,chip_macd_dea,chip_macd_bar,chip_ma20_vol,chip_ma20_amt,chip_obv,chip_pe,chip_pb,chip_dividend_yield,chip_pe_quantile,chip_pb_quantile
2019/06/05,3.625600000003824,3.641850000005776,0.0394109781706801,0.0693440548243841,39.53530459537492,-0.050837903,-0.055893204,0.0050553018351274,358727403.8,1307194252.9524498,40023277346.0,5.209999999999188,5.29164999999906,0.0838897831252682,0.1171534314914665,34.054505998185135,-0.127575545,-0.132222036,0.0046464909510596,64261374.4,129677086.1700001,3307044867,,,,,,,,,,,,2.6999999999996165,2.721350000007524,0.0785463545261369,0.0811217454459489,46.50954899643828,0.0022603035133759,0.0135774036731692,-0.0113171,18285046.2,49935782.44694997,791673006,2.9092,2.8586499999999964,0.0390567215728873,0.0188665904242404,79.07136899987864,0.0310830801828481,0.0200887012705212,0.0109943789123268,280602133.0,802418668.5004498,19796285328.0,106.13079999999964,105.82034999999982,0.2789767509291908,0.2738490673781922,68.25733791631481,0.1944529553844489,0.112996663502145,0.0814562918823039,1879.5,193382.7990000065,879312.0,11.42,1.37,17.94,1.79,5.546567425569177,0.2191272051996286,0.1095636025998143,0.0891364902506963,0.0947075208913649,,,,,,,,,,,,,,,,,,,,2.6632,2.9484,3.21,1921360.19,0.085,0.016,567696.18,0.044,0.0429,72580.96,0.043,-0.003,0.0,100.3,102.7,0.027,-0.001,102.2,49.0,48.1,46.9,50.2,45.4,49.4,48.2,44.5,46.3,49.6,51.3,53.4,46.8,49.7,26243,238028.0,29.473518164956,826898000000.0,44175523085.0,871073000000.0,748672000000.0,24621690174.0,773293000000.0,1575569167335.0,68797213259.0,1644366380594.0,15755.69167,16443.66381,22313020121.0,969865539.0,6768605717.0,0.0014102164762825,30.578199999999995,-395.2115,21.05677107195741,914965000000.0,-1.296001009,25.0,11.5,8.0,7.5,52.0,震荡,-5.6,0.4226,-0.953248661,-27,0.5,31.5739,5.7737,0.0171,0.8423645320197044,0.947454844006568,,,,,,,,,,,,,,,,
2019/06/06,3.609200000003823,3.639900000005776,0.0419688896730572,0.0673194794797853,36.90532578448969,-0.052524157,-0.055219395,0.0026952380084231,349328122.9,1272577215.3102996,39657209943.0,5.155999999999188,5.280549999999059,0.1027001251839148,0.1172139006706475,29.81728012569923,-0.137102518,-0.133198132,-0.003904386,64261374.4,129677086.1700001,3307044867,,,,,,,,,,,,2.6799999999996165,2.724450000007524,0.0734516835021386,0.079255906485524,42.99577495545827,-0.003978545,0.0100662139513104,-0.014044759,17686275.95,48433156.32969998,780570711,2.9322,2.8664499999999964,0.0431282679923774,0.0184475482510804,78.652975391759,0.0348313243945299,0.023037225895323,0.0117940984992069,280551376.1,804701611.5907497,19485340865.0,106.26479999999962,105.87764999999985,0.2937829599500531,0.2711455625654645,68.6165133827979,0.2244288225093385,0.1352830953035837,0.0891457272057547,1879.5,193382.7990000065,879312.0,11.34,1.36,17.56,1.76,5.6047421516754845,0.1887755102040816,0.0950834879406308,0.0825602968460111,0.0871985157699443,,,,,,,,,,,,,,,,,,,,2.6542,2.9533,3.2136,1921360.19,0.085,0.016,567696.18,0.044,0.0429,72580.96,0.043,-0.003,0.0,100.3,102.7,0.027,-0.001,102.2,49.0,48.1,46.9,50.2,45.4,49.4,48.2,44.5,46.3,49.6,51.3,53.4,46.8,49.7,26243,238028.0,29.473518164956,826898000000.0,44175523085.0,871073000000.0,748672000000.0,24621690174.0,773293000000.0,1575569167335.0,68797213259.0,1644366380594.0,15755.69167,16443.66381,22313020121.0,969865539.0,6768605717.0,0.0014239042348746,10.78560000000001,-373.0085,20.672112835690697,908943000000.0,-1.864314399,25.0,11.5,8.0,7.5,52.0,震荡,-5.6,0.4365,-0.676726608,-28,0.5,31.0513,5.7497,0.0173,0.8087027914614121,0.9433497536945812,,,,,,,,,,,,,,,,
2019/06/10,3.605600000003823,3.634600000005777,0.0380268023957918,0.0672966595169434,42.9680296752535,-0.049577215,-0.054090959,0.0045137441119946,332503176.1,1208210276.4118,39992707488.0,5.117799999999188,5.26324999999906,0.1074581579627575,0.116127193479887,33.89930608286906,-0.138776328,-0.134313771,-0.004462557,64261374.4,129677086.1700001,3307044867,,,,,,,,,,,,2.6739999999996167,2.724200000007524,0.0735871069502176,0.0795947703079866,48.671086644634606,-0.004593272,0.007134316792702,-0.011727589,17362505.95,47559496.464699976,795330211,2.9472,2.873699999999997,0.0448465160299043,0.0186298662331461,74.81601304985662,0.0366530960772486,0.0257603999317081,0.0108926961455404,287528127.0,827821658.6812997,18998536630.0,106.3615999999996,105.92119999999984,0.303419775318217,0.267206593810788,65.32840714879134,0.2377782474931251,0.155782125741492,0.0819961217516331,1879.5,193382.7990000065,879312.0,11.46,1.37,17.72,1.77,5.500903490401397,0.2326227988878591,0.1107506950880444,0.0889712696941612,0.0908248378127896,,,,,,,,,,,,,,,,,,,,2.6661,2.9741,3.2251,1921360.19,0.085,0.016,567696.18,0.044,0.0429,72580.96,0.043,-0.003,0.0,100.3,102.7,0.027,-0.001,102.2,49.0,48.1,46.9,50.2,45.4,49.4,48.2,44.5,46.3,49.6,51.3,53.4,46.8,49.7,26243,238028.0,29.473518164956,826898000000.0,44175523085.0,871073000000.0,748672000000.0,24621690174.0,773293000000.0,1575569167335.0,68797213259.0,1644366380594.0,15755.69167,16443.66381,22313020121.0,969865539.0,6768605717.0,0.000785598574437,78.9727,-244.4021,17.73956213391568,908959000000.0,-1.463500813,25.0,11.5,8.0,9.0,53.5,震荡,-5.6,0.4324,-0.462823497,-29,0.5,31.5772,5.8471,0.0171,0.8423645320197044,0.9622331691297208,,,,,,,,,,,,,,,,
2019/06/11,3.623000000003823,3.6383500000057767,0.0429386213146599,0.0712040409800189,54.52728454567007,-0.037689129,-0.050810593,0.0131214635405386,334554142.0,1217450890.1498497,40459503827.0,5.129799999999189,5.26039999999906,0.1062130322170653,0.1229038225170378,47.042505694636496,-0.121754085,-0.131801834,0.0100477492447856,64261374.4,129677086.1700001,3307044867,,,,,,,,,,,,2.6955999999996165,2.730400000007524,0.0765358890273611,0.0845522867145589,60.18811146546701,0.0063848568999347,0.0069844248141486,-0.000599568,17955309.1,49350598.858649984,825965870,2.9517999999999995,2.8792499999999963,0.0454641342161499,0.0187991615022071,68.42527403169865,0.036386357696732,0.0278855914847129,0.0085007662120191,297734912.2,858938891.1072496,18589012765.0,106.3709999999996,105.93179999999984,0.307876208976603,0.2801918371100173,57.79364419549577,0.2263821759278101,0.1699021357787556,0.0564800401490545,1879.5,193382.7990000065,879312.0,11.72,1.41,18.35,1.83,5.267323208191126,0.3018518518518518,0.1824074074074074,0.1078703703703703,0.1129629629629629,,,,,,,,,,,,,,,,,,,,2.6772,2.9948,3.2651,1921360.19,0.085,0.016,567696.18,0.044,0.0429,72580.96,0.043,-0.003,0.0,100.3,102.7,0.027,-0.001,102.2,49.0,48.1,46.9,50.2,45.4,49.4,48.2,44.5,46.3,49.6,51.3,53.4,46.8,49.7,26243,238028.0,29.473518164956,826898000000.0,44175523085.0,871073000000.0,748672000000.0,24621690174.0,773293000000.0,1575569167335.0,68797213259.0,1644366380594.0,15755.69167,16443.66381,22313020121.0,969865539.0,6768605717.0,0.0014700154479023,69.4596,-118.133,20.049033315220875,911272000000.0,-1.040707866,20.5,11.5,9.0,12.0,53.0,震荡,-5.6,0.4526,-0.315081442,1,0.5,33.1321,6.135,0.0163,0.9244663382594416,0.989326765188834,,,,,,,,,,,,,,,,
2019/06/12,3.641400000003823,3.641600000005776,0.0449014220306144,0.0686894666243033,51.72950153463797,-0.030179215,-0.046684317,0.0165051024083314,333036959.3,1212781553.9613495,40199778927.0,5.144599999999189,5.25579999999906,0.1056963964037098,0.1191249780515351,44.501403070561786,-0.111497295,-0.127740926,0.0162436313551681,64261374.4,129677086.1700001,3307044867,,,,,,,,,,,,2.7191999999996166,2.7359500000075245,0.0767766228035817,0.0811556948063762,57.00914916406307,0.0122807143824377,0.0080436827278064,0.0042370316546312,18077963.8,49763749.22849998,810774317,2.9574,2.884949999999997,0.0494170770080745,0.0204563642520495,73.71463573497803,0.0385547380801249,0.0300194208037953,0.0085353172763296,301628769.1,872304026.2440497,18981379803.0,106.3341999999996,105.94829999999985,0.3097436198789557,0.2693209916021589,57.1722806392218,0.213198562297677,0.1785614210825399,0.0346371412151371,1879.5,193382.7990000065,879312.0,11.64,1.4,18.21,1.82,5.33096529209622,0.2802960222016651,0.1655874190564292,0.1017576318223866,0.1091581868640148,,,,,,,,,,,,,,,,,,,,2.6849,2.9765,3.2601,1921360.19,0.085,0.016,567696.18,0.044,0.0429,72580.96,0.043,-0.003,0.0,100.3,102.7,0.027,-0.001,102.2,49.0,48.1,46.9,50.2,45.4,49.4,48.2,44.5,46.3,49.6,51.3,53.4,46.8,49.7,26243,238028.0,29.473518164956,826898000000.0,44175523085.0,871073000000.0,748672000000.0,24621690174.0,773293000000.0,1575569167335.0,68797213259.0,1644366380594.0,15755.69167,16443.66381,22313020121.0,969865539.0,6768605717.0,0.0010405070761539,12.8601,3.7237999999999367,20.172556810089063,912702000000.0,-0.453764591,20.5,11.5,12.0,13.0,57.0,震荡,-5.6,0.3403,-0.089166907,2,0.5,32.7979,6.0731,0.0164,0.90311986863711,0.98440065681445,,,,,,,,,,,,,,,,
2019/06/13,3.660000000003823,3.640600000005776,0.0435239899410089,0.0674259332939959,51.024638417529545,-0.024509861,-0.042249426,0.0177395653203996,330222730.0,1202033905.6267495,39898549754.0,5.1663999999991885,5.24674999999906,0.0985883142807241,0.1155446224764254,45.46447088131584,-0.100834599,-0.122359661,0.0215250621564711,64261374.4,129677086.1700001,3307044867,,,,,,,,,,,,2.742799999999616,2.7333000000075245,0.074039937257968,0.0795731451773493,56.42560613142796,0.0162813923031173,0.0096912246428686,0.0065901676602487,17539276.6,48192381.93854998,794912306,2.9601999999999995,2.8915999999999964,0.0523224617160192,0.0199237668054745,74.37504540574871,0.0402131017642068,0.0320581569958776,0.0081549447683292,295095784.5,855892211.9488497,19307393903.0,106.2945999999996,105.97184999999983,0.3157246071434729,0.2605837779162908,60.13923257436961,0.2112091378034364,0.1850909644267192,0.0261181733767171,1879.5,193382.7990000065,879312.0,11.62,1.39,18.23,1.82,5.360751979345957,0.2786506469500924,0.1446395563770794,0.1035120147874306,0.1095194085027726,,,,,,,,,,,,,,,,,,,,2.7155,2.9647,3.2451,1921360.19,0.085,0.016,567696.18,0.044,0.0429,72580.96,0.043,-0.003,0.0,100.3,102.7,0.027,-0.001,102.2,49.0,48.1,46.9,50.2,45.4,49.4,48.2,44.5,46.3,49.6,51.3,53.4,46.8,49.7,26243,238028.0,29.473518164956,826898000000.0,44175523085.0,871073000000.0,748672000000.0,24621690174.0,773293000000.0,1575569167335.0,68797213259.0,1644366380594.0,15755.69167,16443.66381,22313020121.0,969865539.0,6768605717.0,0.0007159896803452,11.7104,6.359699999999947,18.672255493431084,914519000000.0,-0.048705292,20.5,11.5,12.0,13.0,57.0,震荡,-5.6,0.3244,-0.034323215,3,0.5,32.7508,6.0644,0.0164,0.8990147783251231,0.9835796387520526,,,,,,,,,,,,,,,,
2019/06/14,3.680400000003823,3.637600000005776,0.0391016329636095,0.0668240809158533,48.77519619971608,-0.02154373,-0.038108287,0.0165645567791981,335076556.9,1219105138.3092496,39554035807.0,5.1953999999991884,5.23129999999906,0.0855901759122157,0.1150771494423951,41.83165979884537,-0.097633516,-0.117414432,0.0197809155661307,64261374.4,129677086.1700001,3307044867,,,,,,,,,,,,2.7675999999996166,2.7252000000075247,0.0615220473430879,0.0778893490932529,53.200168074553964,0.0165978050067479,0.0110725407156444,0.0055252642911034,16773678.9,45871064.83254997,783850601,2.9722,2.8997999999999964,0.0588571151180969,0.0218577834622263,79.39313622733579,0.0446438641746502,0.0345752984316321,0.010068565743018,294066898.0,855560073.6887497,19625493842.0,106.28339999999962,106.00034999999984,0.3306196115689469,0.2537563652079838,63.47018123635774,0.2204059233101958,0.1921539562034145,0.0282519671067812,1879.5,193382.7990000065,879312.0,11.54,1.38,17.94,1.8,5.4353112651646445,0.2585410895660203,0.1260387811634349,0.0909510618651893,0.0987996306555863,,,,,,,,,,,,,,,,,,,,2.7338,2.9415,3.2302,1921360.19,0.085,0.016,567696.18,0.044,0.0429,72580.96,0.043,-0.003,0.0,100.3,102.7,0.027,-0.001,102.2,49.0,48.1,46.9,50.2,45.4,49.4,48.2,44.5,46.3,49.6,51.3,53.4,46.8,49.7,26243,238028.0,29.473518164956,826898000000.0,44175523085.0,871073000000.0,748672000000.0,24621690174.0,773293000000.0,1575569167335.0,68797213259.0,1644366380594.0,15755.69167,16443.66381,22313020121.0,969865539.0,6768605717.0,0.0012902806202088,-16.3821,23.94729999999995,18.67839462356356,909644000000.0,0.0771396866153351,22.0,11.5,12.0,13.0,58.5,震荡偏强,-5.6,0.3236,-0.063188549,4,0.5,32.5709,6.0311,0.0165,0.8908045977011494,0.9811165845648604,,,,,,,,,,,,,,,,
2019/06/17,3.6922000000038224,3.638950000005776,0.0398276938876129,0.0648366465647209,49.10469654298928,-0.01873501,-0.034233631,0.0154986217195215,331067326.0,1204805010.7476497,39789241955.0,5.213399999999188,5.22429999999906,0.0854100592007304,0.1106430673393668,41.7407274782747,-0.094172457,-0.112766037,0.0185935796272086,64261374.4,129677086.1700001,3307044867,,,,,,,,,,,,2.774799999999616,2.718300000007525,0.0537076559662619,0.0771829670151634,49.93957851694368,0.0138645351305983,0.0116309395986352,0.0022335955319631,16418838.85,44763115.78974998,770151201,2.9782,2.9062499999999964,0.0605292284770391,0.0231536560720673,67.12457252294625,0.0444953861295598,0.0365593159712177,0.0079360701583421,300429792.7,875887869.8299497,19289355156.0,106.3055999999996,106.02624999999983,0.3488922291346299,0.2420594819788423,64.85048556203161,0.230843223370357,0.199891809636803,0.0309514137335539,1879.5,193382.7990000065,879312.0,11.77,1.41,18.14,1.77,5.270976720475786,0.3108856088560885,0.1849630996309963,0.1010147601476014,0.0908671586715867,,,,,,,,,,,,,,,,,,,,2.7264,2.929,3.2252,1921360.19,0.085,0.016,567696.18,0.044,0.0429,72580.96,0.043,-0.003,0.0,100.3,102.7,0.027,-0.001,102.2,49.0,48.1,46.9,50.2,45.4,49.4,48.2,44.5,46.3,49.6,51.3,53.4,46.8,49.7,26243,238028.0,29.473518164956,826898000000.0,44175523085.0,871073000000.0,748672000000.0,24621690174.0,773293000000.0,1575569167335.0,68797213259.0,1644366380594.0,15755.69167,16443.66381,22313020121.0,969865539.0,6768605717.0,0.0009839444238949,5.0730999999999895,85.13079999999994,16.813887497864044,909901000000.0,0.1035599511495677,20.5,11.5,13.0,15.0,60.0,震荡偏强,-5.6,0.3348,0.1196830462774466,5,0.5,32.2455,6.0485,0.0164,0.8735632183908046,0.9819376026272578,,,,,,,,,,,,,,,,
2019/06/18,3.683000000003823,3.642700000005776,0.0400787686981755,0.0634197432386694,50.02781476632758,-0.015682764,-0.030523458,0.0148406937073036,324924617.6,1183649543.9509995,40054612540.0,5.1869999999991885,5.21869999999906,0.0865498596917646,0.1072399911008406,41.16256285036438,-0.091344876,-0.108481805,0.0171369287620373,64261374.4,129677086.1700001,3307044867,,,,,,,,,,,,2.7571999999996164,2.7161500000075245,0.0520291246267431,0.0748127550855089,51.67122469550067,0.0130807534882522,0.0119209023765586,0.0011598511116935,15660319.85,42635482.66549998,778965296,2.9916,2.9146999999999963,0.0617762899503066,0.0235712520669196,69.82822573370167,0.0455472009246649,0.0383568929619071,0.0071903079627577,312211012.8,913204763.1292998,19752921364.0,106.35539999999962,106.04644999999984,0.35869269235645,0.2335552332660682,61.31578997166085,0.2282531510713994,0.2055640779237223,0.0226890731476771,1879.5,193382.7990000065,879312.0,11.8,1.42,18.15,1.77,5.24437627118644,0.315668202764977,0.1976958525345622,0.1023041474654377,0.0912442396313364,,,,,,,,,,,,,,,,,,,,2.727,2.9284,3.2302,1921360.19,0.085,0.016,567696.18,0.044,0.0429,72580.96,0.043,-0.003,0.0,100.3,102.7,0.027,-0.001,102.2,49.0,48.1,46.9,50.2,45.4,49.4,48.2,44.5,46.3,49.6,51.3,53.4,46.8,49.7,26243,238028.0,29.473518164956,826898000000.0,44175523085.0,871073000000.0,748672000000.0,24621690174.0,773293000000.0,1575569167335.0,68797213259.0,1644366380594.0,15755.69167,16443.66381,22313020121.0,969865539.0,6768605717.0,0.001192281420765,15.92160000000001,125.31679999999992,16.27127766743617,908650000000.0,-0.287746305,20.5,11.5,13.0,17.0,62.0,震荡偏强,-5.6,0.351,0.119559690519056,6,0.5,32.5158,6.1018,0.0162,0.8891625615763546,0.9860426929392446,,,,,,,,,,,,,,,,
2019/06/19,3.690200000003823,3.646900000005776,0.0448462674066632,0.0678897615787645,55.848966819253896,-0.008804991,-0.026179765,0.0173747738742876,338850545.2,1237134491.8303995,40683514019.0,5.184999999999188,5.21199999999906,0.0813090905904551,0.1115085631650663,45.62372805200312,-0.08282361,-0.103350166,0.0205265558146291,64261374.4,129677086.1700001,3307044867,,,,,,,,,,,,2.7503999999996163,2.7151000000075247,0.0509508813411447,0.0761118440079725,53.58238812690112,0.0139928248113339,0.0123352868635136,0.0016575379478202,15721354.85,42782457.25549997,800528796,2.995,2.922449999999996,0.0608822428958251,0.0237447340621396,65.67364371757954,0.044655634727956,0.0396166413151169,0.0050389934128391,324639353.5,951630051.1,19339583264.0,106.3979999999996,106.07479999999984,0.359393461338203,0.2460870023184913,59.36839753100814,0.2190757080899175,0.2082664039569613,0.0108093041329561,1879.5,193382.7990000065,879312.0,11.92,1.44,18.39,1.8,5.146561744966443,0.3342541436464088,0.2348066298342541,0.1132596685082873,0.1008287292817679,,,,,,,,,,,,,,,,,,,,2.7231,2.929,3.2427,1921360.19,0.085,0.016,567696.18,0.044,0.0429,72580.96,0.043,-0.003,0.0,100.3,102.7,0.027,-0.001,102.2,49.0,48.1,46.9,50.2,45.4,49.4,48.2,44.5,46.3,49.6,51.3,53.4,46.8,49.7,26243,238028.0,29.473518164956,826898000000.0,44175523085.0,871073000000.0,748672000000.0,24621690174.0,773293000000.0,1575569167335.0,68797213259.0,1644366380594.0,15755.69167,16443.66381,22313020121.0,969865539.0,6768605717.0,0.0008820296789404,49.2374,211.3981,16.491934517765237,908274000000.0,-0.485119227,20.5,11.5,14.5,17.0,63.5,震荡偏强,-5.6,0.3624,0.1455404217926209,7,0.5,32.7929,6.1538,0.0161,0.901888341543514,0.989326765188834,,,,,,,,,,,,,,,,
2019/06/20,3.720400000003823,3.656950000005776,0.0619010920759321,0.0732547786088527,64.70449845697237,0.0052993048464626,-0.019883951,0.0251832554807372,357721565.9,1312505080.1020997,41344442465.0,5.201399999999188,5.211599999999059,0.0807403753561545,0.115543665796133,52.08520027260119,-0.066508389,-0.09598181,0.0294734214982418,64261374.4,129677086.1700001,3307044867,,,,,,,,,,,,2.760599999999616,2.721300000007525,0.057448344705019,0.0782467122931174,59.99199524821848,0.0208499425167532,0.0140382179941615,0.0068117245225916,16472604.4,45015540.10884997,831971187,3.0104,2.933449999999996,0.0637161478749785,0.0271201102005582,73.13328144128457,0.0486334032663986,0.0414199937053732,0.0072134095610253,336712924.8,991299966.6,19835348216.0,106.42339999999965,106.10994999999984,0.3552743271789,0.2375807878671712,60.52895249039037,0.2132976464025517,0.2092726524460794,0.0040249939564723,1879.5,193382.7990000065,879312.0,12.24,1.48,18.76,1.83,4.934734640522875,0.4038638454461821,0.3601655933762649,0.1329346826126955,0.1182152713891444,,,,,,,,,,,,,,,,,,,,2.6889,2.9114,3.2352,1921360.19,0.085,0.016,567696.18,0.044,0.0429,72580.96,0.043,-0.003,0.0,100.3,102.7,0.027,-0.001,102.2,49.0,48.1,46.9,50.2,45.4,49.4,48.2,44.5,46.3,49.6,51.3,53.4,46.8,49.7,26243,238028.0,29.473518164956,826898000000.0,44175523085.0,871073000000.0,748672000000.0,24621690174.0,773293000000.0,1575569167335.0,68797213259.0,1644366380594.0,15755.69167,16443.66381,22313020121.0,969865539.0,6768605717.0,0.0019091260768147,55.6491,311.9857999999999,19.121900726447965,911090000000.0,-0.374968442,17.0,11.5,14.5,17.0,60.0,震荡偏强,-5.6,0.3819,0.4491017964071636,8,0.5,33.8705,6.356,0.0156,0.9532019704433498,0.9975369458128078,,,,,,,,,,,,,,,,
2019/06/21,3.756400000003823,3.670250000005776,0.072471961475059,0.0713794372796489,65.19181827518044,0.0168476924153759,-0.012537622,0.0293853144397204,363288909.4,1338070442.8144996,41766397637.0,5.247399999999188,5.21979999999906,0.0898082858797835,0.1149334039535521,55.6758247878386,-0.047463604,-0.086278169,0.0388145647688836,64261374.4,129677086.1700001,3307044867,,,,,,,,,,,,2.777399999999616,2.731450000007525,0.0590385451141457,0.075586232843609,59.99199524821847,0.0259847220008651,0.0164275187955022,0.0095572032053628,16673043.9,45768388.043699965,831971187,3.0218000000000003,2.945349999999996,0.067453891659629,0.0289686737576612,75.35191017886706,0.0531899637649915,0.0437739877172969,0.0094159760476945,340427531.5,1006709211.61285,20243419434.0,106.41559999999964,106.14394999999983,0.3489057860714984,0.2308964458766593,60.49097895982043,0.2062601605061473,0.208670154058093,-0.002409994,1879.5,193382.7990000065,879312.0,12.26,1.48,19.0,1.86,4.926306851549756,0.4108455882352941,0.3602941176470588,0.1378676470588235,0.1374080882352941,,,,,,,,,,,,,,,,,,,,2.6608,2.9132,3.2303,1921360.19,0.085,0.016,567696.18,0.044,0.0429,72580.96,0.043,-0.003,0.0,100.3,102.7,0.027,-0.001,102.2,49.0,48.1,46.9,50.2,45.4,49.4,48.2,44.5,46.3,49.6,51.3,53.4,46.8,49.7,26243,238028.0,29.473518164956,826898000000.0,44175523085.0,871073000000.0,748672000000.0,24621690174.0,773293000000.0,1575569167335.0,68797213259.0,1644366380594.0,15755.69167,16443.66381,22313020121.0,969865539.0,6768605717.0,0.0013644691499125,73.305,426.4314999999999,17.815116164384914,909942000000.0,0.0327652528045119,17.0,11.5,14.5,19.0,62.0,震荡偏强,-5.6,0.3823,0.8975698262590799,9,0.5,33.7635,6.3452,0.0156,0.9490968801313628,0.9967159277504104,,,,,,,,,,,,,,,,
2019/06/24,3.793000000003823,3.683550000005776,0.0804887892808104,0.0689237631882454,65.62985843692006,0.0261822103976823,-0.004793656,0.0309758659376214,363691150.9,1343603628.6976995,42073851676.0,5.293599999999188,5.22939999999906,0.0970423011510203,0.1102953036711555,55.61078263400155,-0.032081353,-0.075438806,0.043357452715172,64261374.4,129677086.1700001,3307044867,,,,,,,,,,,,2.8027999999996163,2.741500000007525,0.0603891737734729,0.0750443590690655,60.63046621256429,0.0303497518302875,0.0192119654024593,0.0111377864278281,16974509.2,46788777.31689997,854191587,3.0454,2.957599999999996,0.0721951521920243,0.0291851970606854,77.14085653144437,0.0579087508933482,0.0466009403525071,0.011307810540841,345470530.1,1025250100.1962,20581222257.0,106.38719999999962,106.17989999999983,0.3329381174574955,0.2223324140283268,59.2500332139691,0.1959229831171569,0.2061207198699058,-0.010197737,1879.5,193382.7990000065,879312.0,12.29,1.48,19.0,1.86,4.891396501220505,0.4210284664830119,0.3604224058769513,0.1382001836547291,0.1377410468319559,,,,,,,,,,,,,,,,,,,,2.6633,2.9302,3.2453,1921360.19,0.085,0.016,567696.18,0.044,0.0429,72580.96,0.043,-0.003,0.0,100.3,102.7,0.027,-0.001,102.2,49.0,48.1,46.9,50.2,45.4,49.4,48.2,44.5,46.3,49.6,51.3,53.4,46.8,49.7,26243,238028.0,29.473518164956,826898000000.0,44175523085.0,871073000000.0,748672000000.0,24621690174.0,773293000000.0,1575569167335.0,68797213259.0,1644366380594.0,15755.69167,16443.66381,22313020121.0,969865539.0,6768605717.0,0.0008583588204743,-19.111,423.4959,17.816860711324324,913984000000.0,0.4488076711803179,17.0,11.5,14.5,19.0,62.0,震荡偏强,-5.6,0.3823,1.2256282718916287,10,0.5,34.0913,6.4181,0.0155,0.9589490968801314,1.0,,,,,,,,,,,,,,,,
