date,year,month,上交所融资余额(元),上交所融券余额(元),上交所融资融券余额(元),深交所融资余额(元),深交所融券余额(元),深交所融资融券余额(元),沪深融资余额合计(元),沪深融券余额合计(元),沪深融资融券余额合计(元),沪深融资余额合计(亿元),沪深融资融券余额合计(亿元),融资买入额_x,融券卖出量_x,融券余量_x,融资买入额_y,融券卖出量_y,融券余量_y
2018-03-02,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-05,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-06,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-07,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-08,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-09,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-12,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-13,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-14,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-15,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-16,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-19,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-20,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-21,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-22,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-23,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-26,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-27,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-28,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-29,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-03-30,2018,3,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-02,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-03,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-04,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-09,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-10,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-11,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-12,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-13,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-16,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-17,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-18,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-19,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-20,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-23,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-24,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-25,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-26,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-04-27,2018,4,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-02,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-03,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-04,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-07,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-08,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-09,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-10,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-11,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-14,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-15,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-16,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-17,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-18,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-21,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-22,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-23,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-24,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-25,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-28,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-29,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-30,2018,5,859170791373.0,61590156396.0,920760947769.0,772312254562.0,34048118156.0,806360372718.0,1631483045935.0,95638274552.0,1727121320487.0,16314.83045935,17271.21320487,48897327108.0,387100408.0,6736030040.0,47019003428.0,97367657.0,519056194.0
2018-05-31,2018,5,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-01,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-04,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-05,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-06,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-07,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-08,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-11,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-12,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-13,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-14,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-15,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-19,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-20,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-21,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-22,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-25,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-26,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-27,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-28,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-06-29,2018,6,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-02,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-03,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-04,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-05,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-06,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-09,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-10,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-11,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-12,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-13,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-16,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-17,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-18,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-19,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-20,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-23,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-24,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-25,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-26,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-27,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-30,2018,7,814427103321.0,60590080802.0,875017184123.0,707871835534.0,33518175182.0,741390010716.0,1522298938855.0,94108255984.0,1616407194839.0,15222.98938855,16164.07194839,33023882202.0,487248995.0,7558058678.0,33518260700.0,97367657.0,519056194.0
2018-07-31,2018,7,772376809092.0,63634478610.0,836011287702.0,673377883480.0,34617328914.0,707995212394.0,1445754692572.0,98251807524.0,1544006500096.0,14457.54692572,15440.06500096,23535235092.0,471532790.0,7910990923.0,20265748191.0,97367657.0,519056194.0
2018-08-01,2018,8,772376809092.0,63634478610.0,836011287702.0,673377883480.0,34617328914.0,707995212394.0,1445754692572.0,98251807524.0,1544006500096.0,14457.54692572,15440.06500096,23535235092.0,471532790.0,7910990923.0,20265748191.0,97367657.0,519056194.0
2018-08-02,2018,8,772376809092.0,63634478610.0,836011287702.0,673377883480.0,34617328914.0,707995212394.0,1445754692572.0,98251807524.0,1544006500096.0,14457.54692572,15440.06500096,23535235092.0,471532790.0,7910990923.0,20265748191.0,97367657.0,519056194.0
2018-08-03,2018,8,772376809092.0,63634478610.0,836011287702.0,673377883480.0,34617328914.0,707995212394.0,1445754692572.0,98251807524.0,1544006500096.0,14457.54692572,15440.06500096,23535235092.0,471532790.0,7910990923.0,20265748191.0,97367657.0,519056194.0
