train_iter,sharpe,cum_ret,vol,mdd
0,1.5474,0.1681,0.139,-0.0798
1,1.5369,0.1672,0.1392,-0.0809
2,1.5362,0.1739,0.1449,-0.0858
3,1.5142,0.1751,0.1481,-0.0867
4,1.58,0.178,0.1443,-0.0855
5,1.529,0.1736,0.1453,-0.0876
6,1.5678,0.1794,0.1466,-0.0895
7,1.4868,0.1739,0.1497,-0.0914
8,1.5097,0.1701,0.1442,-0.0858
9,1.5568,0.167,0.1372,-0.0802
10,1.4665,0.1603,0.1397,-0.0834
11,1.5585,0.1657,0.136,-0.0766
12,1.499,0.1634,0.1394,-0.0795
13,1.6087,0.172,0.1368,-0.0775
14,1.5466,0.166,0.1373,-0.0783
15,1.5279,0.1707,0.1429,-0.0824
16,1.4312,0.1673,0.1496,-0.0896
17,1.454,0.1695,0.1492,-0.0926
18,1.3742,0.1636,0.1523,-0.0947
19,1.4275,0.1662,0.1489,-0.0941
20,1.4197,0.165,0.1487,-0.0937
21,1.3532,0.1597,0.1509,-0.0949
22,1.3883,0.1651,0.1521,-0.0989
23,1.3863,0.1576,0.1452,-0.0917
24,1.4442,0.1694,0.1501,-0.0974
25,1.3975,0.1609,0.1472,-0.0969
26,1.459,0.1721,0.151,-0.0965
27,1.4958,0.187,0.1603,-0.1018
28,1.5221,0.1853,0.1561,-0.0989
29,1.5593,0.1786,0.1467,-0.0935
30,1.5303,0.1693,0.1415,-0.0896
31,1.5773,0.1664,0.1349,-0.0822
32,1.6154,0.159,0.1258,-0.074
33,1.6354,0.1573,0.1229,-0.0733
34,1.6707,0.1568,0.12,-0.0694
35,1.6439,0.1622,0.1262,-0.0725
36,1.6149,0.1635,0.1295,-0.074
37,1.5675,0.1597,0.1302,-0.0728
38,1.5775,0.1708,0.1386,-0.0782
39,1.499,0.1636,0.1395,-0.0796
40,1.4967,0.1645,0.1406,-0.0802
41,1.574,0.1675,0.1361,-0.0789
42,1.6743,0.1726,0.132,-0.0765
43,1.647,0.1718,0.1335,-0.0784
44,1.5515,0.1654,0.1363,-0.0795
45,1.5755,0.1682,0.1366,-0.0805
46,1.5815,0.1753,0.142,-0.0842
47,1.6408,0.1741,0.1359,-0.0797
48,1.6868,0.1735,0.1317,-0.0752
49,1.6792,0.1688,0.1287,-0.074
