train_iter,sharpe,cum_ret,vol,mdd
0,1.4224,0.2433,0.2207,-0.1497
1,1.4734,0.2567,0.2251,-0.1522
2,1.4304,0.2482,0.2241,-0.1422
3,1.5202,0.2465,0.2093,-0.1317
4,1.4941,0.242,0.209,-0.1319
5,1.5451,0.2509,0.2097,-0.1374
6,1.5931,0.2566,0.2081,-0.1397
7,1.5684,0.25,0.2058,-0.1357
8,1.6241,0.2575,0.2049,-0.1329
9,1.5721,0.2518,0.2068,-0.1321
10,1.6589,0.2599,0.2025,-0.1267
11,1.6031,0.2552,0.2056,-0.1357
12,1.6395,0.2519,0.1984,-0.13
13,1.6387,0.2501,0.1971,-0.1321
14,1.646,0.254,0.1993,-0.1325
15,1.6144,0.2493,0.1993,-0.1308
16,1.6323,0.2585,0.2046,-0.1331
17,1.6748,0.2575,0.1987,-0.1274
18,1.6808,0.2565,0.1972,-0.1264
19,1.6495,0.262,0.2054,-0.133
20,1.6747,0.2729,0.211,-0.1345
21,1.6237,0.2646,0.2107,-0.1377
22,1.6639,0.2676,0.208,-0.1347
23,1.6707,0.2708,0.2098,-0.1355
24,1.6776,0.2717,0.2096,-0.1346
25,1.716,0.2812,0.2123,-0.1364
26,1.6855,0.2711,0.2082,-0.1355
27,1.6483,0.261,0.2047,-0.1333
28,1.6602,0.2665,0.2077,-0.1353
29,1.7056,0.2683,0.2035,-0.1332
30,1.7896,0.2817,0.2039,-0.1269
31,1.8771,0.2834,0.1957,-0.1229
32,1.8021,0.2766,0.1987,-0.1259
33,1.7947,0.2791,0.2014,-0.1265
34,1.7238,0.2704,0.203,-0.1316
35,1.8168,0.2775,0.1978,-0.1259
36,1.7921,0.28,0.2024,-0.1308
37,1.8101,0.2841,0.2035,-0.1284
38,1.7469,0.2755,0.2042,-0.1316
39,1.7443,0.2742,0.2035,-0.1317
40,1.7804,0.2868,0.2088,-0.1312
41,1.6436,0.2648,0.2084,-0.1394
42,1.6321,0.2689,0.2132,-0.1393
43,1.6555,0.2682,0.2096,-0.1372
44,1.5368,0.2578,0.2168,-0.145
45,1.5866,0.261,0.2127,-0.1415
46,1.6047,0.2557,0.2059,-0.137
47,1.6093,0.2605,0.2092,-0.1395
48,1.6003,0.2557,0.2064,-0.1348
49,1.5814,0.2552,0.2085,-0.1385
