train_iter,sharpe,cum_ret,vol,mdd
0,1.4835,0.1223,0.1049,-0.0603
1,1.4903,0.1257,0.1074,-0.0618
2,1.4563,0.1251,0.1094,-0.0634
3,1.483,0.1282,0.1101,-0.0634
4,1.4675,0.1233,0.1069,-0.0617
5,1.4607,0.1277,0.1113,-0.0645
6,1.4543,0.1253,0.1097,-0.0636
7,1.4482,0.1268,0.1115,-0.0645
8,1.4686,0.124,0.1075,-0.0621
9,1.4784,0.1231,0.1059,-0.061
10,1.5071,0.1258,0.1063,-0.0604
11,1.504,0.1268,0.1073,-0.0616
12,1.5006,0.1247,0.1058,-0.0614
13,1.4818,0.124,0.1065,-0.0618
14,1.462,0.1224,0.1065,-0.0626
15,1.4446,0.1262,0.1112,-0.0645
16,1.474,0.1311,0.1133,-0.0648
17,1.4609,0.1306,0.1139,-0.0653
18,1.4246,0.1273,0.1138,-0.0659
19,1.4817,0.1286,0.1106,-0.0628
20,1.4853,0.1263,0.1082,-0.0616
21,1.4495,0.1265,0.1111,-0.0637
22,1.5001,0.1329,0.1129,-0.0633
23,1.4801,0.1279,0.11,-0.0625
24,1.472,0.1311,0.1135,-0.0635
25,1.4493,0.1293,0.1136,-0.0639
26,1.48,0.1311,0.1129,-0.0632
27,1.4876,0.137,0.1174,-0.065
28,1.5152,0.1376,0.1158,-0.064
29,1.5505,0.1395,0.1147,-0.0633
30,1.5693,0.1371,0.1114,-0.0615
31,1.5886,0.1362,0.1093,-0.06
32,1.5694,0.1331,0.1081,-0.0596
33,1.6023,0.1316,0.1047,-0.0572
34,1.5527,0.1287,0.1056,-0.0586
35,1.5475,0.1288,0.106,-0.0595
36,1.5252,0.126,0.1052,-0.0605
37,1.5643,0.13,0.1058,-0.0603
38,1.5778,0.1328,0.1073,-0.0605
39,1.526,0.1292,0.1078,-0.0622
40,1.5143,0.1299,0.1093,-0.0636
41,1.5287,0.1274,0.1061,-0.0615
42,1.5684,0.1319,0.1072,-0.0612
43,1.5317,0.1324,0.1101,-0.0626
44,1.5168,0.1312,0.1102,-0.0629
45,1.4778,0.1289,0.1111,-0.0633
46,1.488,0.1302,0.1114,-0.0625
47,1.5511,0.1342,0.1103,-0.0611
48,1.5365,0.1307,0.1084,-0.0611
49,1.5161,0.1254,0.1053,-0.061
