train_iter,sharpe,cum_ret,vol,mdd
0,-1.0633,-0.1417,0.1639,-0.2311
1,-1.0647,-0.1446,0.167,-0.2357
2,-1.0423,-0.1407,0.1661,-0.2336
3,-0.9897,-0.131,0.1631,-0.2278
4,-0.9786,-0.1291,0.1626,-0.2265
5,-0.9679,-0.1292,0.1645,-0.2287
6,-0.9733,-0.132,0.1671,-0.2323
7,-0.9669,-0.1299,0.1656,-0.2301
8,-0.9609,-0.1297,0.1664,-0.2293
9,-0.9708,-0.1279,0.1624,-0.2256
10,-0.9491,-0.1254,0.163,-0.2244
11,-0.9467,-0.125,0.1628,-0.2256
12,-0.958,-0.1236,0.1591,-0.2228
13,-0.9972,-0.1291,0.1596,-0.2245
14,-1.0055,-0.1303,0.1597,-0.2244
15,-0.9689,-0.1254,0.1596,-0.2233
16,-0.9593,-0.1236,0.1589,-0.2218
17,-0.9378,-0.1202,0.1582,-0.2188
18,-0.9251,-0.1183,0.1578,-0.2179
19,-0.9148,-0.1154,0.1558,-0.2155
20,-0.9335,-0.1189,0.1572,-0.2178
21,-0.9417,-0.1209,0.1584,-0.2199
22,-0.9409,-0.1214,0.1592,-0.2201
23,-0.9615,-0.1248,0.16,-0.2224
24,-0.9505,-0.1258,0.1632,-0.2254
25,-0.9176,-0.1225,0.1647,-0.2252
26,-0.9294,-0.1216,0.1614,-0.2223
27,-0.8912,-0.1154,0.1599,-0.2188
28,-0.9222,-0.1202,0.1609,-0.224
29,-0.9194,-0.1211,0.1625,-0.2249
30,-0.9304,-0.1236,0.1639,-0.2267
31,-0.9568,-0.1246,0.1606,-0.2235
32,-0.95,-0.1233,0.1601,-0.2213
33,-0.945,-0.1218,0.159,-0.219
34,-0.9605,-0.1235,0.1586,-0.2188
35,-0.9664,-0.1249,0.1593,-0.2204
36,-0.9823,-0.1264,0.1586,-0.2203
37,-1.0001,-0.1297,0.1598,-0.2225
38,-1.0053,-0.1302,0.1597,-0.222
39,-1.0215,-0.1336,0.161,-0.224
40,-1.0445,-0.1386,0.1633,-0.2272
41,-1.0543,-0.1388,0.1621,-0.225
42,-1.0543,-0.1419,0.1656,-0.2285
43,-1.0513,-0.1394,0.1632,-0.2261
44,-1.0894,-0.1478,0.1668,-0.2322
45,-1.109,-0.1509,0.1672,-0.2354
46,-1.0873,-0.1466,0.1658,-0.2314
47,-1.1015,-0.1501,0.1675,-0.2342
48,-1.112,-0.1495,0.1652,-0.2311
49,-1.0975,-0.1466,0.1642,-0.2304
