date,保守型C2_动态评分,平衡型C3_动态评分,进取型C4_动态评分,保守型C2_LGB融合,平衡型C3_LGB融合,进取型C4_LGB融合
2019-12-13,1767623.3252632793,3293081.106385074,4697633.557038088,1541461.366725336,2462488.3593036844,3154735.253480901
2019-12-16,1769928.8228718895,3305151.89764491,4722247.464179161,1543096.9733788902,2470017.314529941,3168579.430895119
2019-12-17,1774606.259716649,3336014.412460156,4787419.272215216,1547179.0851308377,2493098.118070779,3212338.7200055877
2019-12-18,1773386.9899150291,3330333.9089026097,4776025.569489545,1545973.1536683794,2488277.174018233,3203655.015690045
2019-12-19,1772833.8270872263,3326392.34243516,4767597.753995612,1545523.0469315709,2485461.456273102,3198234.782991363
2019-12-20,1772555.342385183,3317015.210871962,4745697.192298409,1545847.09766615,2480733.80592969,3187648.6791263204
2019-12-23,1770181.5695440369,3286326.1284705494,4676755.303141086,1544256.660660961,2459706.667768876,3144803.28739239
2019-12-24,1775350.3732576105,3306717.542429118,4716016.318210743,1548241.7693019423,2472882.346092861,3167468.752384378
2019-12-25,1776319.9010894247,3306697.5371300103,4714251.805592391,1549387.7155081555,2474067.0712808124,3168434.9510751157
2019-12-26,1779466.993917718,3315027.380869768,4728476.317221842,1552669.7496886698,2482443.1400988977,3181838.672474139
2019-12-27,1780485.7313811886,3319729.607305188,4737850.202019333,1553131.912609848,2484258.701008216,3185085.726890474
2019-12-30,1788396.1529765758,3356973.0250810236,4812405.5871876115,1559624.321312791,2510497.9621724775,3232278.75938976
2019-12-31,1791003.654925596,3368051.9652382326,4834198.343203294,1561916.6359712095,2518857.2033832967,3247049.19496344
2020-01-02,1796634.8125697947,3400118.6331631104,4900774.771176263,1565203.356629715,2536290.7541556987,3279949.919116101
2020-01-03,1796595.8961385272,3399608.540375449,4899620.166922129,1564448.1064135414,2532988.0382793825,3273886.530753132
2020-01-06,1800039.4640962465,3409313.848448144,4916672.019434596,1567166.8532294666,2539086.495322704,3283230.64670061
2020-01-07,1803990.6870314395,3431184.6399685596,4962044.563295773,1572203.9112478097,2561843.3537809057,3325239.4163436764
2020-01-08,1798506.699358328,3404969.5223731273,4908915.2525138045,1568105.8641454822,2545045.712090615,3294679.1769083077
2020-01-09,1804129.3466442903,3430643.3627866316,4960373.726626905,1573551.0406037301,2566438.1674702624,3333207.9628817434
2020-01-10,1808210.2758650084,3430404.4842693945,4952317.845705806,1576973.3976537387,2565700.829499899,3326778.9241066645
2020-01-13,1814058.4508769284,3460224.625802817,5013389.8304714905,1582219.6922292805,2588598.015457121,3368882.720410442
2020-01-14,1810921.4383801091,3449609.1403355263,4993535.563695271,1578985.5076268571,2578619.319046578,3351829.251042078
2020-01-15,1808870.171516328,3438178.819828647,4969729.517154645,1578132.245822687,2573893.542488063,3342798.7378282314
2020-01-16,1808493.3758842454,3437719.621081861,4969313.410383668,1578068.6111438903,2574630.6936505414,3344484.201854734
2020-01-17,1808487.1891134565,3433710.947030378,4959667.00534689,1577282.3472533904,2568443.485584911,3332199.654208016
2020-01-20,1815432.9089183114,3461430.679393129,5013699.030036753,1581497.631263371,2581677.403537067,3354878.0818794398
2020-01-21,1811569.5677550365,3431009.5435751565,4947372.974714903,1577268.997525978,2555465.6218449315,3304088.147306394
2020-01-22,1815736.6897808516,3444664.526725631,4972602.599654299,1579655.047054863,2560604.914908822,3311830.6688355794
2020-01-23,1804153.503739777,3374041.379585857,4823835.160884672,1568968.451154268,2505637.1284153317,3208277.114683061
2020-02-03,1787315.219045524,3236662.0773052494,4526499.454392147,1555632.7886213963,2408836.92457016,3019881.1200676584
2020-02-04,1798867.1612796022,3292947.769003519,4638188.756992581,1563742.3307894026,2443197.430781924,3081180.4194693356
2020-02-05,1804410.6706326162,3317118.4688461875,4685401.451756577,1569301.7908680658,2464023.3501643846,3117651.0768830474
2020-02-06,1814273.7386551287,3362407.232166255,4774944.224177688,1578135.3494586456,2498668.1525802123,3179009.9202681105
2020-02-07,1818018.9754972905,3372759.137227467,4792874.071737375,1581903.514901572,2508381.1172777996,3194545.5492910654
2020-02-10,1823381.7449799736,3388933.055038693,4821755.459341528,1586762.8510240489,2521175.2615993638,3215160.0955959
2020-02-11,1827519.1354916876,3404460.0378798307,4851281.019250295,1588997.4772500733,2527301.001200634,3225161.3809945043
2020-02-12,1829376.1630194585,3413296.918204063,4868981.8787938645,1592213.9173749648,2540230.160801328,3248307.9312056303
2020-02-13,1825987.6201389532,3402693.735990681,4849785.783882088,1588863.957465077,2530740.8584475406,3232640.140598438
2020-02-14,1828483.6482397856,3414923.4756141705,4874417.489755283,1590387.4135916645,2537254.609439826,3244440.9904179284
2020-02-17,1833224.0852915952,3445447.1210682355,4938607.798799483,1596036.1002169773,2566017.820889735,3298058.865332635
2020-02-18,1828249.3921452002,3432181.558161697,4915851.357518913,1593174.5676154909,2562044.7422847827,3293490.0410195445
2020-02-19,1830305.4872173958,3443090.722171717,4938207.360499904,1593413.1271698463,2563943.9252912453,3297230.2429680726
2020-02-20,1835862.0374884226,3476455.0738951936,5007966.858866158,1598037.9866925983,2587934.2352023376,3342269.338163164
2020-02-21,1838317.1690048322,3478181.1773943943,5007646.226224659,1601959.5421301716,2596443.804749871,3355118.0139470217
2020-02-24,1837811.2618035062,3464963.852130493,4976849.305636736,1603537.3704207554,2594756.83318728,3349281.7948063286
2020-02-25,1836995.8245666882,3460797.452145395,4968347.547238965,1603797.0703362618,2595565.618133892,3350660.124475679
2020-02-26,1835024.9896989467,3447312.6659554513,4939636.32809694,1600279.8144047065,2578183.125281774,3318160.0394800645
2020-02-27,1840598.8483366326,3463864.4052671352,4969161.786085976,1604279.3961242049,2587093.042094252,3331743.310426677
2020-02-28,1831396.0791778974,3404240.2495624814,4843166.711365578,1594957.698677674,2537317.901066325,3237812.651259941
2020-03-02,1841414.373216205,3448885.4373162054,4924488.678690301,1603961.0018658782,2572821.8988696695,3301137.714861682
2020-03-03,1843321.334857094,3458048.5749350754,4941820.558942848,1605228.224097139,2578252.80325075,3311012.8008964583
2020-03-04,1842194.7558552956,3441126.8181937546,4892497.848223978,1606428.6980601733,2576187.0319193825,3304940.568048678
2020-03-05,1849541.9986689943,3465277.757595754,4936219.44102109,1616623.6878319727,2609536.2202736633,3362262.7014611918
2020-03-06,1852244.693241516,3457916.1315558315,4912242.144343365,1616998.4883674898,2596250.060281028,3333212.056403738
2020-03-09,1851700.9007056328,3388200.0285347807,4736411.893376766,1618316.5578715906,2553031.6550612445,3238923.6766829016
2020-03-10,1854935.817341501,3445064.0299413283,4877008.4420739515,1619908.2655789882,2588720.5438075284,3312261.5465269308
2020-03-11,1846013.6709528032,3401402.1078123944,4781722.17640814,1613356.4273152878,2562171.2965800394,3264576.509843303
2020-03-12,1845785.23366946,3392510.893907201,4765591.5599282365,1611415.2113976928,2547841.201099841,3236764.148851732
2020-03-13,1835252.48796493,3386644.083464201,4778433.059938316,1600385.3262142502,2534778.163111589,3223875.5532088103
2020-03-16,1816264.2841392932,3297969.590569864,4600013.294011394,1585169.2813881575,2474193.6935408665,3115885.4189316975
2020-03-17,1813221.1307453788,3303287.9252977083,4620979.027041817,1580110.6739701612,2468228.416879604,3109993.7240803805
2020-03-18,1808923.4491582776,3281199.0223841704,4577585.423165055,1577051.6296325969,2454269.110611007,3084692.8363273107
2020-03-19,1810914.264370525,3304939.9052894567,4635100.927374503,1575118.487839112,2456806.6754165343,3092529.277671358
2020-03-20,1811185.6465127156,3306627.5549555244,4634387.476394021,1577793.9338101377,2468265.363691788,3113066.9220468574
2020-03-23,1800151.6144803578,3228142.16161061,4460979.98701449,1570244.06259041,2419218.8854001896,3019899.073537681
2020-03-24,1805720.741451199,3244249.52219892,4484937.562701965,1577717.449656511,2442028.953161379,3057773.3363918755
2020-03-25,1814066.68794422,3281169.707363597,4555181.73750552,1585125.9650485632,2470439.881922076,3107492.0277332217
2020-03-26,1810481.7889092963,3256700.1615588944,4499904.312981745,1583269.7219280712,2457775.559401015,3083367.905041302
2020-03-27,1808430.6375361083,3246019.896954903,4477032.545077516,1583269.9816652483,2456962.2546627377,3081667.034373893
2020-03-30,1800631.2137501866,3209313.777050895,4403108.396477735,1578924.4342346622,2439224.139126397,3050225.480457701
2020-03-31,1801169.4604207748,3206669.205664188,4394454.444644979,1582686.0760529377,2450217.4818313415,3068292.6690794695
2020-04-01,1804684.6552245165,3216894.4895759155,4415476.107738169,1584746.9638359365,2453180.649672464,3071813.487111519
2020-04-02,1814788.2551335234,3267813.8374254797,4528159.872707922,1594243.7203973462,2491174.6893422324,3138833.4144948716
2020-04-03,1811672.428386148,3253355.807249008,4498641.62584938,1592167.67657158,2483068.576108717,3124535.78164766
2020-04-07,1825703.6946976793,3296527.942364569,4574934.4112208765,1605940.8242604784,2521634.4218350034,3187397.8025829196
2020-04-08,1827950.5550208534,3298009.0977583323,4576736.542331937,1607944.8921243427,2522333.820318706,3186219.504631613
2020-04-09,1826099.955296928,3293745.567220727,4566779.540094883,1606824.39711669,2521873.5360102877,3186730.6600144636
2020-04-10,1819245.5980885697,3264544.7445291663,4501070.985668456,1600087.251013898,2499209.625878704,3147906.7176783266
2020-04-13,1815657.7604104655,3242784.9073934,4451019.394745993,1596147.2327392218,2481018.3321844973,3114885.869713645
2020-04-14,1823200.7113798265,3279670.9392701173,4527618.937802069,1603279.769269484,2510018.2575550987,3166288.1339959563
2020-04-15,1824536.5880003632,3280755.684712932,4531580.525062453,1604416.0677189783,2509756.3735085013,3164241.5033619683
2020-04-16,1829752.041255947,3291882.909976052,4551099.894954521,1609324.1448139693,2518877.7358155046,3176955.0021191593
2020-04-17,1833420.4311445996,3313991.2024280746,4599752.003433322,1611856.63085498,2532109.407446833,3201436.3495444865
2020-04-20,1830636.9540631962,3316753.633004686,4611190.801810189,1610028.0837898646,2536549.437976219,3213213.7130858274
2020-04-21,1825327.5006191898,3291683.5209930195,4558662.79830997,1605522.3698261972,2518874.194918201,3181891.2477062014
2020-04-22,1831973.3521198244,3309132.296207987,4587273.684709775,1613350.8583567445,2540156.6685973974,3216355.4272228507
2020-04-23,1836579.5952240198,3304822.8813838228,4565647.314035969,1617617.43836543,2538693.451220831,3207597.009605736
2020-04-24,1835811.4083034764,3288726.7454309254,4527200.748934738,1617266.906624733,2528290.74031172,3186154.3051580875
2020-04-27,1835659.2275057544,3288227.0454849578,4523106.249382518,1616619.6055775564,2526725.6808137344,3183717.3151358087
2020-04-28,1842967.2547482979,3317927.442777047,4586708.797893974,1622837.645983797,2546756.7787117115,3217619.452556461
2020-04-29,1845080.2586061715,3321529.4066498624,4588614.183099328,1622102.7278655162,2540079.0347516155,3204529.5651471135
2020-04-30,1853105.1535775803,3372840.1648053145,4706542.25791211,1628649.169910205,2573979.3801549957,3267188.09116307
2020-05-06,1862385.8755582476,3424559.9792609243,4813452.53303613,1635134.9547430906,2606792.270253189,3327930.5572560932
2020-05-07,1856588.0748468274,3421959.607224074,4816624.577662077,1629536.3515684945,2602787.144254653,3327005.1512144594
2020-05-08,1856983.070724272,3436600.355877556,4850185.369136324,1630140.5351124795,2614951.2975411746,3352097.4379580813
2020-05-11,1846887.8536509452,3414930.914919424,4816951.946923199,1621874.0337668532,2600850.975501274,3333304.5820126534
2020-05-12,1854618.1666967939,3436517.0882018823,4854721.218986245,1627877.3619816932,2614143.4940730045,3353472.4295895295
2020-05-13,1854719.2986654711,3448690.5482806447,4882831.077894125,1627408.2486249271,2621164.0937887384,3369126.9494705433
2020-05-14,1850690.1729880732,3432347.505916789,4851675.779751798,1623820.999893206,2608533.5442488003,3347020.023955811
2020-05-15,1858018.2744968268,3457075.2928786403,4899014.007107087,1629114.6330438536,2622763.4962791284,3370176.714894373
2020-05-18,1849052.641365263,3438111.7679538312,4867457.876080679,1621633.4110402158,2609905.419239767,3352957.2937658196
2020-05-19,1860933.9078224474,3486662.226165186,4963425.19058538,1631129.247374966,2643042.273430923,3410819.7446621293
2020-05-20,1857487.8110141447,3461066.3052036753,4908223.881305918,1628848.7752623386,2626637.4260694836,3378715.0221732673
2020-05-21,1850392.561322339,3425768.8822532543,4835997.209905754,1623321.6210760898,2602650.651872921,3334933.594605311
2020-05-22,1846513.1814236168,3383998.3648447525,4744449.934764242,1619857.5769544304,2570673.0548051563,3271386.5433821455
2020-05-25,1842282.2495271852,3380799.9631316075,4743093.18984243,1615901.979670283,2567275.3033188386,3269505.7164966767
2020-05-26,1844978.3561512018,3411899.9528857055,4811769.4553350005,1617955.3108428149,2589654.5242710127,3314237.0708412076
2020-05-27,1838501.1943651983,3382096.102818384,4752187.581729817,1613017.9411453672,2570005.399662542,3279068.030807
2020-05-28,1839972.9701742337,3374296.261856305,4731051.484077456,1614902.264654477,2566440.681525972,3268933.929292265
2020-05-29,1838060.1604244972,3382402.188983113,4752683.380867647,1612934.9352216504,2571459.704423098,3282243.5539527987
2020-06-01,1842937.8188954901,3419834.036749492,4831935.6944760075,1620547.4441087798,2613198.494701503,3360709.36159895
2020-06-02,1839507.820986094,3419398.4276350434,4836905.226078702,1617111.7936579396,2611174.2545413533,3361120.491294761
2020-06-03,1836888.9077131762,3416020.815768287,4833533.11104724,1614533.3053361548,2607480.0254362966,3356767.974415513
2020-06-04,1832155.7929616135,3411150.8618851597,4830351.50905111,1610444.4121005186,2604050.5286706225,3355077.105437138
2020-06-05,1832993.2032996302,3419504.87086147,4848595.781551929,1611546.0899699165,2611905.855947206,3370415.1029527853
2020-06-08,1839690.6607494866,3433387.522513376,4869592.690519381,1615376.728874475,2614172.3160101506,3369948.5442176117
2020-06-09,1841879.0794048207,3444570.6073205923,4892165.968068151,1617538.6077832996,2623659.262865801,3387324.6682969746
2020-06-10,1840646.4592820846,3440245.8761089663,4884111.558075427,1617055.5568302774,2622795.9282085733,3386141.3395825047
2020-06-11,1843740.8488124867,3432032.5920527424,4859203.655085352,1619445.991692189,2615203.959105177,3366468.3397047017
2020-06-12,1845892.3610349842,3437738.0269237873,4868886.718903134,1620146.4526543966,2614750.0011247643,3364523.6619560057
2020-06-15,1844587.7298679356,3417895.7678207783,4824343.029071155,1619983.344764303,2603619.945046666,3340880.1861859416
2020-06-16,1839449.3833193032,3432019.904426825,4866529.180823939,1614951.9928259181,2612295.156122199,3366350.513640796
2020-06-17,1838573.1283968932,3432266.562970255,4868657.614215033,1614097.757592599,2612139.4765249453,3367203.2474250244
2020-06-18,1839005.5643005285,3442678.8035510844,4892510.411394246,1615261.1376853103,2623234.6274572117,3389422.4627918247
2020-06-19,1844062.4236379226,3465146.2167520267,4936756.897643851,1620079.5492367311,2641884.068470849,3422842.7809534394
2020-06-22,1844668.0320859454,3467110.7606763868,4940340.81891874,1623758.8215711664,2656212.405322573,3448600.3121329416
2020-06-23,1839080.1869496421,3466545.747078817,4948975.803002302,1619396.821767289,2658056.0985722295,3458765.9229762526
2020-06-24,1849028.893474054,3489590.077339293,4985959.423652818,1628236.670841917,2676052.290486673,3485207.8522596294
2020-06-29,1846423.534824382,3475190.471720967,4956352.551216317,1626177.2175298324,2665974.4552189275,3466271.562202357
2020-06-30,1849514.4177554008,3494598.266290359,4996953.977418822,1630168.4366325852,2686064.1815007944,3504133.9972892664
2020-07-01,1859411.1290091425,3536555.1684687724,5079722.512090076,1638661.572014595,2717366.784004847,3560023.2784680594
2020-07-02,1870579.0814065682,3582578.412272449,5169451.921085639,1649342.1179064265,2756205.443686651,3629358.391615434
2020-07-03,1874906.3567526774,3608930.921711864,5224310.039114574,1652281.909384834,2772820.974645189,3661511.161985884
2020-07-06,1887744.40123389,3719997.9421409545,5467526.127690318,1668398.5600709852,2878306.840958327,3869858.0209251433
2020-07-07,1884424.14234332,3727361.226819735,5492666.928225313,1665258.8023298874,2883118.6662365245,3885495.569818057
2020-07-08,1887108.604679468,3758969.9333038125,5564890.993825475,1669060.8181305407,2913756.546754483,3948397.795712427
2020-07-09,1893755.8523634633,3801837.2672858583,5657290.884923076,1677714.8463055077,2959095.4876384423,4037146.7069328977
2020-07-10,1894607.7533082475,3792012.3702676506,5631787.673951017,1679678.7967233248,2956780.4628659445,4028732.0404451243
2020-07-13,1908423.8234075499,3870935.7286903663,5800674.720920809,1693300.0152059922,3024360.1095085484,4160418.225101841
2020-07-14,1909294.1453196474,3852265.93062131,5752457.973943722,1693595.9599289014,3007646.764126174,4121614.341173004
2020-07-15,1910663.8559335612,3838499.0905427523,5716624.520325817,1689223.0547216614,2972089.652077018,4047497.911508253
2020-07-16,1886030.3223051792,3701233.2384240916,5423976.370467387,1663593.8719992281,2848869.5475917542,3808761.5641327132
2020-07-17,1887476.8609730292,3723374.7559130597,5475917.2391939545,1662846.508135072,2857249.9113026643,3828575.655461516
2020-07-20,1895138.8234877267,3766829.658656031,5566451.271776919,1672548.086561439,2903275.1166705154,3916470.119634984
2020-07-21,1898985.4023388135,3782978.213911883,5598989.495579269,1674832.874492417,2910904.6374207516,3930056.880182237
2020-07-22,1914058.2965523745,3822942.2209514156,5668271.8479843,1687356.9553551986,2938311.7845979417,3972136.0839976068
2020-07-23,1914393.4390025965,3817909.6076608887,5655249.038818704,1687633.3462033754,2934360.755718626,3962800.37302325
2020-07-24,1895709.837764962,3715286.886748876,5439117.099926134,1669054.7700515343,2846323.8152367733,3793729.9903185028
2020-07-27,1898253.5525049786,3725203.8235581163,5458589.394717254,1671674.5068557765,2855542.0336825387,3810237.792237072
2020-07-28,1902677.2959402793,3761703.5945461066,5540224.521213883,1673803.4622571063,2875975.8823207137,3852445.3058861447
2020-07-29,1911370.0483164606,3813253.2459459705,5649080.883575207,1684543.3052202712,2928672.7978132865,3953614.181373505
2020-07-30,1907516.5783422475,3805428.891834676,5637791.1733799195,1680395.0172801204,2919394.5012440165,3939229.1840923955
2020-07-31,1906214.3838617695,3819707.9079324133,5675459.269228891,1681578.353884683,2940470.8970199716,3984778.2299874774
2020-08-03,1914214.8424110461,3855638.1785081783,5748565.459819312,1689952.3327883622,2973885.027305908,4047017.79125373
2020-08-04,1912266.912192114,3844786.9878867376,5725544.524688798,1686793.007677335,2959182.0614940585,4018714.055282109
2020-08-05,1918607.0539253335,3869246.8746715123,5773525.238453889,1692184.7502261156,2977127.041501464,4050767.2557053016
2020-08-06,1915593.2205543614,3852010.5545836734,5736742.361879709,1690765.4687834054,2969313.8597826753,4035314.1707167523
2020-08-07,1907821.2703586612,3820098.9264973416,5673084.939540993,1682956.1079940468,2940545.721928109,3982579.693967725
2020-08-10,1910955.2221156938,3830347.5365737337,5692231.6611636635,1685007.8948489723,2945321.1339150076,3990122.207082291
2020-08-11,1906410.5212058153,3814279.3338775444,5661441.701188934,1679500.6537753663,2926411.20866619,3956119.872975047
2020-08-12,1898861.5705703262,3785587.1763149537,5605451.840863524,1674592.3871647068,2911986.894640442,3931327.997398622
2020-08-13,1904544.477783428,3799399.90240711,5628305.342138661,1677978.0121393772,2915542.943833033,3934030.601800497
2020-08-14,1911663.9364211236,3832953.5037801648,5697134.464189974,1684129.0588126797,2940763.2844589744,3981134.107304364
2020-08-17,1917753.3079785297,3858857.0152201266,5749257.876139835,1690806.335188243,2966367.70131774,4028382.173903181
2020-08-18,1922317.1259354257,3880199.6258695694,5793053.097749882,1692338.594020372,2971846.4417252345,4038348.798913396
2020-08-19,1915778.81773894,3856669.8038022104,5747605.897722533,1684003.133575224,2942501.1269072248,3985148.4351823465
2020-08-20,1907030.7220794358,3826145.1442258772,5689303.282308132,1676766.23535089,2921190.011237935,3948461.5411436683
2020-08-21,1910999.8257629334,3844185.644209956,5726113.759908108,1678841.9982790549,2928804.672239153,3962356.9397719265
2020-08-24,1915826.56112901,3869457.1210401165,5779164.362886874,1681913.4488703378,2942960.465803041,3989442.941391642
2020-08-25,1912674.0154643531,3869797.9503795938,5786345.240365967,1677743.4892736697,2937085.3269982417,3982763.162409249
2020-08-26,1906761.6097436505,3847546.59910632,5742803.491705973,1670301.0479717194,2910322.521325016,3934056.388267871
2020-08-27,1912143.4738762025,3871234.444432527,5790897.088349837,1675624.0824325825,2930891.2255944605,3972038.072890165
2020-08-28,1917327.9359116722,3913956.7112714974,5886939.735283623,1678726.593014504,2956936.2247928553,4025963.4754955675
2020-08-31,1917772.8603842629,3912055.531971971,5881215.565300201,1678002.7016452837,2950596.8015722055,4012735.2982903607
2020-09-01,1924686.6620004408,3926354.5260233185,5902914.701058177,1683749.8585719033,2960052.8928130395,4025006.288726064
2020-09-02,1922965.3475388025,3925924.3322548615,5905356.227893021,1680646.1073456032,2952705.6873440742,4013301.7243209467
2020-09-03,1925062.2460781697,3920404.9542060588,5887226.192871024,1683013.4099682346,2950902.798652183,4005448.927052913
2020-09-04,1920138.8033709703,3894063.437980811,5831336.1987322625,1681583.1536249209,2943673.816823113,3991364.2658420303
2020-09-07,1907312.3049658781,3841960.1365898782,5727264.398643237,1669638.6150102972,2901172.7526226593,3914218.896758615
2020-09-08,1911612.5088857284,3845396.1416455,5727192.818963541,1672056.9061742455,2897920.0904855924,3903125.2760801204
2020-09-09,1905906.2802457868,3801813.6538014268,5630406.448973498,1664856.2322959376,2855502.4064250775,3819112.488652439
2020-09-10,1905665.5767062483,3797423.9185488704,5620045.328009491,1664213.6959922684,2850351.7618751577,3808613.8449805453
2020-09-11,1902156.36910757,3808955.8886488834,5655389.528943673,1662988.9286304747,2866885.4542147154,3847302.7412988846
2020-09-14,1898476.3181858896,3810605.517428338,5666765.923657488,1660346.889628947,2870606.5344578237,3859700.3143377844
2020-09-15,1906064.292701955,3827134.0845900057,5692632.507914612,1667145.7682441818,2883760.982435884,3878641.929929833
2020-09-16,1903567.3213485621,3812677.699102349,5661765.78310711,1665046.8329328035,2873235.8249885817,3858303.6078264555
2020-09-17,1899517.7499472476,3795310.122319924,5626811.230228422,1663724.4965844634,2869724.0013121166,3852486.6722247438
2020-09-18,1907758.3187366605,3835444.124568739,5709706.665106254,1669829.0894758007,2895270.5904589654,3900221.6367463493
2020-09-21,1910465.5766443694,3822904.2823376264,5673192.195511483,1672981.7437854414,2889198.824354617,3881680.3952879407
2020-09-22,1908861.1555692428,3805612.2818933185,5633599.552647923,1670707.6901698392,2872378.049265033,3847533.002693582
2020-09-23,1907020.362941285,3809105.396377641,5645839.686795824,1669616.86351744,2877250.9082319527,3860086.347185708
2020-09-24,1899675.1836175157,3774962.2250392744,5575992.124041574,1662797.7927914641,2849787.6388786524,3809189.2856760616
2020-09-25,1897822.6793132122,3773597.002933467,5576256.2005351875,1660468.5342693094,2845724.564073856,3803695.014009893
2020-09-28,1898834.7555245291,3771458.3031360037,5569006.447083982,1660750.7594702276,2841526.9990166835,3793912.9912066762
2020-09-29,1898652.6736194673,3780380.475707072,5591320.207364954,1661081.031557992,2850343.1498688036,3813028.3854006925
2020-09-30,1894658.9965084603,3771600.277318659,5577517.10837206,1657445.161677437,2843114.2611122276,3802475.1697874363
2020-10-09,1895843.7422276596,3785151.2214240464,5608591.004151952,1658706.8669191652,2854295.3960715225,3825468.81868041
2020-10-12,1896964.1468172038,3806278.994820445,5658557.564811347,1659832.882698288,2870854.3965296014,3860726.196584599
2020-10-13,1898411.1674398184,3811149.0335313706,5667746.605085408,1660753.873161479,2873035.17469049,3864185.9163609454
2020-10-14,1895717.684565934,3802894.61982301,5652648.332768592,1657945.2563981556,2864856.3287188774,3850208.5530593693
2020-10-15,1893074.6515567785,3794064.577119015,5636027.268663265,1655845.9987872597,2859121.325830301,3840612.7137152352
2020-10-16,1895517.2147971806,3794884.0380239934,5633208.127479434,1657911.9094523964,2859434.2430986064,3838118.7901414013
2020-10-19,1897356.6772992332,3791811.300411691,5621961.649295953,1659699.7830944161,2857890.7129717376,3831906.422885564
2020-10-20,1896746.2842664884,3799360.282696838,5641821.671681332,1658514.694176676,2860777.2876943373,3840181.1184156057
2020-10-21,1896375.899728503,3796057.617223334,5634382.371470983,1657555.2865709679,2855549.8759997888,3829967.0039148717
2020-10-22,1897934.2375176526,3797228.109245413,5634191.234765095,1658937.563684753,2856517.3194606365,3830000.3503278135
2020-10-23,1893656.9662752678,3778996.9702325147,5597571.6953072995,1655419.6592180599,2843752.977089382,3806890.9743547095
2020-10-26,1890464.4858644702,3770497.8496646886,5582880.971403137,1652796.46624871,2838077.240421634,3798249.2193164765
2020-10-27,1895198.7092319462,3780614.365810551,5598525.747199922,1656930.8542193554,2845672.035851618,3808855.548136493
2020-10-28,1897127.2399327306,3791164.2007175297,5620765.639111072,1657978.1162213527,2850870.1178278914,3818846.446852484
2020-10-29,1899926.92186432,3802004.0865810458,5642021.038936318,1659849.488520732,2856548.0485421713,3828649.2050812826
2020-10-30,1895006.891201027,3778326.9953198354,5593201.6335104415,1657674.4093736035,2847893.9241934977,3812661.9704610477
2020-11-02,1902171.2823074374,3802358.650117975,5638395.902233355,1662802.3052537641,2861114.6905878247,3834298.3497392074
2020-11-03,1907124.0910479017,3829544.301244755,5695796.412963194,1666596.1665776102,2879266.413511383,3869009.235226135
2020-11-04,1905909.5889586476,3823608.597003493,5683500.6398723405,1666954.4690809716,2880935.1195553564,3872191.9028985184
2020-11-05,1911754.0665470904,3853706.3464736957,5746444.981756682,1671877.6370451397,2902797.889052698,3913543.1632599817
2020-11-06,1913559.7472139054,3863440.0438645254,5767017.211441753,1671798.7601870522,2902933.064090258,3913969.9912180966
2020-11-09,1929215.5862880498,3953504.56429874,5959629.734077923,1680702.621968002,2949882.140370893,4005573.930387458
2020-11-10,1921883.0906517867,3917937.4684579633,5885372.349252581,1677169.006738234,2935868.457639361,3979473.574025471
2020-11-11,1909324.4648731528,3856341.417058775,5756799.194380044,1669969.3578414293,2906166.15009759,3923761.292745421
2020-11-12,1910761.7659833827,3861131.404673238,5765827.724176544,1670865.1501248097,2908203.9187973426,3926943.6135130264
2020-11-13,1907539.047609494,3862069.9379711426,5774646.7293874435,1665129.8454408206,2896217.0825759997,3908953.5170901557
2020-11-16,1908843.8437297666,3863028.002113464,5774400.939757451,1669213.0775886888,2909738.128725338,3932978.2020879914
2020-11-17,1910510.7102928292,3869988.367587903,5788379.769587162,1668859.8807904557,2907089.449690286,3927566.142352282
2020-11-18,1906337.9453533012,3859855.6889284323,5771548.828108898,1665006.2395717439,2898569.171588611,3914427.1007776903
2020-11-19,1906428.649580816,3866393.271974448,5787658.236167441,1666329.5345309207,2908893.0307198456,3935589.8064875077
2020-11-20,1906856.0481875716,3871795.4312702967,5800270.83329389,1666747.0569012004,2913149.174594848,3944529.6518208105
2020-11-23,1910934.2589650797,3885391.0880717146,5825946.474552259,1670943.551612561,2926139.272985963,3967223.9480435625
2020-11-24,1911379.2067911902,3889944.359836388,5836421.119666685,1670116.1966863621,2924242.9350431156,3964248.4553491496
2020-11-25,1907834.7878711515,3870157.604229548,5794156.761214637,1665584.322467706,2903087.590236186,3923621.0820242
2020-11-26,1905039.2354893882,3856620.605806168,5766038.978395432,1664838.4177994763,2900317.692467104,3918553.150775542
2020-11-27,1905811.057596951,3862379.4326333734,5778831.630789031,1666774.0162967753,2910140.9189467398,3937635.8166441037
2020-11-30,1907130.3195237324,3861081.0456859753,5772927.061947477,1666604.47747718,2903386.3876676587,3922670.53196637
2020-12-01,1912103.4405233627,3890111.2053118288,5835232.364302,1672451.760756111,2931754.7893311162,3977374.771711788
2020-12-02,1913411.4755885573,3899962.8862926043,5857200.659482541,1674158.4357392723,2941644.906676057,3997031.363109681
2020-12-03,1915408.824056674,3911426.7182371593,5881819.693857228,1674366.2296326663,2943527.8500800873,4000964.7846730435
2020-12-04,1923431.7411796085,3932516.5048519354,5918251.610853272,1680997.6452343415,2957720.584381736,4022553.0159114646
2020-12-07,1921486.1691777455,3930627.99596248,5917505.666703649,1678552.634227932,2953024.605566499,4015809.19242563
2020-12-08,1926636.6823326743,3938868.727971719,5927608.325388909,1682119.8081677707,2955115.9517778903,4014859.7569183176
