date,保守型C2_动态评分,平衡型C3_动态评分,进取型C4_动态评分,保守型C2_LGB融合,平衡型C3_LGB融合,进取型C4_LGB融合
2018-03-02,1560080.8794212188,2735805.1271444135,3835660.7760223458,1418515.343248533,2269243.0238482915,3000094.9964547623
2018-03-05,1558364.3489059813,2732122.7319402536,3829869.6484734984,1415763.6668998948,2261425.790299816,2986749.9108032533
2018-03-06,1563460.0926291521,2752267.175967901,3868584.5994187132,1419215.5411681286,2273397.2923363307,3008247.1256639655
2018-03-07,1560008.4272629393,2739405.2813269184,3844147.2910300586,1416079.0473013993,2262760.1229149476,2989220.12610963
2018-03-08,1561379.775149715,2750768.405238876,3868470.492855218,1418257.550171307,2275875.933513301,3015032.1166378483
2018-03-09,1564716.7056239177,2765173.2888255883,3896721.991925744,1421454.1520615236,2288458.0940520633,3038282.707095163
2018-03-12,1567007.190938048,2774831.4702064195,3915603.303150327,1422392.3558875606,2291852.5344491913,3044456.8758533
2018-03-13,1564053.6715630107,2763561.81164692,3894018.8095272304,1419291.155809849,2280851.5908234366,3024526.266569511
2018-03-14,1560596.3517780458,2751344.1675931243,3871064.9793175044,1417456.138882041,2276000.13337458,3016411.0925069964
2018-03-15,1562087.7890157937,2755832.139187509,3879122.7216741983,1419780.380258352,2283604.9324101466,3029911.5884854747
2018-03-16,1559501.5748805553,2744424.9213352455,3856642.8489285493,1416789.1224541885,2271576.318151025,3007567.800759254
2018-03-19,1562701.261036989,2752723.1084534177,3870802.88519001,1419789.9977988363,2278821.547359929,3019308.760688528
2018-03-20,1563059.572595347,2753092.9074876686,3871077.863189286,1419213.1279801994,2275506.656392123,3012806.534193485
2018-03-21,1560757.459937533,2743662.8892966956,3852779.824499419,1416966.0078872324,2267083.6992187286,2997399.8858592855
2018-03-22,1561923.2987815405,2740279.634306619,3842943.009153145,1416991.8069035178,2260157.706755549,2982101.6278269985
2018-03-23,1556701.0736582722,2692601.5054625804,3740069.871294444,1414119.082123703,2228269.803740692,2916009.4540961897
2018-03-26,1555471.6287015968,2699039.182592126,3756942.489974935,1412058.9251332635,2229881.2778312913,2922356.3165941294
2018-03-27,1558642.880507595,2718521.1971859513,3797032.953793856,1413443.2504669586,2240076.514841986,2942715.1787222694
2018-03-28,1555065.7761581817,2698540.5858246703,3756330.000475867,1409349.245270697,2220244.0649220343,2904975.4487535483
2018-03-29,1555305.6421374716,2713348.529729675,3790297.807035639,1410467.392926689,2235974.9740135516,2937742.916589368
2018-03-30,1560052.490991211,2724462.932285317,3808462.0499892426,1413961.7979221968,2241922.2304705125,2945913.820107916
2018-04-02,1560262.3603176863,2717046.4797415747,3790841.684216088,1414818.8739406855,2238462.702863294,2937146.934567247
2018-04-03,1560539.6855353785,2717844.8991377107,3792249.088233769,1414274.6274128894,2235973.1059463746,2932455.7226052457
2018-04-04,1564889.4745072168,2732779.488585655,3819932.929323464,1416502.8948893417,2241485.8848429844,2941425.480402851
2018-04-09,1568434.2110157127,2734054.3127020653,3817134.3615286266,1420099.0098278767,2244064.4771444853,2942086.826336873
2018-04-10,1571671.4335509788,2751271.4818353886,3851944.7807304873,1422497.7171860368,2256092.945686688,2965057.0759779965
2018-04-11,1573605.5390420482,2755656.0540937833,3859015.7404848984,1424202.300564317,2259506.1891703303,2970164.7770893807
2018-04-12,1571520.6163381778,2744713.9975322313,3836885.6397142713,1422604.9697495976,2251683.025430298,2955246.0913740997
2018-04-13,1569269.499753532,2735172.008266389,3818318.190350532,1420905.7356197694,2245194.764699184,2943406.710549484
2018-04-16,1566863.6330912253,2720229.410484529,3787454.1892019385,1419580.296893465,2236298.4514373145,2925798.9853557446
2018-04-17,1566687.0997911398,2707352.0697330553,3757856.1783053325,1418903.4261198288,2223676.1641022097,2899205.654513879
2018-04-18,1570252.9436970414,2710618.2953070863,3759710.1274744812,1423223.2892569436,2230630.9256456555,2908433.792790811
2018-04-19,1582900.713070604,2741127.5114468387,3810050.1572693377,1433565.5835558942,2251344.466951058,2939356.4160092827
2018-04-20,1579461.9608064452,2725431.1267060335,3779206.04629401,1429880.3013380654,2236211.0760596036,2911463.6350953965
2018-04-23,1579347.0674657077,2725820.866259049,3780290.035301836,1428695.8089027908,2232306.4098561374,2904598.6281364155
2018-04-24,1587901.4030070372,2758747.255365059,3842746.0336506073,1436246.8574824887,2258539.777394166,2951254.1214752807
2018-04-25,1585755.7844822987,2753538.0082343156,3834114.1127771405,1434663.5729870964,2255680.164426602,2947195.2468169923
2018-04-26,1579082.6109036447,2724610.403875818,3777737.7214789027,1428922.7234402078,2233148.3006113544,2905991.82467177
2018-04-27,1578091.831480498,2720377.1255283155,3769535.3536503804,1428738.6467563633,2232462.335405932,2904753.6530003273
2018-05-02,1572443.7024254228,2716513.9544616938,3769330.421805049,1423142.9511215857,2227413.2277421346,2901388.664724982
2018-05-03,1575668.4475131466,2729756.3079598974,3796847.6549032438,1426273.3559852897,2239067.190720544,2922434.393859367
2018-05-04,1575292.5210790734,2725097.5640036413,3786986.1543959277,1426298.0235769055,2236672.808114916,2917192.110686432
2018-05-07,1583685.3529182135,2760855.458256988,3861805.510113571,1433774.136504821,2265451.900438102,2969557.0354626747
2018-05-08,1585090.1025214472,2774864.77641736,3891628.8866870697,1434293.0575655338,2273982.3757537804,2987476.789508526
2018-05-09,1581264.1355158782,2767263.4893479194,3879876.955656993,1430745.1350080005,2267416.491416556,2978026.707578493
2018-05-10,1581889.8985481407,2777898.8658649055,3905324.0811904985,1430939.4964559602,2274631.7694047056,2993551.2584790895
2018-05-11,1580763.4341286584,2768835.2555803726,3885036.240411963,1429802.319421466,2266754.857936192,2977859.7785146274
2018-05-14,1578390.636561311,2778898.0624255226,3914382.616554482,1426221.4335964995,2269275.979147633,2988351.775866536
2018-05-15,1582415.4808497983,2788556.1684415797,3931076.150427519,1430350.50441512,2279110.2817311585,3004168.271689062
2018-05-16,1582181.8584484323,2783483.296649902,3921572.6941086855,1430525.8231455644,2276471.614882329,2998125.9379806756
2018-05-17,1581475.1966597897,2776288.0691731465,3907176.216645504,1429993.8763720277,2270991.484334277,2986840.243435868
2018-05-18,1583762.846955742,2786329.284494084,3924898.331431261,1431785.080978859,2278136.865962826,3000008.8862904
2018-05-21,1586577.144367102,2794595.1829817845,3939703.6292177597,1434931.1522579128,2287288.3572573196,3015699.7918933723
2018-05-22,1589029.9162305722,2797155.837717367,3943918.873347947,1437760.244800417,2291782.2020853274,3021610.9105183748
2018-05-23,1583707.5496233236,2773734.5877147513,3895593.1098229806,1433085.9179923916,2273189.175656993,2987303.2139183744
2018-05-24,1583320.0339722058,2762028.436789591,3867255.475382811,1433321.427300034,2265945.0589244654,2971109.548210978
2018-05-25,1582669.2302434864,2761801.9133821935,3869372.474181195,1431567.436752837,2261130.061469346,2963011.045016728
2018-05-28,1593251.5981591728,2788510.3188784025,3919171.6270378227,1440000.2252271422,2278423.3087546146,2989143.89298619
2018-05-29,1591062.0891334703,2775961.6139223054,3893189.9452688005,1437733.1497353876,2267033.0049580275,2967375.6454271725
2018-05-30,1590655.945385509,2767471.7058933945,3880339.141461817,1436505.7759205666,2256607.2147514354,2946320.1600339203
2018-05-31,1600811.6054277592,2812184.811423019,3975088.3302479093,1444342.695544682,2287717.597160737,3003302.6552786906
2018-06-01,1596748.1031823477,2797981.445328215,3948125.876125994,1439536.6776670716,2271653.760743509,2974817.4148278995
2018-06-04,1600031.385485984,2814964.8450633036,3982654.760526085,1441366.1627097724,2280982.3315539127,2992657.181640861
2018-06-05,1600918.2464318394,2827963.6433508783,4011834.5907592704,1442537.4459566192,2292988.5225478946,3017289.5302095283
2018-06-06,1600645.5782645165,2825044.977164916,4005389.274229847,1442170.2470250947,2290139.139031157,3011552.5046986733
2018-06-07,1598190.4608161007,2822565.094182627,4003624.9743692433,1438152.9539852762,2280962.051189216,2997031.8876374573
2018-06-08,1590861.3059879444,2796852.8192115286,3955079.829870954,1431467.1517332708,2259824.43450088,2960031.4220434106
2018-06-11,1594882.8575828783,2804072.270455864,3965429.703185145,1432712.4472180523,2256290.89285526,2950600.6985134683
2018-06-12,1598761.0099021117,2821907.0339846807,4001037.009983448,1438849.9860371388,2281089.5642661084,2996223.663027473
2018-06-13,1591716.6511031857,2801014.202272227,3963418.2981676646,1431875.7147058505,2261686.056112046,2963427.999338921
2018-06-14,1591324.3486439008,2796836.5442626,3954217.259070153,1431157.4238870963,2256869.962708549,2953901.7200853364
2018-06-15,1591828.6305852523,2794946.8122776723,3948928.9847624376,1429061.899674713,2245295.7292607883,2931536.9502538717
2018-06-19,1575890.357105486,2731568.534484967,3826044.8935998715,1409327.7153409736,2173069.94896561,2801357.521623059
2018-06-20,1578155.7663415545,2733442.3223854783,3826752.4446972823,1415628.633636002,2191039.692854623,2831616.5809035185
2018-06-21,1578276.5713640712,2721863.462824183,3799540.2899712394,1415018.1094524157,2178976.802389024,2806448.0130797722
2018-06-22,1582224.1576047349,2731369.004264441,3815319.854079672,1419420.4865574893,2189909.256928697,2824094.817766482
2018-06-25,1578949.718510381,2708744.9360061726,3767912.952109136,1418831.6582166052,2180829.1216926477,2805359.6907508555
2018-06-26,1573820.2284507216,2690769.1322027612,3734398.9838548764,1416204.3873166442,2173972.9948682613,2794123.613221372
2018-06-27,1560798.194833802,2646992.6475347304,3653739.251293457,1404145.1904728143,2137294.532716487,2731416.1859106063
2018-06-28,1561878.9231059724,2639929.4254306606,3635803.2696559173,1403353.5225946738,2124879.0637047603,2705998.34679488
2018-06-29,1575885.1959997097,2687494.973345261,3723248.598211002,1417372.9749187552,2168595.685544271,2780763.786158452
2018-07-02,1571365.1830007713,2660375.1027456587,3667748.374490393,1413208.9309230964,2146334.636851205,2738634.998264401
2018-07-03,1577263.5547524085,2669947.8014028133,3680565.854216379,1416277.353488083,2145566.70352044,2733037.7478272724
2018-07-04,1569807.894219645,2649967.826585561,3646259.9179883953,1409847.9102825266,2130515.381566492,2709355.024972521
2018-07-05,1564329.6207645466,2626887.794142528,3601814.181039556,1405860.3063826966,2115482.2489146306,2682601.298930813
2018-07-06,1565721.1152658279,2632768.524297928,3613117.0475426563,1408141.28582299,2124094.545432866,2697901.460771911
2018-07-09,1571858.6466130877,2666314.0967702656,3680402.8149615875,1413819.118590147,2151754.670089098,2749203.042136304
2018-07-10,1574318.495901887,2672875.7121775467,3691658.462137385,1415614.127412343,2155461.3856521933,2754769.2666770187
2018-07-11,1565730.5397868282,2645978.226831486,3643167.828525651,1407993.2020058457,2134156.2879673084,2719274.756065257
2018-07-12,1577037.436518453,2684346.370188384,3713675.0158690913,1418363.9058511138,2165871.60936839,2773273.1501309252
2018-07-13,1577691.4226625692,2687169.263914259,3719157.2415301437,1420641.8309175465,2174599.938692912,2788930.7234095414
2018-07-16,1581368.5402927287,2689483.3194363164,3718716.3469801066,1424224.7354489325,2177512.799782528,2790467.795882474
2018-07-17,1581543.8022382765,2684771.236051165,3707582.6831745147,1423311.8550465012,2169605.096834218,2774770.7479191334
2018-07-18,1578187.6768260645,2676518.017622314,3693832.101515568,1420269.4693726131,2162851.5625606817,2764329.385719773
2018-07-19,1580267.3794170409,2674784.374915547,3686599.3642486823,1422299.6253954037,2162054.2695732424,2759996.774396745
2018-07-20,1586481.4571727642,2697184.9739145404,3728391.9615765503,1426562.9566422543,2175108.152209086,2782254.8849684168
2018-07-23,1584984.0197262901,2702632.996912626,3743289.6312440215,1423917.539051707,2174550.403905571,2784505.4348867177
2018-07-24,1588263.99466359,2723990.291856029,3787427.013006228,1427866.9540156526,2195562.984828337,2824200.8975076457
2018-07-25,1586821.2055858858,2722383.9667310086,3785998.3129824367,1426075.4704163896,2192367.7318507447,2819712.960067749
2018-07-26,1584927.7364491916,2710757.55019867,3762062.1204457143,1424266.0037607725,2182590.5019675856,2801139.842036418
2018-07-27,1584435.2947438832,2706314.1755469604,3752563.6518497816,1424186.9025455571,2180405.1795929135,2796569.145719562
2018-07-30,1580539.9580112423,2691658.5620192587,3724845.0894073606,1420026.7055324668,2166075.894912681,2771384.1593897752
2018-07-31,1582666.9715248875,2696858.5515746977,3733496.6009131297,1421745.1442238921,2169526.1849286826,2776505.7592203934
2018-08-01,1574812.343328253,2663477.431075038,3668828.6011098977,1415578.698930233,2146065.7854203475,2734493.9395142426
2018-08-02,1571318.9492172874,2629217.0471952055,3595600.550970733,1412209.7537421028,2117593.79422928,2678367.9915668746
2018-08-03,1567647.3002667257,2610075.625040025,3557573.432362974,1408873.4998825116,2102040.713434396,2649799.978059433
2018-08-06,1565688.0156756002,2587215.858272328,3508607.302295855,1405013.7265841654,2075801.4500158622,2599511.5868019094
2018-08-07,1571463.9813424228,2627171.958736807,3590287.8597442377,1408729.3627037315,2102438.8130765636,2650524.857181628
2018-08-08,1561163.5612757583,2600227.2857045503,3544605.723680961,1399283.5073929627,2080084.4952256745,2615403.313412015
2018-08-09,1571169.1044982304,2641473.1925617876,3623170.798310398,1408053.9900295949,2112345.452564664,2672080.455915237
2018-08-10,1572952.8123522424,2646929.2071788423,3632901.487011299,1409988.7884733747,2117969.7175528924,2681490.3260809216
2018-08-13,1566907.5357583864,2643297.3290892877,3633901.7247808473,1403019.2930976765,2109240.9210330565,2671907.903261194
2018-08-14,1567277.815147906,2637149.772872428,3619243.5350261745,1403912.7130845136,2106447.1555616152,2664875.2212294615
2018-08-15,1562359.3650892084,2603228.688780014,3549226.2663674,1398776.4736526154,2076612.393015484,2608468.0757357744
2018-08-16,1556582.2294918394,2589829.5054482236,3527528.305393415,1392776.5925534577,2062852.0606524753,2587119.567783127
2018-08-17,1549924.249489649,2562174.3051632014,3474806.668906236,1386821.8340388932,2040833.6619380557,2548469.804285225
2018-08-20,1543581.0452177257,2567985.7725340845,3497423.107961001,1380476.5972149968,2042999.400245165,2560750.6880291146
2018-08-21,1551237.307511456,2592296.044976637,3541039.7248057183,1389620.9996485254,2070838.8099881806,2607600.039364289
2018-08-22,1547173.7485225992,2583405.5422764816,3526983.200302717,1385302.0657310814,2061208.018198018,2592791.156221396
2018-08-23,1553911.036315608,2594047.4449711363,3540958.8719005296,1392285.9351372991,2073238.05535716,2609297.898012502
2018-08-24,1551254.3168074612,2590422.7038813885,3536748.3716343213,1388333.219782856,2064487.722343275,2595881.726114429
2018-08-27,1563705.9225944742,2633986.70066944,3616953.642422099,1400421.379308277,2102717.350598213,2660929.969163568
2018-08-28,1563237.7174581187,2632402.066622436,3614048.972943411,1399525.1658602175,2099662.1872088397,2655621.521749687
2018-08-29,1562747.5698317115,2625935.4265323584,3600007.571796856,1399441.3601756287,2095835.7785141114,2647661.5621139864
2018-08-30,1559582.7990339801,2606405.796621681,3560244.5535649,1396931.7074479384,2081463.1878343238,2620565.5725370124
2018-08-31,1556750.2384607645,2591520.3384812735,3530667.148478789,1394214.567693052,2068905.2548043435,2597612.943255877
2018-09-03,1554625.3603607279,2589802.2904717196,3529859.472933318,1392386.7051093306,2067812.5155223291,2597596.6686157323
2018-09-04,1557215.8872743435,2600970.9881528206,3551618.899078115,1394821.7195985715,2077156.4334873443,2614131.335836138
2018-09-05,1550624.6278911897,2576573.4217302147,3505731.9060300747,1388775.8424941571,2057143.7260765282,2579708.1970041436
2018-09-06,1545865.7436982943,2561074.2554482464,3477762.121972725,1384515.48799785,2044775.8640148726,2559134.7203379055
2018-09-07,1545542.6146575927,2560939.4274250274,3478313.192546876,1384365.248586634,2045182.0371091487,2560167.096821187
2018-09-10,1538880.2731985373,2535146.3939283695,3429981.4515513103,1378420.1247904836,2024666.4159674176,2524694.2531092176
2018-09-11,1535896.702102864,2531201.1385614485,3425380.8489134093,1375695.636375466,2021324.5734090325,2521075.724068252
2018-09-12,1530575.1619419877,2513636.404333457,3393853.548068017,1370995.9376825835,2007543.322682216,2498169.9153900472
2018-09-13,1532935.031756187,2524103.70871569,3414149.084654102,1373196.977017592,2016222.409915343,2513496.4602900413
2018-09-14,1536012.733924124,2528289.402741088,3419024.990598157,1375957.6006813252,2019579.216437487,2517102.29691506
2018-09-17,1534431.597576291,2517320.8677916005,3396538.1772827515,1374498.9192301566,2010662.4064116972,2500358.810416972
2018-09-18,1543383.427549802,2551003.6996987434,3459010.6301584044,1382493.8864431654,2037478.8189340488,2546242.2570345714
2018-09-19,1549259.4973335504,2575921.6844747593,3506440.950794912,1387718.944214812,2057239.0231614048,2580983.9633959034
2018-09-20,1546354.8434771313,2571374.3915290376,3500568.1832294483,1385139.8942357374,2053691.6311928937,2576764.254881044
2018-09-21,1555585.6243062,2615498.0816050568,3586972.036073789,1393490.5506786539,2089236.899691691,2640738.821580135
2018-09-25,1555087.060985947,2606852.4422601606,3567742.520278296,1392958.255333281,2082009.6800807356,2626186.290725784
2018-09-26,1561605.0613406207,2632673.580459252,3616426.394157163,1398706.7298450985,2102295.9783261404,2661608.6838860023
2018-09-27,1561591.8569443047,2628399.620216413,3606591.0272900476,1398669.1679985395,2098786.348211568,2654250.731741551
2018-09-28,1568512.7310094358,2648567.186337163,3642038.2316392637,1404861.1805009895,2114864.715932009,2680306.4636701187
2018-10-08,1554449.7417333832,2587920.7565480266,3524795.0136722177,1390664.7727925512,2060414.763289542,2583349.8438065336
2018-10-09,1554630.5914708832,2583973.6845383346,3515561.65013899,1389565.1631545238,2052599.9843614611,2568381.3327484657
2018-10-10,1553835.6949663318,2583052.8662097943,3514672.014415861,1387139.2919996947,2045533.85123483,2556634.3389113126
2018-10-11,1525550.3211856815,2459149.073890611,3276338.978590104,1368950.4723731754,1973448.8620746175,2428823.089017922
2018-10-12,1525916.8796833807,2454373.584358129,3265210.1318416763,1375907.0364841842,1993502.193009594,2461729.169777812
2018-10-15,1519066.2890284588,2427149.348981879,3214619.3182033333,1370588.6655707906,1974500.5404842186,2428964.9838600913
2018-10-16,1512151.827732593,2398361.7594393394,3160828.3163822256,1366155.6725196408,1957584.741547618,2399520.3440784137
2018-10-17,1514655.640328309,2405666.807151943,3173384.8712302535,1367805.7771668618,1961355.002786789,2405290.5422451883
2018-10-18,1505791.1050208064,2371311.0802687826,3110233.65300841,1360453.2442280059,1935683.9086355655,2361440.9735867465
2018-10-19,1515698.4617138496,2404301.812476037,3168709.3774503046,1370600.1913081133,1966867.6777705234,2413103.5839248765
2018-10-22,1537143.1620080066,2493509.057546855,3334769.9385648244,1389086.3415259246,2036595.6395281332,2533984.87010935
2018-10-23,1527003.281117671,2454350.1479493263,3262151.3879592908,1377616.0504046197,1996156.0011693337,2464074.2781496528
2018-10-24,1526886.5391248928,2450590.149918197,3253988.43983642,1375822.4203625377,1986982.0745642846,2447339.0906410543
2018-10-25,1528755.84777759,2451738.216801885,3253873.363703194,1375418.5794369234,1980373.4008158708,2434251.6396704195
2018-10-26,1526979.7330991386,2444154.55262835,3239618.920056327,1369073.4833509242,1957160.0658426767,2394182.1877395893
2018-10-29,1522378.3908082508,2425351.743232374,3204589.860040746,1353595.168911789,1901530.177684379,2298807.9201565245
2018-10-30,1528564.5158548534,2441706.2160304785,3231923.676599783,1357903.5745904313,1910166.5857335096,2311331.2359256744
2018-10-31,1534195.7279087168,2465257.495789777,3275941.530279858,1363539.0708488177,1930817.039143624,2346581.9455344975
2018-11-01,1539087.9415760252,2482479.500774865,3307119.6081106327,1367393.1567768303,1942556.9117760644,2365939.873936165
2018-11-02,1552218.3795650569,2537298.8449471453,3410025.991066957,1378798.4465333144,1984528.707208331,2437983.1721745464
2018-11-05,1547509.8500234762,2522768.5860245377,3384375.226708249,1374378.7531063817,1972310.3926444321,2418176.196255254
2018-11-06,1548336.3128777442,2520019.698173087,3377024.0516319056,1374880.076917092,1969326.5411976564,2411490.839022592
2018-11-07,1548829.5381376722,2517606.7236611764,3370917.5884815897,1374849.6800913909,1965763.6882715777,2404255.0410714047
2018-11-08,1551233.0509691972,2515854.274371268,3363519.5054813144,1377305.4521872273,1965547.2335173723,2400950.8059113235
2018-11-09,1549836.356226399,2512771.1585133956,3358668.615837475,1375075.1047909518,1959605.539262992,2391446.3265966033
2018-11-12,1554975.9596871913,2532152.476261,3394419.603177384,1379277.7515368639,1973446.8703389582,2414726.2744832453
2018-11-13,1561672.1313132846,2559304.323562191,3445337.6971903034,1384204.8961087773,1990986.4271578493,2444744.830967707
2018-11-14,1562324.8503173173,2549894.587945141,3423265.3608576404,1384632.340036921,1983122.869948645,2428148.685033439
2018-11-15,1569987.938886291,2569894.7975128647,3456822.336470618,1391465.1331672803,1998825.3636247965,2452204.233018984
2018-11-16,1573290.422620632,2576181.2737633083,3466068.16233833,1394392.2885985908,2003715.5938770184,2458764.255702451
2018-11-19,1576612.6198973535,2584837.218230287,3480598.7345023067,1397868.8529061843,2012359.720436804,2472356.099107962
2018-11-20,1568187.580413389,2554300.8336264244,3424467.381736803,1390471.9310909456,1988848.9489726343,2432936.206471934
2018-11-21,1570272.3392370502,2562572.0307056247,3439913.9134215214,1391809.3640803515,1993461.6216766003,2440780.5009264643
2018-11-22,1569166.6061190183,2560631.1326404647,3437186.4299882147,1390652.1334838793,1991317.3937352453,2437757.808517127
2018-11-23,1560611.508061287,2525400.884190428,3370862.346512235,1383217.7710800439,1964447.9383366394,2391623.54828591
2018-11-26,1557191.2153740611,2518332.171361227,3360062.1521340394,1380681.621306957,1960708.1373780055,2386958.544391747
2018-11-27,1557642.8808526956,2519870.419913139,3362833.082262372,1380889.1544303007,1961220.8077965062,2387759.556918464
2018-11-28,1562495.0265612148,2538157.382618082,3396523.5232918723,1385273.1390898137,1975746.2960810782,2412180.162074748
2018-11-29,1561268.8781054388,2525677.324357381,3370466.0699894615,1384361.4621274178,1966657.006094078,2394743.3741063564
2018-11-30,1563311.7805325617,2539944.4352733414,3399257.884635946,1385934.1655231458,1976918.4884763767,2413754.877212148
2018-12-03,1579013.3899141557,2598294.811372318,3506649.317994726,1398760.037302684,2018432.4922376086,2483341.9182066214
2018-12-04,1582896.0207250249,2605784.342643444,3517747.399750122,1401986.2573174785,2023481.5040087795,2489876.6570240813
2018-12-05,1585595.7064215853,2607363.714891535,3517301.1626691814,1403883.4153464204,2022925.5438104477,2486490.294099365
2018-12-06,1578936.8088090774,2575716.063348669,3455994.8995218007,1397895.0117519598,1998038.0021737781,2442576.771682142
2018-12-07,1577572.028985544,2568684.708181363,3442262.401817827,1396960.8769832065,1993563.2800481203,2434547.7754593203
2018-12-10,1574190.6782320002,2550607.687926548,3406806.4906886597,1394240.3131711362,1980510.0107247531,2411140.764944429
2018-12-11,1579499.8011919446,2566530.0616677925,3434592.055629246,1398362.4840432438,1990813.6077229038,2427294.8787805596
2018-12-12,1581220.4639666113,2572428.448149835,3445253.293790589,1399884.7273107204,1995384.9932352034,2434822.74498931
2018-12-13,1583945.0335073262,2596326.755048725,3494640.664246054,1402384.0106577748,2014233.0942011802,2470256.343200746
2018-12-14,1572678.8814146772,2563249.315177134,3437008.188162605,1392479.4284749413,1988823.5703062452,2429950.336047217
2018-12-17,1568393.942004543,2548464.7476113886,3410210.66017173,1389561.0893501535,1980478.7914176285,2416352.648993042
2018-12-18,1563764.521615618,2535672.756203199,3388392.068175463,1384806.0456693645,1968209.3486412556,2396915.507958254
2018-12-19,1559620.3993257072,2513863.732966876,3345806.5025481554,1381579.3228122005,1952855.5959626746,2369475.4685030975
2018-12-20,1565372.2494155755,2525933.813047114,3364354.6140782353,1385118.0503219012,1956731.748360605,2373267.885938024
2018-12-21,1564150.0152966108,2512864.754569588,3337094.1824871046,1383651.8610007046,1945249.0780945607,2351730.960944763
2018-12-24,1564971.6363401003,2522351.8112888928,3356923.650913601,1383841.6734917709,1950705.7811337456,2362510.788929365
2018-12-25,1562376.4259571405,2509919.1456827056,3333057.7540935683,1381761.3548691731,1941846.7489035109,2346996.4452690547
2018-12-26,1562730.3467991268,2503154.9951273114,3317583.5978743103,1382058.1920988613,1936556.7262584711,2336004.0815821085
2018-12-27,1561778.7002449473,2495040.9317128356,3301007.0207818537,1381617.0710469177,1931682.283693717,2326701.350237007
2018-12-28,1570176.0670532114,2511755.762443285,3326031.417530218,1388377.828588863,1942288.4616487494,2340402.894327932
2019-01-02,1565370.5248335504,2494707.4245122885,3296176.4623914114,1384757.9758139164,1931139.597073551,2322080.7968526273
2019-01-03,1566200.5123902082,2491334.546833825,3285428.4835029473,1384872.7240964442,1926735.0847071598,2313125.5756622395
2019-01-04,1571676.0750080936,2517667.2430796595,3334135.5036115563,1389493.7658811132,1946590.0611521387,2347707.8269390888
2019-01-07,1572447.149213491,2525081.5258847247,3350793.6412560823,1391275.3759512885,1955940.52874217,2364496.4072429845
2019-01-08,1573019.5062692612,2524218.633399025,3347334.4111276236,1391490.0619005398,1954371.672831903,2361092.236024174
2019-01-09,1576597.5722209373,2535876.2703704336,3368576.518064068,1394277.954205138,1961979.2845945854,2373256.5852627843
2019-01-10,1576734.6893854737,2535640.6801189394,3367200.0346478247,1394307.034140043,1961584.1226691506,2372426.9244798883
2019-01-11,1580017.245587895,2549535.4606118593,3395152.980085332,1397479.3817058648,1972964.8328211813,2391768.9645986557
2019-01-14,1576702.917870007,2537598.100977695,3373195.928316806,1394710.6117492167,1964336.639165023,2377495.2537556794
2019-01-15,1583482.0023109927,2567016.6309107584,3431117.7481881,1400918.5900522596,1987445.8719121937,2417056.6182691692
2019-01-16,1582016.2170813833,2552511.207192556,3403421.55543147,1401187.926610915,1981350.0713554556,2404391.016650441
2019-01-17,1582572.539576049,2548086.3217898454,3392906.6946645235,1401548.6379105428,1977428.9679764118,2396047.864596565
2019-01-18,1587293.746088583,2570841.6291901693,3437401.4799098475,1405471.308993617,1994050.7743702768,2425144.8382207695
2019-01-21,1588054.1104993168,2579317.418844171,3456513.2896028534,1406316.154912797,2001011.215778767,2438281.6822054614
2019-01-22,1584028.456160821,2562222.9030857077,3423734.508511734,1402536.0907414723,1987058.112280077,2414313.9484649627
2019-01-23,1582049.6301359935,2557805.9605242233,3416769.2396325176,1401013.4063233444,1984441.8518917465,2410763.361226041
2019-01-24,1584905.5923678402,2567850.8507831506,3434930.0887002386,1403478.8633831758,1992024.791604005,2423288.4358420474
2019-01-25,1584667.950507473,2572038.787819031,3443111.6400269135,1402174.0293166814,1991642.2904366986,2424014.8947633044
2019-01-28,1584584.9900580638,2572032.570921393,3443895.2212601798,1402106.0597196717,1991543.1830407104,2423892.1916554333
2019-01-29,1586358.9526923252,2576470.9992031995,3450396.1829511044,1402406.6399536473,1990613.140016156,2421659.1921565128
2019-01-30,1584760.6649647723,2566604.531146157,3429711.7045311867,1400745.9476702628,1982275.0345154223,2406664.9124324303
2019-01-31,1588270.3473117482,2577708.238423521,3448575.200443395,1402695.2859790428,1986906.7160746932,2413804.2485771715
2019-02-01,1598065.5546538327,2613701.1569793867,3509140.924595863,1413024.934621532,2020573.446090093,2465369.2464568187
2019-02-11,1619321.3900807055,2693838.8450222663,3644423.0819790866,1425655.0444406804,2060487.939532798,2526190.56321758
2019-02-12,1621592.852391017,2700332.3115722304,3654877.3368377276,1428672.6387324487,2069132.2400944019,2539175.4385357145
2019-02-13,1627576.4677852758,2723043.4892811417,3693459.0148623744,1436633.7649627235,2096272.2035268832,2581188.0592912044
2019-02-14,1634735.6905329411,2757924.9700401174,3754892.0981032536,1438744.0736117174,2107770.8901626463,2600058.9389132364
2019-02-15,1629321.8031703022,2730166.904405788,3705573.813730099,1434394.2952236475,2088076.565730257,2568295.152159036
2019-02-18,1645709.9468892356,2802809.675118852,3832044.3219676577,1448852.702918658,2143747.3906294955,2656126.5775400917
2019-02-19,1639998.7454057864,2782042.0908142594,3796789.109628282,1445550.1294779242,2134245.7294996693,2641754.742139316
2019-02-20,1642371.9748533035,2796533.1603411715,3823057.767614935,1445637.0948498587,2137962.433112299,2648374.152560606
2019-02-21,1638716.9251821067,2783931.1542039975,3801866.4244869347,1444071.8625394697,2134435.988594543,2643323.6004265957
