date,沪深300,等权,风险平价,MVO,动量,动态评分,LGB融合,PPO月度,PPO原生日频
2015-02-03,927942.019393066,1005925.3959215236,1008517.8274875011,1015515.9735589598,1007852.6934871181,1013147.960431259,1013147.960431259,1003690.603436201,999798.8873105302
2015-02-04,917360.2928021403,997546.9063442118,1000104.6417090449,1007471.862926908,1000490.9646777498,1002480.7533047558,1002480.7533047558,998469.6643975043,994489.4087652966
2015-02-05,906507.6897265997,991821.0602007452,996437.9345803094,1007130.3577402893,996779.324860949,1006109.175495647,1006109.175495647,994985.5829481173,991087.6148530549
2015-02-06,892944.4548225292,979914.2588735484,985922.8020095123,994917.6638857457,985795.5197936937,1000309.8471784098,1000309.8471784098,987899.157389328,984069.392027622
2015-02-09,903236.7162475769,978609.1625631423,980900.8591394497,980377.8594851021,980257.453491572,982184.0699346316,982184.0699346316,987353.0479060847,983425.5541764859
2015-02-10,921390.0784916145,987924.969066092,988245.723720835,988346.1896344222,986132.338406219,987104.1269068313,987104.1269068313,993405.9585341348,989417.375247723
2015-02-11,927344.627545451,994443.6290891408,993509.6747365411,991734.3027323053,992683.7970921532,985191.4156739184,985191.4156739184,997031.2376675594,993056.7585304336
2015-02-12,931130.4656358791,997362.8976787282,994715.8419477112,990843.1818835654,995218.406380599,977809.4845659547,977809.4845659547,998516.880601947,994606.5380987381
2015-02-13,937084.8003538981,1006478.8908645512,1003644.7336084016,1001992.9935102385,1005225.5427306396,984518.3721993121,984518.3721993121,1003704.7307999751,999750.9085208377
2015-02-16,944936.4987316998,1016092.2616583103,1012034.3687039615,1012278.8799305549,1015219.86205999,986472.4416466568,986472.4416466568,1009095.9902622094,1005021.4569851217
2015-02-17,953330.1741209046,1018973.6178183015,1013318.9654815338,1012687.1478474606,1016052.3757744085,983873.6517753043,983873.6517753043,1010979.0577295823,1006708.6754202668
2015-02-25,938683.2898659782,1010682.606771927,1005682.885224932,1006970.9091445162,1010232.9007531668,974888.6253581156,974888.6253581156,1005627.4068590478,1001491.7797369026
2015-02-26,966593.2321826904,1023584.7724290437,1014958.8572545433,1012629.0020782868,1017415.6896937022,977107.0813406969,977107.0813406969,1013926.4323724011,1009439.1770453838
2015-02-27,964686.2361707132,1027260.403257922,1018701.2947871139,1017955.1185377061,1022956.0816831797,977704.456236692,977704.456236692,1015663.0021936537,1011278.9821602884
