date,bond10_rsi14,bond10_macd_bar,consume_obv,gold_rsi14,gold_macd_dif,consume_rsi14,gold_macd_bar,zz500_pb_quantile,zz500_macd_dea,gold_obv,bond10_std20,gold_ma5,kc50_pb_p50,hs300_atr14,hs300_ma20_amt,ma20_streak,consume_std20,consume_ma20_amt,zz500_pb,bond10_macd_dif,kc50_rsi14,consume_ma20_vol,kc50_pb,hs300_macd_dea,gold_ma20_vol,hs300_pe,pmi_生产经营活动预期指数,pmi_制造业采购经理指数,bond_10y_2y_spread,margin_5d_chg,north_net,hs300_ma5,zz500_ma5,north_20d_sum,margin_total,m1_m2_spread,yield_10y,社融存量增速(近似),hs300_pe_quantile,score_valuation,score_macro,score_sentiment,score_trend,score_total
2015-06-17,55.297398538749064,0.010366770577580751,693968298.0,51.91328889492806,0.00285584496998285,60.987568805376405,0.0003662782504399,0.15420207323041324,-48.14348697,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1701264409606177,5703255696.942532,-2.0,0.0682120944014485,2717703.463399987,4.682712527257912,0.10732931516229621,40.13248521785561,1477820.3,5.8508,0.1540572899411618,341136971.35,17.16,52.2,50.2,1.0473675228802681,2.77274520188322,,5.174600000003842,11.369799999999202,,2262053642068.0,-6.4,3.6052,,,11.5,14.0,11.5,13.0,50.0
2015-06-18,55.297398538749064,0.010366770577580751,692834797.0,51.91328889492806,0.00285584496998285,53.31330534521109,0.0003662782504399,0.15420207323041324,-44.88211038,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.173403123749145,5703255696.942532,-3.0,0.061023866827173,2682165.7096499875,4.682712527257912,0.10732931516229621,40.13248521785561,1452940.35,5.8508,0.142852820236378,341136971.35,17.16,52.2,50.2,1.0473675228802681,2.612193689968612,,5.104600000003842,11.238599999999202,,2273035261015.0,-6.4,3.573,,,11.5,14.0,8.5,13.0,47.0
2015-06-19,55.297398538749064,0.010366770577580751,691902597.0,51.91328889492806,0.00285584496998285,42.30306654952703,0.0003662782504399,0.15420207323041324,-41.83261778,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1837314720527775,5703255696.942532,-4.0,0.0645054441312399,2650953.076649987,4.682712527257912,0.10732931516229621,40.13248521785561,1435966.4,5.8508,0.1244168674246528,341136971.35,17.16,52.2,50.2,1.0473675228802681,1.6130478353554525,,4.965600000003842,10.926799999999202,,2265975075829.0,-6.4,3.5825,,,11.5,14.0,8.0,11.0,44.5
2015-06-23,55.297398538749064,0.010366770577580751,694379897.0,51.91328889492806,0.00285584496998285,47.07019461957946,0.0003662782504399,0.15420207323041324,-38.98047632,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-5.0,0.0667949273717903,2694826.7316499874,4.682712527257912,0.10732931516229621,40.13248521785561,1463521.4,5.8508,0.1047318028017279,341136971.35,17.16,52.2,50.2,1.0473675228802681,0.5010108150542036,,4.884600000003841,10.667799999999204,,2251941705005.0,-6.4,3.6054,,,11.5,14.0,8.0,8.0,41.5
2015-06-24,55.297398538749064,0.010366770577580751,698194000.0,51.91328889492806,0.00285584496998285,51.395028808724085,0.0003662782504399,0.15420207323041324,-36.31016355,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-6.0,0.0673055890890694,2921532.035149988,4.682712527257912,0.10732931516229621,40.13248521785561,1590461.35,5.8508,0.086732251421984,341136971.35,17.16,52.2,50.2,1.0473675228802681,-1.530963864,,4.851800000003841,10.530399999999204,,2212725853041.0,-6.4,3.6079,,,11.5,14.0,5.5,6.0,37.0
2015-06-25,55.297398538749064,0.010366770577580751,697014700.0,51.91328889492806,0.00285584496998285,47.23833152532371,0.0003662782504399,0.15420207323041324,-33.81616285,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-7.0,0.0696918382789772,2863994.980149987,4.682712527257912,0.10732931516229621,40.13248521785561,1562686.35,5.8508,0.0677430101782785,341136971.35,17.16,52.2,50.2,1.0473675228802681,-3.263941801,,4.769000000003841,10.279799999999204,,2188221527687.0,-6.4,3.6028,,,11.5,14.0,3.5,4.5,33.5
2015-06-26,55.297398538749064,0.010366770577580751,696314398.0,51.91328889492806,0.00285584496998285,36.93173545911103,0.0003662782504399,0.15420207323041324,-31.50225942,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-8.0,0.0845212980426158,2834357.112749988,4.682712527257912,0.10732931516229621,40.13248521785561,1548409.25,5.8508,0.0433904522983053,341136971.35,17.16,52.2,50.2,1.0473675228802681,-6.269891825,,4.656400000003841,9.906799999999205,,2130518409015.0,-6.4,3.608,,,11.5,14.0,4.0,3.0,32.5
2015-06-29,55.297398538749064,0.010366770577580751,695664094.0,51.91328889492806,0.00285584496998285,33.384360123886474,0.0003662782504399,0.15420207323041324,-29.35911214,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-9.0,0.1053230735544683,2801426.5600499874,4.5,0.10732931516229621,40.13248521785561,1533144.35,5.8508,0.0142374529458932,341136971.35,17.16,52.2,50.2,1.0473675228802681,-7.829249748,,4.572200000003842,9.569399999999204,,2088566227918.0,-6.4,3.603,,,11.5,14.0,4.0,3.0,32.5
2015-06-30,55.297398538749064,0.010366770577580751,696801602.0,51.91328889492806,0.00285584496998285,42.5134322505469,0.0003662782504399,0.15420207323041324,-27.3581967,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-10.0,0.1125928497867139,2484182.963049987,4.682712527257912,0.10732931516229621,40.13248521785561,1363652.2,5.8508,-0.011610338,341136971.35,17.16,52.2,50.2,1.0473675228802681,-8.994694984,,4.515800000003843,9.360599999999204,,2049386417412.0,-6.4,3.5976,,,11.5,14.0,3.0,3.0,31.5
2015-07-01,55.297398538749064,0.010366770577580751,695785302.0,51.91328889492806,0.00285584496998285,39.36851203515178,0.0003662782504399,0.15420207323041324,-25.50066044,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-11.0,0.1225275165965152,2350350.361649988,4.47,0.10732931516229621,40.13248521785561,1299732.1,5.8508,-0.03858396,341136971.35,15.3,52.9,50.0,1.0473675228802681,-8.018876137,,4.3810000000038425,8.973399999999204,,2035290107644.0,-6.1,3.6127,,,11.5,14.0,3.0,3.0,31.5
2015-07-02,55.297398538749064,0.010366770577580751,694194502.0,51.91328889492806,0.00285584496998285,35.57384215234402,0.0003662782504399,0.15420207323041324,-23.77802093,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-12.0,0.1381087608501418,2351187.771649987,4.16,0.10732931516229621,40.13248521785561,1314742.1,5.8508,-0.066181231,341136971.35,15.3,52.9,50.0,1.0473675228802681,-9.349166078,,4.263400000003842,8.577999999999204,,1983641062913.0,-6.1,3.6223,,,13.0,14.0,4.0,3.0,34.0
2015-07-03,55.297398538749064,0.010366770577580751,691871953.0,51.91328889492806,0.00285584496998285,31.26090231256613,0.0003662782504399,0.15420207323041324,-22.18546983,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-13.0,0.1610695263663638,2479378.654599987,3.91,0.10732931516229621,40.13248521785561,1412549.55,5.8508,-0.095587243,341136971.35,15.3,52.9,50.0,1.0473675228802681,-10.35757815,,4.178000000003842,8.263999999999204,,1909848299809.0,-6.1,3.5719,,,13.0,14.0,4.0,3.0,34.0
2015-07-06,55.297398538749064,0.010366770577580751,692660454.0,51.91328889492806,0.00285584496998285,38.591475083404845,0.0003662782504399,0.15420207323041324,-20.70737463,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-14.0,0.1695591042207926,2439310.828949987,3.86,0.10732931516229621,40.13248521785561,1398627.1,5.8508,-0.122676397,341136971.35,15.3,52.9,50.0,1.0473675228802681,-15.0869812,,4.146600000003842,8.054999999999204,,1773464633723.0,-6.1,3.4917,,,13.0,14.0,3.0,3.0,33.0
2015-07-07,55.297398538749064,0.010366770577580751,691980054.0,51.91328889492806,0.00285584496998285,32.81981217108492,0.0003662782504399,0.15420207323041324,-19.3405277,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-15.0,0.1872076716498413,2418635.224349987,3.61,0.10732931516229621,40.13248521785561,1397193.7,5.8508,-0.149437657,341136971.35,15.3,52.9,50.0,1.0473675228802681,-19.479552788077125,,4.0194000000038415,7.602199999999205,,1628871205006.0,-6.1,3.4361,,,13.0,14.0,1.5,2.0,30.5
2015-07-08,55.297398538749064,0.010366770577580751,690879054.0,51.91328889492806,0.00285584496998285,28.61813184743265,0.0003662782504399,0.15420207323041324,-18.08187731,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-16.0,0.2132611774914769,2428674.362849987,3.53,0.10732931516229621,40.13248521785561,1422028.6,5.8508,-0.180392382,341136971.35,15.3,52.9,50.0,0.8773,-19.479552788077125,,3.8726000000038416,7.159399999999204,,1458587384228.0,-6.1,3.4307,,,13.0,14.0,1.5,2.0,30.5
2015-07-09,55.297398538749064,0.010366770577580751,691334754.0,51.91328889492806,0.00285584496998285,36.52095972423815,0.0003662782504399,0.15420207323041324,-16.90599872,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-17.0,0.2198138128632555,2326677.657849987,3.69,0.10732931516229621,40.13248521785561,1375217.6,5.8508,-0.19207247819821396,341136971.35,15.3,52.9,50.0,0.8951,-19.479552788077125,,3.812800000003842,6.911999999999203,,1440577150516.0,-6.1,3.4358,,,13.0,14.0,1.5,2.0,30.5
2015-07-10,55.297398538749064,0.010366770577580751,691617454.0,51.91328889492806,0.00285584496998285,43.876136678911045,0.0003662782504399,0.15420207323041324,-15.79432401,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-18.0,0.2146252602230767,2242669.296049987,3.89,0.10732931516229621,40.13248521785561,1334678.9,5.8508,-0.19207247819821396,341136971.35,15.3,52.9,50.0,0.899,-19.479552788077125,,3.866800000003842,6.917999999999204,,1440971833845.0,-6.1,3.4885,,,11.5,14.0,1.5,2.0,29.0
2015-07-13,55.297398538749064,0.010366770577580751,692807207.0,51.91328889492806,0.00285584496998285,50.63765808951357,0.0003662782504399,0.15420207323041324,-14.73329834,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-19.0,0.2004817007262508,2185071.661949987,4.13,0.10732931516229621,40.13248521785561,1316036.55,5.8508,-0.19207247819821396,341136971.35,15.3,52.9,50.0,0.8589,-18.81348305,,3.9086000000038417,7.072799999999203,,1439814165520.0,-6.1,3.5014,,,11.5,14.0,1.4152269848569716,2.0,28.651910012505226
2015-07-14,55.297398538749064,0.010366770577580751,691021357.0,51.91328889492806,0.00285584496998285,50.59269909951063,0.0003662782504399,0.15420207323041324,-13.73079751,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-20.0,0.1858768135791535,2154078.3644499867,4.2,0.10732931516229621,40.13248521785561,1315294.05,5.8508,-0.19207247819821396,341136971.35,15.3,52.9,50.0,0.8859,-11.48871143,,3.969800000003842,7.283799999999204,,1441734892758.0,-6.1,3.5341,,,13.0,14.0,1.4152269848569716,2.0,29.5
2015-07-15,55.297398538749064,0.010366770577580751,690304257.0,51.91328889492806,0.00285584496998285,43.879771575045964,0.0003662782504399,0.15420207323041324,-12.79714923,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-21.0,0.1775964310639515,2075586.0794499863,3.96,0.10732931516229621,40.13248521785561,1281169.05,5.8508,-0.19207247819821396,341136971.35,15.3,52.9,50.0,0.9066,-2.46517871,,4.066200000003842,7.494599999999204,,1422630598569.0,-6.1,3.5495,,,13.0,14.0,1.4152269848569716,2.0,30.0
2015-07-16,55.297398538749064,0.010366770577580751,690812407.0,51.91328889492806,0.00285584496998285,44.62162865857648,0.0003662782504399,0.15420207323041324,-11.92024217,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-22.0,0.1633090699470619,1955202.0054499868,4.06,0.10732931516229621,40.13248521785561,1223166.05,5.8508,-0.19207247819821396,341136971.35,15.3,52.9,50.0,0.8725,-1.334919375,,4.1116000000038415,7.6599999999992034,,1421346607018.0,-6.1,3.5208,,,13.0,14.0,2.0,8.0,37.0
2015-07-17,55.297398538749064,0.010366770577580751,691495007.0,51.91328889492806,0.00285584496998285,47.60518214189701,0.0003662782504399,0.15420207323041324,-11.08992988,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-23.0,0.1506180262359195,1903647.6391999864,4.28,0.10732931516229621,40.13248521785561,1200621.0,5.8508,-0.19207247819821396,341136971.35,15.3,52.9,50.0,0.8616,-0.872865231,,4.113800000003841,7.787599999999204,,1428394091721.0,-6.1,3.5123,,,13.0,14.0,2.0,6.0,35.0
2015-07-20,55.297398538749064,0.010366770577580751,692419207.0,51.91328889492806,0.00285584496998285,48.0073974773516,0.0003662782504399,0.15420207323041324,-10.30648213,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,1.0,0.1454975938884782,1894833.079199987,4.34,0.10732931516229621,40.13248521785561,1200221.0,5.8508,-0.19207247819821396,341136971.35,15.3,52.9,50.0,0.8461,-0.888826263,,4.104600000003841,7.773799999999204,,1427016719078.0,-6.1,3.5009,,,13.0,14.0,2.0,9.0,38.0
2015-07-21,55.297398538749064,0.010366770577580751,692664107.0,51.91328889492806,0.00285584496998285,48.27466017241392,0.0003662782504399,0.15420207323041324,-9.567881241,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,2.0,0.1358765977919004,1696469.3191999872,4.4,0.10732931516229621,40.13248521785561,1088601.0,5.8508,-0.19207247819821396,341136971.35,15.3,52.9,50.0,0.8891,-0.391782422,,4.1166000000038405,7.845799999999204,,1436086428876.0,-6.1,3.5214,,,11.5,14.0,3.5,10.0,39.0
2015-07-22,55.297398538749064,0.010366770577580751,693685407.0,51.91328889492806,0.00285584496998285,49.28534887911419,0.0003662782504399,0.15420207323041324,-8.872530106,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,3.0,0.1193209634879415,1432020.4538999873,4.45,0.10732931516229621,40.13248521785561,948960.85,5.8508,-0.18885832,341136971.35,15.3,52.9,50.0,0.8845,1.2132402454552382,,4.166400000003841,8.076799999999205,,1439890525535.0,-6.1,3.5145,,,13.0,14.0,4.5,10.0,41.5
2015-07-23,55.297398538749064,0.010366770577580751,694318809.0,51.91328889492806,0.00285584496998285,50.94829561434238,0.0003662782504399,0.15420207323041324,-8.215825644,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,4.0,0.1063724110275823,1378693.5668999874,4.58,0.10732931516229621,40.13248521785561,921665.95,5.8508,-0.174555612,341136971.35,15.3,52.9,50.0,0.8871,2.636582613626026,,4.220800000003841,8.288999999999202,,1458821584538.0,-6.1,3.4751,,,11.5,14.0,6.0,10.0,41.5
2015-07-24,55.297398538749064,0.010366770577580751,693829659.0,51.91328889492806,0.00285584496998285,48.58201057665348,0.0003662782504399,0.15420207323041324,-7.601915966,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,5.0,0.1043486934650526,1360474.0172999874,4.51,0.10732931516229621,40.13248521785561,911108.35,5.8508,-0.160668977,341136971.35,15.3,52.9,50.0,0.8737,2.0646564694528635,,4.2244000000038415,8.367799999999203,,1457885522745.0,-6.1,3.4602,,,13.0,14.0,6.0,10.0,43.0
2015-07-27,55.297398538749064,0.010366770577580751,693467259.0,51.91328889492806,0.00285584496998285,42.75464939072601,0.0003662782504399,0.15420207323041324,-7.041523262,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5703255696.942532,-1.0,0.1048026231920419,1336818.0572999872,4.16,0.10732931516229621,40.13248521785561,896713.15,5.8508,-0.154025974,341136971.35,15.3,52.9,50.0,0.8886,0.214077719283745,,4.147400000003842,8.290799999999203,,1430071643924.0,-6.1,3.4602,,,13.0,14.0,3.5,8.0,38.5
2015-07-28,55.297398538749064,0.010366770577580751,693980127.0,51.91328889492806,0.00285584496998285,43.35877849446773,0.0003662782504399,0.15420207323041324,-6.52844834,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5484699618.796799,-2.0,0.099474870334569,1280810.1496999871,4.09,0.10732931516229621,40.13248521785561,865481.15,5.8508,-0.151218326,341136971.35,15.3,52.9,50.0,0.8742,-3.745719818,,4.074000000003842,8.181799999999203,,1382294654912.0,-6.1,3.4401,,,13.0,14.0,1.4152269848569716,8.0,36.0
2015-07-29,55.297398538749064,0.010366770577580751,694292526.0,51.91328889492806,0.00285584496998285,46.72268594589792,0.0003662782504399,0.15420207323041324,-6.049916244,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,5298365054.969599,-3.0,0.09693999343998,1224050.250199987,4.29,0.10732931516229621,40.13248521785561,830286.1,5.8508,-0.148367555,341136971.35,15.3,52.9,50.0,0.8971,-4.687505933,,4.032800000003842,8.139999999999201,,1372395571721.0,-6.1,3.4302,,,13.0,14.0,1.4152269848569716,8.0,36.0
2015-07-30,55.297398538749064,0.010366770577580751,692621258.0,51.91328889492806,0.00285584496998285,45.67111109831438,0.0003662782504399,0.15420207323041324,-5.609021981,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,4908952264.115198,-4.0,0.096781415200238,1228063.734999987,4.16,0.10732931516229621,40.13248521785561,834309.5,5.8508,-0.147486794,341136971.35,15.3,52.9,50.0,0.8817,-6.009673596,,3.941400000003842,7.980599999999202,,1371151168959.0,-6.1,3.4402,,,13.0,14.0,1.4152269848569716,8.0,35.5
2015-07-31,55.297398538749064,0.010366770577580751,688763655.0,51.91328889492806,0.00285584496998285,43.55951846678728,0.0003662782504399,0.15420207323041324,-5.203418772,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,4274558955.790399,-5.0,0.0954181839490082,1343506.347449987,4.12,0.10732931516229621,40.13248521785561,911062.2,5.8508,-0.147550816,341136971.35,15.3,52.9,50.0,0.9045,-8.178146118,,3.8680000000038417,7.839999999999202,,1338657514461.0,-6.1,3.4752,,,13.0,14.0,1.4152269848569716,1.0,28.651910012505226
2015-08-03,55.297398538749064,0.010366770577580751,686567721.0,51.91328889492806,0.00285584496998285,42.558851498805375,0.0003662782504399,0.15420207323041324,-4.833502162,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,3326995994.0367985,-6.0,0.0960627390208019,1440682.8153999872,4.02,0.10732931516229621,40.13248521785561,981433.85,5.8508,-0.1478514,341136971.35,13.86,54.1,49.7,0.8703,-9.284959037,,3.877800000003842,7.795599999999202,,1297290077590.0,-7.5,3.47,,,13.0,14.0,1.4152269848569716,3.0,30.5
2015-08-04,55.297398538749064,0.010366770577580751,687255121.0,51.91328889492806,0.00285584496998285,47.80038807607548,0.0003662782504399,0.15420207323041324,-4.485537447,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,2732650668.5135984,-7.0,0.091392723058603,1446238.575399987,4.24,0.10732931516229621,40.13248521785561,981783.85,5.8508,-0.145506491,341136971.35,13.86,54.1,49.7,0.866,-5.012020663,,3.909400000003842,7.8669999999992015,,1313013761179.0,-7.5,3.47,,,13.0,14.0,1.5,10.5,39.0
2015-08-05,55.297398538749064,0.010366770577580751,684574821.0,51.91328889492806,0.00285584496998285,46.22053286006062,0.0003662782504399,0.15420207323041324,-4.162013581,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,2518612032.9103985,-8.0,0.0672791931273907,1576046.235399987,4.17,0.10732931516229621,40.13248521785561,1060748.85,5.8508,-0.142714666,341136971.35,13.86,54.1,49.7,0.8951,-4.356227536,,3.8950000000038414,7.815599999999202,,1312610897918.0,-7.5,3.4701,,,13.0,14.0,2.0,12.0,41.0
2015-08-06,55.297398538749064,0.010366770577580751,684522721.0,51.91328889492806,0.00285584496998285,45.7456276456061,0.0003662782504399,0.15420207323041324,-3.862064117,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,2310695140.3631983,-9.0,0.0566876514575737,1549606.0253999871,4.14,0.10732931516229621,40.13248521785561,1040568.85,5.8508,-0.14014984,341136971.35,13.86,54.1,49.7,0.9024,-4.546965807,,3.899400000003842,7.813199999999202,,1308805394139.0,-7.5,3.46,,,13.0,14.0,2.0,14.0,43.0
2015-08-07,55.297398538749064,0.010366770577580751,684620321.0,51.91328889492806,0.00285584496998285,49.0478406570679,0.0003662782504399,0.15420207323041324,-3.57964795,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,2184499682.0207987,-10.0,0.0560743241398972,1536279.165399987,4.25,0.10732931516229621,40.13248521785561,1031313.85,5.8508,-0.136265961,341136971.35,13.86,54.1,49.7,0.9095,-1.592949693,,3.919800000003842,7.880199999999202,,1317333373693.0,-7.5,3.4553,,,13.0,14.0,3.0,12.0,42.0
2015-08-10,55.297398538749064,0.010366770577580751,685660669.0,51.91328889492806,0.00285584496998285,54.3074019017548,0.0003662782504399,0.15420207323041324,-3.307639943,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,2048757950.0143983,1.0,0.0530813510356823,1522409.317499987,4.46,0.10732931516229621,40.13248521785561,1023843.6,5.8508,-0.128337236,341136971.35,13.86,54.1,49.7,0.9274,3.334117538873982,,3.9790000000038415,8.089999999999202,,1340543253597.0,-7.5,3.4755,,,13.0,14.0,8.5,14.0,49.5
2015-08-11,55.297398538749064,0.010366770577580751,685660669.0,51.91328889492806,0.00285584496998285,54.30740190175478,0.0003662782504399,0.15420207323041324,-3.049354532,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.18604022299320272,1921378781.5727985,2.0,0.049955403389429,1423289.098999987,4.48,0.10732931516229621,40.13248521785561,962700.3,5.8508,-0.118778177,341136971.35,13.86,54.1,49.7,0.9131,3.1486415301449355,,3.997800000003843,8.183599999999203,,1354355857760.0,-7.5,3.5256,,,13.0,14.0,8.5,15.0,50.5
2015-08-12,55.297398538749064,0.010366770577580751,685394969.0,51.91328889492806,0.00285584496998285,53.68258146698292,0.0003662782504399,0.15420207323041324,-2.808493447,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1788377888247283,1881705557.3215983,3.0,0.0507114615024207,1392243.078999987,4.42,0.10732931516229621,40.13248521785561,940130.3,5.8508,-0.109097723,341136971.35,13.86,54.1,49.7,0.8944,3.532670396120441,,4.026000000003843,8.282599999999203,,1358981114525.0,-7.5,3.5402,,,13.0,14.0,8.5,13.0,48.5
2015-08-13,55.297398538749064,0.010366770577580751,685528869.0,51.91328889492806,0.00285584496998285,53.9272332524368,0.0003662782504399,0.15420207323041324,-2.581492195,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1743493753372477,1849471009.0335984,4.0,0.0517306710533752,1365632.498999987,4.53,0.10732931516229621,40.13248521785561,921417.8,5.8508,-0.098722499,341136971.35,13.86,54.1,49.7,0.8935,4.883831033340891,,4.073800000003843,8.432599999999203,,1372725238144.0,-7.5,3.5153,,,13.0,14.0,8.5,13.0,48.5
2015-08-14,55.297398538749064,0.010366770577580751,685680869.0,51.91328889492806,0.00285584496998285,54.70027954787429,0.0003662782504399,0.15420207323041324,-2.367885792,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1657529913845871,1807357370.9215984,5.0,0.053831680519843,1325724.898999987,4.57,0.10732931516229621,40.13248521785561,894887.8,5.8508,-0.088390227,341136971.35,13.86,54.1,49.7,0.8836,4.604249073411459,,4.103600000003842,8.546799999999203,,1377986683345.0,-7.5,3.5052,,,13.0,14.0,8.5,13.0,48.5
2015-08-17,55.297398538749064,0.010366770577580751,686136873.0,51.91328889492806,0.00285584496998285,56.94764472666114,0.0003662782504399,0.15420207323041324,-2.164550946,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1589849205714023,1733959185.7199986,6.0,0.0573843386956402,1291619.1391999868,4.67,0.10732931516229621,40.13248521785561,871478.0,5.8508,-0.078313373,341136971.35,13.86,54.1,49.7,0.9219,3.897554841203732,,4.095800000003843,8.619599999999204,,1392791662076.0,-7.5,3.5176,,,13.0,14.0,8.5,15.0,50.5
2015-08-18,55.297398538749064,0.010366770577580751,685747373.0,51.91328889492806,0.00285584496998285,47.240269306467184,0.0003662782504399,0.15420207323041324,-1.985521122,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1701288548163021,1722800874.5071983,-1.0,0.0572279855277044,1302079.529199987,4.31,0.10732931516229621,40.13248521785561,878708.0,5.8508,-0.073245507,341136971.35,13.86,54.1,49.7,0.9132,1.3287562442240386,,4.041400000003843,8.546199999999205,,1372351945789.0,-7.5,3.5126,,,13.0,14.0,7.0,11.0,45.0
2015-08-19,55.297398538749064,0.010366770577580751,686027473.0,51.91328889492806,0.00285584496998285,49.9070386076443,0.0003662782504399,0.15420207323041324,-1.822197386,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1747625080437091,1761807216.0751984,-2.0,0.0566670082814955,1244305.364199987,4.41,0.10732931516229621,40.13248521785561,841648.0,5.8508,-0.070011914,341136971.35,13.86,54.1,49.7,0.9219,0.4694322224801261,,4.013000000003842,8.555799999999204,,1365360609774.0,-7.5,3.5201,,,13.0,14.0,6.0,9.5,42.5
2015-08-20,55.297398538749064,0.010366770577580751,685508103.0,51.91328889492806,0.00285584496998285,45.31404199538745,0.0003662782504399,0.15420207323041324,-1.678391422,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1704223288977299,1694200910.9951985,-3.0,0.0547012781171814,1232596.1121999868,4.24,0.10732931516229621,40.13248521785561,835946.4,5.8508,-0.069533389,341136971.35,13.86,54.1,49.7,0.9068,-1.121226792,,3.953600000003842,8.458199999999204,,1357333875000.0,-7.5,3.5051,,,13.0,14.0,4.5,8.0,39.5
2015-08-21,55.297398538749064,0.010366770577580751,685038801.0,51.91328889492806,0.00285584496998285,40.68442445924056,0.0003662782504399,0.15420207323041324,-1.557009465,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1724635911193206,1731245538.8799984,-4.0,0.0574208135413233,1228111.2135999869,4.0,0.10732931516229621,40.13248521785561,834954.0,5.8508,-0.073679631,341136971.35,13.86,54.1,49.7,0.9002,-3.705101461,,3.858200000003842,8.262999999999204,,1326930878609.0,-7.5,3.4951,,,13.0,14.0,3.5,2.0,32.5
2015-08-24,55.297398538749064,0.010366770577580751,683993487.0,51.91328889492806,0.00285584496998285,32.541776241284964,0.0003662782504399,0.15420207323041324,-1.464781645,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1860019060393691,1722984264.0415986,-5.0,0.0744468255056352,1268715.729699987,3.67,0.10732931516229621,40.13248521785561,869099.7,5.8508,-0.086114801,341136971.35,13.86,54.1,49.7,0.856,-10.36514491,,3.689000000003842,7.864599999999203,,1248426787976.0,-7.5,3.4701,,,14.5,14.0,4.0,3.0,35.5
