date,bond10_rsi14,bond10_macd_bar,consume_obv,gold_rsi14,gold_macd_dif,consume_rsi14,gold_macd_bar,zz500_pb_quantile,zz500_macd_dea,gold_obv,bond10_std20,gold_ma5,kc50_pb_p50,hs300_atr14,hs300_ma20_amt,ma20_streak,consume_std20,consume_ma20_amt,zz500_pb,bond10_macd_dif,kc50_rsi14,consume_ma20_vol,kc50_pb,hs300_macd_dea,gold_ma20_vol,hs300_pe,pmi_生产经营活动预期指数,pmi_制造业采购经理指数,bond_10y_2y_spread,margin_5d_chg,north_net,hs300_ma5,zz500_ma5,north_20d_sum,margin_total,m1_m2_spread,yield_10y,社融存量增速(近似),hs300_pe_quantile,score_valuation,score_macro,score_sentiment,score_trend,score_total
2015-01-19,55.297398538749064,0.010366770577580751,640174748.0,51.91328889492806,0.00285584496998285,43.02360648955321,0.0003662782504399,0.15420207323041324,0.01031992458798,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1257372192906961,5703255696.942532,-1.0,0.0258984523257381,1326694.597949986,2.83,0.10732931516229621,40.13248521785561,1139910.95,5.8508,0.1407763012594999,341136971.35,13.24,47.4,49.8,0.2724,1.8085432678534683,,3.53120000000384,1.5163999999993003,,1098530965252.0,-9.0,3.475,,,13.0,12.0,8.0,5.5,38.5
2015-01-20,55.297398538749064,0.010366770577580751,640564948.0,51.91328889492806,0.00285584496998285,50.72248294982125,0.0003662782504399,0.15420207323041324,0.0099060843707111,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1251845607699321,5703255696.942532,-2.0,0.0252248356358218,1300718.5863999862,2.94,0.10732931516229621,40.13248521785561,1116615.9,5.8508,0.1292788221169725,341136971.35,13.24,47.4,49.8,0.2775,1.0784231936926236,,3.5000000000038405,1.5199999999993006,,1096759632702.0,-9.0,3.4711,,,13.0,12.0,8.0,5.5,38.5
2015-01-21,55.297398538749064,0.010366770577580751,641573389.0,51.91328889492806,0.00285584496998285,56.77898200576394,0.0003662782504399,0.15420207323041324,0.0103144059741575,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1286713778577941,5703255696.942532,-3.0,0.0247364070313825,1301088.0403999863,3.01,0.10732931516229621,40.13248521785561,1115028.35,5.8508,0.1194386317433679,341136971.35,13.24,47.4,49.8,0.2763,0.4438455025086885,,3.5014000000038408,1.5323999999993003,,1102541797259.0,-9.0,3.4672,,,13.0,12.0,7.0,5.5,37.5
2015-01-22,55.297398538749064,0.010366770577580751,642378893.0,51.91328889492806,0.00285584496998285,58.26618515806221,0.0003662782504399,0.15420207323041324,0.0116079439829447,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1242662794393802,5626906820.025598,-4.0,0.0243395220328003,1250143.3017999865,3.05,0.10732931516229621,40.13248521785561,1068363.25,5.8508,0.1109765385966654,341136971.35,13.24,47.4,49.8,0.2712,-0.025944019,,3.484000000003841,1.5449999999993007,,1112908613558.0,-9.0,3.4521,,,13.0,12.0,7.0,5.5,37.5
2015-01-23,55.297398538749064,0.010366770577580751,641677092.0,51.91328889492806,0.00285584496998285,55.33680311723571,0.0003662782504399,0.15420207323041324,0.013122735993518,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1213186880508531,5460955696.9791975,1.0,0.0229771589355834,1262454.9920499865,3.02,0.10732931516229621,40.13248521785561,1077878.0,5.8508,0.1038400940908188,341136971.35,13.24,47.4,49.8,0.2779,0.0389157885217317,,3.463600000003841,1.5517999999993008,,1118839298823.0,-9.0,3.452,,,13.0,12.0,7.0,6.5,38.5
2015-01-26,55.297398538749064,0.010366770577580751,642527192.0,51.91328889492806,0.00285584496998285,60.09061341349844,0.0003662782504399,0.15420207323041324,0.0152093385984036,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1167959246186493,5322750268.9215975,2.0,0.0227286676403797,1280386.3158499864,3.09,0.10732931516229621,40.13248521785561,1091455.05,5.8508,0.0982144222477165,341136971.35,13.24,47.4,49.8,0.2911,2.618426289822562,,3.523200000003841,1.5787999999993008,,1127295188848.0,-9.0,3.4341,,,13.0,12.0,9.5,15.0,49.5
2015-01-27,55.297398538749064,0.010366770577580751,641895092.0,51.91328889492806,0.00285584496998285,59.77915232552167,0.0003662782504399,0.15420207323041324,0.0175741103541155,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1170962157173172,5227679159.769598,-1.0,0.0227181058336936,1241902.053949986,3.1,0.10732931516229621,40.13248521785561,1056549.9,5.8508,0.093032370945693,341136971.35,13.24,47.4,49.8,0.3068,3.161969762742234,,3.5584000000038416,1.5961999999993008,,1131438840658.0,-9.0,3.4309,,,13.0,13.0,9.5,11.0,46.5
2015-01-28,55.297398538749064,0.010366770577580751,640356692.0,51.91328889492806,0.00285584496998285,55.44622077900738,0.0003662782504399,0.15420207323041324,0.0198215776214896,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1145179145946517,4964882616.326398,-2.0,0.0218272726799056,1276997.2674499862,3.08,0.10732931516229621,40.13248521785561,1084764.4,5.8508,0.0872785827953448,341136971.35,13.24,47.4,49.8,0.3434,2.887819822718307,,3.551200000003842,1.6043999999993008,,1134381217834.0,-9.0,3.4767,,,13.0,13.0,9.5,11.0,46.5
2015-01-29,55.297398538749064,0.010366770577580751,638697892.0,51.91328889492806,0.00285584496998285,51.69896028396763,0.0003662782504399,0.15420207323041324,0.0216729832157833,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.111266634980748,4895443456.774398,-3.0,0.0195397628597426,1353237.445949986,3.06,0.10732931516229621,40.13248521785561,1149517.85,5.8508,0.0806788252122293,341136971.35,13.24,47.4,49.8,0.3561,2.128277944428514,,3.535400000003842,1.605399999999301,,1136594402122.0,-9.0,3.4966,,,13.0,13.0,9.5,5.0,40.5
2015-01-30,55.297398538749064,0.010366770577580751,637280699.0,51.91328889492806,0.00285584496998285,50.291147781975496,0.0003662782504399,0.15420207323041324,0.022826560269948,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1102475896249803,4823116486.547198,-4.0,0.018937854487914,1358934.551749986,3.03,0.10732931516229621,40.13248521785561,1153732.45,5.8508,0.0730248773275489,341136971.35,13.24,47.4,49.8,0.3466,1.163151971305476,,3.507600000003842,1.6055999999993014,,1131853100183.0,-9.0,3.5019,,,13.0,13.0,8.0,7.0,41.0
2015-02-02,55.297398538749064,0.010366770577580751,636786199.0,51.91328889492806,0.00285584496998285,46.4750005110271,0.0003662782504399,0.15420207323041324,0.0233185722390956,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1086584760803388,4399435345.043199,-5.0,0.0190486176045462,1215747.2872999862,3.01,0.10732931516229621,40.13248521785561,1035361.9,5.8508,0.0637164874852383,341136971.35,12.09,54.0,49.9,0.3312,0.5018787337131903,,3.457600000003842,1.5975999999993014,,1132952843667.0,-9.0,3.4729,,,13.0,13.0,8.0,4.5,38.5
2015-02-03,55.297398538749064,0.010366770577580751,637272816.0,51.91328889492806,0.00285584496998285,49.42695289542248,0.0003662782504399,0.15420207323041324,0.0237796662688491,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1073971563603146,4255295339.3151984,-6.0,0.017723708209059,1131187.7023999863,3.06,0.10732931516229621,40.13248521785561,966214.55,5.8508,0.0549742627495707,341136971.35,12.09,54.0,49.9,0.3101,0.1137936817911633,,3.4306000000038424,1.5945999999993012,,1132726346572.0,-9.0,3.4533,,,13.0,13.0,7.0,4.5,37.5
2015-02-04,55.297398538749064,0.010366770577580751,637058616.0,51.91328889492806,0.00285584496998285,47.454037034006696,0.0003662782504399,0.15420207323041324,0.0240153762250149,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.1061545023345779,4128179175.692799,-7.0,0.0172901657803874,1075433.1931499862,3.05,0.10732931516229621,40.13248521785561,919952.4,5.8508,0.0462976615136128,341136971.35,12.09,54.0,49.9,0.3301,0.0926902519602368,,3.4072000000038423,1.5915999999993014,,1135432678643.0,-9.0,3.4589,,,13.0,13.0,7.0,3.0,36.0
2015-02-05,55.297398538749064,0.010366770577580751,635929907.0,51.91328889492806,0.00285584496998285,44.19712076078865,0.0003662782504399,0.15420207323041324,0.0238672290291502,25301109924.0,0.3080434337736814,3.4196000000000004,5.9667,0.108572037882108,4151697030.783999,-8.0,0.0173813789083033,1090478.341899986,3.03,0.10732931516229621,40.13248521785561,935152.65,5.8508,0.0373733352163069,341136971.35,12.09,54.0,49.9,0.3198,0.4002351779585522,,3.383200000003842,1.5883999999993017,,1141143452750.0,-9.0,3.4018,,,13.0,13.0,7.0,3.0,36.0
