date,net_value
2019-06-18,1.3856874
2019-06-19,1.3901968
2019-06-20,1.3924001
2019-06-21,1.3919778
2019-06-24,1.3868759
2019-06-25,1.3926268
2019-06-26,1.3918682
2019-06-27,1.404642
2019-06-28,1.4070197
2019-07-01,1.4078609
2019-07-02,1.4002848
2019-07-03,1.4064704
2019-07-04,1.392247
2019-07-05,1.3904697
2019-07-08,1.3891014
2019-07-09,1.3926802
2019-07-10,1.3951796
2019-07-11,1.3996494
2019-07-12,1.3970922
2019-07-15,1.3952254
2019-07-16,1.3908241
2019-07-17,1.3980794
2019-07-18,1.3904966
2019-07-19,1.3893727
2019-07-22,1.393782
2019-07-23,1.3982174
2019-07-24,1.3975377
2019-07-25,1.3994278
2019-07-26,1.4018165
2019-07-29,1.3991556
2019-07-30,1.3916442
2019-07-31,1.3915882
2019-08-01,1.3929493
2019-08-02,1.3859813
2019-08-05,1.387821
2019-08-06,1.39499
2019-08-07,1.3910974
2019-08-08,1.3990059
2019-08-09,1.4016526
2019-08-12,1.3994536
2019-08-13,1.4033982
2019-08-14,1.4072741
2019-08-15,1.4192482
2019-08-16,1.4163456
2019-08-19,1.4153537
2019-08-20,1.4193779
2019-08-21,1.4209316
2019-08-22,1.4237033
2019-08-23,1.4332399
2019-08-26,1.4349697
2019-08-27,1.4380364
2019-08-28,1.4346638
2019-08-29,1.4417835
2019-08-30,1.4436351
2019-09-02,1.4483579
2019-09-03,1.4535636
2019-09-04,1.4485319
2019-09-05,1.4532545
2019-09-06,1.4492157
2019-09-09,1.4426796
2019-09-10,1.4459499
2019-09-11,1.4445453
2019-09-12,1.4346236
2019-09-16,1.439911
2019-09-17,1.4424992
2019-09-18,1.4439956
2019-09-19,1.4407818
2019-09-20,1.4427625
2019-09-23,1.4384776
2019-09-24,1.426143
2019-09-25,1.4261097
2019-09-26,1.4191787
2019-09-27,1.4235585
2019-09-30,1.4277999
2019-10-08,1.4323285
2019-10-09,1.4355532
2019-10-10,1.437372
2019-10-11,1.4351848
2019-10-14,1.4297962
2019-10-15,1.4312496
2019-10-16,1.4240966
2019-10-17,1.4249104
2019-10-18,1.4275156
2019-10-21,1.4243449
2019-10-22,1.4221444
2019-10-23,1.4319329
2019-10-24,1.4372905
2019-10-25,1.4329923
2019-10-28,1.4277294
2019-10-29,1.4277635
2019-10-30,1.4359276
2019-10-31,1.4378651
2019-11-01,1.440657
2019-11-04,1.4330353
2019-11-05,1.4367594
2019-11-06,1.4305993
2019-11-07,1.4205402
2019-11-08,1.4191285
2019-11-11,1.422159
2019-11-12,1.4245963
2019-11-13,1.4197065
2019-11-14,1.4228457
2019-11-15,1.4313833
2019-11-18,1.4285203
2019-11-19,1.4265838
2019-11-20,1.4184325
2019-11-21,1.4173316
2019-11-22,1.4184284
2019-11-25,1.4194306
2019-11-26,1.4177814
2019-11-27,1.4119054
2019-11-28,1.4146718
2019-11-29,1.4169915
2019-12-02,1.4205811
2019-12-03,1.423681
2019-12-04,1.4274793
2019-12-05,1.424808
2019-12-06,1.4253021
2019-12-09,1.4196703
2019-12-10,1.4189203
2019-12-11,1.4258051
2019-12-12,1.4311767
2019-12-13,1.4403725
2019-12-16,1.4387662
2019-12-17,1.4375376
2019-12-18,1.4360055
2019-12-19,1.4278308
2019-12-20,1.4339727
2019-12-23,1.435772
2019-12-24,1.4389781
2019-12-25,1.4399276
2019-12-26,1.4495027
2019-12-27,1.4539441
2019-12-30,1.4595858
2019-12-31,1.4619892
2020-01-02,1.4675958
2020-01-03,1.4734203
2020-01-06,1.4712406
2020-01-07,1.4717598
2020-01-08,1.4719323
2020-01-09,1.4798717
2020-01-10,1.4740293
2020-01-13,1.4736027
2020-01-14,1.4739182
2020-01-15,1.4719379
2020-01-16,1.4766952
2020-01-17,1.4689748
2020-01-20,1.4691396
2020-01-21,1.4514548
2020-01-22,1.408812
2020-01-23,1.4228694
2020-02-03,1.4338509
2020-02-04,1.4527942
2020-02-05,1.4585679
2020-02-06,1.5070348
2020-02-07,1.5108551
2020-02-10,1.5249885
2020-02-11,1.5270367
2020-02-12,1.5314784
2020-02-13,1.5551972
2020-02-14,1.5655224
2020-02-17,1.5725756
2020-02-18,1.5942942
2020-02-19,1.6083945
2020-02-20,1.6244766
2020-02-21,1.6282929
2020-02-24,1.5994244
2020-02-25,1.5946575
2020-02-26,1.5488245
2020-02-27,1.5717281
2020-02-28,1.5757924
2020-03-02,1.5769522
2020-03-03,1.5970724
2020-03-04,1.5920475
2020-03-05,1.552836
2020-03-06,1.5761951
2020-03-09,1.5631558
2020-03-10,1.5501269
2020-03-11,1.537615
2020-03-12,1.4919878
2020-03-13,1.475243
2020-03-16,1.4735665
2020-03-17,1.4757544
2020-03-18,1.4860948
2020-03-19,1.4523647
2020-03-20,1.4821883
2020-03-23,1.5048059
2020-03-24,1.4951179
2020-03-25,1.4976349
2020-03-26,1.4832399
2020-03-27,1.4897964
2020-03-30,1.4861883
2020-03-31,1.5129906
2020-04-01,1.5101457
2020-04-02,1.5406114
2020-04-03,1.5372094
2020-04-07,1.5379833
2020-04-08,1.5258402
2020-04-09,1.5140117
2020-04-10,1.5356904
2020-04-13,1.5342929
2020-04-14,1.5408766
2020-04-15,1.5449218
2020-04-16,1.5482548
2020-04-17,1.5387446
2020-04-20,1.5497179
2020-04-21,1.550338
2020-04-22,1.5435401
2020-04-23,1.540156
2020-04-24,1.5510784
2020-04-27,1.5477611
2020-04-28,1.5748641
2020-04-29,1.5938759
2020-04-30,1.5911577
2020-05-06,1.6016861
2020-05-07,1.5949566
2020-05-08,1.6004719
2020-05-11,1.6051701
2020-05-12,1.6009947
2020-05-13,1.6123269
2020-05-14,1.6134092
2020-05-15,1.6251905
2020-05-18,1.6198815
2020-05-19,1.6046278
2020-05-20,1.5875139
2020-05-21,1.5854558
2020-05-22,1.5992177
2020-05-25,1.5858526
2020-05-26,1.585583
2020-05-27,1.5889497
2020-05-28,1.6212184
2020-05-29,1.6213458
2020-06-01,1.6173881
2020-06-02,1.6143507
2020-06-03,1.6203357
2020-06-04,1.616607
2020-06-05,1.6231382
2020-06-08,1.6256949
2020-06-09,1.6201155
2020-06-10,1.6190424
2020-06-11,1.6084958
2020-06-12,1.6189439
2020-06-15,1.6193693
2020-06-16,1.6279098
2020-06-17,1.6408159
2020-06-18,1.6546403
2020-06-19,1.6590327
2020-06-22,1.6706662
2020-06-23,1.6629794
2020-06-24,1.677671
2020-06-29,1.6958178
2020-06-30,1.7130176
2020-07-01,1.7227501
2020-07-02,1.7824645
2020-07-03,1.7859033
2020-07-06,1.8041193
2020-07-07,1.8301425
2020-07-08,1.825492
2020-07-09,1.8619514
2020-07-10,1.8521837
2020-07-13,1.8335325
2020-07-14,1.7703277
2020-07-15,1.773959
2020-07-16,1.7985843
2020-07-17,1.8045694
2020-07-20,1.8251761
2020-07-21,1.8248731
2020-07-22,1.7829773
2020-07-23,1.7956322
2020-07-24,1.8063494
2020-07-27,1.8338796
2020-07-28,1.827171
2020-07-29,1.842457
2020-07-30,1.8615328
2020-07-31,1.852715
2020-08-03,1.8739154
2020-08-04,1.8706518
2020-08-05,1.8553357
2020-08-06,1.8550988
2020-08-07,1.8361155
2020-08-10,1.80433
2020-08-11,1.8105744
2020-08-12,1.8299679
2020-08-13,1.8497303
2020-08-14,1.8612173
2020-08-17,1.8388184
2020-08-18,1.8186115
2020-08-19,1.8235554
2020-08-20,1.8304338
2020-08-21,1.829619
2020-08-24,1.8122952
2020-08-25,1.8301301
2020-08-26,1.8497186
2020-08-27,1.8463645
2020-08-28,1.8532126
2020-08-31,1.8456408
2020-09-01,1.8367205
2020-09-02,1.832717
2020-09-03,1.8051394
2020-09-04,1.7999645
2020-09-07,1.770104
2020-09-08,1.7693533
2020-09-09,1.783823
2020-09-10,1.7885354
2020-09-11,1.7957745
2020-09-14,1.7871315
2020-09-15,1.7819804
2020-09-16,1.8001226
2020-09-17,1.7924181
2020-09-18,1.7729621
2020-09-21,1.7723523
2020-09-22,1.7509104
2020-09-23,1.7535149
2020-09-24,1.7495217
2020-09-25,1.7611792
2020-09-28,1.7583607
2020-09-29,1.7807424
2020-09-30,1.8192666
2020-10-09,1.8210189
2020-10-12,1.8069831
2020-10-13,1.7998966
2020-10-14,1.7947004
2020-10-15,1.785263
2020-10-16,1.7954347
2020-10-19,1.7879916
2020-10-20,1.7864233
2020-10-21,1.767189
2020-10-22,1.7607392
2020-10-23,1.7680875
2020-10-26,1.7774853
2020-10-27,1.7803867
2020-10-28,1.7652597
2020-10-29,1.7759471
2020-10-30,1.7895948
2020-11-02,1.7923188
2020-11-03,1.8064951
2020-11-04,1.8101293
2020-11-05,1.8447167
2020-11-06,1.8273115
2020-11-09,1.8056438
2020-11-10,1.8057742
2020-11-11,1.8005396
2020-11-12,1.8577299
2020-11-13,1.850213
2020-11-16,1.8411809
2020-11-17,1.8500626
2020-11-18,1.8530623
2020-11-19,1.8597333
2020-11-20,1.8493061
2020-11-23,1.8268027
2020-11-24,1.8249657
2020-11-25,1.83314
2020-11-26,1.8198669
2020-11-27,1.8422304
2020-11-30,1.8541878
2020-12-01,1.8581203
2020-12-02,1.8671091
2020-12-03,1.8640924
2020-12-04,1.8684125
2020-12-07,1.843346
2020-12-08,1.8437549
2020-12-09,1.8357564
2020-12-10,1.851752
2020-12-11,1.8497951
2020-12-14,1.8477027
2020-12-15,1.863191
2020-12-16,1.8575864
2020-12-17,1.882212
2020-12-18,1.8541663
2020-12-21,1.8694307
2020-12-22,1.8601227
2020-12-23,1.8649583
2020-12-24,1.8658547
2020-12-25,1.8623348
2020-12-28,1.8782468
2020-12-29,1.902813
2020-12-30,1.939667
2020-12-31,1.9794506
2021-01-04,1.9774245
2021-01-05,1.9817938
2021-01-06,1.9693418
2021-01-07,1.9561572
2021-01-08,1.9857185
2021-01-11,1.9874321
2021-01-12,1.9790756
2021-01-13,1.9654979
2021-01-14,1.9915981
2021-01-15,1.9683188
2021-01-18,1.9845845
2021-01-19,2.001545
2021-01-20,1.9990108
2021-01-21,2.0102513
2021-01-22,1.9867704
2021-01-25,1.9778223
2021-01-26,1.9411997
2021-01-27,1.9322097
2021-01-28,1.9424577
2021-01-29,1.9602442
2021-02-01,1.9424255
2021-02-02,1.9338143
2021-02-03,1.9177122
2021-02-04,1.9429655
2021-02-05,1.9773858
2021-02-08,2.0008602
2021-02-09,1.9918208
2021-02-10,1.9987838
2021-02-18,1.9598494
2021-02-19,1.9542143
2021-02-22,1.9304883
2021-02-23,1.9200017
2021-02-24,1.886235
2021-02-25,1.9130759
2021-02-26,1.8975993
2021-03-01,1.9122857
2021-03-02,1.8682283
2021-03-03,1.8625095
2021-03-04,1.8152217
2021-03-05,1.7723533
2021-03-08,1.780517
2021-03-09,1.8176352
2021-03-10,1.8079073
2021-03-11,1.7735121
2021-03-12,1.7786102
2021-03-15,1.7966772
2021-03-16,1.8091342
2021-03-17,1.7877475
2021-03-18,1.7964526
2021-03-19,1.7907084
2021-03-22,1.7745641
2021-03-23,1.778491
2021-03-24,1.8030281
2021-03-25,1.8047547
2021-03-26,1.8087304
2021-03-29,1.7989433
2021-03-30,1.8284999
2021-03-31,1.8644491
2021-04-01,1.8568034
2021-04-02,1.8513997
2021-04-06,1.8527031
2021-04-07,1.8388013
2021-04-08,1.8169237
2021-04-09,1.8144361
2021-04-12,1.826214
2021-04-13,1.8217179
2021-04-14,1.8323401
2021-04-15,1.8582311
2021-04-16,1.8542106
2021-04-19,1.860264
2021-04-20,1.8667222
2021-04-21,1.8777951
2021-04-22,1.8646996
2021-04-23,1.8657734
2021-04-26,1.8766645
2021-04-27,1.8883065
2021-04-28,1.884377
2021-04-29,1.8684473
2021-04-30,1.843303
2021-05-06,1.8319906
2021-05-07,1.8418443
2021-05-10,1.8568735
2021-05-11,1.8481911
2021-05-12,1.876641
2021-05-13,1.897952
2021-05-14,1.8962442
2021-05-17,1.900742
2021-05-18,1.9056602
2021-05-19,1.894737
2021-05-20,1.9059331
2021-05-21,1.9399477
2021-05-24,1.9395072
2021-05-25,1.9594338
2021-05-26,1.9493265
2021-05-27,1.9710032
2021-05-28,1.9825422
2021-05-31,1.9604338
2021-06-01,1.951287
2021-06-02,1.9629911
2021-06-03,1.9696136
2021-06-04,1.9551486
2021-06-07,1.9618391
2021-06-08,1.9752482
2021-06-09,1.9636849
2021-06-10,1.9543068
2021-06-11,1.9275223
2021-06-15,1.9605918
2021-06-16,1.9624366
2021-06-17,1.9660146
2021-06-18,1.9709865
2021-06-21,1.9850018
2021-06-22,1.9753467
2021-06-23,1.9277483
2021-06-24,1.9403725
2021-06-25,1.9280623
2021-06-28,1.9464992
2021-06-29,1.9420795
2021-06-30,1.9122072
2021-07-01,1.9321089
2021-07-02,1.9208778
2021-07-05,1.9403502
2021-07-06,1.9475311
2021-07-07,1.9357283
2021-07-08,1.950775
2021-07-09,1.9508388
2021-07-12,1.9379976
2021-07-13,1.9516901
2021-07-14,1.9335655
2021-07-15,1.92824
2021-07-16,1.9379358
2021-07-19,1.9586874
2021-07-20,1.9631389
2021-07-21,1.9527028
2021-07-22,1.9239694
2021-07-23,1.894031
2021-07-26,1.8864633
2021-07-27,1.926859
2021-07-28,1.9231614
2021-07-29,1.9392586
2021-07-30,1.9229506
2021-08-02,1.9447556
2021-08-03,1.9380506
2021-08-04,1.931084
2021-08-05,1.9262966
2021-08-06,1.9416525
2021-08-09,1.9356406
2021-08-10,1.9340838
2021-08-11,1.9192642
2021-08-12,1.9226635
2021-08-13,1.8860475
2021-08-16,1.8909388
2021-08-17,1.8959671
2021-08-18,1.8794056
2021-08-19,1.8999683
2021-08-20,1.9196095
2021-08-23,1.9175533
2021-08-24,1.8901039
2021-08-25,1.8963227
2021-08-26,1.8948381
2021-08-27,1.8788288
2021-08-30,1.88644
2021-08-31,1.8742968
2021-09-01,1.8743305
2021-09-02,1.901449
2021-09-03,1.9118257
2021-09-06,1.8972597
2021-09-07,1.8945498
2021-09-08,1.9181408
2021-09-09,1.8949184
2021-09-10,1.8877492
2021-09-13,1.8772337
2021-09-14,1.8568838
2021-09-15,1.8628677
2021-09-16,1.8630605
2021-09-17,1.8734727
2021-09-22,1.8766208
2021-09-23,1.8848741
2021-09-24,1.8769195
2021-09-27,1.8617085
2021-09-28,1.8710295
2021-09-29,1.8839303
2021-09-30,1.8784482
2021-10-08,1.8551635
2021-10-11,1.8775091
2021-10-12,1.8810289
2021-10-13,1.8933032
2021-10-14,1.8704708
2021-10-15,1.8893493
2021-10-18,1.8868979
2021-10-19,1.8814203
2021-10-20,1.8952825
2021-10-21,1.9034557
2021-10-22,1.8994695
2021-10-25,1.8834801
2021-10-26,1.8850877
2021-10-27,1.9069403
2021-10-28,1.9066569
2021-10-29,1.9115925
2021-11-01,1.9054449
2021-11-02,1.9245906
2021-11-03,1.9212449
2021-11-04,1.9185941
2021-11-05,1.9295275
2021-11-08,1.9221165
2021-11-09,1.9424281
2021-11-10,1.9422038
2021-11-11,1.9358915
2021-11-12,1.9340843
2021-11-15,1.9358343
2021-11-16,1.9281758
2021-11-17,1.9411248
2021-11-18,1.9578525
2021-11-19,1.9501615
2021-11-22,1.9499321
2021-11-23,1.9477714
2021-11-24,1.9363856
2021-11-25,1.9411498
2021-11-26,1.9377861
2021-11-29,1.9345006
2021-11-30,1.9288129
2021-12-01,1.9510173
2021-12-02,1.9368056
2021-12-03,1.9282994
2021-12-06,1.9550418
2021-12-07,1.969652
2021-12-08,1.9682275
2021-12-09,1.9710015
2021-12-10,1.9692053
2021-12-13,1.9505974
2021-12-14,1.954099
2021-12-15,1.930651
2021-12-16,1.9120536
2021-12-17,1.9177073
2021-12-20,1.9248824
2021-12-21,1.9362608
2021-12-22,1.9353203
2021-12-23,1.9315742
2021-12-24,1.9385542
2021-12-27,1.9144198
2021-12-28,1.9327321
2021-12-29,1.9392916
2021-12-30,1.9298542
2021-12-31,1.902413
2022-01-04,1.8885548
2022-01-05,1.8750504
2022-01-06,1.8761336
2022-01-07,1.8576787
2022-01-10,1.8763961
2022-01-11,1.8532145
2022-01-12,1.8558325
2022-01-13,1.8727216
2022-01-14,1.8815241
2022-01-17,1.863384
2022-01-18,1.866152
2022-01-19,1.8532208
2022-01-20,1.859615
2022-01-21,1.8256246
2022-01-24,1.8335929
2022-01-25,1.7950076
2022-01-26,1.7800055
2022-01-27,1.793493
2022-01-28,1.7778891
2022-02-07,1.7965236
2022-02-08,1.7947106
2022-02-09,1.7754449
2022-02-10,1.773447
2022-02-11,1.8000156
2022-02-14,1.7950472
2022-02-15,1.8030014
2022-02-16,1.8079329
2022-02-17,1.8046051
2022-02-18,1.7949373
2022-02-21,1.8245255
2022-02-22,1.811113
2022-02-23,1.8203933
2022-02-24,1.8230689
2022-02-25,1.832872
2022-02-28,1.8257152
2022-03-01,1.8064082
2022-03-02,1.8031437
2022-03-03,1.7668662
2022-03-04,1.7469949
2022-03-07,1.7462683
2022-03-08,1.7550044
2022-03-09,1.764897
2022-03-10,1.7233207
2022-03-11,1.6648407
2022-03-14,1.7031436
2022-03-15,1.7296015
2022-03-16,1.733459
2022-03-17,1.7387011
2022-03-18,1.7294486
2022-03-21,1.7332836
2022-03-22,1.7228845
2022-03-23,1.7054145
2022-03-24,1.6905528
2022-03-25,1.678695
2022-03-28,1.7092015
2022-03-29,1.692203
2022-03-30,1.7010746
2022-03-31,1.6825193
2022-04-01,1.6597985
2022-04-06,1.6603096
2022-04-07,1.6216711
2022-04-08,1.643912
2022-04-11,1.6252282
2022-04-12,1.6474853
2022-04-13,1.644912
2022-04-14,1.661961
2022-04-15,1.6505697
2022-04-18,1.6308036
2022-04-19,1.6092142
2022-04-20,1.5984133
2022-04-21,1.5298984
2022-04-22,1.512448
2022-04-25,1.5556196
2022-04-26,1.553683
2022-04-27,1.5922037
2022-04-28,1.5955079
2022-04-29,1.5683427
2022-05-05,1.5667661
2022-05-06,1.5903192
2022-05-09,1.6110038
2022-05-10,1.618579
2022-05-11,1.6192272
2022-05-12,1.6043336
2022-05-13,1.6238111
2022-05-16,1.6210108
2022-05-17,1.6324258
2022-05-18,1.6508297
2022-05-19,1.650117
2022-05-20,1.6135621
2022-05-23,1.6198663
2022-05-24,1.621446
2022-05-25,1.6198289
2022-05-26,1.62778
2022-05-27,1.654156
2022-05-30,1.6498442
2022-05-31,1.673114
2022-06-01,1.7005847
2022-06-02,1.6951779
2022-06-06,1.7030271
2022-06-07,1.6808026
2022-06-08,1.6990795
2022-06-09,1.6892227
2022-06-10,1.6827903
2022-06-13,1.6854321
2022-06-14,1.6959908
2022-06-15,1.7089214
2022-06-16,1.7160639
2022-06-17,1.7073019
2022-06-20,1.6861396
2022-06-21,1.7083888
2022-06-22,1.7237417
2022-06-23,1.7411966
2022-06-24,1.7667614
2022-06-27,1.7414747
2022-06-28,1.7683718
2022-06-29,1.7597109
2022-06-30,1.7586384
2022-07-01,1.7576095
2022-07-04,1.7462485
2022-07-05,1.7461045
2022-07-06,1.7441086
2022-07-07,1.7209138
2022-07-08,1.6980784
2022-07-11,1.6971666
2022-07-12,1.7052016
2022-07-13,1.6922662
2022-07-14,1.6981094
2022-07-15,1.6929935
2022-07-18,1.70364
2022-07-19,1.7022771
2022-07-20,1.6992122
2022-07-21,1.6923105
2022-07-22,1.7029891
2022-07-25,1.7000297
2022-07-26,1.7094721
2022-07-27,1.691722
2022-07-28,1.7033308
2022-07-29,1.6902813
2022-08-01,1.6921943
2022-08-02,1.7061511
2022-08-03,1.745334
2022-08-04,1.7375387
2022-08-05,1.7433926
2022-08-08,1.7303482
2022-08-09,1.7516559
2022-08-10,1.7421722
2022-08-11,1.7401401
2022-08-12,1.7360417
2022-08-15,1.7401695
2022-08-16,1.7390436
2022-08-17,1.7209421
2022-08-18,1.7254106
2022-08-19,1.7219548
2022-08-22,1.6913363
2022-08-23,1.6956681
2022-08-24,1.6913819
2022-08-25,1.6582588
2022-08-26,1.6591996
2022-08-29,1.6458375
2022-08-30,1.6352988
2022-08-31,1.6347414
2022-09-01,1.630951
2022-09-02,1.6452514
2022-09-05,1.649508
2022-09-06,1.6455132
2022-09-07,1.6491512
2022-09-08,1.6506577
2022-09-09,1.6437247
2022-09-13,1.6182209
2022-09-14,1.5998915
2022-09-15,1.5914171
2022-09-16,1.5957313
2022-09-19,1.5850242
2022-09-20,1.5783306
2022-09-21,1.5680149
2022-09-22,1.5607308
2022-09-23,1.5835994
2022-09-26,1.5630858
2022-09-27,1.567079
2022-09-28,1.552055
2022-09-29,1.5144837
2022-09-30,1.5114589
2022-10-10,1.5372567
2022-10-11,1.5348352
2022-10-12,1.5620806
2022-10-13,1.5658228
2022-10-14,1.5626825
2022-10-17,1.5468044
2022-10-18,1.5531787
2022-10-19,1.5477427
2022-10-20,1.5340617
2022-10-21,1.5321499
2022-10-24,1.550719
2022-10-25,1.542488
2022-10-26,1.5194888
2022-10-27,1.5247798
2022-10-28,1.5534371
2022-10-31,1.5636265
2022-11-01,1.5671562
2022-11-02,1.5976574
2022-11-03,1.5959485
2022-11-04,1.5864921
2022-11-07,1.5841565
2022-11-08,1.5745127
2022-11-09,1.5907956
2022-11-10,1.5861137
2022-11-11,1.6195717
2022-11-14,1.6087862
2022-11-15,1.6152855
2022-11-16,1.6044123
2022-11-17,1.596882
2022-11-18,1.5860661
2022-11-21,1.584789
2022-11-22,1.581332
2022-11-23,1.575721
2022-11-24,1.5666932
2022-11-25,1.5889977
2022-11-28,1.5856899
2022-11-29,1.603696
2022-11-30,1.6028395
2022-12-01,1.610821
2022-12-02,1.6162156
2022-12-05,1.6137912
2022-12-06,1.6097958
2022-12-07,1.6197796
2022-12-08,1.6183685
2022-12-09,1.6120522
2022-12-12,1.6166219
2022-12-13,1.6168925
2022-12-14,1.608239
2022-12-15,1.5873598
2022-12-16,1.573304
2022-12-19,1.5702385
2022-12-20,1.5661896
2022-12-21,1.5570567
2022-12-22,1.5717667
2022-12-23,1.5867823
2022-12-26,1.580575
2022-12-27,1.5775706
2022-12-28,1.5827956
2022-12-29,1.5908325
2022-12-30,1.5886718
2023-01-03,1.606057
2023-01-04,1.6062987
2023-01-05,1.6154488
2023-01-06,1.6193191
2023-01-09,1.6109196
2023-01-10,1.6090956
2023-01-11,1.6210048
2023-01-12,1.6406431
2023-01-13,1.6480867
2023-01-16,1.6459448
2023-01-17,1.6595778
2023-01-18,1.6665884
2023-01-19,1.6708901
2023-01-20,1.6517859
2023-01-30,1.666592
2023-01-31,1.6740838
2023-02-01,1.6658196
2023-02-02,1.648103
2023-02-03,1.6459532
2023-02-06,1.6367515
2023-02-07,1.6643217
2023-02-08,1.6563513
2023-02-09,1.6671731
2023-02-10,1.6650743
2023-02-13,1.6632466
2023-02-14,1.6478779
2023-02-15,1.6279848
2023-02-16,1.6487753
2023-02-17,1.646865
2023-02-20,1.6434069
2023-02-21,1.6406058
2023-02-22,1.63487
2023-02-23,1.6284295
2023-02-24,1.6346956
2023-02-27,1.6444337
2023-02-28,1.6387515
2023-03-01,1.6482995
2023-03-02,1.651406
2023-03-03,1.6296296
2023-03-06,1.626236
2023-03-07,1.6284312
2023-03-08,1.6191001
2023-03-09,1.6292813
2023-03-10,1.6413201
2023-03-13,1.6380719
2023-03-14,1.6280513
2023-03-15,1.6395267
2023-03-16,1.6512015
2023-03-17,1.6576895
2023-03-20,1.6566602
2023-03-21,1.679394
2023-03-22,1.6799206
2023-03-23,1.6699668
2023-03-24,1.6599212
2023-03-27,1.6744045
2023-03-28,1.6850628
2023-03-29,1.6958416
2023-03-30,1.7185544
2023-03-31,1.729919
2023-04-03,1.7441626
2023-04-04,1.7513635
2023-04-06,1.7290175
2023-04-07,1.7260027
2023-04-10,1.7297608
2023-04-11,1.7124903
2023-04-12,1.7329624
2023-04-13,1.7360512
2023-04-14,1.7291771
2023-04-17,1.7245156
2023-04-18,1.7329147
2023-04-19,1.6992521
2023-04-20,1.6785674
2023-04-21,1.6699941
2023-04-24,1.6639423
2023-04-25,1.6691492
2023-04-26,1.6820123
2023-04-27,1.6757592
2023-04-28,1.6712962
2023-05-04,1.6714809
2023-05-05,1.6590486
2023-05-08,1.653183
2023-05-09,1.6527989
2023-05-10,1.6386182
2023-05-11,1.6518409
2023-05-12,1.649341
2023-05-15,1.6465751
2023-05-16,1.6455166
2023-05-17,1.6520698
2023-05-18,1.6545603
2023-05-19,1.6380525
2023-05-22,1.6300355
2023-05-23,1.6304661
2023-05-24,1.6370277
2023-05-25,1.63345
2023-05-26,1.6362493
2023-05-29,1.6375753
2023-05-30,1.6401416
2023-05-31,1.6492947
2023-06-01,1.6411157
2023-06-02,1.6230725
2023-06-05,1.6216251
2023-06-06,1.6162236
2023-06-07,1.6288391
2023-06-08,1.6349558
2023-06-09,1.6481705
2023-06-12,1.6491346
2023-06-13,1.6544912
2023-06-14,1.6663047
2023-06-15,1.6626911
2023-06-16,1.6603973
2023-06-19,1.633079
2023-06-20,1.6190392
2023-06-21,1.6235827
2023-06-26,1.6227674
2023-06-27,1.6166466
2023-06-28,1.6254269
2023-06-29,1.6351206
2023-06-30,1.6439594
2023-07-03,1.6334035
2023-07-04,1.6277412
2023-07-05,1.6209826
2023-07-06,1.6252381
2023-07-07,1.6352472
2023-07-10,1.6233541
2023-07-11,1.6437042
2023-07-12,1.6397604
2023-07-13,1.6344289
2023-07-14,1.6323549
2023-07-17,1.6313205
2023-07-18,1.6208762
2023-07-19,1.6211323
2023-07-20,1.6136732
2023-07-21,1.634742
2023-07-24,1.6342531
2023-07-25,1.6296326
2023-07-26,1.643397
2023-07-27,1.6521633
2023-07-28,1.6493337
2023-07-31,1.6453509
2023-08-01,1.6500475
2023-08-02,1.6529564
2023-08-03,1.6449654
2023-08-04,1.6417975
2023-08-07,1.635308
2023-08-08,1.635178
2023-08-09,1.6128463
2023-08-10,1.6052773
2023-08-11,1.5966302
2023-08-14,1.5845926
2023-08-15,1.5937953
2023-08-16,1.579402
2023-08-17,1.5676141
2023-08-18,1.5738323
2023-08-21,1.5555892
2023-08-22,1.5666463
2023-08-23,1.5534015
2023-08-24,1.563334
2023-08-25,1.5909024
2023-08-28,1.6007984
2023-08-29,1.5995566
2023-08-30,1.5996335
2023-08-31,1.6146826
2023-09-01,1.6062541
2023-09-04,1.6093231
2023-09-05,1.5846837
2023-09-06,1.5863382
2023-09-07,1.5940607
2023-09-08,1.5911502
2023-09-11,1.5825999
2023-09-12,1.5804071
2023-09-13,1.5777029
2023-09-14,1.573928
2023-09-15,1.5725354
2023-09-18,1.5670555
2023-09-19,1.5575298
2023-09-20,1.576864
2023-09-21,1.5699028
2023-09-22,1.56465
2023-09-25,1.5640637
2023-09-26,1.5603771
2023-09-27,1.5562464
2023-09-28,1.5494547
2023-10-09,1.5550886
2023-10-10,1.5641482
2023-10-11,1.5555235
2023-10-12,1.5415423
2023-10-13,1.5487274
2023-10-16,1.5418763
2023-10-17,1.5313234
2023-10-18,1.5261464
2023-10-19,1.50621
2023-10-20,1.5156969
2023-10-23,1.5208287
2023-10-24,1.5271215
2023-10-25,1.5468478
2023-10-26,1.5647105
2023-10-27,1.5645148
2023-10-30,1.5628846
2023-10-31,1.553914
2023-11-01,1.5664368
2023-11-02,1.5794779
2023-11-03,1.577998
2023-11-06,1.5778401
2023-11-07,1.5714055
2023-11-08,1.5676932
2023-11-09,1.5684938
2023-11-10,1.5751324
2023-11-13,1.578608
2023-11-14,1.5642993
2023-11-15,1.5666617
2023-11-16,1.5655534
2023-11-17,1.5637072
2023-11-20,1.5496358
2023-11-21,1.5552651
2023-11-22,1.5468386
2023-11-23,1.5492324
2023-11-24,1.551636
2023-11-27,1.5486358
2023-11-28,1.5492423
2023-11-29,1.548494
2023-11-30,1.544939
2023-12-01,1.519747
2023-12-04,1.5224614
