日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM中位数,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2021-04-29,=9021.5406,=9691.0098,=1561033794190.3701,=1288612018761,=852895888469.0499,=63.3149,=0,=112.7149,=98.5233,=83.3781
2021-04-28,=8953.7504,=9618.1890,=1543968229259.4302,=1275508381668,=843443399572.0601,=72.1968,=0.0365,=112.7149,=98.5846,=83.4299
2021-04-27,=8774.3007,=9425.4227,=1513799576828.9800,=1250565146582,=813306642743.1401,=77.5571,=0.1098,=112.7149,=98.6460,=83.5378
2021-04-26,=8879.1356,=9538.0371,=1535390294825.5503,=1266745341366,=810538114346.8499,=78.7387,=0.1174,=112.7149,=98.6486,=83.7366
2021-04-23,=8855.3305,=9512.4654,=1528537230853.1101,=1265084552747,=809169834303.0901,=80.1906,=0.1250,=112.7149,=98.6512,=83.7369
2021-04-22,=8819.2154,=9473.6703,=1520955660101.9900,=1258154216385,=789340400695.0400,=81.5537,=0.1523,=112.8921,=98.8835,=83.7369
2021-04-21,=8726.3302,=9373.8922,=1503336883025.0200,=1245733848904,=779327504540.7600,=86.3081,=0.2857,=112.8921,=99.1158,=83.7704
2021-04-20,=8694.2698,=9339.4527,=1500168060543.6001,=1241517474698,=776598454576.0599,=84.9870,=0.2444,=112.8921,=99.1951,=83.7704
2021-04-19,=8788.6899,=9440.8796,=1518200274439.9402,=1254934560468,=784643805155.4701,=85.9443,=0.2649,=112.8921,=99.2745,=83.7704
2021-04-16,=8574.0128,=9210.2718,=1476799377604.0901,=1220254036275,=760712949646.4901,=84.3977,=0.2258,=112.8921,=99.3034,=83.7704
2021-04-15,=8621.6743,=9261.4702,=1482753737521.4900,=1224930041331,=754858116937.1600,=83.9321,=0.2114,=112.9546,=99.3324,=83.7369
2021-04-14,=8676.4669,=9320.3289,=1493291810264.3701,=1233744886811,=760013236925.0500,=83.4299,=0.1920,=112.9546,=99.3823,=83.7369
2021-04-13,=8641.1524,=9282.3938,=1489994109184.2700,=1230343315008,=757239205134.0701,=83.7704,=0.2000,=112.9546,=99.4323,=83.7704
2021-04-12,=8699.7943,=9345.3874,=1499338427313.6699,=1238557875930,=762518959988.5500,=83.5378,=0.1930,=112.9546,=99.4491,=83.7873
2021-04-09,=8854.7099,=9511.7990,=1522667645256.4502,=1261092674497,=775545838716.1400,=87.5902,=0.3015,=112.9546,=99.4659,=83.8775
2021-04-08,=8931.3334,=9594.1085,=1537439081247.3799,=1273624436076,=782067937225.0300,=87.5755,=0.2997,=113.2652,=99.4991,=83.7873
2021-04-07,=8955.4290,=9619.9922,=1538720309401.1802,=1275594873382,=783773027843.6200,=87.9534,=0.3056,=113.2652,=99.5323,=83.7873
2021-04-06,=8957.7941,=9622.5328,=1537880035414.8999,=1274461148781,=783374213873.4700,=88.6916,=0.3266,=113.2652,=99.5656,=83.7873
2021-04-02,=9014.4387,=9683.3809,=1548416267071.7900,=1284008207004,=787781883598.7299,=90.0294,=0.3528,=113.2652,=99.5989,=83.7873
2021-04-01,=8571.4459,=9207.5146,=1470633653701.2598,=1220970272536,=749093981762.7100,=86.1104,=0.2646,=113.2652,=99.6626,=83.7873
2021-03-31,=8234.8237,=8845.9124,=1411087571356.5500,=1172005715064,=719063928134.2600,=84.1546,=0.2117,=113.4560,=99.7264,=83.7369
2021-03-30,=8254.7112,=8867.2757,=1413499206905.8301,=1175711199271,=700496589907.0901,=88.5946,=0.3197,=113.4560,=99.7749,=83.7369
2021-03-29,=8237.7791,=8849.0871,=1409989288635.6304,=1172871093335,=699452191900.3801,=87.9713,=0.3077,=113.4560,=99.8234,=83.7369
2021-03-26,=8196.9142,=8805.1897,=1402921956239.6399,=1167786939243,=695786645690.7900,=85.5035,=0.2494,=113.4560,=99.8428,=83.7369
2021-03-25,=8036.3506,=8632.7110,=1374000977563.6399,=1145499561953,=682326106739.5499,=84.3073,=0.2191,=113.4560,=99.8622,=83.7369
2021-03-24,=7966.3863,=8557.5548,=1362449023448.2600,=1133817889927,=675910115967.9701,=83.2263,=0.1912,=113.5027,=99.9024,=83.7366
2021-03-23,=8154.3226,=8759.4375,=1396173363805.1001,=1162259504769,=692197679043.4200,=84.7495,=0.2254,=113.5027,=99.9426,=83.7369
2021-03-22,=8155.8894,=8761.1205,=1396375331939.3999,=1162961184499,=692330227102.9401,=85.7228,=0.2468,=113.5027,=99.9540,=83.7369
2021-03-19,=8137.5652,=8741.4365,=1394761414638.2600,=1160311046102,=690839893668.1801,=86.2467,=0.2630,=113.5027,=99.9654,=83.7369
2021-03-18,=8206.7352,=8815.7395,=1408620159789.9202,=1171706984813,=696488384937.7102,=86.0759,=0.2533,=113.5027,=100.0151,=83.7369
2021-03-17,=8198.6002,=8807.0008,=1408382365831.6399,=1169700076438,=695363933634.7600,=86.5067,=0.2644,=113.5040,=100.0648,=83.7366
2021-03-16,=7957.4590,=8547.9650,=1367101996189.8101,=1135790320978,=674848892001.8600,=87.9344,=0.2887,=113.5040,=100.1951,=83.7366
2021-03-15,=8007.8791,=8602.1267,=1375322919494.8999,=1144430397126,=679136361319.1599,=87.8374,=0.2868,=113.5040,=100.3254,=83.7366
2021-03-12,=8370.1103,=8991.2383,=1436088485098.7600,=1195276878972,=709891436512.3999,=93.8983,=0.3799,=113.5040,=100.3445,=83.7366
2021-03-11,=8505.3281,=9136.4903,=1458313864178.2700,=1214651942882,=721059725347.6600,=96.4813,=0.4233,=113.5040,=100.3637,=83.7366
2021-03-10,=8241.9104,=8853.5249,=1414031175080.3301,=1176181343615,=696399030523.9100,=94.0558,=0.3846,=113.6390,=100.4118,=83.3781
2021-03-09,=8234.0849,=8845.1187,=1413059893894.9299,=1176683374949,=696543898544.7999,=96.2554,=0.4122,=113.6390,=100.4599,=83.3781
2021-03-08,=8677.7707,=9321.7295,=1488479235389.9302,=1237908880450,=733160634875.2700,=100.4599,=0.4987,=113.6390,=100.5951,=83.3781
2021-03-05,=9076.6508,=9750.2097,=1554122778348.0901,=1293997021142,=766713311821.7799,=103.8726,=0.5909,=113.6390,=100.7302,=83.3781
2021-03-04,=9156.5710,=9836.0606,=1570030513149.9802,=1306321742147,=773600964583.0698,=102.7930,=0.5603,=113.6390,=100.5470,=83.3781
2021-03-03,=9493.4123,=10197.8981,=1629579428772.0898,=1358059202711,=802830209501.1500,=102.0008,=0.5349,=113.7606,=100.3637,=83.3186
2021-03-02,=9484.3850,=10188.2009,=1627677954643.6602,=1357921207255,=802498042370.4600,=100.7391,=0.5067,=113.7606,=100.3445,=83.3186
2021-03-01,=9384.8249,=10081.2527,=1607565924409.6902,=1342866992633,=794142846956.6100,=101.9266,=0.5297,=113.7606,=100.3254,=83.3186
2021-02-26,=9050.5252,=9722.1453,=1550927048651.6704,=1295019852367,=765481655379.7599,=96.3832,=0.4255,=113.7606,=100.1951,=83.3186
2021-02-25,=9185.0626,=9866.6665,=1576130188298.3601,=1316735109844,=777060718469.4100,=98.6460,=0.4592,=113.7606,=100.3254,=83.3186
2021-02-24,=9263.3193,=9950.7304,=1591105933800.3198,=1330406124501,=784377414199.6702,=98.3040,=0.4550,=113.8259,=100.3445,=83.0736
2021-02-23,=9190.1632,=9872.1456,=1581210589709.0798,=1322229695985,=778676745649.0300,=96.9176,=0.4344,=113.8259,=100.3637,=83.0736
2021-02-22,=9294.9277,=9984.6844,=1596368037060,=1333793855650,=786706588919.5400,=94.3808,=0.3973,=113.8259,=100.5470,=83.0736
2021-02-19,=9540.0668,=10248.0147,=1640251162035.1599,=1370209532564,=807988571280.4800,=95.6504,=0.4176,=113.8259,=100.7302,=83.0736
2021-02-18,=9586.3664,=10297.7501,=1650758331421.2202,=1371138379766,=811433686095.8600,=98.0268,=0.4435,=113.8259,=100.7892,=83.0736
2021-02-10,=9356.1413,=10050.4405,=1610594795900.9895,=1337020521894,=791813452608.6700,=94.7837,=0.4088,=113.8797,=100.8483,=83.0304
2021-02-09,=9283.9594,=9972.9021,=1597245899573.4800,=1316752464565,=785620979931.7399,=94.6706,=0.4072,=113.8797,=100.8816,=83.0304
2021-02-08,=9155.1070,=9834.4879,=1576988048657.0898,=1299635096392,=774969713809.2300,=90.8486,=0.3639,=113.8797,=100.9149,=83.0304
2021-02-05,=8895.4029,=9555.5117,=1523332338103.6299,=1251727827190,=752442285070.7599,=89.6526,=0.3343,=113.8797,=100.9505,=83.0304
2021-02-04,=9122.5740,=9799.5407,=1559107684622.4299,=1281185220748,=771548631989.3600,=94.5134,=0.4022,=113.8797,=100.9862,=83.0304
2021-02-03,=9138.0712,=9816.1880,=1561729452396.8501,=1286916288046,=773320974008.0001,=96.4836,=0.4202,=113.8916,=101.1837,=82.9892
2021-02-02,=9489.1739,=10193.3452,=1618456200500.2400,=1334381107765,=802959692890.4600,=99.4659,=0.4579,=113.8916,=101.3813,=82.9892
2021-02-01,=9406.0987,=10104.1051,=1604593306350.0598,=1322731851458,=795558960369.1100,=100.3254,=0.4817,=113.8916,=101.4105,=82.9892
2021-01-29,=9354.4774,=10048.6531,=1600135445415.1499,=1316745391500,=791233159756.7800,=99.8622,=0.4718,=113.8916,=101.4396,=82.9892
2021-01-28,=9543.8754,=10252.1059,=1631988979133.9900,=1342741597900,=806860861480.9301,=102.2958,=0.5212,=113.8916,=101.5664,=82.9892
2021-01-27,=9967.9150,=10707.6126,=1705215435287.8601,=1400286527149,=843457097929.2400,=104.6227,=0.5824,=114.1062,=101.4396,=82.7302
2021-01-26,=10021.2150,=10764.8679,=1711528642262.0200,=1403013423323,=847016497905.1700,=107.4511,=0.6752,=114.1062,=101.4105,=82.7302
2021-01-25,=10252.0614,=11012.8449,=1751746887041.9497,=1438461313324,=867145613077.2100,=106.6521,=0.6486,=114.1062,=101.3813,=82.7302
2021-01-22,=10385.6872,=11156.3868,=1776133230263.7903,=1459779415116,=878609860207.2699,=101.7042,=0.5100,=114.1062,=101.1837,=82.7302
2021-01-21,=10520.1411,=11300.8182,=1795860374377.1296,=1473836361166,=889409217159.2899,=106.2597,=0.6293,=114.1062,=100.9862,=82.7302
2021-01-20,=10513.6681,=11293.8648,=1794615627948.4500,=1473340171677,=889288898708.5299,=107.5266,=0.6744,=114.4840,=100.9505,=82.7131
2021-01-19,=10420.9444,=11194.2602,=1777987214930.3301,=1458347787991,=881181817360.3800,=106.6762,=0.6503,=114.4840,=100.9149,=82.7131
2021-01-18,=10589.9623,=11375.8205,=1806521804608.9600,=1481328788004,=895237260618.6099,=109.9975,=0.7217,=114.4840,=100.8816,=82.7131
2021-01-15,=9997.6936,=10739.6008,=1702012276902.3003,=1395083929308,=844333601608.6100,=105.7437,=0.6221,=114.4840,=100.8483,=82.7131
2021-01-14,=10199.6565,=10956.5510,=1736670840068.3999,=1422042621404,=861020555367.6600,=107.9188,=0.6793,=114.4840,=100.7892,=82.7131
2021-01-13,=10233.4890,=10992.8942,=1739030127693.5898,=1428069244511,=864299966574.0701,=104.3167,=0.5906,=114.5173,=100.7302,=82.6989
2021-01-12,=10040.4171,=10785.4949,=1709235059127.3203,=1401902020364,=848070059472.3700,=108.3756,=0.6862,=114.5173,=100.5470,=82.6989
2021-01-11,=9792.9762,=10519.6919,=1668262061726.8701,=1363215236905,=826547343992.4501,=109.1012,=0.7000,=114.5173,=100.3637,=82.6989
2021-01-08,=9631.2194,=10345.9315,=1637355588989.5898,=1338273611546,=812746651420.0500,=110.0320,=0.7198,=114.5173,=100.2142,=82.6989
2021-01-07,=9657.8571,=10374.5459,=1643023179583.3201,=1340911607368,=814745094413.3103,=110.7523,=0.7337,=114.5173,=100.0648,=82.6989
2021-01-06,=9575.3676,=10285.9351,=1628086737393.2700,=1326719640855,=807222581628.1399,=111.6589,=0.7478,=114.9518,=100.0151,=82.4752
2021-01-05,=9719.9260,=10441.2208,=1649834180828.0398,=1344248174789,=818643254635.3800,=110.1802,=0.7292,=114.9518,=99.9654,=82.4752
2021-01-04,=9252.3090,=9938.9030,=1570545041961.9702,=1276484172630,=778895734678.8600,=108.4479,=0.7015,=114.9518,=99.9540,=82.4752
2020-12-31,=8999.4520,=9667.2820,=1528322755806.5798,=1242540961625,=758630336686.3501,=105.6666,=0.6317,=114.9518,=99.9426,=82.4752
2020-12-30,=8877.9405,=9536.7534,=1508661236685.9399,=1225192513137,=747972558789.8201,=103.6394,=0.5946,=114.9518,=99.8830,=82.4752
2020-12-29,=8766.3210,=9416.8509,=1490163142173.1001,=1208491012636,=737078020635.6801,=102.5316,=0.5542,=115.1571,=99.8234,=82.3098
2020-12-28,=8732.7207,=9380.7572,=1484452020780.9800,=1204626463062,=734217203208.9701,=100.0648,=0.5106,=115.1571,=99.7749,=82.3098
2020-12-25,=8855.7240,=9512.8883,=1502888946251.8904,=1220113993972,=744443181070.2802,=102.7344,=0.5576,=115.1571,=99.7264,=82.3098
2020-12-24,=8924.4113,=9586.6727,=1517841602653.4900,=1229145013111,=750507083948.1201,=102.9165,=0.5745,=115.1571,=99.6626,=82.3098
2020-12-23,=8953.1273,=9617.5196,=1522128040465.2002,=1230516685014,=752244526759.0499,=101.6932,=0.5366,=115.1571,=99.5989,=82.3098
2020-12-22,=8672.0097,=9315.5408,=1478151699983.0100,=1192436652812,=728688177738.6299,=97.3078,=0.4679,=115.1809,=99.5656,=82.2695
2020-12-21,=8996.7571,=9664.3870,=1535414448409.3799,=1239278373217,=756520784260.4301,=100.3637,=0.5153,=115.1809,=99.5989,=82.2695
2020-12-18,=8781.7463,=9433.4207,=1499630575192.1797,=1197479276468,=739094841523.9000,=97.2461,=0.4646,=115.1809,=99.5656,=82.2695
2020-12-17,=8845.3133,=9501.7049,=1510547131687.5701,=1204297874546,=743623389269.3501,=96.3007,=0.4568,=115.1809,=99.5989,=82.2695
2020-12-16,=8797.6703,=9450.5265,=1502300236102.0503,=1196813216564,=739310752936.2700,=96.0927,=0.4551,=115.1809,=99.6626,=82.2695
2020-12-15,=8917.8094,=9579.5809,=1524718309544.2100,=1212761961151,=749688675646.7201,=96.6873,=0.4596,=115.5120,=99.7264,=82.2294
2020-12-14,=9011.6950,=9680.4336,=1547847437312.1299,=1225631580871,=757803529911.6000,=97.2611,=0.4611,=115.5120,=99.7749,=82.2294
2020-12-11,=8873.0045,=9531.4512,=1380365199505.1101,=1173514038871,=718299168292.8700,=91.4021,=0.4188,=115.5120,=99.8234,=82.2294
2020-12-10,=9024.1489,=9693.8117,=1392239021016.8298,=1188355130157,=728335576788.8900,=89.7071,=0.3793,=115.5120,=99.8830,=82.2294
2020-12-09,=8932.1223,=9594.9560,=1370918038227.6699,=1169054886412,=717644047270.4500,=91.1527,=0.4088,=115.5120,=99.9426,=82.2294
2020-12-08,=9216.1755,=9900.0882,=1409064098601.6201,=1202605849379,=738151640179.4700,=91.5180,=0.4164,=116.0264,=99.9540,=82.2244
2020-12-07,=9278.7464,=9967.3024,=1417139013922.9299,=1209345533386,=742160893857.9001,=91.0394,=0.4082,=116.0264,=99.9654,=82.2244
2020-12-04,=9259.5919,=9946.7265,=1411749594142.7898,=1205826526124,=740707981716.0199,=90.7579,=0.4032,=116.0264,=100.3478,=82.2244
2020-12-03,=9202.7405,=9885.6563,=1402478166397.4299,=1198411272061,=736154148718.1400,=89.6952,=0.3822,=116.0264,=100.7302,=82.2244
2020-12-02,=9304.1532,=9994.5946,=1420977544268.3298,=1208194809120,=744795690442.0400,=90.3646,=0.3898,=116.0264,=100.7892,=82.2244
2020-12-01,=9117.6619,=9794.2641,=1397054407843.9795,=1186689738306,=730973821989.1200,=85.3444,=0.2949,=120.0914,=100.8483,=81.5879
2020-11-30,=8970.1412,=9635.7962,=1376738349555.2800,=1168553299604,=720328762070.9600,=84.0475,=0.2605,=120.0914,=100.8816,=81.5879
2020-11-27,=8904.2122,=9564.9748,=1360376544334.4197,=1152230586654,=712204492304.4601,=84.2483,=0.2645,=120.0914,=100.9149,=81.5879
2020-11-26,=8876.0961,=9534.7723,=1354406889365.6101,=1146858106401,=709433188704.1000,=84.9260,=0.2783,=120.0914,=100.9505,=81.5879
2020-11-25,=8983.0926,=9649.7088,=1372510875385.7605,=1162655374051,=718855215082.8000,=84.4407,=0.2662,=120.0914,=100.9862,=81.5879
2020-11-24,=9031.9646,=9702.2074,=1378737105835.5601,=1167966080567,=721858094555.4800,=86.1444,=0.2997,=120.6100,=101.1837,=81.4716
2020-11-23,=8959.5708,=9624.4414,=1363627525544.4404,=1157784335200,=715981292386.1500,=84.1713,=0.2647,=120.6100,=101.3813,=81.4716
2020-11-20,=8929.3879,=9592.0187,=1361096080458.3701,=1155983805969,=714194815887.1699,=84.9480,=0.2754,=120.6100,=101.4105,=81.4716
2020-11-19,=8931.6052,=9594.4005,=1364706418124.1001,=1158007434030,=715645657411.5399,=83.3781,=0.2467,=120.6100,=101.4396,=81.4716
2020-11-18,=8916.2855,=9577.9440,=1360791636247.7498,=1155266804039,=713701490547.8500,=82.2244,=0.2079,=120.6100,=101.6429,=81.4716
2020-11-17,=8954.2920,=9618.7709,=1364504215066.3301,=1158931205578,=716533820959.5500,=82.7131,=0.2252,=121.3037,=101.8463,=81.4554
2020-11-16,=8865.0770,=9522.9354,=1349941980629.1001,=1146861984830,=707802110377.6100,=83.8775,=0.2525,=121.3037,=101.9121,=81.4554
2020-11-13,=8968.7924,=9634.3473,=1368757282614.5896,=1161088689089,=716865110504.1101,=84.7129,=0.2600,=121.3037,=101.9780,=81.4554
2020-11-12,=8898.5810,=9558.9257,=1357931595803.0798,=1153974842929,=711814104749.9399,=86.1978,=0.2876,=121.3037,=102.0180,=81.4554
2020-11-11,=8885.8321,=9545.2307,=1353131615092.0105,=1150821395104,=709803512801.0499,=86.7584,=0.2987,=121.3037,=102.0579,=81.4554
2020-11-10,=9365.4985,=10060.4921,=1434014492947.3401,=1218694033519,=751585120015.7899,=94.4188,=0.4040,=121.5400,=102.0795,=81.2865
2020-11-09,=9630.5287,=10345.1896,=1480124932670.7800,=1258563375198,=775607989628.1399,=97.3735,=0.4189,=121.5400,=102.1011,=81.2865
2020-11-06,=8925.6813,=9588.0370,=1364858590033.1101,=1163443301390,=717242217079.0601,=88.4402,=0.3322,=121.5400,=102.1660,=81.2865
2020-11-05,=8782.8809,=9434.6397,=1342391167714.9302,=1143985410333,=705126554976.7900,=89.2434,=0.3503,=121.5400,=102.2309,=81.2865
2020-11-04,=8662.0761,=9304.8702,=1322933496350.6799,=1127307778545,=695460675259.1400,=89.8207,=0.3515,=121.5400,=102.2809,=81.2865
2020-11-03,=8724.0029,=9371.3925,=1329451849914.1399,=1138189260709,=700878523414.3301,=90.6156,=0.3596,=121.9800,=102.3308,=81.1201
2020-11-02,=8603.0270,=9241.4393,=1314548286049.1001,=1125380174973,=692802814713.0300,=87.3532,=0.3127,=121.9800,=102.4891,=81.1201
2020-10-30,=8440.6032,=9066.9624,=1277476906577.2100,=1083952401985,=674357505327.4199,=87.5266,=0.3138,=121.9800,=102.6473,=81.1201
2020-10-29,=8244.9793,=8856.8216,=1241638752293.2998,=1053088129184,=644929244349.1700,=86.3259,=0.2976,=121.9800,=102.7068,=81.1201
2020-10-28,=8274.4828,=8888.5145,=1244343255707.8899,=1055680745920,=595511509571.9601,=88.3565,=0.3264,=121.9800,=102.7662,=81.1201
2020-10-27,=8264.5216,=8877.8141,=1242368881929.5000,=1054152688764,=594379927532.9199,=85.5954,=0.2857,=121.9800,=102.7880,=81.0907
2020-10-26,=8223.2452,=8833.4746,=1232322001962.9399,=1045627305252,=590144555958.9100,=86.5157,=0.2972,=121.9800,=102.8098,=81.0907
2020-10-23,=8224.4567,=8834.7760,=1229824477266.0200,=1043697098995,=603308462306.0800,=95.5953,=0.3930,=121.9800,=102.8338,=81.0907
2020-10-22,=8399.1611,=9022.4449,=1257946574725.6201,=1065334283486,=616861664031.5801,=98.5233,=0.4049,=121.9800,=102.8578,=81.0907
2020-10-21,=8415.3352,=9039.8192,=1259044943802.1899,=1066482741175,=617715231301.8199,=98.6512,=0.4064,=121.9800,=102.8652,=81.0907
2020-10-20,=8673.8643,=9317.5332,=1295260374191.7900,=1096869235939,=635214974235.5201,=101.9780,=0.4681,=122.2297,=102.8726,=81.0266
2020-10-19,=8614.6542,=9253.9292,=1287977652508.2598,=1089503467329,=631205100036.3199,=103.0869,=0.5089,=122.2297,=102.8892,=81.0266
2020-10-16,=8714.0042,=9360.6517,=1305922084557.6404,=1104246495116,=638177923047.6101,=105.8592,=0.5750,=122.2297,=102.8726,=81.0266
2020-10-15,=8824.5247,=9479.3737,=1324231257810.2000,=1117699935149,=645964534450.2600,=104.9635,=0.5484,=122.2297,=102.8652,=81.0266
2020-10-14,=8889.5922,=9549.2697,=1333476588112.4297,=1125982834715,=650430096557.8801,=106.4137,=0.5863,=122.2297,=102.8578,=81.0266
2020-10-13,=9095.5280,=9770.4876,=1365135530456.8501,=1152976954292,=664930753647.6899,=109.7225,=0.6606,=122.3480,=102.8338,=80.5370
2020-10-12,=9124.8665,=9802.0032,=1371811455917.5798,=1156032100511,=667030168192.6100,=108.3803,=0.6413,=122.3480,=102.8098,=80.5370
2020-10-09,=8736.0304,=9384.3124,=1311054770903.8799,=1105470209827,=638134907569.9200,=102.8578,=0.5055,=122.3480,=102.7880,=80.5370
2020-09-30,=8456.0288,=9083.5325,=1268369017244.1001,=1069949507268,=617397998055.0701,=100.9862,=0.4672,=122.3480,=102.7662,=80.5370
2020-09-29,=8487.0415,=9116.8466,=1271444988656.2998,=1072218622843,=619154873108.7500,=102.0579,=0.4799,=122.3480,=102.7880,=80.5370
2020-09-28,=8376.1406,=8997.7160,=1257967789467,=1059956403467,=611520872378.8099,=100.7302,=0.4596,=122.7059,=102.8098,=80.5126
2020-09-25,=8444.3683,=9071.0067,=1263307422473.2002,=1066779390913,=616269056223,=102.9058,=0.5055,=122.7059,=102.8412,=80.5126
2020-09-24,=8532.4451,=9165.6195,=1280721368385.2000,=1081238352245,=623251583698.0699,=102.9698,=0.5074,=122.7059,=102.8098,=80.5126
2020-09-23,=8738.3372,=9386.7904,=1310337856158,=1105903754481,=637984427072.1599,=106.6809,=0.5948,=122.7059,=102.7880,=80.5126
2020-09-22,=8629.3413,=9269.7062,=1295608957373.6001,=1092900232377,=629791472683.9000,=106.6470,=0.5933,=122.7059,=102.7662,=80.5126
2020-09-21,=8827.7716,=9482.8615,=1324074228707.7000,=1116296104915,=644100033430.4700,=108.0449,=0.6292,=123.3156,=102.7068,=80.3588
2020-09-18,=8838.3586,=9494.2341,=1330720380200.1001,=1120969899805,=645479034094.2900,=110.1417,=0.6579,=123.3156,=102.6473,=80.3588
2020-09-17,=8767.5751,=9418.1979,=1321748712350.3999,=1113858401988,=640199058664.6399,=108.7240,=0.6340,=123.3156,=102.4891,=80.3588
2020-09-16,=8629.2755,=9269.6354,=1302282488776.8999,=1098257850399,=629264649670.1001,=103.1937,=0.5227,=123.3156,=102.3308,=80.3588
2020-09-15,=8673.0855,=9316.6964,=1304640070813.5000,=1099513872026,=632603065474.4199,=105.5612,=0.5627,=123.3156,=102.2809,=80.3588
2020-09-14,=8625.0644,=9265.1118,=1298301428970.7000,=1095113827884,=628063229775.5801,=106.4890,=0.5916,=123.3624,=102.2309,=80.3290
2020-09-11,=8516.7919,=9148.8046,=1278972114353.6001,=1079591585699,=620029697609.8601,=103.9455,=0.5326,=123.3624,=102.1660,=80.3290
2020-09-10,=8236.6370,=8847.8600,=1233383433326.6001,=1040708691352,=599129835348.8099,=102.8098,=0.5192,=123.3624,=102.1011,=80.3290
2020-09-09,=8298.0389,=8913.8184,=1239503614882.7002,=1044943922366,=603819448362.4099,=103.4220,=0.5290,=123.3624,=101.9737,=80.3290
2020-09-08,=8755.5683,=9405.3001,=1310225525911.5000,=1102822373686,=638138944271.3901,=106.8873,=0.5969,=123.3624,=101.8463,=80.3290
2020-09-07,=8928.6184,=9591.1919,=1342146084601.1001,=1125534322118,=651322791768.2100,=109.8757,=0.6420,=123.6397,=101.6429,=80.2055
2020-09-04,=9215.6321,=9899.5042,=1384075246767,=1161962934345,=673414905399.1200,=112.9546,=0.6875,=123.6397,=101.4396,=80.2055
2020-09-03,=9034.9718,=9705.4375,=1357063464645.6001,=1139037279688,=660264022844.2400,=109.3566,=0.6392,=123.6397,=101.4105,=80.2055
2020-09-02,=9035.2447,=9705.7307,=1345559815946.9998,=1129378330896,=659396912066.0901,=102.8726,=0.5315,=123.6397,=101.3813,=80.2055
2020-09-01,=9188.1711,=9870.0055,=1363165688230.8999,=1145096264842,=670155160622.6699,=101.8463,=0.5099,=123.6397,=101.1481,=80.2055
2020-08-31,=9193.2661,=9875.4786,=1364520263677.8999,=1145170677672,=671088502661.9200,=101.4396,=0.5079,=124.6238,=100.9149,=79.9986
2020-08-28,=9277.9135,=9966.4075,=1380013999143.9004,=1052768906467,=676596259766.2400,=105.8368,=0.5777,=124.6238,=100.8816,=79.9986
2020-08-27,=9210.3919,=9893.8753,=1370754544908,=1046819624596,=646827425725.1400,=116.0264,=0.7480,=124.6238,=100.8483,=79.9986
2020-08-26,=8996.1784,=9663.7655,=1336837140922.1001,=1020589846153,=631922092219.7899,=110.8156,=0.6546,=124.6238,=100.4068,=79.9986
2020-08-25,=9334.8853,=10027.6071,=1389298254497.7002,=1059610219429,=650181662082.6979,=114.5173,=0.7298,=124.6238,=99.9654,=79.9986
2020-08-24,=9439.8367,=10140.3467,=1407408108361.7000,=1069995707303,=657214720806.5232,=115.1571,=0.7368,=124.8109,=99.9540,=79.9317
2020-08-21,=9373.8180,=10069.4289,=1396913033722.3999,=1063122230213,=652206864040.5079,=113.5040,=0.7033,=124.8109,=99.9426,=79.9317
2020-08-20,=9435.5672,=10135.7604,=1402936988693.6001,=1070759312673,=654188357723.3628,=129.6757,=0.8286,=124.8109,=99.8830,=79.9317
2020-08-19,=9535.2431,=10242.8330,=1420414451081.2998,=1085244608466,=659624959839.2341,=132.4610,=0.8934,=124.6238,=99.8234,=79.9317
2020-08-18,=9907.4499,=10642.6605,=1466515702622.3999,=1127239172382,=684121946585.8088,=137.0269,=0.9465,=123.6397,=99.7749,=79.9317
2020-08-17,=9955.8448,=10694.6467,=1476032537840.1001,=1133283061652,=687570665923.4470,=134.4511,=0.9298,=123.6397,=99.7264,=79.2510
2020-08-14,=9763.4877,=10488.0152,=1451724475803.8999,=1112089380831,=674247098473.4723,=122.7059,=0.7925,=123.3624,=99.6626,=79.2510
2020-08-13,=9643.2679,=10358.6700,=1433088132551.8999,=1099193199286,=665993093789.4999,=120.6100,=0.7667,=123.3624,=99.5989,=79.2510
2020-08-12,=9719.8219,=10440.9033,=1442084179021.8003,=1107914331695,=671369048876.8086,=123.6397,=0.8033,=123.3624,=99.5656,=79.2510
2020-08-11,=9694.9691,=10413.8771,=1437480921987,=1104529809615,=669869502811.1212,=121.3037,=0.7731,=123.3156,=99.5323,=79.2510
2020-08-10,=9938.2298,=10675.1763,=1471822770295.6001,=1130457086814,=684926819867.1385,=132.0214,=0.8903,=123.3624,=99.4823,=78.3164
2020-08-07,=9932.4096,=10668.9245,=1465237352190.8000,=1127098711800,=684728098423.1763,=131.0553,=0.8686,=123.3156,=99.4323,=78.3164
2020-08-06,=10263.0165,=11024.0468,=1519377354196,=1160884696065,=707843511393.2114,=133.3039,=0.9064,=122.3480,=99.3823,=78.3164
2020-08-05,=10278.7175,=11040.9120,=1529981613033.5000,=1164601505901,=709156659494.0322,=136.5675,=0.9444,=122.2297,=99.3324,=78.3164
2020-08-04,=10083.3756,=10831.0849,=1504243891489.3999,=1143789714092,=695861031568.0646,=135.5684,=0.9399,=121.9800,=99.3034,=78.3164
