iter,val_sharpe,val_net,val_mdd,turn_mean,equity_mean,equity_min,equity_max,act_std,act_sat
0,0.4632,1.1387278290495384,-0.1633,0.0004996953972199651,0.8359330903943228,0.8359329700469971,0.8359332084655762,0.013305540196597576,0.0
1,0.4678,1.139923330680462,-0.1628,0.0007980027033776258,0.8359330902520683,0.8359329700469971,0.8359332084655762,0.02607114426791668,0.0
2,0.4687,1.1401951063195097,-0.1629,0.0010732061325223463,0.8359330952309766,0.8359329700469971,0.8359332084655762,0.034087419509887695,0.0
3,0.4703,1.1405631873683122,-0.1626,0.001353501917923265,0.8359330911055954,0.8359329700469971,0.8359332084655762,0.044118523597717285,0.0
4,0.472,1.1410726175381827,-0.1625,0.0014020308745504848,0.8359330901098138,0.8359329700469971,0.8359332084655762,0.04480251669883728,0.0
5,0.4692,1.1403377987480752,-0.1627,0.0015729538438428274,0.8359330925281406,0.8359329700469971,0.8359332084655762,0.04985104873776436,0.0
6,0.4636,1.1392539635452439,-0.1637,0.0019128190660249078,0.8359330919591226,0.8359329700469971,0.8359332084655762,0.06063098460435867,0.0
7,0.4634,1.1388077667610945,-0.1635,0.0022260698896603825,0.8359330942351949,0.8359329700469971,0.8359332084655762,0.07896564900875092,0.0
8,0.4626,1.1384903984272685,-0.1632,0.0022789503054288806,0.8359330898253047,0.8359329700469971,0.8359332084655762,0.08573836088180542,0.0
9,0.4595,1.137468208500644,-0.1636,0.0027593821998427763,0.8359330899675592,0.8359329700469971,0.8359332084655762,0.10953451693058014,0.0
10,0.455,1.1363832709053545,-0.1643,0.0031024648636792896,0.8359330901098138,0.8359329700469971,0.8359332084655762,0.11495391279459,0.0
11,0.4545,1.1361518106278947,-0.1641,0.0029197621174814592,0.8359330891140321,0.8359329700469971,0.8359332084655762,0.10982737690210342,0.0
12,0.4521,1.1355129348120883,-0.1643,0.0032749965537988484,0.8359330909633409,0.8359329700469971,0.8359332084655762,0.12134988605976105,0.0
13,0.4467,1.134018231459905,-0.1646,0.0036773449054481305,0.83593309124785,0.8359329700469971,0.8359332084655762,0.13549482822418213,0.0
14,0.4452,1.133600081152266,-0.1647,0.0040399540295748835,0.8359330935239223,0.8359329700469971,0.8359332084655762,0.14756783843040466,0.0
15,0.4505,1.1347438255646192,-0.164,0.0046360163387080084,0.8359330932394132,0.8359329700469971,0.8359332084655762,0.15656910836696625,0.0
16,0.4513,1.1349174293970328,-0.1639,0.004751696933709921,0.8359330901098138,0.8359329700469971,0.8359332084655762,0.1640387922525406,0.0
17,0.4505,1.1348089881537793,-0.1641,0.005588293146688785,0.835933091816868,0.8359329700469971,0.8359332084655762,0.20799636840820312,0.0
18,0.4514,1.135038299451116,-0.1636,0.005320721032511363,0.8359330925281406,0.8359329700469971,0.8359332084655762,0.21442954242229462,0.0
19,0.4538,1.1356689416117522,-0.1632,0.005219764598514129,0.8359330926703952,0.8359329700469971,0.8359332084655762,0.21435381472110748,0.0
20,0.4539,1.1356797363864601,-0.1633,0.00557740157145589,0.8359330906788318,0.8359329700469971,0.8359332084655762,0.22886505722999573,0.0
21,0.4563,1.1360277224904467,-0.1629,0.006295911736590765,0.8359330905365773,0.8359329700469971,0.8359332084655762,0.24652685225009918,0.0
22,0.4554,1.1358246433956989,-0.1631,0.007508104484803922,0.8359330930971587,0.8359329700469971,0.8359332084655762,0.28187593817710876,0.0
23,0.4592,1.1366127175628093,-0.1624,0.008001391351365246,0.8359330909633409,0.8359329700469971,0.8359332084655762,0.2721373438835144,0.0
24,0.4643,1.1380723935548385,-0.1618,0.007059023993396531,0.8359330923858861,0.8359329700469971,0.8359332084655762,0.243745818734169,0.0
25,0.4695,1.139906180431113,-0.1618,0.006660410071898759,0.8359330903943228,0.8359329700469971,0.8359332084655762,0.23124337196350098,0.0
26,0.4706,1.1402441034362414,-0.1615,0.0074370282931088836,0.8359330909633409,0.8359329700469971,0.8359332084655762,0.24975396692752838,0.0
27,0.4688,1.139707545175727,-0.1616,0.007502982219534444,0.835933087975996,0.8359329700469971,0.8359332084655762,0.24022166430950165,0.0
28,0.4716,1.1406326159680795,-0.1614,0.007194449409380164,0.8359330916746135,0.8359329700469971,0.8359332084655762,0.23980990052223206,0.0
29,0.4723,1.1409355389662084,-0.1616,0.007083147942024085,0.8359330906788318,0.8359329700469971,0.8359332084655762,0.2454978972673416,0.0
30,0.4679,1.1399351723500084,-0.1619,0.007623616010306274,0.8359330930971587,0.8359329700469971,0.8359332084655762,0.2594987154006958,0.0
31,0.4699,1.1404395798693951,-0.1615,0.008069813287058991,0.8359330930971587,0.8359329700469971,0.8359332084655762,0.27358806133270264,0.0
32,0.4759,1.1420983690799098,-0.161,0.007710160283029506,0.8359330902520683,0.8359329700469971,0.8359332084655762,0.2496882826089859,0.0
33,0.4752,1.1421308049490941,-0.1609,0.008836704250736281,0.8359330905365773,0.8359329700469971,0.8359332084655762,0.30245622992515564,0.0
34,0.4762,1.1425752408638,-0.1612,0.009738069907862133,0.8359330925281406,0.8359329700469971,0.8359332084655762,0.33953627943992615,0.0
35,0.4782,1.1435785540460908,-0.1615,0.010589202541440084,0.8359330881182504,0.8359329700469971,0.8359332084655762,0.3568180203437805,0.0
36,0.4734,1.1420930893214625,-0.1615,0.011100331468058658,0.8359330896830501,0.8359329700469971,0.8359332084655762,0.38143882155418396,0.0
37,0.4762,1.143498890699134,-0.1617,0.011509422292857296,0.8359330929549041,0.8359329700469971,0.8359332084655762,0.41076546907424927,0.0
38,0.4755,1.1439796370257338,-0.1622,0.011016352453351305,0.8359330898253047,0.8359329700469971,0.8359332084655762,0.40312424302101135,0.0
39,0.4686,1.1415434153960737,-0.1622,0.012204192738828909,0.8359330908210864,0.8359329700469971,0.8359332084655762,0.439857542514801,0.0
40,0.4627,1.140235709172694,-0.1631,0.011855073806636373,0.8359330913901044,0.8359329700469971,0.8359332084655762,0.4515938460826874,0.0
41,0.4658,1.141548642871106,-0.163,0.01182164701684278,0.8359330898253047,0.8359329700469971,0.8359332084655762,0.46631383895874023,0.0
42,0.466,1.1420020733582388,-0.1637,0.011989705353477405,0.8359330878337414,0.8359329700469971,0.8359332084655762,0.49555525183677673,0.0
43,0.4666,1.1422017350253681,-0.1639,0.011344063075743883,0.8359330899675592,0.8359329700469971,0.8359332084655762,0.5010470151901245,0.0
44,0.4626,1.1406579814499542,-0.1639,0.011233185669118293,0.8359330902520683,0.8359329700469971,0.8359332084655762,0.4828682541847229,0.0
45,0.4629,1.1411116846961693,-0.1649,0.010665269519662516,0.835933094519704,0.8359329700469971,0.8359332084655762,0.4249331057071686,0.0
46,0.4569,1.1393875729915486,-0.1658,0.011015551258100815,0.8359330913901044,0.8359329700469971,0.8359332084655762,0.4371207058429718,0.0
47,0.4621,1.1414031841545091,-0.1657,0.01130748826450266,0.8359330906788318,0.8359329700469971,0.8359332084655762,0.4686741828918457,0.0
48,0.4686,1.1440478408231896,-0.1661,0.011374473216141039,0.8359330884027595,0.8359329700469971,0.8359332084655762,0.48418864607810974,0.0
49,0.469,1.1438844965374482,-0.1653,0.011258123669248776,0.8359330896830501,0.8359329700469971,0.8359332084655762,0.4852903187274933,0.0
50,0.4687,1.1435502112218852,-0.1652,0.011564129505635446,0.8359330889717775,0.8359329700469971,0.8359332084655762,0.46585458517074585,0.0
