date,bond_10y_2y_spread,zz500_std20,hs300_pb,consume_rsi14,hs300_pe,margin_5d_chg,zz500_atr14,zz500_pb,zz500_ma5,zz500_pb_quantile,hs300_atr14,hs300_erp,hs300_ma5,bond10_macd_bar,consume_pe,consume_pe_quantile,margin_total,north_net,m0环比增长,m1环比增长,kc50_pe_p80,chip_ma5,pmi_生产经营活动预期指数,gold_rsi14,社融增量(亿元),kc50_pe_quantile,chip_macd_dif,gold_ma5,chip_std20,north_20d_sum,chip_ma20_vol,gold_std20,chip_obv,chip_macd_bar,社融存量增速(近似),chip_pb,kc50_ma20_vol
2016-03-03,0.5252,0.240650775427833,1.43,44.6121242893889,10.85,-2.166935763,0.2620586202851294,2.87,5.7715999999991965,0.058303886925795,0.0927493157356016,6.316389861751153,2.9612000000038368,,24.7609,0.5032840722495895,856572000000.0,,-0.0687,0.0486,,,54.8,,23931.0,,,,,,,,,,,,
2016-03-04,0.5568,0.2346651139688731,1.45,47.40774999058027,11.05,-3.00600337,0.2635544331219059,2.8,5.757199999999196,0.0246478873239436,0.0914100788973444,6.154573755656108,2.990400000003837,,25.05,0.5172413793103449,843536000000.0,,-0.0687,0.0486,,,54.8,,23931.0,,,,,,,,,,,,
2016-03-07,0.5764,0.2201338586271035,1.46,52.56456853250975,11.05,-0.575780332,0.2612291164703412,2.85,5.847599999999195,0.0561403508771929,0.0925950732618198,6.1194737556561085,3.038200000003837,,25.1854,0.5262725779967159,848057000000.0,,-0.0687,0.0486,,,54.8,,23931.0,,,,,,,,,,,,
2016-03-08,0.5764,0.2164226379426887,1.46,47.54412966125987,11.06,-0.507216031,0.2618556081510311,2.86,5.912799999999196,0.0611888111888111,0.0934097108859755,6.106391320072333,3.073000000003837,,24.9847,0.513136288998358,846171000000.0,,-0.0687,0.0486,,,54.8,,23931.0,,,,,,,,,,,,
2016-03-09,0.5264,0.2166044683612723,1.45,47.8421735646879,10.98,-1.513145427,0.2580802075688146,2.79,5.883199999999196,0.024390243902439,0.0928804458226915,6.214668123861566,3.072400000003837,,24.603,0.4975369458128079,841729000000.0,,-0.0687,0.0486,,,54.8,,23931.0,,,,,,,,,,,,
2016-03-10,0.5031,0.2238859435383035,1.42,47.842173564687904,10.77,-2.043248261,0.2512173355996135,2.73,5.833799999999195,0.015625,0.0911746996924993,6.419751067780874,3.065000000003837,,24.6598,0.5016420361247947,839070000000.0,,-0.0687,0.0486,,,54.8,,23931.0,,,,,,,,,,,,
2016-03-11,0.5049,0.2300081644508171,1.43,46.91473314935756,10.81,-0.924861805,0.2433446687710697,2.73,5.819399999999195,0.0173010380622837,0.0888765068573207,6.405393802035153,3.049000000003837,,24.0711,0.4712643678160919,835735000000.0,,-0.0687,0.0486,,,54.8,,23931.0,,,,,,,,,,,,
2016-03-14,0.5893,0.2295393119141783,1.44,53.9628015713287,10.94,-0.607254119,0.2447486210017075,2.82,5.815799999999196,0.046551724137931,0.0900996135103692,6.290367824497258,3.041200000003837,,24.3512,0.4811165845648604,842907000000.0,,-0.0687,0.0486,,,54.8,,23931.0,,,,,,,,,,,,
2016-03-15,0.5939,0.2273545594748765,1.45,53.96280157132871,10.98,-1.013144452,0.2357665766444427,2.8,5.788999999999196,0.0360824742268041,0.0870210696882,6.2670681238615655,3.033600000003837,,24.5523,0.4950738916256157,837598000000.0,,-0.0687,0.0486,,,54.8,,23931.0,,,,,,,,,,,,
2016-03-16,0.5901,0.2227999006148322,1.45,52.13819680911735,11.06,-1.494612041,0.2319261068841254,2.76,5.782599999999196,0.0273972602739726,0.0849481361390429,6.236191320072333,3.039200000003837,,24.2996,0.4802955665024631,829148000000.0,,-0.0687,0.0486,,,54.8,,23931.0,,,,,,,,,,,,
