date,year,month,volatility_20d
2023-11-01,2023,11,13.042739086694944
2023-11-02,2023,11,12.97981608021158
2023-11-03,2023,11,13.411379124716476
2023-11-06,2023,11,14.36308289920892
2023-11-07,2023,11,14.186002590166616
2023-11-08,2023,11,14.177771935028431
2023-11-09,2023,11,13.6594706965806
2023-11-10,2023,11,13.522616361004005
2023-11-13,2023,11,12.95033566414651
2023-11-14,2023,11,12.87491671336042
2023-11-15,2023,11,12.87521780490516
2023-11-16,2023,11,10.93162484590226
2023-11-17,2023,11,10.761407133165726
2023-11-20,2023,11,9.908440910922968
2023-11-21,2023,11,9.908457752162835
2023-11-22,2023,11,10.653619928624003
2023-11-23,2023,11,10.730051164791565
2023-11-24,2023,11,9.596265126648037
2023-11-27,2023,11,9.663484174347774
2023-11-28,2023,11,9.679092484189608
2023-11-29,2023,11,9.968260344688646
2023-11-30,2023,11,9.90880123270259
2023-12-01,2023,12,9.42166108476465
2023-12-04,2023,12,7.855196040852276
2023-12-05,2023,12,9.75850304572857
2023-12-06,2023,12,9.898607923031683
2023-12-07,2023,12,9.79763922186574
2023-12-08,2023,12,9.833771322376098
2023-12-11,2023,12,10.408288950614338
2023-12-12,2023,12,10.506699536342218
2023-12-13,2023,12,11.115639209724362
2023-12-14,2023,12,10.867164792022638
2023-12-15,2023,12,10.8556782083225
2023-12-18,2023,12,10.612110453713344
2023-12-19,2023,12,10.568162206498364
2023-12-20,2023,12,10.441112680294538
2023-12-21,2023,12,10.957581108561888
