日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2016-06-15,=7700.0666,=8697.2900,=1776676578696.2002,=1465322237877,=749613394234.9928,=3.5781,=0.2921,=6.1879,=4.4565,=3.4394
2016-06-14,=7553.5603,=8531.8100,=1743633923765.8999,=1438024811316,=735961839700.3213,=3.5116,=0.2454,=6.1931,=4.4566,=3.4375
2016-06-13,=7451.9758,=8417.0700,=1718926579339.6001,=1416245503677,=725437307331.8561,=3.4681,=0.2177,=6.1931,=4.4567,=3.4375
2016-06-08,=7657.9364,=8649.7100,=1858716868338,=1492686772372,=764725276018.0518,=3.6398,=0.3223,=6.1931,=4.4586,=3.4375
2016-06-07,=7750.8811,=8754.6900,=1883078585826.4995,=1512498776108,=773906656706.1168,=3.6876,=0.3397,=6.1931,=4.4605,=3.4375
2016-06-06,=7720.4555,=8720.3200,=1876744342087.2000,=1506516583641,=770670572351.5482,=3.6751,=0.3375,=6.1931,=4.4609,=3.4375
2016-06-03,=7767.7003,=8773.6900,=1889515506768.3000,=1518334333018,=776136706312.5996,=3.7002,=0.3466,=6.1941,=4.4614,=3.4371
2016-06-02,=7571.5350,=8548.6100,=1838081322210,=1473315132233,=754891778977.9893,=3.5951,=0.3022,=6.1941,=4.4624,=3.4371
2016-06-01,=7530.6859,=8502.4900,=1827536286993.7000,=1463940634949,=750468798106.8739,=3.5745,=0.2905,=6.1941,=4.4635,=3.4371
2016-05-31,=7515.0945,=8484.8800,=1824859526399.6001,=1462445078851,=749131545512.3795,=3.5693,=0.2889,=6.1941,=4.4637,=3.4371
2016-05-30,=7277.3464,=8210.1200,=1766557256980.8999,=1415368223359,=725380348704.5571,=3.4495,=0.2086,=6.1941,=4.4639,=3.4371
2016-05-27,=7297.3524,=8231.2000,=1769261824719.2998,=1415846047078,=726381885353.9178,=3.4526,=0.2087,=6.1979,=4.4653,=3.4367
2016-05-26,=7305.6463,=8240.5600,=1770100315935.9998,=1417419096490,=726683318573.0359,=3.4542,=0.2100,=6.1979,=4.4666,=3.4367
2016-05-25,=7325.4962,=8262.9500,=1774229000273.6001,=1420418989196,=727685483609.3448,=3.4641,=0.2131,=6.1979,=4.4683,=3.4367
2016-05-24,=7392.8823,=8338.9600,=1781851015326.1001,=1432217877983,=734170265341.9592,=3.5385,=0.2676,=6.1979,=4.4701,=3.4367
2016-05-23,=7478.1324,=8435.1200,=1804297143262.3999,=1448735797595,=742318271337.9642,=3.5830,=0.2899,=6.1979,=4.4702,=3.4367
2016-05-20,=7409.0260,=8355.5100,=1786831224718.2996,=1434769083263,=735301236677.6322,=3.5456,=0.2721,=6.1993,=4.4704,=3.4364
2016-05-19,=7350.9055,=8289.9600,=1772095505236.7004,=1420650278870,=728956479025.3335,=3.5164,=0.2466,=6.1993,=4.4739,=3.4364
2016-05-18,=7372.1184,=8313.4600,=1777022322105.3999,=1424634719269,=731010043605.5529,=3.5258,=0.2521,=6.1993,=4.4774,=3.4364
2016-05-17,=7507.7488,=8466.1300,=1810843373497.3003,=1451147323030,=744787513809.3270,=3.5925,=0.2948,=6.1993,=4.4783,=3.4364
2016-05-16,=7596.8445,=8565.5900,=1830982889482.6011,=1468480978041,=753396801841.6283,=3.6369,=0.3165,=6.1993,=4.4791,=3.4364
2016-05-13,=7474.7904,=8427.9700,=1805376239246.4004,=1447852627073,=741662633052.0702,=3.5860,=0.2927,=6.1996,=4.4804,=3.4342
2016-05-12,=7536.6427,=8497.7100,=1819870485308.8999,=1459030627447,=748107674922.6433,=3.6148,=0.3067,=6.1996,=4.4817,=3.4342
2016-05-11,=7579.8394,=8546.4200,=1828835288724.7996,=1466404962783,=752261471143.8711,=3.6326,=0.3123,=6.1996,=4.4838,=3.4342
2016-05-10,=7393.9829,=8335.5400,=1781435209589.4993,=1431177206214,=733975585301.9351,=3.5369,=0.2656,=6.1996,=4.4859,=3.4342
2016-05-09,=7295.4692,=8224.4800,=1762500346610.6997,=1414061879516,=724246360034.1215,=3.4993,=0.2345,=6.1996,=4.4859,=3.4342
2016-05-06,=7373.3764,=8312.3100,=1780620180084.3000,=1427973509786,=731822554478.1924,=3.5353,=0.2635,=6.2017,=4.4860,=3.4324
2016-05-05,=7632.4086,=8576.3300,=1839690214920.2991,=1475112190299,=757251717864.1222,=3.6307,=0.3101,=6.2017,=4.4879,=3.4324
2016-05-04,=7598.1347,=8537.8200,=1830931634915.5000,=1468876985581,=753847182111.3511,=3.6135,=0.3054,=6.2017,=4.4898,=3.4324
2016-05-03,=7634.6553,=8578.8600,=1840489006196.8997,=1477173373642,=757843794983.4662,=3.6323,=0.3098,=6.2017,=4.4901,=3.4324
2016-04-29,=7340.4559,=8248.2700,=1766563842568.1001,=1417932549682,=728837170142.3102,=3.5096,=0.2449,=6.2017,=4.4904,=3.4324
2016-04-28,=7239.9292,=8135.3100,=1742121802634.1997,=1396245916835,=717286954467.7419,=3.5293,=0.2565,=6.2042,=4.4922,=3.4295
2016-04-27,=7263.5428,=8148.5600,=1750474128213.1001,=1399941567266,=721603172764.5709,=3.5261,=0.2530,=6.2042,=4.4939,=3.4295
2016-04-26,=7249.8071,=8133.1500,=1747591129430.1001,=1396925984673,=720128837992.9758,=3.5219,=0.2508,=6.2042,=4.4950,=3.4295
2016-04-25,=7193.4525,=8069.9300,=1735451734814.1001,=1387732118847,=714051251356.2527,=3.5393,=0.2654,=6.2042,=4.4961,=3.4295
2016-04-22,=7206.5728,=8084.6500,=1738102924316.5000,=1389429281380,=713808958423.6285,=3.5514,=0.2710,=6.2042,=4.4962,=3.4295
2016-04-21,=7125.2364,=7993.4000,=1714913562475.4998,=1369856283117,=705266719697.0319,=3.5055,=0.2433,=6.2063,=4.4963,=3.4293
2016-04-20,=7140.0726,=8010.0500,=1715301406083.1001,=1370722518950,=706678559149.2590,=3.5431,=0.2665,=6.2063,=4.4975,=3.4293
2016-04-19,=7345.2431,=8240.2200,=1766002564485.6001,=1407333221707,=726139851753.2865,=3.6541,=0.3158,=6.2063,=4.4986,=3.4293
2016-04-18,=7339.2866,=8233.5300,=1764335056915.8997,=1407862158253,=725913424059.3364,=3.6571,=0.3172,=6.2063,=4.4989,=3.4293
2016-04-15,=7428.3558,=8333.4500,=1785517847966.7002,=1424482023518,=734443427161.7791,=3.7010,=0.3337,=6.2063,=4.4991,=3.4293
2016-04-14,=7439.2582,=8343.9500,=1789194226910.9995,=1424650329704,=735227528057.0258,=3.6962,=0.3321,=6.2068,=4.5022,=3.4269
2016-04-13,=7380.0870,=8277.5800,=1774263026427.0996,=1414006509036,=729548209513.8566,=3.6654,=0.3214,=6.2068,=4.5052,=3.4269
2016-04-12,=7331.3674,=8222.3800,=1765193496380.8999,=1408102902284,=725302507374.3794,=3.6457,=0.3137,=6.2068,=4.5083,=3.4269
2016-04-11,=7382.6149,=8279.8500,=1777261852706.8000,=1414490163304,=730016798408.5786,=3.6706,=0.3230,=6.2068,=4.5114,=3.4269
2016-04-08,=7307.1055,=8195.1700,=1763746576322.3000,=1405710896389,=723685612802.1238,=3.6430,=0.3122,=6.2068,=4.5124,=3.4269
2016-04-07,=7395.7059,=8294.5300,=1783746486897.7998,=1423849867255,=732571592525.2113,=3.6871,=0.3240,=6.2085,=4.5134,=3.4240
2016-04-06,=7532.0097,=8447.4000,=1815841955690.8000,=1451393437394,=746026058124.7830,=3.7534,=0.3406,=6.2085,=4.5142,=3.4240
2016-04-05,=7466.8466,=8374.3200,=1796142039601.8997,=1431099961595,=738432100521.6655,=3.7127,=0.3348,=6.2085,=4.5151,=3.4240
2016-04-01,=7365.1451,=8260.2600,=1773549601417.5000,=1413864327224,=728918617741.9220,=3.6660,=0.3215,=6.2085,=4.5174,=3.4240
2016-03-31,=7425.4160,=8325.9800,=1786295310927.1003,=1425353294834,=734792441816.3500,=3.6890,=0.3248,=6.2085,=4.5198,=3.4240
2016-03-30,=7418.1546,=8317.8400,=1786218342177.6006,=1425399414076,=734970193129.2700,=3.6958,=0.3293,=6.2096,=4.5205,=3.4228
2016-03-29,=7261.5740,=8142.2700,=1750117950116.2998,=1398611323671,=719850226132.5100,=3.6305,=0.3087,=6.2096,=4.5212,=3.4228
2016-03-28,=7382.1857,=8277.5100,=1777376039178.3999,=1421002581859,=731622153069.9701,=3.6907,=0.3248,=6.2096,=4.5213,=3.4228
2016-03-25,=7312.0326,=8198.8500,=1756934032726.3000,=1403867697416,=724495872290.4202,=3.6617,=0.3195,=6.2096,=4.5213,=3.4228
2016-03-24,=7243.9986,=8122.5600,=1742692393653.8999,=1389053943978,=717640124859.9301,=3.6340,=0.3111,=6.2096,=4.5230,=3.4228
2016-03-23,=7267.3844,=8148.7800,=1742437847175.8000,=1386660782485,=719186494500.3800,=3.6645,=0.3199,=6.2098,=4.5247,=3.4227
2016-03-22,=7250.1009,=8129.4100,=1737226689708.3999,=1384764102174,=717566378881.0201,=3.6536,=0.3158,=6.2098,=4.5253,=3.4227
2016-03-21,=7239.3249,=8117.3200,=1732354267501.0996,=1380271409710,=716302171253.3202,=3.6433,=0.3135,=6.2098,=4.5259,=3.4227
2016-03-18,=7106.7438,=7968.6600,=1701441055787.2000,=1354939195459,=702988278296.5001,=3.5846,=0.2904,=6.2098,=4.5265,=3.4227
2016-03-17,=7000.9151,=7850,=1678693360398.7000,=1339772428814,=693469415903.9602,=3.5379,=0.2672,=6.2098,=4.5271,=3.4227
2016-03-16,=6910.6113,=7748.7400,=1656699200268.5002,=1323315671046,=684785081714,=3.4901,=0.2317,=6.2120,=4.5285,=3.4222
2016-03-15,=6975.2670,=7821.2400,=1673931206310.1001,=1335257828138,=691405565993.9801,=3.5264,=0.2558,=6.2120,=4.5298,=3.4222
2016-03-14,=6923.8165,=7763.5500,=1660217978617.4004,=1324949031649,=684923656094.3900,=3.4975,=0.2382,=6.2120,=4.5306,=3.4222
2016-03-11,=6845.6496,=7675.9000,=1641118097193.3999,=1315011981437,=678068258068.4701,=3.4572,=0.2174,=6.2120,=4.5314,=3.4222
2016-03-10,=6874.4546,=7708.2000,=1648441843178.5000,=1319305477130,=680666454033.0201,=3.4840,=0.2304,=6.2120,=4.5322,=3.4222
2016-03-09,=6867.9501,=7700.9100,=1641915256490.2000,=1317206449120,=680060968506.0100,=3.4753,=0.2263,=6.2151,=4.5329,=3.4197
2016-03-08,=6977.5494,=7823.8000,=1667393158876.8999,=1336001187518,=690787439900.0701,=3.5292,=0.2560,=6.2151,=4.5333,=3.4197
2016-03-07,=7032.2031,=7885.0800,=1680782187872.2996,=1348498912709,=696702298023.0200,=3.5575,=0.2772,=6.2151,=4.5336,=3.4197
2016-03-04,=6993.7790,=7842,=1671747648403.8000,=1344746015989,=693932599102.6001,=3.5384,=0.2650,=6.2151,=4.5399,=3.4197
2016-03-03,=6909.7196,=7747.7400,=1652454506381.3003,=1323347010959,=683829139547.2301,=3.4976,=0.2373,=6.2151,=4.5462,=3.4197
2016-03-02,=6848.4726,=7679.0700,=1640799560939.5996,=1310452328614,=677220573685.5100,=3.4729,=0.2251,=6.2204,=4.5502,=3.4160
2016-03-01,=6625.1521,=7428.6600,=1587900599999.3999,=1267795772445,=655203427132.5699,=3.3696,=0.1856,=6.2204,=4.5542,=3.4160
2016-02-29,=6510.0822,=7299.6400,=1558704739813.9993,=1245325529948,=643819275466.3400,=3.3076,=0.1610,=6.2204,=4.5548,=3.4197
2016-02-26,=6677.8651,=7487.7700,=1600835786694.9993,=1274625155725,=659703016465.7401,=3.3980,=0.1927,=6.2204,=4.5554,=3.4222
2016-02-25,=6583.5700,=7382.0400,=1577932845462.9995,=1255972951581,=650132237539.5798,=3.3494,=0.1748,=6.2204,=4.5561,=3.4227
2016-02-24,=7019.3953,=7870.7200,=1678041853981.2000,=1332322433062,=692490107269.2800,=3.5643,=0.2748,=6.2244,=4.5568,=3.4227
2016-02-23,=6970.1118,=7815.4600,=1668167750800.2002,=1321597515088,=687025163916.5802,=3.5433,=0.2638,=6.2244,=4.5585,=3.4227
2016-02-22,=6970.6816,=7816.1000,=1663737845878.2998,=1317404546606,=686709503649.3500,=3.5339,=0.2596,=6.2244,=4.5603,=3.4227
2016-02-19,=6844.6069,=7674.7300,=1632573046195.6001,=1292315706733,=674079109107.8300,=3.4677,=0.2219,=6.2244,=4.5607,=3.4227
2016-02-18,=6823.7950,=7651.4000,=1625547547055.7000,=1288366142456,=672043294932.2100,=3.4528,=0.2158,=6.2244,=4.5611,=3.4227
2016-02-17,=6859.6156,=7691.5600,=1634809969446.2004,=1295746552781,=675478540502.0798,=3.4725,=0.2222,=6.2244,=4.5675,=3.4222
2016-02-16,=6819.4361,=7646.5100,=1630070910578.0005,=1292487476632,=671921530314.3898,=3.4624,=0.2179,=6.2244,=4.5740,=3.4222
2016-02-15,=6613.4908,=7415.5900,=1583958099766.6001,=1256418471180,=651855423495.8401,=3.3644,=0.1819,=6.2244,=4.5762,=3.4222
2016-02-05,=6668.9651,=7477.7900,=1597013763966.7002,=1266675116238,=657399201511.3600,=3.3922,=0.1901,=6.2244,=4.5783,=3.4227
2016-02-04,=6708.1918,=7521.7700,=1602595594667.1001,=1274348376571,=661149959119.8600,=3.4295,=0.2027,=6.2244,=4.5787,=3.4228
2016-02-03,=6636.7116,=7441.6200,=1585519810857.8000,=1261695870875,=654093455101.5898,=3.3930,=0.1910,=6.2287,=4.5790,=3.4227
2016-02-02,=6654.3812,=7461.4400,=1589412831083.8999,=1264407984826,=656010840928.7001,=3.4013,=0.1936,=6.2287,=4.5803,=3.4228
2016-02-01,=6514.6773,=7304.7900,=1556884170675.8994,=1239684536534,=642324737082.2100,=3.3317,=0.1694,=6.2287,=4.5816,=3.4240
2016-01-29,=6554.8704,=7349.8600,=1563631451848.1001,=1244749787714,=645786565006.0801,=3.3461,=0.1739,=6.2287,=4.5926,=3.4269
2016-01-28,=6360.1745,=7131.5500,=1518465700635,=1208250713870,=626454210991.1100,=3.2495,=0.1245,=6.2287,=4.6036,=3.4293
2016-01-27,=6506.7370,=7295.8800,=1552639078316.9004,=1233037635866,=640584744570.5000,=3.3226,=0.1647,=6.2290,=4.6048,=3.4293
2016-01-26,=6525.8354,=7317.3000,=1557992434347.1003,=1236439064502,=642383589103.8701,=3.3340,=0.1685,=6.2290,=4.6061,=3.4324
2016-01-25,=6880.4147,=7714.8800,=1635659733317.6997,=1295352542720,=677065921068.8801,=3.5002,=0.2295,=6.2290,=4.6092,=3.4342
2016-01-22,=6809.6677,=7635.5600,=1619697766325.8999,=1280509601146,=670477459944.5001,=3.4660,=0.2152,=6.2290,=4.6122,=3.4342
2016-01-21,=6757.4950,=7577.0600,=1608645194389.7998,=1270563984640,=665133216703.9301,=3.4424,=0.2078,=6.2290,=4.6125,=3.4342
2016-01-20,=6921.1177,=7760.5200,=1648444730127.5002,=1298466205769,=680746087487.1300,=3.5276,=0.2443,=6.2315,=4.6128,=3.4324
2016-01-19,=7064.3090,=7921.0800,=1680187368622.3999,=1327411914878,=695395706741.5399,=3.6193,=0.2910,=6.2315,=4.6130,=3.4324
2016-01-18,=6838.4310,=7667.8100,=1627620982027.6001,=1282535871239,=672104848002.7000,=3.5061,=0.2352,=6.2315,=4.6131,=3.4324
2016-01-15,=6808.6960,=7634.4700,=1622646771201.6997,=1277242757849,=668918450148.4800,=3.4954,=0.2272,=6.2315,=4.6158,=3.4324
2016-01-14,=7019.3560,=7870.6800,=1672928898312.6997,=1316370895938,=689861799482.9501,=3.6037,=0.2827,=6.2315,=4.6185,=3.4324
2016-01-13,=6871.5510,=7704.9400,=1636611064834.8000,=1287793668798,=675078521129.0300,=3.5254,=0.2432,=6.2316,=4.6200,=3.4293
2016-01-12,=7002.2320,=7851.4700,=1662562334287.2998,=1306332503493,=687236913525.9700,=3.5813,=0.2711,=6.2316,=4.6214,=3.4293
2016-01-11,=7006.7970,=7856.5900,=1666712681085.8999,=1308739561863,=687965761999.2900,=3.5903,=0.2744,=6.2316,=4.6323,=3.4293
2016-01-08,=7376.2010,=8270.8000,=1749954890987.8000,=1374685689332,=724165248044.3499,=3.7696,=0.3226,=6.2316,=4.6432,=3.4293
2016-01-07,=7218.1430,=8093.5700,=1714546442398.5002,=1347667232003,=708525972511.9299,=3.6933,=0.3051,=6.2316,=4.6447,=3.4293
2016-01-06,=7745.8090,=8685.2300,=1835387172338.5000,=1442333421708,=760544115345.5901,=3.9536,=0.3774,=6.2354,=4.6461,=3.4269
2016-01-05,=7631.9430,=8557.5600,=1810856513427.5996,=1423020702011,=749683940368.8701,=3.9008,=0.3624,=6.2354,=4.6468,=3.4269
2016-01-04,=7543.7500,=8458.6700,=1787524330742.8000,=1406471358849,=740921468532.6401,=3.8505,=0.3418,=6.2354,=4.6476,=3.4269
2015-12-31,=8107.4320,=9090.7200,=1913868347780.2000,=1505094729303,=796051416840.8202,=4.1227,=0.4085,=6.2354,=4.6486,=3.4269
2015-12-30,=8157.2830,=9146.6100,=1921469011760.7000,=1511312305506,=800848873921.9899,=4.1479,=0.4132,=6.2354,=4.6497,=3.4269
2015-12-29,=8138.6330,=9125.7000,=1917039910313.1001,=1507366985628,=799169240657.5500,=4.1384,=0.4103,=6.2367,=4.6503,=3.4240
2015-12-28,=8050.0190,=9026.3400,=1896599413631.1997,=1491917808389,=790572678171.1901,=4.0942,=0.4074,=6.2367,=4.6510,=3.4240
2015-12-25,=8255.7510,=9257.0200,=1942120229896.7000,=1530113660853,=811244561694.7000,=4.1925,=0.4190,=6.2367,=4.6541,=3.4240
2015-12-24,=8263.0160,=9265.1700,=1946123343975.8000,=1533256120117,=811928703194.0598,=4.2012,=0.4206,=6.2367,=4.6572,=3.4240
2015-12-23,=8325.4670,=9335.1900,=1953057682606.1001,=1539190915757,=818268521244.1898,=4.2161,=0.4228,=6.2367,=4.6593,=3.4240
2015-12-22,=8399.4760,=9418.1800,=1971358672372.3999,=1552645101899,=825633860034.9297,=4.2556,=0.4313,=6.2376,=4.6614,=3.4228
2015-12-21,=8357.6600,=9371.2900,=1967238737253.6001,=1550142049400,=821647622864.5602,=4.2467,=0.4297,=6.2376,=4.6623,=3.4228
2015-12-18,=7993.6570,=8963.1400,=1884020407699.6997,=1481802655259,=784764095403.4398,=4.0671,=0.4025,=6.2376,=4.6632,=3.4228
2015-12-17,=7877.3380,=8832.7100,=1863912487072.6001,=1462829457588,=772874318167.7100,=4.0237,=0.3964,=6.2376,=4.6661,=3.4228
2015-12-16,=7730.9290,=8668.5500,=1830456840586.8999,=1436013188330,=758605473410.9099,=3.9515,=0.3769,=6.2376,=4.6690,=3.4228
2015-12-15,=7762.1950,=8703.6100,=1835518555159.1001,=1442307616246,=761833215910.1401,=3.9624,=0.3816,=6.2377,=4.6701,=3.4227
2015-12-14,=7733.1650,=8671.0600,=1827997582569.3999,=1436363188846,=759108438885.7001,=3.9462,=0.3761,=6.2377,=4.6712,=3.4227
2015-12-11,=7611.8750,=8535.0600,=1758573795117.7000,=1454380730348,=763510752940.0802,=3.7590,=0.3246,=6.2377,=4.6730,=3.4227
2015-12-10,=7682.6830,=8614.4500,=1772770890472.3999,=1465423970459,=771012580745.0200,=3.7893,=0.3299,=6.2377,=4.6747,=3.4227
2015-12-09,=7712.4280,=8647.8000,=1779834781958.8997,=1471901274305,=774168943831.3900,=3.8044,=0.3346,=6.2377,=4.6788,=3.4227
2015-12-08,=7697.5290,=8631.1000,=1776994468403.8003,=1467532323389,=772630266616.0504,=3.7983,=0.3329,=6.2392,=4.6829,=3.4222
2015-12-07,=7897.0230,=8854.7900,=1822283747881.5000,=1504673128620,=792456373969.4498,=3.8951,=0.3600,=6.2392,=4.6847,=3.4222
2015-12-04,=7855.6650,=8808.4100,=1811785388815.1001,=1496294401029,=788664309529.3000,=3.8727,=0.3532,=6.2392,=4.6865,=3.4222
2015-12-03,=7901.3430,=8859.6300,=1823173775864.4995,=1507483165439,=793572185697.6400,=3.8971,=0.3618,=6.2392,=4.6940,=3.4222
2015-12-02,=7861.4320,=8814.8800,=1813984381942.2000,=1501193625610,=789722337737.2800,=3.8774,=0.3537,=6.2392,=4.7016,=3.4222
2015-12-01,=7707.4020,=8642.1700,=1779979598438.2998,=1469770416199,=774065941035.1798,=3.8047,=0.3353,=6.2438,=4.7043,=3.4197
2015-11-30,=7643.1180,=8570.0900,=1761163861701.9995,=1455748517182,=767578559129.4198,=3.7645,=0.3265,=6.2438,=4.7070,=3.4197
2015-11-27,=7638.3670,=8564.7600,=1757572103459.6997,=1452368148928,=767029574294.7800,=3.7568,=0.3248,=6.2438,=4.7072,=3.4197
2015-11-26,=8001.1840,=8971.5800,=1837944255407.3000,=1518853986419,=803525064208.0601,=3.9286,=0.3662,=6.2438,=4.7073,=3.4197
2015-11-25,=8019.6960,=8992.3400,=1844069164072.1997,=1523808010538,=805340887383.5802,=3.9417,=0.3696,=6.2438,=4.7076,=3.4197
2015-11-24,=7912.2840,=8871.9000,=1822661926132.1001,=1504864457223,=795067947836.9302,=3.8960,=0.3602,=6.2455,=4.7079,=3.4160
2015-11-23,=7907.7910,=8866.8600,=1822438831288.1997,=1505665924887,=794447525216.9302,=3.8955,=0.3591,=6.2455,=4.7083,=3.4160
2015-11-20,=7943.4150,=8906.8100,=1830655240349.1001,=1513136491630,=798429473830.3202,=3.9130,=0.3626,=6.2455,=4.7086,=3.4160
2015-11-19,=7953.2100,=8917.7900,=1834257040315.5000,=1516329713868,=799595919634.9999,=3.9207,=0.3635,=6.2455,=4.7176,=3.4160
2015-11-18,=7876.1740,=8831.4100,=1817356961335.6997,=1502796935349,=791962472307.6700,=3.8846,=0.3559,=6.2455,=4.7265,=3.4160
2015-11-17,=7912.8260,=8872.5100,=1822490769525.6997,=1507083872093,=795801046475.5905,=3.8956,=0.3594,=6.2459,=4.7322,=3.4159
2015-11-16,=7908.8270,=8868.0200,=1820109914996,=1504822083854,=795121538523.8099,=3.8905,=0.3583,=6.2459,=4.7379,=3.4159
2015-11-13,=7863.1810,=8816.8400,=1811096950019.8000,=1497139732899,=790643721415.2300,=3.8712,=0.3540,=6.2459,=4.7383,=3.4159
2015-11-12,=8035.7890,=9010.3800,=1850407094732.1001,=1529698606617,=808235071185.1602,=3.9553,=0.3711,=6.2459,=4.7388,=3.4159
2015-11-11,=8069.4440,=9048.1200,=1859010614760.6001,=1536968615999,=811207606334.9401,=3.9737,=0.3765,=6.2459,=4.7389,=3.4159
2015-11-10,=8047.6270,=9023.6600,=1854315016920.0996,=1534614798292,=809068464743.8002,=3.9636,=0.3742,=6.2489,=4.7390,=3.4155
2015-11-09,=8089.3620,=9070.4500,=1861812884994.2000,=1541013886376,=813509919971.2400,=3.9796,=0.3764,=6.2489,=4.7488,=3.4155
2015-11-06,=7983.2680,=8951.4900,=1839631090412.7000,=1523627281718,=802475043660.8998,=3.9331,=0.3643,=6.2489,=4.7586,=3.4155
2015-11-05,=7895.8500,=8853.4700,=1819180630848.7004,=1507436264965,=793762037304.7902,=3.8894,=0.3587,=6.2489,=4.7606,=3.4155
2015-11-04,=7871.7080,=8826.4000,=1815369666480.3999,=1504531263180,=791483454335.7600,=3.8995,=0.3596,=6.2489,=4.7625,=3.4155
2015-11-03,=7573.4950,=8492.0200,=1748304707734.4998,=1448448759269,=761512110329.1503,=3.7555,=0.3279,=6.2496,=4.7631,=3.4119
2015-11-02,=7587.1100,=8507.2900,=1750824974551.6997,=1450692015927,=762849679711.8899,=3.7579,=0.3281,=6.2496,=4.7637,=3.4119
2015-10-30,=7694.2880,=8627.4600,=1770152846180.0002,=1469983459400,=773587715921.7201,=3.8189,=0.3394,=6.2496,=4.7654,=3.4119
2015-10-29,=7685.7390,=8617.8800,=1768427665754.6997,=1467915259672,=772622085045.8398,=3.8077,=0.3377,=6.2496,=4.7671,=3.4119
2015-10-28,=7607.1940,=8529.8100,=1752175621884.2996,=1453263852455,=764844773261.4697,=3.7881,=0.3333,=6.2496,=4.7706,=3.4119
2015-10-27,=7741.1010,=8679.9600,=1782031023574.6001,=1476974160352,=778163873692.6600,=3.8600,=0.3492,=6.2503,=4.7740,=3.4081
2015-10-26,=7771.1200,=8713.6100,=1789414232169.6001,=1482931962836,=779266427890.4598,=3.8846,=0.3547,=6.2503,=4.7742,=3.4081
2015-10-23,=7724.4930,=8661.3300,=1780430526427.8994,=1472329951727,=774611849759.0499,=3.8658,=0.3516,=6.2503,=4.7743,=3.4081
2015-10-22,=7571.9740,=8490.3200,=1742248135361.3997,=1439061638881,=759441652511.2125,=3.8135,=0.3381,=6.2503,=4.7779,=3.4081
2015-10-21,=7363.1260,=8256.1400,=1692956538027.9998,=1402352837773,=738495948639.1812,=3.7140,=0.3233,=6.2503,=4.7814,=3.4081
2015-10-20,=7689.6480,=8622.2600,=1762134671428.7000,=1458644913706,=770312496521.4718,=3.8658,=0.3504,=6.2504,=4.7851,=3.4040
2015-10-19,=7642.9060,=8569.8500,=1749921503730.8000,=1449542060183,=765968454584.0396,=3.8398,=0.3427,=6.2504,=4.7887,=3.4040
2015-10-16,=7671.9950,=8602.4700,=1755263781901.0996,=1453872986149,=768587041109.2402,=3.8516,=0.3449,=6.2504,=4.7888,=3.4040
2015-10-15,=7568.1500,=8486.0300,=1730534523244.6001,=1436836285532,=757896896761.9822,=3.7973,=0.3366,=6.2504,=4.7889,=3.4040
2015-10-14,=7380.4150,=8275.5200,=1691913994073.1003,=1404415407395,=738924477184.1466,=3.7126,=0.3230,=6.2504,=4.7894,=3.4040
2015-10-13,=7469.6170,=8375.5400,=1711434279501.7000,=1419393045657,=748115215407.2091,=3.7554,=0.3292,=6.2505,=4.7898,=3.4013
2015-10-12,=7422.3230,=8322.5100,=1702966944903.3000,=1410838143270,=743301911445.4601,=3.7368,=0.3274,=6.2505,=4.7936,=3.4013
2015-10-09,=7222.9580,=8098.9700,=1655739002465.2000,=1373421335568,=723556242431.0668,=3.6332,=0.3039,=6.2505,=4.7975,=3.4013
2015-10-08,=7180.6230,=8051.5000,=1646551837980.2000,=1365806568731,=719291350543.0784,=3.6130,=0.2989,=6.2505,=4.8006,=3.4013
2015-09-30,=6934.3520,=7775.3600,=1590942574202.5000,=1319383155121,=694658556986.2350,=3.4906,=0.2325,=6.2505,=4.8038,=3.4013
2015-09-29,=6924.8650,=7764.7200,=1588116042856.1997,=1316937903705,=693423456959.3324,=3.4844,=0.2320,=6.2527,=4.8040,=3.3994
2015-09-28,=7003.6140,=7853.0200,=1606364854766.1001,=1331566479887,=701389605803.9420,=3.5244,=0.2526,=6.2527,=4.8041,=3.3994
2015-09-25,=6966.8730,=7811.8300,=1599351490050.2000,=1326930253389,=698114545922.6007,=3.5090,=0.2455,=6.2527,=4.8121,=3.3994
2015-09-24,=7094.6530,=7955.1000,=1626427850051.5000,=1348905339957,=710777423685.4895,=3.5684,=0.2768,=6.2527,=4.8201,=3.3994
2015-09-23,=7056.5760,=7912.4100,=1617104587658.3000,=1341769083174,=706930264679.7347,=3.5480,=0.2657,=6.2527,=4.8209,=3.3994
2015-09-22,=7174.7770,=8044.9500,=1644559101821.3000,=1366064695043,=718955687956.3470,=3.6082,=0.2930,=6.2552,=4.8216,=3.3992
2015-09-21,=7126.4900,=7990.8000,=1634342904237.6001,=1357014950004,=714612669553.6797,=3.5858,=0.2833,=6.2552,=4.8248,=3.3992
2015-09-18,=6974.7210,=7820.6300,=1602358586948.3997,=1331071166512,=699751167364.5718,=3.5156,=0.2483,=6.2552,=4.8280,=3.3992
2015-09-17,=6928.1430,=7768.4000,=1595697970540.8999,=1323643155578,=695177279080.7919,=3.5010,=0.2392,=6.2552,=4.8305,=3.3992
