日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2022-04-11,=20336.0300,=25176.6800,=6138524533730.1592,=5465138292054,=2683853710271.5308,=6.2483,=0.6810,=6.8112,=5.1646,=3.6735
2022-04-08,=20694.1400,=25620.0300,=6293094745136.1104,=5622793675994,=2749190581247.5005,=6.4069,=0.7066,=6.8119,=5.1634,=3.6728
2022-04-07,=20807.8100,=25760.7500,=6302027076318.7285,=5620549265582,=2749520127010.4307,=6.4160,=0.7094,=6.8119,=5.1629,=3.6728
2022-04-06,=21062.0200,=26075.4700,=6351101916185.3105,=5653910354128,=2771080465776.0103,=6.4660,=0.7206,=6.8119,=5.1623,=3.6728
2022-04-01,=21302.0700,=26371.7600,=6421234132766.8291,=5713015975815,=2797868201945.3311,=6.5342,=0.7328,=6.8119,=5.1622,=3.6728
2022-03-31,=20971.9900,=25963.1300,=6283091606073.5488,=5582507146936,=2736866330227.2305,=6.3936,=0.7050,=6.8119,=5.1621,=3.6728
2022-03-30,=21117.1900,=26142.8800,=6330049558723.3311,=5622423781700,=2756520496786.5493,=6.5434,=0.7333,=6.8185,=5.1617,=3.6706
2022-03-29,=20478.2900,=25351.9300,=6120139118503.4688,=5425321752165,=2665307493388.0903,=6.3265,=0.6928,=6.8185,=5.1613,=3.6706
2022-03-28,=20444.4800,=25310.0700,=6124398826966.9707,=5431140450268,=2663298186788.0903,=6.3358,=0.6943,=6.8185,=5.1600,=3.6706
2022-03-25,=20788.0700,=25735.4400,=6232384345296.2197,=5545948363242,=2709962236219.0698,=6.4490,=0.7169,=6.8185,=5.1587,=3.6706
2022-03-24,=21137.4600,=26167.9700,=6343669501873.8809,=5653247848371,=2758641190625.3101,=6.5900,=0.7436,=6.8185,=5.1583,=3.6706
2022-03-23,=21457.5600,=26564.2600,=6451462641548.4004,=5750011256761,=2796658195911.9502,=6.7028,=0.7713,=6.8185,=5.1580,=3.6685
2022-03-22,=21325.5300,=26400.8100,=6361259395160.7998,=5661628606879,=2757305541793.8491,=6.6091,=0.7493,=6.8185,=5.1571,=3.6685
2022-03-21,=21346.7000,=26427.0100,=6386119975102.3896,=5683948007262,=2764162107195.4404,=6.6347,=0.7553,=6.8185,=5.1561,=3.6685
2022-03-18,=21327.7800,=26403.5900,=6393676077158.4600,=5696605374825,=2767442609174.6504,=6.6425,=0.7575,=6.8185,=5.1560,=3.6685
2022-03-17,=21227.0800,=26278.9200,=6394523651658.6006,=5702813973102,=2761189677621.3809,=6.6450,=0.7587,=6.8185,=5.1559,=3.6685
2022-03-16,=20603.5100,=25506.9400,=6211702665426.2598,=5538817474072,=2683924776533.2085,=6.4576,=0.7208,=6.8203,=5.1551,=3.6673
2022-03-15,=20007.1400,=24768.6500,=6009079664944.0107,=5350034663796,=2592408554907.5605,=6.2470,=0.6844,=6.8203,=5.1543,=3.6673
2022-03-14,=21133.5000,=26163.0700,=6344370599273.7803,=5650579110224,=2740658786809.5698,=6.5956,=0.7459,=6.8203,=5.1542,=3.6673
2022-03-11,=22096.3000,=27355,=6628640202767.7803,=5901347725238,=2859295601737.0293,=6.8911,=0.8097,=6.8203,=5.1542,=3.6673
2022-03-10,=21948.1000,=27171.5400,=6636432958092.1699,=5918408312434,=2857299729567.5200,=6.8992,=0.8106,=6.8185,=5.1533,=3.6673
2022-03-09,=21464.7000,=26573.0900,=6503636116351.8984,=5791821379219,=2803093293820.8711,=6.7611,=0.7849,=6.8185,=5.1524,=3.6670
2022-03-08,=21588.9800,=26726.9600,=6511279901030.7998,=5797313347174,=2804100417645.0698,=6.7691,=0.7874,=6.8185,=5.1520,=3.6670
2022-03-07,=22017.6500,=27257.6500,=6550338572382.2090,=5816158137169,=2818764910624.8989,=6.8097,=0.7984,=6.8185,=5.1517,=3.6670
2022-03-04,=22926.6400,=28382.9700,=6832346774660.8711,=6070609636899,=2936679707569.9404,=7.1036,=0.8431,=6.8185,=5.1517,=3.6670
2022-03-03,=23019.7700,=28498.2600,=6882363491158.4668,=6120274423344,=2957931465928.9180,=7.1556,=0.8506,=6.8185,=5.1517,=3.6670
2022-03-02,=23489.2100,=29079.4200,=7036625222989.1104,=6262594789790,=3024435174906.8804,=7.3160,=0.8629,=6.8185,=5.1512,=3.6660
2022-03-01,=23696.9700,=29336.6300,=7102702403339.5801,=6319914841461,=3051935830477.5996,=7.3847,=0.8674,=6.8119,=5.1507,=3.6660
2022-02-28,=23105.3100,=28604.1600,=6905902820012.3594,=6145920154083,=2967916069038.6396,=7.1801,=0.8543,=6.8112,=5.1490,=3.6660
2022-02-25,=23090.8100,=28586.2000,=6903338887638.8379,=6148550223333,=2971385296732.9097,=7.1774,=0.8539,=6.8100,=5.1473,=3.6660
2022-02-24,=22894.6900,=28343.4100,=6821491788843.8213,=6072396198290,=2936818418709.4404,=7.0923,=0.8428,=6.8078,=5.1467,=3.6660
2022-02-23,=23520.1400,=29117.7100,=7031715874572.5801,=6258508284460,=3025683517189.2402,=7.3109,=0.8623,=6.8078,=5.1460,=3.6654
2022-02-22,=23541.6200,=29144.3000,=7017190424364.9004,=6228798278099,=3016519710175.1812,=7.2958,=0.8616,=6.8073,=5.1458,=3.6654
2022-02-21,=23991.1100,=29700.7600,=7190521578955.2803,=6391129916929,=3092138635463.5107,=7.4810,=0.8756,=6.8027,=5.1457,=3.6654
2022-02-18,=24010.2300,=29724.4300,=7221649423585.2383,=6425825364069,=3106932038791.5103,=7.5133,=0.8781,=6.7998,=5.1454,=3.6654
2022-02-17,=23868.6200,=29549.1200,=7171995993975.2617,=6377633710268,=3083438210625.9712,=7.4617,=0.8745,=6.7978,=5.1450,=3.6654
2022-02-16,=23886.2900,=29571,=7192321159433.0068,=6394700325191,=3089307031270.0615,=7.4828,=0.8764,=6.7978,=5.1443,=3.6653
2022-02-15,=23870.1700,=29551.0500,=7180352892911.1797,=6388269398216,=3087362501490.3003,=7.4704,=0.8754,=6.7978,=5.1437,=3.6653
2022-02-14,=23683.6200,=29320.0900,=7109607901074.7607,=6319898463806,=3059574574434.4009,=7.3968,=0.8695,=6.7956,=5.1436,=3.6653
2022-02-11,=23600.7200,=29217.4700,=7061254255342.8711,=6266547774265,=3041476430263.5508,=7.3465,=0.8672,=6.7955,=5.1435,=3.6653
2022-02-10,=23775.8100,=29434.2300,=7107426086780.1992,=6303727124077,=3066657827545.3501,=7.3945,=0.8694,=6.7953,=5.1434,=3.6653
2022-02-09,=23624.4100,=29246.8000,=7115834135775.1504,=6317789618434,=3067359001419.3706,=7.4032,=0.8697,=6.7953,=5.1433,=3.6651
2022-02-08,=22866.4400,=28308.4400,=6894176827765.3203,=6119068991287,=2971268586051.6396,=7.1726,=0.8566,=6.7926,=5.1422,=3.6651
2022-02-07,=23142.9600,=28650.7600,=6995042165374.0684,=6215676328299,=3012499489643.4204,=7.2776,=0.8637,=6.7912,=5.1411,=3.6651
2022-01-28,=23046.7200,=28531.6200,=7003093157109.0488,=6234066934423,=3014755610989.6694,=7.2860,=0.8640,=6.7905,=5.1404,=3.6651
2022-01-27,=23275.9900,=28815.4500,=7147099527918.9805,=6376998939408,=3074138082524.4990,=7.4358,=0.8721,=6.7902,=5.1397,=3.6651
2022-01-26,=23663.1300,=29294.7300,=7227782613297.4902,=6437465685318,=3104552557004.3599,=7.5197,=0.8786,=6.7902,=5.1374,=3.6647
2022-01-25,=23415.7600,=28988.4900,=7169828515870.5020,=6390927919529,=3081568505275.1099,=7.4594,=0.8743,=6.7899,=5.1350,=3.6647
2022-01-24,=23977.9800,=29684.5100,=7311177581076.3301,=6494239166689,=3137822499556.0605,=7.6065,=0.8818,=6.7888,=5.1340,=3.6647
2022-01-21,=24212.5900,=29974.9500,=7403083751938.0303,=6577532560954,=3176734621050.3804,=7.7024,=0.8854,=6.7863,=5.1331,=3.6647
2022-01-20,=24196.7700,=29955.3600,=7367005346479.4502,=6531557610541,=3164244638471.5801,=7.6649,=0.8837,=6.7845,=5.1328,=3.6647
2022-01-19,=23759.1700,=29413.6200,=7224226339241.6797,=6397530777884,=3097063768417.4312,=7.5163,=0.8794,=6.7845,=5.1325,=3.6645
2022-01-18,=23929,=29623.8700,=7241532687842.4199,=6407610267101,=3102981163345.3315,=7.5343,=0.8797,=6.7831,=5.1322,=3.6645
2022-01-17,=23704.0100,=29345.3400,=7154448121910.9785,=6329480521979,=3067094417920.8804,=7.4438,=0.8754,=6.7826,=5.1319,=3.6645
2022-01-14,=23584.6700,=29197.5900,=7141907097000.5615,=6312221323471,=3058378557913.0493,=7.4308,=0.8741,=6.7822,=5.1315,=3.6645
2022-01-13,=23816.0100,=29483.9900,=7211190800244.5801,=6366963496570,=3083856966102.6411,=7.5029,=0.8786,=6.7813,=5.1311,=3.6645
2022-01-12,=24538.8400,=30378.8500,=7458299389710.1094,=6595423259258,=3195563532697.6597,=7.7600,=0.8891,=6.7813,=5.1306,=3.6637
2022-01-11,=24347.2100,=30141.6100,=7378736125690.8896,=6526815684161,=3162568213703.1294,=7.6772,=0.8844,=6.7805,=5.1301,=3.6637
2022-01-10,=24856.6200,=30772.2600,=7506133868228.0801,=6629862286221,=3219308615341.4995,=7.8098,=0.8920,=6.7797,=5.1295,=3.6637
2022-01-07,=24653.1200,=30520.3200,=7461735153037.0596,=6594640643085,=3192271616748.7197,=7.7636,=0.8896,=6.7790,=5.1289,=3.6637
2022-01-06,=25014.5700,=30967.8000,=7573200454907.5781,=6699252901815,=3242422877547.3188,=7.8795,=0.8935,=6.7769,=5.1283,=3.6637
2022-01-05,=25431.6600,=31484.1500,=7699689117791.3604,=6811861224680,=3302115387588.9800,=8.0111,=0.9027,=6.7769,=5.1278,=3.6623
2022-01-04,=25447.4300,=31503.6800,=7721524462386.9199,=6844799098300,=3314946719897.4502,=8.0339,=0.9043,=6.7746,=5.1273,=3.6623
2021-12-31,=25216.0700,=31217.2600,=7675678319227.3701,=6819657522006,=3294865745725.6704,=7.9862,=0.9007,=6.7744,=5.1269,=3.6623
2021-12-30,=25245.7500,=31254,=7715543646789.2178,=6863296720568,=3311396799697.0200,=8.0276,=0.9036,=6.7732,=5.1261,=3.6623
2021-12-29,=25052.7300,=31015.0300,=7645016368021.2510,=6796487139409,=3279134342009.3311,=7.9543,=0.9003,=6.7724,=5.1253,=3.6623
2021-12-28,=25922.4300,=32091.7200,=7946236782423.0703,=7078048437834,=3409369283356.9092,=8.2677,=0.9124,=6.7724,=5.1249,=3.6617
2021-12-27,=25906.0700,=32071.4600,=7932775792592.4600,=7063005576616,=3404644288279.9707,=8.2537,=0.9121,=6.7717,=5.1245,=3.6617
2021-12-24,=25987.8900,=32172.7600,=8009053865721.9404,=7143764174044,=3446884490636.0098,=8.3330,=0.9153,=6.7704,=5.1234,=3.6617
2021-12-23,=25572.7500,=31658.8300,=7845315876339.9902,=6995966962565,=3372961419934.6011,=8.1627,=0.9097,=6.7693,=5.1223,=3.6617
2021-12-22,=25124.7100,=31104.1600,=7682228688943.9492,=6840153543171,=3297304459684.7700,=7.9930,=0.9034,=6.7693,=5.1218,=3.6617
2021-12-21,=24943.4800,=30879.7900,=7642046998598.7900,=6805955179118,=3276992078647.3989,=7.9512,=0.9014,=6.7693,=5.1213,=3.6617
2021-12-20,=24940.2700,=30875.8200,=7675749821532.4502,=6845159788558,=3289914791630.6802,=7.9862,=0.9027,=6.7686,=5.1185,=3.6617
2021-12-17,=24917.3400,=30847.4300,=7662440046951.1396,=6827894773001,=3283824523216.9102,=7.9883,=0.9030,=6.7686,=5.1157,=3.6617
2021-12-16,=25399.0200,=31443.7500,=7851312119478.1504,=7003706959605,=3363246100342.0098,=8.1852,=0.9109,=6.7659,=5.1155,=3.6617
2021-12-15,=25608.7700,=31703.4200,=7910780559728.3701,=7060766177261,=3387283948001.2510,=8.2472,=0.9118,=6.7658,=5.1152,=3.6617
2021-12-14,=26009.0200,=32198.9200,=8027767360147,=7159435617255,=3433222317346.3306,=8.3692,=0.9164,=6.7658,=5.1147,=3.6611
2021-12-13,=25985.7300,=32170.0900,=7989723906883.7393,=7118442225401,=3415397253417.0298,=8.3295,=0.9151,=6.7655,=5.1141,=3.6611
2021-12-10,=25883.1100,=32043.0400,=7611246201168.2900,=7139239645344,=3410536421732.9595,=8.4708,=0.9200,=6.7631,=5.1139,=3.6611
2021-12-09,=25914.6500,=32082.0800,=7632868662105.7695,=7159071964981,=3415870419956.2813,=8.4949,=0.9220,=6.7624,=5.1137,=3.6611
2021-12-08,=25522.3500,=31596.4300,=7483882299062.2188,=7027091724533,=3354329025508.6401,=8.4422,=0.9199,=6.7584,=5.1128,=3.6611
2021-12-07,=24846.9800,=30760.3300,=7241682068103.4805,=6797831706579,=3247543368458.4907,=8.1690,=0.9123,=6.7584,=5.1118,=3.6600
2021-12-06,=24751.8600,=30642.5700,=7229968420989.5781,=6787477714700,=3242476355797.1709,=8.1557,=0.9119,=6.7513,=5.1097,=3.6600
2021-12-03,=24991.9900,=30939.8500,=7278316813987.4463,=6828601313025,=3262310595725.5811,=8.2103,=0.9129,=6.7508,=5.1077,=3.6600
2021-12-02,=24362.3900,=30160.4100,=7117977227859.9922,=6677230810646,=3185278702934.9097,=8.0294,=0.9079,=6.7455,=5.1066,=3.6600
2021-12-01,=24261.1900,=30035.1200,=7097241973457.9297,=6658100945821,=3174002407672.4009,=8.0060,=0.9072,=6.7448,=5.1055,=3.6600
2021-11-30,=24207.7800,=29969,=7073771631848.3408,=6635325521636,=3165662045656.5801,=7.9795,=0.9065,=6.7448,=5.1052,=3.6598
2021-11-29,=24636.8000,=30500.1200,=7225282675007.3496,=6779375058351,=3234053070603.6494,=8.1505,=0.9121,=6.7439,=5.1049,=3.6598
2021-11-26,=24522.7900,=30358.9800,=7161056789012.6689,=6713596149126,=3201707123669.3506,=8.0780,=0.9095,=6.7420,=5.1043,=3.6598
2021-11-25,=24712.3400,=30593.6400,=7208950946116.0908,=6754900639612,=3224622145426.4907,=8.1320,=0.9111,=6.7396,=5.1038,=3.6598
2021-11-24,=24765.6700,=30659.6600,=7213347085602.0596,=6758380723308,=3223690399314.6411,=8.1370,=0.9117,=6.7385,=5.1038,=3.6598
2021-11-23,=24569.9800,=30417.4000,=7100318852984.3887,=6642278076777,=3176989042005.8701,=8.0095,=0.9087,=6.7385,=5.1037,=3.6592
2021-11-22,=24623.2900,=30483.4000,=7064055694840.6904,=6606472135730,=3163143536008.5703,=7.9686,=0.9080,=6.7358,=5.1027,=3.6592
2021-11-19,=24630.1200,=30491.8500,=7029928639060.1016,=6568605568257,=3147536107372.1001,=7.9301,=0.9070,=6.7356,=5.1017,=3.6592
2021-11-18,=24490.1700,=30318.6000,=6952845513348.3867,=6483831347324,=3114183859033.1396,=7.8431,=0.9030,=6.7350,=5.1010,=3.6592
2021-11-17,=24543.9300,=30385.1500,=6971175922913.8604,=6502482002141,=3122823355908.8506,=7.8638,=0.9033,=6.7343,=5.1002,=3.6592
2021-11-16,=24721.4900,=30604.9700,=7013958659357.5596,=6541907701405,=3144488630249.9712,=7.9121,=0.9059,=6.7343,=5.1002,=3.6571
2021-11-15,=24337.0900,=30129.0800,=6867900041089.1494,=6398706710260,=3083196575914.7402,=7.7473,=0.8999,=6.7326,=5.1001,=3.6571
2021-11-12,=24144.7700,=29891,=6830140162801.8291,=6367995273636,=3071540452436.7397,=7.7047,=0.8975,=6.7322,=5.0996,=3.6571
2021-11-11,=24268.8500,=30044.6100,=6856605631512.9785,=6397780296549,=3083206852468.0508,=7.7346,=0.8998,=6.7318,=5.0991,=3.6571
2021-11-10,=24129.2600,=29871.7900,=6820585211876.8193,=6363160453271,=3063092006885.2295,=7.6939,=0.8978,=6.7295,=5.0958,=3.6571
2021-11-09,=24576.1300,=30425.0100,=6946325861649.3428,=6482291064841,=3120882448623.1196,=7.8358,=0.9034,=6.7295,=5.0926,=3.6570
2021-11-08,=24704.0300,=30583.3500,=7009366044740.7119,=6544045846990,=3148416045733.4795,=7.9069,=0.9050,=6.7293,=5.0908,=3.6570
2021-11-05,=24883.9700,=30806.1200,=7043212549085.0918,=6573386648928,=3163707567471.5098,=7.9451,=0.9073,=6.7290,=5.0891,=3.6570
2021-11-04,=24992.6200,=30940.6200,=7041781837433.4395,=6565317535953,=3161941303418.2500,=7.9435,=0.9073,=6.7287,=5.0873,=3.6570
2021-11-03,=24312.6800,=30098.8600,=6844737170940.4922,=6376923997080,=3077479264155.6704,=7.7212,=0.9003,=6.7269,=5.0855,=3.6570
2021-11-02,=24354.3500,=30150.4500,=6901977293921.3906,=6439293622447,=3101932391198.1694,=7.7858,=0.9032,=6.7269,=5.0844,=3.6567
2021-11-01,=24272.7100,=30049.3800,=6885633635544.9707,=6426579735518,=3097349709120.9004,=7.7673,=0.9022,=6.7252,=5.0832,=3.6567
2021-10-29,=24473.5800,=30298.0600,=6985493654503.1299,=6521572359893,=3136181132871.2891,=7.8898,=0.9052,=6.7228,=5.0830,=3.6567
2021-10-28,=23994.8200,=29705.3500,=6901385087579.4307,=6455573701325,=3244384903560.7710,=7.9105,=0.9058,=6.7223,=5.0827,=3.6567
2021-10-27,=23845.0500,=29519.9500,=6863922632498.9004,=6423331910082,=3229821089450.5103,=7.8282,=0.9048,=6.7222,=5.0824,=3.6567
2021-10-26,=24136.1000,=29880.2600,=6976089491985.7197,=6534857204677,=3283447552494.8115,=8.0318,=0.9088,=6.7222,=5.0821,=3.6565
2021-10-25,=24248.0700,=30018.8800,=7007449261468.7109,=6565136920760,=3300681248873.5317,=8.0701,=0.9091,=6.7209,=5.0820,=3.6565
2021-10-22,=24330.9200,=30121.4500,=7072510757579.7813,=6630759207056,=3328818669503.1572,=8.2739,=0.9137,=6.7206,=5.0819,=3.6565
2021-10-21,=23970.5000,=29675.2400,=6936941577442.7715,=6497776066113,=3266239647186.2144,=8.1155,=0.9107,=6.7191,=5.0800,=3.6565
2021-10-20,=24022.7100,=29739.8900,=6941441299976.5498,=6499343821284,=3268533706850.5625,=8.1173,=0.9110,=6.7191,=5.0781,=3.6565
2021-10-19,=24079.4000,=29810.0600,=6915603203781.5098,=6468169301451,=3257284845661.7759,=8.0953,=0.9109,=6.7191,=5.0775,=3.6552
2021-10-18,=23434.6500,=29011.8700,=6763422123950.2998,=6336155210077,=3185584725265.1558,=7.9130,=0.9082,=6.7170,=5.0768,=3.6552
2021-10-15,=24306.2900,=30088.7700,=7111749838844.9893,=6677585763077,=3348896530647.0723,=8.3181,=0.9146,=6.7123,=5.0764,=3.6552
2021-10-14,=24441.4000,=30256.0200,=7136120222170.2197,=6698617673382,=3360394807039.2681,=8.3466,=0.9159,=6.7120,=5.0760,=3.6552
2021-10-13,=24656.2100,=30521.9400,=7195554299623.3975,=6748433957482,=3384013932726.4360,=8.4161,=0.9182,=6.7119,=5.0754,=3.6552
2021-10-12,=24061.9600,=29786.3200,=6997153646219.5293,=6558408019062,=3289759326313.6025,=8.1841,=0.9131,=6.7119,=5.0748,=3.6541
2021-10-11,=24096.2800,=29828.8000,=6983638621908.6484,=6542055836782,=3287459610758.3018,=8.1682,=0.9131,=6.7102,=5.0745,=3.6541
2021-10-08,=24117.6200,=29855.2200,=6964357274210.3994,=6523832005872,=3279954496716.5391,=8.1457,=0.9131,=6.7095,=5.0741,=3.6541
2021-09-30,=23353.5200,=28909.3400,=6800590353283.3672,=6374164731295,=3198209005888.2085,=7.9541,=0.9110,=6.7094,=5.0729,=3.6541
2021-09-29,=23219.3000,=28743.1900,=6763560200752.2109,=6339251178278,=3182468397953.2324,=7.9108,=0.9103,=6.7087,=5.0716,=3.6541
2021-09-28,=23136,=28640.0800,=6748584913039.6006,=6326457576589,=3174018789554.5898,=7.8933,=0.9103,=6.7087,=5.0714,=3.6541
2021-09-27,=23320.7800,=28868.8100,=6830453346033.0898,=6401969527645,=3211528786372.2388,=7.9891,=0.9113,=6.7082,=5.0712,=3.6541
2021-09-24,=22212.8700,=27497.3300,=6397560758680.0518,=5989784613943,=3019274054850.5405,=7.4828,=0.8992,=6.7077,=5.0683,=3.6541
2021-09-23,=21579.3700,=26713.1100,=6191099048903.8379,=5791378044893,=2926053317888.2134,=7.2413,=0.8863,=6.7064,=5.0654,=3.6541
2021-09-22,=21305.2600,=26373.8000,=6139852948728.1592,=5746208000510,=2902321557902.1333,=7.1813,=0.8826,=6.7055,=5.0654,=3.6541
2021-09-17,=21857.1300,=27056.9600,=6318552639529.7217,=5912329553224,=2982754405770.0581,=7.3903,=0.8940,=6.7055,=5.0653,=3.6536
2021-09-16,=21369.3200,=26453.1000,=6164754408183.2695,=5763289265541,=2905596946959.0615,=7.2105,=0.8849,=6.7012,=5.0646,=3.6536
2021-09-15,=21117.8200,=26141.7700,=6096971279001.3604,=5701698331462,=2871827850558.4580,=7.1312,=0.8768,=6.7000,=5.0639,=3.6536
2021-09-14,=21571.8600,=26703.8300,=6246481907571.3799,=5845444876992,=2941419539081.2612,=7.3060,=0.8889,=6.6998,=5.0622,=3.6536
2021-09-13,=21754.3100,=26929.6700,=6280007645389.0313,=5873332709373,=2954723884096.8066,=7.3453,=0.8922,=6.6974,=5.0605,=3.6536
2021-09-10,=22018.1900,=27256.3300,=6349748086446.2207,=5938317095202,=2985805967402.6509,=7.4268,=0.8952,=6.6974,=5.0600,=3.6533
2021-09-09,=21741.4200,=26913.7100,=6252129868329.5996,=5841549945573,=2936595565181.0986,=7.3127,=0.8901,=6.6973,=5.0596,=3.6533
2021-09-08,=21789.0200,=26972.6400,=6261844369743.6436,=5850266827968,=2940526511142.6499,=7.3240,=0.8917,=6.6968,=5.0594,=3.6533
2021-09-07,=22055.0500,=27301.9600,=6360502123076.1504,=5946686766236,=2988044746416.9063,=7.4394,=0.8964,=6.6945,=5.0591,=3.6533
2021-09-06,=21997.7500,=27231.0400,=6351873927126.5703,=5938153283946,=2981785415369.7109,=7.4293,=0.8957,=6.6941,=5.0591,=3.6533
2021-09-03,=21454.4600,=26558.4900,=6216623353781.7803,=5813653829836,=2918704540923.6040,=7.2711,=0.8906,=6.6941,=5.0590,=3.6526
2021-09-02,=21144.3700,=26174.6200,=6113794581502.4590,=5718039067449,=2869392641418.1123,=7.1509,=0.8825,=6.6931,=5.0588,=3.6526
2021-09-01,=21486.2200,=26597.8100,=6201305805027.6816,=5799336040275,=2911494448964.6943,=7.2532,=0.8902,=6.6925,=5.0586,=3.6526
2021-08-31,=20868.6500,=25833.3200,=6019439769783.0410,=5607412798878,=2823156920416.3535,=7.0405,=0.8668,=6.6922,=5.0583,=3.6526
2021-08-30,=21157.9300,=26191.4200,=6135597183437.1396,=5724596884947,=2869966200619.5269,=7.1637,=0.8840,=6.6898,=5.0580,=3.6526
2021-08-27,=21170.6100,=26207.1100,=6144105880513.1787,=5726856500508,=2854856438232.9990,=7.1224,=0.8799,=6.6898,=5.0580,=3.6521
2021-08-26,=21215.3400,=26262.4900,=6159154565979.6094,=5737811718220,=2724691697808.7598,=7.1852,=0.8867,=6.6896,=5.0579,=3.6521
2021-08-25,=21849.2500,=27047.2000,=6371273018370.7803,=5942838969775,=2820826624624.4141,=7.4359,=0.8961,=6.6869,=5.0578,=3.6521
2021-08-24,=21538.8900,=26663.0100,=6257166302556.8887,=5830257373454,=2769024274762.6924,=7.3132,=0.8913,=6.6854,=5.0577,=3.6521
2021-08-23,=21141.8800,=26171.5500,=6108911537840.2393,=5687089147897,=2703402620183.2349,=7.1438,=0.8822,=6.6838,=5.0565,=3.6521
2021-08-20,=20930.6300,=25910.0500,=6044783187514.1787,=5629237804854,=2674814729140.9160,=7.0744,=0.8740,=6.6838,=5.0552,=3.6519
2021-08-19,=21902.4300,=27092.5500,=6351407229124.3027,=5926630278021,=2805183334712.7808,=7.4096,=0.8953,=6.6805,=5.0551,=3.6519
2021-08-18,=22225.5900,=27492.2900,=6428729806510.5713,=5995202475012,=2837111628035.7339,=7.4665,=0.8976,=6.6799,=5.0549,=3.6519
2021-08-17,=22203.0400,=27464.3900,=6434862597820.5098,=6004319658067,=2843229474559.6650,=7.4744,=0.8979,=6.6792,=5.0524,=3.6519
2021-08-16,=23106.6100,=28582.0700,=6697099405270.1699,=6253474535096,=2958415860327.6816,=7.7826,=0.9084,=6.6780,=5.0499,=3.6519
2021-08-13,=23015.3600,=28469.2000,=6673245487095.9688,=6233758559660,=2951491920031.4385,=7.7549,=0.9077,=6.6780,=5.0485,=3.6494
2021-08-12,=22934.5400,=28369.2300,=6641674532607.8994,=6202596000177,=2933419695573.5337,=7.7280,=0.9073,=6.6760,=5.0472,=3.6494
2021-08-11,=23362.6200,=28897.1100,=6806505536442.2100,=6360793718393,=3005955335161.0112,=7.9174,=0.9100,=6.6743,=5.0470,=3.6494
2021-08-10,=23753.1300,=29380.1300,=6938375133003.7021,=6487445015568,=3064455769563.9282,=8.0728,=0.9113,=6.6720,=5.0468,=3.6494
2021-08-09,=22844.6900,=28252.8600,=6607601751198.2314,=6168208492323,=2921724516175.6675,=7.6788,=0.9062,=6.6684,=5.0468,=3.6494
2021-08-06,=22158.9000,=27404.7100,=6439143502418.7813,=6020818810159,=2849136332539.2588,=7.4847,=0.9004,=6.6684,=5.0467,=3.6476
2021-08-05,=22260.3100,=27530.1300,=6499999501882.2520,=6078934936686,=2872337974457.8652,=7.5689,=0.9028,=6.6683,=5.0456,=3.6476
2021-08-04,=22425.4800,=27733.4800,=6575828374665.9297,=6148747064715,=2904464133786.8999,=7.6560,=0.9058,=6.6643,=5.0446,=3.6476
2021-08-03,=22777.9700,=28169.4100,=6684496777149.3184,=6251293795763,=2951637419952.2788,=7.7825,=0.9088,=6.6642,=5.0445,=3.6476
2021-08-02,=22465.9100,=27783.4800,=6620462082088.8604,=6192175930168,=2923360679042.3149,=7.7080,=0.9074,=6.6564,=5.0445,=3.6476
2021-07-30,=21485.6600,=26571.2100,=6325396349927.0713,=5913138744537,=2793495361466.9624,=7.4589,=0.9006,=6.6564,=5.0441,=3.6471
2021-07-29,=22137.2700,=27377.0500,=6573149537405.4600,=6152726846902,=2893560462587.6943,=7.7510,=0.9084,=6.6544,=5.0438,=3.6471
2021-07-28,=22245.2800,=27510.6300,=6621780118203.5400,=6200290696434,=2912786114939.0386,=7.8084,=0.9094,=6.6535,=5.0423,=3.6471
2021-07-27,=22224.2700,=27484.6500,=6550803957589.1318,=6123027849508,=2879956102229.5884,=7.7247,=0.9087,=6.6520,=5.0409,=3.6471
2021-07-26,=23110.8300,=28581.0500,=6847822123468.2813,=6402983879187,=3013928533663.8203,=8.0782,=0.9114,=6.6520,=5.0399,=3.6471
2021-07-23,=24314.8400,=30070.0400,=7235076807383.4316,=6773729324781,=3178645021688.2749,=8.5287,=0.9219,=6.6520,=5.0389,=3.6457
2021-07-22,=24872.5300,=30759.7400,=7404503664922.4385,=6928457341173,=3252162417188.1831,=8.7300,=0.9324,=6.6506,=5.0382,=3.6457
2021-07-21,=25141.0900,=31091.8600,=7488688890083.1094,=7013842194001,=3289234596359.2705,=8.8812,=0.9454,=6.6497,=5.0374,=3.6457
2021-07-20,=25286.8200,=31271.0500,=7533621727748.5195,=7055368487475,=3307874654935.6201,=8.9324,=0.9498,=6.6470,=5.0371,=3.6457
2021-07-19,=25260.3000,=31238.2500,=7515416128229.4697,=7040062316662,=3301799317777.3267,=8.9109,=0.9491,=6.6463,=5.0367,=3.6457
2021-07-16,=25269.4200,=31249.5200,=7490740738350.0703,=7008246301964,=3290988127906.4219,=8.8816,=0.9464,=6.6463,=5.0349,=3.6438
2021-07-15,=25745.2800,=31834.8100,=7634717757096.9307,=7142916789612,=3354741857825.0571,=9.0460,=0.9586,=6.6461,=5.0331,=3.6438
