日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB等权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2013-09-04,=5491.6240,=5965.4800,=1088638044698.8000,=885448717990,=462800599322.0401,=2.9342,=0.0898,=4.9407,=4.1169,=3.2647
2013-09-03,=5475.5670,=5948.0400,=1084653427795.6000,=882727977477,=461227145678.6739,=2.9275,=0.0879,=4.9408,=4.1173,=3.2647
2013-09-02,=5371.3640,=5834.8500,=1066275481037,=868733303476,=453007919241.9390,=2.8817,=0.0682,=4.9408,=4.1177,=3.2695
2013-08-30,=5371.6910,=5835.2000,=1079132847705.6998,=884775774582,=455662479400.2266,=2.8726,=0.0653,=4.9408,=4.1181,=3.2715
2013-08-29,=5415.4880,=5882.7800,=1086667617861.8998,=891008816151,=459347653562.8273,=2.8988,=0.0743,=4.9408,=4.1185,=3.2717
2013-08-28,=5431.5950,=5900.2700,=1090616001525.7002,=893709116425,=458652749401.6947,=2.8925,=0.0714,=4.9408,=4.1189,=3.2719
2013-08-27,=5488.8020,=5962.4200,=1103258758853.7998,=904407192507,=465189781540.5498,=2.9180,=0.0804,=4.9411,=4.1198,=3.2719
2013-08-26,=5461.7220,=5933,=1098820025738.4000,=900499053929,=463140786651.3701,=2.9033,=0.0746,=4.9411,=4.1207,=3.2720
2013-08-23,=5383.8310,=5848.3900,=1083841575892,=888529987856,=456830099619.3837,=2.8423,=0.0507,=4.9411,=4.1224,=3.2728
2013-08-22,=5407.5040,=5874.1100,=1090504372557.3000,=893400966036,=459041504907.6446,=2.8484,=0.0518,=4.9411,=4.1241,=3.2818
2013-08-21,=5416.3510,=5883.7200,=1093115347380.6000,=894958868687,=458865511081.4204,=2.8611,=0.0578,=4.9411,=4.1244,=3.2839
2013-08-20,=5407.5400,=5874.1400,=1089352889170.6000,=892085274415,=458040378683.6312,=2.8374,=0.0469,=4.9429,=4.1246,=3.2839
2013-08-19,=5424.6860,=5892.7700,=1094043428288.1000,=896806043981,=459584039258.8864,=2.8451,=0.0500,=4.9429,=4.1259,=3.2847
2013-08-16,=5346.9150,=5807.6700,=1081216073142.5000,=882387169771,=453096921761.2100,=2.8030,=0.0400,=4.9429,=4.1271,=3.2857
2013-08-15,=5443.0960,=5912.1400,=1100519114642.7998,=897373280828,=461404360801.2653,=2.8531,=0.0501,=4.9429,=4.1272,=3.2906
2013-08-14,=5494.9970,=5968.5200,=1110510695310.5002,=904871974091,=463611909089.2606,=2.8960,=0.0661,=4.9429,=4.1273,=3.2908
2013-08-13,=5531.2590,=6007.9000,=1118480237623.2998,=910903856092,=466127636798.9482,=2.9091,=0.0672,=4.9430,=4.1293,=3.2908
2013-08-12,=5555.1700,=6033.8700,=1120965219775.2002,=892733456955,=467868499421.7148,=2.9018,=0.0663,=4.9430,=4.1313,=3.2942
2013-08-09,=5461.1650,=5931.7700,=1099288024448.3000,=874629999533,=459820328237.8183,=2.8414,=0.0472,=4.9430,=4.1326,=3.2955
2013-08-08,=5447.1380,=5915.1500,=1098787813305.2998,=875156307838,=459140903918.4143,=2.8399,=0.0463,=4.9430,=4.1338,=3.2956
2013-08-07,=5446.0690,=5913.9900,=1098633612186.9000,=875327108094,=459395706530.6961,=2.8255,=0.0423,=4.9430,=4.1397,=3.2963
2013-08-06,=5458.4630,=5927.4500,=1101185413422.6997,=876704805555,=460404120866.0259,=2.8537,=0.0484,=4.9432,=4.1456,=3.2963
2013-08-05,=5430.2900,=5896.8500,=1096007562700,=872650659033,=458095266470.9758,=2.8224,=0.0414,=4.9432,=4.1462,=3.2970
2013-08-02,=5308.6770,=5764.7900,=1074881316102,=857182315786,=448507921718.4150,=2.7423,=0.0273,=4.9432,=4.1468,=3.2991
2013-08-01,=5267.3390,=5719.9000,=1066167720545.2000,=850039950009,=444410173519.0869,=2.7264,=0.0243,=4.9432,=4.1484,=3.3012
2013-07-31,=5190.5190,=5636.4800,=1047898067363.8000,=834720892161,=437776073915.1715,=2.6546,=0.0111,=4.9432,=4.1499,=3.3019
2013-07-30,=5232.8840,=5666.4900,=1055913582829.8000,=840994385431,=441170791293.3056,=2.6438,=0.0071,=4.9450,=4.1508,=3.3019
2013-07-29,=5221.4320,=5654.0900,=1054627697087.9000,=841315264770,=440861192051.9397,=2.6332,=0.0041,=4.9450,=4.1517,=3.3030
2013-07-26,=5314.0710,=5751.4700,=1073546896137.3998,=856736698640,=448950834135.3679,=2.6868,=0.0112,=4.9450,=4.1534,=3.3034
2013-07-25,=5372.3920,=5812.8300,=1087801296562.9000,=868175805097,=454070879045.1265,=2.7180,=0.0163,=4.9450,=4.1551,=3.3073
2013-07-24,=5359.8480,=5799.2600,=1080947135595.1000,=862402260558,=452545045875.5548,=2.7202,=0.0163,=4.9450,=4.1557,=3.3080
2013-07-23,=5355.3950,=5791.5200,=1083384864104.5000,=865586832630,=452908677012.7805,=2.7251,=0.0163,=4.9455,=4.1562,=3.3080
2013-07-22,=5237.4750,=5663.9900,=1059783205456.5000,=846699173745,=442807937441.6253,=2.6717,=0.0102,=4.9455,=4.1571,=3.3111
2013-07-19,=5182.0890,=5603.1100,=1053080296294,=841607799409,=438639370551.6964,=2.6387,=0.0041,=4.9455,=4.1579,=3.3131
2013-07-18,=5307.3090,=5738.5000,=1082093869067.3000,=865837459286,=450039166596.2821,=2.6960,=0.0092,=4.9455,=4.1581,=3.3172
2013-07-17,=5353.5740,=5787.4700,=1091639164733.4000,=873919734780,=453774221213.0186,=2.7824,=0.0204,=4.9455,=4.1582,=3.3180
2013-07-16,=5483.4830,=5927.9100,=1117079166774.1001,=894082977824,=464675359280.2945,=2.8423,=0.0317,=4.9461,=4.1588,=3.3180
2013-07-15,=5447.1650,=5888.6500,=1107914677735.3000,=885963986883,=461441927499.3109,=2.8060,=0.0277,=4.9461,=4.1594,=3.3203
2013-07-12,=5385.5560,=5820.7300,=1098143941412.0004,=878051280992,=456871774795.3565,=2.7660,=0.0185,=4.9461,=4.1611,=3.3211
2013-07-11,=5413.8070,=5850.6100,=1109779542319.6001,=888638350639,=460084590006.1791,=2.7938,=0.0246,=4.9461,=4.1628,=3.3217
2013-07-10,=5312.3120,=5737.9600,=1088861809462.9000,=871658340977,=451976052853.0880,=2.7119,=0.0103,=4.9461,=4.1652,=3.3217
2013-07-09,=5225.3400,=5644.0200,=1071274725360.9000,=857736518611,=444895877513.3304,=2.6524,=0.0072,=4.9461,=4.1675,=3.3217
2013-07-08,=5236.1790,=5655.3300,=1074586751418.1000,=861588875796,=446305276440.4389,=2.6488,=0.0062,=4.9461,=4.1680,=3.3226
2013-07-05,=5337.8650,=5765.1600,=1094732284634.4000,=877308542637,=454321793091.8110,=2.7255,=0.0103,=4.9461,=4.1685,=3.3227
2013-07-04,=5363.2790,=5791.3200,=1098157406254.6998,=879757582846,=456319985758.6841,=2.7311,=0.0103,=4.9461,=4.1690,=3.3235
2013-07-03,=5383.1370,=5812.7600,=1102411293472.7998,=882665301989,=458160724430.0502,=2.7167,=0.0093,=4.9461,=4.1695,=3.3238
2013-07-02,=5344.6660,=5771.2200,=1097751416718.9000,=879511916867,=454846883964.0916,=2.7136,=0.0083,=4.9466,=4.1709,=3.3238
2013-07-01,=5208.8090,=5624.1800,=1070971548747.3000,=857933131114,=443575680503.4094,=2.6479,=0.0052,=4.9466,=4.1723,=3.3305
2013-06-28,=5108.2670,=5515.6200,=1061380561919.6000,=858774647873,=436769140956.6101,=2.5910,=0.0010,=4.9466,=4.1727,=3.3323
2013-06-27,=5077.5030,=5481.4600,=1053308734258.6000,=852184371256,=433818443126.5792,=2.5895,=0,=4.9466,=4.1732,=3.3326
2013-06-26,=5139.8720,=5546.1100,=1065660984899.8998,=861423247817,=438354581590.3026,=2.6284,=0.0010,=4.9466,=4.1749,=3.3330
2013-06-25,=5114.1220,=5517.5300,=1061941295526.5000,=859231677589,=436446409051.6944,=2.6116,=0,=4.9474,=4.1765,=3.3330
2013-06-24,=5109.5410,=5511.0300,=1060525288307.8002,=857855748920,=434940364811.5550,=2.6408,=0,=4.9474,=4.1773,=3.3367
2013-06-21,=5339.3490,=5758.8900,=1106962095775.2998,=894265722280,=453959463718.5878,=2.7908,=0.0083,=4.9474,=4.1781,=3.3390
2013-06-20,=5335.6020,=5754.8500,=1106115181987.0002,=894146170312,=453761278445.7869,=2.7985,=0.0104,=4.9474,=4.1781,=3.3476
2013-06-19,=5460.9910,=5889.6000,=1131812652643.3999,=914808992040,=464269141258.4258,=2.8832,=0.0261,=4.9474,=4.1781,=3.3490
2013-06-18,=5387.9070,=5809.9600,=1115883804988.3003,=901873675246,=458014329412.6559,=2.8686,=0.0209,=4.9508,=4.1808,=3.3490
2013-06-17,=5322.5130,=5738.9600,=1101133510581.1001,=893208014605,=452470826041.9985,=2.8504,=0.0136,=4.9508,=4.1836,=3.3499
2013-06-14,=5331.9880,=5748.9700,=1106849469679.8999,=898958086063,=454081697483.3875,=2.8622,=0.0168,=4.9508,=4.1837,=3.3511
2013-06-13,=5298.3400,=5711.9300,=1101469597054.3999,=895072621929,=451623816479.1873,=2.8357,=0.0126,=4.9508,=4.1838,=3.3526
2013-06-07,=5411.4310,=5833.2000,=1125862909188.3997,=912908635935,=460806033291.3814,=2.9128,=0.0273,=4.9508,=4.1850,=3.3565
2013-06-06,=5552.5230,=5941.4500,=1156906845254.1001,=937578145456,=472653884324.6186,=2.9592,=0.0399,=4.9537,=4.1861,=3.3565
2013-06-05,=5596.2670,=5988.2500,=1165006935500.6997,=942105257401,=476058681277.1320,=3.0072,=0.0568,=4.9537,=4.1862,=3.3637
2013-06-04,=5576.6940,=5967.0600,=1160056380588.2998,=938203060341,=474777426783.3716,=2.9906,=0.0526,=4.9537,=4.1864,=3.3675
2013-06-03,=5660.4510,=6056.6800,=1175416389123.6001,=950624292198,=481431062847.1708,=3.0530,=0.0664,=4.9537,=4.1867,=3.3682
2013-05-31,=5649.0210,=6042.6500,=1171853035982.8000,=946383931349,=479494533609.4674,=3.0627,=0.0717,=4.9537,=4.1870,=3.3706
2013-05-30,=5721.3460,=6114.6600,=1187032965024.5002,=958091735333,=485760583376.0623,=3.0765,=0.0718,=4.9542,=4.1875,=3.3706
2013-05-29,=5721.5830,=6114.7200,=1186094475501.2998,=959418588386,=486266154370.8749,=3.0880,=0.0719,=4.9542,=4.1880,=3.3731
2013-05-28,=5704.8600,=6096.8500,=1181267075062.6001,=957592493063,=485082396968.4067,=3.0615,=0.0709,=4.9542,=4.1886,=3.3734
2013-05-27,=5652.2990,=6039.7500,=1171077926230.2000,=949986921683,=480975196351.2014,=3.0334,=0.0614,=4.9542,=4.1891,=3.3797
2013-05-24,=5638.3030,=6020.1900,=1168556915795.3999,=948841870390,=479582213188.2698,=3.0156,=0.0583,=4.9542,=4.1906,=3.3804
2013-05-23,=5614.3220,=5994.3400,=1165205117810.2002,=946218595301,=478017768792.6155,=2.9843,=0.0488,=4.9542,=4.1921,=3.3804
2013-05-22,=5633.5310,=6014.8400,=1168452240567.5000,=947301049983,=478873971993.9363,=3.0149,=0.0563,=4.9542,=4.1934,=3.3852
2013-05-21,=5589.8420,=5967.7600,=1157097168662.8999,=936688609819,=474845226450.1094,=3,=0.0532,=4.9542,=4.1947,=3.3885
2013-05-20,=5609.6250,=5988.8800,=1158907171806.3003,=937933548221,=476304673664.3937,=2.9893,=0.0511,=4.9542,=4.1947,=3.3891
2013-05-17,=5576.4090,=5951.5100,=1151956365159.7000,=932554368916,=473671237539.6476,=2.9527,=0.0373,=4.9542,=4.1948,=3.3920
2013-05-16,=5502.7320,=5871.1100,=1135568064177.1001,=920436510917,=467777575718.3176,=2.9108,=0.0267,=4.9552,=4.1957,=3.3920
2013-05-15,=5450.8860,=5815.7900,=1127389396950.8003,=913593879646,=463765681632.5803,=2.8845,=0.0235,=4.9552,=4.1966,=3.3962
2013-05-14,=5422.5570,=5785.5700,=1118265507512.5000,=906803411959,=461003745979.0164,=2.8587,=0.0139,=4.9552,=4.1980,=3.3986
2013-05-13,=5516.3340,=5885.6200,=1141628659841.5000,=925980374371,=469491302407.2174,=2.8950,=0.0225,=4.9552,=4.1994,=3.4009
2013-05-10,=5514.6110,=5883.7800,=1140021063181.0002,=924710055362,=469370758243.6028,=2.8827,=0.0204,=4.9552,=4.1994,=3.4103
2013-05-09,=5508.7880,=5876.6900,=1139715265776.2000,=922265229703,=468868874217.3301,=2.8624,=0.0150,=4.9599,=4.1995,=3.4103
2013-05-08,=5469.2140,=5833.5000,=1120136652404.7000,=909992932549,=464173736878.2054,=2.8797,=0.0183,=4.9599,=4.1997,=3.4193
2013-05-07,=5451.7850,=5814.9100,=1118112858542.7002,=908143991919,=462618624255.6575,=2.8720,=0.0161,=4.9599,=4.1998,=3.4213
2013-05-06,=5407.2160,=5767.3800,=1102662702061,=893145159373,=457241819910.9521,=2.8534,=0.0129,=4.9599,=4.2007,=3.4216
2013-05-03,=5294.7620,=5647.4300,=1077810547939.1000,=872670960547,=447378747268.8556,=2.7938,=0.0097,=4.9599,=4.2017,=3.4222
2013-05-02,=5229.3850,=5571.9900,=1066371803663,=863533640732,=441001982325.4849,=2.7472,=0.0032,=4.9611,=4.2045,=3.4222
2013-04-26,=5263.4530,=5608.2900,=1074642093374.4000,=871093352620,=442867384740.9812,=2.7870,=0.0065,=4.9611,=4.2073,=3.4241
2013-04-25,=5355.6120,=5706.4900,=1093175088366.2000,=885108178506,=449532161278.0960,=2.8313,=0.0086,=4.9611,=4.2081,=3.4278
2013-04-24,=5382.9980,=5735.6700,=1098745099441.5000,=888589793198,=450812402462.2865,=2.8653,=0.0097,=4.9611,=4.2088,=3.4438
2013-04-23,=5347.7830,=5698.1400,=1091580853512.8000,=882378576918,=447500149679.0612,=2.8599,=0.0087,=4.9611,=4.2091,=3.4481
2013-04-22,=5442.3820,=5798.9400,=1107630914889.2998,=896354682039,=456177288476.5909,=2.9686,=0.0260,=4.9618,=4.2094,=3.4481
2013-04-19,=5485.3610,=5844.7300,=1119073375434.1001,=907928595831,=461445314831.7378,=2.9836,=0.0304,=4.9618,=4.2101,=3.4512
2013-04-18,=5394.8060,=5748.2500,=1099974166044.5000,=894240325928,=454348846617.1345,=2.9294,=0.0163,=4.9618,=4.2108,=3.4534
2013-04-17,=5417.2010,=5772.1100,=1103291655185.3999,=897373957807,=455850648680.9269,=2.9477,=0.0174,=4.9618,=4.2111,=3.4540
2013-04-16,=5310.3230,=5658.2300,=1081881361247.3000,=879748773986,=446654381747.9908,=2.9162,=0.0120,=4.9618,=4.2114,=3.4568
2013-04-15,=5333.5170,=5682.9400,=1087544948044.8000,=883253981580,=446718002084.3659,=2.9099,=0.0109,=4.9671,=4.2137,=3.4568
2013-04-12,=5407.4290,=5761.7000,=1100708176569.5000,=893805066888,=452468312732.3990,=2.9582,=0.0175,=4.9671,=4.2161,=3.4660
2013-04-11,=5373.5040,=5725.5500,=1092979429815.9000,=887442046659,=449333389542.4836,=2.9677,=0.0197,=4.9671,=4.2162,=3.4663
2013-04-10,=5415.0420,=5769.6000,=1101306074552.1001,=894812555834,=452787707564.0200,=2.9992,=0.0263,=4.9671,=4.2163,=3.4709
2013-04-09,=5346.1360,=5696.1900,=1081800555146.8000,=877815215075,=445977459979.1500,=2.9853,=0.0241,=4.9671,=4.2176,=3.4740
2013-04-08,=5369.5940,=5721.1800,=1086848490163.4000,=879322676739,=448026206513.0899,=2.9789,=0.0219,=4.9692,=4.2190,=3.4740
2013-04-03,=5321.2320,=5669.6500,=1076497110219.3002,=871716148636,=444239135431.6099,=2.9762,=0.0209,=4.9692,=4.2192,=3.4830
2013-04-02,=5355.5340,=5706.2000,=1084753672014.7000,=876051110524,=446786770239.4400,=2.9878,=0.0220,=4.9692,=4.2195,=3.4877
2013-04-01,=5420.8790,=5775.8200,=1097508208736.2002,=884856220232,=451974742300.2001,=3.0208,=0.0242,=4.9692,=4.2202,=3.4953
2013-03-29,=5460.1770,=5817.6900,=1107812593061.6001,=894294273535,=454616388362.3801,=3.0253,=0.0242,=4.9692,=4.2208,=3.5026
2013-03-28,=5503.2090,=5863.5400,=1112080999262.5000,=898473324848,=457482687785.4100,=3.1028,=0.0353,=4.9708,=4.2214,=3.5026
2013-03-27,=5577.8610,=5943.0800,=1122877087491.7998,=909158861631,=462897342218.5300,=3.1774,=0.0552,=4.9708,=4.2221,=3.5078
2013-03-26,=5644.1840,=6013.7500,=1139116524631.2998,=922911651779,=468766311864.7199,=3.1885,=0.0608,=4.9708,=4.2230,=3.5157
2013-03-25,=5617.0730,=5984.8600,=1133385060775.1003,=919054791993,=465999792722.1000,=3.2041,=0.0730,=4.9708,=4.2240,=3.5170
2013-03-22,=5618.6990,=5986.6000,=1133415559557.7002,=919169514240,=466232678940.2499,=3.1995,=0.0676,=4.9708,=4.2243,=3.5177
2013-03-21,=5619.2690,=5987.2000,=1131520214893.8000,=917203042155,=466025722803.4399,=3.1948,=0.0621,=4.9714,=4.2246,=3.5177
2013-03-20,=5587.2420,=5953.0800,=1129712129895.1001,=916134123763,=463476029275.4899,=3.1807,=0.0566,=4.9714,=4.2252,=3.5183
2013-03-19,=5454.3720,=5811.5100,=1104081093381.3003,=894684412929,=452603274149.2501,=3.1045,=0.0356,=4.9714,=4.2258,=3.5201
2013-03-18,=5494.4790,=5854.2400,=1114512399876.1001,=904070837869,=456725999693.3099,=3.1145,=0.0389,=4.9714,=4.2284,=3.5256
2013-03-15,=5569.0620,=5933.7100,=1136998717623.5000,=923740548425,=464103755482.8201,=3.1614,=0.0490,=4.9714,=4.2309,=3.5272
2013-03-14,=5581.9680,=5947.4600,=1142080434487.4998,=928628691174,=466770702184.7800,=3.1705,=0.0502,=4.9719,=4.2326,=3.5272
2013-03-13,=5611.4170,=5978.8400,=1153393415951.2998,=938116752566,=469915759411.4499,=3.1833,=0.0536,=4.9719,=4.2342,=3.5275
2013-03-12,=5654.9010,=6025.1700,=1159357342058.6001,=941919835556,=472885439104.0601,=3.2071,=0.0670,=4.9719,=4.2343,=3.5307
2013-03-11,=5752.9920,=6129.6800,=1180735828054.3000,=958248619553,=480814325864.2000,=3.2857,=0.1051,=4.9719,=4.2345,=3.5361
2013-03-08,=5789.0240,=6168.0700,=1187907383619.3999,=963758976925,=483427228338.2999,=3.3390,=0.1400,=4.9719,=4.2354,=3.5375
2013-03-07,=5872.9780,=6257.5200,=1202867625644.8999,=974932707828,=489912626222.0200,=3.3804,=0.1547,=4.9721,=4.2363,=3.5375
2013-03-06,=5878.5810,=6263.4900,=1197936718146.6001,=969499896825,=489077071470.9099,=3.3986,=0.1605,=4.9721,=4.2372,=3.5425
2013-03-05,=5785.4710,=6164.2900,=1180645747042.7998,=954378953946,=481549785581.1200,=3.3367,=0.1393,=4.9721,=4.2380,=3.5455
2013-03-04,=5664.0960,=6034.9700,=1158249047704.7998,=937705028546,=472308888257.3901,=3.2607,=0.0911,=4.9721,=4.2410,=3.5458
2013-03-01,=5700.1250,=6073.3500,=1164500816811.0996,=942890994457,=474823094259.9801,=3.3238,=0.1329,=4.9721,=4.2440,=3.5541
2013-02-28,=5680.6830,=6052.6400,=1161960556925.0002,=940760154128,=473480177061.8300,=3.3111,=0.1206,=4.9736,=4.2475,=3.5541
2013-02-27,=5631.2240,=5999.9400,=1154292712244.2000,=935109172679,=471020607330.6800,=3.2695,=0.0948,=4.9736,=4.2510,=3.5610
2013-02-26,=5666.1670,=6037.1700,=1161081233242.1001,=941052752654,=473816228838.3002,=3.2970,=0.1107,=4.9736,=4.2528,=3.5626
2013-02-25,=5788.0160,=6167,=1185948902025.7000,=961080545275,=483882187490.4399,=3.3682,=0.1437,=4.9736,=4.2545,=3.5640
2013-02-22,=5811.3060,=6191.8100,=1194740654418.2998,=968746067304,=486684178169.4000,=3.3476,=0.1348,=4.9736,=4.2568,=3.5662
2013-02-21,=5735.1740,=6110.7000,=1174713723970.1001,=951154853578,=479413380497.2700,=3.3326,=0.1327,=4.9837,=4.2591,=3.5662
2013-02-20,=5748.8650,=6125.2900,=1175642784533.0002,=950611041899,=479906292377.2499,=3.3797,=0.1453,=4.9837,=4.2601,=3.5687
2013-02-19,=5652.2740,=6022.3700,=1158346796002.8999,=937685633116,=472476434482.9800,=3.3180,=0.1216,=4.9837,=4.2611,=3.5704
2013-02-18,=5691.9780,=6064.6700,=1162992068172.3999,=943246075493,=476085930683.4701,=3.3330,=0.1320,=4.9837,=4.2621,=3.5732
2013-02-08,=5763.4140,=6140.7900,=1181799628876,=948766931927,=483438550756.2299,=3.3217,=0.1253,=4.9837,=4.2630,=3.5753
2013-02-07,=5707.8980,=6081.6400,=1170374362692,=939614515265,=478705673736.3900,=3.2818,=0.1015,=4.9847,=4.2648,=3.5753
2013-02-06,=5662.6670,=6033.4400,=1162256173461.8999,=933646836689,=474910522790.4300,=3.2715,=0.0959,=4.9847,=4.2666,=3.5799
2013-02-05,=5668.7800,=6039.9600,=1165477984250.5002,=935845938034,=475585662219.0601,=3.2542,=0.0869,=4.9847,=4.2672,=3.5837
2013-02-04,=5487.3810,=5846.6800,=1125238712411.0996,=903154822229,=459644706284.7399,=3.1952,=0.0572,=4.9847,=4.2679,=3.5889
2013-02-01,=5579.0910,=5944.4000,=1144447293804.1003,=919314996904,=467367410292.6599,=3.2445,=0.0813,=4.9847,=4.2686,=3.5942
2013-01-31,=5515.2790,=5876.4000,=1133262073230.3000,=911097790277,=462526664583.7100,=3.2100,=0.0677,=4.9856,=4.2692,=3.5942
2013-01-30,=5560.2140,=5924.2800,=1142561852077.3999,=918417229084,=466239778393.9700,=3.2338,=0.0781,=4.9856,=4.2704,=3.5943
2013-01-29,=5534.4700,=5896.8500,=1136107333783.2002,=911682075716,=463690371058.4701,=3.2167,=0.0724,=4.9856,=4.2716,=3.5952
2013-01-28,=5509.3490,=5870.0900,=1132909144607.5000,=908419980525,=461742749082.5300,=3.2001,=0.0610,=4.9856,=4.2743,=3.5965
2013-01-25,=5536.4720,=5898.9800,=1147896052447.3000,=922842514994,=466100138440.0302,=3.1580,=0.0495,=4.9856,=4.2769,=3.5980
2013-01-24,=5601.2150,=5967.9700,=1164977994809.8000,=938306858944,=472554994061.7199,=3.1819,=0.0531,=4.9872,=4.2819,=3.5980
2013-01-23,=5698.5540,=6071.6800,=1183242204535.1003,=954281975589,=480694197219.4300,=3.2600,=0.0808,=4.9872,=4.2868,=3.6117
2013-01-22,=5686.5270,=6058.8700,=1180322872674.7998,=951917904765,=479760163549.4901,=3.2647,=0.0844,=4.9872,=4.2889,=3.6123
2013-01-21,=5735.4150,=6110.9600,=1188874024101.3999,=958063368547,=483261839202.1799,=3.3019,=0.1007,=4.9872,=4.2909,=3.6123
2013-01-18,=5823.5840,=6204.9000,=1210353506914.8000,=975781519557,=491581376414.1601,=3.3012,=0.0997,=4.9872,=4.2912,=3.6163
2013-01-17,=5791.8570,=6171.0900,=1207672100578,=974103569390,=489409370871.4802,=3.2601,=0.0812,=4.9874,=4.2915,=3.6163
2013-01-16,=5827.7840,=6209.3700,=1214583681840.8999,=979672369637,=492231122839.3101,=3.2963,=0.0964,=4.9874,=4.2936,=3.6169
2013-01-15,=5844.5710,=6227.2600,=1223050614485.7000,=987458358705,=494482097809.7100,=3.3080,=0.1012,=4.9874,=4.2957,=3.6188
2013-01-14,=5786.2480,=6165.1200,=1213567301173.3000,=979117166076,=489794197284.7001,=3.2416,=0.0745,=4.9874,=4.2958,=3.6249
2013-01-11,=5647.3960,=6017.1700,=1189893297418.8999,=962526058440,=479522412201.2400,=3.1372,=0.0443,=4.9874,=4.2958,=3.6325
2013-01-10,=5734.8270,=6110.3300,=1208439219991.5002,=977129800463,=486775540434.1199,=3.2190,=0.0700,=4.9875,=4.2969,=3.6325
2013-01-09,=5740.9190,=6116.8200,=1204967961596.7002,=979818834247,=487701210130.0701,=3.2309,=0.0713,=4.9875,=4.2980,=3.6333
2013-01-08,=5639.3760,=6008.6300,=1179875572098.2002,=960401633336,=478650959199.5699,=3.2043,=0.0620,=4.9875,=4.2986,=3.6334
2013-01-07,=5508.5550,=5869.2400,=1149712074317.3999,=936637607518,=467138329556.4300,=3.1424,=0.0457,=4.9875,=4.2991,=3.6349
2013-01-04,=5480.5000,=5839.3500,=1148700407111.9998,=936652028330,=465747023676.9799,=3.1006,=0.0363,=4.9875,=4.3033,=3.6353
2012-12-31,=5528.2650,=5890.2400,=1178758030190.2998,=962083849267,=483236541309.6602,=3.2018,=0.0575,=4.9919,=4.3075,=3.6353
2012-12-28,=5491.5410,=5851.1100,=1175147788790.6001,=958389462029,=481890545949.4300,=3.1797,=0.0494,=4.9919,=4.3101,=3.6385
2012-12-27,=5437.4720,=5793.5000,=1161457945803.1001,=946510090949,=476539604703.4399,=3.1522,=0.0459,=4.9919,=4.3127,=3.6394
2012-12-26,=5415.8980,=5770.5200,=1154248038305.6001,=940432322252,=474317429272.5399,=3.1724,=0.0471,=4.9919,=4.3198,=3.6401
2012-12-25,=5345.3160,=5695.3100,=1139899561715.2002,=929629107995,=468654167525.7200,=3.1238,=0.0413,=4.9919,=4.3268,=3.6402
2012-12-24,=5246.8640,=5590.4100,=1121058820594.3000,=915280016903,=460797990276.0501,=3.0498,=0.0283,=4.9923,=4.3273,=3.6402
2012-12-21,=5314.5240,=5662.5000,=1141803397597.3999,=932551671765,=468632586410.3198,=3.0535,=0.0296,=4.9923,=4.3278,=3.6416
2012-12-20,=5338.3500,=5687.8900,=1147637510645.0002,=936516302660,=470754137666.2100,=3.0546,=0.0296,=4.9923,=4.3331,=3.6426
2012-12-19,=5360.0510,=5711.0100,=1154415528437.7000,=940668879821,=472654858695.6498,=3.0598,=0.0296,=4.9923,=4.3384,=3.6502
2012-12-18,=5313.3260,=5661.2300,=1141912700504.7000,=929720328343,=467788809547.4300,=3.0521,=0.0285,=4.9923,=4.3465,=3.6513
2012-12-17,=5292.8940,=5639.4600,=1135410435256.0002,=923061515222,=465445924736.9201,=3.0459,=0.0273,=4.9942,=4.3545,=3.6513
2012-12-14,=5215.5300,=5557.0300,=1118249914800.3999,=907149253946,=458453967579.8599,=3.0053,=0.0238,=4.9942,=4.3557,=3.6535
