iter,val_sharpe,val_net,val_mdd,turn_mean,equity_mean,equity_min,equity_max,act_std,act_sat
0,0.4645,1.1390501423626032,-0.1631,0.0005131787075916736,0.8359330946619584,0.8359329700469971,0.8359332084655762,0.012873886153101921,0.0
1,0.4638,1.1391572411059607,-0.1635,0.0007955812469018103,0.8359330935239223,0.8359329700469971,0.8359332084655762,0.02262813039124012,0.0
2,0.4641,1.139016115778108,-0.1631,0.0011016087415394748,0.8359330922436315,0.8359329700469971,0.8359332084655762,0.032940443605184555,0.0
3,0.4679,1.1400429485124508,-0.1629,0.0013002934276630884,0.8359330922436315,0.8359329700469971,0.8359332084655762,0.03633134439587593,0.0
4,0.4683,1.1399479823721903,-0.1628,0.0015170165562117584,0.8359330893985412,0.8359329700469971,0.8359332084655762,0.04614809527993202,0.0
5,0.4675,1.1398627697404222,-0.1629,0.0014901657662129914,0.8359330909633409,0.8359329700469971,0.8359332084655762,0.051698822528123856,0.0
6,0.4688,1.1403279436816307,-0.1631,0.0016808646746637713,0.8359330906788318,0.8359329700469971,0.8359332084655762,0.05888134241104126,0.0
7,0.4681,1.1403006093194865,-0.1634,0.0016188837392233436,0.8359330913901044,0.8359329700469971,0.8359332084655762,0.054234445095062256,0.0
8,0.4646,1.1388930650638929,-0.1631,0.001584792585247741,0.8359330930971587,0.8359329700469971,0.8359332084655762,0.052821915596723557,0.0
9,0.4601,1.1374575562197147,-0.1633,0.0020765584664583776,0.8359330938084313,0.8359329700469971,0.8359332084655762,0.0632215067744255,0.0
10,0.4624,1.138090358853507,-0.1632,0.0021486777038733544,0.83593309124785,0.8359329700469971,0.8359332084655762,0.06522965431213379,0.0
11,0.468,1.1394646606067949,-0.1627,0.0021131838136185894,0.8359330913901044,0.8359329700469971,0.8359332084655762,0.0651945173740387,0.0
12,0.4721,1.140547142245867,-0.1626,0.002395848030122197,0.8359330906788318,0.8359329700469971,0.8359332084655762,0.07167023420333862,0.0
13,0.4695,1.139705824233755,-0.1626,0.0024738333817029058,0.8359330881182504,0.8359329700469971,0.8359332084655762,0.0754893571138382,0.0
14,0.4744,1.140979359390656,-0.1625,0.002880076946677342,0.8359330923858861,0.8359329700469971,0.8359332084655762,0.08375174552202225,0.0
15,0.475,1.141302686336872,-0.1625,0.0031075735792055336,0.8359330913901044,0.8359329700469971,0.8359332084655762,0.08459250628948212,0.0
16,0.4767,1.1417707504272032,-0.1625,0.0029074300018301445,0.8359330901098138,0.8359329700469971,0.8359332084655762,0.08523677289485931,0.0
17,0.4842,1.1435643916111804,-0.1617,0.0030132186441262183,0.8359330967957763,0.8359329700469971,0.8359332084655762,0.09065975993871689,0.0
18,0.4886,1.144953833183105,-0.1615,0.002828292032983821,0.8359330922436315,0.8359329700469971,0.8359332084655762,0.09453194588422775,0.0
19,0.4873,1.144660694280278,-0.1615,0.003181927350654238,0.8359330929549041,0.8359329700469971,0.8359332084655762,0.10633891820907593,0.0
20,0.4796,1.1423433804540475,-0.1618,0.0032867708894688645,0.8359330955154856,0.8359329700469971,0.8359332084655762,0.11100052297115326,0.0
21,0.4781,1.1420751480192248,-0.1622,0.00395005991180074,0.83593309124785,0.8359329700469971,0.8359332084655762,0.14049918949604034,0.0
22,0.4783,1.1419615698928984,-0.1613,0.0037199462939560557,0.8359330881182504,0.8359329700469971,0.8359332084655762,0.127272829413414,0.0
23,0.4766,1.1417080536998663,-0.1617,0.0033692989613958646,0.8359330929549041,0.8359329700469971,0.8359332084655762,0.12486616522073746,0.0
24,0.481,1.1422170402075527,-0.1606,0.0036138261274961414,0.8359330939506858,0.8359329700469971,0.8359332084655762,0.13448968529701233,0.0
25,0.4662,1.1384425199649175,-0.1618,0.003914895162946569,0.8359330921013771,0.8359329700469971,0.8359332084655762,0.1381356418132782,0.0
26,0.4605,1.137228278348876,-0.1626,0.0041963566530291395,0.8359330916746135,0.8359329700469971,0.8359332084655762,0.14297720789909363,0.0
27,0.4643,1.1383290185001762,-0.1625,0.003907706721870313,0.8359330896830501,0.8359329700469971,0.8359332084655762,0.14483854174613953,0.0
28,0.4649,1.13806659383558,-0.1617,0.0041316644175240416,0.8359330923858861,0.8359329700469971,0.8359332084655762,0.15262524783611298,0.0
29,0.4749,1.140322752055674,-0.1605,0.004420817182854991,0.8359330905365773,0.8359329700469971,0.8359332084655762,0.1514667421579361,0.0
30,0.4735,1.1403391701859025,-0.1606,0.005173751911001729,0.8359330922436315,0.8359329700469971,0.8359332084655762,0.16559767723083496,0.0
31,0.4694,1.139295941073881,-0.1611,0.0050894895075044655,0.8359330946619584,0.8359329700469971,0.8359332084655762,0.17158865928649902,0.0
32,0.4796,1.141388746335092,-0.1597,0.005398795791059234,0.8359330919591226,0.8359329700469971,0.8359332084655762,0.17431677877902985,0.0
33,0.4853,1.1432026499063808,-0.1595,0.005939788422891804,0.835933094519704,0.8359329700469971,0.8359332084655762,0.1912144273519516,0.0
34,0.4843,1.143026916333003,-0.1592,0.00712060690068402,0.8359330906788318,0.8359329700469971,0.8359332084655762,0.2183198183774948,0.0
