#{"t_start": 1789554758.4510276, "env_id": "None"}
r,l,t
-7.01426,2097,4.394417
-7.400103,2097,6.279978
-7.319375,2097,10.825514
-7.475451,2097,12.883097
-7.264972,2097,17.115059
-7.354545,2097,19.249248
-7.00181,2097,23.097477
-7.538936,2097,24.973572
-7.311487,2097,28.898229
-7.176559,2097,30.64725
-7.109505,2097,34.555831
-7.248046,2097,36.955698
-7.265667,2097,41.098871
-7.284888,2097,42.861036
-7.380437,2097,46.579286
-7.229711,2097,48.33328
-7.291314,2097,52.106582
-7.166113,2097,53.906408
-7.156232,2097,57.68222
-7.237688,2097,59.449918
-7.311856,2097,63.125334
-7.105086,2097,64.783558
-7.402893,2097,68.43932
-7.101419,2097,70.202596
-7.179477,2097,73.965405
-6.93803,2097,75.844171
-7.233737,2097,79.520704
-7.312929,2097,81.277169
-6.966891,2097,85.026716
-7.327227,2097,86.747974
-7.352817,2097,90.50982
-7.044445,2097,92.35251
-7.226587,2097,96.098035
-7.137325,2097,97.816854
-7.094145,2097,101.436773
-7.072091,2097,103.084527
-7.497484,2097,106.733847
-7.335103,2097,108.466796
-6.957319,2097,112.246633
-7.012107,2097,114.002219
-7.221567,2097,117.731875
-7.159365,2097,119.475832
-7.173401,2097,123.230538
-7.181819,2097,124.99034
-7.148201,2097,128.654661
-7.107666,2097,130.353045
-7.104451,2097,134.032979
-7.217654,2097,135.781765
-6.907092,2097,139.487511
-7.314759,2097,141.249775
-6.885929,2097,145.015547
-7.200214,2097,146.765374
-7.055268,2097,150.492618
-7.427382,2097,152.243036
-7.016331,2097,155.99915
-6.884644,2097,157.746349
-6.910923,2097,161.497445
-6.774472,2097,163.256832
-7.255902,2097,167.018741
-6.864636,2097,168.797637
-6.883306,2097,172.545243
-6.98057,2097,174.32569
-6.937463,2097,178.083582
-6.626907,2097,179.803928
-6.971205,2097,183.548737
-6.807367,2097,185.312588
-6.916772,2097,189.062519
-6.622018,2097,190.811807
-6.864859,2097,194.457434
-6.563955,2097,196.134186
-7.096351,2097,199.820672
-7.00256,2097,201.565615
-6.546271,2097,205.330827
-6.96618,2097,207.078637
-7.361328,2097,210.85749
-7.113424,2097,212.620209
-6.745369,2097,216.366629
-7.220803,2097,218.112745
-6.882423,2097,221.842872
-6.893621,2097,223.604416
-6.949348,2097,227.368325
-6.835276,2097,229.123545
-6.829745,2097,232.948946
-7.100258,2097,234.711248
-6.810395,2097,238.439973
-6.520235,2097,240.18789
-6.809117,2097,243.919141
-6.671102,2097,245.681669
-7.015411,2097,249.436147
-7.186093,2097,251.18553
-6.616947,2097,254.95347
-6.666176,2097,256.709028
-6.647015,2097,260.374149
-6.979544,2097,262.007577
-7.066998,2097,265.676867
-6.863052,2097,267.426966
-6.515431,2097,271.193091
-7.064343,2097,272.934877
-6.69699,2097,276.701666
-6.556304,2097,278.456459
-6.279264,2097,282.222241
-6.568505,2097,283.913891
-6.647176,2097,287.443245
-7.164384,2097,289.129995
-6.63661,2097,292.999329
-6.481552,2097,294.751371
-6.654933,2097,298.534317
-6.772624,2097,300.307437
-6.697658,2097,304.145678
-6.852494,2097,305.913654
-6.501205,2097,309.694809
-6.638532,2097,311.436375
-6.529426,2097,315.177099
-6.519299,2097,316.91992
-6.901647,2097,320.645454
-6.589444,2097,322.399911
-6.732723,2097,326.054954
-6.587873,2097,327.706431
-6.737699,2097,331.362347
-6.66469,2097,333.109702
