#{"t_start": 1789555144.4032798, "env_id": "None"}
r,l,t
-7.225952,2097,2.962121
-7.127165,2097,4.7054
-6.997917,2097,8.346349
-7.466088,2097,10.051688
-7.058714,2097,13.762138
-7.301843,2097,15.505922
-7.382177,2097,19.114845
-7.402469,2097,20.875121
-7.467034,2097,24.575416
-7.305936,2097,26.341265
-7.146016,2097,30.077029
-7.451101,2097,31.81654
-7.107688,2097,35.565519
-7.224155,2097,37.301348
-7.105849,2097,41.042457
-7.240319,2097,42.885705
-7.404708,2097,46.660769
-7.67694,2097,48.458401
-7.148364,2097,52.279485
-7.315999,2097,54.058922
-7.359016,2097,57.934488
-7.270917,2097,59.694086
-7.197169,2097,63.465498
-7.321239,2097,65.268746
-7.096551,2097,69.051445
-7.330297,2097,70.76939
-7.241111,2097,74.300215
-7.147326,2097,76.020647
-7.47053,2097,79.798508
-7.121179,2097,81.549205
-7.166402,2097,85.411939
-7.229927,2097,87.232932
-7.081874,2097,91.098179
-6.809342,2097,92.903202
-7.473588,2097,96.747763
-7.350808,2097,98.509755
-6.952507,2097,102.281739
-7.270489,2097,104.06995
-7.02614,2097,107.836569
-7.325165,2097,109.588036
-7.385807,2097,113.387877
-7.111034,2097,115.133281
-6.968171,2097,118.969709
-7.232412,2097,120.738253
-6.815568,2097,124.507341
-7.289957,2097,126.26747
-7.345152,2097,130.016795
-7.366579,2097,131.758618
-7.006071,2097,135.489122
-7.219038,2097,137.182126
-7.337776,2097,140.804988
-7.146844,2097,142.597985
-7.403813,2097,146.363979
-7.044054,2097,148.131168
-7.425556,2097,151.933358
-7.209796,2097,153.752295
-6.875516,2097,157.517627
-7.167507,2097,159.300598
-7.576265,2097,163.105848
-7.248889,2097,164.895062
-7.267415,2097,168.679535
-7.344652,2097,170.467354
-6.974051,2097,174.21716
-6.746629,2097,175.962508
-6.667328,2097,179.723044
-6.860815,2097,181.476181
-7.363236,2097,185.238933
-7.45405,2097,187.005147
-7.036642,2097,190.760557
-7.404495,2097,192.501138
-7.19143,2097,196.264828
-6.931239,2097,198.138532
-6.836471,2097,201.860144
-6.951833,2097,203.553032
-7.764078,2097,207.177173
-6.819152,2097,209.023585
-6.754622,2097,213.018338
-6.74448,2097,214.677718
-6.891224,2097,218.258009
-7.380412,2097,220.564162
-6.95129,2097,224.864363
-7.160977,2097,226.881176
-6.948322,2097,230.604625
-7.18007,2097,232.409494
-6.86701,2097,236.131613
-7.143821,2097,237.899935
-7.304643,2097,241.678485
-7.119756,2097,243.400557
-7.138164,2097,247.364209
-7.032303,2097,249.128138
-6.803278,2097,252.911183
-6.846539,2097,254.667471
-7.063373,2097,258.430576
-7.049677,2097,260.232162
-7.102898,2097,263.99709
-6.85446,2097,265.751994
-6.983736,2097,269.454512
-7.427807,2097,271.115703
-7.215004,2097,274.729064
-6.923297,2097,276.488555
-6.844295,2097,280.213975
-6.805015,2097,281.974033
-7.485266,2097,285.704548
-7.108734,2097,287.470445
-6.881419,2097,291.276198
-6.881016,2097,293.02376
-6.869907,2097,296.864055
-6.966649,2097,298.657559
-7.11231,2097,302.379907
-6.905514,2097,304.143625
-7.006733,2097,307.914824
-6.901325,2097,309.684884
-7.545421,2097,313.522824
-6.812472,2097,315.318105
-6.788709,2097,318.961533
-7.068678,2097,320.70565
-6.874611,2097,324.428714
-6.834946,2097,326.180046
-6.57937,2097,329.921473
-6.930065,2097,331.777599
