date,沪深300,等权,风险平价,MVO,动量,动态评分,LGB融合
2021-09-10,1358254.6248226843,2796578.519278057,2829657.8588476013,5835761.716401597,2746285.907934032,4245378.452198371,2571955.796651696
2021-09-13,1351037.6782869122,2761242.7309326087,2813908.5328284563,5794298.103022445,2710359.958333374,4212866.684570394,2552736.648139786
2021-09-14,1333415.9641624081,2752417.7982107345,2806645.0114542516,5772127.910180226,2692559.437266674,4207266.3699707,2548310.0318955323
2021-09-15,1319262.8706632424,2737443.4416728923,2802030.4696410038,5771473.211697154,2681134.2727374937,4207328.339919161,2542062.802264866
2021-09-16,1304309.6976505483,2706458.0109776454,2779556.291203124,5691442.790886526,2624589.893498748,4162625.443917789,2525363.296656905
2021-09-17,1314701.3557810697,2714855.6569890515,2778134.151492658,5682504.034554422,2629027.9483688194,4152971.768112111,2526149.4509458747
2021-09-22,1305884.5093871409,2715806.4677697862,2787942.5528810355,5719855.121248838,2641532.661131899,4182789.8310704315,2532941.4606879232
2021-09-23,1313608.1529114028,2730527.4017389747,2790986.4738352136,5751827.758374438,2665797.5893568927,4189078.473395994,2535591.5888444297
2021-09-24,1315462.5575325757,2734875.4238653183,2783893.8126084856,5709101.4761968795,2647612.7481851433,4167383.9151223185,2535126.2137841485
2021-09-27,1323986.2750721332,2745881.2748331167,2777269.09692269,5648336.399379982,2628961.948768151,4149326.0243162266,2541093.6496960996
2021-09-28,1321572.1980197458,2733905.5253987084,2769641.1140122893,5648340.282433033,2627875.434568731,4141030.1061465554,2531820.7152444595
2021-09-29,1312755.7196966298,2712046.552079709,2755774.160387459,5572305.011751786,2580342.6307558143,4108308.094406486,2522906.603692278
2021-09-30,1316477.4209912498,2725559.9384075548,2762610.4374993937,5600562.247361409,2596711.0679826583,4116103.411148905,2527401.3348015915
2021-10-08,1335404.5627035042,2743629.9208093025,2773631.102140375,5615003.324599287,2604535.3730459795,4137155.5594839104,2539368.7359153708
2021-10-11,1335124.5538427848,2735510.823469854,2767860.0717601324,5602454.029590833,2595583.2681628633,4128747.400035585,2533328.1175147267
2021-10-12,1321239.8846234838,2702053.4911183896,2749018.761802108,5522670.394712329,2542976.0421522255,4104136.036820848,2518684.5237684357
2021-10-13,1336165.0838765702,2733579.546967944,2764120.4313364085,5584598.728284021,2579501.700830492,4129025.4591639633,2532757.178605084
2021-10-14,1328949.5010067208,2739022.835957431,2771004.827959587,5594115.499372005,2582587.67975904,4144694.697113412,2541332.3873404455
2021-10-15,1335338.3218060855,2757335.424585738,2779121.4172169254,5639859.492093652,2618992.1167669157,4156885.026974112,2548672.493911261
2021-10-18,1319853.7154998316,2725089.5743705234,2756482.102944127,5592805.165931936,2604214.140195987,4115777.015473614,2524993.5297837323
2021-10-19,1332377.63154088,2751352.5021278705,2770867.513815363,5636228.350662673,2622016.175937177,4139815.781150765,2538115.4830939877
2021-10-20,1328630.0217487463,2747881.296781106,2769127.3880549204,5630962.881805376,2618072.0860113804,4135136.042287656,2536063.963205981
2021-10-21,1334485.1124228549,2739750.915263397,2768851.139978466,5598358.075682551,2600448.7378569925,4129904.895878069,2535428.8781322623
2021-10-22,1343274.1938330284,2759220.670580413,2777903.329530736,5636880.961553286,2622930.3060814976,4150529.880478828,2546330.3589874087
2021-10-25,1347795.3516745695,2771053.7238600045,2783647.0103988205,5666960.9661774635,2643251.0326050334,4158225.7099885587,2550465.2655611066
2021-10-26,1343247.5415481366,2766084.3624319565,2783582.389122108,5659310.261494466,2639895.0732223634,4158758.818583274,2550842.146746193
2021-10-27,1325630.0977801103,2742933.057568483,2768507.605182173,5627828.539624737,2614896.38815069,4139061.121682631,2537453.437135493
2021-10-28,1320015.6927535883,2744393.226935245,2770093.821404112,5619301.717845094,2601931.4975357116,4148267.7490108805,2542571.2998154373
2021-10-29,1328537.7564158048,2775427.4859579504,2785328.536103592,5682455.652510425,2634566.2527412334,4168846.5501671485,2555164.078086473
2021-11-01,1324257.0390148554,2775202.121145315,2785443.490806259,5682799.492485461,2644726.3486269955,4166806.2242410355,2554523.3918335014
2021-11-02,1310374.5428274584,2781562.92066629,2788302.658836781,5710472.00366608,2656609.7926776577,4184955.5319529427,2561824.701985546
2021-11-03,1305027.2278232318,2773440.725671988,2784303.9230829966,5704086.553544899,2653429.321939884,4177576.158610526,2556569.1306830742
2021-11-04,1317549.7971081303,2799857.05530077,2796007.2017317857,5779324.937203339,2673614.0291016567,4198799.208600455,2566381.0454940484
2021-11-05,1313002.6479284456,2794751.8448503753,2796343.9280510955,5758930.604179815,2668465.5145127866,4205648.368468055,2570118.9198853853
2021-11-08,1311922.7907878442,2791997.6661744164,2799569.441559166,5734941.440317572,2658886.7189709716,4207773.109508667,2573474.144751515
2021-11-09,1311376.3653165773,2807904.185664293,2807246.1837972254,5766765.144724591,2682318.604878689,4220615.774699837,2581230.4371585436
2021-11-10,1304695.7922517445,2797400.3777901516,2800474.5493125212,5738171.726342487,2681264.300290463,4208973.005872533,2575330.7443876197
2021-11-11,1326018.8389024604,2826189.182599245,2818522.5395787456,5780282.894427241,2703667.909426991,4234505.144034448,2592356.1220633644
2021-11-12,1325472.2894086484,2826406.7260538307,2820292.8863340737,5777448.810205952,2708117.6402411205,4234607.211683518,2593143.2872678568
2021-11-15,1323858.9721281547,2816527.827908064,2816263.7325897543,5756861.509615421,2685903.5043263463,4228078.583066685,2589506.313328022
2021-11-16,1322779.0706999754,2812839.8663777523,2816093.073632008,5749352.193638324,2667457.783581286,4231131.755286837,2590659.044787232
2021-11-17,1322499.258562964,2816238.336209513,2816671.0937576513,5750893.905542812,2674432.0940682506,4227143.7248023795,2589882.149425747
2021-11-18,1310751.9245002337,2805734.044956714,2814024.2936539412,5731952.061992407,2665737.0632957625,4226984.3300994905,2588539.663105104
2021-11-19,1325406.541730692,2824909.157760283,2824315.1177765448,5765138.61093019,2679526.637248392,4235443.872471266,2595487.7622469463
2021-11-22,1328860.2510137144,2849942.7365020383,2834146.6388289975,5833251.133666576,2723269.5646137893,4250884.959534647,2603646.6049144515
2021-11-23,1329647.104150243,2839311.619241021,2825431.8127887826,5820563.637836987,2718469.9237518325,4230024.178223993,2591919.970325883
2021-11-24,1332567.3504601899,2838441.2295904495,2823988.042490588,5826658.63522819,2713050.1805691263,4227394.912890581,2589636.03855786
2021-11-25,1327487.3345366442,2835454.2224689266,2822420.794897389,5825201.569697459,2715211.2968871132,4227206.5700742435,2588672.0938356468
