日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM正数等权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2023-09-20,=19002.6600,=24359.2400,=5995813409692.1299,=5504563206200,=2640768100926.8906,=25.8102,=0.1420,=38.1982,=30.8470,=26.9332
2023-09-19,=19033.9100,=24399.3100,=6010769115439.5605,=5518911622256,=2645586814137.5698,=25.8845,=0.1478,=38.3813,=30.8536,=26.9332
2023-09-18,=19087.3000,=24467.7500,=6030864292748.8115,=5535969780795,=2652523687949.8506,=25.9187,=0.1516,=38.3813,=30.8602,=26.9351
2023-09-15,=18916.6000,=24248.9300,=5943531839911.0098,=5451526826265,=2612709313977.0708,=25.6998,=0.1355,=38.3813,=30.8628,=26.9390
2023-09-14,=19093.6100,=24475.8400,=6019457206911.6309,=5526020679723,=2647385504425.6699,=25.7799,=0.1398,=38.3813,=30.8654,=26.9402
2023-09-13,=19181.6700,=24588.7200,=6042560463976.4102,=5545123027522,=2657080806275.4502,=25.9147,=0.1503,=38.3813,=30.8657,=26.9483
2023-09-12,=19219.1900,=24636.8200,=6047421012111.5713,=5547853288260,=2659743889022.8696,=26.0201,=0.1579,=38.3849,=30.8661,=26.9483
2023-09-11,=19182.2400,=24589.4500,=6048839827283.6104,=5550320539532,=2658519464648.1094,=25.8845,=0.1475,=38.3849,=30.8675,=26.9527
2023-09-08,=19011.5900,=24359.7400,=6006826363296.2803,=5514353589477,=2640143484005.5298,=25.6224,=0.1322,=38.3849,=30.8690,=26.9528
2023-09-07,=19126.1900,=24506.5900,=6053404714331.9209,=5557572536281,=2660778558700.6104,=25.8182,=0.1421,=38.3849,=30.8704,=26.9540
2023-09-06,=19380.5300,=24832.4700,=6134660556808.5293,=5632324328977,=2695965342047.0200,=26.1517,=0.1633,=38.3849,=30.8717,=26.9554
2023-09-05,=19413.2800,=24874.4400,=6141060708303.7813,=5636193985824,=2697249814784.4004,=26.2377,=0.1680,=38.3957,=30.8768,=26.9554
2023-09-04,=19596.6200,=25109.3600,=6186993789851.1885,=5678870618951,=2718268041048.5698,=26.4500,=0.1773,=38.3957,=30.8819,=26.9585
2023-09-01,=19229.9300,=24639.5100,=6086369786878.8799,=5580391351278,=2673762254735.2095,=26.0540,=0.1591,=38.3957,=30.8830,=26.9641
2023-08-31,=18984.6700,=24325.2600,=6024626934458.4189,=5522819026261,=2647849427710.5996,=25.7751,=0.1394,=38.3957,=30.8841,=26.9682
2023-08-30,=19089.9000,=24460.0900,=6051227577258.7275,=5549397405080,=2662797417806.6792,=26.0573,=0.1589,=38.3957,=30.8855,=26.9688
2023-08-29,=19157.1000,=24546.1900,=6059709570989.6006,=5557675719923,=2667687079564.3535,=26.3076,=0.1694,=38.4166,=30.8870,=26.9688
2023-08-28,=18909.2300,=24228.6000,=5984388378233.2305,=5490008945379,=2637713580063.6011,=26.1560,=0.1630,=38.4166,=30.8882,=26.9699
2023-08-25,=18975.4500,=24269.8400,=5992112864828.6885,=5499125903363,=2642699427716.7744,=25.9649,=0.1523,=38.4166,=30.8894,=26.9700
2023-08-24,=19005.8300,=24305.0300,=5992445496722.2715,=5498144653170,=2641294749032.6201,=26.1192,=0.1608,=38.4166,=30.8894,=26.9740
2023-08-23,=18629.9800,=23823.3800,=5864841840995.3389,=5379735311147,=2587224124202.4180,=25.7246,=0.1370,=38.4166,=30.8894,=26.9829
2023-08-22,=18890.2600,=24156.2200,=5937157092517.2695,=5443328320491,=2618080859395.5859,=26.1201,=0.1606,=38.4641,=30.8930,=26.9829
2023-08-21,=18942.4700,=24222.9800,=5952599856182.8711,=5455960734121,=2623692015387.6709,=26.4186,=0.1729,=38.4641,=30.8965,=27.0082
2023-08-18,=19096.7500,=24420.2600,=5994858410975.3018,=5494514369772,=2643619213074.6030,=26.1360,=0.1607,=38.4641,=30.8999,=27.0164
2023-08-17,=19462.2100,=24887.6100,=6104533636040.4893,=5595855959020,=2691286473651.7788,=26.5749,=0.1791,=38.4641,=30.9033,=27.0206
2023-08-16,=19213.3300,=24569.3500,=6039208311386.3711,=5539088910520,=2664596238791.6597,=26.2810,=0.1672,=38.4641,=30.9045,=27.0227
2023-08-15,=19243.2700,=24607.6400,=6035844188179.6104,=5532878444368,=2663789109733.6294,=26.3265,=0.1681,=38.5087,=30.9057,=27.0227
2023-08-14,=19305.7100,=24687.4800,=6047033526617.4697,=5537546114054,=2666341142077.0459,=26.3505,=0.1696,=38.5087,=30.9067,=27.0236
2023-08-11,=19530.4900,=24974.9300,=6149834841933.4395,=5617752186556,=2703810653924.5771,=26.4238,=0.1723,=38.5087,=30.9077,=27.0341
2023-08-10,=19956.1400,=25519.2300,=6285472902755.6709,=5743315544385,=2763323222840.7163,=26.9207,=0.1925,=38.5087,=30.9098,=27.0418
2023-08-09,=19977.3600,=25546.3700,=6307133200156.7383,=5766140054321,=2772980117862.5840,=26.9020,=0.1914,=38.5087,=30.9119,=27.0427
2023-08-08,=19979.4000,=25548.9800,=6302195533821.0303,=5761800741269,=2772826534544.0547,=26.9527,=0.1943,=38.5136,=30.9136,=27.0427
2023-08-07,=20006.4200,=25583.5200,=6305805182258.2305,=5763105561427,=2774341460625.1226,=26.9540,=0.1947,=38.5136,=30.9154,=27.0493
2023-08-04,=20165.6000,=25787.0700,=6346517564551.5615,=5802685803777,=2781514459740.1899,=26.9682,=0.1956,=38.5136,=30.9171,=27.0507
2023-08-03,=20150.0400,=25767.1800,=6325975551582.5000,=5782620941337,=2772750972285.6948,=27.0341,=0.1986,=38.5136,=30.9189,=27.0524
2023-08-02,=20023.2600,=25605.0600,=6300708655005.4014,=5761249951630,=2762331853219.0908,=26.8797,=0.1902,=38.5136,=30.9196,=27.0628
2023-08-01,=20176.6500,=25801.2100,=6343410322115.6807,=5798011217959,=2781232120568.4990,=27.0524,=0.1996,=38.5518,=30.9203,=27.0628
2023-07-31,=20386.5400,=26069.6100,=6374697008295.1094,=5824604929572,=2796053769894.5586,=27.2526,=0.2110,=38.5518,=30.9217,=27.0696
2023-07-28,=20279.5500,=25932.8000,=6372600297742.5400,=5825845161285,=2794764913165.3540,=27.0227,=0.1980,=38.5518,=30.9230,=27.0696
2023-07-27,=19917.7500,=25470.1300,=6234426766552.2305,=5694515321446,=2732970787333.1851,=26.6890,=0.1831,=38.5518,=30.9233,=27.0781
2023-07-26,=19779.8400,=25293.7900,=6197417135878.1211,=5660741512417,=2716306146088.7383,=26.6015,=0.1802,=38.5518,=30.9235,=27.0809
2023-07-25,=19754.6500,=25261.5700,=6192170312372.2598,=5658336657810,=2715640889531.9756,=26.4893,=0.1765,=38.6448,=30.9241,=27.0809
2023-07-24,=19191.6200,=24541.5900,=5991621497141.3682,=5467037037128,=2632570960115.6924,=26.0218,=0.1578,=38.6448,=30.9246,=27.0951
2023-07-21,=19407.6100,=24817.7900,=6040272498958.8135,=5509153599988,=2651815543611.6968,=26.2924,=0.1678,=38.6448,=30.9261,=27.1075
2023-07-20,=19098.9800,=24423.1200,=5924775994834.5801,=5401295849221,=2600329284684.5811,=25.9031,=0.1491,=38.6448,=30.9276,=27.1162
2023-07-19,=19102.7100,=24427.8900,=5923641039850.0313,=5400603606070,=2599976406806.5225,=25.8945,=0.1485,=38.6448,=30.9276,=27.1219
2023-07-18,=19128.0800,=24460.3300,=5931870022061.9707,=5405250283744,=2601945911038.8789,=25.8623,=0.1465,=38.6665,=30.9276,=27.1219
2023-07-17,=19218.3000,=24575.7100,=5958300931412.4609,=5430972993874,=2614463300763.7915,=25.9511,=0.1510,=38.6665,=30.9295,=27.1318
2023-07-14,=19345.7700,=24738.7100,=6011808049347.1201,=5483429273609,=2638631334148.0620,=26.0769,=0.1589,=38.6665,=30.9313,=27.1426
2023-07-13,=19452.3600,=24866.0700,=6016951361988.6621,=5483054826985,=2641109527174.2500,=26.2216,=0.1652,=38.6665,=30.9320,=27.1462
2023-07-12,=18996.6400,=24247.8500,=5889217784069.5313,=5360413313213,=2583969162481.2373,=25.7926,=0.1414,=38.6665,=30.9326,=27.1539
2023-07-11,=18985.7300,=24230.0300,=5886261542101.1299,=5354741015796,=2581354768014.3955,=25.8426,=0.1438,=38.6986,=30.9361,=27.1539
2023-07-10,=18960.2100,=24197.4700,=5871528733412.2393,=5342744552250,=2574728159667.7183,=25.7879,=0.1409,=38.6986,=30.9396,=27.1571
2023-07-07,=18896.4800,=24116.1300,=5840557286584.7217,=5314970866586,=2563609065601.0615,=25.6819,=0.1363,=38.6986,=30.9399,=27.1572
2023-07-06,=18900.2200,=24115.6900,=5862412601527.1006,=5336036832821,=2570676920081.2661,=25.6860,=0.1363,=38.6986,=30.9403,=27.1595
2023-07-05,=19026.6400,=24276.9900,=5909400689989.0889,=5377103133129,=2588221919028.6104,=25.8599,=0.1449,=38.6986,=30.9406,=27.1641
2023-07-04,=19363.7400,=24707.1100,=5994440770522.0811,=5455553045812,=2626902345781.3364,=26.0703,=0.1570,=38.7838,=30.9410,=27.1641
2023-07-03,=19294,=24616.5500,=5968703819109.6094,=5429010028723,=2617220674968.6309,=26.2087,=0.1623,=38.7838,=30.9429,=27.1657
2023-06-30,=18897.2100,=24102.8700,=5841198160660.9805,=5312702252921,=2564577192677.2261,=25.8855,=0.1465,=38.7838,=30.9447,=27.1682
2023-06-29,=18933.9000,=24111.9300,=5872899708359.1611,=5347189895190,=2578843672149.9985,=25.8217,=0.1430,=38.7838,=30.9453,=27.1700
2023-06-28,=19138.6600,=24372.7000,=5937245505225.9209,=5410019838072,=2605449732699.9468,=26.0065,=0.1536,=38.7838,=30.9459,=27.1829
2023-06-27,=19111.6000,=24336.9500,=5912892889031.3408,=5385464977726,=2594313137788.3203,=25.9120,=0.1475,=38.8248,=30.9461,=27.1829
2023-06-26,=19043.9400,=24195.4100,=5900123015540.9014,=5375665666113,=2587658453955.6997,=25.7649,=0.1393,=38.8248,=30.9463,=27.1850
2023-06-21,=19387.8200,=24609.7500,=6007674502375.2578,=5477533038681,=2633954726195.3662,=26.1834,=0.1594,=38.8248,=30.9503,=27.1911
2023-06-20,=19609.7200,=24857.7800,=6069655313274.6367,=5532152063926,=2658402469889.5039,=26.4627,=0.1697,=38.8248,=30.9543,=27.1913
2023-06-19,=19787.3200,=25078.6700,=6111683381610.3896,=5571419072248,=2676434906433.1230,=26.6416,=0.1751,=38.8248,=30.9546,=27.1967
2023-06-16,=20109.8200,=25486.5700,=6246739591751.1885,=5701368173525,=2734722297358.7759,=26.9740,=0.1902,=38.9055,=30.9550,=27.1967
2023-06-15,=19956.5700,=25280.3500,=6170455840152.6211,=5629092727872,=2699238683837.7964,=26.9109,=0.1852,=38.9055,=30.9553,=27.1981
2023-06-14,=19657.6600,=24894.2100,=6071604344874.6191,=5536769221800,=2657116066019.9648,=26.5961,=0.1740,=38.9055,=30.9556,=27.2031
2023-06-13,=19388.1700,=24551.9900,=5975933399170.7900,=5447281273639,=2617244660659.3999,=26.3341,=0.1638,=38.9055,=30.9598,=27.2038
2023-06-12,=19375.6900,=24445,=5958320376384.5908,=5429185620549,=2612481225451.9712,=26.3536,=0.1653,=38.9055,=30.9639,=27.2043
2023-06-09,=18970.3200,=23917.8600,=5950539795006.6309,=5429785622528,=2633493130696.0942,=26.3199,=0.1636,=38.9309,=30.9661,=27.2043
2023-06-08,=19017.9400,=23977.9000,=5964756415731.7393,=5444076255282,=2639128867439.6938,=26.3528,=0.1648,=38.9309,=30.9682,=27.2073
2023-06-07,=18810.4000,=23716.2200,=5906068525455.0303,=5390289481502,=2611508781203.4385,=26.0938,=0.1569,=38.9309,=30.9683,=27.2100
2023-06-06,=18977.7400,=23926.8200,=5962689935136.9307,=5444171695799,=2635321974520.0649,=26.2692,=0.1622,=38.9309,=30.9685,=27.2105
2023-06-05,=19022.4200,=23983.1600,=5972343299860.4004,=5449263132272,=2638127161660.8257,=26.4790,=0.1694,=38.9309,=30.9686,=27.2132
2023-06-02,=19302.5100,=24333.7200,=6040616493610.7773,=5512622773210,=2668953016825.7920,=26.7735,=0.1783,=39.0289,=30.9687,=27.2132
2023-06-01,=18947.0100,=23885.5600,=5925449099018.3398,=5404880668528,=2617351914624.0020,=26.3693,=0.1647,=39.0289,=30.9760,=27.2133
2023-05-31,=18840.3400,=23737.8000,=5893251179329.6895,=5376680023098,=2602240037659.3711,=26.4024,=0.1657,=39.0289,=30.9834,=27.2222
2023-05-30,=19204.6900,=24196.1400,=6015195844306.2998,=5489386138890,=2657002559248.3672,=26.8035,=0.1790,=39.0289,=30.9840,=27.2222
2023-05-29,=19396.1800,=24436.0900,=6082572370313.3398,=5554909127491,=2686113295943.2817,=26.9585,=0.1856,=39.0289,=30.9846,=27.2237
2023-05-26,=19576.4900,=24649.9500,=6128413216422.4990,=5578746585402,=2704710646662.2915,=27.2222,=0.1993,=39.0987,=30.9849,=27.2237
2023-05-25,=19605.0200,=24683.7400,=6142225621198.7305,=5591634730639,=2711016403167.4717,=27.2133,=0.1991,=39.0987,=30.9852,=27.2249
2023-05-24,=19782.5400,=24903.3900,=6192822746269.0391,=5636108346599,=2733537201231.9131,=27.4976,=0.2119,=39.0987,=30.9899,=27.2419
2023-05-23,=20048.7800,=25238.5600,=6268106863514.0801,=5702529458161,=2767215279411.1777,=27.8647,=0.2356,=39.0987,=30.9946,=27.2419
2023-05-22,=20298.4200,=25552.8100,=6357824352225.6797,=5784324707107,=2801996484807.2549,=28.0962,=0.2544,=39.0987,=30.9948,=27.2419
2023-05-19,=19885.5800,=25029.7600,=6214509567602.5781,=5648554639563,=2736632624456.0322,=27.6221,=0.2174,=39.1053,=30.9950,=27.2249
2023-05-18,=19709.5400,=24808.1700,=6163573261504.0078,=5601330727860,=2715380178202.8452,=27.4337,=0.2100,=39.1053,=30.9979,=27.2249
2023-05-17,=19924.0800,=25078.2100,=6217776355270.5518,=5646441610770,=2740275644585.5176,=27.6693,=0.2208,=39.1053,=31.0008,=27.2249
2023-05-16,=20118.3600,=25322.7500,=6268906660641.8193,=5691534850411,=2760059733131.5000,=27.8752,=0.2363,=39.1053,=31.0015,=27.2249
2023-05-15,=20256.0100,=25496.0100,=6315037191111.5381,=5735197441989,=2779841441731.1499,=28.0292,=0.2488,=39.1053,=31.0022,=27.2249
2023-05-12,=20127.1600,=25333.8300,=6270718125399.8984,=5695416225329,=2761611400671.1650,=27.9284,=0.2409,=39.1121,=31.0073,=27.2237
2023-05-11,=20266.9000,=25509.7100,=6321341000835.4785,=5740341402999,=2781742831002.9458,=28.0249,=0.2481,=39.1121,=31.0125,=27.2237
2023-05-10,=20327.4200,=25585.8900,=6342443861374.8213,=5761936828854,=2791449118298.1470,=28.0492,=0.2490,=39.1121,=31.0133,=27.2237
2023-05-09,=20457.8600,=25737.5300,=6369965806490.3018,=5786489849933,=2802758330239.7520,=28.2128,=0.2610,=39.1121,=31.0140,=27.2237
2023-05-08,=20453.1200,=25731.5600,=6363487139396.9385,=5776049147093,=2800177583036.4521,=28.2745,=0.2658,=39.1121,=31.0146,=27.2237
2023-05-05,=20648.2300,=25975.1100,=6442211548192.6426,=5848805660024,=2833123545991.4131,=28.4074,=0.2754,=39.1174,=31.0152,=27.2222
2023-05-04,=20581.6400,=25891.3400,=6417447969373.4404,=5823751215668,=2824165151245.2651,=28.4941,=0.2832,=39.1174,=31.0156,=27.2222
2023-04-28,=20761.5000,=26117.6100,=6472725000817.8203,=5872547829122,=2845913919343.5610,=29.9716,=0.4217,=39.1174,=31.0159,=27.2222
2023-04-27,=20540.3000,=25839.3400,=6429576446657.0791,=5835734768053,=2822486370073.8105,=30.5126,=0.4609,=39.1174,=31.0162,=27.2222
2023-04-26,=20429.4900,=25683.8500,=6390208501932.6299,=5804204524320,=2804941548017.7539,=29.6998,=0.4008,=39.1174,=31.0164,=27.2222
2023-04-25,=20472.4100,=25737.8200,=6389474346279.9688,=5804637796188,=2805968860812.4058,=29.2781,=0.3616,=39.1534,=31.0170,=27.2132
2023-04-24,=20219.1400,=25419.4100,=6309528735485.7207,=5727081045995,=2765132040045.2832,=29.6150,=0.3921,=39.1534,=31.0176,=27.2132
2023-04-21,=20591.3700,=25887.3700,=6408283153319.2500,=5820287539711,=2811395014626.2451,=30.5007,=0.4599,=39.1534,=31.0224,=27.2132
2023-04-20,=20726.2300,=26054.5600,=6458321193767.0684,=5864685455384,=2831192135799.0708,=30.8870,=0.4869,=39.1534,=31.0271,=27.2132
2023-04-19,=20966.8500,=26357.0400,=6538961211716.4199,=5933975401164,=2863150074631.5405,=31.1227,=0.5088,=39.1534,=31.0295,=27.2132
2023-04-18,=21110.2700,=26537.3200,=6573950514758.1494,=5964838948080,=2877403342349.1455,=31.3590,=0.5268,=39.1576,=31.0271,=27.2105
2023-04-17,=21019.9900,=26423.8300,=6546935677366.2617,=5939755175934,=2866338426219.2471,=31.1025,=0.5067,=39.1576,=31.0224,=27.2105
2023-04-14,=20787.6900,=26131.8200,=6452238835216.3018,=5852504568432,=2824403018703.8237,=30.9235,=0.4907,=39.1576,=31.0176,=27.2105
2023-04-13,=20993.1400,=26390.0800,=6506732414203.5000,=5904324723330,=2849414715238.3960,=31.2003,=0.5139,=39.1576,=31.0224,=27.2105
2023-04-12,=20894.3000,=26265.8400,=6459030174824.2998,=5850342247578,=2826062537520.1924,=31.0855,=0.5060,=39.1576,=31.0176,=27.2105
2023-04-11,=21329.7400,=26813.2200,=6607806023564.8418,=5990720602573,=2893069128330.1812,=31.6089,=0.5551,=39.1881,=31.0170,=27.2100
2023-04-10,=21617.8300,=27174.4300,=6700266020217.8301,=6077131325515,=2934805607198.8789,=31.9392,=0.5912,=39.1881,=31.0164,=27.2100
2023-04-07,=21837.7700,=27450.9000,=6769322287691.8691,=6150036700203,=2966574049835.8599,=32.1678,=0.6126,=39.1881,=31.0162,=27.2100
2023-04-06,=21960.2000,=27604.8000,=6803962795630.7275,=6182858507987,=2981304238760.5693,=32.1747,=0.6130,=39.1881,=31.0159,=27.2100
2023-04-04,=22289.8300,=28019.1600,=6902298601945.4414,=6276258692091,=3023136302709.3101,=32.4303,=0.6291,=39.1881,=31.0156,=27.2100
2023-04-03,=22048.4100,=27715.6800,=6840486863990.4395,=6222917258822,=2993949123710.5811,=32.2896,=0.6212,=39.1998,=31.0152,=27.2073
2023-03-31,=22112.8300,=27796.6500,=6875302229323.8398,=6256516745122,=3009027776133.3599,=32.4170,=0.6283,=39.1998,=31.0146,=27.2073
2023-03-30,=22053.7300,=27722.3700,=6847890531737.7422,=6231244979874,=2985935177961.3589,=32.2576,=0.6201,=39.1998,=31.0140,=27.2073
2023-03-29,=21795.5700,=27397.8500,=6778361225244.2100,=6170947439025,=2954530951636.5503,=31.6654,=0.5606,=39.1998,=31.0133,=27.2073
2023-03-28,=21765.7400,=27360.3500,=6753212874429.0098,=6145147143307,=2946076141545.6187,=31.7243,=0.5665,=39.1998,=31.0125,=27.2073
2023-03-27,=21484.0400,=27006.2400,=6673018308713.1611,=6071048526379,=2911711026985.5298,=31.4339,=0.5361,=39.2050,=31.0073,=27.2043
2023-03-24,=21585.8200,=27134.1800,=6716664296910.0518,=6110613757030,=2927751647537.9492,=31.5633,=0.5516,=39.2050,=31.0022,=27.2043
2023-03-23,=21546.3200,=27084.5300,=6703333654070.9600,=6101187645565,=2923601682606.4902,=31.6997,=0.5640,=39.2050,=31.0015,=27.2043
2023-03-22,=21427.5700,=26935.2600,=6672219523388.5986,=6072936485316,=2910111747988.6602,=31.5416,=0.5489,=39.2050,=31.0008,=27.2043
2023-03-21,=21468.9200,=26987.2300,=6684246362903.2393,=6083364878216,=2914670852929.9116,=31.5725,=0.5527,=39.2050,=30.9979,=27.2043
2023-03-20,=21034.4600,=26441.1100,=6538110168684.3271,=5945121185606,=2849540416800.4795,=30.7834,=0.4823,=39.3513,=30.9950,=27.2038
2023-03-17,=21305.7200,=26782.0900,=6606697977004.6689,=6007950647053,=2882202554125.2808,=31.1741,=0.5128,=39.3513,=30.9979,=27.2038
2023-03-16,=21532.3700,=27067,=6674684749678.4785,=6070304425597,=2908760895123.7295,=31.3230,=0.5258,=39.3513,=30.9950,=27.2038
2023-03-15,=21679.3200,=27251.7200,=6698330695346.7803,=6087356893997,=2922782020795.5308,=31.5155,=0.5461,=39.3513,=30.9948,=27.2038
2023-03-14,=21848.1000,=27463.8800,=6755214522546.8682,=6141614236048,=2947020930244.7197,=31.5119,=0.5460,=39.3513,=30.9946,=27.2038
2023-03-13,=21854.1800,=27471.5200,=6773164980913.9512,=6156443112364,=2948037220637.1318,=31.8824,=0.5825,=39.3815,=30.9899,=27.2031
2023-03-10,=21491.6500,=27015.8200,=6675452517308.0293,=6067625058096,=2907087819066.0405,=31.6035,=0.5550,=39.3815,=30.9852,=27.2031
2023-03-09,=21746.4600,=27336.1200,=6753427256514.4814,=6137105787764,=2941448821401.5205,=31.8919,=0.5838,=39.3815,=30.9849,=27.2031
2023-03-08,=21904.1400,=27534.3200,=6791542735422.5498,=6169325896214,=2957392045754.4702,=32.1707,=0.6119,=39.3815,=30.9846,=27.2031
2023-03-07,=22052.8600,=27721.2700,=6844935976762.7090,=6218098935838,=2980156564296.7900,=32.2762,=0.6187,=39.3815,=30.9840,=27.2031
2023-03-06,=22542.8700,=28337.2400,=6973148139351.6895,=6333700097834,=3036481931427.7900,=32.9957,=0.6598,=39.4517,=30.9834,=27.1981
2023-03-03,=22587.6700,=28393.5400,=6992826118348.9980,=6354274508807,=3046275636441.2896,=32.8390,=0.6513,=39.4517,=30.9760,=27.1981
2023-03-02,=22689.9900,=28522.1600,=7026406549958.7207,=6386031619476,=3060417619593.1309,=32.9570,=0.6590,=39.4517,=30.9687,=27.1981
2023-03-01,=22757.1500,=28606.6000,=7054639914025.3301,=6412765827348,=3071471450344.1104,=32.8515,=0.6523,=39.4517,=30.9686,=27.1981
2023-02-28,=22569.2900,=28370.4500,=6986321636854.3496,=6348901481397,=3041310489809.5815,=32.7665,=0.6465,=39.4517,=30.9685,=27.1981
2023-02-27,=22528.4300,=28319.0900,=6967969532201.7217,=6339130497729,=3036512101739.3413,=32.5916,=0.6391,=39.5341,=30.9683,=27.1967
2023-02-24,=22385.7800,=28139.7600,=6906040278672.5098,=6275219526891,=3010343648051.4907,=32.5714,=0.6381,=39.5341,=30.9682,=27.1967
2023-02-23,=22638.9000,=28457.9500,=6998178470598.3604,=6353083695573,=3049726812681.5005,=32.7505,=0.6446,=39.5341,=30.9661,=27.1967
2023-02-22,=22798.9800,=28659.1700,=7059218398494.1191,=6404532121503,=3074111549222.1499,=32.8853,=0.6536,=39.5341,=30.9639,=27.1967
2023-02-21,=22835.5500,=28705.1500,=7091966382528.3486,=6449057918096,=3093079141615.8013,=32.7385,=0.6441,=39.5341,=30.9598,=27.1967
2023-02-20,=22917.0300,=28807.5700,=7124177288489.4316,=6483388560985,=3105561276476.4390,=32.7702,=0.6464,=39.5802,=30.9556,=27.1913
2023-02-17,=22532.5800,=28324.3000,=6983020764754.9395,=6350353159729,=3041973669004.2295,=32.3594,=0.6252,=39.5802,=30.9553,=27.1913
2023-02-16,=22652.7200,=28475.3200,=7051303203937.5088,=6418092648021,=3073127998008.9302,=32.4179,=0.6284,=39.5802,=30.9550,=27.1913
2023-02-15,=22701.6800,=28536.8700,=7038522698238.2998,=6401260205795,=3068294044651.9502,=32.6993,=0.6437,=39.5802,=30.9546,=27.1913
2023-02-14,=22843.9900,=28715.7600,=7065659466458.8105,=6424261971360,=3081443490815.0400,=32.9077,=0.6554,=39.5802,=30.9543,=27.1913
2023-02-13,=22939.6800,=28836.0400,=7098157062185.8408,=6459553465197,=3098298569813.5098,=32.9075,=0.6553,=39.6788,=30.9503,=27.1911
2023-02-10,=22420.4000,=28183.2800,=6919603037463.6924,=6293945121099,=3024408573337.1904,=32.2075,=0.6180,=39.6788,=30.9463,=27.1911
2023-02-09,=22397.3100,=28154.2600,=6925546543092.7100,=6301662566269,=3027299008502.1392,=31.9808,=0.5967,=39.6788,=30.9461,=27.1911
2023-02-08,=21967.2200,=27613.6200,=6784835371957.5508,=6172155700237,=2967134368488.9199,=31.5003,=0.5475,=39.6788,=30.9459,=27.1911
2023-02-07,=22143.2800,=27834.9400,=6844313672180.3691,=6224813069150,=2991405457578.2896,=31.7075,=0.5674,=39.6788,=30.9453,=27.1911
2023-02-06,=22181.6200,=27883.1300,=6845491720504.7100,=6225159020423,=2993879993128.6709,=31.6845,=0.5657,=39.6888,=30.9447,=27.1850
2023-02-03,=22498.1700,=28281.0400,=6946307462557.9893,=6319516150193,=3038181597255.8296,=32.0643,=0.6068,=39.6888,=30.9429,=27.1850
2023-02-02,=22750.1200,=28597.7500,=7022993885872.7803,=6388193758863,=3071036061146.1104,=32.3748,=0.6267,=39.6888,=30.9410,=27.1850
2023-02-01,=22628.6100,=28445.0100,=6999855308858.1621,=6372583202816,=3062084104459.0601,=32.0811,=0.6078,=39.6888,=30.9406,=27.1850
2023-01-31,=22459.4500,=28232.3700,=6964045474062.5996,=6343149008849,=3046117195773.4507,=31.7912,=0.5773,=39.6888,=30.9403,=27.1850
2023-01-30,=22870.1200,=28748.6000,=7109147411007.8896,=6483198674580,=3109086512592.6196,=32.0512,=0.6066,=39.6969,=30.9399,=27.1829
2023-01-20,=22658.0200,=28481.9800,=7029283614125.9004,=6401422672038,=3071232995075.7588,=32.0432,=0.6059,=39.6969,=30.9396,=27.1829
2023-01-19,=22681.3000,=28511.2500,=7056366815103.1689,=6424886268099,=3080650113148.3003,=32.0476,=0.6061,=39.6969,=30.9361,=27.1829
2023-01-18,=22739.3100,=28584.1700,=7088781292874.3604,=6454796532960,=3092549841136.9219,=32.0081,=0.6008,=39.6969,=30.9326,=27.1829
2023-01-17,=23014.1600,=28929.6600,=7153828553099.6904,=6511257225170,=3122414158455.1504,=32.2759,=0.6204,=39.6969,=30.9320,=27.1829
2023-01-16,=23225,=29194.6900,=7212757327025.3496,=6564918882139,=3146476049142.5610,=32.5765,=0.6382,=39.7261,=30.9313,=27.1700
2023-01-13,=22749.5100,=28596.9900,=7074083259852.9492,=6436340491577,=3085222669510.1401,=32.0896,=0.6083,=39.7261,=30.9295,=27.1700
2023-01-12,=22132.1300,=27820.9200,=6871764605909.2891,=6254631989203,=3000465549856.1196,=31.3114,=0.5313,=39.7261,=30.9276,=27.1700
2023-01-11,=22263.8500,=27986.5000,=6914684472642.2393,=6287939486875,=3018137195439.8101,=31.5453,=0.5546,=39.7261,=30.9276,=27.1700
2023-01-10,=22372.7500,=28123.3900,=6955011482163.8486,=6324484521073,=3033324390860.8789,=31.7610,=0.5754,=39.7261,=30.9276,=27.1700
2023-01-09,=22270.4900,=27994.8400,=6925172979163.3096,=6297089764487,=3018903147432.6895,=31.6416,=0.5637,=39.7440,=30.9261,=27.1682
2023-01-06,=21891.8100,=27518.8200,=6796648132253.1982,=6177324372886,=2962710030968.0400,=31.4277,=0.5417,=39.7440,=30.9246,=27.1682
2023-01-05,=21937.1800,=27575.8600,=6801684613788.3594,=6180612657163,=2964546887975.3701,=31.6460,=0.5638,=39.7440,=30.9238,=27.1682
2023-01-04,=21245.4900,=26706.3700,=6555498476546.1729,=5948306298434,=2859424299634.1401,=31.0022,=0.5076,=39.7440,=30.9230,=27.1682
2023-01-03,=21231.8300,=26689.2100,=6559027216060.7197,=5951445837164,=2860342497289.1396,=30.9276,=0.5011,=39.7440,=30.9217,=27.1682
2022-12-30,=21573.1500,=27118.2600,=6636887737037.4424,=6017167664417,=2891726712252.4409,=31.2098,=0.5238,=39.7706,=30.9203,=27.1657
2022-12-29,=21384.6200,=26881.2700,=6588949226627.6797,=5972253493360,=2869301111635.4199,=31.0618,=0.5120,=39.7706,=30.9196,=27.1657
