日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM正数等权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2026-07-17,=12327.9000,=17295.7800,=3867205312775.4102,=3539871471203,=1747150613827.4231,=19.7830,=0.0307,=35.6314,=29.5277,=23.8911
2026-07-16,=12536.4900,=17579.7200,=3917868936568.3198,=3584480778554,=1768529718720.8701,=20.1990,=0.0421,=35.6874,=29.5305,=23.8911
2026-07-15,=12439.5200,=17374.9400,=3894021685029.4609,=3564786415354,=1756912111915.2202,=20.0644,=0.0375,=35.6874,=29.5333,=23.8915
2026-07-14,=11997.6600,=16757.7800,=3764615653766.2905,=3446562190692,=1699026655662.8943,=19.3089,=0.0172,=35.6874,=29.5341,=23.8917
2026-07-13,=11953.6100,=16696.2500,=3749826531103.7202,=3432351807805,=1692985266805.0906,=19.1973,=0.0148,=35.6874,=29.5349,=23.8984
2026-07-10,=11968.1500,=16715.8500,=3747676555434.5190,=3431126058871,=1691240903985.1182,=19.2372,=0.0148,=35.6874,=29.5354,=23.9033
2026-07-09,=11736.4700,=16391.6300,=3674602259984.2500,=3364111476377,=1659377317753.1021,=18.8560,=0.0090,=35.6888,=29.5360,=23.9033
2026-07-08,=11853.8200,=16555.5300,=3717570730759.0103,=3405501999982,=1678919647054.9976,=19.0994,=0.0109,=35.6888,=29.5364,=23.9049
2026-07-07,=11942.8500,=16679.8700,=3720534174264.2100,=3403519464053,=1681112257361.3899,=19.1641,=0.0128,=35.6888,=29.5369,=23.9105
2026-07-06,=12125.1800,=16934.5200,=3781372883873.3789,=3459616950491,=1706419928279.6499,=19.5293,=0.0225,=35.6888,=29.5377,=23.9138
2026-07-03,=11888.2800,=16603.6600,=3725148660498.7998,=3411746420413,=1678835432499.6602,=19.2615,=0.0150,=35.6888,=29.5386,=23.9223
2026-07-02,=11885.5800,=16596.6300,=3730629610829.6299,=3437541824555,=1682533784486.0845,=19.1701,=0.0131,=35.7123,=29.5403,=23.9223
2026-07-01,=11921.4700,=16646.7300,=3730828662608.0698,=3437162323754,=1681324018671.8042,=19.1759,=0.0133,=35.7123,=29.5421,=23.9276
2026-06-30,=11658.4600,=16279.4800,=3670753232876.3701,=3387969928141,=1653837618888.9036,=18.7644,=0.0078,=35.7123,=29.5485,=23.9335
2026-06-29,=11779.9200,=16435.2900,=3705438497594.1382,=3417232441329,=1669930894480.4617,=18.9061,=0.0092,=35.7123,=29.5549,=23.9374
2026-06-26,=11451.0900,=15976.5100,=3613457297878.0308,=3331823489520,=1627194224046.8601,=18.4679,=0.0070,=35.7123,=29.5572,=23.9445
2026-06-25,=11592.1800,=16135.2000,=3694360091674.5703,=3411171365808,=1661627763019.3645,=18.7719,=0.0075,=35.7518,=29.5596,=23.9445
2026-06-24,=11564.9200,=16097.2600,=3684781655792.2412,=3400790900198,=1656808215894.2500,=18.8183,=0.0075,=35.7518,=29.5600,=23.9473
2026-06-23,=11746.1100,=16332.9200,=3736214573913.3179,=3446620514913,=1680233112900.4199,=19.1799,=0.0121,=35.7518,=29.5605,=23.9477
2026-06-22,=11933.8800,=16589.4500,=3792983596949.9888,=3499627742518,=1706424076337.8440,=19.5538,=0.0206,=35.7518,=29.5613,=23.9495
2026-06-18,=11832.4800,=16448.5000,=3744536837043.0298,=3453459621087,=1683933586404.1399,=19.5016,=0.0192,=35.7518,=29.5620,=23.9609
2026-06-17,=12111.3800,=16831.7000,=3828650423210.6802,=3530658498753,=1721540811363.3721,=19.9705,=0.0318,=35.7534,=29.5630,=23.9609
2026-06-16,=12234.7800,=16989.1600,=3872266853592.8599,=3568822753659,=1740227070187.1541,=20.1927,=0.0372,=35.7534,=29.5639,=23.9817
2026-06-15,=12453.5700,=17292.9600,=3934258299925.5410,=3624949492278,=1768152136949.0081,=20.6422,=0.0549,=35.7534,=29.5648,=23.9821
2026-06-12,=12532.0100,=17381.2100,=4017229560115.6992,=3705322831127,=1809550890916.5120,=20.7802,=0.0613,=35.7534,=29.5657,=23.9869
2026-06-11,=12412.8100,=17214.6400,=3977528047951.8398,=3671878389198,=1792870972624.8464,=20.4391,=0.0474,=35.7534,=29.5689,=23.9924
2026-06-10,=12420.4600,=17225.2400,=3975981368811.8101,=3667967967166,=1791428467460.4141,=20.5680,=0.0511,=35.7720,=29.5721,=23.9924
2026-06-09,=12302.3500,=17061.4500,=3932140160305.9009,=3626385489669,=1771219779251.0295,=20.3426,=0.0435,=35.7720,=29.5722,=23.9954
2026-06-08,=12364.6500,=17147.8600,=3951115442425.5498,=3645120941738,=1780564644600.8335,=20.4819,=0.0489,=35.7720,=29.5723,=23.9961
2026-06-05,=12557.5100,=17410.3800,=4003300792466.5308,=3692284387914,=1802944192695.2524,=20.7876,=0.0608,=35.7720,=29.5735,=24.0027
2026-06-04,=12623.7600,=17432.8500,=4006648586394.9302,=3695886800789,=1808051345784.8535,=20.8679,=0.0645,=35.7720,=29.5747,=24.0122
2026-06-03,=12856.3300,=17740.8000,=4073558065846.1211,=3753771795261,=1836536625486.6875,=21.2987,=0.0913,=35.7884,=29.5764,=24.0122
2026-06-02,=13034.5700,=17979.3600,=4138458966668.8198,=3813213102302,=1865106637040.1599,=21.6768,=0.1062,=35.7884,=29.5780,=24.0196
2026-06-01,=13244.4800,=18268.4600,=4185941986086.4102,=3854188499644,=1885940605625.7395,=22.0690,=0.1152,=35.7884,=29.5811,=24.0242
2026-05-29,=13190.3900,=18193.8500,=4189991576584.6699,=3862601696716,=1889122092687.4116,=21.7781,=0.1094,=35.7884,=29.5843,=24.0262
2026-05-28,=12865.4100,=17745.5900,=4069919056588.0698,=3749573288476,=1833822110207.1985,=21.2943,=0.0912,=35.7884,=29.5873,=24.0383
2026-05-27,=13099.6500,=18067.6000,=4151302290140.9302,=3824021834990,=1869304217215.6699,=21.6343,=0.1039,=35.8353,=29.5904,=24.0383
2026-05-26,=13074.6100,=18016.2200,=4110709491533.8198,=3784342906208,=1853140738085.1465,=21.5480,=0.1000,=35.8353,=29.5926,=24.0432
2026-05-25,=13104.6400,=18049.8300,=4134015921145.0986,=3809386357559,=1862288805056.5315,=21.5706,=0.1015,=35.8353,=29.5947,=24.0473
2026-05-22,=13093.3400,=18034.2700,=4137037425066.8589,=3811210958596,=1862875114489.2544,=21.5753,=0.1015,=35.8353,=29.5980,=24.0494
2026-05-21,=13270.0800,=18277.7100,=4192190894349.5210,=3863258817448,=1890058555490.5640,=21.7470,=0.1071,=35.8353,=29.6012,=24.0603
2026-05-20,=13420.8000,=18483.4800,=4230777072330.7900,=3897104048284,=1906245910900.1096,=22.0571,=0.1133,=35.8417,=29.6038,=24.0603
2026-05-19,=13451.4600,=18525.7100,=4247127171147.1001,=3910692839382,=1913532437201.2280,=21.9851,=0.1111,=35.8417,=29.6064,=24.0863
2026-05-18,=13467.5700,=18547.8900,=4249274462522.2700,=3912923994043,=1914210154697.0603,=21.9727,=0.1109,=35.8417,=29.6071,=24.0870
2026-05-15,=13642.8100,=18781.5700,=4295479840818.6694,=3951725240816,=1935507258258.8601,=22.1426,=0.1141,=35.8417,=29.6078,=24.0900
2026-05-14,=13850.6700,=19067.7300,=4352859857293.6899,=4004978557057,=1960139379464.7200,=22.5592,=0.1268,=35.8417,=29.6081,=24.0913
2026-05-13,=13839.3100,=19052.1000,=4355778558935.4189,=4005848374334,=1960347960518.6597,=22.5743,=0.1273,=35.8455,=29.6084,=24.0913
2026-05-12,=13938.7100,=19188.9400,=4386589846841.7998,=4034753237321,=1974848330682.0896,=22.7242,=0.1322,=35.8455,=29.6102,=24.0917
2026-05-11,=14146.9700,=19475.6400,=4435101766829.7002,=4077283718202,=1997698190645.2600,=22.9684,=0.1408,=35.8455,=29.6120,=24.0979
2026-05-08,=14116.9500,=19434.3100,=4443811005627.6807,=4088227490889,=1995304325916.8997,=22.9716,=0.1409,=35.8455,=29.6127,=24.1023
2026-05-07,=14214.3600,=19568.4100,=4463413397332.0996,=4105774284925,=2003547092753.7695,=23.1048,=0.1470,=35.8455,=29.6134,=24.1025
2026-05-06,=14272.1200,=19647.9200,=4477518762516.7695,=4116421287578,=2010731858315.4297,=23.7532,=0.1820,=35.9045,=29.6142,=24.1025
2026-04-30,=14358.2300,=19766.4700,=4511969248634.1699,=4150988604855,=2025227604103.1597,=23.7950,=0.1838,=35.9045,=29.6150,=24.1062
2026-04-29,=14352.7300,=19758.9100,=4536968036493.9805,=4178086099275,=2019366941077.4705,=23.6410,=0.1753,=35.9045,=29.6168,=24.1065
2026-04-28,=14103.8500,=19404.0800,=4498226335356.2295,=4145827720900,=1996830517310.7903,=22.9653,=0.1408,=35.9045,=29.6187,=24.1080
2026-04-27,=14051.1500,=19331.5800,=4488132227004.8896,=4137719031290,=1991425984501.5801,=22.4257,=0.1222,=35.9045,=29.6217,=24.1115
2026-04-24,=14198.5100,=19534.3100,=4575848651483.5195,=4222826969453,=2030746639238.5701,=22.5774,=0.1274,=35.9089,=29.6248,=24.1115
2026-04-23,=14193.6000,=19527.5700,=4534798642900.8096,=4179299949373,=2011342913352.9597,=22.3249,=0.1206,=35.9089,=29.6262,=24.1182
2026-04-22,=14187.8000,=19519.5900,=4518719140259.0791,=4159906605785,=2005014642893.6204,=21.7077,=0.1064,=35.9089,=29.6276,=24.1190
2026-04-21,=14285.9000,=19654.5500,=4541717119266.5107,=4180220024052,=2016085183137.3701,=20.3892,=0.0451,=35.9089,=29.6276,=24.1399
2026-04-20,=14275.1100,=19633.0100,=4535673404376.8115,=4174475368596,=2014344283409.0803,=20.3321,=0.0429,=35.9089,=29.6277,=24.1485
2026-04-17,=14276.3700,=19634.7300,=4533542217399.7100,=4171528641305,=2013009982320.9500,=20.2969,=0.0407,=35.9223,=29.6284,=24.1485
2026-04-16,=14490.6600,=19929.4600,=4634635616878.6104,=4269289135429,=2060984537411.0095,=20.4451,=0.0474,=35.9223,=29.6292,=24.1495
2026-04-15,=14481.9200,=19917.4400,=4634575515929.5400,=4271457293775,=2073660474049.1299,=20.3905,=0.0447,=35.9223,=29.6303,=24.1514
2026-04-14,=14457.6900,=19884.1100,=4607657743749.8486,=4244820874826,=2061817044487.2700,=20.4362,=0.0461,=35.9223,=29.6314,=24.1678
2026-04-13,=14319.0500,=19693.4300,=4579813507314.1689,=4221554512979,=2047465922494.7900,=20.3384,=0.0430,=35.9223,=29.6337,=24.1745
2026-04-10,=14319.4300,=19693.9600,=4590750099562.3096,=4234287114852,=2052062351784.2100,=20.3024,=0.0410,=35.9404,=29.6359,=24.1745
2026-04-09,=14363.5200,=19754.6000,=4605847740059.8896,=4249179235377,=2059319474031.6003,=20.3091,=0.0410,=35.9404,=29.6363,=24.1782
2026-04-08,=14560.5300,=20025.5500,=4652592549117.5303,=4290196359405,=2080034799209.7507,=20.6414,=0.0521,=35.9404,=29.6366,=24.1872
2026-04-07,=14354.3500,=19741.9900,=4585476845754.2793,=4228914722427,=2048824597104.4497,=20.3328,=0.0423,=35.9404,=29.6397,=24.1897
2026-04-03,=14371.8400,=19766.0500,=4608937663167.1699,=4255528656647,=2060116559713.5105,=20.3017,=0.0408,=35.9404,=29.6428,=24.1914
2026-04-02,=14571.8400,=20041.1100,=4652577003036.7900,=4292360057475,=2079206452156.6399,=20.6362,=0.0511,=35.9585,=29.6440,=24.1914
2026-04-01,=14455.4900,=19881.0900,=4629942189284.9287,=4271030080252,=2056488923319.5601,=20.5293,=0.0475,=35.9585,=29.6452,=24.1955
2026-03-31,=14326.9400,=19704.2900,=4587502213135.7793,=4233075578895,=2040383785921.5601,=20.2814,=0.0401,=35.9585,=29.6456,=24.2015
2026-03-30,=14486.9800,=19924.3900,=4593629549050.6201,=4232070254769,=2039488928948.3999,=20.5922,=0.0487,=35.9585,=29.6460,=24.2037
2026-03-27,=14476.7400,=19910.3200,=4583563223977.0508,=4220058686851,=2035537029374.5305,=20.2029,=0.0379,=35.9585,=29.6461,=24.2107
2026-03-26,=14222.8400,=19561.1200,=4509398035931.3711,=4152172608033,=2004601618343.6997,=19.8729,=0.0300,=35.9758,=29.6462,=24.2107
2026-03-25,=14365.1300,=19756.8100,=4551223623462.9209,=4189053218949,=2021747308902.7795,=20.0941,=0.0350,=35.9758,=29.6463,=24.2154
2026-03-24,=14255.9700,=19606.6900,=4524999395381.7402,=4166691438420,=2010077121923.7800,=19.9457,=0.0315,=35.9758,=29.6463,=24.2280
2026-03-23,=14184.7700,=19508.7500,=4509307618457.3096,=4150202417575,=2003195058284.0703,=19.7299,=0.0254,=35.9758,=29.6469,=24.2429
2026-03-20,=14761.7900,=20302.3500,=4668538604123.1309,=4290058387188,=2073305758699.0601,=20.6560,=0.0503,=35.9758,=29.6475,=24.2488
2026-03-19,=14839.0400,=20408.6000,=4695949949804.3193,=4315512099297,=2083953265604.2695,=20.8687,=0.0599,=35.9909,=29.6477,=24.2488
2026-03-18,=15038.0700,=20682.3400,=4753312521074.7305,=4367872834803,=2109876085280.3296,=21.2086,=0.0816,=35.9909,=29.6478,=24.2553
2026-03-17,=15182.5100,=20880.9800,=4802918498397.2695,=4412231307619,=2130943622309.1997,=21.3950,=0.0898,=35.9909,=29.6522,=24.2604
2026-03-16,=15203.5900,=20909.9800,=4783314339732.7100,=4390839113055,=2120855133159.1909,=21.5534,=0.0950,=35.9909,=29.6566,=24.2606
2026-03-13,=15037.7900,=20681.9500,=4698045359605.4688,=4306222882983,=2082998013364.6897,=21.3958,=0.0898,=35.9909,=29.6572,=24.2649
2026-03-12,=14996.3300,=20624.9300,=4656274432178.4102,=4268459638359,=2068703011891.5601,=21.3202,=0.0869,=35.9910,=29.6578,=24.2649
2026-03-11,=14930.4300,=20534.2900,=4656989828860.2891,=4270903426994,=2066226746888.3203,=21.2888,=0.0859,=35.9910,=29.6593,=24.2663
2026-03-10,=14848.1300,=20421.1000,=4642180918791.7305,=4258898434268,=2059495200219.9500,=21.1579,=0.0770,=35.9910,=29.6608,=24.2702
2026-03-09,=14865.4200,=20443.9500,=4643509924539.8906,=4254688751632,=2058316928524.4604,=21.1723,=0.0780,=35.9910,=29.6651,=24.2741
2026-03-06,=14896.7700,=20487.0600,=4644930799379.5498,=4268538334264,=2063414922432.2495,=21.2876,=0.0852,=35.9910,=29.6695,=24.2775
2026-03-05,=14530.5400,=19983.3900,=4567358113063.9902,=4201579763481,=2028450637960.3203,=20.7273,=0.0529,=35.9983,=29.6711,=24.2775
2026-03-04,=14578.5000,=20049.3500,=4575564756688.7510,=4206195248782,=2033430511444.5205,=20.8199,=0.0578,=35.9983,=29.6726,=24.2844
2026-03-03,=14729.1900,=20256.6000,=4635122386645.4600,=4267309933778,=2059392488005.1504,=21.0500,=0.0702,=35.9983,=29.6736,=24.2846
2026-03-02,=14771.4000,=20314.6400,=4656023209181.3398,=4288224649167,=2070220899352.4304,=21.1174,=0.0734,=35.9983,=29.6747,=24.2945
2026-02-27,=14897.7900,=20488.4600,=4699499307247.2998,=4327866209310,=2088708350913.3904,=21.2830,=0.0841,=35.9983,=29.6757,=24.2946
2026-02-26,=14816.5100,=20376.3900,=4697830672392.7402,=4330235406309,=2086557466493.7100,=21.1220,=0.0740,=36.0654,=29.6767,=24.2946
2026-02-25,=14934.3100,=20538.4000,=4749114791041.1191,=4381346077929,=2109455989051.1799,=21.2113,=0.0802,=36.0654,=29.6797,=24.2982
2026-02-24,=14850.0400,=20422.5100,=4707940290785.4600,=4342018751187,=2090257309811.1597,=21.0549,=0.0703,=36.0654,=29.6827,=24.3091
2026-02-13,=14952.5200,=20563.4400,=4747621961611.6406,=4379469665446,=2108428510934.4199,=21.1617,=0.0763,=36.0654,=29.6832,=24.3094
2026-02-12,=14996.4400,=20623.8300,=4757038333635.3906,=4386580501972,=2112314552757.1499,=21.2683,=0.0827,=36.0654,=29.6837,=24.3095
2026-02-11,=15197.6100,=20900.5000,=4819139421446.6807,=4443315159899,=2139446163999.0200,=21.5657,=0.0924,=36.0721,=29.6846,=24.3095
2026-02-10,=15179.8400,=20876.0600,=4815774851070.9717,=4440817496534,=2138315370438.7200,=21.4758,=0.0882,=36.0721,=29.6855,=24.3124
2026-02-09,=15363.3800,=21126.0800,=4875056849460.4102,=4496297300881,=2164795682061.7395,=21.6727,=0.0954,=36.0721,=29.6860,=24.3163
2026-02-06,=15333.4800,=21084.9600,=4857497882741.7402,=4480207324318,=2157108549267.5105,=21.6014,=0.0927,=36.0721,=29.6864,=24.3545
2026-02-05,=15518.6100,=21332.2000,=4927647255085.5107,=4560442447591,=2193463314318.8000,=21.6768,=0.0952,=36.0721,=29.6870,=24.3570
2026-02-04,=15391.3300,=21157.2400,=4863915426314.7197,=4501121845133,=2167664838992.1697,=21.4937,=0.0890,=36.0903,=29.6876,=24.3570
2026-02-03,=15073.7500,=20720.6900,=4745238815118.1299,=4388492083038,=2115165537193.5403,=21.1470,=0.0757,=36.0903,=29.6880,=24.3615
2026-02-02,=14936.8700,=20532.5300,=4659444294889.7793,=4315541739218,=2079984343468.7400,=20.9865,=0.0660,=36.0903,=29.6884,=24.3628
2026-01-30,=14964.9900,=20571.1800,=4635652268249.8516,=4284535598716,=2069113679275.5300,=21.2309,=0.0807,=36.0903,=29.6941,=24.3648
2026-01-29,=15341.6900,=21074.3500,=4763441086292.2295,=4404962630314,=2122739426896.6204,=21.6896,=0.0946,=36.0903,=29.6998,=24.3654
2026-01-28,=14575.3300,=20021.6300,=4472210302759.7090,=4126046500345,=1995473393632.5500,=20.7849,=0.0561,=36.0962,=29.7004,=24.3654
2026-01-27,=14583.6700,=20033.0900,=4493441270063.0391,=4146692876668,=2006040231400.9199,=20.7356,=0.0537,=36.0962,=29.7011,=24.3657
2026-01-26,=14819.2100,=20356.6300,=4541315227885.3896,=4187017313205,=2027339943768.4905,=21.0892,=0.0711,=36.0962,=29.7043,=24.3666
2026-01-23,=14860.6100,=20413.5000,=4545696704520.3711,=4193727397388,=2029194484295.2400,=21.1462,=0.0746,=36.0962,=29.7075,=24.3705
2026-01-22,=14860.5800,=20413.4700,=4549014031043.1904,=4198763117223,=2030581322097.6599,=21.1114,=0.0718,=36.0962,=29.7084,=24.3725
2026-01-21,=14899.8500,=20467.4100,=4569365779817.0293,=4217756375275,=2039431486059.1599,=21.1382,=0.0741,=36.1436,=29.7092,=24.3725
2026-01-20,=15098.3500,=20740.0800,=4635844119287.7813,=4280592202433,=2068825506363.5093,=21.3521,=0.0828,=36.1436,=29.7156,=24.3751
2026-01-19,=15047.2100,=20669.8400,=4625137343544.0215,=4271366621818,=2065379359728.2505,=21.2152,=0.0781,=36.1436,=29.7220,=24.3751
2026-01-16,=15035.5700,=20653.8500,=4632059339515.2900,=4280491569851,=2066993712094.3999,=21.0637,=0.0702,=36.1436,=29.7224,=24.3809
2026-01-15,=15213.5600,=20898.3400,=4673422582284.3604,=4317568487019,=2087241210707.7800,=21.2457,=0.0789,=36.1436,=29.7228,=24.3882
2026-01-14,=15271.5900,=20978.0600,=4696357740639.8701,=4338124714671,=2097660960699.7400,=21.2653,=0.0799,=36.1521,=29.7254,=24.3882
2026-01-13,=15342.4400,=21075.3700,=4725934058888.4307,=4369027210091,=2110505676147.0801,=21.3565,=0.0822,=36.1521,=29.7281,=24.4060
2026-01-12,=15496.5800,=21287.1200,=4769106576724.4297,=4407889569931,=2130420509910.5903,=21.5577,=0.0879,=36.1521,=29.7283,=24.4100
2026-01-09,=15414.9800,=21175.0300,=4743690752222.5908,=4385339372275,=2120365047685.2505,=21.4350,=0.0840,=36.1521,=29.7285,=24.4118
2026-01-08,=15357.9300,=21096.6500,=4725959072430.3496,=4367861478115,=2111432385404.1404,=21.3135,=0.0807,=36.1521,=29.7288,=24.4166
2026-01-07,=15456,=21231.3700,=4752421808526.4814,=4393748817184,=2126724984361.5295,=21.3753,=0.0823,=36.1739,=29.7291,=24.4166
2026-01-06,=15564.9100,=21380.9800,=4778892855996.4805,=4418238147479,=2139142683161.2900,=21.4476,=0.0835,=36.1739,=29.7295,=24.4309
2026-01-05,=15430.1200,=21195.8200,=4749514064277.0303,=4393097756607,=2126115024204.2800,=21.2540,=0.0798,=36.1739,=29.7298,=24.4332
2025-12-31,=15248.5700,=20946.4300,=4653682201413.0898,=4301136521305,=2086085984673.1001,=21.0575,=0.0701,=36.1739,=29.7308,=24.4389
2025-12-30,=15348.4200,=21083.6000,=4688896805895.9609,=4333436993265,=2101811876021.6001,=21.1125,=0.0719,=36.1739,=29.7318,=24.4421
2025-12-29,=15347.7200,=21082.6300,=4702477869894.7412,=4349140436074,=2107902336828.5403,=21.1223,=0.0724,=36.2128,=29.7359,=24.4421
2025-12-26,=15415.9700,=21174.3300,=4732764514052.9404,=4379591688851,=2120773360442.0696,=21.2534,=0.0789,=36.2128,=29.7401,=24.4476
2025-12-25,=15472.5100,=21251.9800,=4741948839552.4404,=4392077480694,=2126145130444.3701,=21.2498,=0.0787,=36.2128,=29.7414,=24.4509
2025-12-24,=15362.2600,=21100.5500,=4706028706778.3994,=4357426083452,=2109131556905.8701,=21.1324,=0.0727,=36.2128,=29.7427,=24.4540
2025-12-23,=15459.6000,=21234.2600,=4732744702415.0605,=4381351504888,=2121253573207.8701,=21.1890,=0.0754,=36.2128,=29.7430,=24.4546
2025-12-22,=15561.0800,=21373.6400,=4752973518312.7393,=4398298534775,=2130956534298.9700,=21.3433,=0.0797,=36.2268,=29.7434,=24.4546
2025-12-19,=15554.4400,=21364.5100,=4753954325487.0303,=4399342933199,=2131561568273.0095,=21.3388,=0.0795,=36.2268,=29.7453,=24.4560
2025-12-18,=15453.3800,=21189.7400,=4753485297170.9199,=4401753041032,=2132412516771.6899,=21.1038,=0.0715,=36.2268,=29.7473,=24.4563
2025-12-17,=15537.4500,=21252.0100,=4776916643440.1826,=4423829449014,=2142218319639.7700,=21.1884,=0.0748,=36.2268,=29.7480,=24.4566
2025-12-16,=15477.0600,=21134.1200,=4750608906503.0684,=4399746791068,=2131603960010.2600,=21.1006,=0.0713,=36.2268,=29.7486,=24.4683
2025-12-15,=15507.0400,=21175.0700,=4759403250471.7090,=4409260570469,=2135449309971.0601,=21.1599,=0.0731,=36.2295,=29.7500,=24.4683
2025-12-12,=15417.2900,=21049.7900,=4775315232252.0303,=4433481430830,=2131265341519.8301,=20.9332,=0.0626,=36.2295,=29.7513,=24.4761
2025-12-11,=15332.5200,=20934.0600,=4754937793704.9404,=4415293648713,=2119378767782.1003,=20.8379,=0.0583,=36.2295,=29.7529,=24.4775
2025-12-10,=15418.4000,=21051.3100,=4763121379915.6914,=4419473180752,=2122750756083.9199,=21.0457,=0.0694,=36.2295,=29.7546,=24.4793
2025-12-09,=15358.9200,=20970.1000,=4744719146475.3213,=4403177567829,=2116252610166.4800,=20.9538,=0.0636,=36.2295,=29.7553,=24.4898
2025-12-08,=15545.9000,=21225.3900,=4800630856607.5400,=4456663000301,=2142713115734.9800,=21.1763,=0.0726,=36.2436,=29.7560,=24.4898
2025-12-05,=15670.3600,=21395.3200,=4840887917751.8213,=4494181394939,=2160209719222.2705,=21.3090,=0.0767,=36.2436,=29.7579,=24.5038
2025-12-04,=15636.7100,=21349.3800,=4824950465017.5322,=4479600178837,=2153906444835.0901,=21.2482,=0.0759,=36.2436,=29.7598,=24.5183
2025-12-03,=15792.7100,=21562.3700,=4864814081629.8994,=4517062814100,=2170925173405.6499,=21.4569,=0.0787,=36.2436,=29.7626,=24.5218
2025-12-02,=15917.9100,=21733.3100,=4902427730517.7813,=4550920741724,=2185841216988.9204,=21.6166,=0.0830,=36.2436,=29.7654,=24.5369
2025-12-01,=16047.2000,=21909.8300,=4942822335920.7207,=4588147474705,=2203994662587.0698,=21.6955,=0.0855,=36.2735,=29.7658,=24.5369
2025-11-28,=16082.9900,=21958.7000,=4949572630140.2813,=4593547099889,=2208669322232.8896,=21.6583,=0.0845,=36.2735,=29.7662,=24.5492
2025-11-27,=15989.5400,=21831.1000,=4931463585591.0801,=4577151474191,=2198444711788.2805,=21.5610,=0.0823,=36.2735,=29.7721,=24.5591
2025-11-26,=15992.0400,=21834.5200,=4931988997103.5088,=4578413927238,=2200021483848.7598,=21.5596,=0.0821,=36.2735,=29.7781,=24.5654
2025-11-25,=16002.6100,=21848.9600,=4931513913169.7510,=4575207961973,=2199637450800.5796,=21.6363,=0.0834,=36.2735,=29.7800,=24.5670
2025-11-24,=15973.3500,=21809.0100,=4935741732901.5391,=4579709411786,=2200208404177.2295,=21.5929,=0.0821,=36.2880,=29.7819,=24.5670
2025-11-21,=15990.6600,=21832.6400,=4960894686387.7285,=4604264339913,=2209496543362.9697,=21.6220,=0.0824,=36.2880,=29.7834,=24.5829
2025-11-20,=16116.8200,=22004.8800,=4990572525962.9883,=4627873589412,=2221772145139.2104,=21.8710,=0.0872,=36.2880,=29.7849,=24.5887
2025-11-19,=16202.7700,=22122.2500,=5014175605235.0986,=4645856520772,=2231202691792.9600,=22.0350,=0.0900,=36.2880,=29.7858,=24.5911
2025-11-18,=16252.0300,=22189.5000,=5030311365866.1797,=4661111876675,=2238409251005.1299,=22.0798,=0.0907,=36.2880,=29.7867,=24.5958
2025-11-17,=16252.6300,=22188.8200,=5030927979606.5908,=4660548008108,=2235104114277.0103,=22.1728,=0.0925,=36.2949,=29.7901,=24.5958
2025-11-14,=16333.6400,=22299.4100,=5032591239674.2197,=4652926288185,=2235366822028.7100,=22.3145,=0.0973,=36.2949,=29.7935,=24.6144
2025-11-13,=16528.6400,=22565.6300,=5087406163447.8711,=4703025441642,=2259903541317.5596,=22.5650,=0.1036,=36.2949,=29.7944,=24.6460
2025-11-12,=16444.6800,=22451.0100,=5064990522033.6094,=4680705526020,=2249504921849.0303,=22.4630,=0.1007,=36.2949,=29.7954,=24.6638
2025-11-11,=16433.4800,=22435.7200,=5058236877482,=4673318568718,=2245770522581,=22.3998,=0.0982,=36.2949,=29.7981,=24.6713
2025-11-10,=16448.9200,=22456.8000,=5061579576179.8506,=4679075319348,=2248649690388.4204,=22.4157,=0.0982,=36.3359,=29.8008,=24.6713
2025-11-07,=15911.7300,=21723.4000,=4915575273961.4600,=4546799904039,=2184520934807.5503,=21.7691,=0.0859,=36.3359,=29.8012,=24.6746
2025-11-06,=15900.1900,=21707.6400,=4913360187145.3613,=4545521249781,=2184035756709.8296,=21.7705,=0.0859,=36.3359,=29.8015,=24.6890
2025-11-05,=15882.9800,=21684.1500,=4894430492935.0391,=4526277232896,=2175490473034.6001,=21.7276,=0.0847,=36.3359,=29.8023,=24.6910
2025-11-04,=15907.2700,=21717.3100,=4912662027888.8389,=4544086635340,=2182057072717.8601,=21.7459,=0.0849,=36.3359,=29.8031,=24.6920
2025-11-03,=16143.9900,=22040.4900,=4969605010111.3701,=4594098575438,=2206997770475.5405,=22.0056,=0.0880,=36.3371,=29.8031,=24.6920
2025-10-31,=16095.4100,=21950.9500,=4956506635361.2598,=4581517503727,=2200230272264.0898,=21.9255,=0.0872,=36.3371,=29.8032,=24.6940
2025-10-30,=15966.9100,=21775.7000,=4921659556825.5693,=4553338745141,=2189133050738.7500,=20.7031,=0.0527,=36.3371,=29.8047,=24.6948
2025-10-29,=16011.7800,=21836.8900,=4936817972844.3203,=4566818032170,=2203199173810.4302,=21.1213,=0.0709,=36.3371,=29.8062,=24.7010
2025-10-28,=16016.2700,=21843.0200,=4951470252264.9902,=4583681308948,=2210514018599.3296,=20.9225,=0.0618,=36.3371,=29.8101,=24.7038
2025-10-27,=16077.5200,=21926.5500,=4958901188155.2002,=4589764802282,=2214402326448.6196,=21.0988,=0.0702,=36.3675,=29.8139,=24.7038
2025-10-24,=16021.2900,=21849.8700,=4960280607533.6895,=4595904482822,=2213529454637.3799,=21.0125,=0.0669,=36.3675,=29.8162,=24.7121
