日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),股息率等权,股息率 分位点,股息率 80%分位点值,股息率 50%分位点值,股息率 20%分位点值
2021-06-08,=27271.8400,=33511.4300,=8285000539381.1299,=7745644756615,=3656417739967.2842,=0.0129,=0.5652,=0.0150,=0.0124,=0.0061
2021-06-07,=28164.7500,=34606.8800,=8591294205463.3184,=8031080328756,=3782704974616.5078,=0.0127,=0.5305,=0.0150,=0.0124,=0.0061
2021-06-04,=28291.1200,=34762.1500,=8578194881646.7803,=8017825708497,=3788196990048.6318,=0.0126,=0.5228,=0.0150,=0.0124,=0.0061
2021-06-03,=28030.9400,=34442.4600,=8490554131651.0596,=7909771468396,=3750101690500.0449,=0.0127,=0.5340,=0.0150,=0.0124,=0.0061
2021-06-02,=28003.8400,=34373.2600,=8479320511423.8301,=7897173925423,=3744287385333.2778,=0.0126,=0.5269,=0.0150,=0.0124,=0.0061
2021-06-01,=28250.3100,=34675.2200,=8556804811164.4004,=7970529000070,=3778184315343.2202,=0.0126,=0.5178,=0.0150,=0.0124,=0.0061
2021-05-31,=28068.4600,=34444.1100,=8489627663831.6602,=7907897314876,=3750774967563.1089,=0.0126,=0.5263,=0.0150,=0.0123,=0.0061
2021-05-28,=28047.1200,=34417.9200,=8496357802824.1729,=7911664278783,=3756528221520.9258,=0.0125,=0.5126,=0.0150,=0.0123,=0.0061
2021-05-27,=28240.3900,=34653.1800,=8554133776210.2988,=7963860839459,=3782580849299.3970,=0.0124,=0.5038,=0.0150,=0.0123,=0.0061
2021-05-26,=28208.7800,=34610.6800,=8520924492702.7598,=7932772140515,=3768449475405.5181,=0.0124,=0.5036,=0.0150,=0.0123,=0.0061
2021-05-25,=28353.8600,=34788.6900,=8536823656866.0596,=7944210923364,=3772687618303.7305,=0.0125,=0.5083,=0.0150,=0.0123,=0.0061
2021-05-24,=27457.3000,=33688.6600,=8200743803207.0596,=7617813023206,=3621032833858.4580,=0.0126,=0.5247,=0.0150,=0.0123,=0.0061
2021-05-21,=27242.1700,=33424.3000,=8100441769935.4111,=7515896527674,=3580869275993.0483,=0.0127,=0.5360,=0.0150,=0.0123,=0.0061
2021-05-20,=27505.3100,=33714.6800,=8175388957027.9219,=7586054649372,=3617726989205.7598,=0.0126,=0.5196,=0.0150,=0.0123,=0.0061
2021-05-19,=27204.8700,=33339.2200,=8103992582398.3311,=7517405820742,=3586085917963.2871,=0.0127,=0.5333,=0.0150,=0.0123,=0.0061
2021-05-18,=27349.6600,=33516.6500,=8140761844099.7715,=7550632517699,=3600494086996.4961,=0.0126,=0.5192,=0.0150,=0.0123,=0.0061
2021-05-17,=27405.9900,=33585.6800,=8139771909011.6602,=7553669085262,=3603386765197.9790,=0.0126,=0.5201,=0.0150,=0.0123,=0.0061
2021-05-14,=26837.9800,=32876.4400,=7957308381299.7695,=7379277455677,=3521400953591.6509,=0.0128,=0.5460,=0.0150,=0.0123,=0.0061
2021-05-13,=26385.9200,=32322.6800,=7803751116960.3896,=7234522888250,=3455117092544.3638,=0.0129,=0.5725,=0.0150,=0.0123,=0.0061
2021-05-12,=26447.1600,=32397.6900,=7823827648056.0996,=7255539562582,=3467722386203.7427,=0.0129,=0.5606,=0.0150,=0.0123,=0.0061
2021-05-11,=26131.2400,=32010.6900,=7732543998965.2285,=7171254436925,=3426913578344.9971,=0.0130,=0.5819,=0.0150,=0.0123,=0.0061
2021-05-10,=25484.3600,=31214.7500,=7494887131971.9307,=6940865538612,=3322996123904.3896,=0.0132,=0.6162,=0.0150,=0.0123,=0.0061
2021-05-07,=25967.3200,=31806.3100,=7622612024703.0986,=7053803795680,=3383578148883.0898,=0.0129,=0.5612,=0.0150,=0.0123,=0.0061
2021-05-06,=26335.1600,=32256.8600,=7760884504552.4902,=7189621869513,=3446253975112.0986,=0.0127,=0.5408,=0.0150,=0.0123,=0.0061
2021-04-30,=27107.1300,=33202.4200,=7978897456545.3311,=7391292294431,=3544353105799.1011,=0.0126,=0.5188,=0.0150,=0.0123,=0.0061
2021-04-29,=27322.3300,=33461.0700,=8050496693703.9785,=7455478426596,=3568508779265.6597,=0.0128,=0.5471,=0.0150,=0.0123,=0.0061
2021-04-28,=26870.0400,=32907.1600,=7982927615255.6904,=7399891301657,=3525882365423.4795,=0.0121,=0.4903,=0.0150,=0.0123,=0.0061
2021-04-27,=26639.3900,=32624.6900,=7976854392034.3096,=7398235227995,=3525320732270.7803,=0.0124,=0.5089,=0.0150,=0.0123,=0.0061
2021-04-26,=26426.8200,=32364.3600,=7898614781332.5596,=7319412287329,=3495196465362.6982,=0.0126,=0.5181,=0.0150,=0.0123,=0.0061
2021-04-23,=26973.0800,=33033.3500,=8051992637568.3096,=7462405444559,=3562073546284.6709,=0.0126,=0.5246,=0.0150,=0.0123,=0.0061
2021-04-22,=26577.1100,=32548.4100,=7905766620548.2461,=7317555223516,=3488059879382.5293,=0.0126,=0.5202,=0.0150,=0.0123,=0.0061
2021-04-21,=26623.1100,=32604.7600,=7938124818538.4502,=7351000216475,=3502820076260.2612,=0.0134,=0.6434,=0.0150,=0.0123,=0.0061
2021-04-20,=26438.1800,=32378.2700,=7894401590563.9502,=7312875036778,=3491680183028.5903,=0.0133,=0.6363,=0.0150,=0.0123,=0.0061
2021-04-19,=26165.3100,=32044.1000,=7827332164674.6504,=7256534908777,=3456997146903.7900,=0.0135,=0.6505,=0.0150,=0.0122,=0.0061
2021-04-16,=25709.5900,=31485.9900,=7702414765078.4805,=7136505938005,=3399908647476.7305,=0.0135,=0.6560,=0.0150,=0.0122,=0.0061
2021-04-15,=25542.4000,=31281.2400,=7617376724411.2305,=7051654389465,=3361890276722.0396,=0.0136,=0.6579,=0.0150,=0.0122,=0.0061
2021-04-14,=25743.6000,=31527.6300,=7700887006602.3711,=7134237299305,=3401011462307.7388,=0.0135,=0.6543,=0.0150,=0.0122,=0.0061
2021-04-13,=25604.9900,=31357.8800,=7640709761241.0703,=7076493829239,=3376617938000.0996,=0.0136,=0.6584,=0.0150,=0.0122,=0.0061
2021-04-12,=25368.2400,=31067.9500,=7579347556715.3301,=7018955772272,=3347157742223.9404,=0.0137,=0.6618,=0.0150,=0.0122,=0.0061
2021-04-09,=25633.1800,=31392.4100,=7651202125372.0293,=7081474118704,=3378430676303.3403,=0.0136,=0.6585,=0.0150,=0.0122,=0.0061
2021-04-08,=26147.7000,=32022.5300,=7814033965311.8301,=7242318018884,=3452721528048.9102,=0.0135,=0.6545,=0.0150,=0.0122,=0.0061
2021-04-07,=25836.8800,=31634.6800,=7733795874083.1699,=7163555783235,=3419577311758.8403,=0.0136,=0.6579,=0.0150,=0.0122,=0.0061
2021-04-06,=26475.3200,=32416.3900,=7949608012526.2002,=7369195560145,=3515574642825.4795,=0.0134,=0.6456,=0.0150,=0.0122,=0.0061
2021-04-02,=26710.1800,=32703.9500,=8036567806283.3086,=7452855453378,=3553137085486.6011,=0.0133,=0.6346,=0.0150,=0.0122,=0.0061
2021-04-01,=25969.0100,=31796.4600,=7746116135309.6299,=7166217915333,=3425261242540.5693,=0.0134,=0.6495,=0.0150,=0.0122,=0.0061
2021-03-31,=25547.0300,=31279.7900,=7606393125549.1201,=7035690421888,=3368030021530.0908,=0.0135,=0.6525,=0.0150,=0.0122,=0.0061
2021-03-30,=25814.4800,=31607.2500,=7717840604746.5869,=7138307300071,=3292966861410.0112,=0.0130,=0.5795,=0.0150,=0.0122,=0.0061
2021-03-29,=25554.1500,=31288.5100,=7635877128639.1582,=7061615312732,=3260442374963.3501,=0.0129,=0.5745,=0.0150,=0.0122,=0.0061
2021-03-26,=25347.5600,=31035.5600,=7549369953422.9004,=6983165814102,=3229106655215.0107,=0.0130,=0.5782,=0.0150,=0.0122,=0.0061
2021-03-25,=24785.5700,=30347.4600,=7376407685243.0420,=6815093653081,=3155121266649.8999,=0.0132,=0.6240,=0.0150,=0.0122,=0.0061
2021-03-24,=24831.8400,=30404.1100,=7411321774577.7539,=6852325694641,=3171007885097.3701,=0.0132,=0.6274,=0.0150,=0.0122,=0.0061
2021-03-23,=24982.5100,=30588.5900,=7451107648524.7598,=6889012888491,=3187987828657.9297,=0.0130,=0.5956,=0.0150,=0.0122,=0.0061
2021-03-22,=25034.4000,=30652.1200,=7449913448749.8906,=6884636375976,=3187559634255.0400,=0.0130,=0.5934,=0.0150,=0.0122,=0.0061
2021-03-19,=24935.8900,=30531.5100,=7454235763159.5869,=6892327312593,=3188514534269.3306,=0.0132,=0.6235,=0.0150,=0.0122,=0.0060
2021-03-18,=25638.8100,=31392.1600,=7672726354509.8301,=7094748857586,=3281229900797.3799,=0.0130,=0.5822,=0.0150,=0.0122,=0.0060
2021-03-17,=25172.6100,=30821.3500,=7523851234102.6299,=6951427394648,=3219421714551.6885,=0.0130,=0.5958,=0.0150,=0.0122,=0.0060
2021-03-16,=24722.3500,=30270.0400,=7413498077558.2881,=6857272449017,=3171785680093.4600,=0.0131,=0.6160,=0.0150,=0.0122,=0.0060
2021-03-15,=24308.9900,=29763.9300,=7272839436651.4111,=6720082167176,=3112515975295.2905,=0.0133,=0.6388,=0.0150,=0.0122,=0.0060
2021-03-12,=25246.9800,=30912.4100,=7538762735833.4424,=6968296424891,=3224706818344.3799,=0.0131,=0.5992,=0.0150,=0.0122,=0.0060
2021-03-11,=25270.1200,=30940.7400,=7569975089731.5098,=6996990330292,=3236423611929.6294,=0.0130,=0.5871,=0.0150,=0.0122,=0.0060
2021-03-10,=24587.0800,=30104.4300,=7329296202127.5020,=6768846782592,=3135704036771.4092,=0.0132,=0.6208,=0.0150,=0.0122,=0.0060
2021-03-09,=24201.8800,=29632.7900,=7197816904124.9092,=6637552553956,=3081616691599.4517,=0.0131,=0.6168,=0.0150,=0.0122,=0.0060
2021-03-08,=24930.5300,=30524.9500,=7370576439953.9980,=6790484885948,=3153893480015.2808,=0.0128,=0.5585,=0.0150,=0.0122,=0.0060
2021-03-05,=26313,=32217.6400,=7793431390855.0107,=7192287244224,=3332106641283.3521,=0.0121,=0.4991,=0.0151,=0.0122,=0.0060
2021-03-04,=26318.5100,=32224.3900,=7761885076291.6465,=7153381285872,=3319963312169.1699,=0.0123,=0.5078,=0.0151,=0.0122,=0.0060
2021-03-03,=27509.0600,=33682.1000,=8135880416480.8418,=7510933611254,=3482085489042.3389,=0.0120,=0.4921,=0.0151,=0.0122,=0.0060
2021-03-02,=27144.8500,=33236.1600,=7968603074251.3096,=7352449936059,=3412324813922.3799,=0.0132,=0.6175,=0.0151,=0.0122,=0.0060
2021-03-01,=27715.1400,=33934.4300,=8196041749877.4004,=7572314062221,=3509993379099.1099,=0.0130,=0.5852,=0.0151,=0.0122,=0.0060
2021-02-26,=27400.3500,=33549,=8091974716445.3496,=7475618102386,=3461203059342.1987,=0.0131,=0.5999,=0.0151,=0.0122,=0.0060
2021-02-25,=28174.7900,=34497.2100,=8295295929271.1787,=7653411677168,=3544311820002.4595,=0.0128,=0.5634,=0.0151,=0.0122,=0.0060
2021-02-24,=28468.8400,=34857.2500,=8405708594928.2598,=7758731170504,=3589033304743.2603,=0.0127,=0.5470,=0.0151,=0.0122,=0.0060
2021-02-23,=29545.8900,=36176,=8780232695994.1816,=8114303384917,=3750163836126.6392,=0.0126,=0.5263,=0.0151,=0.0122,=0.0060
2021-02-22,=29849,=36547.1200,=8799651503090.7188,=8124944951657,=3765507466405.6792,=0.0124,=0.5127,=0.0151,=0.0121,=0.0060
2021-02-19,=31313.3900,=38340.1200,=9335370704150.7305,=8640496144838,=3988679274066.3511,=0.0122,=0.5044,=0.0151,=0.0121,=0.0060
2021-02-18,=30819.2200,=37735.0600,=9251254970262.4375,=8573896475683,=3938955079818.0210,=0.0126,=0.5347,=0.0151,=0.0121,=0.0060
2021-02-10,=31779.7400,=38911.1200,=9607534760161.5488,=8898502672972,=4084865493360.7612,=0.0127,=0.5370,=0.0151,=0.0121,=0.0060
2021-02-09,=30717.0700,=37609.9900,=9228164494033.5703,=8538949590530,=3925898829749.3398,=0.0129,=0.5644,=0.0151,=0.0121,=0.0060
2021-02-08,=29990.2700,=36720.1000,=8966147502919.9297,=8285021336386,=3819384565753.4102,=0.0130,=0.5926,=0.0151,=0.0121,=0.0060
2021-02-05,=29401.6000,=35999.3200,=8806596660782.8809,=8141003598682,=3747704190224.7002,=0.0131,=0.5985,=0.0151,=0.0121,=0.0060
2021-02-04,=29131.2900,=35668.3600,=8748086978809.1582,=8089865933520,=3722235770843.0190,=0.0131,=0.6012,=0.0151,=0.0121,=0.0060
2021-02-03,=29053.2200,=35572.7700,=8598787261507.9180,=7932952304561,=3657052902099.5898,=0.0129,=0.5741,=0.0151,=0.0121,=0.0060
2021-02-02,=28882.2600,=35363.4400,=8512382939268.8896,=7854677811029,=3620781365371.9390,=0.0129,=0.5644,=0.0151,=0.0121,=0.0060
2021-02-01,=28017.0100,=34304.0300,=8274874484459.8906,=7630891096916,=3522506293909.2612,=0.0130,=0.5951,=0.0151,=0.0121,=0.0060
2021-01-29,=27926.8300,=34193.6200,=8251474250396.5195,=7630410345183,=3517302325963.2705,=0.0131,=0.5999,=0.0151,=0.0121,=0.0060
2021-01-28,=27972.4600,=34249.4900,=8216386881935.2422,=7587944368834,=3505998316004.1304,=0.0129,=0.5732,=0.0151,=0.0121,=0.0060
2021-01-27,=28500.4600,=34895.9700,=8320846552266.2383,=7679600924367,=3556947693674.9604,=0.0126,=0.5339,=0.0151,=0.0121,=0.0060
2021-01-26,=28748.4600,=35199.6200,=8462039817955.2783,=7818588554486,=3612700473699.9102,=0.0126,=0.5274,=0.0151,=0.0121,=0.0060
2021-01-25,=28987.8300,=35492.7100,=8567028456106.1494,=7923870255247,=3654814077038.8818,=0.0124,=0.5187,=0.0151,=0.0121,=0.0060
2021-01-22,=27925.6600,=34192.1800,=8221370941611.4502,=7591858801894,=3506758485272.4902,=0.0126,=0.5359,=0.0151,=0.0121,=0.0060
2021-01-21,=27957.5400,=34231.2200,=8222762516777.6504,=7587296444799,=3507277347628.8398,=0.0125,=0.5229,=0.0151,=0.0121,=0.0060
2021-01-20,=27349.9500,=33487.2900,=8047203337910.9727,=7422965562890,=3433203656367.4893,=0.0127,=0.5409,=0.0151,=0.0121,=0.0060
2021-01-19,=27175.2000,=33265.2300,=7973602942083.5195,=7352759627896,=3403080394411.7710,=0.0127,=0.5461,=0.0151,=0.0121,=0.0060
2021-01-18,=27734.2700,=33949.5800,=8146386848384.0303,=7512309611340,=3474189853060.6011,=0.0125,=0.5239,=0.0151,=0.0121,=0.0060
2021-01-15,=27787.9300,=34015.2700,=8192920811411.7197,=7560228640069,=3489852671070.2305,=0.0126,=0.5287,=0.0151,=0.0121,=0.0060
2021-01-14,=28352.1800,=34705.9700,=8377774166379.9102,=7731498336330,=3561790716882.6104,=0.0125,=0.5203,=0.0151,=0.0121,=0.0060
2021-01-13,=29098.4100,=35619.4300,=8574620253374.2080,=7912327555505,=3651326829373.7500,=0.0122,=0.5094,=0.0151,=0.0121,=0.0060
2021-01-12,=29430.8600,=36026.3800,=8640224956858.1074,=7971074787863,=3682480137799.4722,=0.0122,=0.5046,=0.0151,=0.0121,=0.0060
2021-01-11,=28786.4400,=35237.5400,=8435886410711.8379,=7775521159243,=3593550904315.7202,=0.0124,=0.5141,=0.0151,=0.0121,=0.0060
2021-01-08,=29759.5600,=36428.7400,=8663115047701.4697,=7974726727615,=3685592178100.4502,=0.0120,=0.4993,=0.0151,=0.0121,=0.0060
2021-01-07,=30609.2000,=37468.7800,=8896881755785.7695,=8192403761065,=3789948562195.0200,=0.0118,=0.4930,=0.0151,=0.0121,=0.0060
2021-01-06,=30214.6000,=36985.7600,=8777265585608.8604,=8069529393941,=3738979319827.8198,=0.0117,=0.4868,=0.0151,=0.0121,=0.0060
2021-01-05,=29974.8800,=36692.3100,=8664015253602.9580,=7961835358810,=3693955631325.5898,=0.0117,=0.4870,=0.0151,=0.0121,=0.0060
2021-01-04,=28521.3200,=34913.0100,=8279128819798.6416,=7615632212506,=3527196895994.7891,=0.0121,=0.5021,=0.0151,=0.0121,=0.0060
2020-12-31,=27435.0600,=33583.3200,=8081264833535.4580,=7443371925116,=3429044432759.1904,=0.0126,=0.5274,=0.0151,=0.0121,=0.0060
2020-12-30,=27062.6100,=33127.4000,=7931066784121.1172,=7301707903137,=3366800390887.4805,=0.0127,=0.5415,=0.0151,=0.0121,=0.0060
2020-12-29,=26534.7700,=32481.2700,=7758680827383.2100,=7137706853663,=3289901625260.7290,=0.0128,=0.5571,=0.0151,=0.0121,=0.0060
2020-12-28,=26846.3100,=32862.6300,=7830341485493.6211,=7202525301797,=3322898173643.8301,=0.0126,=0.5319,=0.0151,=0.0121,=0.0060
2020-12-25,=26159.7600,=32022.2200,=7646134055130.1299,=7027699560290,=3238865964599.8296,=0.0128,=0.5528,=0.0151,=0.0121,=0.0060
2020-12-24,=26075.6400,=31919.2500,=7618331066236.6318,=6997933904011,=3232154719944.4492,=0.0127,=0.5441,=0.0151,=0.0120,=0.0060
2020-12-23,=26358.8900,=32265.9700,=7689047188326.2598,=7063241369117,=3263470731893.8589,=0.0124,=0.5174,=0.0151,=0.0120,=0.0060
2020-12-22,=26269.4600,=32156.5000,=7728113452233.1680,=7102634389868,=3275354121285.2300,=0.0124,=0.5194,=0.0151,=0.0120,=0.0060
2020-12-21,=26348.4300,=32253.1700,=7692794744342.2617,=7063522240971,=3266382908585.6802,=0.0123,=0.5138,=0.0151,=0.0120,=0.0060
2020-12-18,=25997.8300,=31824,=7622990819301.1797,=6997428495913,=3232002845556.5903,=0.0124,=0.5190,=0.0151,=0.0120,=0.0060
2020-12-17,=26283.1200,=32173.2300,=7706530237810.4600,=7071208012574,=3266518606953.1196,=0.0123,=0.5120,=0.0151,=0.0120,=0.0060
2020-12-16,=25976.1100,=31797.4100,=7619355353220.7793,=6984411246904,=3227918850463.4697,=0.0122,=0.5108,=0.0151,=0.0120,=0.0060
2020-12-15,=25709.4200,=31470.9500,=7527768569262.7402,=6898722869968,=3192188648775.9805,=0.0124,=0.5163,=0.0151,=0.0120,=0.0060
2020-12-14,=25792.4100,=31572.5500,=7561181638613.6426,=6929582489589,=3206683964467.4912,=0.0123,=0.5122,=0.0151,=0.0120,=0.0060
2020-12-11,=25151.8800,=30788.4700,=7072222009567.9092,=6590580112262,=3021614894599.1494,=0.0128,=0.5577,=0.0151,=0.0120,=0.0060
2020-12-10,=25306.1200,=30977.2700,=7111306815411.4482,=6625420829659,=3040761306816.7998,=0.0128,=0.5489,=0.0151,=0.0119,=0.0060
2020-12-09,=25284.7400,=30951.1100,=7096799042696.9902,=6610631476164,=3040650539246.4912,=0.0128,=0.5534,=0.0151,=0.0119,=0.0060
2020-12-08,=25564.3200,=31293.3400,=7161065077181.7500,=6666370500374,=3070298520349.7495,=0.0125,=0.5245,=0.0151,=0.0119,=0.0060
2020-12-07,=25410.3200,=31104.8300,=7087077238570.1396,=6599688762781,=3043240517312.5098,=0.0126,=0.5315,=0.0151,=0.0119,=0.0060
2020-12-04,=25226.3500,=30879.6300,=7035681506770.8291,=6551463472218,=3018679494935.6299,=0.0127,=0.5454,=0.0151,=0.0119,=0.0060
2020-12-03,=24694.7800,=30228.9400,=6869946428072.1699,=6393622278881,=2953410698441.5098,=0.0129,=0.5700,=0.0151,=0.0119,=0.0060
2020-12-02,=24446.0300,=29924.4400,=6801563781400.1709,=6329056035020,=2925716363702.3896,=0.0130,=0.5915,=0.0151,=0.0119,=0.0060
2020-12-01,=24368.9200,=29830.0500,=6778337828226.9209,=6311523594122,=2917515157562.0303,=0.0131,=0.6068,=0.0151,=0.0119,=0.0060
2020-11-30,=23975.3800,=29348.3200,=6667974839437.4590,=6207550559118,=2871251833774.1997,=0.0133,=0.6280,=0.0151,=0.0119,=0.0060
2020-11-27,=24457.2400,=29938.1700,=6795085582430.1104,=6330813331579,=2925670744350.9189,=0.0132,=0.6188,=0.0151,=0.0119,=0.0060
2020-11-26,=24230.3600,=29660.4400,=6743918475786.4707,=6285216212617,=2902102804145.5811,=0.0133,=0.6306,=0.0151,=0.0119,=0.0060
2020-11-25,=24159.1400,=29573.2600,=6724286665739.3711,=6268654301786,=2892473266251.1499,=0.0134,=0.6362,=0.0151,=0.0119,=0.0060
2020-11-24,=24818.4500,=30372.4600,=6904255494275.5996,=6436707445224,=2966862205471.1694,=0.0130,=0.5856,=0.0151,=0.0119,=0.0060
2020-11-23,=24890.6300,=30460.8000,=6935111798803.0391,=6470668666061,=2983633965314.3301,=0.0129,=0.5728,=0.0151,=0.0119,=0.0060
2020-11-20,=24709.5100,=30239.1500,=6847154248927.0107,=6375702141054,=2942303620317.9395,=0.0129,=0.5686,=0.0151,=0.0119,=0.0060
2020-11-19,=24542.7700,=30035.0900,=6808525933601.1094,=6335150909160,=2926613411019.6904,=0.0130,=0.5869,=0.0151,=0.0119,=0.0060
2020-11-18,=24240.9600,=29665.7400,=6728045007675.2695,=6258982596169,=2888284729619.1401,=0.0132,=0.6164,=0.0151,=0.0119,=0.0060
2020-11-17,=24404.6400,=29866.0400,=6786541213016.7188,=6318683097340,=2912568068896.0605,=0.0131,=0.6007,=0.0151,=0.0119,=0.0060
2020-11-16,=24707.4400,=30236.6100,=6865656604051.9385,=6396041262563,=2946763288229.5708,=0.0130,=0.5829,=0.0151,=0.0119,=0.0060
2020-11-13,=24162.7100,=29569.9700,=6720682264005.4688,=6237353998041,=2885681901504.7612,=0.0132,=0.6221,=0.0151,=0.0118,=0.0060
2020-11-12,=24570.9700,=30069.6000,=6834035669111.3906,=6346028834408,=2933776696367.9897,=0.0130,=0.5768,=0.0151,=0.0118,=0.0060
2020-11-11,=24605.4300,=30111.7700,=6835559819849.4199,=6346095344959,=2936760669122.9497,=0.0131,=0.6059,=0.0151,=0.0118,=0.0060
2020-11-10,=24760.3400,=30301.3500,=6881495938052.0986,=6388374379639,=2956339706608.5103,=0.0131,=0.6069,=0.0151,=0.0118,=0.0060
2020-11-09,=24658.0100,=30176.1200,=6850381817674.0996,=6355149621352,=2944349358590.6694,=0.0132,=0.6209,=0.0151,=0.0118,=0.0060
2020-11-06,=24197.0400,=29611.9900,=6719671005392.4590,=6232902052584,=2886687981164.7500,=0.0134,=0.6381,=0.0151,=0.0118,=0.0060
2020-11-05,=24457.2700,=29930.4600,=6787793664442.8105,=6294513317511,=2917988854733.8208,=0.0132,=0.6177,=0.0151,=0.0118,=0.0060
2020-11-04,=24063.1600,=29431.6500,=6671201409686.1494,=6184717938136,=2871913569524.1909,=0.0134,=0.6368,=0.0151,=0.0118,=0.0060
2020-11-03,=23998.8700,=29353.0200,=6647237812708.7988,=6163257662196,=2864765126765.9902,=0.0134,=0.6377,=0.0151,=0.0118,=0.0060
2020-11-02,=23735.6900,=29031.1200,=6584489073329.1396,=6101500622521,=2833146821782.8203,=0.0136,=0.6474,=0.0151,=0.0118,=0.0060
2020-10-30,=23696.2700,=28982.9100,=6553852251913.8887,=6072160291680,=2829980083355.6797,=0.0137,=0.6498,=0.0151,=0.0118,=0.0060
2020-10-29,=24475.0900,=29935.4900,=6707531476762.5391,=6213159130534,=2898067270441.9102,=0.0132,=0.6185,=0.0151,=0.0118,=0.0060
2020-10-28,=23957.5000,=29302.4200,=6590481478209.2295,=6106448820571,=2842607951752.1011,=0.0133,=0.6318,=0.0151,=0.0118,=0.0060
2020-10-27,=23483.3300,=28722.4600,=6452873526648.7002,=5975540078514,=2808059910160.1299,=0.0131,=0.6098,=0.0151,=0.0118,=0.0060
2020-10-26,=23315.1700,=28516.7800,=6424356592665.6113,=5953286884220,=2796116388744.6699,=0.0132,=0.6217,=0.0151,=0.0117,=0.0060
2020-10-23,=23478.1800,=28716.1700,=6529852641512.6895,=6059380146359,=2836177418992.2705,=0.0131,=0.6044,=0.0151,=0.0117,=0.0060
2020-10-22,=24088.1000,=29462.1500,=6682235770472.1484,=6197533974421,=2896815854567.6694,=0.0129,=0.5668,=0.0151,=0.0117,=0.0060
2020-10-21,=24079.7300,=29451.9100,=6671417234356.6211,=6183673784104,=2894086360788.8101,=0.0129,=0.5681,=0.0151,=0.0117,=0.0060
2020-10-20,=24120.2700,=29501.5100,=6683732675346.5908,=6193641092080,=2898493095829.8804,=0.0128,=0.5625,=0.0151,=0.0117,=0.0060
2020-10-19,=23575.4100,=28835.0800,=6532935865467.0195,=6050688195770,=2818997600033.7700,=0.0130,=0.5911,=0.0151,=0.0117,=0.0060
2020-10-16,=23924.5700,=29262.1400,=6616242477297.4590,=6105574952246,=2856340135109.6396,=0.0129,=0.5767,=0.0151,=0.0117,=0.0060
2020-10-15,=24119.1500,=29500.1300,=6673564266882.6094,=6159664810011,=2879491774912.5093,=0.0128,=0.5631,=0.0151,=0.0117,=0.0059
2020-10-14,=24339.8700,=29770.0900,=6719484646186.1797,=6198682523841,=2900910481398.3896,=0.0127,=0.5432,=0.0151,=0.0117,=0.0059
2020-10-13,=24536.6100,=30010.7300,=6771351930028.2510,=6244360733489,=2923302532356.5107,=0.0126,=0.5376,=0.0151,=0.0117,=0.0059
2020-10-12,=24291.8200,=29711.3200,=6725439664661.9600,=6208208699775,=2904784322581.1602,=0.0126,=0.5411,=0.0151,=0.0117,=0.0059
2020-10-09,=23316.8800,=28518.8800,=6458016062143.0684,=5958675499572,=2792665614054.7598,=0.0130,=0.5906,=0.0151,=0.0117,=0.0059
2020-09-30,=22860.0300,=27960.1000,=6348899149536.7998,=5855999284495,=2740686230638.2803,=0.0133,=0.6248,=0.0151,=0.0117,=0.0059
2020-09-29,=22786.2200,=27869.8200,=6309533005054.5996,=5820775925944,=2727951590427.8403,=0.0132,=0.6199,=0.0151,=0.0117,=0.0059
2020-09-28,=22628.5200,=27676.9400,=6283346016589.5010,=5801778829128,=2715834180484.0298,=0.0133,=0.6293,=0.0151,=0.0117,=0.0059
