日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),股息率等权,股息率 分位点,股息率 80%分位点值,股息率 50%分位点值,股息率 20%分位点值
2022-03-03,=23019.7700,=28498.2600,=6882363491158.4668,=6120274423344,=2957931465928.9180,=0.0163,=0.9376,=0.0152,=0.0127,=0.0067
2022-03-02,=23489.2100,=29079.4200,=7036625222989.1104,=6262594789790,=3024435174906.8804,=0.0160,=0.9129,=0.0152,=0.0127,=0.0067
2022-03-01,=23696.9700,=29336.6300,=7102702403339.5801,=6319914841461,=3051935830477.5996,=0.0159,=0.8901,=0.0152,=0.0127,=0.0067
2022-02-28,=23105.3100,=28604.1600,=6905902820012.3594,=6145920154083,=2967916069038.6396,=0.0163,=0.9392,=0.0152,=0.0126,=0.0067
2022-02-25,=23090.8100,=28586.2000,=6903338887638.8379,=6148550223333,=2971385296732.9097,=0.0162,=0.9369,=0.0152,=0.0126,=0.0067
2022-02-24,=22894.6900,=28343.4100,=6821491788843.8213,=6072396198290,=2936818418709.4404,=0.0163,=0.9418,=0.0152,=0.0126,=0.0067
2022-02-23,=23520.1400,=29117.7100,=7031715874572.5801,=6258508284460,=3025683517189.2402,=0.0159,=0.8939,=0.0152,=0.0126,=0.0067
2022-02-22,=23541.6200,=29144.3000,=7017190424364.9004,=6228798278099,=3016519710175.1812,=0.0159,=0.8945,=0.0151,=0.0126,=0.0067
2022-02-21,=23991.1100,=29700.7600,=7190521578955.2803,=6391129916929,=3092138635463.5107,=0.0157,=0.8580,=0.0151,=0.0126,=0.0067
2022-02-18,=24010.2300,=29724.4300,=7221649423585.2383,=6425825364069,=3106932038791.5103,=0.0158,=0.8827,=0.0151,=0.0126,=0.0067
2022-02-17,=23868.6200,=29549.1200,=7171995993975.2617,=6377633710268,=3083438210625.9712,=0.0159,=0.8908,=0.0151,=0.0126,=0.0067
2022-02-16,=23886.2900,=29571,=7192321159433.0068,=6394700325191,=3089307031270.0615,=0.0159,=0.8908,=0.0151,=0.0126,=0.0067
2022-02-15,=23870.1700,=29551.0500,=7180352892911.1797,=6388269398216,=3087362501490.3003,=0.0159,=0.8911,=0.0151,=0.0126,=0.0067
2022-02-14,=23683.6200,=29320.0900,=7109607901074.7607,=6319898463806,=3059574574434.4009,=0.0159,=0.8927,=0.0151,=0.0126,=0.0067
2022-02-11,=23600.7200,=29217.4700,=7061254255342.8711,=6266547774265,=3041476430263.5508,=0.0158,=0.8812,=0.0151,=0.0126,=0.0067
2022-02-10,=23775.8100,=29434.2300,=7107426086780.1992,=6303727124077,=3066657827545.3501,=0.0155,=0.8384,=0.0151,=0.0126,=0.0067
2022-02-09,=23624.4100,=29246.8000,=7115834135775.1504,=6317789618434,=3067359001419.3706,=0.0158,=0.8772,=0.0151,=0.0126,=0.0067
2022-02-08,=22866.4400,=28308.4400,=6894176827765.3203,=6119068991287,=2971268586051.6396,=0.0162,=0.9301,=0.0151,=0.0126,=0.0067
2022-02-07,=23142.9600,=28650.7600,=6995042165374.0684,=6215676328299,=3012499489643.4204,=0.0160,=0.9134,=0.0151,=0.0126,=0.0067
2022-01-28,=23046.7200,=28531.6200,=7003093157109.0488,=6234066934423,=3014755610989.6694,=0.0161,=0.9215,=0.0151,=0.0126,=0.0067
2022-01-27,=23275.9900,=28815.4500,=7147099527918.9805,=6376998939408,=3074138082524.4990,=0.0161,=0.9267,=0.0151,=0.0126,=0.0067
2022-01-26,=23663.1300,=29294.7300,=7227782613297.4902,=6437465685318,=3104552557004.3599,=0.0158,=0.8773,=0.0151,=0.0126,=0.0067
2022-01-25,=23415.7600,=28988.4900,=7169828515870.5020,=6390927919529,=3081568505275.1099,=0.0158,=0.8838,=0.0151,=0.0126,=0.0067
2022-01-24,=23977.9800,=29684.5100,=7311177581076.3301,=6494239166689,=3137822499556.0605,=0.0152,=0.8118,=0.0151,=0.0126,=0.0067
2022-01-21,=24212.5900,=29974.9500,=7403083751938.0303,=6577532560954,=3176734621050.3804,=0.0150,=0.7901,=0.0151,=0.0126,=0.0067
2022-01-20,=24196.7700,=29955.3600,=7367005346479.4502,=6531557610541,=3164244638471.5801,=0.0149,=0.7750,=0.0151,=0.0126,=0.0067
2022-01-19,=23759.1700,=29413.6200,=7224226339241.6797,=6397530777884,=3097063768417.4312,=0.0150,=0.7913,=0.0151,=0.0126,=0.0067
2022-01-18,=23929,=29623.8700,=7241532687842.4199,=6407610267101,=3102981163345.3315,=0.0149,=0.7784,=0.0151,=0.0126,=0.0067
2022-01-17,=23704.0100,=29345.3400,=7154448121910.9785,=6329480521979,=3067094417920.8804,=0.0149,=0.7731,=0.0151,=0.0126,=0.0067
2022-01-14,=23584.6700,=29197.5900,=7141907097000.5615,=6312221323471,=3058378557913.0493,=0.0149,=0.7780,=0.0151,=0.0126,=0.0067
2022-01-13,=23816.0100,=29483.9900,=7211190800244.5801,=6366963496570,=3083856966102.6411,=0.0147,=0.7575,=0.0151,=0.0126,=0.0067
2022-01-12,=24538.8400,=30378.8500,=7458299389710.1094,=6595423259258,=3195563532697.6597,=0.0144,=0.7204,=0.0151,=0.0126,=0.0067
2022-01-11,=24347.2100,=30141.6100,=7378736125690.8896,=6526815684161,=3162568213703.1294,=0.0145,=0.7354,=0.0151,=0.0126,=0.0067
2022-01-10,=24856.6200,=30772.2600,=7506133868228.0801,=6629862286221,=3219308615341.4995,=0.0142,=0.6926,=0.0151,=0.0126,=0.0067
2022-01-07,=24653.1200,=30520.3200,=7461735153037.0596,=6594640643085,=3192271616748.7197,=0.0145,=0.7326,=0.0151,=0.0126,=0.0067
2022-01-06,=25014.5700,=30967.8000,=7573200454907.5781,=6699252901815,=3242422877547.3188,=0.0143,=0.7069,=0.0151,=0.0126,=0.0067
2022-01-05,=25431.6600,=31484.1500,=7699689117791.3604,=6811861224680,=3302115387588.9800,=0.0141,=0.6805,=0.0151,=0.0126,=0.0067
2022-01-04,=25447.4300,=31503.6800,=7721524462386.9199,=6844799098300,=3314946719897.4502,=0.0141,=0.6794,=0.0151,=0.0126,=0.0067
2021-12-31,=25216.0700,=31217.2600,=7675678319227.3701,=6819657522006,=3294865745725.6704,=0.0144,=0.7263,=0.0151,=0.0126,=0.0067
2021-12-30,=25245.7500,=31254,=7715543646789.2178,=6863296720568,=3311396799697.0200,=0.0145,=0.7371,=0.0151,=0.0126,=0.0067
2021-12-29,=25052.7300,=31015.0300,=7645016368021.2510,=6796487139409,=3279134342009.3311,=0.0145,=0.7386,=0.0151,=0.0126,=0.0067
2021-12-28,=25922.4300,=32091.7200,=7946236782423.0703,=7078048437834,=3409369283356.9092,=0.0142,=0.7014,=0.0151,=0.0126,=0.0066
2021-12-27,=25906.0700,=32071.4600,=7932775792592.4600,=7063005576616,=3404644288279.9707,=0.0142,=0.6894,=0.0151,=0.0126,=0.0066
2021-12-24,=25987.8900,=32172.7600,=8009053865721.9404,=7143764174044,=3446884490636.0098,=0.0142,=0.6969,=0.0151,=0.0126,=0.0066
2021-12-23,=25572.7500,=31658.8300,=7845315876339.9902,=6995966962565,=3372961419934.6011,=0.0144,=0.7248,=0.0151,=0.0126,=0.0066
2021-12-22,=25124.7100,=31104.1600,=7682228688943.9492,=6840153543171,=3297304459684.7700,=0.0146,=0.7409,=0.0151,=0.0126,=0.0066
2021-12-21,=24943.4800,=30879.7900,=7642046998598.7900,=6805955179118,=3276992078647.3989,=0.0147,=0.7546,=0.0151,=0.0126,=0.0066
2021-12-20,=24940.2700,=30875.8200,=7675749821532.4502,=6845159788558,=3289914791630.6802,=0.0148,=0.7661,=0.0151,=0.0126,=0.0066
2021-12-17,=24917.3400,=30847.4300,=7662440046951.1396,=6827894773001,=3283824523216.9102,=0.0148,=0.7670,=0.0151,=0.0126,=0.0066
2021-12-16,=25399.0200,=31443.7500,=7851312119478.1504,=7003706959605,=3363246100342.0098,=0.0146,=0.7507,=0.0151,=0.0126,=0.0066
2021-12-15,=25608.7700,=31703.4200,=7910780559728.3701,=7060766177261,=3387283948001.2510,=0.0146,=0.7431,=0.0151,=0.0126,=0.0066
2021-12-14,=26009.0200,=32198.9200,=8027767360147,=7159435617255,=3433222317346.3306,=0.0143,=0.7175,=0.0151,=0.0126,=0.0066
2021-12-13,=25985.7300,=32170.0900,=7989723906883.7393,=7118442225401,=3415397253417.0298,=0.0143,=0.7062,=0.0151,=0.0126,=0.0066
2021-12-10,=25883.1100,=32043.0400,=7611246201168.2900,=7139239645344,=3410536421732.9595,=0.0140,=0.6674,=0.0151,=0.0126,=0.0066
2021-12-09,=25914.6500,=32082.0800,=7632868662105.7695,=7159071964981,=3415870419956.2813,=0.0140,=0.6627,=0.0151,=0.0126,=0.0066
2021-12-08,=25522.3500,=31596.4300,=7483882299062.2188,=7027091724533,=3354329025508.6401,=0.0142,=0.7013,=0.0151,=0.0126,=0.0066
2021-12-07,=24846.9800,=30760.3300,=7241682068103.4805,=6797831706579,=3247543368458.4907,=0.0145,=0.7336,=0.0151,=0.0126,=0.0066
2021-12-06,=24751.8600,=30642.5700,=7229968420989.5781,=6787477714700,=3242476355797.1709,=0.0146,=0.7494,=0.0151,=0.0126,=0.0066
2021-12-03,=24991.9900,=30939.8500,=7278316813987.4463,=6828601313025,=3262310595725.5811,=0.0144,=0.7318,=0.0151,=0.0126,=0.0066
2021-12-02,=24362.3900,=30160.4100,=7117977227859.9922,=6677230810646,=3185278702934.9097,=0.0146,=0.7436,=0.0151,=0.0126,=0.0066
2021-12-01,=24261.1900,=30035.1200,=7097241973457.9297,=6658100945821,=3174002407672.4009,=0.0146,=0.7449,=0.0151,=0.0126,=0.0066
2021-11-30,=24207.7800,=29969,=7073771631848.3408,=6635325521636,=3165662045656.5801,=0.0146,=0.7471,=0.0151,=0.0126,=0.0066
2021-11-29,=24636.8000,=30500.1200,=7225282675007.3496,=6779375058351,=3234053070603.6494,=0.0144,=0.7324,=0.0151,=0.0126,=0.0066
2021-11-26,=24522.7900,=30358.9800,=7161056789012.6689,=6713596149126,=3201707123669.3506,=0.0144,=0.7340,=0.0151,=0.0126,=0.0066
2021-11-25,=24712.3400,=30593.6400,=7208950946116.0908,=6754900639612,=3224622145426.4907,=0.0143,=0.7140,=0.0151,=0.0126,=0.0066
2021-11-24,=24765.6700,=30659.6600,=7213347085602.0596,=6758380723308,=3223690399314.6411,=0.0143,=0.7059,=0.0151,=0.0126,=0.0066
2021-11-23,=24569.9800,=30417.4000,=7100318852984.3887,=6642278076777,=3176989042005.8701,=0.0142,=0.6992,=0.0151,=0.0126,=0.0066
2021-11-22,=24623.2900,=30483.4000,=7064055694840.6904,=6606472135730,=3163143536008.5703,=0.0142,=0.7021,=0.0151,=0.0126,=0.0066
2021-11-19,=24630.1200,=30491.8500,=7029928639060.1016,=6568605568257,=3147536107372.1001,=0.0142,=0.6997,=0.0151,=0.0126,=0.0066
2021-11-18,=24490.1700,=30318.6000,=6952845513348.3867,=6483831347324,=3114183859033.1396,=0.0142,=0.6979,=0.0151,=0.0126,=0.0066
2021-11-17,=24543.9300,=30385.1500,=6971175922913.8604,=6502482002141,=3122823355908.8506,=0.0141,=0.6888,=0.0151,=0.0126,=0.0066
2021-11-16,=24721.4900,=30604.9700,=7013958659357.5596,=6541907701405,=3144488630249.9712,=0.0142,=0.6930,=0.0151,=0.0126,=0.0065
2021-11-15,=24337.0900,=30129.0800,=6867900041089.1494,=6398706710260,=3083196575914.7402,=0.0142,=0.7006,=0.0151,=0.0126,=0.0065
2021-11-12,=24144.7700,=29891,=6830140162801.8291,=6367995273636,=3071540452436.7397,=0.0144,=0.7265,=0.0151,=0.0126,=0.0065
2021-11-11,=24268.8500,=30044.6100,=6856605631512.9785,=6397780296549,=3083206852468.0508,=0.0144,=0.7274,=0.0151,=0.0126,=0.0065
2021-11-10,=24129.2600,=29871.7900,=6820585211876.8193,=6363160453271,=3063092006885.2295,=0.0145,=0.7349,=0.0151,=0.0126,=0.0065
2021-11-09,=24576.1300,=30425.0100,=6946325861649.3428,=6482291064841,=3120882448623.1196,=0.0143,=0.7065,=0.0151,=0.0126,=0.0065
2021-11-08,=24704.0300,=30583.3500,=7009366044740.7119,=6544045846990,=3148416045733.4795,=0.0142,=0.7031,=0.0151,=0.0126,=0.0065
2021-11-05,=24883.9700,=30806.1200,=7043212549085.0918,=6573386648928,=3163707567471.5098,=0.0141,=0.6840,=0.0151,=0.0126,=0.0065
2021-11-04,=24992.6200,=30940.6200,=7041781837433.4395,=6565317535953,=3161941303418.2500,=0.0139,=0.6622,=0.0151,=0.0126,=0.0065
2021-11-03,=24312.6800,=30098.8600,=6844737170940.4922,=6376923997080,=3077479264155.6704,=0.0143,=0.7105,=0.0151,=0.0126,=0.0065
2021-11-02,=24354.3500,=30150.4500,=6901977293921.3906,=6439293622447,=3101932391198.1694,=0.0145,=0.7341,=0.0151,=0.0126,=0.0065
2021-11-01,=24272.7100,=30049.3800,=6885633635544.9707,=6426579735518,=3097349709120.9004,=0.0146,=0.7487,=0.0151,=0.0126,=0.0065
2021-10-29,=24473.5800,=30298.0600,=6985493654503.1299,=6521572359893,=3136181132871.2891,=0.0147,=0.7496,=0.0151,=0.0126,=0.0065
2021-10-28,=23994.8200,=29705.3500,=6901385087579.4307,=6455573701325,=3244384903560.7710,=0.0150,=0.7852,=0.0151,=0.0126,=0.0065
2021-10-27,=23845.0500,=29519.9500,=6863922632498.9004,=6423331910082,=3229821089450.5103,=0.0151,=0.7942,=0.0151,=0.0126,=0.0065
2021-10-26,=24136.1000,=29880.2600,=6976089491985.7197,=6534857204677,=3283447552494.8115,=0.0150,=0.7891,=0.0151,=0.0126,=0.0065
2021-10-25,=24248.0700,=30018.8800,=7007449261468.7109,=6565136920760,=3300681248873.5317,=0.0149,=0.7790,=0.0151,=0.0126,=0.0065
2021-10-22,=24330.9200,=30121.4500,=7072510757579.7813,=6630759207056,=3328818669503.1572,=0.0150,=0.7829,=0.0151,=0.0126,=0.0065
2021-10-21,=23970.5000,=29675.2400,=6936941577442.7715,=6497776066113,=3266239647186.2144,=0.0151,=0.7949,=0.0151,=0.0126,=0.0065
2021-10-20,=24022.7100,=29739.8900,=6941441299976.5498,=6499343821284,=3268533706850.5625,=0.0151,=0.7928,=0.0151,=0.0126,=0.0065
2021-10-19,=24079.4000,=29810.0600,=6915603203781.5098,=6468169301451,=3257284845661.7759,=0.0149,=0.7764,=0.0151,=0.0126,=0.0064
2021-10-18,=23434.6500,=29011.8700,=6763422123950.2998,=6336155210077,=3185584725265.1558,=0.0156,=0.8456,=0.0151,=0.0126,=0.0064
2021-10-15,=24306.2900,=30088.7700,=7111749838844.9893,=6677585763077,=3348896530647.0723,=0.0152,=0.8094,=0.0151,=0.0125,=0.0064
2021-10-14,=24441.4000,=30256.0200,=7136120222170.2197,=6698617673382,=3360394807039.2681,=0.0149,=0.7815,=0.0151,=0.0125,=0.0064
2021-10-13,=24656.2100,=30521.9400,=7195554299623.3975,=6748433957482,=3384013932726.4360,=0.0147,=0.7549,=0.0151,=0.0125,=0.0064
2021-10-12,=24061.9600,=29786.3200,=6997153646219.5293,=6558408019062,=3289759326313.6025,=0.0149,=0.7746,=0.0151,=0.0125,=0.0064
2021-10-11,=24096.2800,=29828.8000,=6983638621908.6484,=6542055836782,=3287459610758.3018,=0.0148,=0.7648,=0.0151,=0.0125,=0.0064
2021-10-08,=24117.6200,=29855.2200,=6964357274210.3994,=6523832005872,=3279954496716.5391,=0.0149,=0.7768,=0.0151,=0.0125,=0.0064
2021-09-30,=23353.5200,=28909.3400,=6800590353283.3672,=6374164731295,=3198209005888.2085,=0.0153,=0.8191,=0.0151,=0.0125,=0.0064
2021-09-29,=23219.3000,=28743.1900,=6763560200752.2109,=6339251178278,=3182468397953.2324,=0.0153,=0.8126,=0.0151,=0.0125,=0.0064
2021-09-28,=23136,=28640.0800,=6748584913039.6006,=6326457576589,=3174018789554.5898,=0.0153,=0.8122,=0.0151,=0.0125,=0.0064
2021-09-27,=23320.7800,=28868.8100,=6830453346033.0898,=6401969527645,=3211528786372.2388,=0.0151,=0.7974,=0.0151,=0.0125,=0.0064
2021-09-24,=22212.8700,=27497.3300,=6397560758680.0518,=5989784613943,=3019274054850.5405,=0.0157,=0.8575,=0.0151,=0.0125,=0.0064
2021-09-23,=21579.3700,=26713.1100,=6191099048903.8379,=5791378044893,=2926053317888.2134,=0.0160,=0.9092,=0.0151,=0.0125,=0.0064
2021-09-22,=21305.2600,=26373.8000,=6139852948728.1592,=5746208000510,=2902321557902.1333,=0.0163,=0.9398,=0.0151,=0.0125,=0.0064
2021-09-17,=21857.1300,=27056.9600,=6318552639529.7217,=5912329553224,=2982754405770.0581,=0.0160,=0.9048,=0.0151,=0.0125,=0.0063
2021-09-16,=21369.3200,=26453.1000,=6164754408183.2695,=5763289265541,=2905596946959.0615,=0.0160,=0.9071,=0.0151,=0.0125,=0.0063
2021-09-15,=21117.8200,=26141.7700,=6096971279001.3604,=5701698331462,=2871827850558.4580,=0.0163,=0.9384,=0.0151,=0.0125,=0.0063
2021-09-14,=21571.8600,=26703.8300,=6246481907571.3799,=5845444876992,=2941419539081.2612,=0.0160,=0.9131,=0.0151,=0.0125,=0.0063
2021-09-13,=21754.3100,=26929.6700,=6280007645389.0313,=5873332709373,=2954723884096.8066,=0.0158,=0.8844,=0.0151,=0.0125,=0.0063
2021-09-10,=22018.1900,=27256.3300,=6349748086446.2207,=5938317095202,=2985805967402.6509,=0.0157,=0.8692,=0.0151,=0.0125,=0.0063
2021-09-09,=21741.4200,=26913.7100,=6252129868329.5996,=5841549945573,=2936595565181.0986,=0.0157,=0.8682,=0.0151,=0.0125,=0.0063
2021-09-08,=21789.0200,=26972.6400,=6261844369743.6436,=5850266827968,=2940526511142.6499,=0.0157,=0.8627,=0.0151,=0.0125,=0.0063
2021-09-07,=22055.0500,=27301.9600,=6360502123076.1504,=5946686766236,=2988044746416.9063,=0.0157,=0.8637,=0.0151,=0.0125,=0.0063
2021-09-06,=21997.7500,=27231.0400,=6351873927126.5703,=5938153283946,=2981785415369.7109,=0.0158,=0.8890,=0.0151,=0.0125,=0.0063
2021-09-03,=21454.4600,=26558.4900,=6216623353781.7803,=5813653829836,=2918704540923.6040,=0.0162,=0.9325,=0.0151,=0.0125,=0.0063
2021-09-02,=21144.3700,=26174.6200,=6113794581502.4590,=5718039067449,=2869392641418.1123,=0.0165,=0.9487,=0.0151,=0.0125,=0.0063
2021-09-01,=21486.2200,=26597.8100,=6201305805027.6816,=5799336040275,=2911494448964.6943,=0.0163,=0.9422,=0.0151,=0.0125,=0.0063
2021-08-31,=20868.6500,=25833.3200,=6019439769783.0410,=5607412798878,=2823156920416.3535,=0.0168,=0.9588,=0.0151,=0.0125,=0.0063
2021-08-30,=21157.9300,=26191.4200,=6135597183437.1396,=5724596884947,=2869966200619.5269,=0.0167,=0.9577,=0.0151,=0.0125,=0.0063
2021-08-27,=21170.6100,=26207.1100,=6144105880513.1787,=5726856500508,=2854856438232.9990,=0.0165,=0.9496,=0.0151,=0.0125,=0.0063
2021-08-26,=21215.3400,=26262.4900,=6159154565979.6094,=5737811718220,=2724691697808.7598,=0.0164,=0.9455,=0.0151,=0.0125,=0.0063
2021-08-25,=21849.2500,=27047.2000,=6371273018370.7803,=5942838969775,=2820826624624.4141,=0.0161,=0.9184,=0.0151,=0.0125,=0.0063
2021-08-24,=21538.8900,=26663.0100,=6257166302556.8887,=5830257373454,=2769024274762.6924,=0.0162,=0.9316,=0.0151,=0.0125,=0.0063
2021-08-23,=21141.8800,=26171.5500,=6108911537840.2393,=5687089147897,=2703402620183.2349,=0.0162,=0.9377,=0.0151,=0.0125,=0.0063
2021-08-20,=20930.6300,=25910.0500,=6044783187514.1787,=5629237804854,=2674814729140.9160,=0.0163,=0.9434,=0.0151,=0.0125,=0.0063
2021-08-19,=21902.4300,=27092.5500,=6351407229124.3027,=5926630278021,=2805183334712.7808,=0.0160,=0.9122,=0.0150,=0.0125,=0.0063
2021-08-18,=22225.5900,=27492.2900,=6428729806510.5713,=5995202475012,=2837111628035.7339,=0.0163,=0.9393,=0.0150,=0.0125,=0.0063
2021-08-17,=22203.0400,=27464.3900,=6434862597820.5098,=6004319658067,=2843229474559.6650,=0.0161,=0.9281,=0.0150,=0.0125,=0.0063
2021-08-16,=23106.6100,=28582.0700,=6697099405270.1699,=6253474535096,=2958415860327.6816,=0.0158,=0.8836,=0.0150,=0.0125,=0.0063
2021-08-13,=23015.3600,=28469.2000,=6673245487095.9688,=6233758559660,=2951491920031.4385,=0.0159,=0.9043,=0.0150,=0.0125,=0.0063
2021-08-12,=22934.5400,=28369.2300,=6641674532607.8994,=6202596000177,=2933419695573.5337,=0.0159,=0.9053,=0.0150,=0.0125,=0.0063
2021-08-11,=23362.6200,=28897.1100,=6806505536442.2100,=6360793718393,=3005955335161.0112,=0.0157,=0.8655,=0.0150,=0.0125,=0.0063
2021-08-10,=23753.1300,=29380.1300,=6938375133003.7021,=6487445015568,=3064455769563.9282,=0.0155,=0.8509,=0.0150,=0.0125,=0.0063
2021-08-09,=22844.6900,=28252.8600,=6607601751198.2314,=6168208492323,=2921724516175.6675,=0.0158,=0.8845,=0.0150,=0.0125,=0.0063
2021-08-06,=22158.9000,=27404.7100,=6439143502418.7813,=6020818810159,=2849136332539.2588,=0.0165,=0.9514,=0.0150,=0.0125,=0.0062
2021-08-05,=22260.3100,=27530.1300,=6499999501882.2520,=6078934936686,=2872337974457.8652,=0.0164,=0.9476,=0.0150,=0.0125,=0.0062
2021-08-04,=22425.4800,=27733.4800,=6575828374665.9297,=6148747064715,=2904464133786.8999,=0.0162,=0.9354,=0.0150,=0.0125,=0.0062
2021-08-03,=22777.9700,=28169.4100,=6684496777149.3184,=6251293795763,=2951637419952.2788,=0.0160,=0.9156,=0.0150,=0.0124,=0.0062
2021-08-02,=22465.9100,=27783.4800,=6620462082088.8604,=6192175930168,=2923360679042.3149,=0.0162,=0.9353,=0.0150,=0.0124,=0.0062
2021-07-30,=21485.6600,=26571.2100,=6325396349927.0713,=5913138744537,=2793495361466.9624,=0.0166,=0.9544,=0.0150,=0.0124,=0.0062
2021-07-29,=22137.2700,=27377.0500,=6573149537405.4600,=6152726846902,=2893560462587.6943,=0.0164,=0.9493,=0.0150,=0.0124,=0.0062
2021-07-28,=22245.2800,=27510.6300,=6621780118203.5400,=6200290696434,=2912786114939.0386,=0.0164,=0.9475,=0.0150,=0.0124,=0.0062
2021-07-27,=22224.2700,=27484.6500,=6550803957589.1318,=6123027849508,=2879956102229.5884,=0.0163,=0.9424,=0.0150,=0.0124,=0.0062
2021-07-26,=23110.8300,=28581.0500,=6847822123468.2813,=6402983879187,=3013928533663.8203,=0.0157,=0.8831,=0.0150,=0.0124,=0.0062
2021-07-23,=24314.8400,=30070.0400,=7235076807383.4316,=6773729324781,=3178645021688.2749,=0.0153,=0.8271,=0.0150,=0.0124,=0.0062
2021-07-22,=24872.5300,=30759.7400,=7404503664922.4385,=6928457341173,=3252162417188.1831,=0.0152,=0.8161,=0.0150,=0.0124,=0.0062
2021-07-21,=25141.0900,=31091.8600,=7488688890083.1094,=7013842194001,=3289234596359.2705,=0.0151,=0.8085,=0.0150,=0.0124,=0.0062
2021-07-20,=25286.8200,=31271.0500,=7533621727748.5195,=7055368487475,=3307874654935.6201,=0.0150,=0.8016,=0.0150,=0.0124,=0.0062
2021-07-19,=25260.3000,=31238.2500,=7515416128229.4697,=7040062316662,=3301799317777.3267,=0.0150,=0.8023,=0.0150,=0.0124,=0.0062
2021-07-16,=25269.4200,=31249.5200,=7490740738350.0703,=7008246301964,=3290988127906.4219,=0.0149,=0.7882,=0.0150,=0.0124,=0.0062
2021-07-15,=25745.2800,=31834.8100,=7634717757096.9307,=7142916789612,=3354741857825.0571,=0.0146,=0.7632,=0.0150,=0.0124,=0.0062
2021-07-14,=25364.5500,=31364.0200,=7503948204253.6016,=7014523779713,=3300959090129.6177,=0.0145,=0.7566,=0.0150,=0.0124,=0.0062
2021-07-13,=25329.8600,=31320.7500,=7516350623296.3486,=7024358390898,=3309068624009.6758,=0.0146,=0.7592,=0.0150,=0.0124,=0.0062
2021-07-12,=24823.3800,=30693.7300,=7374479968001.8604,=6887261557370,=3253000744315.5708,=0.0147,=0.7670,=0.0150,=0.0124,=0.0062
2021-07-09,=24597.7900,=30414.8000,=7326739745152.7998,=6846607665069,=3234552703419.0435,=0.0147,=0.7714,=0.0150,=0.0124,=0.0062
2021-07-08,=25114.2800,=30994.3900,=7459399058183.1895,=6971414181539,=3286144603384.2109,=0.0146,=0.7648,=0.0150,=0.0124,=0.0062
2021-07-07,=25592.0800,=31571.9000,=7596867747159.4424,=7097739145180,=3348960160300.2183,=0.0144,=0.7435,=0.0150,=0.0124,=0.0062
2021-07-06,=25509.2300,=31469.4500,=7575743672257.1094,=7070825384373,=3339037949640.1001,=0.0143,=0.7276,=0.0150,=0.0124,=0.0062
2021-07-05,=25641.2600,=31632.3300,=7597845526863.0693,=7091567245743,=3344500368789.3525,=0.0142,=0.7234,=0.0150,=0.0124,=0.0062
2021-07-02,=25794.4200,=31820.3400,=7652648233785.3398,=7145402587615,=3372563394880.8120,=0.0141,=0.7038,=0.0150,=0.0124,=0.0062
2021-07-01,=26572.1900,=32779.8200,=7937038650827.4912,=7417318350230,=3492840085992.8740,=0.0139,=0.6776,=0.0150,=0.0124,=0.0062
2021-06-30,=26374.6300,=32536.1000,=7842629477222.4082,=7318851304753,=3452961736439.9341,=0.0140,=0.6834,=0.0150,=0.0124,=0.0062
2021-06-29,=26352.4300,=32508.7100,=7838908846530.6904,=7312957681264,=3452955170573.5908,=0.0139,=0.6798,=0.0150,=0.0124,=0.0062
2021-06-28,=26746.6000,=32994.9700,=7973668976342.3623,=7441102969255,=3513643478590.0649,=0.0137,=0.6646,=0.0150,=0.0124,=0.0062
2021-06-25,=26329.8100,=32479.6400,=7874680602223.1924,=7354577353640,=3468198320752.7495,=0.0140,=0.6848,=0.0150,=0.0124,=0.0062
2021-06-24,=25863.1000,=31870.5400,=7738263124449.1201,=7231498258068,=3411388676359.4380,=0.0141,=0.7001,=0.0150,=0.0124,=0.0062
2021-06-23,=25822.9900,=31815.3000,=7690235518471.5498,=7181966053102,=3392967320022.4536,=0.0140,=0.6897,=0.0150,=0.0124,=0.0062
2021-06-22,=26184.7600,=32260.8500,=7829223879237.2500,=7322431800478,=3447846569818.3574,=0.0140,=0.6851,=0.0150,=0.0124,=0.0062
2021-06-21,=26037.0300,=32078.8500,=7796761617332.9102,=7297031324745,=3436196909201.5908,=0.0142,=0.7132,=0.0150,=0.0124,=0.0062
2021-06-18,=26318.4300,=32424.4500,=7844261822525.2881,=7334604533781,=3457133877531.7969,=0.0140,=0.6901,=0.0150,=0.0124,=0.0062
2021-06-17,=26678.1500,=32866.9200,=7989705411546.8701,=7472899504067,=3520324279967.7817,=0.0139,=0.6841,=0.0150,=0.0124,=0.0062
2021-06-16,=26573.8400,=32737.5000,=7963658457091.8906,=7444275810213,=3510601637374.5933,=0.0140,=0.6898,=0.0150,=0.0124,=0.0062
2021-06-15,=26787.5400,=33000.7600,=8059166854544.6621,=7534245217257,=3551108543532.2852,=0.0140,=0.6884,=0.0150,=0.0124,=0.0062
2021-06-11,=26994.8100,=33254.6600,=8220866677279.9980,=7695404769685,=3628415728179.3730,=0.0132,=0.6324,=0.0150,=0.0124,=0.0062
2021-06-10,=27570.9800,=33897.8100,=8400163283987.8018,=7862645802171,=3706399580449.8936,=0.0130,=0.5986,=0.0150,=0.0124,=0.0061
2021-06-09,=27400.6000,=33688.3200,=8307801870053.5898,=7766994642721,=3669691801843.4912,=0.0129,=0.5757,=0.0150,=0.0124,=0.0061
