date,net_value,turnover
2022-12-28,5.0089045,0.032108154
2022-12-29,5.0113254,0.11519558
2022-12-30,5.021341,0.0
2023-01-03,5.0290084,0.2149561
2023-01-04,5.0147877,0.4375038
2023-01-05,5.034761,1.584981
2023-01-06,5.0605483,0.21910375
2023-01-09,5.0254073,0.23357292
2023-01-10,5.0132947,0.02382407
2023-01-11,5.0420594,0.03186502
2023-01-12,5.1401734,0.020078003
2023-01-13,5.1965423,0.04824047
2023-01-16,5.1976027,0.00026576594
2023-01-17,5.2694573,0.089571975
2023-01-18,5.300354,0.24497348
2023-01-19,5.312641,0.039073933
2023-01-20,5.267016,0.05201506
2023-01-30,5.3361583,0.23390613
2023-01-31,5.3769407,0.12818588
2023-02-01,5.3614907,0.0071384246
2023-02-02,5.307343,0.010334377
2023-02-03,5.2957144,0.10020135
2023-02-06,5.252538,0.3805669
2023-02-07,5.3638353,0.67343974
2023-02-08,5.3337774,0.116011515
2023-02-09,5.34908,0.90226173
2023-02-10,5.333321,1.0509386
2023-02-13,5.3530045,0.361284
2023-02-14,5.2713814,0.05512708
2023-02-15,5.188923,0.3558808
2023-02-16,5.242578,0.649872
2023-02-17,5.2293053,0.6438093
2023-02-20,5.2173276,0.5270656
2023-02-21,5.2095184,0.3533083
2023-02-22,5.2136054,0.66358656
2023-02-23,5.1829743,0.10477595
2023-02-24,5.192693,0.31427887
2023-02-27,5.2141576,0.022680271
2023-02-28,5.20215,0.09725444
2023-03-01,5.296937,1.1544209
2023-03-02,5.3221593,0.51710075
2023-03-03,5.2285323,0.3293214
2023-03-06,5.222847,0.056480344
2023-03-07,5.2543902,0.23169516
2023-03-08,5.2548237,0.4719351
2023-03-09,5.286843,0.6840274
2023-03-10,5.351212,0.033535354
2023-03-13,5.333861,1.0887338
2023-03-14,5.2938876,0.2259664
2023-03-15,5.3767757,0.31071654
2023-03-16,5.4537096,0.1279677
2023-03-17,5.465121,0.40033242
2023-03-20,5.4777083,0.27589524
2023-03-21,5.614572,0.17098437
2023-03-22,5.6045427,0.3270641
2023-03-23,5.544114,0.31911874
2023-03-24,5.4561157,0.23226246
2023-03-27,5.571627,0.27276513
2023-03-28,5.609929,0.5270997
2023-03-29,5.659409,0.0891115
2023-03-30,5.803632,0.1229113
2023-03-31,5.868703,0.18714157
2023-04-03,5.9866548,0.44950745
2023-04-04,5.9902487,0.47176555
2023-04-06,5.9127502,0.19066752
2023-04-07,5.9248343,0.5186273
2023-04-10,5.9682403,0.46789408
2023-04-11,5.8244314,0.92197096
2023-04-12,5.9464335,0.52096754
2023-04-13,5.9128633,0.5152839
2023-04-14,5.8349705,0.54157746
2023-04-17,5.8259773,0.37261835
2023-04-18,5.902193,0.36740953
2023-04-19,5.811985,0.68978
2023-04-20,5.729677,0.47575396
2023-04-21,5.7672615,0.80909836
2023-04-24,5.771546,0.0
2023-04-25,5.785675,3.5315752e-06
2023-04-26,5.756274,0.07612143
2023-04-27,5.8527822,0.03029798
2023-04-28,5.870102,0.06924501
2023-05-04,5.8238354,0.075784564
2023-05-05,5.796359,0.3393765
2023-05-08,5.8013396,0.13074483
2023-05-09,5.798356,0.19221902
2023-05-10,5.747906,0.5048347
2023-05-11,5.7757883,0.52789605
2023-05-12,5.761016,0.06435738
2023-05-15,5.7511134,0.2966614
