iter,val_sharpe,val_net,val_mdd,turn_mean,equity_mean,equity_min,equity_max,act_std,act_sat
0,-0.689,0.8090889788740799,-0.3012,0.002643931670428177,0.8200000005383645,0.8199998736381531,0.8200001120567322,0.019373347982764244,0.0
1,-0.6866,0.8095200865517925,-0.3008,0.0043141357467165985,0.8200000016065482,0.8199999332427979,0.8200001120567322,0.031071733683347702,0.0
2,-0.6995,0.8043457868483376,-0.3057,0.004954306081631705,0.8200000004315462,0.8199998736381531,0.8200001120567322,0.03214891999959946,0.0
3,-0.7127,0.8005282733629941,-0.3096,0.007230734699622704,0.8200000026747317,0.8199998736381531,0.8200001120567322,0.04646765813231468,0.0
4,-0.7189,0.7984850152660179,-0.3118,0.009596313466735212,0.8199999993633625,0.8199998736381531,0.8200001120567322,0.06249742582440376,0.0
5,-0.7129,0.8012771336070994,-0.3096,0.013633870723320165,0.8187425000906845,0.7973220944404602,0.8200001120567322,0.08401769399642944,0.0
6,-0.7247,0.7971618830255516,-0.3136,0.016878675108635298,0.8193812548686954,0.8039495944976807,0.8200001120567322,0.09252946823835373,0.0
7,-0.7326,0.794744188382369,-0.314,0.021036016337546825,0.8179641761232875,0.7784197330474854,0.8200000524520874,0.09849454462528229,0.0
8,-0.7434,0.790766078968316,-0.318,0.029343742409914626,0.8170865264631086,0.7656051516532898,0.8200000524520874,0.12297555059194565,0.0
9,-0.7441,0.7920099818305852,-0.3164,0.02928497595545639,0.8155498621070684,0.7554492950439453,0.8200001120567322,0.14176343381404877,0.0
10,-0.7556,0.7884116065870173,-0.319,0.031856252942033994,0.8127450503969705,0.75,0.8200000524520874,0.17020368576049805,0.0
11,-0.7485,0.7903648340865473,-0.3182,0.0355846136474588,0.8032355329896387,0.7499999403953552,0.8200000524520874,0.20959684252738953,0.0
12,-0.7377,0.7957593820835859,-0.3127,0.04766540555116523,0.7896263850418898,0.7499999403953552,0.8200000524520874,0.2846617102622986,0.0
13,-0.7346,0.7981045732897541,-0.3115,0.045300131757146145,0.7832160070805567,0.7499999403953552,0.8200001120567322,0.3188340663909912,0.0
14,-0.7152,0.8018086979899813,-0.3117,0.0488157069584268,0.7811739492800928,0.7499999403953552,0.8200000524520874,0.3792232573032379,0.0
15,-0.6804,0.8100644526038552,-0.3064,0.05218932110028455,0.7756691328299943,0.7499999403953552,0.8200000524520874,0.4612460434436798,0.0
16,-0.6711,0.8127487786494066,-0.3037,0.05244291233946986,0.7776667525905008,0.7499999403953552,0.8200000524520874,0.5445830225944519,0.0
17,-0.6686,0.8144149708427273,-0.3037,0.05570746174142245,0.7774094530117555,0.7499999403953552,0.8200000524520874,0.6445832848548889,0.0
18,-0.6477,0.8208800070136844,-0.3003,0.05710826823521259,0.7763863015773048,0.7499999403953552,0.8200000524520874,0.7415090203285217,0.0
19,-0.6166,0.8303396673049024,-0.2913,0.05912499971634384,0.7730102576448926,0.7499999403953552,0.8200000524520874,0.7657250165939331,0.0
20,-0.6173,0.8310173533592236,-0.2895,0.0649707091982246,0.7751471418420046,0.7499999403953552,0.8200000524520874,0.8743106126785278,0.0
21,-0.6039,0.8343030185215421,-0.2871,0.06627299026402521,0.7756526880366827,0.7499999403953552,0.8200000524520874,0.9221634268760681,0.0
22,-0.5777,0.8419151759214833,-0.2812,0.06394252913927252,0.7733777417504232,0.7499999403953552,0.8200000524520874,0.9724335670471191,0.0
23,-0.5643,0.8457969256439162,-0.2792,0.05932142222166649,0.7731054169943683,0.7499999403953552,0.8200001120567322,1.012458086013794,0.0
24,-0.5668,0.8450606851954975,-0.2796,0.06050854385580107,0.7815613117482927,0.7499999403953552,0.8200000524520874,1.0818979740142822,0.0
25,-0.5465,0.8494238947660379,-0.2763,0.057956848028166,0.7920309539123248,0.7499999403953552,0.8200001120567322,1.1459319591522217,0.0
26,-0.5332,0.8540224496560785,-0.2707,0.05407377625865641,0.794301775941712,0.7499999403953552,0.8200000524520874,1.2445507049560547,0.0
