date,沪深300,等权,风险平价,MVO,动量,动态评分,LGB融合,PPO月度,PPO原生日频
2018-07-24,978251.9379973523,2076090.8366127987,2121065.8706161515,4282263.375422299,2097785.2443385664,3016220.410733869,1954846.4151597342,2637422.7228259793,2653201.353630398
2018-07-25,977973.4087317451,2073696.7788080713,2119652.7069189847,4268617.612071601,2094419.9758543612,3015282.135895339,1953053.7908615852,2634194.7821723116,2650200.6712413034
2018-07-26,965329.085886065,2062498.281610874,2116918.7355272034,4247967.52871604,2079068.3487885832,3007484.704428299,1947744.8725466398,2619878.0743279946,2636376.1226589703
2018-07-27,962900.138066054,2059072.0871380225,2115566.257611952,4249133.901104098,2076510.7287400032,3003322.3414381985,1945918.9335115962,2616212.6198859126,2632419.523316504
2018-07-30,957514.2586396126,2043533.106995768,2110026.050399195,4211380.970328467,2061177.5840712378,2992361.619320119,1937241.9150714078,2598264.503005419,2614521.363521937
2018-07-31,960999.3370764974,2046954.0882848017,2112561.725103987,4215233.738032374,2064775.991744796,2997100.7878550477,1939850.3048697428,2602606.654349506,2618841.2290387093
2018-08-01,939484.923082672,2026409.3734585757,2104901.62369403,4190487.454032688,2041024.7714897278,2970581.1311568925,1924809.6470561603,2580474.0432201494,2596629.642536985
2018-08-02,918508.557302046,1998775.2690027605,2098281.2004680736,4149155.4881676417,2007040.2886247928,2943362.523219559,1906628.7675597381,2552501.375016738,2567854.97335108
2018-08-03,905596.7788129831,1984657.601884645,2093926.3894800032,4125921.780553509,1989233.2800522002,2928387.1899191937,1896842.1830093213,2537781.0978864403,2552862.5640642536
2018-08-06,896179.6952052052,1960531.098599819,2089295.7483371145,4065403.497681665,1960378.7840658622,2911459.0547816744,1880931.7778723356,2514798.153200165,2529998.971262103
2018-08-07,921169.2183470883,1984938.826503853,2094419.1541417404,4085718.292831629,1987578.6937603212,2941551.06488016,1896934.325286318,2539221.4031341155,2553585.5487894644
2018-08-08,907720.20205206,1965715.7303759076,2083171.8804862648,4045827.2608530787,1966663.789979725,2918371.830900145,1881486.7814994587,2518057.509256434,2531340.2315283557
2018-08-09,929483.5795878657,1994132.290525048,2093404.4906408126,4092506.199458751,1997421.3676336873,2950790.569750072,1901922.3943745203,2547156.858288881,2562782.7034702487
2018-08-10,931087.1119843229,1998640.4950217,2094991.9217225874,4105250.668898542,2001855.666061667,2954729.207426065,1905255.9092048889,2551444.323941543,2568312.675268902
2018-08-13,927046.0312792814,1993609.506377377,2089849.8992349745,4069526.209215657,1993002.463950666,2952168.2755891886,1899938.0377333832,2545213.9725517873,2559825.650947164
2018-08-14,923005.0308367326,1987175.4046676639,2085063.9001384713,4073429.9769050884,1984336.7375952078,2942655.030250617,1895147.0873278533,2536543.931883681,2552923.029906077
