date,沪深300,等权,风险平价,MVO,动量,动态评分,LGB融合,PPO月度,SASF硬切换,PPO原生日频
2015-02-26,966593.2321826904,1023584.7724290437,1014958.8572545433,1012629.0020782868,1017415.6896937022,977107.0813406969,1007010.4267183151,1024485.2682850498,978555.325523719,1017265.5720728403
2015-02-27,964686.2361707132,1027260.403257922,1018701.2947871139,1017955.1185377061,1022956.0816831797,977704.456236692,1008039.821247088,1028164.1327399247,979153.5858341529,1020918.5110365516
2015-03-02,972266.2176023556,1037662.8627615534,1028573.0911969069,1039094.661760696,1034088.6331621147,989779.5013486801,1016950.035719605,1038575.7437783655,988481.4038534444,1031256.7499425624
2015-03-03,945693.4025125757,1023872.3148141633,1016863.7959980508,1031868.4181307927,1025185.3950409739,982693.6271917411,1006700.2578233937,1024773.0636347829,975344.4778978734,1017551.3392870201
2015-03-04,953544.4702388747,1034786.387897906,1026605.0658880892,1051701.8047665225,1036919.1538336788,987216.6788818482,1009953.1369758112,1035696.738343959,985741.263473167,1028398.0332768412
2015-03-05,945403.5908852763,1031981.0166654484,1024477.6958030948,1049286.1069406765,1036121.8461532904,983796.9144449104,1006470.9975636423,1032888.899093964,983068.8566696605,1025609.9812771125
2015-03-06,939431.2305168699,1024741.1442163164,1017782.0722366467,1034242.9451078483,1028611.7665776964,976232.7859677722,1000970.2102434927,1025642.6573871855,976172.1279352504,1018414.8048861787
2015-03-09,957852.7600629875,1034705.8538683358,1023908.4206390998,1051670.5018589192,1035224.8000598687,968965.5055099473,994554.7170135209,1035616.1334648002,985664.5464647199,1028317.9964319518
2015-03-10,951067.2759477576,1033100.6473252152,1022168.1395564455,1057673.0503342727,1035527.9819365124,965348.5682021786,989158.3814413843,1034009.5147456886,984135.4208940158,1026722.6997878762
2015-03-11,952413.0235378727,1032999.545578051,1021927.3917998524,1057061.265305976,1034904.4434239008,965401.9311812096,989322.3833808625,1033908.3240545437,984039.1110032456,1026622.2222022021
2015-03-12,969749.7427553418,1037717.8058527572,1024856.4610669579,1055848.2060440637,1034927.6227818758,965792.6431270619,992085.708790652,1038630.7352056007,988533.7428412545,1031311.3538372376
2015-03-13,975160.7468323265,1043678.0625282963,1029625.3564660833,1069065.8979500092,1040928.3696011986,966567.5305637551,991831.3468557539,1044596.2354003693,994211.5049520467,1037234.8142872743
2015-03-16,999272.6141605574,1066546.5723647776,1050186.4638641635,1103327.9334103924,1062760.0361858031,981388.2406840812,1005323.0885666,1067484.8637447606,1015996.1303042944,1059962.1431494025
2015-03-17,1012000.9195824349,1074442.8828622012,1055890.2986557016,1118348.7034108054,1068738.7444125654,981748.7657871502,1005169.0452184658,1075388.1209993775,1023518.1843026262,1067809.7050043568
2015-03-18,1038822.184400323,1088733.05786407,1066528.0148343747,1135774.2282509133,1078249.490810068,982485.6432687042,1007529.061901355,1089690.8677429499,1037131.0568010848,1082011.6582180609
2015-03-19,1033391.4654527543,1090542.4926221557,1069357.9793453559,1147186.8411876992,1082517.7846332311,991925.9977548094,1013346.463683098,1091501.8943462302,1038854.7309095459,1083809.922254311
2015-03-20,1048016.1831663164,1097014.1094588896,1073692.837494719,1157396.7267705745,1085976.4585896814,992543.5153494983,1014080.4019155045,1097979.204569873,1045019.6165632079,1090241.5859337477
2015-03-23,1069144.979944782,1121397.2413460317,1095953.2011065152,1201877.3785724093,1110862.1571225987,1011358.9863231524,1029180.1120855577,1122383.7874494605,1068247.0763703382,1114474.1861796842
2015-03-24,1068050.3226710088,1119424.4765220662,1094737.8867410056,1191043.1476247848,1108635.6384592801,1010643.3300626407,1030401.9404932554,1120409.2870911292,1066367.8134491653,1112513.6004116351
2015-03-25,1061535.487465499,1123108.5234324555,1099039.0954987714,1201853.5309417674,1115754.4910840527,1013285.599518644,1031509.0425374309,1124096.5750315392,1069877.249888041,1116174.9034993579
2015-03-26,1062337.978177802,1126844.8728224628,1104167.1757132811,1192221.9697250912,1120422.5102342765,1016788.7665935482,1038410.5019853447,1127836.2114645282,1073436.50985856,1119888.1861722427
2015-03-27,1070457.5766986534,1134575.2874663218,1110654.2590894797,1211449.2258534685,1127816.4689943322,1023060.8640583645,1042181.374294483,1135573.4269191646,1080800.530865532,1127570.8763478533
2015-03-30,1104593.198766933,1147303.7656719764,1118126.046385332,1232479.7498925254,1132698.4298832146,1022073.67167812,1041616.7985321141,1148313.1029681112,1092925.725335882,1140220.7740527254
2015-03-31,1092387.271427345,1138641.016740988,1110108.6128325248,1227657.8458381281,1125467.3001437495,1016749.0550454053,1034664.4322807972,1139642.7330078497,1084673.5593079443,1131611.5054465765
2015-04-01,1110262.2094726248,1154973.5917278768,1123939.7889157794,1245401.3585966525,1145833.831426019,1026592.4471495862,1044329.5873495213,1155989.6765321472,1100232.0294343743,1147843.2496899306
2015-04-02,1108625.2312719638,1165885.211000651,1135609.0091703837,1262026.6390276367,1156089.0358712212,1039311.9384261653,1054819.377480187,1166910.8952716212,1110626.477500446,1158687.5050176242
