日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM市值加权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2026-07-17,=18079.7400,=19705.4225,=6510062389541.6992,=5369269509169,=3456322512483.7627,=137.6386,=0.9284,=107.1632,=80.4597,=55.7047
2026-07-16,=19471.2900,=21222.0959,=7006303752404.8398,=5760752266150,=3721254672540.5679,=148.1303,=0.9612,=106.8749,=80.3553,=55.7047
2026-07-15,=20652.3100,=22509.3087,=7341985600558.0420,=6074368240737,=3946145220509.2920,=155.2275,=0.9701,=106.8605,=80.3529,=55.7047
2026-07-14,=21802.2700,=23762.6735,=7743929078724.0498,=6408449572323,=4163695236221.4570,=163.7255,=0.9779,=106.8605,=80.3505,=55.6722
2026-07-13,=21414.6800,=23340.2290,=7680007024230.9102,=6330033720194,=4089730265708.4790,=162.3741,=0.9749,=106.8477,=80.2291,=55.6722
2026-07-10,=22325.1000,=24332.5120,=7905017170874.5098,=6552825414319,=4258726393463.6860,=167.1313,=0.9790,=106.8366,=80.1077,=55.6722
2026-07-09,=23874.9100,=26021.6764,=8445308895075.4600,=7017610585574,=4556323934130.6572,=178.5544,=0.9826,=106.7871,=80.0906,=55.6722
2026-07-08,=21833.9100,=23797.1618,=7720250997443.9102,=6454356996008,=4165628696289.3481,=163.2249,=0.9784,=106.7461,=80.0736,=55.6722
2026-07-07,=22004.1900,=23982.7471,=7707970697901.9219,=6486291468681,=4194675992739.2559,=162.9653,=0.9784,=106.7461,=79.8602,=55.6428
2026-07-06,=22108.0300,=24095.9260,=7689466983259.8398,=6474827677709,=4212857932380.5322,=162.5741,=0.9778,=106.6979,=79.6469,=55.6428
2026-07-03,=21934.4800,=23906.7732,=7588797104537.0898,=6407279033899,=4179559955483.6362,=160.4457,=0.9778,=106.4883,=79.5633,=55.6428
2026-07-02,=22163,=24154.0544,=7689677259371.6602,=6481108816708,=4223814944443.5010,=162.5785,=0.9784,=106.4697,=79.4798,=55.6428
2026-07-01,=24286.8800,=26468.7335,=8374565670129.8584,=7073819298636,=4629504833051.8701,=177.0587,=0.9826,=106.4663,=79.4352,=55.6428
2026-06-30,=24861.0500,=27094.4863,=8594577350429.4102,=7259134682014,=4740485755237.6699,=181.7103,=0.9832,=106.4663,=79.3907,=55.6194
2026-06-29,=24226.2400,=26401.4791,=8317270539154.3066,=7042277622283,=4612937682979.6172,=175.8474,=0.9831,=106.4628,=79.3438,=55.6194
2026-06-26,=23056.2800,=25126.4794,=7975446344941.8496,=6731875658981,=4391409403915.0981,=168.6204,=0.9819,=106.4474,=79.2970,=55.6194
2026-06-25,=23318.2800,=25411.9976,=8109819228309.9102,=6815583321493,=4445451308105.1914,=171.4613,=0.9831,=106.3732,=79.2812,=55.6194
2026-06-24,=22111.0400,=24096.2257,=7731537915601.1406,=6485149641658,=4217543435967.8242,=163.4636,=0.9819,=106.3416,=79.2654,=55.6194
2026-06-23,=20987.7000,=22872.0271,=7351703089873.8301,=6181423819870,=4006327887522.9199,=155.4329,=0.9795,=106.3416,=79.2361,=55.6095
2026-06-22,=21473.8000,=23400.1399,=7419647373760.5918,=6299373604509,=4100907742994.6001,=156.8694,=0.9819,=106.3234,=79.2068,=55.6095
2026-06-18,=20721.2800,=22580.1100,=7223521390241.2510,=6136192314884,=3963868978848.7817,=152.7229,=0.9795,=106.2256,=79.1944,=55.6095
2026-06-17,=19831.5600,=21610.5728,=6874624115723.9014,=5837467914032,=3786788763638.4058,=145.3463,=0.9661,=106.1983,=79.1821,=55.6095
2026-06-16,=18702.0700,=20379.7648,=6522011346398.1104,=5524676282930,=3575593082724.0649,=137.8912,=0.9419,=106.1395,=79.1326,=55.6095
2026-06-15,=18523.8300,=20185.0628,=6497228933413.8496,=5503901840600,=3545012756773.1201,=137.3673,=0.9395,=106.1395,=79.0832,=55.5610
2026-06-12,=17477.3200,=19044.7058,=5622563499032.6904,=4781387496112,=3005383698087.8232,=197.7831,=0.9903,=106.1180,=79.0110,=55.5610
2026-06-11,=17610.2200,=19189.5218,=5657421531164.6709,=4798943901601,=3023419945672.6694,=199.0093,=0.9915,=106.0879,=78.9389,=55.5610
2026-06-10,=17521.2800,=19092.5987,=5614843172758.0605,=4767595105111,=3006682257488.3125,=197.5116,=0.9909,=105.8906,=78.8931,=55.5610
2026-06-09,=17751.2800,=19342.5694,=5672365442909.5918,=4810844993692,=3044769429433.6211,=199.5350,=0.9921,=105.7852,=78.8473,=55.5610
2026-06-08,=16880.2100,=18393.4150,=5411600545789.3594,=4589627876999,=2899724630856.6235,=190.3622,=0.9872,=105.7852,=78.7856,=55.5373
2026-06-05,=17641.1900,=19222.6094,=5654057440097.4893,=4794619069313,=3029381495919.9946,=198.8910,=0.9921,=105.6922,=78.7238,=55.5373
2026-06-04,=18583.1500,=20249.0069,=5944838944540.9697,=5035970565019,=3190803273489.2876,=209.1197,=0.9970,=105.6384,=78.7234,=55.5373
2026-06-03,=18238.2700,=19872.2410,=5864396924721.3594,=4965154445889,=3136942142833.6299,=206.2900,=0.9957,=105.3990,=78.7230,=55.5373
2026-06-02,=17629.9700,=19209.4473,=5684156764548.5000,=4797743808351,=3031208966715.0220,=199.9498,=0.9945,=105.3908,=78.6109,=55.5373
2026-06-01,=17333.1900,=18886.0708,=5586796412156.9004,=4700473618217,=2975815017166.5703,=196.5250,=0.9939,=105.3908,=78.4988,=55.4897
2026-05-29,=18347.7400,=19991.3050,=5913943773990.3906,=4977397193576,=3151787170196.6509,=208.0329,=0.9963,=105.3600,=78.4944,=55.4897
2026-05-28,=19395.8500,=21132.2091,=6301358567063.5391,=5276084622152,=3333200761120.1250,=221.6609,=0.9988,=105.3315,=78.4901,=55.4897
2026-05-27,=19329.4300,=21059.1969,=6210546781356.8604,=5230452115784,=3314726566943.7588,=218.4664,=0.9988,=105.3264,=78.4842,=55.4897
2026-05-26,=19868.5000,=21646.5104,=6402553432025.6016,=5404740948072,=3412629665211.9229,=225.2206,=0.9994,=105.2898,=78.4784,=55.4897
2026-05-25,=20000.7000,=21787.2782,=6464897114142.1191,=5423417059757,=3437946047630.5049,=227.4136,=1,=105.2898,=78.4750,=55.4895
2026-05-22,=18621.3400,=20284.7108,=5938877411586.5898,=5050074749107,=3196033467809.9507,=208.9100,=0.9994,=105.2673,=78.4716,=55.4895
2026-05-21,=18149.3100,=19770.5119,=5807495252996.3311,=4946968891235,=3120461910217.8232,=204.2884,=0.9994,=105.1343,=78.4542,=55.4895
2026-05-20,=18722.5800,=20394.3579,=6022850525493.5400,=5119018350693,=3221428695640.7148,=211.8639,=1,=105.1047,=78.4367,=55.4895
2026-05-19,=17879.2600,=19475.3863,=5720654390568.1807,=4909843905730,=3076608336038.0342,=201.2337,=1,=105.0843,=78.4323,=55.4895
2026-05-18,=17194.8200,=18729.8388,=5498244005709.7305,=4697883115108,=2953665085652.6934,=193.4100,=0.9975,=105.0843,=78.4280,=55.4544
2026-05-15,=17032.6200,=18553.1624,=5465180485287.9199,=4657078821660,=2926847393929.2397,=192.2469,=0.9975,=104.7321,=78.4054,=55.4544
2026-05-14,=17078.7100,=18603.3689,=5507227155965.9902,=4703267545269,=2939336564366.8691,=193.7589,=0.9982,=104.6421,=78.3828,=55.4544
2026-05-13,=17543.4000,=19109.5385,=5682303610901.0996,=4855293751394,=3023062054728.5103,=199.9186,=1,=104.5334,=78.3326,=55.4544
2026-05-12,=17096.5100,=18622.7542,=5569280353950.4189,=4746268270084,=2947377302789.3232,=195.9421,=1,=104.4667,=78.2824,=55.4544
2026-05-11,=16980.7800,=18496.6969,=5508523834949.5801,=4682692779112,=2921398149929.4102,=193.8046,=1,=104.4667,=78.2788,=55.4535
2026-05-08,=15971.5500,=17397.3634,=5239077741860.2607,=4432971769635,=2753916650259.0942,=184.3247,=0.9988,=104.3472,=78.2752,=55.4535
2026-05-07,=16450.4000,=17916.9587,=5418997177637.7803,=4581665566363,=2841246395602.3306,=190.6548,=1,=104.2774,=78.2700,=55.4535
2026-05-06,=16211.9900,=17657.2939,=5345477968901.9688,=4523390605450,=2799849665275.8203,=188.0682,=1,=104.1270,=78.2649,=55.4535
2026-04-30,=15254.3400,=16614.2672,=5035340002628.4404,=4217432066206,=2632150254758.5503,=140.3103,=0.9673,=104.1137,=78.2530,=55.4535
2026-04-29,=14480.0800,=15770.9817,=4731629150028.7393,=3954054080766,=2472132841823.6899,=137.6843,=0.9587,=104.1137,=78.2410,=55.4295
2026-04-28,=14566.5800,=15865.1904,=4757895218926.7402,=3970490761067,=2483052826784.1304,=140.8694,=0.9692,=104.1131,=78.2389,=55.4295
2026-04-27,=14725.1000,=16037.8428,=4821512753553.6689,=4021101147735,=2492455222695.2012,=146.0241,=0.9852,=104.0788,=78.2368,=55.4295
2026-04-24,=14046.9900,=15299.2764,=4613017414088.0693,=3851144905377,=2380010837105.6099,=137.4172,=0.9586,=103.8977,=78.2357,=55.4295
2026-04-23,=13809.6000,=15040.7322,=4500933817032.9805,=3768619885404,=2337759507578.8188,=134.1217,=0.9468,=103.8422,=78.2345,=55.4295
2026-04-22,=14006.7500,=15255.4569,=4553953261748.7900,=3808068710898,=2366807786639.5103,=135.7157,=0.9518,=103.8422,=78.2301,=55.3425
2026-04-21,=13626.3500,=14841.1419,=4450255819377,=3709164911300,=2304121077372.9199,=133.1002,=0.9437,=103.7720,=78.2257,=55.3425
2026-04-20,=13830.8600,=15063.8863,=4531888794806.7598,=3787373026780,=2341746897096.1001,=135.5618,=0.9511,=103.7600,=78.1848,=55.3425
2026-04-17,=13590.4900,=14802.0799,=4446168688969.7305,=3721354300950,=2299753863865.4199,=130.0146,=0.9312,=103.6377,=78.1439,=55.3425
2026-04-16,=13496.9100,=14700.1627,=4405277262224.9707,=3687355393803,=2284506472946.7695,=128.0364,=0.9225,=103.6075,=78.1221,=55.3425
2026-04-15,=13348.8700,=14538.9224,=4364500400857.9409,=3645683208772,=2259734815077.2402,=126.8512,=0.9187,=103.6075,=78.1004,=55.3361
2026-04-14,=13411.8100,=14607.4709,=4354604056859.8198,=3648475795590,=2266330388223.0195,=126.6270,=0.9181,=103.5033,=78.0938,=55.3361
2026-04-13,=13141.0500,=14312.5784,=4277793759025.6401,=3578809414093,=2221102726083.7900,=124.3934,=0.9068,=103.4813,=78.0871,=55.3361
2026-04-10,=13057.4800,=14221.5610,=4248631818770.6191,=3547596706491,=2206697704993.7998,=125.1238,=0.9099,=103.4495,=77.9924,=55.3361
2026-04-09,=12817.9200,=13960.6352,=4180293247690.9102,=3488434128780,=2166856650195.3704,=123.3957,=0.9011,=103.3948,=77.8977,=55.3361
2026-04-08,=12816.4100,=13958.9986,=4181530961930.0801,=3480663956173,=2164693634043.5801,=123.4322,=0.9017,=103.3948,=77.8610,=55.3073
2026-04-07,=12070.5600,=13146.6542,=3942223314896.0498,=3281143999682,=2039956689562.0896,=117.6159,=0.8811,=103.3774,=77.8243,=55.3073
2026-04-03,=11883.1500,=12942.5336,=3853682830162.8999,=3216238234041,=2002832774472.2900,=114.9743,=0.8698,=103.2093,=77.7762,=55.3073
2026-04-02,=11928.1600,=12991.5540,=3867788032023.5000,=3221316504118,=2008880357999.7200,=115.3951,=0.8722,=103.1079,=77.7280,=55.3073
2026-04-01,=12292.8000,=13388.7076,=3992328404266.2412,=3326264009670,=2071520593475.5896,=119.1108,=0.8865,=103.0417,=77.6845,=55.3073
2026-03-31,=11890.0200,=12950.0187,=3860918451261.2002,=3212272149301,=2000829690208.1899,=115.1902,=0.8720,=103.0417,=77.6409,=55.2979
2026-03-30,=12337.8600,=13437.7794,=3986458038112.7100,=3323707670715,=2065310546327.4707,=121.0032,=0.8951,=103.0117,=77.5727,=55.2979
2026-03-27,=12385.0200,=13489.1498,=4013197505651.8101,=3338518440328,=2072504693510.7800,=121.9895,=0.8994,=103.0024,=77.5044,=55.2979
2026-03-26,=12347.2000,=13447.9571,=3994969641157.3389,=3324015305452,=2065976431126.1504,=121.9184,=0.8993,=102.9931,=77.4757,=55.2979
2026-03-25,=12660.8700,=13789.5933,=4089209528691.0200,=3391030239830,=2116982565784.4805,=124.7944,=0.9074,=102.9117,=77.4469,=55.2979
2026-03-24,=12372.3800,=13475.3835,=4009147013092.8696,=3316867491871,=2069502066093.3501,=122.3510,=0.9004,=102.9117,=77.3918,=55.2120
2026-03-23,=12190.1900,=13276.9484,=3938148227359.0698,=3254457309954,=2035527728822.8000,=120.1843,=0.8941,=102.7992,=77.3368,=55.2120
2026-03-20,=12820.3300,=13963.2676,=4132701595265.1201,=3419049597045,=2140214895844.1001,=126.1217,=0.9160,=102.7709,=77.3081,=55.2120
2026-03-19,=13028.2300,=14189.6961,=4205289884731.0903,=3468196218872,=2175022028850.1797,=128.3369,=0.9235,=102.7589,=77.2795,=55.2120
2026-03-18,=13359.1100,=14550.0783,=4303606233568.8296,=3559663220530,=2229765463547.4897,=131.3373,=0.9353,=102.6690,=77.2430,=55.2120
2026-03-17,=13074.9800,=14240.6194,=4236340396107.7998,=3498122522397,=2185288451264.8296,=129.2845,=0.9278,=102.6690,=77.2066,=54.9269
2026-03-16,=13447.6700,=14646.5282,=4348245735580.6001,=3591890253052,=2245530883904.6597,=132.6996,=0.9415,=102.6548,=77.1988,=54.9269
2026-03-13,=13206.5400,=14383.9066,=4292993680985.0400,=3548720616438,=2207567988776.9702,=131.0135,=0.9346,=102.5841,=77.1909,=54.9269
2026-03-12,=13324.3500,=14512.2143,=4325236739638.8208,=3586116479870,=2226531992931.5200,=132.7365,=0.9421,=102.5574,=77.1773,=54.9269
2026-03-11,=13471.6600,=14672.6587,=4369216956181.0498,=3622534920502,=2251000960990.8604,=134.0862,=0.9465,=102.2674,=77.1637,=54.9269
2026-03-10,=13620.4200,=14834.6800,=4417709975860.2188,=3669140966988,=2278737963799.1401,=135.5744,=0.9509,=102.2674,=77.1466,=54.8728
2026-03-09,=13302.2400,=14488.1417,=4317462886788.5610,=3584561130709,=2225660720469.7998,=132.4979,=0.9420,=102.2665,=77.1296,=54.8728
2026-03-06,=13615.1700,=14828.9692,=4407696037439.8604,=3664160783217,=2277475034041.2002,=135.2670,=0.9502,=102.2633,=76.9802,=54.8728
2026-03-05,=13631.4400,=14846.6845,=4416984921233.6904,=3671196810537,=2281220390694.3501,=135.5521,=0.9508,=102.1817,=76.8307,=54.8728
2026-03-04,=13340.9600,=14530.3134,=4325994466431.4009,=3583701952638,=2231268425143.4697,=132.7597,=0.9450,=102.1462,=76.8252,=54.8728
2026-03-03,=13422.9600,=14619.6176,=4370243369635.9199,=3617179509898,=2246596025974.1201,=134.1177,=0.9488,=102.1462,=76.8196,=54.8643
2026-03-02,=14195.1100,=15460.6017,=4611019603731.4600,=3826899552645,=2375448126125.6104,=141.5068,=0.9728,=102.0133,=76.7808,=54.8643
2026-02-27,=14425.7900,=15711.8494,=4681246134741.7598,=3879037626710,=2412060944632.1802,=143.6620,=0.9804,=101.9751,=76.7419,=54.8643
2026-02-26,=14521.2200,=15815.7914,=4708702568229.4902,=3894569487643,=2426209887534.0298,=143.3382,=0.9797,=101.8396,=76.7313,=54.8643
2026-02-25,=14340.3100,=15618.7484,=4637231824683.9697,=3826226572172,=2392195782799.8301,=141.2118,=0.9734,=101.7793,=76.7206,=54.8643
2026-02-24,=14276.0400,=15548.7549,=4607757835156.3301,=3799595647381,=2381480335531.4102,=140.3142,=0.9708,=101.7793,=76.5915,=54.8640
2026-02-13,=14220.5000,=15488.2628,=4632806286267.9502,=3819759510306,=2377768223250.6602,=141.0770,=0.9734,=101.7524,=76.4624,=54.8640
2026-02-12,=14217.6000,=15485.1012,=4629754924272.0098,=3820557152141,=2376497540477.0400,=140.9841,=0.9733,=101.6542,=76.3539,=54.8640
2026-02-11,=13957.8400,=15202.1856,=4544493236120,=3745405868304,=2331524559345.6597,=138.3877,=0.9644,=101.6368,=76.2455,=54.8640
2026-02-10,=14162.9200,=15425.5431,=4607001673169.9707,=3799015594801,=2366054381950.0498,=140.2912,=0.9720,=101.5968,=76.1920,=54.8640
2026-02-09,=14068.0700,=15321.8108,=4567409672454.6289,=3767623407861,=2348501949114.2500,=139.0856,=0.9669,=101.5968,=76.1385,=54.8612
2026-02-06,=13596.8200,=14808.5611,=4416207303400.1094,=3644740791555,=2268993981171.5298,=134.4812,=0.9561,=101.5849,=76.1318,=54.8612
2026-02-05,=13729.5200,=14953.0877,=4439720445541.9785,=3673325706313,=2290419883021.8501,=135.1972,=0.9567,=101.5683,=76.1252,=54.8612
2026-02-04,=13940.4300,=15182.7924,=4516694657479.8008,=3729705601307,=2325908430916.8198,=137.5412,=0.9643,=101.5582,=76.1064,=54.8612
2026-02-03,=14227.2600,=15495.1844,=4601928564167.5215,=3808551862292,=2376007142860.7402,=140.1367,=0.9700,=101.5548,=76.0875,=54.8612
2026-02-02,=14031.1500,=15281.6044,=4580726177925.8701,=3783240872969,=2351834049030.7705,=139.4911,=0.9687,=101.5548,=75.9790,=54.7811
2026-01-30,=14753.9700,=16068.8325,=4802740882669.9502,=3963166793929,=2469626676396.3301,=146.2518,=0.9853,=101.5497,=75.8706,=54.7811
2026-01-29,=14563.2400,=15861.1137,=4764559032651.7998,=3927776669169,=2438262832319.3501,=145.0891,=0.9827,=101.5101,=75.8692,=54.7811
2026-01-28,=15195.1300,=16548.7565,=4965562469561.2100,=4086848732070,=2543010515423.8403,=151.2100,=0.9949,=101.4991,=75.8679,=54.7811
2026-01-27,=14962.2800,=16295.1607,=4898536016278.9395,=4049824517428,=2506879997762.9902,=149.1689,=0.9923,=101.4212,=75.8575,=54.7811
2026-01-26,=14687.9500,=15996.3917,=4825525133468.7393,=3993163562236,=2463372401939.7202,=146.9456,=0.9878,=101.4212,=75.8472,=54.7595
2026-01-23,=15005.8600,=16342.6243,=4935915965003.0889,=4081990887254,=2516527885962.1299,=150.3072,=0.9942,=101.3123,=75.7993,=54.7595
2026-01-22,=15016.8100,=16354.5537,=4956756689192.9297,=4092747346722,=2520704698654.8604,=150.9419,=0.9949,=101.3114,=75.7514,=54.7595
2026-01-21,=15082.0900,=16425.6495,=4977483490111.5703,=4109349750031,=2530385787827.1797,=151.5730,=0.9955,=101.3103,=75.7311,=54.7595
2026-01-20,=14429.7100,=15715.1518,=4766045159849.9785,=3930876035221,=2422710804443.9307,=145.1344,=0.9872,=101.1367,=75.7109,=54.7595
2026-01-19,=14556.8800,=15853.6512,=4837844923350.9297,=3983245341420,=2448903033451.5498,=147.3208,=0.9904,=101.1367,=75.7012,=54.6608
2026-01-16,=14550.8500,=15847.0822,=4840974595757.9492,=3974912229241,=2447476630822.0996,=147.4161,=0.9910,=101.0998,=75.6914,=54.6608
2026-01-15,=14101.0600,=15357.2188,=4722911109770.7500,=3876933415842,=2376957966407.6401,=143.8208,=0.9878,=100.9798,=75.6483,=54.6608
2026-01-14,=13933.1400,=15174.3435,=4689320638877.5586,=3843596905756,=2353164136878.7700,=142.7980,=0.9846,=100.9620,=75.6052,=54.6608
2026-01-13,=13719.6800,=14941.8685,=4603461386940.7002,=3762539688420,=2314354671808.7998,=140.1834,=0.9788,=100.9608,=75.6024,=54.6608
2026-01-12,=14195.4600,=15460.0367,=4773009369032.1797,=3911954624965,=2397730615629.9697,=145.3464,=0.9890,=100.9608,=75.5996,=54.6583
2026-01-09,=13959.2900,=15202.8287,=4710933691531.7695,=3850288848530,=2359014459146.7900,=143.4561,=0.9884,=100.9272,=75.5680,=54.6583
2026-01-08,=13913.8000,=15153.2831,=4691417109855.9902,=3823575162931,=2349133511489.3501,=142.8618,=0.9871,=100.9196,=75.5363,=54.6583
2026-01-07,=13849.2900,=15083.0217,=4647243102228.5000,=3779740205216,=2334315438321.2998,=141.5166,=0.9845,=100.8438,=75.4753,=54.6583
2026-01-06,=13592.1600,=14802.9934,=4587897407981.9004,=3711731467680,=2292880321983.4497,=139.7094,=0.9813,=100.8334,=75.4144,=54.6583
2026-01-05,=13280.2400,=14463.2833,=4506769666555.6592,=3643937104483,=2243363211993.7900,=137.2390,=0.9774,=100.8334,=75.4007,=54.5684
2025-12-31,=12686.4300,=13816.5779,=4322163355680.8999,=3504768351214,=2142396221018.3401,=131.6174,=0.9625,=100.7491,=75.3870,=54.5684
2025-12-30,=12865.0700,=14011.1269,=4389461532608.2002,=3556458304097,=2175098792695.6799,=133.6667,=0.9683,=100.6963,=75.3631,=54.5684
2025-12-29,=12730.4500,=13864.5103,=4322661182744.2598,=3503659716215,=2148590575546.2695,=131.6325,=0.9637,=100.6100,=75.3392,=54.5684
2025-12-26,=12723.5500,=13857.0017,=4308309808072.5508,=3491268708565,=2143722615400.0200,=131.1955,=0.9637,=100.6031,=75.2281,=54.5684
2025-12-25,=12794.4000,=13934.1587,=4342535932154.4399,=3518721533239,=2157006284119.1899,=132.2378,=0.9656,=100.6031,=75.1169,=54.5361
2025-12-24,=12833.4100,=13976.6468,=4353855859657.2100,=3529897199665,=2164360279526.6699,=132.5825,=0.9669,=100.5960,=75.0747,=54.5361
2025-12-23,=12688.6000,=13818.9394,=4301457024907.2402,=3499739892595,=2141018341021.4800,=130.9868,=0.9643,=100.5876,=75.0326,=54.5361
2025-12-22,=12574.4800,=13694.6555,=4261085358996.0698,=3456064031593,=2119062510499.9695,=129.7575,=0.9610,=100.5520,=75.0093,=54.5361
2025-12-19,=12196.3600,=13282.8482,=4114049558165.4590,=3352099299979,=2055662216835.4600,=125.2800,=0.9447,=100.5428,=74.9860,=54.5361
2025-12-18,=12213.2000,=13301.1916,=4115618581790.8799,=3357926453447,=2059024245804.3501,=125.3277,=0.9453,=100.5428,=74.9787,=54.4718
2025-12-17,=12322.5600,=13420.2879,=4163051703861.8599,=3400797695075,=2078706651405.2600,=126.7722,=0.9512,=100.5247,=74.9714,=54.4718
2025-12-16,=12026.8500,=13098.2406,=4057234687632.7612,=3314207293406,=2028166091564.1704,=123.5498,=0.9381,=100.3980,=74.9677,=54.4718
2025-12-15,=12256.2100,=13348.0318,=4141190522848.1699,=3384014582726,=2069155322853.0300,=126.1064,=0.9498,=100.3440,=74.9640,=54.4718
2025-12-12,=12577.2000,=13697.6092,=4206938035434.1201,=3428031199861,=2094690422018.8501,=123.0372,=0.9380,=100.2204,=74.9388,=54.4718
2025-12-11,=12426.3600,=13533.3395,=4150863971333.5601,=3393633988482,=2068120710066.7300,=121.3972,=0.9373,=100.2204,=74.9136,=54.4436
2025-12-10,=12651.4600,=13778.4887,=4231698402581.9609,=3456810789320,=2105156349414.1904,=123.7613,=0.9406,=100.2083,=74.9076,=54.4436
2025-12-09,=12648.1400,=13774.8733,=4225212458205.0200,=3452117084857,=2104652531155.3401,=123.5716,=0.9399,=100.1864,=74.9016,=54.4436
2025-12-08,=12657.5200,=13785.0859,=4232513383604.8901,=3453915209858,=2106937655189.1396,=123.7852,=0.9411,=100.1607,=74.7930,=54.4436
2025-12-05,=12359.0900,=13460.0739,=4129041848083.1992,=3370506841071,=2057413717791.3701,=120.7590,=0.9359,=100.0309,=74.6844,=54.4436
2025-12-04,=12403.3100,=13508.2344,=4145903181637.3896,=3383823117899,=2064719821616.8604,=121.2521,=0.9384,=100.0309,=74.6754,=54.4246
2025-12-03,=12143.3500,=13225.1166,=4051948548438.3701,=3309776442002,=2020691790644.2295,=118.5043,=0.9279,=100.0175,=74.6664,=54.4246
2025-12-02,=12219.2300,=13307.7522,=4078840384317.8799,=3328100242413,=2033802878542.8999,=119.2908,=0.9311,=100.0151,=74.5428,=54.4246
2025-12-01,=12417.1700,=13523.3289,=4144671815698.4902,=3384347017048,=2066814728851.4800,=121.2161,=0.9383,=99.9782,=74.4192,=54.4246
2025-11-28,=12190.3600,=13276.3080,=4080022612830.3809,=3325480444972,=2029636713561.1101,=119.3254,=0.9330,=99.9749,=74.3767,=54.4246
2025-11-27,=12050.6200,=13124.1284,=4033179509337.2500,=3286940122531,=2006506375769.6904,=117.9554,=0.9290,=99.9749,=74.3341,=54.3343
2025-11-26,=12016.5400,=13087.0095,=4025087449320.4609,=3278485202360,=2001157773718.2800,=117.7187,=0.9283,=99.9459,=74.1959,=54.3343
2025-11-25,=11836.0100,=12890.3944,=3962209938555.2695,=3222554916953,=1971506103600.5903,=115.8798,=0.9217,=99.9165,=74.0577,=54.3343
2025-11-24,=11743.6200,=12789.7697,=3934659997801.2788,=3205641040089,=1956440899713.3201,=115.0741,=0.9190,=99.9089,=74.0424,=54.3343
2025-11-21,=11640.4100,=12675.1232,=3907700596684.4697,=3170424214930,=1939143259883.4104,=114.2856,=0.9170,=99.8611,=74.0272,=54.3343
2025-11-20,=12157.2300,=13237.8906,=4070817089594.6904,=3307985583796,=2024514814232.8000,=119.0561,=0.9314,=99.8611,=74.0143,=54.2836
2025-11-19,=12311.9700,=13406.3799,=4107710948543.0898,=3347162694686,=2050098632669.2495,=120.1351,=0.9347,=99.8595,=74.0014,=54.2836
2025-11-18,=12427.7500,=13532.4586,=4148845060566.3301,=3377273312229,=2069481054602.1799,=121.3382,=0.9386,=99.8471,=73.9913,=54.2836
2025-11-17,=12314.9500,=13409.6310,=4109428561354.1392,=3339569526391,=2050131605539.0295,=120.1854,=0.9359,=99.8127,=73.9812,=54.2836
2025-11-14,=12391.8400,=13493.3508,=4136015576642.8599,=3363225891793,=2063025586886.9705,=120.9630,=0.9379,=99.8003,=73.9774,=54.2836
2025-11-13,=12853.9400,=13996.5308,=4286031876108.2900,=3482401822110,=2138166282629.0095,=127.0496,=0.9511,=99.8003,=73.9737,=54.2346
2025-11-12,=12639.3600,=13762.8691,=4215728251606.7002,=3433936099566,=2102593910711.2600,=124.9656,=0.9437,=99.7776,=73.9639,=54.2346
2025-11-11,=12710.9200,=13840.7953,=4219044090465.5010,=3447313378219,=2114099149849.2097,=125.0639,=0.9444,=99.7573,=73.9541,=54.2346
2025-11-10,=12952.3300,=14103.6589,=4301878244903.7305,=3515124562972,=2153432434218.5200,=127.5193,=0.9523,=99.7436,=73.8901,=54.2346
2025-11-07,=13017.1200,=14174.2082,=4339379133959.4102,=3540395379582,=2164345547462.0400,=128.6309,=0.9582,=99.6922,=73.8261,=54.2346
2025-11-06,=13196.1200,=14369.1206,=4407809567401.8496,=3591488255716,=2193789508353.6299,=130.6594,=0.9622,=99.6922,=73.7459,=54.2221
2025-11-05,=12679.0700,=13806.1111,=4222890989736.0298,=3438450070730,=2108142966165.2195,=125.1779,=0.9475,=99.6890,=73.6657,=54.2221
2025-11-04,=12775,=13910.5712,=4246326978797.9092,=3460875249874,=2124134686118.1104,=125.8726,=0.9515,=99.6864,=73.6421,=54.2221
2025-11-03,=12840.2000,=13981.5656,=4265717903139.6099,=3477092473407,=2134413359727.4099,=126.4474,=0.9528,=99.6752,=73.6185,=54.2221
2025-10-31,=12976.8300,=14130.3423,=4333335778031.4502,=3520524854113,=2158430138021.1699,=128.4518,=0.9581,=99.6550,=73.5988,=54.2221
2025-10-30,=13517.8300,=14719.4287,=4502864970447.2500,=3660520780999,=2227319188212.3252,=135.9674,=0.9727,=99.6550,=73.5792,=54.1784
2025-10-29,=13820.1000,=15048.5739,=4613933382991.4697,=3743966491181,=2273077196093.9658,=140.9441,=0.9833,=99.6424,=73.4567,=54.1784
2025-10-28,=13809.6000,=15037.1378,=4608333687295.1992,=3740784823271,=2271029685315.8896,=141.8414,=0.9860,=99.6358,=73.3341,=54.1784
2025-10-27,=13918.8400,=15156.0884,=4660387865033.5303,=3780482102332,=2282327769971.3750,=146.6603,=0.9907,=99.6169,=73.3252,=54.1784
2025-10-24,=13573.6500,=14780.2158,=4577182790071.0508,=3700941184156,=2225868964050.8301,=144.9554,=0.9893,=99.5899,=73.3162,=54.1784
