日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM市值加权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2023-02-08,=7820.8794,=8450.3544,=1991853941549.3303,=1505921912548,=993572507187.4700,=38.0457,=0.1308,=97.4012,=78.4944,=40.7850
2023-02-07,=7900.5786,=8536.4683,=2012475354098.5901,=1501663088666,=1003650618639.3000,=38.4396,=0.1333,=97.4012,=78.4988,=40.8449
2023-02-06,=7947.4157,=8587.0752,=2021062526298.4399,=1511289696664,=1009356022736.1702,=38.6036,=0.1430,=97.4012,=78.6109,=40.9950
2023-02-03,=8056.8652,=8705.3339,=2046827050891.1899,=1503733728907,=1023104707562.2000,=39.0958,=0.1551,=97.4012,=78.7230,=40.9959
2023-02-02,=8061.8600,=8710.7307,=2049262411412.3501,=1505181250472,=1023720896502.2804,=39.1423,=0.1577,=97.4146,=78.7234,=40.9959
2023-02-01,=7945.4948,=8584.9997,=2020713317080.0100,=1481455703867,=1008913210442.3000,=38.5970,=0.1423,=97.4146,=78.7238,=41.1383
2023-01-31,=7809.1836,=8437.7172,=1981243180456.3799,=1456744029357,=991587027241.0500,=37.8431,=0.1222,=97.4146,=78.7856,=41.2109
2023-01-30,=8032.2635,=8678.7520,=2032531229845.2495,=1498221205746,=1020241527505,=38.8227,=0.1451,=97.4146,=78.8473,=41.2986
2023-01-20,=8028.0578,=8674.2078,=2031905380391.8403,=1496335908797,=1020130626664.6700,=38.8107,=0.1441,=97.4146,=78.8931,=41.4409
2023-01-19,=8000.5882,=8644.5273,=2026524619473.8999,=1492041187239,=1016537726689.7198,=38.7080,=0.1418,=97.4156,=78.9389,=41.4409
2023-01-18,=7833.8869,=8464.4088,=1987060774125.7300,=1460944606380,=995508530745.1400,=37.9542,=0.1252,=97.4156,=79.0110,=41.4679
2023-01-17,=7851.6543,=8483.6063,=1990415700249.8604,=1463056698585,=997636910586.9698,=38.0183,=0.1277,=97.4156,=79.0832,=41.5490
2023-01-16,=7679.4086,=8297.4971,=1951613388889.7305,=1432053602261,=975848784998.6902,=37.2771,=0.1074,=97.4156,=79.1326,=41.5496
2023-01-13,=7437.9691,=8036.6250,=1895515390394.2400,=1387140838911,=945267467472.9700,=36.2056,=0.0773,=97.4156,=79.1821,=41.5983
2023-01-12,=7430.3980,=8028.4446,=1891922971723.9104,=1386396353689,=944359678616.8800,=36.1370,=0.0750,=97.5391,=79.1944,=41.5983
2023-01-11,=7457.4043,=8057.6246,=1899296221723.2000,=1390584950726,=947817075748.6899,=36.2778,=0.0811,=97.5391,=79.2068,=41.6060
2023-01-10,=7540.0610,=8146.9341,=1925222873976.8503,=1406266434801,=958324597668.4398,=36.7730,=0.0921,=97.5391,=79.2361,=41.8876
2023-01-09,=7462.6100,=8063.2493,=1907410193865.7000,=1390902716924,=948613618070.1600,=36.4328,=0.0862,=97.5391,=79.2654,=41.9167
2023-01-06,=7424.2515,=8021.8035,=1899616857924.2200,=1383663397876,=943901449654.2802,=36.2840,=0.0814,=97.5391,=79.2812,=42.0488
2023-01-05,=7439.8734,=8038.6828,=1900201134420.7505,=1384687124970,=945950646575.1500,=36.2951,=0.0815,=97.6083,=79.2970,=42.0488
2023-01-04,=7379.8801,=7973.8608,=1888191971529.5000,=1373365150979,=938280426176.5702,=36.0657,=0.0731,=97.6083,=79.3438,=42.1280
2023-01-03,=7423.0012,=8020.4525,=1896453216787.6201,=1381752991001,=943693354895.5400,=36.2235,=0.0768,=97.6083,=79.3907,=42.1789
2022-12-30,=7328.7195,=7918.5824,=1870417713221.8201,=1363863649874,=931703962803.2700,=35.7262,=0.0623,=97.6083,=79.4352,=42.3258
2022-12-29,=7386.8423,=7981.3833,=1881697659411.6599,=1375561661866,=939131903425.7002,=35.9417,=0.0660,=97.6083,=79.4798,=42.4039
2022-12-28,=7389.3720,=7984.1166,=1882014392322.9304,=1375041835340,=939391867494.5500,=35.9477,=0.0661,=97.6601,=79.5633,=42.4039
2022-12-27,=7486.3520,=8088.9022,=1905953852174.3000,=1393177762171,=951639487388.7198,=36.4050,=0.0772,=97.6601,=79.6469,=42.4128
2022-12-26,=7375.5051,=7969.1336,=1882330780444.3003,=1373435796816,=937621001762.6400,=35.9538,=0.0663,=97.6601,=79.8602,=42.6202
2022-12-23,=7192.5592,=7771.4631,=1841475954559.9104,=1340509248549,=914512033947.2500,=35.1734,=0.0541,=97.6601,=80.0736,=42.6836
2022-12-22,=7330.1541,=7920.1325,=1870871941462.4297,=1365181687161,=931865642797.8998,=35.7349,=0.0615,=97.6601,=80.0906,=42.7129
2022-12-21,=7453.4346,=8053.3354,=1900640744025.7200,=1389674819060,=947525854072.8000,=36.3035,=0.0727,=97.8734,=80.1077,=42.7129
2022-12-20,=7560.1355,=8168.6243,=1929679893430.1899,=1410190683414,=961015881952.5198,=36.8582,=0.0814,=97.8734,=80.2291,=42.7502
2022-12-19,=7559.7415,=8168.1985,=1930969370178.0696,=1411094442654,=961016288925.7700,=36.8828,=0.0815,=97.8734,=80.3505,=42.8131
2022-12-16,=7756.0370,=8380.2932,=1980890451719,=1446708225302,=985908927848.8300,=37.8363,=0.0989,=97.8734,=80.3529,=42.9044
2022-12-15,=7898.9172,=8534.6733,=2012722478108.9700,=1474390247176,=1003954099466.2400,=38.4443,=0.1089,=97.8734,=80.3553,=43.6277
2022-12-14,=7787.9187,=8414.7409,=1988696231322.0896,=1453110373052,=989919720120.4304,=37.9854,=0.1029,=97.9829,=80.4597,=43.6277
2022-12-13,=7814.3706,=8443.3218,=1989691651729.8496,=1456872333235,=993449420511.8998,=38.0044,=0.1030,=97.9829,=80.5641,=43.7133
2022-12-12,=7935.7852,=8574.5086,=2015967503445.0908,=1480658613250,=1008518154871,=38.5063,=0.1106,=97.9829,=80.6133,=43.8093
2022-12-09,=7782.6365,=8409.0335,=1996659681498.7200,=1543654207937,=1052859250852.1702,=35.0275,=0.0473,=97.9829,=80.6625,=43.9217
2022-12-08,=7700.8932,=8320.7110,=1977904105193.4399,=1528460012727,=1042662807904.4600,=34.6985,=0.0411,=97.9829,=80.6862,=43.9555
2022-12-07,=7800.0673,=8427.8673,=1999573189057.6899,=1546694083177,=1055560182892.7900,=35.0786,=0.0486,=98.0599,=80.7099,=43.9555
2022-12-06,=7873.4241,=8507.1283,=2014758609039.8999,=1559024671838,=1064756671375.4700,=35.3450,=0.0524,=98.0599,=80.7288,=44.4200
2022-12-05,=7735.8530,=8358.4845,=1977804689496.7695,=1521960587868,=1046074820624.0398,=34.6967,=0.0400,=98.0599,=80.7477,=45.5151
2022-12-02,=7691.8727,=8310.9643,=1962204594662.6704,=1512715423528,=1039629146134.3000,=34.4231,=0.0338,=98.0599,=80.8344,=46.5833
2022-12-01,=7756.3921,=8380.6766,=1978068295361.7200,=1525944721089,=1048336957183.2498,=34.7014,=0.0388,=98.0599,=80.9212,=46.6027
2022-11-30,=7650.2969,=8266.0422,=1954066174305.2104,=1505183014655,=1034430023628.5302,=34.2803,=0.0276,=98.2724,=80.9238,=46.6027
2022-11-29,=7671.8366,=8289.3156,=1960271605024.1201,=1510609137866,=1038021163447.7400,=34.3891,=0.0302,=98.2724,=80.9264,=47.6468
2022-11-28,=7567.2216,=8176.2805,=1932363530150.2104,=1491200006823,=1024122776058,=33.8996,=0.0252,=98.2724,=80.9667,=49.3062
2022-11-25,=7684.7528,=8303.2714,=1961579711935.2600,=1513121093513,=1039575980205.7902,=34.4121,=0.0290,=98.2724,=81.0069,=49.3895
2022-11-24,=7767.0696,=8392.2136,=1980601636038.0095,=1530272648922,=1050654542296.8104,=34.7458,=0.0340,=98.2724,=81.0241,=50.4456
2022-11-23,=7839.9545,=8470.9648,=1997300619193.8000,=1544461111171,=1060396836321.8998,=35.0387,=0.0366,=98.3940,=81.0413,=50.4456
2022-11-22,=7859.8147,=8492.4235,=2003065063987.8799,=1547640468850,=1062920452336.6801,=35.1399,=0.0379,=98.3940,=81.1185,=51.2536
2022-11-21,=7953.8386,=8594.0150,=2026089573666.4795,=1565433371063,=1074703376236.0800,=35.5438,=0.0430,=98.3940,=81.1957,=52.7112
2022-11-18,=8027.4503,=8673.5514,=2042946346906.2600,=1579128241718,=1084779416117.2300,=35.8395,=0.0456,=98.3940,=81.2249,=53.1580
2022-11-17,=8231.6277,=8894.1623,=2096550418932.4297,=1621923360836,=1113090534026.1897,=36.7799,=0.0596,=98.3940,=81.2541,=53.5112
2022-11-16,=8068.2042,=8717.5854,=2059785941376.4099,=1591053099354,=1090247401965.3102,=36.1349,=0.0483,=98.4947,=81.2884,=53.5112
2022-11-15,=8183.7454,=8842.4261,=2087853040771.2200,=1614966874304,=1106599414637.7200,=36.6273,=0.0560,=98.4947,=81.3228,=54.2221
2022-11-14,=7712.8953,=8333.6789,=1974338741127.4199,=1522193724936,=1043158270011.2800,=34.6359,=0.0331,=98.4947,=81.3526,=54.3343
2022-11-11,=7675.3673,=8293.1304,=1958686725261.3704,=1515672517298,=1037647565599.9399,=34.3613,=0.0281,=98.4947,=81.3824,=54.6583
2022-11-10,=7574.3597,=8183.9930,=1933107140792.0796,=1494949737100,=1020208006111.3998,=34.5557,=0.0307,=98.4947,=81.4440,=54.8612
2022-11-09,=7762.4710,=8387.2447,=1981052097965.8799,=1533137292929,=1045240601596.8098,=35.4127,=0.0384,=98.5226,=81.5057,=54.8612
2022-11-08,=7847.5328,=8479.1528,=2001636119979.2100,=1550685135866,=1056350778992.7100,=35.7807,=0.0397,=98.5226,=81.5576,=55.2120
2022-11-07,=7951.2233,=8591.1890,=2027986464644.5701,=1571609231387,=1070268745575.1400,=36.2517,=0.0449,=98.5226,=81.6096,=55.5610
2022-11-04,=8015.7624,=8660.9226,=2045913639411.9600,=1585106853584,=1079802889453.2804,=36.5722,=0.0475,=98.5226,=81.6680,=55.7047
2022-11-03,=7866.3773,=8499.5140,=2014613515679.8296,=1556542285738,=1060614514256.4402,=36.0126,=0.0398,=98.5226,=81.7264,=55.7198
2022-11-02,=7655.1717,=8271.3092,=1962018866100.7900,=1512114212085,=1030993511914.3300,=35.0725,=0.0335,=98.5372,=81.8251,=55.7198
2022-11-01,=7631.1858,=8245.3928,=1953783787450.3503,=1506241428730,=1027131448384.5100,=34.9253,=0.0322,=98.5372,=81.9237,=55.7523
2022-10-31,=7517.7040,=8122.7773,=1929904302768.3391,=1483340624582,=1012386402181.3400,=34.4984,=0.0284,=98.5372,=81.9263,=55.9334
2022-10-28,=7421.6947,=8019.0406,=1904732346817.3403,=1449794744336,=980468231216.4095,=32.9556,=0.0168,=98.5372,=81.9289,=55.9621
2022-10-27,=7561.6218,=8170.2299,=1938237035742.5403,=1476344730575,=990028857300.5240,=33.5345,=0.0233,=98.5372,=81.9342,=55.9681
2022-10-26,=7542.4313,=8149.4949,=1917782048437.0210,=1473939289539,=987511286350.3804,=33.0500,=0.0168,=98.6254,=81.9395,=55.9681
2022-10-25,=7308.3540,=7896.5776,=1855092835390.5400,=1427220485963,=954998771632.9232,=31.9737,=0.0052,=98.6254,=81.9569,=55.9932
2022-10-24,=7333.5920,=7923.8469,=1860366625371.4099,=1431942594943,=957871187901.2266,=32.1934,=0.0078,=98.6254,=81.9743,=56.0997
2022-10-21,=7357.0016,=7949.1407,=1869491960322.7004,=1435560188359,=960551990040.3907,=32.3513,=0.0078,=98.6254,=81.9927,=56.1344
2022-10-20,=7472.6441,=8074.0909,=1896988843283.7395,=1458410551175,=975538876680.6154,=32.8271,=0.0117,=98.6254,=82.0111,=56.2737
2022-10-19,=7224.1349,=7805.5801,=1832440696227.8804,=1406680503184,=943438955065.5063,=32.1563,=0.0065,=98.6932,=82.1446,=56.2737
2022-10-18,=7293.7571,=7880.8060,=1847191257624.5801,=1419320517212,=952535264920.8820,=32.4152,=0.0065,=98.6932,=82.2781,=56.3354
2022-10-17,=7346.5659,=7937.8652,=1861854442252.1201,=1429923454282,=959308449785.9430,=32.6725,=0.0065,=98.6932,=82.2890,=56.3770
2022-10-14,=7225.8379,=7807.4202,=1827709548290.0801,=1403097924478,=943633421030.8800,=32.0733,=0.0052,=98.6932,=82.2999,=56.4930
2022-10-13,=7011.3216,=7575.6382,=1775448192351,=1361982502093,=915752503513.0536,=31.1562,=0.0026,=98.6932,=82.3117,=56.5525
2022-10-12,=7060.7115,=7629.0033,=1789609945101.2000,=1371461919979,=922075036499.9862,=31.4047,=0.0026,=98.7718,=82.3235,=56.5525
2022-10-11,=6826.4058,=7375.8392,=1730886649687.9600,=1326412218490,=891431638936.7822,=30.3742,=0,=98.7718,=82.3358,=56.6969
2022-10-10,=6928.4185,=7486.0625,=1762692459600.1204,=1348675619796,=904619946054.0048,=30.9324,=0,=98.7718,=82.3481,=56.8205
2022-09-30,=7370.3747,=7963.5902,=1866631404122.4500,=1440592971411,=961893389139.6899,=32.7563,=0,=98.7718,=82.3583,=56.8615
2022-09-29,=7509.1129,=8113.4950,=1899358245059.0305,=1469636293404,=979751022253.6272,=33.3306,=0.0013,=98.7718,=82.3685,=56.9152
2022-09-28,=7501.1547,=8104.8962,=1896553324208.1597,=1466053776059,=978919815481.8484,=33.2814,=0,=98.8153,=82.4224,=56.9152
2022-09-27,=7705.5274,=8325.7181,=1944952550946.2500,=1506214080306,=1005401768027.3616,=34.1307,=0.0026,=98.8153,=82.4763,=56.9436
2022-09-26,=7562.0020,=8170.6408,=1909862344499.0100,=1478979184650,=986508589187.2240,=33.5150,=0.0013,=98.8153,=82.5052,=57.0296
2022-09-23,=7550.0152,=8157.6892,=1909399077933.3000,=1475447244122,=985174979968.9592,=33.5068,=0,=98.8153,=82.5342,=57.6605
2022-09-22,=7739.5762,=8362.5073,=1957966728506.6299,=1513642467730,=1009789596578.3202,=34.3591,=0,=98.8153,=82.5503,=57.9118
2022-09-21,=7793.8084,=8421.1045,=1969020505397.8103,=1523652651693,=1016897778473.6396,=34.5531,=0,=98.9820,=82.5664,=57.9118
2022-09-20,=7954.1724,=8594.3756,=2008280822905.3003,=1556570041344,=1037767902073.9564,=35.2420,=0.0027,=98.9820,=82.5805,=58.3531
2022-09-19,=7979.1161,=8621.3269,=2015275400183.6704,=1562640765682,=1040889498652.5576,=35.3648,=0.0027,=98.9820,=82.5946,=59.0115
2022-09-16,=8118.6390,=8772.0795,=2053579195912.6704,=1589033635228,=1059198582517.6316,=36.0370,=0.0040,=98.9820,=82.6207,=59.1347
2022-09-15,=8225.2048,=8887.2224,=2076444559576.5896,=1608319214497,=1073045141788.4696,=36.4382,=0.0080,=98.9820,=82.6468,=59.1611
2022-09-14,=8507.6930,=9192.4471,=2142103659196.8804,=1666007486141,=1109723425279.6147,=37.5904,=0.0201,=98.9841,=82.6857,=59.1611
2022-09-13,=8514.8471,=9200.1770,=2143209235615.3899,=1665789161872,=1110718198629.3926,=37.6098,=0.0201,=98.9841,=82.7245,=59.2642
2022-09-09,=8525.4150,=9211.5955,=2143425840705.3301,=1667965946028,=1112035447020.5264,=37.6136,=0.0201,=98.9841,=82.8045,=59.3136
2022-09-08,=8561.8256,=9250.9366,=2151169650520.1411,=1674994179398,=1116777543579.9902,=37.7495,=0.0255,=98.9841,=82.8845,=59.5302
2022-09-07,=8628.9819,=9323.4981,=2167353207863.9695,=1686572476069,=1125462279248.9700,=38.0335,=0.0296,=98.9841,=82.8860,=59.6603
2022-09-06,=8452.0149,=9132.2877,=2123148153040.5496,=1648679850494,=1102468702479.1260,=37.2578,=0.0148,=99.0286,=82.8875,=59.6603
2022-09-05,=8346.2379,=9017.9971,=2099887861892.3604,=1627581936633,=1088766998157.9564,=36.8496,=0.0108,=99.0286,=82.9351,=59.8468
2022-09-02,=8399.8657,=9075.9412,=2113741109098.6604,=1632341234626,=1095978848983.7252,=37.0927,=0.0108,=99.0286,=82.9826,=59.8660
2022-09-01,=8351.2332,=9023.3945,=2099001656117.8896,=1622349569610,=1089767503428.2528,=36.8340,=0.0095,=99.0286,=83.0510,=60.1560
2022-08-31,=8447.4770,=9127.3846,=2121714537804.6897,=1636635776051,=1102163838055.9492,=37.2326,=0.0095,=99.0286,=83.1194,=60.2839
2022-08-30,=8566.4416,=9255.9242,=2150800684525.9700,=1661992973145,=1117221217175.1001,=37.7430,=0.0176,=99.0331,=83.1680,=60.2839
2022-08-29,=8531.3485,=9218.0066,=2140394584640.1699,=1654357572217,=1103071508998.9883,=37.6468,=0.0163,=99.0331,=83.2166,=60.2955
2022-08-26,=8523.6540,=9209.6928,=2137339544577.1599,=1641115018629,=1090517544199.3422,=37.6141,=0.0136,=99.0331,=83.2420,=60.3137
2022-08-25,=8663.0679,=9360.3276,=2165884223685.5400,=1669117924156,=1108457517073.2549,=38.3113,=0.0204,=99.0331,=83.2673,=60.3214
2022-08-24,=8717.8335,=9418.3103,=2177606332327.0903,=1678944010399,=1101104967820.3516,=38.9981,=0.0341,=99.0331,=83.2836,=60.6018
2022-08-23,=9094.9061,=9824.5269,=2267803200745.7402,=1751553502110,=1148755621924.9319,=40.6134,=0.0751,=99.0762,=83.3000,=60.6018
2022-08-22,=9134.6252,=9867.4324,=2281353711409.9502,=1759956450848,=1144438323621.7500,=40.9950,=0.0821,=99.0762,=83.3592,=60.6985
2022-08-19,=9108.0516,=9838.7270,=2275990690753.4302,=1753696258226,=1136113352376.3479,=40.9959,=0.0822,=99.0762,=83.4184,=61.0421
2022-08-18,=9341.1855,=10090.0891,=2332489551671.5400,=1798538845914,=1167190125231.7483,=41.8876,=0.0947,=99.0762,=83.5072,=61.2312
2022-08-17,=9219.2274,=9958.3534,=2300768186500.4902,=1772386652558,=1148575704181.3958,=41.2986,=0.0852,=99.0762,=83.5960,=61.7708
2022-08-16,=9187.2894,=9923.8548,=2291835441333.4297,=1766048376696,=1144376775276.6289,=41.1383,=0.0825,=99.0911,=83.6079,=61.7708
2022-08-15,=9279.0848,=10023.0096,=2314749400422.0200,=1786252455780,=1155767798602.3604,=41.5496,=0.0882,=99.0911,=83.6199,=62.0170
2022-08-12,=9236.3472,=9976.8456,=2310199357859.5898,=1774963758345,=1150899044661.5283,=41.4679,=0.0855,=99.0911,=83.6722,=62.2854
2022-08-11,=9461.2718,=10219.8030,=2367077650021.3398,=1818572690523,=1179145077782.3284,=42.7129,=0.1022,=99.0911,=83.7244,=62.4555
2022-08-10,=9299.2056,=10044.7436,=2326421366205.4302,=1789629393004,=1158496546476.3955,=42.0488,=0.0913,=99.0911,=83.7406,=63.1730
2022-08-09,=9415.2082,=10169.0372,=2355134955113.1304,=1811140282062,=1173177681160.2988,=42.7502,=0.1011,=99.1077,=83.7569,=63.1730
2022-08-08,=9325.7288,=10072.3936,=2337309159052.8496,=1793671560925,=1162026960836.1450,=42.4039,=0.0957,=99.1077,=83.7828,=63.7500
2022-08-05,=9401.7883,=10154.5428,=2364896180308.7700,=1807578449701,=1172400556290.2456,=42.9044,=0.1014,=99.1077,=83.8087,=64.1670
2022-08-04,=8927.1094,=9640.7240,=2242755625416.2002,=1713968260546,=1114127297102.3762,=40.6885,=0.0779,=99.1077,=83.8605,=64.4575
2022-08-03,=8777.0921,=9478.7147,=2204444658114.3706,=1686553136733,=1094882873973.1252,=39.9935,=0.0682,=99.1077,=83.9123,=64.5731
2022-08-02,=8496.2686,=9175.4428,=2126251319019.0696,=1634672847602,=1059360283178.8644,=38.5749,=0.0251,=99.2916,=83.9696,=64.5731
2022-08-01,=8573.7050,=9259.0693,=2144699027763.5000,=1646906180465,=1069343330227.6166,=38.9096,=0.0293,=99.2916,=84.0270,=64.6475
2022-07-29,=8460.7752,=9137.1121,=2119511972128.2705,=1625700735511,=1055213204036.9504,=38.4526,=0.0210,=99.2916,=84.0779,=64.9593
2022-07-28,=8722.7091,=9419.9845,=2181416560941.1799,=1676047954668,=1087774149192.3480,=39.5757,=0.0490,=99.2916,=84.1287,=65.2240
2022-07-27,=8582.5484,=9266.2549,=2145624307415.2600,=1649615765671,=1070023820296.4230,=38.9264,=0.0281,=99.2916,=84.1769,=65.5090
2022-07-26,=8657.8892,=9347.5976,=2164889096021.5095,=1662656364064,=1079508235937.0392,=39.2759,=0.0407,=99.2993,=84.2251,=65.5090
2022-07-25,=8607.6632,=9293.3705,=2156586894585.4399,=1653347053778,=1073425013772.3672,=39.1252,=0.0323,=99.2993,=84.2343,=65.5261
2022-07-22,=8757.6155,=9455.2683,=2185803488984.4604,=1680889468845,=1091818043232.6960,=39.6553,=0.0465,=99.2993,=84.2435,=65.7106
2022-07-21,=8835.2728,=9539.1119,=2206809708913.2603,=1627123780606,=1101493690662.5764,=40.0364,=0.0578,=99.2993,=84.2493,=65.7314
2022-07-20,=8665.6383,=9355.9639,=2167701722411.0703,=1596213555806,=1080388331441.5792,=39.3269,=0.0410,=99.2993,=84.2551,=65.9908
2022-07-19,=8570.0297,=9252.7389,=2146388182978.2600,=1577460019197,=1068441558400.4364,=38.9402,=0.0283,=99.3306,=84.3107,=65.9908
2022-07-18,=8644.5700,=9333.2173,=2163366513429.4299,=1591431235958,=1077493870290.9038,=39.2482,=0.0326,=99.3306,=84.3663,=66.0992
2022-07-15,=8706.8738,=9400.4844,=2173665205460.8101,=1601292410721,=1085126451880.0856,=39.4351,=0.0383,=99.3306,=84.4256,=66.1404
2022-07-14,=8744.9223,=9441.5640,=2179871332858.6790,=1607486789383,=1089890599591.0576,=39.5477,=0.0384,=99.3306,=84.4849,=66.2272
2022-07-13,=8666.9474,=9353.1058,=2163709476569.6799,=1592844471373,=1080173198972.0583,=39.2545,=0.0327,=99.3306,=84.4923,=66.3787
2022-07-12,=8784.9071,=9479.2830,=2192644459410.1499,=1612975768154,=1094884175633.8618,=39.7794,=0.0399,=99.3487,=84.4997,=66.3787
2022-07-11,=9029.4372,=9743.1412,=2251371834806.0303,=1659066970502,=1124925669310.1753,=40.8449,=0.0585,=99.3487,=84.5014,=66.3905
2022-07-08,=9324.9626,=10062.0255,=2324904659740.9800,=1712453545870,=1161930988529.2429,=42.1789,=0.0686,=99.3487,=84.5031,=66.4764
2022-07-07,=9271.9359,=10004.8074,=2310450288757.6396,=1703653589540,=1155449109086.4106,=41.9167,=0.0658,=99.3487,=84.5065,=66.5171
2022-07-06,=9313.3185,=10049.4609,=2322100704674.1104,=1708922775981,=1161037815896.0264,=42.1280,=0.0659,=99.3487,=84.5099,=66.5268
2022-07-05,=9192.5997,=9919.2003,=2292900609950.3198,=1686552563117,=1146350475301.9131,=41.5983,=0.0631,=99.4034,=84.5242,=66.5268
2022-07-04,=9155.7915,=9879.4827,=2284225785951.3701,=1679306064117,=1141933827694.7554,=41.4409,=0.0603,=99.4034,=84.5385,=66.5963
2022-07-01,=9418.9444,=10163.4357,=2349231091015.3691,=1725412943610,=1174765535173.3950,=42.6202,=0.0662,=99.4034,=84.6241,=66.6396
2022-06-30,=9417.3110,=10161.6732,=2352725814436.3496,=1724204053154,=1175204079347.5295,=42.6836,=0.0663,=99.4034,=84.7097,=66.7259
2022-06-29,=9125.9670,=9846.1127,=2290183008155.9702,=1672229130966,=1139000371533.2903,=41.5490,=0.0606,=99.4034,=84.8453,=66.7602
2022-06-28,=9298.6378,=10031.4223,=2333001001031.1997,=1703459056250,=1160393952529.0728,=42.3258,=0.0621,=99.5478,=84.9809,=66.7602
2022-06-27,=8903.2960,=9604.9254,=2243071292066.7300,=1624499071569,=1111188096163.1711,=40.6943,=0.0564,=99.5478,=84.9818,=66.8794
2022-06-24,=8762.7832,=9453.3394,=2214968889673,=1599643177504,=1093775224068.5128,=40.1844,=0.0493,=99.5478,=84.9827,=66.9225
2022-06-23,=8640.5683,=9318.6839,=2184334835469.9399,=1577868079504,=1078191541681.1040,=39.6287,=0.0377,=99.5478,=84.9932,=66.9275
2022-06-22,=8433.3599,=9095.2136,=2134438261513.2097,=1537648413660,=1052811619892.4775,=38.7234,=0.0262,=99.5478,=85.0038,=66.9676
2022-06-21,=8694.5674,=9376.3048,=2197438089543.4795,=1584052304868,=1085351898144.5348,=39.8664,=0.0422,=99.6169,=85.0533,=66.9676
2022-06-20,=8791.3586,=9480.3425,=2220692766073.8799,=1601215454278,=1097659163586.5052,=40.2883,=0.0466,=99.6169,=85.1027,=67.0953
2022-06-17,=8667.4154,=9346.6858,=2189543293143.4600,=1564437046701,=1082412542256.6052,=39.7231,=0.0365,=99.6169,=85.1155,=67.0995
2022-06-16,=8695.5132,=9375.7984,=2196969206251.3296,=1569738399435,=1085792937907.7034,=39.8579,=0.0395,=99.6169,=85.1283,=67.1501
2022-06-15,=8551.7202,=9220.7559,=2167161249443.6897,=1541608941474,=1068428262530.3531,=39.3171,=0.0351,=99.6169,=85.1543,=67.2596
2022-06-14,=8474.0587,=9137.0186,=2149677956829.6699,=1526264590425,=1058674714362.0120,=38.9999,=0.0279,=99.6752,=85.1804,=67.2596
2022-06-13,=8661.7661,=9339.0223,=2193482835471.2200,=1560927130554,=1081863116553.8846,=39.7946,=0.0338,=99.6752,=85.2927,=67.3224
2022-06-10,=8778.7855,=9465.1914,=1595085282843.6204,=1407912048940,=921928170948.0630,=39.9706,=0.0368,=99.6752,=85.4049,=67.4042
2022-06-09,=8613.9142,=9287.4289,=1566998070211.2004,=1380358915417,=905124509007.1410,=39.2667,=0.0324,=99.6752,=85.4233,=67.4103
2022-06-08,=8897.9410,=9593.6635,=1622415560321.8201,=1426437989145,=935317105450.2870,=40.6554,=0.0383,=99.6752,=85.4416,=67.4314
2022-06-07,=8923.3388,=9620.8157,=1627585036890.7195,=1430840053874,=937775557840.4352,=40.7850,=0.0384,=99.6864,=85.5190,=67.4314
2022-06-06,=9092.1892,=9802.8640,=1660348561164.7500,=1460369320489,=956133101058.8152,=41.6060,=0.0399,=99.6864,=85.5963,=67.6627
2022-06-02,=8852.4406,=9544.3759,=1616485932174.1802,=1421119419739,=930700363116.9896,=40.5068,=0.0370,=99.6864,=85.6349,=67.7194
2022-06-01,=8572.5804,=9234.8529,=1562067928227.7600,=1373273345267,=900963550113.7568,=39.1432,=0.0297,=99.6864,=85.6736,=67.9088
2022-05-31,=8599.7770,=9264.1505,=1566694230648.7900,=1377894550389,=903792898483.7244,=39.2591,=0.0297,=99.6864,=85.6770,=68.1502
2022-05-30,=8439.1385,=9091.1020,=1534878014318.1399,=1351529274608,=886756143651.6193,=38.4619,=0.0223,=99.6890,=85.6804,=68.1502
2022-05-27,=8333.7011,=8977.5191,=1513840358307.9700,=1333778732594,=874716740837.8195,=37.9347,=0.0194,=99.6890,=85.7112,=68.2069
2022-05-26,=8383.3188,=9030.4528,=1522779444342.6399,=1341672880581,=880174888422.8387,=38.1587,=0.0194,=99.6890,=85.7419,=68.2218
2022-05-25,=8448.8275,=9100.4367,=1536476120479.5901,=1352207988212,=887352566327.0138,=38.5019,=0.0194,=99.6890,=85.7575,=68.2702
2022-05-24,=8462.0170,=9114.6434,=1539697970808.4895,=1354817044390,=888953785288.1843,=38.5826,=0.0195,=99.6890,=85.7731,=68.3005
2022-05-23,=8832.1639,=9513.3376,=1606750118638.4602,=1413032813918,=928109338151.6165,=40.2629,=0.0255,=99.6922,=85.7825,=68.3005
2022-05-20,=8754.4737,=9429.6556,=1592246609433.2900,=1399675378444,=919631185582.6814,=39.8994,=0.0240,=99.6922,=85.7919,=68.3285
2022-05-19,=8732.9827,=9405.1284,=1590021438600.4902,=1398049447116,=917141454189.5564,=39.8437,=0.0226,=99.6922,=85.8274,=68.3428
2022-05-18,=8572.2693,=9232.0455,=1560910418189.1499,=1372580656695,=900612639999.3149,=39.1142,=0.0211,=99.6922,=85.8630,=68.3915
2022-05-17,=8515.6859,=9171.1071,=1551135341921.0095,=1363788556814,=894717275972.8188,=38.8692,=0.0196,=99.6922,=85.8750,=68.4801
