日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM正数等权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2024-11-20,=8994.7601,=9772.1167,=2973768429015.5898,=2058248425235,=1374894952482.0098,=5.4982,=0.4686,=6.3494,=5.5680,=4.4709
2024-11-19,=9018.7534,=9798.1836,=2985287700200.0601,=2061314214946,=1380006413071.5601,=5.5195,=0.4768,=6.3494,=5.5690,=4.4709
2024-11-18,=8748.5183,=9504.5939,=2894268495688,=1997791049782,=1338457692435.6702,=5.3546,=0.4175,=6.3526,=5.5700,=4.4695
2024-11-15,=8940.5242,=9713.1935,=2954773219084.2998,=2001537713283,=1368329118412.3701,=5.5043,=0.4721,=6.3526,=5.5703,=4.4695
2024-11-14,=9348.0966,=10155.9896,=3078273428469.4102,=2094739667885,=1431292892351.1499,=5.7840,=0.6181,=6.3526,=5.5706,=4.4695
2024-11-13,=9696.1045,=10534.0735,=3187543128622.3799,=2174512080363,=1486073326221.0400,=6.0247,=0.6856,=6.3526,=5.5703,=4.4695
2024-11-12,=9679.3586,=10515.8803,=3184314491093.1602,=2167570834890,=1488009768244.0901,=6.0863,=0.7090,=6.3526,=5.5700,=4.4695
2024-11-11,=9934.7198,=10793.3106,=3278428680411.9897,=2219697322958,=1527451085605.9700,=6.1911,=0.7474,=6.3542,=5.5690,=4.4657
2024-11-08,=9330.0701,=10136.4051,=3090823798404.5903,=2080413390964,=1431532583718.5698,=5.7413,=0.6051,=6.3542,=5.5680,=4.4657
2024-11-07,=9342.3427,=10149.7383,=3102678302993.4004,=2078945323864,=1427847229623.4502,=5.6806,=0.5708,=6.3542,=5.5667,=4.4657
2024-11-06,=9052.7256,=9835.0916,=2980563530104.7002,=2016084092387,=1383927767539.5903,=5.6287,=0.5340,=6.3542,=5.5655,=4.4657
2024-11-05,=8941.3933,=9714.1375,=2948039654633.1597,=1994561405750,=1368671140608.3799,=5.5650,=0.4996,=6.3542,=5.5652,=4.4657
2024-11-04,=8526.1022,=9262.9556,=2788779757766.4502,=1905684407854,=1305363103210.0300,=5.2996,=0.4065,=6.3582,=5.5655,=4.4575
2024-11-01,=8367.2758,=9090.4029,=2737542733503.6904,=1871065998157,=1280137731587.8401,=5.2420,=0.3862,=6.3582,=5.5667,=4.4575
2024-10-31,=8698.1004,=9449.8184,=2841947004142.1704,=1944896117354,=1328597233119.9497,=5.4017,=0.4333,=6.3582,=5.5680,=4.4575
2024-10-30,=8508.2605,=9243.5719,=2786169617735.8999,=1904322470654,=1298868087074.8799,=5.2085,=0.3781,=6.3582,=5.5690,=4.4575
2024-10-29,=8633.1621,=9379.2679,=2852261211490.2798,=1928092809172,=1319807027704.6802,=5.2704,=0.3935,=6.3582,=5.5700,=4.4575
2024-10-28,=8635.2240,=9381.5080,=2856490519081.5400,=1930027238758,=1319530853293.4900,=5.2266,=0.3819,=6.3734,=5.5703,=4.4546
2024-10-25,=8644.1672,=9391.2241,=2863447809847.6597,=1933360767589,=1322114966551.3398,=5.2236,=0.3814,=6.3734,=5.5706,=4.4546
2024-10-24,=8585.0337,=9326.9801,=2852954880594.4600,=1918229719601,=1312469554310.8999,=5.1077,=0.3530,=6.3734,=5.5710,=4.4546
2024-10-23,=8588.0516,=9330.2588,=2846687271697.1592,=1922511501408,=1313295145976.8501,=5.1011,=0.3501,=6.3734,=5.5714,=4.4546
2024-10-22,=8728.8166,=9483.1892,=2902458351881.0396,=1950247561299,=1335131879877.7002,=5.1565,=0.3671,=6.3734,=5.5715,=4.4546
2024-10-21,=8855.7323,=9621.0733,=2949449780190.4502,=1978057984306,=1352780388770.2302,=5.1991,=0.3754,=6.3741,=5.5717,=4.4544
2024-10-18,=8611.9001,=9356.1683,=2850445510329.1299,=1925103961967,=1315501884943.9502,=5.0097,=0.3269,=6.3741,=5.5727,=4.4544
2024-10-17,=7701.7778,=8367.3903,=2517145332904.2002,=1726752535247,=1178370581874.0105,=4.6429,=0.2408,=6.3741,=5.5738,=4.4544
2024-10-16,=7677.2997,=8340.7967,=2500880001692.2598,=1721839860987,=1175890924091.3701,=4.6579,=0.2442,=6.3741,=5.5744,=4.4544
2024-10-15,=7868.3532,=8548.3616,=2557002204527.5898,=1767062607257,=1204109547186.0601,=4.7509,=0.2596,=6.3741,=5.5750,=4.4544
2024-10-14,=8018.9464,=8711.9695,=2610976440640.5303,=1797672181180,=1225970426597.6101,=4.8218,=0.2767,=6.3741,=5.5753,=4.4535
2024-10-11,=7757.3572,=8427.7729,=2509219616536.5796,=1741409535829,=1188358590477.6699,=4.7041,=0.2544,=6.3741,=5.5755,=4.4535
2024-10-10,=8273.8624,=8988.9161,=2681032960595.4302,=1857966978773,=1268571675745.0798,=5.0259,=0.3325,=6.3741,=5.5771,=4.4535
2024-10-09,=8771.5274,=9529.5908,=2855590562902.8306,=1966375772431,=1345963270339.0503,=5.2860,=0.3931,=6.3741,=5.5787,=4.4535
2024-10-08,=8552.3294,=9291.4490,=2734025998538.4805,=1924970755160,=1313943549141.3799,=5.2972,=0.3974,=6.3741,=5.5797,=4.4535
2024-09-30,=7391.3901,=8030.1776,=2341121955266.5303,=1666902756640,=1135588432344.5698,=4.7016,=0.2544,=6.3744,=5.5807,=4.4513
2024-09-27,=6426.0852,=6981.4480,=2016883135199.5801,=1452345503928,=987502576379.3702,=4.1778,=0.1160,=6.3744,=5.5819,=4.4513
2024-09-26,=5969.2451,=6485.1264,=1874485221776.5400,=1348736678143,=917149168364.7102,=3.9093,=0.0573,=6.3744,=5.5831,=4.4535
2024-09-25,=5728.3257,=6223.3859,=1804016518990.6704,=1294778092044,=879375210361.8300,=3.7352,=0.0420,=6.3744,=5.5842,=4.4544
2024-09-24,=5678.7265,=6169.5002,=1790107113980.6001,=1283224292344,=871655090404.9800,=3.6794,=0.0299,=6.3744,=5.5854,=4.4546
2024-09-23,=5467.5190,=5940.0395,=1724972074722.3999,=1234826984139,=839359421852.2201,=3.5180,=0.0065,=6.3750,=5.5854,=4.4546
2024-09-20,=5533.6160,=6011.8488,=1745681084905.1399,=1250090254773,=850178262083.1001,=3.5452,=0.0089,=6.3750,=5.5855,=4.4575
2024-09-19,=5564.6492,=6045.5640,=1753088158526.0400,=1257325222666,=854878578195.0199,=3.5773,=0.0130,=6.3750,=5.5860,=4.4657
2024-09-18,=5503.0890,=5978.6836,=1732765954750.3000,=1243985729309,=845219476363.3298,=3.5191,=0.0065,=6.3750,=5.5865,=4.4695
2024-09-13,=5568.1503,=6049.3677,=1748768907684.7598,=1258151697868,=854458182647.7001,=3.5524,=0.0089,=6.3750,=5.5867,=4.4709
2024-09-12,=5623.6451,=6109.6585,=1763587105470.7700,=1271553502338,=863894870486.7698,=3.6030,=0.0154,=6.3761,=5.5869,=4.4709
2024-09-11,=5694.4391,=6186.5708,=1786674508317.6296,=1286278513576,=874846142552.1097,=3.6418,=0.0187,=6.3761,=5.5871,=4.4732
2024-09-10,=5708.6706,=6202.0323,=1796039480233.6904,=1287566803306,=877263216670.5300,=3.6430,=0.0195,=6.3761,=5.5874,=4.4743
2024-09-09,=5663.7344,=6153.2126,=1781578995742.7395,=1277977072409,=870593903588.2000,=3.6247,=0.0163,=6.3761,=5.5887,=4.4783
2024-09-06,=5691.6437,=6183.5339,=1790555793071.5300,=1284825480775,=874629696874.4498,=3.6422,=0.0179,=6.3761,=5.5899,=4.4835
2024-09-05,=5765.5130,=6263.7872,=1812016461416.4504,=1301912881374,=886969354088.0099,=3.7259,=0.0302,=6.3762,=5.5901,=4.4835
2024-09-04,=5786.4221,=6286.5033,=1819795275660.8799,=1307393108934,=887025871651.7701,=3.6977,=0.0245,=6.3762,=5.5903,=4.4836
2024-09-03,=5839.8109,=6344.5062,=1836759364464.3701,=1318741561401,=895288633017.1700,=3.7179,=0.0286,=6.3762,=5.5910,=4.4872
2024-09-02,=5805.6635,=6307.4077,=1833271003169.9297,=1309970594696,=888559900143.5599,=3.6846,=0.0229,=6.3762,=5.5917,=4.4897
2024-08-30,=6022.4619,=6542.9425,=1897189663558.4504,=1358017362803,=921921913223.2202,=3.8177,=0.0376,=6.3762,=5.5931,=4.4900
2024-08-29,=5822.4402,=6325.6343,=1835832086273.5000,=1313557169984,=892070903317.9940,=3.6994,=0.0237,=6.3789,=5.5945,=4.4900
2024-08-28,=5763.4262,=6261.5201,=1820413385380.6899,=1299244922082,=882048987373.8679,=3.6703,=0.0213,=6.3789,=5.5955,=4.4911
2024-08-27,=5764.1461,=6262.3022,=1818077833090.2200,=1299539255386,=881488472057.9380,=3.6975,=0.0221,=6.3789,=5.5966,=4.4929
2024-08-26,=5857.3493,=6363.5604,=1844067553566.6699,=1321275539261,=891713487565.8202,=3.8027,=0.0336,=6.3789,=5.5988,=4.4985
2024-08-23,=5867.4214,=6374.5030,=1846134589741.2600,=1322611609415,=892670412102.4961,=3.8025,=0.0328,=6.3789,=5.6011,=4.5008
2024-08-22,=5909.7592,=6420.4998,=1855251389329.7500,=1332700115730,=898387485609.5721,=3.8040,=0.0329,=6.3795,=5.6043,=4.5008
2024-08-21,=6009.0567,=6528.3789,=1887116146164.5400,=1356007766969,=913711534349.9420,=3.8874,=0.0378,=6.3795,=5.6074,=4.5035
2024-08-20,=6052.2813,=6575.3392,=1899712422127.1001,=1365527682329,=922009452145.5320,=3.9640,=0.0436,=6.3795,=5.6077,=4.5040
2024-08-19,=6134.0030,=6664.1235,=1927022207299.1001,=1383634520581,=929276777212.3020,=4.0616,=0.0577,=6.3795,=5.6080,=4.5087
2024-08-16,=6128.1378,=6657.7514,=1925433569318.7605,=1379128967472,=929395137169.4980,=4.0667,=0.0577,=6.3795,=5.6085,=4.5089
2024-08-15,=6154.8247,=6686.7447,=1934115916190.5000,=1385164692557,=933788405502.3180,=4.1106,=0.0743,=6.3822,=5.6090,=4.5089
2024-08-14,=6119.6973,=6648.5814,=1918352369123.1101,=1379019762974,=928548878225.9440,=4.1022,=0.0702,=6.3822,=5.6101,=4.5107
2024-08-13,=6197.1683,=6732.7476,=1939758399170.7705,=1396726526069,=940776445857.1379,=4.1556,=0.0860,=6.3822,=5.6112,=4.5112
2024-08-12,=6148.4902,=6679.0893,=1926325043114.8501,=1386145189887,=933111667890.8060,=4.1310,=0.0778,=6.3822,=5.6120,=4.5112
2024-08-09,=6174.8429,=6707.7161,=1932747672463.1296,=1394193465326,=936509307756.5562,=4.1693,=0.0902,=6.3822,=5.6129,=4.5122
2024-08-08,=6161.0365,=6692.7182,=1925243499773.8696,=1392216717667,=936001357610.6738,=4.1958,=0.0969,=6.3829,=5.6129,=4.5122
2024-08-07,=6137.8497,=6667.5040,=1916939086380.3296,=1388182729580,=932471676310.1760,=4.1945,=0.0962,=6.3829,=5.6129,=4.5191
2024-08-06,=6210.0289,=6745.6747,=1937614516500.4399,=1403693237681,=943204241679.6440,=4.2360,=0.1054,=6.3829,=5.6144,=4.5209
2024-08-05,=6181.0191,=6714.1626,=1927631912350.8103,=1397328015074,=938804955960.1479,=4.2102,=0.0988,=6.3829,=5.6159,=4.5217
2024-08-02,=6468.1868,=7025.3704,=2009864617949.6001,=1461526927164,=981978852948.7004,=4.4069,=0.1596,=6.3829,=5.6168,=4.5376
2024-08-01,=6641.2120,=7213.3003,=2058309339120.7200,=1500163421552,=1007668518593.6802,=4.5502,=0.2047,=6.3845,=5.6176,=4.5376
2024-07-31,=6612.0147,=7181.5878,=2050473590478.8601,=1493445153582,=1002968268312.6218,=4.5087,=0.1923,=6.3845,=5.6186,=4.5376
2024-07-30,=6376.6882,=6925.5497,=1976251160516.4097,=1440994455637,=967945424499.9960,=4.3083,=0.1242,=6.3845,=5.6196,=4.5376
2024-07-29,=6311.6124,=6854.8726,=1953707292895.0903,=1426822936258,=957801382305.7338,=4.2645,=0.1101,=6.3845,=5.6203,=4.5430
2024-07-26,=6422.0064,=6974.7686,=1998508530260.0200,=1449892656069,=975013603664.0060,=4.3316,=0.1277,=6.3845,=5.6210,=4.5464
2024-07-25,=6368.0351,=6916.1518,=1979958612705.0503,=1438145225204,=966137174040.8242,=4.2976,=0.1203,=6.3847,=5.6215,=4.5464
2024-07-24,=6432.6074,=6986.2820,=1994599094953.9900,=1451244091799,=975432766873.0800,=4.3634,=0.1446,=6.3847,=5.6219,=4.5486
2024-07-23,=6489.7158,=7048.3059,=2010765945405.8201,=1464335692809,=985541632791.6680,=4.4380,=0.1665,=6.3847,=5.6221,=4.5487
2024-07-22,=6814.0659,=7400.5739,=2107153880041.5305,=1537213710110,=1034388916548.3656,=4.6529,=0.2144,=6.3847,=5.6223,=4.5549
2024-07-19,=6806.9093,=7392.8013,=2105802791396.6797,=1535743564654,=1033328997752.9301,=4.6287,=0.2087,=6.3847,=5.6224,=4.5549
2024-07-18,=6632.0543,=7202.5555,=2045117623592,=1497269312008,=1007595787319.8500,=4.4900,=0.1829,=6.3894,=5.6226,=4.5487
2024-07-17,=6618.9083,=7188.2786,=2037956116118.0696,=1492761370107,=1006073047528.2900,=4.5089,=0.1881,=6.3894,=5.6228,=4.5549
2024-07-16,=6688.3503,=7263.6942,=2058976169757.5200,=1506595564378,=1016793111652.8502,=4.5594,=0.2000,=6.3894,=5.6229,=4.5594
2024-07-15,=6477.1833,=7034.3623,=1994306048080.4399,=1458445201564,=987856312841.1021,=4.4481,=0.1699,=6.3894,=5.6234,=4.5886
2024-07-12,=6423.5317,=6976.0955,=1976544651287.0295,=1447090066912,=980338484322.6479,=4.4535,=0.1709,=6.3894,=5.6239,=4.6028
2024-07-11,=6379.2678,=6928.0239,=1965747759994.1597,=1434591954464,=973283045718.4100,=4.4462,=0.1693,=6.3900,=5.6244,=4.6028
2024-07-10,=6326.4292,=6870.6400,=1951370697082.6001,=1423463326587,=964157721873.5780,=4.3502,=0.1366,=6.3900,=5.6249,=4.6102
2024-07-09,=6326.5951,=6870.8202,=1953862686867.9600,=1423994304245,=964517694288.3600,=4.3571,=0.1409,=6.3900,=5.6257,=4.6103
2024-07-08,=6090.5971,=6614.5212,=1883900470301.8401,=1370871679128,=929450275281.8600,=4.0998,=0.0684,=6.3900,=5.6264,=4.6117
2024-07-05,=6086.8670,=6610.4703,=1884964995671.5205,=1369439271726,=928730156039.4680,=4.1615,=0.0888,=6.3900,=5.6270,=4.6189
2024-07-04,=6076.7226,=6599.4533,=1877280754393.4600,=1368315740525,=926994969952.8280,=4.1806,=0.0922,=6.3930,=5.6276,=4.6189
2024-07-03,=6162.6665,=6691.2880,=1903921046978.3604,=1388113308945,=940096002501.8101,=4.2553,=0.1084,=6.3930,=5.6278,=4.6215
2024-07-02,=6090.1902,=6612.5948,=1882084931670.3999,=1372847616012,=929007952558.7560,=4.1937,=0.0949,=6.3930,=5.6280,=4.6241
2024-07-01,=6201.1631,=6733.0867,=1911038322769.3601,=1398398967939,=945515838150.9578,=4.2547,=0.1069,=6.3930,=5.6283,=4.6317
2024-06-28,=6218.0724,=6751.4464,=1915067508153.7505,=1400847920577,=948667907483.8304,=4.2847,=0.1104,=6.3930,=5.6286,=4.6341
2024-06-27,=6201.5648,=6733.5228,=1910389028411.2100,=1397363877844,=945959746381.4840,=4.2382,=0.1037,=6.3965,=5.6296,=4.6341
2024-06-26,=6280.5647,=6818.3507,=1937755376012.1196,=1415858218539,=957888814214.4480,=4.3039,=0.1165,=6.3965,=5.6305,=4.6357
2024-06-25,=6145.1461,=6671.3367,=1898151754461.5601,=1386654882123,=937437408368.2758,=4.1925,=0.0936,=6.3965,=5.6317,=4.6363
2024-06-24,=6384.0488,=6930.6062,=1972442967569.9104,=1440869665557,=973816086292.3298,=4.3630,=0.1363,=6.3965,=5.6328,=4.6448
2024-06-21,=6547.6511,=7105.1750,=2026964931903.0300,=1476237136686,=998443127155.2262,=4.5209,=0.1816,=6.3965,=5.6337,=4.6465
2024-06-20,=6535.0208,=7091.4692,=2023234670405.9500,=1474255205203,=996538258392.3816,=4.5376,=0.1834,=6.4052,=5.6345,=4.6465
2024-06-19,=6534.7936,=7090.8318,=2015669534810.3401,=1474041204066,=995989600291.3120,=4.6028,=0.1887,=6.4052,=5.6352,=4.6542
2024-06-18,=6537.0792,=7093.1019,=2020062381509.5696,=1476040852990,=997072522759.4622,=4.6215,=0.1684,=6.4052,=5.6358,=4.6581
2024-06-17,=6535.3897,=7090.2155,=2017864234582.3701,=1476567506235,=996526345867.2778,=4.6317,=0.1933,=6.4052,=5.6365,=4.6600
2024-06-14,=6376.1988,=6917.5100,=1971713893301.0400,=1441280749322,=973033366479.0480,=4.4743,=0.1678,=6.4052,=5.6371,=4.6655
2024-06-13,=6403.5680,=6947.2027,=1983686368474.5801,=1448065855623,=977748422895.8260,=4.5035,=0.1757,=6.4076,=5.6373,=4.6655
2024-06-12,=6351.9033,=6890.4715,=1971063764996.6399,=1435324927789,=970412966997.4882,=4.4732,=0.1672,=6.4076,=5.6376,=4.6686
2024-06-11,=6377.2094,=6917.9232,=1982586930019.0703,=1439667705902,=974269486741.3700,=4.4657,=0.1648,=6.4076,=5.6391,=4.6815
2024-06-07,=6166.8932,=6689.5460,=1913944270951.8000,=1392898218730,=942530691744.4580,=4.3355,=0.1237,=6.4076,=5.6406,=4.6904
2024-06-06,=6169.3123,=6691.6433,=1913783955975.9399,=1394312003100,=943615147960.6000,=4.3428,=0.1264,=6.4076,=5.6407,=4.6920
2024-06-05,=6200.7361,=6723.8653,=1920070356319.5400,=1400639810995,=947922590497.0702,=4.3589,=0.1343,=6.4081,=5.6409,=4.6920
2024-06-04,=6166.7485,=6686.8135,=1908787373442.8003,=1392639012500,=942782988991.0861,=4.3562,=0.1301,=6.4081,=5.6414,=4.6924
2024-06-03,=6162.1414,=6681.8179,=1906310222146.3000,=1391371430375,=941988924389.6200,=4.3675,=0.1353,=6.4081,=5.6418,=4.6935
2024-05-31,=6050.9066,=6561.2022,=1876802286339.7300,=1362117244618,=925505840604.4420,=4.3501,=0.1286,=6.4081,=5.6420,=4.6959
2024-05-30,=6079.6602,=6591.4577,=1885606578595.9800,=1370135626456,=930212498277.7040,=4.3799,=0.1399,=6.4081,=5.6422,=4.6991
2024-05-29,=5965.3076,=6467.2943,=1845031094388.5105,=1346179469664,=912468645912.0724,=4.2922,=0.1150,=6.4087,=5.6424,=4.6991
2024-05-28,=5995.0202,=6499.5072,=1854322599661.5295,=1352357035158,=916864103507.6400,=4.2873,=0.1116,=6.4087,=5.6425,=4.7109
2024-05-27,=5995.4523,=6499.5861,=1855893482973.1003,=1352389381601,=916503388809.1238,=4.2775,=0.1082,=6.4087,=5.6428,=4.7139
2024-05-24,=5821.9970,=6311.5457,=1795364889270.0996,=1313775198468,=889620551065.1157,=4.1896,=0.0945,=6.4087,=5.6431,=4.7402
2024-05-23,=5979.2144,=6481.9829,=1840190455597.9399,=1348413295235,=912836656824.7760,=4.2966,=0.1127,=6.4087,=5.6431,=4.7453
2024-05-22,=6077.2486,=6587.3628,=1872761858077.5896,=1370360337400,=927579876632.3000,=4.3789,=0.1345,=6.4104,=5.6431,=4.7453
2024-05-21,=6038.6320,=6542.5129,=1861859847306.5603,=1361822619946,=921902355599.1602,=4.3133,=0.1156,=6.4104,=5.6432,=4.7483
2024-05-20,=6076.5707,=6583.6174,=1876083504573.9299,=1369121741207,=926948014418.2100,=4.3569,=0.1270,=6.4104,=5.6433,=4.7486
2024-05-17,=6064.8867,=6570.9584,=1871226180639.7900,=1366292679766,=925523326478.4700,=4.3735,=0.1323,=6.4104,=5.6434,=4.7559
2024-05-16,=5998.6641,=6499.2099,=1848304315003.5801,=1351531702061,=915933679347.4900,=4.3327,=0.1193,=6.4104,=5.6434,=4.7561
2024-05-15,=5992.9274,=6492.9945,=1842879759704.7700,=1350061360597,=915856313168.4200,=4.3300,=0.1177,=6.4114,=5.6441,=4.7561
2024-05-14,=6068.8372,=6575.2384,=1869732313691.4705,=1366861804443,=928289829202.0400,=4.3467,=0.1222,=6.4114,=5.6449,=4.7579
2024-05-13,=6064.2868,=6570.3083,=1868760255273.9500,=1365405559335,=927898634572.8900,=4.3564,=0.1240,=6.4114,=5.6453,=4.7599
2024-05-10,=6116.5457,=6626.9278,=1886468280174.6196,=1378947963651,=935768438747.2200,=4.4149,=0.1355,=6.4114,=5.6457,=4.7611
2024-05-09,=6243.9448,=6764.9574,=1929931668695.1504,=1408416560561,=954797119919.8700,=4.5008,=0.1584,=6.4114,=5.6461,=4.7664
2024-05-08,=6102.4890,=6611.6981,=1881959407884.2495,=1375651224601,=934612502037.2300,=4.3902,=0.1322,=6.4130,=5.6465,=4.7664
2024-05-07,=6191.5994,=6708.2441,=1907934602304.9900,=1395604662517,=948258780762.2698,=4.4695,=0.1490,=6.4130,=5.6471,=4.7685
2024-05-06,=6237.7924,=6758.2916,=1923762612289.9900,=1405952842279,=954961831467.5598,=4.4985,=0.1561,=6.4130,=5.6477,=4.7686
2024-04-30,=6177.9081,=6693.4103,=1907065820255.8501,=1393378262567,=945209425650.2300,=4.4227,=0.1396,=6.4130,=5.6478,=4.7718
2024-04-29,=6267.0107,=6789.9479,=1938161734092.7800,=1413582342286,=970504820108.3500,=4.5464,=0.1634,=6.4130,=5.6479,=4.7724
2024-04-26,=6050.9764,=6555.8871,=1875568705374.5601,=1362330555124,=928034362499.8199,=4.4836,=0.1513,=6.4132,=5.6497,=4.7724
2024-04-25,=5877.7787,=6368.2373,=1820222732385.7000,=1323705419659,=901273428219.8098,=4.3537,=0.1232,=6.4132,=5.6515,=4.7726
2024-04-24,=5875.3252,=6365.5791,=1820054328220.7395,=1322557394226,=900837966371.2800,=4.3587,=0.1242,=6.4132,=5.6517,=4.7861
2024-04-23,=5766.8233,=6248.0235,=1788428514277.5498,=1300257064548,=884462257170.7401,=4.3321,=0.1190,=6.4132,=5.6520,=4.7871
2024-04-22,=5818.9703,=6304.5218,=1803485005603.2195,=1311409926143,=892948311494.5796,=4.5112,=0.1553,=6.4132,=5.6528,=4.7905
2024-04-19,=5817.0404,=6302.4309,=1805353736556.1799,=1310517803908,=892485967422.8701,=4.5122,=0.1555,=6.4136,=5.6536,=4.7905
2024-04-18,=5989.2087,=6488.9654,=1855850646372,=1348754994425,=918508734916.1300,=4.6465,=0.1706,=6.4136,=5.6539,=4.7905
2024-04-17,=6068.3595,=6574.7207,=1877873121879.6704,=1366895734359,=930658404864.1600,=4.6815,=0.1752,=6.4136,=5.6542,=4.7989
2024-04-16,=5864.6025,=6353.9616,=1821617148432.9104,=1322568034040,=899466669580.3499,=4.4929,=0.1523,=6.4136,=5.6543,=4.8043
2024-04-15,=6021.7507,=6524.2227,=1863295401842.5601,=1358694278634,=923508013905.9000,=4.6448,=0.1693,=6.4136,=5.6545,=4.8136
2024-04-12,=5915.4611,=6409.0640,=1828588288777.1001,=1332715104638,=904989499978.4900,=4.6357,=0.1677,=6.4165,=5.6559,=4.8136
2024-04-11,=5876.7241,=6367.0946,=1821542928868.3799,=1326031995361,=898865434626.8000,=4.6189,=0.1652,=6.4165,=5.6573,=4.8139
2024-04-10,=5854.1577,=6342.6452,=1823504202049.2705,=1322060896650,=895458117125.1801,=4.6241,=0.1653,=6.4165,=5.6574,=4.8154
2024-04-09,=6016.5119,=6518.5467,=1869819519088.6499,=1357633533635,=919761721352.5200,=4.7686,=0.1886,=6.4165,=5.6574,=4.8202
2024-04-08,=5966.1411,=6463.9729,=1854079721889.6201,=1345929933761,=910549314140.6899,=4.7109,=0.1772,=6.4165,=5.6593,=4.8342
2024-04-03,=6107.0840,=6616.6765,=1899163871722.6804,=1376204412244,=932206876832.1600,=4.8673,=0.2148,=6.4172,=5.6611,=4.8342
2024-04-02,=6161.0291,=6675.1229,=1915415401364.3999,=1388163727905,=940211406669.2800,=4.9004,=0.2230,=6.4172,=5.6612,=4.8342
2024-04-01,=6273.6999,=6797.1953,=1948292144456.2695,=1414158502739,=957420522214.4900,=4.9955,=0.2473,=6.4172,=5.6613,=4.8342
2024-03-29,=6189.0804,=6705.5149,=1920509270640.9497,=1394125347290,=944380613740.6002,=4.9170,=0.2288,=6.4172,=5.6624,=4.8342
2024-03-28,=6205.4419,=6723.2416,=1924272090110.5696,=1397640582747,=946806817482.6400,=4.9202,=0.2290,=6.4172,=5.6635,=4.8342
2024-03-27,=6111.1903,=6621.1254,=1895782848830.9199,=1378012957043,=932496078881.1500,=4.8368,=0.2023,=6.4190,=5.6636,=4.8202
2024-03-26,=6281.2347,=6805.3588,=1946138124762.5896,=1414861501045,=958711745667.5200,=5.0059,=0.2482,=6.4190,=5.6638,=4.8202
2024-03-25,=6359.5754,=6890.2365,=1973573582613.0701,=1431835725043,=970528518846.7296,=5.0209,=0.2529,=6.4190,=5.6647,=4.8202
2024-03-22,=6506.5549,=7049.4804,=2017356331192.9504,=1463672299896,=993261595109.4298,=5.1930,=0.2971,=6.4190,=5.6657,=4.8202
2024-03-21,=6568.4803,=7116.5730,=2042139187615.6904,=1476813077433,=1003015083754.6100,=5.2788,=0.3208,=6.4190,=5.6661,=4.8202
2024-03-20,=6568.7207,=7116.8335,=2045571831835.4004,=1477972567547,=1002894746200.3800,=5.2921,=0.3264,=6.4191,=5.6665,=4.8154
2024-03-19,=6588.6274,=7138.4013,=2049379771014.7805,=1482559829779,=1005942088600.9600,=5.3108,=0.3312,=6.4191,=5.6678,=4.8154
2024-03-18,=6685.1042,=7242.9284,=2080692944452.9600,=1502994012742,=1021267198677.9399,=5.3748,=0.3505,=6.4191,=5.6691,=4.8154
2024-03-15,=6498.6463,=7040.9119,=2022578681046.5095,=1460182992566,=993618097802.7400,=5.2720,=0.3192,=6.4191,=5.6692,=4.8154
2024-03-14,=6494.7982,=7036.7427,=2022138189279.5100,=1459633922206,=992962193513.3199,=5.2626,=0.3150,=6.4191,=5.6694,=4.8154
2024-03-13,=6594.9283,=7145.2280,=2053343420029.1699,=1482974085052,=1008201823342.5295,=5.3586,=0.3415,=6.4218,=5.6695,=4.8139
2024-03-12,=6615.5967,=7167.6210,=2056781955315.0801,=1487398021033,=1011089588046.7800,=5.3827,=0.3508,=6.4218,=5.6695,=4.8139
2024-03-11,=6589.0587,=7138.8686,=2056677273147.3501,=1481533952010,=1006740166542.3500,=5.3417,=0.3367,=6.4218,=5.6705,=4.8139
2024-03-08,=6513.3154,=7056.8050,=2030830180971.0601,=1463909452801,=995407728443.9102,=5.3027,=0.3288,=6.4218,=5.6715,=4.8139
2024-03-07,=6367.5830,=6898.9123,=1991485912144.9600,=1430637833853,=973179073903.8600,=5.1430,=0.2883,=6.4218,=5.6716,=4.8139
2024-03-06,=6510.0113,=7053.2252,=2034328455817.7900,=1461331907338,=994995070622.4596,=5.2918,=0.3258,=6.4232,=5.6717,=4.8136
2024-03-05,=6603.1310,=7154.1151,=2059733344499.1304,=1480320834143,=1009039853444.5900,=5.3616,=0.3397,=6.4232,=5.6722,=4.8136
2024-03-04,=6610.7693,=7162.3907,=2064079054919.5500,=1482958048985,=1010362830003.9402,=5.3701,=0.3427,=6.4232,=5.6727,=4.8136
2024-03-01,=6574.3770,=7122.9617,=2059023201336.2305,=1474738592263,=1004874981592.2500,=5.2682,=0.3185,=6.4232,=5.6733,=4.8136
2024-02-29,=6439.3320,=6976.6482,=2025458452301.1799,=1444916427387,=984138933852.2600,=5.1086,=0.2796,=6.4232,=5.6740,=4.8136
2024-02-28,=6060.1296,=6565.8041,=1907101948488.8201,=1358742577488,=926169943148.9502,=4.8436,=0.2060,=6.4259,=5.6746,=4.8043
2024-02-27,=6323.4822,=6851.1315,=1989674481419.5801,=1416405403403,=966474745367.4700,=5.0586,=0.2673,=6.4259,=5.6751,=4.8043
