日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM正数等权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2021-03-04,=9156.5710,=9836.0606,=1570030513149.9802,=1306321742147,=773600964583.0698,=7.1468,=0.8016,=7.1403,=6.2301,=4.6363
2021-03-03,=9493.4123,=10197.8981,=1629579428772.0898,=1358059202711,=802830209501.1500,=7.2710,=0.8548,=7.1403,=6.2275,=4.5487
2021-03-02,=9484.3850,=10188.2009,=1627677954643.6602,=1357921207255,=802498042370.4600,=7.2081,=0.8275,=7.1362,=6.2246,=4.5487
2021-03-01,=9384.8249,=10081.2527,=1607565924409.6902,=1342866992633,=794142846956.6100,=7.2105,=0.8351,=7.1155,=6.2217,=4.5487
2021-02-26,=9050.5252,=9722.1453,=1550927048651.6704,=1295019852367,=765481655379.7599,=6.9637,=0.7480,=7.0958,=6.2200,=4.5487
2021-02-25,=9185.0626,=9866.6665,=1576130188298.3601,=1316735109844,=777060718469.4100,=7.0707,=0.7880,=7.0958,=6.2183,=4.5487
2021-02-24,=9263.3193,=9950.7304,=1591105933800.3198,=1330406124501,=784377414199.6702,=7.2233,=0.8392,=7.1155,=6.2174,=4.5486
2021-02-23,=9190.1632,=9872.1456,=1581210589709.0798,=1322229695985,=778676745649.0300,=7.1774,=0.8197,=7.0958,=6.2165,=4.5486
2021-02-22,=9294.9277,=9984.6844,=1596368037060,=1333793855650,=786706588919.5400,=7.2654,=0.8493,=7.0946,=6.2158,=4.5486
2021-02-19,=9540.0668,=10248.0147,=1640251162035.1599,=1370209532564,=807988571280.4800,=7.3710,=0.8874,=7.0884,=6.2151,=4.5486
2021-02-18,=9586.3664,=10297.7501,=1650758331421.2202,=1371138379766,=811433686095.8600,=7.2930,=0.8567,=7.0733,=6.2147,=4.5486
2021-02-10,=9356.1413,=10050.4405,=1610594795900.9895,=1337020521894,=791813452608.6700,=7.0884,=0.8039,=7.0733,=6.2142,=4.5040
2021-02-09,=9283.9594,=9972.9021,=1597245899573.4800,=1316752464565,=785620979931.7399,=6.9061,=0.7535,=7.0542,=6.2135,=4.5040
2021-02-08,=9155.1070,=9834.4879,=1576988048657.0898,=1299635096392,=774969713809.2300,=6.7832,=0.7306,=7.0542,=6.2127,=4.5040
2021-02-05,=8895.4029,=9555.5117,=1523332338103.6299,=1251727827190,=752442285070.7599,=6.6294,=0.6936,=7.0542,=6.2119,=4.5040
2021-02-04,=9122.5740,=9799.5407,=1559107684622.4299,=1281185220748,=771548631989.3600,=6.8073,=0.7346,=7.0542,=6.2111,=4.5040
2021-02-03,=9138.0712,=9816.1880,=1561729452396.8501,=1286916288046,=773320974008.0001,=6.7711,=0.7255,=7.0733,=6.2073,=4.4835
2021-02-02,=9489.1739,=10193.3452,=1618456200500.2400,=1334381107765,=802959692890.4600,=7.0537,=0.7949,=7.0733,=6.2034,=4.4835
2021-02-01,=9406.0987,=10104.1051,=1604593306350.0598,=1322731851458,=795558960369.1100,=7.0480,=0.7887,=7.0733,=6.2030,=4.4835
2021-01-29,=9354.4774,=10048.6531,=1600135445415.1499,=1316745391500,=791233159756.7800,=7.0542,=0.7966,=7.0733,=6.2025,=4.4835
2021-01-28,=9543.8754,=10252.1059,=1631988979133.9900,=1342741597900,=806860861480.9301,=7.1680,=0.8159,=7.0733,=6.1958,=4.4835
2021-01-27,=9967.9150,=10707.6126,=1705215435287.8601,=1400286527149,=843457097929.2400,=7.3742,=0.8864,=7.0733,=6.1891,=4.4575
2021-01-26,=10021.2150,=10764.8679,=1711528642262.0200,=1403013423323,=847016497905.1700,=7.5479,=0.9231,=7.0520,=6.1877,=4.4575
2021-01-25,=10252.0614,=11012.8449,=1751746887041.9497,=1438461313324,=867145613077.2100,=7.6471,=0.9371,=7.0493,=6.1863,=4.4575
2021-01-22,=10385.6872,=11156.3868,=1776133230263.7903,=1459779415116,=878609860207.2699,=7.8264,=0.9599,=7.0469,=6.1852,=4.4575
2021-01-21,=10520.1411,=11300.8182,=1795860374377.1296,=1473836361166,=889409217159.2899,=8.0631,=0.9799,=7.0445,=6.1841,=4.4575
2021-01-20,=10513.6681,=11293.8648,=1794615627948.4500,=1473340171677,=889288898708.5299,=8.0665,=0.9827,=7.0445,=6.1839,=4.4546
2021-01-19,=10420.9444,=11194.2602,=1777987214930.3301,=1458347787991,=881181817360.3800,=8.0250,=0.9827,=7.0438,=6.1837,=4.4546
2021-01-18,=10589.9623,=11375.8205,=1806521804608.9600,=1481328788004,=895237260618.6099,=8.1337,=0.9884,=7.0311,=6.1827,=4.4546
2021-01-15,=9997.6936,=10739.6008,=1702012276902.3003,=1395083929308,=844333601608.6100,=7.7161,=0.9651,=7.0042,=6.1817,=4.4546
2021-01-14,=10199.6565,=10956.5510,=1736670840068.3999,=1422042621404,=861020555367.6600,=7.9804,=0.9767,=6.9891,=6.1781,=4.4546
2021-01-13,=10233.4890,=10992.8942,=1739030127693.5898,=1428069244511,=864299966574.0701,=7.8280,=0.9766,=6.9891,=6.1745,=4.4373
2021-01-12,=10040.4171,=10785.4949,=1709235059127.3203,=1401902020364,=848070059472.3700,=7.6211,=0.9560,=6.9786,=6.1735,=4.4373
2021-01-11,=9792.9762,=10519.6919,=1668262061726.8701,=1363215236905,=826547343992.4501,=7.5606,=0.9559,=6.9722,=6.1725,=4.4373
2021-01-08,=9631.2194,=10345.9315,=1637355588989.5898,=1338273611546,=812746651420.0500,=7.4938,=0.9469,=6.9701,=6.1710,=4.4373
2021-01-07,=9657.8571,=10374.5459,=1643023179583.3201,=1340911607368,=814745094413.3103,=7.4281,=0.9379,=6.9582,=6.1695,=4.4373
2021-01-06,=9575.3676,=10285.9351,=1628086737393.2700,=1326719640855,=807222581628.1399,=7.4767,=0.9466,=6.9582,=6.1647,=4.4252
2021-01-05,=9719.9260,=10441.2208,=1649834180828.0398,=1344248174789,=818643254635.3800,=7.6635,=0.9643,=6.9545,=6.1600,=4.4252
2021-01-04,=9252.3090,=9938.9030,=1570545041961.9702,=1276484172630,=778895734678.8600,=7.3791,=0.9313,=6.9448,=6.1597,=4.4252
2020-12-31,=8999.4520,=9667.2820,=1528322755806.5798,=1242540961625,=758630336686.3501,=7.2556,=0.8952,=6.8965,=6.1594,=4.4252
2020-12-30,=8877.9405,=9536.7534,=1508661236685.9399,=1225192513137,=747972558789.8201,=7.1155,=0.8559,=6.8926,=6.1512,=4.4252
2020-12-29,=8766.3210,=9416.8509,=1490163142173.1001,=1208491012636,=737078020635.6801,=7.0445,=0.8373,=6.8926,=6.1430,=4.3646
2020-12-28,=8732.7207,=9380.7572,=1484452020780.9800,=1204626463062,=734217203208.9701,=6.9891,=0.8278,=6.8804,=6.1422,=4.3646
2020-12-25,=8855.7240,=9512.8883,=1502888946251.8904,=1220113993972,=744443181070.2802,=7.2195,=0.8879,=6.8477,=6.1414,=4.3646
2020-12-24,=8924.4113,=9586.6727,=1517841602653.4900,=1229145013111,=750507083948.1201,=7.2102,=0.8875,=6.8159,=6.1396,=4.3646
2020-12-23,=8953.1273,=9617.5196,=1522128040465.2002,=1230516685014,=752244526759.0499,=7.3439,=0.9177,=6.8158,=6.1378,=4.3646
2020-12-22,=8672.0097,=9315.5408,=1478151699983.0100,=1192436652812,=728688177738.6299,=7.1362,=0.8654,=6.8158,=6.1357,=4.3612
2020-12-21,=8996.7571,=9664.3870,=1535414448409.3799,=1239278373217,=756520784260.4301,=7.3663,=0.9233,=6.8041,=6.1335,=4.3612
2020-12-18,=8781.7463,=9433.4207,=1499630575192.1797,=1197479276468,=739094841523.9000,=7.1705,=0.8738,=6.7757,=6.1334,=4.3612
2020-12-17,=8845.3133,=9501.7049,=1510547131687.5701,=1204297874546,=743623389269.3501,=7.2325,=0.8951,=6.7711,=6.1333,=4.3612
2020-12-16,=8797.6703,=9450.5265,=1502300236102.0503,=1196813216564,=739310752936.2700,=7.1846,=0.8854,=6.7631,=6.1299,=4.3612
2020-12-15,=8917.8094,=9579.5809,=1524718309544.2100,=1212761961151,=749688675646.7201,=7.3336,=0.9130,=6.7631,=6.1265,=4.3562
2020-12-14,=9011.6950,=9680.4336,=1547847437312.1299,=1225631580871,=757803529911.6000,=7.3952,=0.9315,=6.7257,=6.1227,=4.3562
2020-12-11,=8873.0045,=9531.4512,=1380365199505.1101,=1173514038871,=718299168292.8700,=6.1837,=0.5406,=6.6880,=6.1189,=4.3562
2020-12-10,=9024.1489,=9693.8117,=1392239021016.8298,=1188355130157,=728335576788.8900,=6.3204,=0.6552,=6.6880,=6.1149,=4.3562
2020-12-09,=8932.1223,=9594.9560,=1370918038227.6699,=1169054886412,=717644047270.4500,=6.3011,=0.6384,=6.6880,=6.1109,=4.3562
2020-12-08,=9216.1755,=9900.0882,=1409064098601.6201,=1202605849379,=738151640179.4700,=6.5437,=0.7382,=6.7257,=6.1103,=4.3401
2020-12-07,=9278.7464,=9967.3024,=1417139013922.9299,=1209345533386,=742160893857.9001,=6.5999,=0.7658,=6.7257,=6.1097,=4.3401
2020-12-04,=9259.5919,=9946.7265,=1411749594142.7898,=1205826526124,=740707981716.0199,=6.6200,=0.7683,=6.7257,=6.1071,=4.3401
2020-12-03,=9202.7405,=9885.6563,=1402478166397.4299,=1198411272061,=736154148718.1400,=6.5493,=0.7452,=6.7257,=6.1045,=4.3401
2020-12-02,=9304.1532,=9994.5946,=1420977544268.3298,=1208194809120,=744795690442.0400,=6.5765,=0.7572,=6.7257,=6.1010,=4.3401
2020-12-01,=9117.6619,=9794.2641,=1397054407843.9795,=1186689738306,=730973821989.1200,=6.4191,=0.7179,=6.7631,=6.0976,=4.3166
2020-11-30,=8970.1412,=9635.7962,=1376738349555.2800,=1168553299604,=720328762070.9600,=6.3418,=0.6720,=6.7631,=6.0955,=4.3166
2020-11-27,=8904.2122,=9564.9748,=1360376544334.4197,=1152230586654,=712204492304.4601,=6.2774,=0.6323,=6.7631,=6.0934,=4.3166
2020-11-26,=8876.0961,=9534.7723,=1354406889365.6101,=1146858106401,=709433188704.1000,=6.2955,=0.6472,=6.7631,=6.0910,=4.3166
2020-11-25,=8983.0926,=9649.7088,=1372510875385.7605,=1162655374051,=718855215082.8000,=6.3582,=0.6753,=6.7631,=6.0887,=4.3166
2020-11-24,=9031.9646,=9702.2074,=1378737105835.5601,=1167966080567,=721858094555.4800,=6.3744,=0.6808,=6.7711,=6.0884,=4.3027
2020-11-23,=8959.5708,=9624.4414,=1363627525544.4404,=1157784335200,=715981292386.1500,=6.2353,=0.6176,=6.7711,=6.0882,=4.3027
2020-11-20,=8929.3879,=9592.0187,=1361096080458.3701,=1155983805969,=714194815887.1699,=6.2111,=0.5836,=6.7711,=6.0869,=4.3027
2020-11-19,=8931.6052,=9594.4005,=1364706418124.1001,=1158007434030,=715645657411.5399,=6.2275,=0.6053,=6.7711,=6.0856,=4.3027
2020-11-18,=8916.2855,=9577.9440,=1360791636247.7498,=1155266804039,=713701490547.8500,=6.2142,=0.5908,=6.7711,=6.0853,=4.3027
2020-11-17,=8954.2920,=9618.7709,=1364504215066.3301,=1158931205578,=716533820959.5500,=6.2673,=0.6291,=6.7757,=6.0850,=4.2879
2020-11-16,=8865.0770,=9522.9354,=1349941980629.1001,=1146861984830,=707802110377.6100,=6.2449,=0.6179,=6.7757,=6.0826,=4.2879
2020-11-13,=8968.7924,=9634.3473,=1368757282614.5896,=1161088689089,=716865110504.1101,=6.3101,=0.6600,=6.7757,=6.0801,=4.2879
2020-11-12,=8898.5810,=9558.9257,=1357931595803.0798,=1153974842929,=711814104749.9399,=6.2500,=0.6221,=6.7757,=6.0745,=4.2879
2020-11-11,=8885.8321,=9545.2307,=1353131615092.0105,=1150821395104,=709803512801.0499,=6.2836,=0.6376,=6.7757,=6.0689,=4.2879
2020-11-10,=9365.4985,=10060.4921,=1434014492947.3401,=1218694033519,=751585120015.7899,=6.5579,=0.7374,=6.8041,=6.0665,=4.2851
2020-11-09,=9630.5287,=10345.1896,=1480124932670.7800,=1258563375198,=775607989628.1399,=6.6695,=0.7770,=6.8041,=6.0640,=4.2851
2020-11-06,=8925.6813,=9588.0370,=1364858590033.1101,=1163443301390,=717242217079.0601,=6.2217,=0.6169,=6.8041,=6.0609,=4.2851
2020-11-05,=8782.8809,=9434.6397,=1342391167714.9302,=1143985410333,=705126554976.7900,=6.1594,=0.5680,=6.8041,=6.0577,=4.2851
2020-11-04,=8662.0761,=9304.8702,=1322933496350.6799,=1127307778545,=695460675259.1400,=6.0850,=0.5154,=6.8041,=6.0564,=4.2851
2020-11-03,=8724.0029,=9371.3925,=1329451849914.1399,=1138189260709,=700878523414.3301,=6.0640,=0.5068,=6.8158,=6.0551,=4.2797
2020-11-02,=8603.0270,=9241.4393,=1314548286049.1001,=1125380174973,=692802814713.0300,=5.9527,=0.4399,=6.8158,=6.0529,=4.2797
2020-10-30,=8440.6032,=9066.9624,=1277476906577.2100,=1083952401985,=674357505327.4199,=5.9704,=0.4483,=6.8158,=6.0551,=4.2797
2020-10-29,=8244.9793,=8856.8216,=1241638752293.2998,=1053088129184,=644929244349.1700,=5.9851,=0.4567,=6.8158,=6.0564,=4.2797
2020-10-28,=8274.4828,=8888.5145,=1244343255707.8899,=1055680745920,=595511509571.9601,=6.0356,=0.4826,=6.8158,=6.0577,=4.2797
2020-10-27,=8264.5216,=8877.8141,=1242368881929.5000,=1054152688764,=594379927532.9199,=6.0882,=0.5122,=6.8159,=6.0633,=4.2790
2020-10-26,=8223.2452,=8833.4746,=1232322001962.9399,=1045627305252,=590144555958.9100,=6.1109,=0.5315,=6.8159,=6.0577,=4.2790
2020-10-23,=8224.4567,=8834.7760,=1229824477266.0200,=1043697098995,=603308462306.0800,=6.1265,=0.5368,=6.8159,=6.0564,=4.2790
2020-10-22,=8399.1611,=9022.4449,=1257946574725.6201,=1065334283486,=616861664031.5801,=6.2336,=0.6127,=6.8159,=6.0551,=4.2790
2020-10-21,=8415.3352,=9039.8192,=1259044943802.1899,=1066482741175,=617715231301.8199,=6.2550,=0.6184,=6.8159,=6.0529,=4.2790
2020-10-20,=8673.8643,=9317.5332,=1295260374191.7900,=1096869235939,=635214974235.5201,=6.3930,=0.6738,=6.8477,=6.0506,=4.2538
2020-10-19,=8614.6542,=9253.9292,=1287977652508.2598,=1089503467329,=631205100036.3199,=6.3311,=0.6548,=6.8477,=6.0493,=4.2538
2020-10-16,=8714.0042,=9360.6517,=1305922084557.6404,=1104246495116,=638177923047.6101,=6.3894,=0.6714,=6.8477,=6.0480,=4.2538
2020-10-15,=8824.5247,=9479.3737,=1324231257810.2000,=1117699935149,=645964534450.2600,=6.4847,=0.7097,=6.8477,=6.0451,=4.2538
2020-10-14,=8889.5922,=9549.2697,=1333476588112.4297,=1125982834715,=650430096557.8801,=6.5322,=0.7194,=6.8477,=6.0421,=4.2538
2020-10-13,=9095.5280,=9770.4876,=1365135530456.8501,=1152976954292,=664930753647.6899,=6.6372,=0.7473,=6.8804,=6.0368,=4.2517
2020-10-12,=9124.8665,=9802.0032,=1371811455917.5798,=1156032100511,=667030168192.6100,=6.6561,=0.7536,=6.8804,=6.0314,=4.2517
2020-10-09,=8736.0304,=9384.3124,=1311054770903.8799,=1105470209827,=638134907569.9200,=6.3822,=0.6800,=6.8804,=6.0304,=4.2517
2020-09-30,=8456.0288,=9083.5325,=1268369017244.1001,=1069949507268,=617397998055.0701,=6.1817,=0.5912,=6.8804,=6.0294,=4.2517
2020-09-29,=8487.0415,=9116.8466,=1271444988656.2998,=1072218622843,=619154873108.7500,=6.2328,=0.6264,=6.8804,=6.0219,=4.2517
2020-09-28,=8376.1406,=8997.7160,=1257967789467,=1059956403467,=611520872378.8099,=6.1189,=0.5588,=6.8926,=6.0144,=4.2210
2020-09-25,=8444.3683,=9071.0067,=1263307422473.2002,=1066779390913,=616269056223,=6.2025,=0.6052,=6.8926,=6.0124,=4.2210
2020-09-24,=8532.4451,=9165.6195,=1280721368385.2000,=1081238352245,=623251583698.0699,=6.2519,=0.6296,=6.8926,=6.0103,=4.2210
2020-09-23,=8738.3372,=9386.7904,=1310337856158,=1105903754481,=637984427072.1599,=6.3741,=0.6691,=6.8926,=6.0100,=4.2210
2020-09-22,=8629.3413,=9269.7062,=1295608957373.6001,=1092900232377,=629791472683.9000,=6.2853,=0.6418,=6.8926,=6.0096,=4.2210
2020-09-21,=8827.7716,=9482.8615,=1324074228707.7000,=1116296104915,=644100033430.4700,=6.4569,=0.7041,=6.8965,=6.0034,=4.2111
2020-09-18,=8838.3586,=9494.2341,=1330720380200.1001,=1120969899805,=645479034094.2900,=6.4456,=0.7030,=6.8965,=5.9971,=4.2111
2020-09-17,=8767.5751,=9418.1979,=1321748712350.3999,=1113858401988,=640199058664.6399,=6.4052,=0.6792,=6.8965,=5.9922,=4.2111
2020-09-16,=8629.2755,=9269.6354,=1302282488776.8999,=1098257850399,=629264649670.1001,=6.3047,=0.6667,=6.8965,=5.9872,=4.2111
2020-09-15,=8673.0855,=9316.6964,=1304640070813.5000,=1099513872026,=632603065474.4199,=6.3163,=0.6692,=6.8965,=5.9849,=4.2111
2020-09-14,=8625.0644,=9265.1118,=1298301428970.7000,=1095113827884,=628063229775.5801,=6.3029,=0.6641,=6.9448,=5.9827,=4.2107
2020-09-11,=8516.7919,=9148.8046,=1278972114353.6001,=1079591585699,=620029697609.8601,=6.1863,=0.6207,=6.9448,=5.9789,=4.2107
2020-09-10,=8236.6370,=8847.8600,=1233383433326.6001,=1040708691352,=599129835348.8099,=5.9827,=0.5038,=6.9448,=5.9751,=4.2107
2020-09-09,=8298.0389,=8913.8184,=1239503614882.7002,=1044943922366,=603819448362.4099,=6.0801,=0.5560,=6.9448,=5.9670,=4.2107
2020-09-08,=8755.5683,=9405.3001,=1310225525911.5000,=1102822373686,=638138944271.3901,=6.4165,=0.6822,=6.9448,=5.9589,=4.2107
2020-09-07,=8928.6184,=9591.1919,=1342146084601.1001,=1125534322118,=651322791768.2100,=6.5651,=0.7160,=6.9545,=5.9560,=4.1925
2020-09-04,=9215.6321,=9899.5042,=1384075246767,=1161962934345,=673414905399.1200,=6.6534,=0.7344,=6.9545,=5.9530,=4.1925
2020-09-03,=9034.9718,=9705.4375,=1357063464645.6001,=1139037279688,=660264022844.2400,=6.5288,=0.7098,=6.9545,=5.9466,=4.1925
2020-09-02,=9035.2447,=9705.7307,=1345559815946.9998,=1129378330896,=659396912066.0901,=6.5619,=0.7165,=6.9545,=5.9402,=4.1925
2020-09-01,=9188.1711,=9870.0055,=1363165688230.8999,=1145096264842,=670155160622.6699,=6.6582,=0.7352,=6.9545,=5.9339,=4.1925
2020-08-31,=9193.2661,=9875.4786,=1364520263677.8999,=1145170677672,=671088502661.9200,=6.6643,=0.7381,=6.9582,=5.9276,=4.1694
2020-08-28,=9277.9135,=9966.4075,=1380013999143.9004,=1052768906467,=676596259766.2400,=6.8041,=0.7649,=6.9582,=5.9275,=4.1694
2020-08-27,=9210.3919,=9893.8753,=1370754544908,=1046819624596,=646827425725.1400,=6.7711,=0.7600,=6.9582,=5.9274,=4.1694
2020-08-26,=8996.1784,=9663.7655,=1336837140922.1001,=1020589846153,=631922092219.7899,=6.6274,=0.7430,=6.9582,=5.9105,=4.1694
2020-08-25,=9334.8853,=10027.6071,=1389298254497.7002,=1059610219429,=650181662082.6979,=6.8804,=0.7782,=6.9582,=5.8936,=4.1694
2020-08-24,=9439.8367,=10140.3467,=1407408108361.7000,=1069995707303,=657214720806.5232,=6.9582,=0.7976,=6.9701,=5.8927,=4.1596
2020-08-21,=9373.8180,=10069.4289,=1396913033722.3999,=1063122230213,=652206864040.5079,=6.9448,=0.7927,=6.9701,=5.8917,=4.1596
2020-08-20,=9435.5672,=10135.7604,=1402936988693.6001,=1070759312673,=654188357723.3628,=7.0520,=0.8327,=6.9701,=5.8895,=4.1596
2020-08-19,=9535.2431,=10242.8330,=1420414451081.2998,=1085244608466,=659624959839.2341,=7.0946,=0.8402,=6.9545,=5.8872,=4.1596
2020-08-18,=9907.4499,=10642.6605,=1466515702622.3999,=1127239172382,=684121946585.8088,=7.4068,=0.9177,=6.8965,=5.8825,=4.1596
2020-08-17,=9955.8448,=10694.6467,=1476032537840.1001,=1133283061652,=687570665923.4470,=7.4148,=0.9215,=6.8965,=5.8777,=4.1590
2020-08-14,=9763.4877,=10488.0152,=1451724475803.8999,=1112089380831,=674247098473.4723,=7.2682,=0.8838,=6.8926,=5.8749,=4.1590
2020-08-13,=9643.2679,=10358.6700,=1433088132551.8999,=1099193199286,=665993093789.4999,=7.1733,=0.8625,=6.8477,=5.8720,=4.1590
2020-08-12,=9719.8219,=10440.9033,=1442084179021.8003,=1107914331695,=671369048876.8086,=7.1898,=0.8703,=6.8159,=5.8618,=4.1590
2020-08-11,=9694.9691,=10413.8771,=1437480921987,=1104529809615,=669869502811.1212,=7.1807,=0.8697,=6.8158,=5.8515,=4.1590
2020-08-10,=9938.2298,=10675.1763,=1471822770295.6001,=1130457086814,=684926819867.1385,=7.3670,=0.9114,=6.8158,=5.8477,=4.1574
2020-08-07,=9932.4096,=10668.9245,=1465237352190.8000,=1127098711800,=684728098423.1763,=7.3674,=0.9153,=6.7757,=5.8439,=4.1574
2020-08-06,=10263.0165,=11024.0468,=1519377354196,=1160884696065,=707843511393.2114,=7.6817,=0.9532,=6.7631,=5.8379,=4.1574
2020-08-05,=10278.7175,=11040.9120,=1529981613033.5000,=1164601505901,=709156659494.0322,=7.6634,=0.9530,=6.7257,=5.8320,=4.1574
2020-08-04,=10083.3756,=10831.0849,=1504243891489.3999,=1143789714092,=695861031568.0646,=7.5189,=0.9442,=6.6880,=5.8241,=4.1574
2020-08-03,=10379.1719,=11148.8153,=1546751701651.8999,=1177049764237,=716044405970.3483,=7.7096,=0.9569,=6.6880,=5.8161,=4.1543
2020-07-31,=9987.1370,=10727.7100,=1496412541048.7002,=1131455487780,=689562451806.3104,=7.4281,=0.9394,=6.6807,=5.7883,=4.1543
2020-07-30,=9742.7283,=10465.1777,=1462141120191.3000,=1103459905652,=673031153500.3633,=7.2519,=0.9087,=6.5962,=5.7604,=4.1543
2020-07-29,=9805.1233,=10532.1994,=1471244653016.3999,=1109587748976,=677309098223.9189,=7.3143,=0.9170,=6.5960,=5.7582,=4.1543
2020-07-28,=9326.9502,=10018.5685,=1398364336333.4998,=1055922872198,=644009094129.7725,=6.9545,=0.8553,=6.5938,=5.7561,=4.1543
2020-07-27,=9338.5920,=10031.0736,=1396878532644.8000,=1056896079039,=644714489132.6487,=6.9722,=0.8634,=6.5938,=5.7547,=4.1484
2020-07-24,=9296.6352,=9986.0056,=1379333622432.6001,=1051857394991,=641979135312.1218,=6.8926,=0.8540,=6.5364,=5.7533,=4.1484
2020-07-23,=9894.9089,=10628.4652,=1466635339837.2000,=1117711823528,=683153515446.9290,=7.3144,=0.9200,=6.4848,=5.7469,=4.1484
2020-07-22,=9935.5730,=10672.1439,=1478040415761.7998,=1122777396441,=686258103436.9430,=7.3364,=0.9241,=6.4692,=5.7404,=4.1484
2020-07-21,=9881.0218,=10613.5486,=1468884407672.5000,=1117427925221,=682649953661.6615,=7.2959,=0.9238,=6.4425,=5.7354,=4.1484
2020-07-20,=9877.0173,=10609.2472,=1467198015895.5000,=1115731029147,=681977227222.6810,=7.3371,=0.9279,=6.4425,=5.7303,=4.1448
2020-07-17,=9472.5716,=10174.8181,=1415709630783.8000,=1071526800376,=653904755296.8101,=7.0469,=0.9005,=6.4190,=5.7228,=4.1448
2020-07-16,=9582.4729,=10292.3661,=1421794513951.3000,=1085121647364,=661358600268.0936,=7.1403,=0.9182,=6.4172,=5.7153,=4.1448
2020-07-15,=10507.4116,=11285.7082,=1559168309800.1001,=1190258862728,=725102324083.9983,=7.7500,=0.9589,=6.4136,=5.7151,=4.1448
2020-07-14,=11170.1264,=11997.5110,=1662697461616.2998,=1263953769162,=771406985332.2960,=8.2541,=0.9862,=6.4081,=5.7150,=4.1448
2020-07-13,=11317.6872,=12156.0018,=1681164975633.3000,=1281973572563,=781400695547.6782,=8.4966,=0.9908,=6.4081,=5.6787,=4.1444
2020-07-10,=10882.3018,=11688.3669,=1626632868759.3999,=1235794300590,=751856026632.3296,=8.1011,=0.9907,=6.3789,=5.6425,=4.1444
2020-07-09,=10765.9990,=11563.4494,=1609162217506.2002,=1225388950135,=744420634123.1609,=7.9884,=0.9814,=6.3439,=5.6424,=4.1444
2020-07-08,=10338.1511,=11103.9103,=1545886716679.8999,=1179187265321,=714259073373.1202,=7.6311,=0.9766,=6.3035,=5.6422,=4.1444
2020-07-07,=10078.0508,=10823.5928,=1512135159657.8999,=1151165228481,=696627044710.5374,=7.3955,=0.9624,=6.2970,=5.6169,=4.1444
2020-07-06,=9872.8301,=10603.1906,=1483439396908.1001,=1126604968993,=682424430606.9683,=7.3659,=0.9623,=6.2970,=5.5917,=4.1430
2020-07-03,=9127.6300,=9802.8630,=1369349874245,=1041672756119,=630613591632.9738,=6.8477,=0.9100,=6.2858,=5.5833,=4.1430
2020-07-02,=9071.0546,=9742.1023,=1365443958176.6001,=1032709360206,=627025175797.4688,=6.8159,=0.9095,=6.2819,=5.5750,=4.1430
2020-07-01,=8855.4409,=9510.5382,=1339358843568,=1013049144460,=612452172182.1029,=6.5938,=0.8708,=6.2679,=5.5677,=4.1430
2020-06-30,=8733.8305,=9379.9315,=1318654108017.7000,=999943501021,=603822158715.9719,=6.5364,=0.8702,=6.2330,=5.5604,=4.1430
2020-06-29,=8524.0106,=9153.3603,=1287163002115,=975211903542,=589496693199.8065,=6.4081,=0.8406,=6.2330,=5.5543,=4.1386
2020-06-24,=8695.4642,=9337.4728,=1315165433826.3999,=994145390694,=601598547469.2839,=6.4848,=0.8689,=6.2183,=5.5482,=4.1386
2020-06-23,=8557.3634,=9188.6788,=1291571481922.2998,=975458134101,=591992009963.8413,=6.4136,=0.8488,=6.2165,=5.5304,=4.1386
2020-06-22,=8537.8648,=9164.4938,=1276098973268,=973724341698,=590525169843.9447,=6.4172,=0.8529,=6.2151,=5.5125,=4.1386
2020-06-19,=8181.4222,=8781.8904,=1224503822349.3000,=932628247041,=565845925383.1860,=6.1335,=0.7438,=6.2127,=5.5108,=4.1386
2020-06-18,=8036.5276,=8626.3614,=1193301630857.1001,=911320739852,=555464341300.4740,=6.0577,=0.7030,=6.2151,=5.5091,=4.1277
2020-06-17,=7862.9524,=8440.0468,=1166942924635.8999,=872301112570,=543480553871.3758,=5.9589,=0.6418,=6.2151,=5.4739,=4.1277
2020-06-16,=7946.3011,=8529.5128,=1178606744402.7000,=881584619567,=549321308070.0845,=6.0480,=0.6900,=6.2151,=5.4387,=4.1277
2020-06-15,=7837.4936,=8412.7194,=1165384768285.5000,=868881209357,=541709848435.0138,=5.9274,=0.6281,=6.2151,=5.4301,=4.1277
2020-06-12,=8003.5495,=8590.9628,=1095605886444.8000,=829946731927,=505356231044.6328,=6.0976,=0.7222,=6.2151,=5.4215,=4.1277
2020-06-11,=8121.1347,=8717.1781,=1112392086141.2998,=843343803201,=512553641149.7192,=6.1333,=0.7360,=6.2165,=5.3668,=4.1107
2020-06-10,=8199.2060,=8800.9794,=1124668809805.2998,=852664461488,=517627742514.5088,=6.1430,=0.7500,=6.2165,=5.3122,=4.1107
2020-06-09,=8265.2575,=8870.8215,=1130485388391.2000,=860919129796,=521425326545.7191,=6.2183,=0.8051,=6.2165,=5.3019,=4.1107
2020-06-08,=8170.1600,=8768.7566,=1113974845778.1001,=851561221969,=515423531319.1186,=6.1841,=0.7784,=6.2151,=5.2916,=4.1107
2020-06-05,=8282.4452,=8889.2685,=1128792522833.6001,=845643557879,=522526511639.0750,=6.2970,=0.8290,=6.2151,=5.2834,=4.1107
