日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2026-07-17,=18079.7400,=19705.4225,=6510062389541.6992,=5369269509169,=3456322512483.7627,=10.2161,=0.9845,=7.4476,=5.7344,=4.0927
2026-07-16,=19471.2900,=21222.0959,=7006303752404.8398,=5760752266150,=3721254672540.5679,=10.9949,=0.9875,=7.4432,=5.7286,=4.0927
2026-07-15,=20652.3100,=22509.3087,=7341985600558.0420,=6074368240737,=3946145220509.2920,=11.5217,=0.9886,=7.4407,=5.7268,=4.0927
2026-07-14,=21802.2700,=23762.6735,=7743929078724.0498,=6408449572323,=4163695236221.4570,=12.1524,=0.9922,=7.4407,=5.7249,=4.0884
2026-07-13,=21414.6800,=23340.2290,=7680007024230.9102,=6330033720194,=4089730265708.4790,=12.0521,=0.9916,=7.4405,=5.7236,=4.0884
2026-07-10,=22325.1000,=24332.5120,=7905017170874.5098,=6552825414319,=4258726393463.6860,=12.4954,=0.9958,=7.4384,=5.7223,=4.0884
2026-07-09,=23874.9100,=26021.6764,=8445308895075.4600,=7017610585574,=4556323934130.6572,=13.3495,=0.9994,=7.4343,=5.7219,=4.0884
2026-07-08,=21833.9100,=23797.1618,=7720250997443.9102,=6454356996008,=4165628696289.3481,=12.2034,=0.9958,=7.4334,=5.7216,=4.0884
2026-07-07,=22004.1900,=23982.7471,=7707970697901.9219,=6486291468681,=4194675992739.2559,=12.1840,=0.9958,=7.4334,=5.7212,=4.0876
2026-07-06,=22108.0300,=24095.9260,=7689466983259.8398,=6474827677709,=4212857932380.5322,=12.1547,=0.9952,=7.4252,=5.7209,=4.0876
2026-07-03,=21934.4800,=23906.7732,=7588797104537.0898,=6407279033899,=4179559955483.6362,=11.9956,=0.9946,=7.4251,=5.7202,=4.0876
2026-07-02,=22163,=24154.0544,=7689677259371.6602,=6481108816708,=4223814944443.5010,=12.1444,=0.9952,=7.4245,=5.7195,=4.0876
2026-07-01,=24286.8800,=26468.7335,=8374565670129.8584,=7073819298636,=4629504833051.8701,=13.2261,=0.9994,=7.4192,=5.7119,=4.0876
2026-06-30,=24861.0500,=27094.4863,=8594577350429.4102,=7259134682014,=4740485755237.6699,=13.5798,=1,=7.4192,=5.7042,=4.0870
2026-06-29,=24226.2400,=26401.4791,=8317270539154.3066,=7042277622283,=4612937682979.6172,=13.1392,=1,=7.4178,=5.7023,=4.0870
2026-06-26,=23056.2800,=25126.4794,=7975446344941.8496,=6731875658981,=4391409403915.0981,=12.5992,=0.9994,=7.4118,=5.7004,=4.0870
2026-06-25,=23318.2800,=25411.9976,=8109819228309.9102,=6815583321493,=4445451308105.1914,=12.8114,=1,=7.4115,=5.7000,=4.0870
2026-06-24,=22111.0400,=24096.2257,=7731537915601.1406,=6485149641658,=4217543435967.8242,=12.2125,=0.9994,=7.4070,=5.6997,=4.0870
2026-06-23,=20987.7000,=22872.0271,=7351703089873.8301,=6181423819870,=4006327887522.9199,=11.6126,=0.9988,=7.4070,=5.6973,=4.0865
2026-06-22,=21473.8000,=23400.1399,=7419647373760.5918,=6299373604509,=4100907742994.6001,=12.5127,=1,=7.4049,=5.6949,=4.0865
2026-06-18,=20721.2800,=22580.1100,=7223521390241.2510,=6136192314884,=3963868978848.7817,=12.1819,=1,=7.4000,=5.6940,=4.0865
2026-06-17,=19831.5600,=21610.5728,=6874624115723.9014,=5837467914032,=3786788763638.4058,=11.5935,=1,=7.3969,=5.6930,=4.0865
2026-06-16,=18702.0700,=20379.7648,=6522011346398.1104,=5524676282930,=3575593082724.0649,=10.9989,=1,=7.3967,=5.6902,=4.0865
2026-06-15,=18523.8300,=20185.0628,=6497228933413.8496,=5503901840600,=3545012756773.1201,=10.9552,=1,=7.3967,=5.6873,=4.0850
2026-06-12,=17477.3200,=19044.7058,=5622563499032.6904,=4781387496112,=3005383698087.8232,=9.0071,=0.9661,=7.3914,=5.6859,=4.0850
2026-06-11,=17610.2200,=19189.5218,=5657421531164.6709,=4798943901601,=3023419945672.6694,=9.0629,=0.9691,=7.3844,=5.6844,=4.0850
2026-06-10,=17521.2800,=19092.5987,=5614843172758.0605,=4767595105111,=3006682257488.3125,=8.9947,=0.9666,=7.3840,=5.6825,=4.0850
2026-06-09,=17751.2800,=19342.5694,=5672365442909.5918,=4810844993692,=3044769429433.6211,=9.0848,=0.9703,=7.3834,=5.6806,=4.0850
2026-06-08,=16880.2100,=18393.4150,=5411600545789.3594,=4589627876999,=2899724630856.6235,=8.6672,=0.9514,=7.3834,=5.6757,=4.0813
2026-06-05,=17641.1900,=19222.6094,=5654057440097.4893,=4794619069313,=3029381495919.9946,=9.0560,=0.9690,=7.3768,=5.6708,=4.0813
2026-06-04,=18583.1500,=20249.0069,=5944838944540.9697,=5035970565019,=3190803273489.2876,=9.5217,=0.9854,=7.3760,=5.6682,=4.0813
2026-06-03,=18238.2700,=19872.2410,=5864396924721.3594,=4965154445889,=3136942142833.6299,=9.3896,=0.9805,=7.3750,=5.6656,=4.0813
2026-06-02,=17629.9700,=19209.4473,=5684156764548.5000,=4797743808351,=3031208966715.0220,=9.1010,=0.9720,=7.3682,=5.6652,=4.0813
2026-06-01,=17333.1900,=18886.0708,=5586796412156.9004,=4700473618217,=2975815017166.5703,=8.9452,=0.9689,=7.3682,=5.6648,=4.0808
2026-05-29,=18347.7400,=19991.3050,=5913943773990.3906,=4977397193576,=3151787170196.6509,=9.4677,=0.9823,=7.3669,=5.6634,=4.0808
2026-05-28,=19395.8500,=21132.2091,=6301358567063.5391,=5276084622152,=3333200761120.1250,=10.0844,=0.9963,=7.3626,=5.6619,=4.0808
2026-05-27,=19329.4300,=21059.1969,=6210546781356.8604,=5230452115784,=3314726566943.7588,=9.9371,=0.9939,=7.3546,=5.6611,=4.0808
2026-05-26,=19868.5000,=21646.5104,=6402553432025.6016,=5404740948072,=3412629665211.9229,=10.2443,=0.9988,=7.3540,=5.6603,=4.0808
2026-05-25,=20000.7000,=21787.2782,=6464897114142.1191,=5423417059757,=3437946047630.5049,=10.3354,=0.9994,=7.3540,=5.6580,=4.0789
2026-05-22,=18621.3400,=20284.7108,=5938877411586.5898,=5050074749107,=3196033467809.9507,=9.4944,=0.9859,=7.3497,=5.6557,=4.0789
2026-05-21,=18149.3100,=19770.5119,=5807495252996.3311,=4946968891235,=3120461910217.8232,=9.2844,=0.9823,=7.3490,=5.6504,=4.0789
2026-05-20,=18722.5800,=20394.3579,=6022850525493.5400,=5119018350693,=3221428695640.7148,=9.6257,=0.9927,=7.3489,=5.6452,=4.0789
2026-05-19,=17879.2600,=19475.3863,=5720654390568.1807,=4909843905730,=3076608336038.0342,=9.1438,=0.9792,=7.3470,=5.6372,=4.0789
2026-05-18,=17194.8200,=18729.8388,=5498244005709.7305,=4697883115108,=2953665085652.6934,=8.7883,=0.9632,=7.3470,=5.6293,=4.0781
2026-05-15,=17032.6200,=18553.1624,=5465180485287.9199,=4657078821660,=2926847393929.2397,=8.7354,=0.9632,=7.3454,=5.6256,=4.0781
2026-05-14,=17078.7100,=18603.3689,=5507227155965.9902,=4703267545269,=2939336564366.8691,=8.7883,=0.9638,=7.3440,=5.6219,=4.0781
2026-05-13,=17543.4000,=19109.5385,=5682303610901.0996,=4855293751394,=3023062054728.5103,=9.0677,=0.9773,=7.3388,=5.6207,=4.0781
2026-05-12,=17096.5100,=18622.7542,=5569280353950.4189,=4746268270084,=2947377302789.3232,=8.8873,=0.9724,=7.3372,=5.6194,=4.0781
2026-05-11,=16980.7800,=18496.6969,=5508523834949.5801,=4682692779112,=2921398149929.4102,=8.7904,=0.9656,=7.3372,=5.6187,=4.0768
2026-05-08,=15971.5500,=17397.3634,=5239077741860.2607,=4432971769635,=2753916650259.0942,=8.3604,=0.9453,=7.3326,=5.6181,=4.0768
2026-05-07,=16450.4000,=17916.9587,=5418997177637.7803,=4581665566363,=2841246395602.3306,=8.6371,=0.9612,=7.3304,=5.6178,=4.0768
2026-05-06,=16211.9900,=17657.2939,=5345477968901.9688,=4523390605450,=2799849665275.8203,=8.5199,=0.9550,=7.3227,=5.6175,=4.0768
2026-04-30,=15254.3400,=16614.2672,=5035340002628.4404,=4217432066206,=2632150254758.5503,=7.8862,=0.8965,=7.3199,=5.6163,=4.0768
2026-04-29,=14480.0800,=15770.9817,=4731629150028.7393,=3954054080766,=2472132841823.6899,=7.5739,=0.8459,=7.3199,=5.6150,=4.0758
2026-04-28,=14566.5800,=15865.1904,=4757895218926.7402,=3970490761067,=2483052826784.1304,=7.6185,=0.8501,=7.3198,=5.6036,=4.0758
2026-04-27,=14725.1000,=16037.8428,=4821512753553.6689,=4021101147735,=2492455222695.2012,=7.9020,=0.8994,=7.3174,=5.5921,=4.0758
2026-04-24,=14046.9900,=15299.2764,=4613017414088.0693,=3851144905377,=2380010837105.6099,=7.5605,=0.8437,=7.3162,=5.5915,=4.0758
2026-04-23,=13809.6000,=15040.7322,=4500933817032.9805,=3768619885404,=2337759507578.8188,=7.3768,=0.8140,=7.3156,=5.5909,=4.0758
2026-04-22,=14006.7500,=15255.4569,=4553953261748.7900,=3808068710898,=2366807786639.5103,=7.4700,=0.8306,=7.3156,=5.5870,=4.0750
2026-04-21,=13626.3500,=14841.1419,=4450255819377,=3709164911300,=2304121077372.9199,=7.3039,=0.7976,=7.3122,=5.5831,=4.0750
2026-04-20,=13830.8600,=15063.8863,=4531888794806.7598,=3787373026780,=2341746897096.1001,=7.4432,=0.8279,=7.3122,=5.5821,=4.0750
2026-04-17,=13590.4900,=14802.0799,=4446168688969.7305,=3721354300950,=2299753863865.4199,=7.3227,=0.8042,=7.3110,=5.5810,=4.0750
2026-04-16,=13496.9100,=14700.1627,=4405277262224.9707,=3687355393803,=2284506472946.7695,=7.2212,=0.7787,=7.3109,=5.5766,=4.0750
2026-04-15,=13348.8700,=14538.9224,=4364500400857.9409,=3645683208772,=2259734815077.2402,=7.1544,=0.7649,=7.3110,=5.5723,=4.0747
2026-04-14,=13411.8100,=14607.4709,=4354604056859.8198,=3648475795590,=2266330388223.0195,=7.1413,=0.7616,=7.3110,=5.5687,=4.0747
2026-04-13,=13141.0500,=14312.5784,=4277793759025.6401,=3578809414093,=2221102726083.7900,=7.0153,=0.7379,=7.3110,=5.5652,=4.0747
2026-04-10,=13057.4800,=14221.5610,=4248631818770.6191,=3547596706491,=2206697704993.7998,=6.9644,=0.7290,=7.3110,=5.5642,=4.0747
2026-04-09,=12817.9200,=13960.6352,=4180293247690.9102,=3488434128780,=2166856650195.3704,=6.8581,=0.6978,=7.3110,=5.5631,=4.0747
2026-04-08,=12816.4100,=13958.9986,=4181530961930.0801,=3480663956173,=2164693634043.5801,=6.8602,=0.6982,=7.3122,=5.5618,=4.0743
2026-04-07,=12070.5600,=13146.6542,=3942223314896.0498,=3281143999682,=2039956689562.0896,=6.4868,=0.6146,=7.3122,=5.5605,=4.0743
2026-04-03,=11883.1500,=12942.5336,=3853682830162.8999,=3216238234041,=2002832774472.2900,=6.3411,=0.5850,=7.3122,=5.5557,=4.0743
2026-04-02,=11928.1600,=12991.5540,=3867788032023.5000,=3221316504118,=2008880357999.7200,=6.3643,=0.5916,=7.3122,=5.5509,=4.0743
2026-04-01,=12292.8000,=13388.7076,=3992328404266.2412,=3326264009670,=2071520593475.5896,=6.5692,=0.6301,=7.3122,=5.5462,=4.0743
2026-03-31,=11890.0200,=12950.0187,=3860918451261.2002,=3212272149301,=2000829690208.1899,=6.3530,=0.5899,=7.3156,=5.5415,=4.0725
2026-03-30,=12337.8600,=13437.7794,=3986458038112.7100,=3323707670715,=2065310546327.4707,=6.5923,=0.6334,=7.3156,=5.5387,=4.0725
2026-03-27,=12385.0200,=13489.1498,=4013197505651.8101,=3338518440328,=2072504693510.7800,=6.6413,=0.6450,=7.3156,=5.5360,=4.0725
2026-03-26,=12347.2000,=13447.9571,=3994969641157.3389,=3324015305452,=2065976431126.1504,=6.6112,=0.6404,=7.3156,=5.5359,=4.0725
2026-03-25,=12660.8700,=13789.5933,=4089209528691.0200,=3391030239830,=2116982565784.4805,=6.7672,=0.6721,=7.3156,=5.5359,=4.0725
2026-03-24,=12372.3800,=13475.3835,=4009147013092.8696,=3316867491871,=2069502066093.3501,=6.6347,=0.6443,=7.3162,=5.5310,=4.0691
2026-03-23,=12190.1900,=13276.9484,=3938148227359.0698,=3254457309954,=2035527728822.8000,=6.5172,=0.6234,=7.3162,=5.5261,=4.0691
2026-03-20,=12820.3300,=13963.2676,=4132701595265.1201,=3419049597045,=2140214895844.1001,=6.8393,=0.6903,=7.3162,=5.5260,=4.0691
2026-03-19,=13028.2300,=14189.6961,=4205289884731.0903,=3468196218872,=2175022028850.1797,=6.9595,=0.7246,=7.3162,=5.5259,=4.0691
2026-03-18,=13359.1100,=14550.0783,=4303606233568.8296,=3559663220530,=2229765463547.4897,=7.1222,=0.7564,=7.3162,=5.5245,=4.0691
2026-03-17,=13074.9800,=14240.6194,=4236340396107.7998,=3498122522397,=2185288451264.8296,=7.0109,=0.7349,=7.3174,=5.5231,=4.0673
2026-03-16,=13447.6700,=14646.5282,=4348245735580.6001,=3591890253052,=2245530883904.6597,=7.1961,=0.7731,=7.3174,=5.5214,=4.0673
2026-03-13,=13206.5400,=14383.9066,=4292993680985.0400,=3548720616438,=2207567988776.9702,=7.1046,=0.7535,=7.3174,=5.5197,=4.0673
2026-03-12,=13324.3500,=14512.2143,=4325236739638.8208,=3586116479870,=2226531992931.5200,=7.1642,=0.7646,=7.3174,=5.5163,=4.0673
2026-03-11,=13471.6600,=14672.6587,=4369216956181.0498,=3622534920502,=2251000960990.8604,=7.2370,=0.7777,=7.3174,=5.5130,=4.0673
2026-03-10,=13620.4200,=14834.6800,=4417709975860.2188,=3669140966988,=2278737963799.1401,=7.3174,=0.7996,=7.3198,=5.5121,=4.0625
2026-03-09,=13302.2400,=14488.1417,=4317462886788.5610,=3584561130709,=2225660720469.7998,=7.1513,=0.7623,=7.3198,=5.5111,=4.0625
2026-03-06,=13615.1700,=14828.9692,=4407696037439.8604,=3664160783217,=2277475034041.2002,=7.3008,=0.7943,=7.3198,=5.5099,=4.0625
2026-03-05,=13631.4400,=14846.6845,=4416984921233.6904,=3671196810537,=2281220390694.3501,=7.3162,=0.7992,=7.3198,=5.5086,=4.0625
2026-03-04,=13340.9600,=14530.3134,=4325994466431.4009,=3583701952638,=2231268425143.4697,=7.1655,=0.7669,=7.3198,=5.5082,=4.0625
2026-03-03,=13422.9600,=14619.6176,=4370243369635.9199,=3617179509898,=2246596025974.1201,=7.2387,=0.7800,=7.3199,=5.5079,=4.0609
2026-03-02,=14195.1100,=15460.6017,=4611019603731.4600,=3826899552645,=2375448126125.6104,=7.6376,=0.8520,=7.3199,=5.5031,=4.0609
2026-02-27,=14425.7900,=15711.8494,=4681246134741.7598,=3879037626710,=2412060944632.1802,=7.7539,=0.8715,=7.3198,=5.4983,=4.0609
2026-02-26,=14521.2200,=15815.7914,=4708702568229.4902,=3894569487643,=2426209887534.0298,=7.8017,=0.8809,=7.3156,=5.4969,=4.0609
2026-02-25,=14340.3100,=15618.7484,=4637231824683.9697,=3826226572172,=2392195782799.8301,=7.6834,=0.8612,=7.3122,=5.4955,=4.0609
2026-02-24,=14276.0400,=15548.7549,=4607757835156.3301,=3799595647381,=2381480335531.4102,=7.6345,=0.8529,=7.3122,=5.4948,=4.0605
2026-02-13,=14220.5000,=15488.2628,=4632806286267.9502,=3819759510306,=2377768223250.6602,=7.6760,=0.8604,=7.3110,=5.4940,=4.0605
2026-02-12,=14217.6000,=15485.1012,=4629754924272.0098,=3820557152141,=2376497540477.0400,=7.6710,=0.8590,=7.3109,=5.4927,=4.0605
2026-02-11,=13957.8400,=15202.1856,=4544493236120,=3745405868304,=2331524559345.6597,=7.5297,=0.8424,=7.3077,=5.4914,=4.0605
2026-02-10,=14162.9200,=15425.5431,=4607001673169.9707,=3799015594801,=2366054381950.0498,=7.6333,=0.8538,=7.3033,=5.4898,=4.0605
2026-02-09,=14068.0700,=15321.8108,=4567409672454.6289,=3767623407861,=2348501949114.2500,=7.5661,=0.8461,=7.3033,=5.4882,=4.0499
2026-02-06,=13596.8200,=14808.5611,=4416207303400.1094,=3644740791555,=2268993981171.5298,=7.3156,=0.8039,=7.3020,=5.4864,=4.0499
2026-02-05,=13729.5200,=14953.0877,=4439720445541.9785,=3673325706313,=2290419883021.8501,=7.3546,=0.8127,=7.3007,=5.4846,=4.0499
2026-02-04,=13940.4300,=15182.7924,=4516694657479.8008,=3729705601307,=2325908430916.8198,=7.4821,=0.8343,=7.2991,=5.4845,=4.0499
2026-02-03,=14227.2600,=15495.1844,=4601928564167.5215,=3808551862292,=2376007142860.7402,=7.6233,=0.8520,=7.2945,=5.4844,=4.0499
2026-02-02,=14031.1500,=15281.6044,=4580726177925.8701,=3783240872969,=2351834049030.7705,=7.5882,=0.8494,=7.2945,=5.4844,=4.0466
2026-01-30,=14753.9700,=16068.8325,=4802740882669.9502,=3963166793929,=2469626676396.3301,=7.9560,=0.9017,=7.2841,=5.4844,=4.0466
2026-01-29,=14563.2400,=15861.1137,=4764559032651.7998,=3927776669169,=2438262832319.3501,=7.8927,=0.8958,=7.2834,=5.4806,=4.0466
2026-01-28,=15195.1300,=16548.7565,=4965562469561.2100,=4086848732070,=2543010515423.8403,=8.2229,=0.9348,=7.2829,=5.4769,=4.0466
2026-01-27,=14962.2800,=16295.1607,=4898536016278.9395,=4049824517428,=2506879997762.9902,=8.1119,=0.9239,=7.2783,=5.4748,=4.0466
2026-01-26,=14687.9500,=15996.3917,=4825525133468.7393,=3993163562236,=2463372401939.7202,=7.9910,=0.9085,=7.2783,=5.4728,=4.0444
2026-01-23,=15005.8600,=16342.6243,=4935915965003.0889,=4081990887254,=2516527885962.1299,=8.1738,=0.9283,=7.2763,=5.4721,=4.0444
2026-01-22,=15016.8100,=16354.5537,=4956756689192.9297,=4092747346722,=2520704698654.8604,=8.2083,=0.9327,=7.2737,=5.4715,=4.0444
2026-01-21,=15082.0900,=16425.6495,=4977483490111.5703,=4109349750031,=2530385787827.1797,=8.2426,=0.9359,=7.2727,=5.4714,=4.0444
2026-01-20,=14429.7100,=15715.1518,=4766045159849.9785,=3930876035221,=2422710804443.9307,=7.8925,=0.8992,=7.2674,=5.4713,=4.0444
2026-01-19,=14556.8800,=15853.6512,=4837844923350.9297,=3983245341420,=2448903033451.5498,=8.0114,=0.9120,=7.2674,=5.4692,=4.0436
2026-01-16,=14550.8500,=15847.0822,=4840974595757.9492,=3974912229241,=2447476630822.0996,=8.0165,=0.9139,=7.2666,=5.4671,=4.0436
2026-01-15,=14101.0600,=15357.2188,=4722911109770.7500,=3876933415842,=2376957966407.6401,=7.8210,=0.8920,=7.2617,=5.4639,=4.0436
2026-01-14,=13933.1400,=15174.3435,=4689320638877.5586,=3843596905756,=2353164136878.7700,=7.7661,=0.8797,=7.2580,=5.4607,=4.0436
2026-01-13,=13719.6800,=14941.8685,=4603461386940.7002,=3762539688420,=2314354671808.7998,=7.6239,=0.8596,=7.2537,=5.4588,=4.0436
2026-01-12,=14195.4600,=15460.0367,=4773009369032.1797,=3911954624965,=2397730615629.9697,=7.9047,=0.9021,=7.2537,=5.4570,=4.0430
2026-01-09,=13959.2900,=15202.8287,=4710933691531.7695,=3850288848530,=2359014459146.7900,=7.8019,=0.8878,=7.2533,=5.4568,=4.0430
2026-01-08,=13913.8000,=15153.2831,=4691417109855.9902,=3823575162931,=2349133511489.3501,=7.7696,=0.8819,=7.2507,=5.4566,=4.0430
2026-01-07,=13849.2900,=15083.0217,=4647243102228.5000,=3779740205216,=2334315438321.2998,=7.6964,=0.8715,=7.2502,=5.4543,=4.0430
2026-01-06,=13592.1600,=14802.9934,=4587897407981.9004,=3711731467680,=2292880321983.4497,=7.5982,=0.8611,=7.2468,=5.4521,=4.0430
2026-01-05,=13280.2400,=14463.2833,=4506769666555.6592,=3643937104483,=2243363211993.7900,=7.4638,=0.8429,=7.2468,=5.4509,=4.0399
2025-12-31,=12686.4300,=13816.5779,=4322163355680.8999,=3504768351214,=2142396221018.3401,=7.1581,=0.7833,=7.2456,=5.4496,=4.0399
2025-12-30,=12865.0700,=14011.1269,=4389461532608.2002,=3556458304097,=2175098792695.6799,=7.2727,=0.8065,=7.2456,=5.4466,=4.0399
2025-12-29,=12730.4500,=13864.5103,=4322661182744.2598,=3503659716215,=2148590575546.2695,=7.1620,=0.7850,=7.2444,=5.4436,=4.0399
2025-12-26,=12723.5500,=13857.0017,=4308309808072.5508,=3491268708565,=2143722615400.0200,=7.1386,=0.7816,=7.2444,=5.4433,=4.0399
2025-12-25,=12794.4000,=13934.1587,=4342535932154.4399,=3518721533239,=2157006284119.1899,=7.1954,=0.7925,=7.2456,=5.4431,=4.0393
2025-12-24,=12833.4100,=13976.6468,=4353855859657.2100,=3529897199665,=2164360279526.6699,=7.2394,=0.7982,=7.2456,=5.4421,=4.0393
2025-12-23,=12688.6000,=13818.9394,=4301457024907.2402,=3499739892595,=2141018341021.4800,=7.1522,=0.7844,=7.2456,=5.4412,=4.0393
2025-12-22,=12574.4800,=13694.6555,=4261085358996.0698,=3456064031593,=2119062510499.9695,=7.0851,=0.7745,=7.2456,=5.4401,=4.0393
2025-12-19,=12196.3600,=13282.8482,=4114049558165.4590,=3352099299979,=2055662216835.4600,=6.8406,=0.7165,=7.2456,=5.4389,=4.0393
2025-12-18,=12213.2000,=13301.1916,=4115618581790.8799,=3357926453447,=2059024245804.3501,=6.8432,=0.7176,=7.2468,=5.4380,=4.0384
2025-12-17,=12322.5600,=13420.2879,=4163051703861.8599,=3400797695075,=2078706651405.2600,=6.9221,=0.7389,=7.2468,=5.4372,=4.0384
2025-12-16,=12026.8500,=13098.2406,=4057234687632.7612,=3314207293406,=2028166091564.1704,=6.7462,=0.6912,=7.2468,=5.4366,=4.0384
2025-12-15,=12256.2100,=13348.0318,=4141190522848.1699,=3384014582726,=2069155322853.0300,=6.8858,=0.7301,=7.2468,=5.4359,=4.0384
2025-12-12,=12577.2000,=13697.6092,=4206938035434.1201,=3428031199861,=2094690422018.8501,=6.8364,=0.7162,=7.2468,=5.4340,=4.0384
2025-12-11,=12426.3600,=13533.3395,=4150863971333.5601,=3393633988482,=2068120710066.7300,=6.7452,=0.6913,=7.2502,=5.4321,=4.0356
2025-12-10,=12651.4600,=13778.4887,=4231698402581.9609,=3456810789320,=2105156349414.1904,=6.8766,=0.7263,=7.2502,=5.4315,=4.0356
2025-12-09,=12648.1400,=13774.8733,=4225212458205.0200,=3452117084857,=2104652531155.3401,=6.8661,=0.7229,=7.2502,=5.4308,=4.0356
2025-12-08,=12657.5200,=13785.0859,=4232513383604.8901,=3453915209858,=2106937655189.1396,=6.8779,=0.7266,=7.2502,=5.4304,=4.0356
2025-12-05,=12359.0900,=13460.0739,=4129041848083.1992,=3370506841071,=2057413717791.3701,=6.7098,=0.6859,=7.2502,=5.4300,=4.0356
2025-12-04,=12403.3100,=13508.2344,=4145903181637.3896,=3383823117899,=2064719821616.8604,=6.7372,=0.6909,=7.2507,=5.4295,=4.0347
2025-12-03,=12143.3500,=13225.1166,=4051948548438.3701,=3309776442002,=2020691790644.2295,=6.5845,=0.6632,=7.2507,=5.4291,=4.0347
2025-12-02,=12219.2300,=13307.7522,=4078840384317.8799,=3328100242413,=2033802878542.8999,=6.6282,=0.6721,=7.2507,=5.4287,=4.0347
2025-12-01,=12417.1700,=13523.3289,=4144671815698.4902,=3384347017048,=2066814728851.4800,=6.7352,=0.6903,=7.2507,=5.4283,=4.0347
2025-11-28,=12190.3600,=13276.3080,=4080022612830.3809,=3325480444972,=2029636713561.1101,=6.6301,=0.6730,=7.2507,=5.4265,=4.0347
2025-11-27,=12050.6200,=13124.1284,=4033179509337.2500,=3286940122531,=2006506375769.6904,=6.5540,=0.6603,=7.2533,=5.4247,=4.0331
2025-11-26,=12016.5400,=13087.0095,=4025087449320.4609,=3278485202360,=2001157773718.2800,=6.5409,=0.6581,=7.2533,=5.4240,=4.0331
2025-11-25,=11836.0100,=12890.3944,=3962209938555.2695,=3222554916953,=1971506103600.5903,=6.4389,=0.6375,=7.2533,=5.4233,=4.0331
2025-11-24,=11743.6200,=12789.7697,=3934659997801.2788,=3205641040089,=1956440899713.3201,=6.4647,=0.6406,=7.2533,=5.4233,=4.0331
2025-11-21,=11640.4100,=12675.1232,=3907700596684.4697,=3170424214930,=1939143259883.4104,=6.4153,=0.6350,=7.2533,=5.4232,=4.0331
2025-11-20,=12157.2300,=13237.8906,=4070817089594.6904,=3307985583796,=2024514814232.8000,=6.6843,=0.6796,=7.2537,=5.4215,=4.0322
2025-11-19,=12311.9700,=13406.3799,=4107710948543.0898,=3347162694686,=2050098632669.2495,=6.7449,=0.6900,=7.2537,=5.4197,=4.0322
2025-11-18,=12427.7500,=13532.4586,=4148845060566.3301,=3377273312229,=2069481054602.1799,=6.8124,=0.7083,=7.2537,=5.4128,=4.0322
2025-11-17,=12314.9500,=13409.6310,=4109428561354.1392,=3339569526391,=2050131605539.0295,=6.7477,=0.6915,=7.2537,=5.4060,=4.0322
2025-11-14,=12391.8400,=13493.3508,=4136015576642.8599,=3363225891793,=2063025586886.9705,=6.7914,=0.7059,=7.2537,=5.4048,=4.0322
2025-11-13,=12853.9400,=13996.5308,=4286031876108.2900,=3482401822110,=2138166282629.0095,=7.0395,=0.7619,=7.2580,=5.4036,=4.0306
2025-11-12,=12639.3600,=13762.8691,=4215728251606.7002,=3433936099566,=2102593910711.2600,=6.9240,=0.7366,=7.2580,=5.4032,=4.0306
2025-11-11,=12710.9200,=13840.7953,=4219044090465.5010,=3447313378219,=2114099149849.2097,=6.9295,=0.7377,=7.2580,=5.4028,=4.0306
2025-11-10,=12952.3300,=14103.6589,=4301878244903.7305,=3515124562972,=2153432434218.5200,=7.0655,=0.7674,=7.2580,=5.4026,=4.0306
2025-11-07,=13017.1200,=14174.2082,=4339379133959.4102,=3540395379582,=2164345547462.0400,=7.1271,=0.7772,=7.2580,=5.4023,=4.0306
2025-11-06,=13196.1200,=14369.1206,=4407809567401.8496,=3591488255716,=2193789508353.6299,=7.2395,=0.7943,=7.2617,=5.4015,=4.0296
2025-11-05,=12679.0700,=13806.1111,=4222890989736.0298,=3438450070730,=2108142966165.2195,=6.9358,=0.7417,=7.2617,=5.4008,=4.0296
2025-11-04,=12775,=13910.5712,=4246326978797.9092,=3460875249874,=2124134686118.1104,=6.9743,=0.7515,=7.2617,=5.4003,=4.0296
2025-11-03,=12840.2000,=13981.5656,=4265717903139.6099,=3477092473407,=2134413359727.4099,=7.0061,=0.7566,=7.2617,=5.3999,=4.0296
2025-10-31,=12976.8300,=14130.3423,=4333335778031.4502,=3520524854113,=2158430138021.1699,=7.1172,=0.7764,=7.2617,=5.3993,=4.0296
2025-10-30,=13517.8300,=14719.4287,=4502864970447.2500,=3660520780999,=2227319188212.3252,=7.4334,=0.8342,=7.2666,=5.3987,=4.0270
2025-10-29,=13820.1000,=15048.5739,=4613933382991.4697,=3743966491181,=2273077196093.9658,=7.6388,=0.8601,=7.2617,=5.3981,=4.0270
2025-10-28,=13809.6000,=15037.1378,=4608333687295.1992,=3740784823271,=2271029685315.8896,=7.6568,=0.8627,=7.2580,=5.3975,=4.0270
2025-10-27,=13918.8400,=15156.0884,=4660387865033.5303,=3780482102332,=2282327769971.3750,=7.7639,=0.8773,=7.2537,=5.3973,=4.0270
2025-10-24,=13573.6500,=14780.2158,=4577182790071.0508,=3700941184156,=2225868964050.8301,=7.6424,=0.8618,=7.2533,=5.3970,=4.0270
