日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2025-01-14,=9012.8499,=9792.9666,=3037897035155.0898,=2050614603179,=1376421419782.4399,=5.5231,=0.5274,=7.3388,=5.3325,=3.9617
2025-01-13,=8712.7268,=9466.8660,=2945794409923.3198,=1985037417140,=1325833912759.0002,=5.3557,=0.5072,=7.3388,=5.3317,=3.9617
2025-01-10,=8764.4285,=9523.0428,=2949422608439.7700,=1995053949160,=1331798234848.7900,=5.3623,=0.5092,=7.3388,=5.3310,=3.9617
2025-01-09,=8798.5413,=9560.1083,=2949242720881.8804,=2003590321786,=1338370009286.9695,=5.3620,=0.5080,=7.3388,=5.3261,=3.9617
2025-01-08,=8765.2381,=9523.9225,=2933035752097.1201,=1997917227278,=1330934539745.0200,=5.3325,=0.5015,=7.3388,=5.3212,=3.9617
2025-01-07,=8751.0820,=9508.5411,=2938795238045.3203,=1996133613072,=1330172184126.7500,=5.3430,=0.5065,=7.3440,=5.3186,=3.9616
2025-01-06,=8367.0402,=9091.2581,=2805353769843.7197,=1912760899124,=1275574851789.5901,=5.1004,=0.4533,=7.3440,=5.3159,=3.9616
2025-01-03,=8403.2326,=9130.5832,=2819280600325.9795,=1917768370472,=1284526957007.0500,=5.1257,=0.4605,=7.3440,=5.3186,=3.9616
2025-01-02,=8582.1827,=9325.0225,=2878538609077.3003,=1957399918234,=1310676181976.5901,=5.2334,=0.4808,=7.3440,=5.3212,=3.9616
2024-12-31,=8989.4827,=9767.5768,=3018695927413.3799,=2046401218520,=1374535482599.8899,=5.4882,=0.5242,=7.3440,=5.3261,=3.9616
2024-12-30,=9365.2698,=10175.8906,=3145503404616.5200,=2130367838729,=1432357365039.8398,=5.7209,=0.5407,=7.3454,=5.3212,=3.9596
2024-12-27,=9328.2849,=10135.7044,=3127060619685.1699,=2121756193275,=1429275217615.0500,=5.6873,=0.5396,=7.3454,=5.3186,=3.9596
2024-12-26,=9407.8371,=10222.1423,=3145905453859.3906,=2135139271293,=1441610068208.7600,=5.7216,=0.5408,=7.3454,=5.3159,=3.9596
2024-12-25,=9246.7869,=10047.1522,=3115116410309.6001,=2101770005100,=1416186902522.7200,=5.6656,=0.5381,=7.3454,=5.3149,=3.9596
2024-12-24,=9216.3399,=10014.0699,=3089721997067.7603,=2104626805753,=1411527898677.6101,=5.6194,=0.5347,=7.3454,=5.3138,=3.9596
2024-12-23,=9091.6536,=9878.5912,=3043850920295.1895,=2076801621481,=1392423354445.0701,=5.5360,=0.5274,=7.3470,=5.3129,=3.9576
2024-12-20,=9223.9437,=10022.3318,=3068599752052.7300,=2111489742127,=1410045323266.6499,=5.5810,=0.5316,=7.3470,=5.3120,=3.9576
2024-12-19,=8941.5466,=9715.4915,=2940178050509.3799,=2046814487362,=1366112750119.7805,=5.3474,=0.5089,=7.3470,=5.3094,=3.9576
2024-12-18,=8738.9900,=9495.3970,=2874434270230.8701,=2005613814289,=1335664849456.6399,=5.2279,=0.4722,=7.3470,=5.3068,=3.9576
2024-12-17,=8498.5700,=9233.0436,=2806090064500.1396,=1950488187896,=1302155504318.5403,=5.1013,=0.4509,=7.3470,=5.3094,=3.9576
2024-12-16,=8561.9500,=9301.9043,=2818925678956.6299,=1962777459837,=1311286967554.8701,=5.1247,=0.4543,=7.3489,=5.3120,=3.9553
2024-12-13,=8680.2600,=9430.4382,=2844152171880.7998,=1986295707167,=1316384585139.0798,=5.1665,=0.4686,=7.3489,=5.3129,=3.9553
2024-12-12,=8828.9800,=9592.0113,=2910522050673.4297,=2020481683750,=1339181970093.3398,=5.2871,=0.4930,=7.3489,=5.3138,=3.9553
2024-12-11,=8747.8254,=9503.8411,=2883081138182.2100,=2002583934879,=1329453987626.3799,=5.2372,=0.4833,=7.3489,=5.3149,=3.9553
2024-12-10,=8808.5494,=9569.8130,=2908734288992.6401,=2011836333521,=1339449176399.1702,=5.2838,=0.4915,=7.3489,=5.3159,=3.9553
2024-12-09,=8752.7685,=9509.2114,=2884609160079,=1999893774985,=1330699052780.3899,=5.2400,=0.4856,=7.3490,=5.3186,=3.9530
2024-12-06,=8908.9219,=9678.8601,=2938599770942.3301,=2035399657535,=1354051610610.4702,=5.3381,=0.5031,=7.3490,=5.3212,=3.9530
2024-12-05,=8803.7327,=9564.5801,=2902121283182.6504,=2012590167958,=1335615801685.2000,=5.2718,=0.4895,=7.3490,=5.3186,=3.9530
2024-12-04,=8831.2665,=9594.4935,=2913558207593.0601,=2018244875376,=1341578578964.8296,=5.2926,=0.4930,=7.3490,=5.3212,=3.9530
2024-12-03,=8800.2554,=9560.8023,=2902520266790.1494,=2015702349438,=1334784929982.6802,=5.2726,=0.4903,=7.3490,=5.3261,=3.9530
2024-12-02,=8945.5489,=9718.6525,=2952449916629.2798,=2048191331377,=1358424676935.2100,=5.3633,=0.5062,=7.3497,=5.3310,=3.9521
2024-11-29,=8889.3180,=9657.5620,=2939778019751.1802,=2035429924431,=1350103040274.6899,=5.3403,=0.5043,=7.3497,=5.3261,=3.9521
2024-11-28,=8719.7003,=9473.2854,=2878691872031.4404,=1996007505291,=1324487665907.9399,=5.2293,=0.4859,=7.3497,=5.3212,=3.9521
2024-11-27,=8740.9357,=9496.3560,=2886161222626.2100,=2001966860474,=1329135988277.7300,=5.2429,=0.4879,=7.3497,=5.3261,=3.9521
2024-11-26,=8448.4641,=9178.6080,=2789206245375.7896,=1937079818818,=1287446056562.4702,=5.0668,=0.4562,=7.3497,=5.3310,=3.9521
2024-11-25,=8512.9681,=9248.6866,=2811701364759.8501,=1952826854838,=1297216497103.2097,=5.1076,=0.4628,=7.3540,=5.3328,=3.9506
2024-11-22,=8659.5189,=9407.9028,=2862698434854.5503,=1981596984235,=1319874065321.3701,=5.2005,=0.4765,=7.3540,=5.3345,=3.9506
2024-11-21,=9056.6677,=9839.3745,=2996513035815.8804,=2071113128488,=1380660680962.7200,=5.4436,=0.5153,=7.3540,=5.3348,=3.9506
2024-11-20,=8994.7601,=9772.1167,=2973768429015.5898,=2058248425235,=1374894952482.0098,=5.4023,=0.5086,=7.3540,=5.3345,=3.9506
2024-11-19,=9018.7534,=9798.1836,=2985287700200.0601,=2061314214946,=1380006413071.5601,=5.4232,=0.5098,=7.3540,=5.3328,=3.9506
2024-11-18,=8748.5183,=9504.5939,=2894268495688,=1997791049782,=1338457692435.6702,=5.2579,=0.4882,=7.3626,=5.3310,=3.9495
2024-11-15,=8940.5242,=9713.1935,=2954773219084.2998,=2001537713283,=1368329118412.3701,=5.3678,=0.5051,=7.3626,=5.3328,=3.9495
2024-11-14,=9348.0966,=10155.9896,=3078273428469.4102,=2094739667885,=1431292892351.1499,=5.5921,=0.5228,=7.3626,=5.3310,=3.9495
2024-11-13,=9696.1045,=10534.0735,=3187543128622.3799,=2174512080363,=1486073326221.0400,=5.7907,=0.5390,=7.3626,=5.3261,=3.9495
2024-11-12,=9679.3586,=10515.8803,=3184314491093.1602,=2167570834890,=1488009768244.0901,=5.8268,=0.5402,=7.3626,=5.3212,=3.9495
2024-11-11,=9934.7198,=10793.3106,=3278428680411.9897,=2219697322958,=1527451085605.9700,=5.9990,=0.5525,=7.3669,=5.3186,=3.9479
2024-11-08,=9330.0701,=10136.4051,=3090823798404.5903,=2080413390964,=1431532583718.5698,=5.6557,=0.5276,=7.3669,=5.3159,=3.9479
2024-11-07,=9342.3427,=10149.7383,=3102678302993.4004,=2078945323864,=1427847229623.4502,=5.6806,=0.5296,=7.3669,=5.3149,=3.9479
2024-11-06,=9052.7256,=9835.0916,=2980563530104.7002,=2016084092387,=1383927767539.5903,=5.4570,=0.5182,=7.3669,=5.3138,=3.9479
2024-11-05,=8941.3933,=9714.1375,=2948039654633.1597,=1994561405750,=1368671140608.3799,=5.3975,=0.5107,=7.3669,=5.3129,=3.9479
2024-11-04,=8526.1022,=9262.9556,=2788779757766.4502,=1905684407854,=1305363103210.0300,=5.1059,=0.4667,=7.3682,=5.3120,=3.9451
2024-11-01,=8367.2758,=9090.4029,=2737542733503.6904,=1871065998157,=1280137731587.8401,=5.0121,=0.4528,=7.3682,=5.3129,=3.9451
2024-10-31,=8698.1004,=9449.8184,=2841947004142.1704,=1944896117354,=1328597233119.9497,=5.2032,=0.4817,=7.3682,=5.3138,=3.9451
2024-10-30,=8508.2605,=9243.5719,=2786169617735.8999,=1904322470654,=1298868087074.8799,=5.1064,=0.4670,=7.3682,=5.3149,=3.9451
2024-10-29,=8633.1621,=9379.2679,=2852261211490.2798,=1928092809172,=1319807027704.6802,=5.2639,=0.4905,=7.3682,=5.3159,=3.9451
2024-10-28,=8635.2240,=9381.5080,=2856490519081.5400,=1930027238758,=1319530853293.4900,=5.2797,=0.4916,=7.3750,=5.3186,=3.9443
2024-10-25,=8644.1672,=9391.2241,=2863447809847.6597,=1933360767589,=1322114966551.3398,=5.3138,=0.4984,=7.3750,=5.3212,=3.9443
2024-10-24,=8585.0337,=9326.9801,=2852954880594.4600,=1918229719601,=1312469554310.8999,=5.3032,=0.4964,=7.3750,=5.3261,=3.9443
2024-10-23,=8588.0516,=9330.2588,=2846687271697.1592,=1922511501408,=1313295145976.8501,=5.2915,=0.4936,=7.3750,=5.3310,=3.9443
2024-10-22,=8728.8166,=9483.1892,=2902458351881.0396,=1950247561299,=1335131879877.7002,=5.3970,=0.5068,=7.3750,=5.3328,=3.9443
2024-10-21,=8855.7323,=9621.0733,=2949449780190.4502,=1978057984306,=1352780388770.2302,=5.4844,=0.5152,=7.3760,=5.3310,=3.9427
2024-10-18,=8611.9001,=9356.1683,=2850445510329.1299,=1925103961967,=1315501884943.9502,=5.3003,=0.4956,=7.3760,=5.3261,=3.9427
2024-10-17,=7701.7778,=8367.3903,=2517145332904.2002,=1726752535247,=1178370581874.0105,=4.6806,=0.4048,=7.3760,=5.3310,=3.9427
2024-10-16,=7677.2997,=8340.7967,=2500880001692.2598,=1721839860987,=1175890924091.3701,=4.6503,=0.4027,=7.3760,=5.3328,=3.9427
2024-10-15,=7868.3532,=8548.3616,=2557002204527.5898,=1767062607257,=1204109547186.0601,=4.7601,=0.4159,=7.3760,=5.3345,=3.9427
2024-10-14,=8018.9464,=8711.9695,=2610976440640.5303,=1797672181180,=1225970426597.6101,=4.8606,=0.4330,=7.3834,=5.3348,=3.9412
2024-10-11,=7757.3572,=8427.7729,=2509219616536.5796,=1741409535829,=1188358590477.6699,=4.6711,=0.4045,=7.3834,=5.3351,=3.9412
2024-10-10,=8273.8624,=8988.9161,=2681032960595.4302,=1857966978773,=1268571675745.0798,=4.9910,=0.4514,=7.3834,=5.3373,=3.9412
2024-10-09,=8771.5274,=9529.5908,=2855590562902.8306,=1966375772431,=1345963270339.0503,=5.3159,=0.4960,=7.3834,=5.3394,=3.9412
2024-10-08,=8552.3294,=9291.4490,=2734025998538.4805,=1924970755160,=1313943549141.3799,=5.0896,=0.4658,=7.3834,=5.3395,=3.9412
2024-09-30,=7391.3901,=8030.1776,=2341121955266.5303,=1666902756640,=1135588432344.5698,=4.3582,=0.3502,=7.3840,=5.3396,=3.9398
2024-09-27,=6426.0852,=6981.4480,=2016883135199.5801,=1452345503928,=987502576379.3702,=3.7546,=0.1160,=7.3840,=5.3509,=3.9398
2024-09-26,=5969.2451,=6485.1264,=1874485221776.5400,=1348736678143,=917149168364.7102,=3.4895,=0.0371,=7.3840,=5.3623,=3.9412
2024-09-25,=5728.3257,=6223.3859,=1804016518990.6704,=1294778092044,=879375210361.8300,=3.3583,=0.0129,=7.3840,=5.3624,=3.9427
2024-09-24,=5678.7265,=6169.5002,=1790107113980.6001,=1283224292344,=871655090404.9800,=3.3324,=0.0105,=7.3840,=5.3625,=3.9443
2024-09-23,=5467.5190,=5940.0395,=1724972074722.3999,=1234826984139,=839359421852.2201,=3.2112,=0.0016,=7.3844,=5.3708,=3.9443
2024-09-20,=5533.6160,=6011.8488,=1745681084905.1399,=1250090254773,=850178262083.1001,=3.2497,=0.0032,=7.3844,=5.3791,=3.9451
2024-09-19,=5564.6492,=6045.5640,=1753088158526.0400,=1257325222666,=854878578195.0199,=3.2635,=0.0040,=7.3844,=5.3831,=3.9479
2024-09-18,=5503.0890,=5978.6836,=1732765954750.3000,=1243985729309,=845219476363.3298,=3.2257,=0.0016,=7.3844,=5.3871,=3.9495
2024-09-13,=5568.1503,=6049.3677,=1748768907684.7598,=1258151697868,=854458182647.7001,=3.2555,=0.0024,=7.3844,=5.3954,=3.9506
2024-09-12,=5623.6451,=6109.6585,=1763587105470.7700,=1271553502338,=863894870486.7698,=3.2831,=0.0032,=7.3914,=5.4036,=3.9506
2024-09-11,=5694.4391,=6186.5708,=1786674508317.6296,=1286278513576,=874846142552.1097,=3.3260,=0.0049,=7.3914,=5.4135,=3.9521
2024-09-10,=5708.6706,=6202.0323,=1796039480233.6904,=1287566803306,=877263216670.5300,=3.3435,=0.0057,=7.3914,=5.4233,=3.9530
2024-09-09,=5663.7344,=6153.2126,=1781578995742.7395,=1277977072409,=870593903588.2000,=3.3166,=0.0041,=7.3914,=5.4262,=3.9553
2024-09-06,=5691.6437,=6183.5339,=1790555793071.5300,=1284825480775,=874629696874.4498,=3.3333,=0.0041,=7.3914,=5.4291,=3.9576
2024-09-05,=5765.5130,=6263.7872,=1812016461416.4504,=1301912881374,=886969354088.0099,=3.3732,=0.0049,=7.3967,=5.4299,=3.9576
2024-09-04,=5786.4221,=6286.5033,=1819795275660.8799,=1307393108934,=887025871651.7701,=3.3877,=0.0057,=7.3967,=5.4308,=3.9596
2024-09-03,=5839.8109,=6344.5062,=1836759364464.3701,=1318741561401,=895288633017.1700,=3.4193,=0.0098,=7.3967,=5.4349,=3.9616
2024-09-02,=5805.6635,=6307.4077,=1833271003169.9297,=1309970594696,=888559900143.5599,=3.4128,=0.0090,=7.3967,=5.4389,=3.9617
2024-08-30,=6022.4619,=6542.9425,=1897189663558.4504,=1358017362803,=921921913223.2202,=3.5327,=0.0335,=7.3967,=5.4401,=3.9675
2024-08-29,=5822.4402,=6325.6343,=1835832086273.5000,=1313557169984,=892070903317.9940,=3.4300,=0.0106,=7.3969,=5.4412,=3.9675
2024-08-28,=5763.4262,=6261.5201,=1820413385380.6899,=1299244922082,=882048987373.8679,=3.4056,=0.0074,=7.3969,=5.4421,=3.9682
2024-08-27,=5764.1461,=6262.3022,=1818077833090.2200,=1299539255386,=881488472057.9380,=3.4089,=0.0074,=7.3969,=5.4431,=3.9684
2024-08-26,=5857.3493,=6363.5604,=1844067553566.6699,=1321275539261,=891713487565.8202,=3.4605,=0.0131,=7.3969,=5.4463,=3.9690
2024-08-23,=5867.4214,=6374.5030,=1846134589741.2600,=1322611609415,=892670412102.4961,=3.4676,=0.0148,=7.3969,=5.4496,=3.9694
2024-08-22,=5909.7592,=6420.4998,=1855251389329.7500,=1332700115730,=898387485609.5721,=3.4904,=0.0205,=7.4000,=5.4531,=3.9694
2024-08-21,=6009.0567,=6528.3789,=1887116146164.5400,=1356007766969,=913711534349.9420,=3.5504,=0.0354,=7.4000,=5.4566,=3.9698
2024-08-20,=6052.2813,=6575.3392,=1899712422127.1001,=1365527682329,=922009452145.5320,=3.5831,=0.0461,=7.4000,=5.4667,=3.9712
2024-08-19,=6134.0030,=6664.1235,=1927022207299.1001,=1383634520581,=929276777212.3020,=3.6402,=0.0667,=7.4000,=5.4769,=3.9730
2024-08-16,=6128.1378,=6657.7514,=1925433569318.7605,=1379128967472,=929395137169.4980,=3.6372,=0.0618,=7.4000,=5.5064,=3.9743
2024-08-15,=6154.8247,=6686.7447,=1934115916190.5000,=1385164692557,=933788405502.3180,=3.6528,=0.0701,=7.4049,=5.5359,=3.9743
2024-08-14,=6119.6973,=6648.5814,=1918352369123.1101,=1379019762974,=928548878225.9440,=3.6276,=0.0595,=7.4049,=5.5387,=3.9751
2024-08-13,=6197.1683,=6732.7476,=1939758399170.7705,=1396726526069,=940776445857.1379,=3.6681,=0.0744,=7.4049,=5.5415,=3.9811
2024-08-12,=6148.4902,=6679.0893,=1926325043114.8501,=1386145189887,=933111667890.8060,=3.6415,=0.0653,=7.4049,=5.5510,=3.9813
2024-08-09,=6174.8429,=6707.7161,=1932747672463.1296,=1394193465326,=936509307756.5562,=3.6537,=0.0687,=7.4049,=5.5605,=3.9814
2024-08-08,=6161.0365,=6692.7182,=1925243499773.8696,=1392216717667,=936001357610.6738,=3.6400,=0.0638,=7.4115,=5.5618,=3.9814
2024-08-07,=6137.8497,=6667.5040,=1916939086380.3296,=1388182729580,=932471676310.1760,=3.6273,=0.0589,=7.4115,=5.5631,=3.9823
2024-08-06,=6210.0289,=6745.6747,=1937614516500.4399,=1403693237681,=943204241679.6440,=3.6659,=0.0697,=7.4115,=5.5642,=3.9840
2024-08-05,=6181.0191,=6714.1626,=1927631912350.8103,=1397328015074,=938804955960.1479,=3.6470,=0.0648,=7.4115,=5.5652,=3.9844
2024-08-02,=6468.1868,=7025.3704,=2009864617949.6001,=1461526927164,=981978852948.7004,=3.8015,=0.1014,=7.4115,=5.5687,=3.9845
2024-08-01,=6641.2120,=7213.3003,=2058309339120.7200,=1500163421552,=1007668518593.6802,=3.8931,=0.1406,=7.4118,=5.5723,=3.9845
2024-07-31,=6612.0147,=7181.5878,=2050473590478.8601,=1493445153582,=1002968268312.6218,=3.8783,=0.1307,=7.4118,=5.5936,=3.9858
2024-07-30,=6376.6882,=6925.5497,=1976251160516.4097,=1440994455637,=967945424499.9960,=3.7364,=0.0858,=7.4118,=5.6150,=3.9862
2024-07-29,=6311.6124,=6854.8726,=1953707292895.0903,=1426822936258,=957801382305.7338,=3.6938,=0.0734,=7.4118,=5.6165,=3.9874
2024-07-26,=6422.0064,=6974.7686,=1998508530260.0200,=1449892656069,=975013603664.0060,=3.7785,=0.0927,=7.4118,=5.6181,=3.9881
2024-07-25,=6368.0351,=6916.1518,=1979958612705.0503,=1438145225204,=966137174040.8242,=3.7435,=0.0860,=7.4178,=5.6237,=3.9881
2024-07-24,=6432.6074,=6986.2820,=1994599094953.9900,=1451244091799,=975432766873.0800,=3.7711,=0.0903,=7.4178,=5.6293,=3.9889
2024-07-23,=6489.7158,=7048.3059,=2010765945405.8201,=1464335692809,=985541632791.6680,=3.8017,=0.0979,=7.4178,=5.6372,=3.9899
2024-07-22,=6814.0659,=7400.5739,=2107153880041.5305,=1537213710110,=1034388916548.3656,=3.9840,=0.1926,=7.4178,=5.6452,=3.9905
2024-07-19,=6806.9093,=7392.8013,=2105802791396.6797,=1535743564654,=1033328997752.9301,=3.9814,=0.1911,=7.4178,=5.6535,=3.9912
2024-07-18,=6632.0543,=7202.5555,=2045117623592,=1497269312008,=1007595787319.8500,=3.8647,=0.1200,=7.4192,=5.6619,=3.9912
2024-07-17,=6618.9083,=7188.2786,=2037956116118.0696,=1492761370107,=1006073047528.2900,=3.8511,=0.1150,=7.4192,=5.6664,=3.9917
2024-07-16,=6688.3503,=7263.6942,=2058976169757.5200,=1506595564378,=1016793111652.8502,=3.8909,=0.1311,=7.4192,=5.6708,=3.9930
2024-07-15,=6477.1833,=7034.3623,=1994306048080.4399,=1458445201564,=987856312841.1021,=3.7686,=0.0892,=7.4192,=5.6829,=3.9945
2024-07-12,=6423.5317,=6976.0955,=1976544651287.0295,=1447090066912,=980338484322.6479,=3.7351,=0.0850,=7.4192,=5.6949,=4.0016
2024-07-11,=6379.2678,=6928.0239,=1965747759994.1597,=1434591954464,=973283045718.4100,=3.7147,=0.0783,=7.4245,=5.7086,=4.0016
2024-07-10,=6326.4292,=6870.6400,=1951370697082.6001,=1423463326587,=964157721873.5780,=3.6875,=0.0725,=7.4245,=5.7223,=4.0024
2024-07-09,=6326.5951,=6870.8202,=1953862686867.9600,=1423994304245,=964517694288.3600,=3.6922,=0.0726,=7.4245,=5.7236,=4.0035
2024-07-08,=6090.5971,=6614.5212,=1883900470301.8401,=1370871679128,=929450275281.8600,=3.5600,=0.0389,=7.4245,=5.7249,=4.0042
2024-07-05,=6086.8670,=6610.4703,=1884964995671.5205,=1369439271726,=928730156039.4680,=3.5621,=0.0389,=7.4245,=5.7268,=4.0045
2024-07-04,=6076.7226,=6599.4533,=1877280754393.4600,=1368315740525,=926994969952.8280,=3.5476,=0.0355,=7.4251,=5.7286,=4.0045
2024-07-03,=6162.6665,=6691.2880,=1903921046978.3604,=1388113308945,=940096002501.8101,=3.5951,=0.0466,=7.4251,=5.7344,=4.0047
2024-07-02,=6090.1902,=6612.5948,=1882084931670.3999,=1372847616012,=929007952558.7560,=3.5539,=0.0356,=7.4251,=5.7401,=4.0066
2024-07-01,=6201.1631,=6733.0867,=1911038322769.3601,=1398398967939,=945515838150.9578,=3.6085,=0.0483,=7.4251,=5.7404,=4.0128
2024-06-28,=6218.0724,=6751.4464,=1915067508153.7505,=1400847920577,=948667907483.8304,=3.6161,=0.0518,=7.4251,=5.7406,=4.0138
2024-06-27,=6201.5648,=6733.5228,=1910389028411.2100,=1397363877844,=945959746381.4840,=3.6073,=0.0476,=7.4252,=5.7436,=4.0138
2024-06-26,=6280.5647,=6818.3507,=1937755376012.1196,=1415858218539,=957888814214.4480,=3.6577,=0.0612,=7.4252,=5.7466,=4.0153
2024-06-25,=6145.1461,=6671.3367,=1898151754461.5601,=1386654882123,=937437408368.2758,=3.5830,=0.0434,=7.4252,=5.7517,=4.0217
2024-06-24,=6384.0488,=6930.6062,=1972442967569.9104,=1440869665557,=973816086292.3298,=3.7231,=0.0707,=7.4252,=5.7569,=4.0231
2024-06-21,=6547.6511,=7105.1750,=2026964931903.0300,=1476237136686,=998443127155.2262,=3.8219,=0.0921,=7.4252,=5.7590,=4.0240
2024-06-20,=6535.0208,=7091.4692,=2023234670405.9500,=1474255205203,=996538258392.3816,=3.8148,=0.0904,=7.4343,=5.7611,=4.0240
2024-06-19,=6534.7936,=7090.8318,=2015669534810.3401,=1474041204066,=995989600291.3120,=3.8001,=0.0845,=7.4343,=5.7638,=4.0268
2024-06-18,=6537.0792,=7093.1019,=2020062381509.5696,=1476040852990,=997072522759.4622,=3.8080,=0.0872,=7.4343,=5.7666,=4.0270
2024-06-17,=6535.3897,=7090.2155,=2017864234582.3701,=1476567506235,=996526345867.2778,=3.8010,=0.0847,=7.4343,=5.7772,=4.0296
2024-06-14,=6376.1988,=6917.5100,=1971713893301.0400,=1441280749322,=973033366479.0480,=3.7140,=0.0685,=7.4343,=5.7878,=4.0306
2024-06-13,=6403.5680,=6947.2027,=1983686368474.5801,=1448065855623,=977748422895.8260,=3.7366,=0.0737,=7.4384,=5.7891,=4.0306
2024-06-12,=6351.9033,=6890.4715,=1971063764996.6399,=1435324927789,=970412966997.4882,=3.7118,=0.0678,=7.4384,=5.7904,=4.0322
2024-06-11,=6377.2094,=6917.9232,=1982586930019.0703,=1439667705902,=974269486741.3700,=3.7335,=0.0721,=7.4384,=5.8063,=4.0331
2024-06-07,=6166.8932,=6689.5460,=1913944270951.8000,=1392898218730,=942530691744.4580,=3.6038,=0.0464,=7.4384,=5.8222,=4.0347
2024-06-06,=6169.3123,=6691.6433,=1913783955975.9399,=1394312003100,=943615147960.6000,=3.6027,=0.0456,=7.4384,=5.8474,=4.0356
2024-06-05,=6200.7361,=6723.8653,=1920070356319.5400,=1400639810995,=947922590497.0702,=3.6122,=0.0473,=7.4405,=5.8725,=4.0356
2024-06-04,=6166.7485,=6686.8135,=1908787373442.8003,=1392639012500,=942782988991.0861,=3.5906,=0.0448,=7.4405,=5.8730,=4.0384
2024-06-03,=6162.1414,=6681.8179,=1906310222146.3000,=1391371430375,=941988924389.6200,=3.5860,=0.0440,=7.4405,=5.8734,=4.0393
2024-05-31,=6050.9066,=6561.2022,=1876802286339.7300,=1362117244618,=925505840604.4420,=3.5305,=0.0285,=7.4405,=5.8927,=4.0399
2024-05-30,=6079.6602,=6591.4577,=1885606578595.9800,=1370135626456,=930212498277.7040,=3.5458,=0.0337,=7.4405,=5.9119,=4.0430
2024-05-29,=5965.3076,=6467.2943,=1845031094388.5105,=1346179469664,=912468645912.0724,=3.4692,=0.0156,=7.4407,=5.9204,=4.0430
2024-05-28,=5995.0202,=6499.5072,=1854322599661.5295,=1352357035158,=916864103507.6400,=3.4867,=0.0173,=7.4407,=5.9289,=4.0436
2024-05-27,=5995.4523,=6499.5861,=1855893482973.1003,=1352389381601,=916503388809.1238,=3.4890,=0.0190,=7.4407,=5.9318,=4.0444
2024-05-24,=5821.9970,=6311.5457,=1795364889270.0996,=1313775198468,=889620551065.1157,=3.3752,=0.0052,=7.4407,=5.9346,=4.0466
2024-05-23,=5979.2144,=6481.9829,=1840190455597.9399,=1348413295235,=912836656824.7760,=3.4595,=0.0104,=7.4407,=5.9379,=4.0499
2024-05-22,=6077.2486,=6587.3628,=1872761858077.5896,=1370360337400,=927579876632.3000,=3.5189,=0.0208,=7.4505,=5.9413,=4.0499
2024-05-21,=6038.6320,=6542.5129,=1861859847306.5603,=1361822619946,=921902355599.1602,=3.4924,=0.0174,=7.4505,=5.9421,=4.0605
2024-05-20,=6076.5707,=6583.6174,=1876083504573.9299,=1369121741207,=926948014418.2100,=3.5191,=0.0200,=7.4505,=5.9429,=4.0609
2024-05-17,=6064.8867,=6570.9584,=1871226180639.7900,=1366292679766,=925523326478.4700,=3.5100,=0.0191,=7.4505,=5.9451,=4.0625
2024-05-16,=5998.6641,=6499.2099,=1848304315003.5801,=1351531702061,=915933679347.4900,=3.4670,=0.0131,=7.4505,=5.9473,=4.0673
2024-05-15,=5992.9274,=6492.9945,=1842879759704.7700,=1350061360597,=915856313168.4200,=3.4568,=0.0096,=7.4687,=5.9507,=4.0673
2024-05-14,=6068.8372,=6575.2384,=1869732313691.4705,=1366861804443,=928289829202.0400,=3.5072,=0.0166,=7.4687,=5.9541,=4.0691
2024-05-13,=6064.2868,=6570.3083,=1868760255273.9500,=1365405559335,=927898634572.8900,=3.5054,=0.0157,=7.4687,=5.9577,=4.0725
2024-05-10,=6116.5457,=6626.9278,=1886468280174.6196,=1378947963651,=935768438747.2200,=3.5386,=0.0184,=7.4687,=5.9612,=4.0743
2024-05-09,=6243.9448,=6764.9574,=1929931668695.1504,=1408416560561,=954797119919.8700,=3.6212,=0.0341,=7.4687,=5.9639,=4.0747
2024-05-08,=6102.4890,=6611.6981,=1881959407884.2495,=1375651224601,=934612502037.2300,=3.5312,=0.0175,=7.4766,=5.9666,=4.0747
2024-05-07,=6191.5994,=6708.2441,=1907934602304.9900,=1395604662517,=948258780762.2698,=3.5799,=0.0289,=7.4766,=5.9696,=4.0750
2024-05-06,=6237.7924,=6758.2916,=1923762612289.9900,=1405952842279,=954961831467.5598,=3.6096,=0.0298,=7.4766,=5.9726,=4.0758
2024-04-30,=6177.9081,=6693.4103,=1907065820255.8501,=1393378262567,=945209425650.2300,=3.5783,=0.0281,=7.4766,=5.9762,=4.0768
2024-04-29,=6267.0107,=6789.9479,=1938161734092.7800,=1413582342286,=970504820108.3500,=3.6605,=0.0395,=7.4766,=5.9797,=4.0781
2024-04-26,=6050.9764,=6555.8871,=1875568705374.5601,=1362330555124,=928034362499.8199,=3.5473,=0.0211,=7.4797,=5.9859,=4.0781
2024-04-25,=5877.7787,=6368.2373,=1820222732385.7000,=1323705419659,=901273428219.8098,=3.4595,=0.0097,=7.4797,=5.9922,=4.0789
2024-04-24,=5875.3252,=6365.5791,=1820054328220.7395,=1322557394226,=900837966371.2800,=3.4603,=0.0097,=7.4797,=5.9941,=4.0808
2024-04-23,=5766.8233,=6248.0235,=1788428514277.5498,=1300257064548,=884462257170.7401,=3.4002,=0.0062,=7.4797,=5.9959,=4.0813
