date,hs300,zz500,kc50,consume,chip,gold,bond10,hs300_listed,zz500_listed,kc50_listed,consume_listed,chip_listed,gold_listed,bond10_listed
2015-01-05,3.688,1.513,,1.199,,2.414,,True,True,False,True,False,True,False
2015-01-06,3.663,1.536,,1.206,,2.435,,True,True,False,True,False,True,False
2015-01-07,3.662,1.537,,1.195,,2.445,,True,True,False,True,False,True,False
2015-01-08,3.582,1.523,,1.194,,2.431,,True,True,False,True,False,True,False
2015-01-09,3.556,1.515,,1.179,,2.439,,True,True,False,True,False,True,False
2015-01-12,3.545,1.493,,1.171,,2.458,,True,True,False,True,False,True,False
2015-01-13,3.538,1.514,,1.169,,2.471,,True,True,False,True,False,True,False
2015-01-14,3.53,1.508,,1.157,,2.466,,True,True,False,True,False,True,False
2015-01-15,3.63,1.533,,1.167,,2.462,,True,True,False,True,False,True,False
2015-01-16,3.662,1.547,,1.172,,2.518,,True,True,False,True,False,True,False
2015-01-19,3.296,1.48,,1.123,,2.567,,True,True,False,True,False,True,False
2015-01-20,3.382,1.532,,1.15,,2.57,,True,True,False,True,False,True,False
2015-01-21,3.537,1.57,,1.176,,2.62,,True,True,False,True,False,True,False
2015-01-22,3.543,1.596,,1.183,,2.589,,True,True,False,True,False,True,False
2015-01-23,3.56,1.581,,1.173,,2.607,,True,True,False,True,False,True,False
2015-01-26,3.594,1.615,,1.195,,2.609,,True,True,False,True,False,True,False
2015-01-27,3.558,1.619,,1.194,,2.589,,True,True,False,True,False,True,False
2015-01-28,3.501,1.611,,1.18,,2.598,,True,True,False,True,False,True,False
2015-01-29,3.464,1.601,,1.167,,2.585,,True,True,False,True,False,True,False
2015-01-30,3.421,1.582,,1.162,,2.542,,True,True,False,True,False,True,False
2015-02-02,3.344,1.575,,1.148,,2.586,,True,True,False,True,False,True,False
2015-02-03,3.423,1.604,,1.158,,2.588,,True,True,False,True,False,True,False
2015-02-04,3.384,1.596,,1.151,,2.56,,True,True,False,True,False,True,False
2015-02-05,3.344,1.585,,1.139,,2.576,,True,True,False,True,False,True,False
2015-02-06,3.294,1.554,,1.129,,2.564,,True,True,False,True,False,True,False
2015-02-09,3.332,1.545,,1.143,,2.504,,True,True,False,True,False,True,False
2015-02-10,3.399,1.564,,1.145,,2.514,,True,True,False,True,False,True,False
2015-02-11,3.421,1.581,,1.16,,2.504,,True,True,False,True,False,True,False
2015-02-12,3.435,1.594,,1.171,,2.479,,True,True,False,True,False,True,False
2015-02-13,3.457,1.619,,1.18,,2.496,,True,True,False,True,False,True,False
2015-02-16,3.486,1.651,,1.191,,2.498,,True,True,False,True,False,True,False
2015-02-17,3.517,1.659,,1.193,,2.488,,True,True,False,True,False,True,False
2015-02-25,3.463,1.655,,1.186,,2.466,,True,True,False,True,False,True,False
2015-02-26,3.566,1.675,,1.198,,2.464,,True,True,False,True,False,True,False
2015-02-27,3.559,1.692,,1.205,,2.465,,True,True,False,True,False,True,False
2015-03-02,3.587,1.728,,1.209,,2.485,,True,True,False,True,False,True,False
2015-03-03,3.489,1.716,,1.195,,2.467,,True,True,False,True,False,True,False
2015-03-04,3.518,1.749,,1.217,,2.459,,True,True,False,True,False,True,False
2015-03-05,3.488,1.745,,1.222,,2.449,,True,True,False,True,False,True,False
2015-03-06,3.466,1.72,,1.218,,2.439,,True,True,False,True,False,True,False
2015-03-09,3.534,1.749,,1.246,,2.389,,True,True,False,True,False,True,False
2015-03-10,3.509,1.759,,1.251,,2.368,,True,True,False,True,False,True,False
2015-03-11,3.514,1.758,,1.249,,2.369,,True,True,False,True,False,True,False
2015-03-12,3.578,1.756,,1.249,,2.372,,True,True,False,True,False,True,False
2015-03-13,3.598,1.778,,1.262,,2.359,,True,True,False,True,False,True,False
2015-03-16,3.687,1.835,,1.293,,2.374,,True,True,False,True,False,True,False
2015-03-17,3.734,1.86,,1.306,,2.358,,True,True,False,True,False,True,False
2015-03-18,3.833,1.889,,1.33,,2.341,,True,True,False,True,False,True,False
2015-03-19,3.813,1.908,,1.32,,2.363,,True,True,False,True,False,True,False
2015-03-20,3.867,1.925,,1.326,,2.354,,True,True,False,True,False,True,False
2015-03-23,3.945,1.999,,1.355,,2.374,,True,True,False,True,False,True,False
2015-03-24,3.941,1.981,,1.354,,2.383,,True,True,False,True,False,True,False
2015-03-25,3.917,1.999,,1.369,,2.381,,True,True,False,True,False,True,False
2015-03-26,3.92,1.983,,1.384,,2.404,,True,True,False,True,False,True,False
2015-03-27,3.95,2.015,,1.388,,2.406,,True,True,False,True,False,True,False
2015-03-30,4.076,2.05,,1.397,,2.38,,True,True,False,True,False,True,False
2015-03-31,4.031,2.042,,1.384,,2.366,,True,True,False,True,False,True,False
2015-04-01,4.097,2.095,,1.402,,2.371,,True,True,False,True,False,True,False
2015-04-02,4.091,2.132,,1.417,,2.397,,True,True,False,True,False,True,False
2015-04-03,4.157,2.164,,1.434,,2.392,,True,True,False,True,False,True,False
2015-04-07,4.23,2.219,,1.471,,2.407,,True,True,False,True,False,True,False
2015-04-08,4.264,2.187,,1.472,,2.408,,True,True,False,True,False,True,False
2015-04-09,4.233,2.176,,1.457,,2.385,,True,True,False,True,False,True,False
2015-04-10,4.332,2.243,,1.5,,2.384,,True,True,False,True,False,True,False
2015-04-13,4.404,2.243,,1.528,,2.394,,True,True,False,True,False,True,False
2015-04-14,4.406,2.243,,1.526,,2.374,,True,True,False,True,False,True,False
2015-04-15,4.369,7.818,,1.483,,2.368,,True,True,False,True,False,True,False
2015-04-16,4.512,7.887,,1.535,,2.386,,True,True,False,True,False,True,False
2015-04-17,4.59,7.941,,1.54,,2.395,,True,True,False,True,False,True,False
2015-04-20,4.49,7.821,,1.529,,2.417,,True,True,False,True,False,True,False
2015-04-21,4.585,8.1,,1.603,,2.399,,True,True,False,True,False,True,False
2015-04-22,4.71,8.35,,1.619,,2.411,,True,True,False,True,False,True,False
2015-04-23,4.705,8.403,,1.621,,2.39,,True,True,False,True,False,True,False
2015-04-24,4.688,8.432,,1.617,,2.399,,True,True,False,True,False,True,False
2015-04-27,4.785,8.524,,1.625,,2.376,,True,True,False,True,False,True,False
2015-04-28,4.723,8.269,,1.569,,2.398,,True,True,False,True,False,True,False
2015-04-29,4.749,8.449,,1.593,,2.411,,True,True,False,True,False,True,False
2015-04-30,4.739,8.503,,1.606,,2.409,,True,True,False,True,False,True,False
2015-05-04,4.765,8.561,,1.6,,2.385,,True,True,False,True,False,True,False
2015-05-05,4.584,8.24,,1.549,,2.381,,True,True,False,True,False,True,False
2015-05-06,4.536,8.099,,1.514,,2.383,,True,True,False,True,False,True,False
2015-05-07,4.457,7.929,,1.504,,2.358,,True,True,False,True,False,True,False
2015-05-08,4.526,8.28,,1.548,,2.369,,True,True,False,True,False,True,False
2015-05-11,4.675,8.714,,1.588,,2.377,,True,True,False,True,False,True,False
2015-05-12,4.729,8.816,,1.604,,2.376,,True,True,False,True,False,True,False
2015-05-13,4.685,8.897,,1.631,,2.384,,True,True,False,True,False,True,False
2015-05-14,4.674,8.862,,1.617,,2.42,,True,True,False,True,False,True,False
2015-05-15,4.588,8.812,,1.595,,2.425,,True,True,False,True,False,True,False
2015-05-18,4.554,8.979,,1.594,,2.452,,True,True,False,True,False,True,False
2015-05-19,4.711,9.207,,1.631,,2.433,,True,True,False,True,False,True,False
2015-05-20,4.733,9.363,,1.643,,2.406,,True,True,False,True,False,True,False
2015-05-21,4.83,9.788,,1.704,,2.407,,True,True,False,True,False,True,False
2015-05-22,4.934,9.921,,1.74,,2.411,,True,True,False,True,False,True,False
2015-05-25,5.09,10.101,,1.799,,2.423,,True,True,False,True,False,True,False
2015-05-26,5.165,10.503,,1.834,,2.41,,True,True,False,True,False,True,False
2015-05-27,5.165,10.619,,1.855,,2.394,,True,True,False,True,False,True,False
2015-05-28,4.815,9.933,,1.735,,2.391,,True,True,False,True,False,True,False
2015-05-29,4.818,10.136,,1.727,,2.381,,True,True,False,True,False,True,False
2015-06-01,5.07,10.778,,1.812,,2.385,,True,True,False,True,False,True,False
2015-06-02,5.156,11.064,,1.864,,2.379,,True,True,False,True,False,True,False
2015-06-03,5.113,10.989,,1.831,,2.37,,True,True,False,True,False,True,False
2015-06-04,5.171,11.01,,1.82,,2.363,,True,True,False,True,False,True,False
2015-06-05,5.179,11.268,,1.85,,2.368,,True,True,False,True,False,True,False
2015-06-08,5.306,11.042,,1.869,,2.369,,True,True,False,True,False,True,False
2015-06-09,5.263,11.105,,1.865,,2.366,,True,True,False,True,False,True,False
2015-06-10,5.258,11.29,,1.9,,2.371,,True,True,False,True,False,True,False
2015-06-11,5.259,11.5,,1.914,,2.371,,True,True,False,True,False,True,False
2015-06-12,5.298,11.7,,1.96,,2.375,,True,True,False,True,False,True,False
2015-06-15,5.171,11.434,,1.936,,2.372,,True,True,False,True,False,True,False
2015-06-16,5.035,10.985,,1.862,,2.368,,True,True,False,True,False,True,False
2015-06-17,5.11,11.23,,1.888,,2.361,,True,True,False,True,False,True,False
2015-06-18,4.909,10.844,,1.825,,2.36,,True,True,False,True,False,True,False
2015-06-19,4.603,10.141,,1.704,,2.364,,True,True,False,True,False,True,False
2015-06-23,4.766,10.139,,1.753,,2.354,,True,True,False,True,False,True,False
2015-06-24,4.871,10.298,,1.802,,2.363,,True,True,False,True,False,True,False
2015-06-25,4.696,9.977,,1.753,,2.359,,True,True,False,True,False,True,False
2015-06-26,4.346,8.979,,1.596,,2.353,,True,True,False,True,False,True,False
2015-06-29,4.182,8.454,,1.525,,2.355,,True,True,False,True,False,True,False
2015-06-30,4.484,9.095,,1.634,,2.346,,True,True,False,True,False,True,False
2015-07-01,4.197,8.362,,1.575,,2.349,,True,True,False,True,False,True,False
2015-07-02,4.108,8.0,,1.496,,2.33,,True,True,False,True,False,True,False
2015-07-03,3.919,7.409,,1.391,,2.312,,True,True,False,True,False,True,False
2015-07-06,4.025,7.409,,1.487,,2.33,,True,True,False,True,False,True,False
2015-07-07,3.848,6.831,,1.34,,2.313,,True,True,False,True,False,True,False
2015-07-08,3.463,6.148,,1.206,,2.236,,True,True,False,True,False,True,False
2015-07-09,3.809,6.763,,1.327,,2.315,,True,True,False,True,False,True,False
2015-07-10,4.189,7.439,,1.46,,2.301,,True,True,False,True,False,True,False
2015-07-13,4.234,8.183,,1.606,,2.31,,True,True,False,True,False,True,False
2015-07-14,4.154,7.886,,1.605,,2.309,,True,True,False,True,False,True,False
2015-07-15,3.945,7.202,,1.445,,2.307,,True,True,False,True,False,True,False
2015-07-16,4.036,7.59,,1.46,,2.299,,True,True,False,True,False,True,False
2015-07-17,4.2,8.077,,1.52,,2.299,,True,True,False,True,False,True,False
2015-07-20,4.188,8.114,,1.528,,2.243,,True,True,False,True,False,True,False
2015-07-21,4.214,8.246,,1.533,,2.226,,True,True,False,True,False,True,False
2015-07-22,4.194,8.357,,1.551,,2.204,,True,True,False,True,False,True,False
2015-07-23,4.308,8.651,,1.58,,2.209,,True,True,False,True,False,True,False
2015-07-24,4.218,8.471,,1.54,,2.186,,True,True,False,True,False,True,False
2015-07-27,3.803,7.729,,1.431,,2.213,,True,True,False,True,False,True,False
2015-07-28,3.847,7.701,,1.44,,2.192,,True,True,False,True,False,True,False
2015-07-29,3.988,8.148,,1.49,,2.197,,True,True,False,True,False,True,False
2015-07-30,3.851,7.854,,1.472,,2.18,,True,True,False,True,False,True,False
2015-07-31,3.851,7.768,,1.436,,2.167,,True,True,False,True,False,True,False
2015-08-03,3.852,7.507,,1.419,,2.189,,True,True,False,True,False,True,False
2015-08-04,4.005,8.058,,1.488,,2.18,,True,True,False,True,False,True,False
2015-08-05,3.916,7.891,,1.464,,2.177,,True,True,False,True,False,True,False
2015-08-06,3.873,7.842,,1.457,,2.177,,True,True,False,True,False,True,False
2015-08-07,3.953,8.103,,1.498,,2.187,,True,True,False,True,False,True,False
2015-08-10,4.148,8.556,,1.57,,2.195,,True,True,False,True,False,True,False
2015-08-11,4.099,8.526,,1.57,,2.251,,True,True,False,True,False,True,False
2015-08-12,4.057,8.386,,1.563,,2.327,,True,True,False,True,False,True,False
2015-08-13,4.112,8.592,,1.566,,2.315,,True,True,False,True,False,True,False
2015-08-14,4.102,8.674,,1.575,,2.299,,True,True,False,True,False,True,False
2015-08-17,4.109,8.92,,1.601,,2.301,,True,True,False,True,False,True,False
2015-08-18,3.827,8.159,,1.501,,2.302,,True,True,False,True,False,True,False
2015-08-19,3.915,8.434,,1.53,,2.31,,True,True,False,True,False,True,False
2015-08-20,3.815,8.104,,1.476,,2.346,,True,True,False,True,False,True,False
2015-08-21,3.625,7.698,,1.414,,2.39,,True,True,False,True,False,True,False
2015-08-24,3.263,6.928,,1.273,,2.381,,True,True,False,True,False,True,False
2015-08-25,2.983,6.235,,1.196,,2.368,,True,True,False,True,False,True,False
2015-08-26,3.067,6.236,,1.24,,2.349,,True,True,False,True,False,True,False
2015-08-27,3.257,6.5,,1.3,,2.322,,True,True,False,True,False,True,False
2015-08-28,3.402,6.891,,1.343,,2.333,,True,True,False,True,False,True,False
2015-08-31,3.395,6.621,,1.313,,2.339,,True,True,False,True,False,True,False
2015-09-01,3.382,6.166,,1.288,,2.354,,True,True,False,True,False,True,False
2015-09-02,3.372,6.011,,1.291,,2.351,,True,True,False,True,False,True,False
2015-09-07,3.289,6.158,,1.263,,2.313,,True,True,False,True,False,True,False
2015-09-08,3.378,6.495,,1.285,,2.303,,True,True,False,True,False,True,False
2015-09-09,3.442,6.682,,1.299,,2.313,,True,True,False,True,False,True,False
2015-09-10,3.381,6.509,,1.289,,2.286,,True,True,False,True,False,True,False
2015-09-11,3.388,6.559,,1.279,,2.287,,True,True,False,True,False,True,False
2015-09-14,3.269,5.998,,1.235,,2.282,,True,True,False,True,False,True,False
2015-09-15,3.173,5.701,,1.2,,2.28,,True,True,False,True,False,True,False
2015-09-16,3.345,6.191,,1.274,,2.277,,True,True,False,True,False,True,False
2015-09-17,3.28,6.044,,1.242,,2.305,,True,True,False,True,False,True,False
2015-09-18,3.279,6.125,,1.25,,2.318,,True,True,False,True,False,True,False
2015-09-21,3.339,6.393,,1.262,,2.347,,True,True,False,True,False,True,False
2015-09-22,3.365,6.366,,1.266,,2.333,,True,True,False,True,False,True,False
2015-09-23,3.287,6.272,,1.253,,2.326,,True,True,False,True,False,True,False
2015-09-24,3.315,6.359,,1.256,,2.344,,True,True,False,True,False,True,False
2015-09-25,3.243,6.12,,1.231,,2.359,,True,True,False,True,False,True,False
2015-09-28,3.262,6.291,,1.243,,2.345,,True,True,False,True,False,True,False
2015-09-29,3.199,6.225,,1.225,,2.314,,True,True,False,True,False,True,False
2015-09-30,3.221,6.231,,1.238,,2.314,,True,True,False,True,False,True,False
2015-10-08,3.337,6.489,,1.276,,2.346,,True,True,False,True,False,True,False
2015-10-09,3.379,6.565,,1.272,,2.35,,True,True,False,True,False,True,False
2015-10-12,3.52,6.848,,1.318,,2.375,,True,True,False,True,False,True,False
2015-10-13,3.495,6.91,,1.312,,2.361,,True,True,False,True,False,True,False
2015-10-14,3.457,6.852,,1.31,,2.397,,True,True,False,True,False,True,False
2015-10-15,3.546,7.107,,1.33,,2.407,,True,True,False,True,False,True,False
2015-10-16,3.595,7.179,,1.34,,2.402,,True,True,False,True,False,True,False
2015-10-19,3.589,7.22,,1.325,,2.398,,True,True,False,True,False,True,False
2015-10-20,3.636,7.291,,1.328,,2.393,,True,True,False,True,False,True,False
2015-10-21,3.527,6.868,,1.283,,2.399,,True,True,False,True,False,True,False
2015-10-22,3.572,7.11,,1.301,,2.389,,True,True,False,True,False,True,False
2015-10-23,3.635,7.3,,1.34,,2.403,,True,True,False,True,False,True,False
2015-10-26,3.641,7.296,,1.342,,2.387,,True,True,False,True,False,True,False
2015-10-27,3.643,7.361,,1.321,,2.394,,True,True,False,True,False,True,False
2015-10-28,3.579,7.156,,1.318,,2.406,,True,True,False,True,False,True,False
2015-10-29,3.584,7.236,,1.321,,2.384,,True,True,False,True,False,True,False
2015-10-30,3.585,7.23,,1.348,,2.351,,True,True,False,True,False,True,False
2015-11-02,3.525,7.084,,1.34,,2.34,,True,True,False,True,False,True,False
2015-11-03,3.498,7.05,,1.328,,2.327,,True,True,False,True,False,True,False
2015-11-04,3.708,7.512,,1.372,,2.301,,True,True,False,True,False,True,False
2015-11-05,3.767,7.49,,1.371,,2.281,,True,True,False,True,False,True,False
2015-11-06,3.857,7.673,,1.38,,2.282,,True,True,False,True,False,True,False
2015-11-09,3.897,7.763,,1.422,,2.25,,True,True,False,True,False,True,False
2015-11-10,3.886,7.768,,1.4,,2.25,,True,True,False,True,False,True,False
2015-11-11,3.881,7.922,,1.4,,2.249,,True,True,False,True,False,True,False
2015-11-12,3.841,7.946,,1.4,,2.243,,True,True,False,True,False,True,False
2015-11-13,3.804,7.783,,1.381,,2.23,,True,True,False,True,False,True,False
2015-11-16,3.826,7.979,,1.38,,2.26,,True,True,False,True,False,True,False
2015-11-17,3.812,7.849,,1.381,,2.226,,True,True,False,True,False,True,False
2015-11-18,3.779,7.729,,1.38,,2.212,,True,True,False,True,False,True,False
2015-11-19,3.836,7.979,,1.4,,2.221,,True,True,False,True,False,True,False
2015-11-20,3.825,8.048,,1.4,,2.234,,True,True,False,True,False,True,False
2015-11-23,3.806,7.96,,1.39,,2.212,,True,True,False,True,False,True,False
2015-11-24,3.809,8.055,,1.398,,2.212,,True,True,False,True,False,True,False
2015-11-25,3.832,8.167,,1.398,,2.226,,True,True,False,True,False,True,False
2015-11-26,3.814,8.092,,1.397,,2.217,,True,True,False,True,False,True,False
2015-11-27,3.608,7.608,,1.335,,2.206,,True,True,False,True,False,True,False
2015-11-30,3.609,7.601,,1.349,,2.183,,True,True,False,True,False,True,False
2015-12-01,3.637,7.651,,1.365,,2.216,,True,True,False,True,False,True,False
2015-12-02,3.793,7.654,,1.367,,2.208,,True,True,False,True,False,True,False
2015-12-03,3.801,7.787,,1.368,,2.182,,True,True,False,True,False,True,False
2015-12-04,3.729,7.685,,1.387,,2.2,,True,True,False,True,False,True,False
2015-12-07,3.737,7.814,,1.395,,2.24,,True,True,False,True,False,True,False
2015-12-08,3.681,7.626,,1.362,,2.225,,True,True,False,True,False,True,False
2015-12-09,3.686,7.566,,1.351,,2.231,,True,True,False,True,False,True,False
2015-12-10,3.679,7.539,,1.366,,2.23,,True,True,False,True,False,True,False
2015-12-11,3.661,7.489,,1.344,,2.23,,True,True,False,True,False,True,False
2015-12-14,3.773,7.655,,1.379,,2.242,,True,True,False,True,False,True,False
2015-12-15,3.737,7.678,,1.379,,2.225,,True,True,False,True,False,True,False
2015-12-16,3.738,7.74,,1.371,,2.227,,True,True,False,True,False,True,False
2015-12-17,3.808,7.964,,1.391,,2.228,,True,True,False,True,False,True,False
2015-12-18,3.822,7.912,,1.415,,2.217,,True,True,False,True,False,True,False
2015-12-21,3.922,8.023,,1.479,,2.238,,True,True,False,True,False,True,False
2015-12-22,3.927,8.094,,1.484,,2.249,,True,True,False,True,False,True,False
2015-12-23,3.922,7.988,,1.466,,2.244,,True,True,False,True,False,True,False
2015-12-24,3.875,7.99,,1.472,,2.245,,True,True,False,True,False,True,False
2015-12-25,3.895,8.025,,1.464,,2.25,,True,True,False,True,False,True,False
2015-12-28,3.778,7.832,,1.43,,2.244,,True,True,False,True,False,True,False
2015-12-29,3.813,7.915,,1.429,,2.248,,True,True,False,True,False,True,False
2015-12-30,3.812,7.976,,1.451,,2.245,,True,True,False,True,False,True,False
2015-12-31,3.778,7.838,,1.448,,2.232,,True,True,False,True,False,True,False
2016-01-04,3.535,7.192,,1.408,,2.251,,True,True,False,True,False,True,False
2016-01-05,3.527,7.122,,1.39,,2.27,,True,True,False,True,False,True,False
2016-01-06,3.582,7.272,,1.4,,2.289,,True,True,False,True,False,True,False
2016-01-07,3.484,6.622,,1.386,,2.339,,True,True,False,True,False,True,False
2016-01-08,3.408,6.753,,1.321,,2.338,,True,True,False,True,False,True,False
2016-01-11,3.233,6.319,,1.304,,2.347,,True,True,False,True,False,True,False
2016-01-12,3.256,6.309,,1.3,,2.318,,True,True,False,True,False,True,False
2016-01-13,3.211,6.113,,1.299,,2.3,,True,True,False,True,False,True,False
2016-01-14,3.265,6.318,,1.309,,2.317,,True,True,False,True,False,True,False
2016-01-15,3.169,6.075,,1.27,,2.304,,True,True,False,True,False,True,False
2016-01-18,3.171,6.162,,1.257,,2.313,,True,True,False,True,False,True,False
2016-01-19,3.262,6.359,,1.296,,2.311,,True,True,False,True,False,True,False
2016-01-20,3.169,6.307,,1.263,,2.329,,True,True,False,True,False,True,False
2016-01-21,3.078,6.09,,1.222,,2.35,,True,True,False,True,False,True,False
2016-01-22,3.108,6.17,,1.216,,2.335,,True,True,False,True,False,True,False
2016-01-25,3.12,6.216,,1.226,,2.339,,True,True,False,True,False,True,False
2016-01-26,2.944,5.833,,1.253,,2.379,,True,True,False,True,False,True,False
2016-01-27,2.912,5.69,,1.22,,2.375,,True,True,False,True,False,True,False
2016-01-28,2.849,5.452,,1.183,,2.361,,True,True,False,True,False,True,False
2016-01-29,2.93,5.643,,1.205,,2.363,,True,True,False,True,False,True,False
2016-02-01,2.898,5.58,,1.2,,2.383,,True,True,False,True,False,True,False
2016-02-02,2.96,5.777,,1.199,,2.389,,True,True,False,True,False,True,False
2016-02-03,2.946,5.807,,1.18,,2.399,,True,True,False,True,False,True,False
2016-02-04,2.985,5.904,,1.192,,2.421,,True,True,False,True,False,True,False
2016-02-05,2.95,5.863,,1.196,,2.451,,True,True,False,True,False,True,False
2016-02-15,2.939,5.872,,1.178,,2.547,,True,True,False,True,False,True,False
2016-02-16,3.022,6.114,,1.199,,2.512,,True,True,False,True,False,True,False
2016-02-17,3.053,6.174,,1.207,,2.533,,True,True,False,True,False,True,False
2016-02-18,3.049,6.144,,1.209,,2.537,,True,True,False,True,False,True,False
2016-02-19,3.041,6.168,,1.208,,2.574,,True,True,False,True,False,True,False
2016-02-22,3.104,6.304,,1.219,,2.555,,True,True,False,True,False,True,False
2016-02-23,3.08,6.273,,1.215,,2.557,,True,True,False,True,False,True,False
2016-02-24,3.103,6.303,,1.214,,2.577,,True,True,False,True,False,True,False
2016-02-25,2.905,5.789,,1.176,,2.614,,True,True,False,True,False,True,False
2016-02-26,2.933,5.841,,1.169,,2.612,,True,True,False,True,False,True,False
2016-02-29,2.864,5.48,,1.169,,2.587,,True,True,False,True,False,True,False
2016-03-01,2.918,5.642,,1.179,,2.626,,True,True,False,True,False,True,False
2016-03-02,3.049,5.95,,1.202,,2.595,,True,True,False,True,False,True,False
2016-03-03,3.042,5.945,,1.201,,2.617,,True,True,False,True,False,True,False
2016-03-04,3.079,5.769,,1.21,,2.651,,True,True,False,True,False,True,False
2016-03-07,3.103,5.932,,1.228,,2.649,,True,True,False,True,False,True,False
2016-03-08,3.092,5.968,,1.21,,2.662,,True,True,False,True,False,True,False
2016-03-09,3.046,5.802,,1.211,,2.634,,True,True,False,True,False,True,False
2016-03-10,3.005,5.698,,1.211,,2.618,,True,True,False,True,False,True,False
2016-03-11,2.999,5.697,,1.208,,2.651,,True,True,False,True,False,True,False
2016-03-14,3.064,5.914,,1.23,,2.624,,True,True,False,True,False,True,False
2016-03-15,3.054,5.834,,1.23,,2.572,,True,True,False,True,False,True,False
2016-03-16,3.074,5.77,,1.225,,2.591,,True,True,False,True,False,True,False
2016-03-17,3.124,5.959,,1.233,,2.617,,True,True,False,True,False,True,False
2016-03-18,3.168,6.196,,1.247,,2.617,,True,True,False,True,False,True,False
2016-03-21,3.238,6.323,,1.265,,2.576,,True,True,False,True,False,True,False
2016-03-22,3.216,6.293,,1.261,,2.597,,True,True,False,True,False,True,False
2016-03-23,3.222,6.353,,1.27,,2.57,,True,True,False,True,False,True,False
2016-03-24,3.172,6.226,,1.26,,2.534,,True,True,False,True,False,True,False
2016-03-25,3.185,6.305,,1.276,,2.549,,True,True,False,True,False,True,False
2016-03-28,3.155,6.252,,1.297,,2.541,,True,True,False,True,False,True,False
2016-03-29,3.129,6.144,,1.277,,2.547,,True,True,False,True,False,True,False
2016-03-30,3.215,6.439,,1.3,,2.57,,True,True,False,True,False,True,False
2016-03-31,3.209,6.388,,1.3,,2.548,,True,True,False,True,False,True,False
2016-04-01,3.219,6.367,,1.293,,2.564,,True,True,False,True,False,True,False
2016-04-05,3.25,6.514,,1.299,,2.552,,True,True,False,True,False,True,False
2016-04-06,3.244,6.554,,1.306,,2.554,,True,True,False,True,False,True,False
2016-04-07,3.204,6.474,,1.291,,2.553,,True,True,False,True,False,True,False
2016-04-08,3.177,6.415,,1.28,,2.57,,True,True,False,True,False,True,False
2016-04-11,3.212,6.53,,1.291,,2.593,,True,True,False,True,False,True,False
2016-04-12,3.208,6.499,,1.284,,2.607,,True,True,False,True,False,True,False
2016-04-13,3.249,6.602,,1.298,,2.584,,True,True,False,True,False,True,False
2016-04-14,3.261,6.646,,1.298,,2.563,,True,True,False,True,False,True,False
2016-04-15,3.264,6.637,,1.283,,2.562,,True,True,False,True,False,True,False
2016-04-18,3.218,6.523,,1.28,,2.564,,True,True,False,True,False,True,False
2016-04-19,3.222,6.535,,1.279,,2.588,,True,True,False,True,False,True,False
2016-04-20,3.166,6.247,,1.249,,2.594,,True,True,False,True,False,True,False
2016-04-21,3.151,6.197,,1.249,,2.626,,True,True,False,True,False,True,False
2016-04-22,3.165,6.234,,1.256,,2.592,,True,True,False,True,False,True,False
2016-04-25,3.155,6.203,,1.271,,2.578,,True,True,False,True,False,True,False
2016-04-26,3.173,6.284,,1.261,,2.573,,True,True,False,True,False,True,False
2016-04-27,3.158,6.252,,1.279,,2.601,,True,True,False,True,False,True,False
2016-04-28,3.156,6.201,,1.271,,2.613,,True,True,False,True,False,True,False
2016-04-29,3.152,6.21,,1.28,,2.66,,True,True,False,True,False,True,False
2016-05-03,3.213,6.409,,1.327,,2.702,,True,True,False,True,False,True,False
2016-05-04,3.201,6.409,,1.326,,2.677,,True,True,False,True,False,True,False
2016-05-05,3.201,6.454,,1.334,,2.675,,True,True,False,True,False,True,False
2016-05-06,3.128,6.2,,1.31,,2.68,,True,True,False,True,False,True,False
2016-05-09,3.064,5.974,,1.313,,2.67,,True,True,False,True,False,True,False
2016-05-10,3.061,5.955,,1.311,,2.657,,True,True,False,True,False,True,False
2016-05-11,3.073,5.944,,1.338,,2.669,,True,True,False,True,False,True,False
2016-05-12,3.084,5.946,,1.337,,2.66,,True,True,False,True,False,True,False
2016-05-13,3.073,5.926,,1.335,,2.682,,True,True,False,True,False,True,False
2016-05-16,3.085,6.033,,1.329,,2.695,,True,True,False,True,False,True,False
2016-05-17,3.08,6.024,,1.331,,2.682,,True,True,False,True,False,True,False
2016-05-18,3.06,5.858,,1.303,,2.681,,True,True,False,True,False,True,False
2016-05-19,3.054,5.887,,1.309,,2.64,,True,True,False,True,False,True,False
2016-05-20,3.074,5.966,,1.318,,2.638,,True,True,False,True,False,True,False
2016-05-23,3.079,6.031,,1.318,,2.635,,True,True,False,True,False,True,False
2016-05-24,3.06,5.975,,1.311,,2.623,,True,True,False,True,False,True,False
2016-05-25,3.058,5.939,,1.307,,2.581,,True,True,False,True,False,True,False
2016-05-26,3.058,5.968,,1.295,,2.591,,True,True,False,True,False,True,False
2016-05-27,3.06,5.973,,1.304,,2.58,,True,True,False,True,False,True,False
2016-05-30,3.062,5.946,,1.301,,2.554,,True,True,False,True,False,True,False
2016-05-31,3.169,6.208,,1.319,,2.576,,True,True,False,True,False,True,False
2016-06-01,3.156,6.21,,1.323,,2.579,,True,True,False,True,False,True,False
2016-06-02,3.159,6.261,,1.33,,2.581,,True,True,False,True,False,True,False
2016-06-03,3.196,6.299,,1.356,,2.574,,True,True,False,True,False,True,False
2016-06-06,3.177,6.314,,1.359,,2.621,,True,True,False,True,False,True,False
