date,hs300_pe,hs300_pb,zz500_pe,zz500_pb,kc50_pe,bond_10y_yield,hs300_erp,hs300_pe_quantile,hs300_pb_quantile,zz500_pe_quantile,zz500_pb_quantile
2020-06-17,12.07,1.39,23.2,1.95,,2.8802,5.404804142502071,0.47888513513513514,0.1883445945945946,0.40540540540540543,0.32559121621621623
2020-06-18,12.13,1.4,23.19,1.95,,2.8527,5.391323083264632,0.5092905405405406,0.21368243243243243,0.40540540540540543,0.3260135135135135
2020-06-19,12.27,1.41,23.41,1.97,,2.8752,5.274759250203749,0.5625,0.24028716216216217,0.41342905405405406,0.3433277027027027
2020-06-22,12.27,1.41,23.37,1.97,,2.9153,5.234659250203748,0.5629222972972973,0.24070945945945946,0.41216216216216217,0.34375
2020-06-23,12.3,1.42,23.47,1.97,,2.9127,5.217381300813007,0.5726351351351351,0.2668918918918919,0.4172297297297297,0.3441722972972973
2020-06-24,12.37,1.43,23.42,1.97,,2.8614,5.222674373484237,0.6005067567567568,0.2922297297297297,0.41638513513513514,0.34459459459459457
2020-06-28,,,,,,2.8404,,,,,
2020-06-29,12.29,1.42,23.35,1.97,,2.8504,5.286296501220505,0.5710059171597633,0.2675401521555368,0.4125105663567202,0.3453085376162299
2020-06-30,12.38,1.43,23.74,2.0,,2.823,5.254544426494345,0.6060862214708369,0.2937447168216399,0.43068469991546915,0.3693998309382925
2020-07-01,12.61,1.46,23.79,2.01,,2.8456,5.084614115781127,0.6817413355874894,0.3951817413355875,0.4327979712595097,0.3778529163144548
2020-07-02,12.9,1.49,24.16,2.04,,2.8584,4.893537984496124,0.7421808960270498,0.5507185122569738,0.4437869822485207,0.39391377852916315
2020-07-03,13.19,1.52,24.47,2.06,,2.8974,4.68410113722517,0.8241758241758241,0.6682163989856298,0.45097210481825867,0.400676246830093
2020-07-06,14.0,1.62,25.44,2.15,,2.9959,4.146957142857143,0.9327979712595097,0.8005071851225697,0.46491969568892644,0.41420118343195267
2020-07-07,14.05,1.62,25.74,2.17,,3.0158,4.1016377224199285,0.9420963651732882,0.8009298393913779,0.4725274725274725,0.4209636517328825
2020-07-08,14.25,1.65,26.34,2.22,,3.0632,3.9543438596491223,0.9699915469146239,0.8478444632290786,0.48689771766694845,0.4323753169907016
2020-07-09,14.41,1.67,26.97,2.28,,3.0809,3.8587252602359468,0.978021978021978,0.9023668639053254,0.5,0.452240067624683
2020-07-10,14.05,1.64,26.89,2.27,,3.0305,4.086937722419928,0.9399830938292477,0.819949281487743,0.4978867286559594,0.44801352493660185
2020-07-13,14.28,1.67,27.76,2.35,,3.0557,3.9471011204481794,0.9704142011834319,0.9019442096365173,0.5300084530853761,0.47886728655959426
2020-07-14,14.15,1.65,27.44,2.32,,3.0057,4.06143780918728,0.9535080304311073,0.8457311918850381,0.5228233305156382,0.46999154691462386
2020-07-15,13.94,1.63,26.85,2.27,,2.9559,4.217701147776182,0.9171597633136095,0.8081149619611158,0.4970414201183432,0.44843617920540996
2020-07-16,13.34,1.56,25.54,2.16,,2.9459,4.550351874062969,0.830938292476754,0.7514792899408284,0.46787827557058326,0.4188503803888419
2020-07-17,13.39,1.57,25.65,2.17,,2.9507,4.517559895444361,0.8374155405405406,0.7597128378378378,0.47128378378378377,0.421875
2020-07-20,13.76,1.62,26.4,2.24,,2.9311,4.336341860465117,0.872043918918919,0.7985641891891891,0.49239864864864863,0.4408783783783784
2020-07-21,13.78,1.62,26.58,2.25,,2.9011,4.35579404934688,0.877956081081081,0.7985641891891891,0.49577702702702703,0.44425675675675674
2020-07-22,13.82,1.63,26.83,2.27,,2.8861,4.34979001447178,0.8885135135135135,0.809543918918919,0.5,0.4518581081081081
2020-07-23,13.78,1.62,26.87,2.27,,2.9064,4.35049404934688,0.8766891891891891,0.7989864864864865,0.5025337837837838,0.45228040540540543
2020-07-24,13.23,1.56,25.51,2.16,,2.8612,4.697378987150416,0.8171452702702703,0.7512668918918919,0.4666385135135135,0.4189189189189189
2020-07-27,13.29,1.57,25.57,2.16,,2.8791,4.6453544770504145,0.8222128378378378,0.7609797297297297,0.46959459459459457,0.41934121621621623
2020-07-28,13.38,1.58,25.87,2.19,,2.9214,4.552441554559042,0.8302364864864865,0.7728040540540541,0.47888513513513514,0.42989864864864863
2020-07-29,13.67,1.61,26.52,2.25,,2.9415,4.37378895391368,0.8526182432432432,0.7922297297297297,0.4983108108108108,0.44721283783783783
2020-07-30,13.58,1.61,26.43,2.24,,2.9364,4.427370250368189,0.8496621621621622,0.7918074324324325,0.49746621621621623,0.4438344594594595
2020-07-31,13.67,1.61,26.69,2.26,,2.9664,4.348888953913679,0.8521959459459459,0.7913851351351351,0.5025337837837838,0.45228040540540543
2020-08-03,13.87,1.64,27.28,2.32,,2.9466,4.263205335255949,0.9028716216216216,0.8201013513513513,0.5253378378378378,0.4809966216216216
2020-08-04,13.92,1.64,27.17,2.31,,2.9365,4.247408045977011,0.9100506756756757,0.8196790540540541,0.5215371621621622,0.47761824324324326
2020-08-05,13.9,1.64,27.44,2.33,,2.9592,4.235044604316546,0.9066722972972973,0.8192567567567568,0.535472972972973,0.4864864864864865
2020-08-06,13.89,1.64,27.41,2.33,,2.9816,4.217824046076315,0.9049831081081081,0.8188344594594594,0.5337837837837838,0.48690878378378377
2020-08-07,13.75,1.62,27.13,2.3,,2.9918,4.280927272727272,0.8627533783783784,0.7960304054054054,0.5194256756756757,0.47466216216216217
2020-08-10,13.84,1.63,27.27,2.31,,2.9543,4.271133526011561,0.8927364864864865,0.8061655405405406,0.5261824324324325,0.47888513513513514
2020-08-11,13.73,1.62,26.61,2.27,,2.9544,4.328921194464677,0.8572635135135135,0.7947635135135135,0.5016891891891891,0.4577702702702703
2020-08-12,13.64,1.61,26.28,2.24,,2.962,4.369378299120234,0.84375,0.7858952702702703,0.48944256756756754,0.44425675675675674
2020-08-13,13.6,1.61,26.33,2.25,,2.9555,4.397441176470589,0.8429054054054054,0.785472972972973,0.49113175675675674,0.44932432432432434
2020-08-14,13.81,1.63,26.74,2.27,,2.9369,4.304229616220129,0.8813344594594594,0.8057432432432432,0.5059121621621622,0.45988175675675674
2020-08-17,14.15,1.67,27.16,2.32,,2.9421,4.12503780918728,0.9531645569620253,0.9016877637130801,0.5248945147679325,0.4869198312236287
2020-08-18,14.14,1.67,27.33,2.33,,2.9771,4.095035785007072,0.950210970464135,0.9012658227848102,0.5358649789029536,0.4928270042194093
2020-08-19,13.94,1.65,26.7,2.29,,2.9921,4.181501147776183,0.9151898734177215,0.8464135021097047,0.5054852320675105,0.47257383966244726
2020-08-20,13.76,1.62,26.46,2.26,,2.9973,4.270141860465117,0.8616033755274262,0.7936708860759494,0.5,0.4540084388185654
2020-08-21,13.84,1.64,26.76,2.28,,2.9823,4.243133526011562,0.889873417721519,0.8189873417721519,0.5088607594936709,0.4679324894514768
2020-08-24,13.92,1.64,27.01,2.29,,2.9998,4.184108045977011,0.9071729957805907,0.8194092827004219,0.5206751054852321,0.47468354430379744
2020-08-25,13.92,1.64,26.56,2.28,,3.0424,4.141508045977011,0.9067510548523207,0.819831223628692,0.5021097046413502,0.46835443037974683
2020-08-26,13.79,1.63,25.85,2.25,,3.0511,4.200531617113851,0.8696202531645569,0.8063291139240506,0.47848101265822784,0.44936708860759494
2020-08-27,13.84,1.63,25.95,2.26,,3.0599,4.165533526011561,0.8877637130801688,0.8067510548523207,0.4810126582278481,0.45527426160337553
2020-08-28,13.96,1.71,26.2,2.29,,3.0672,4.096123782234956,0.9185654008438818,0.9510548523206751,0.4877637130801688,0.47763713080168774
2020-08-31,14.45,1.69,26.04,2.31,,3.0177,3.902715224913495,0.9789029535864979,0.9362869198312236,0.48438818565400843,0.4890295358649789
2020-09-01,14.52,1.7,26.22,2.32,,3.0478,3.839252341597796,0.9810126582278481,0.9464135021097047,0.4907172995780591,0.49493670886075947
2020-09-02,14.51,1.7,26.21,2.33,,3.1027,3.7890987594762238,0.979746835443038,0.9464135021097047,0.489873417721519,0.5016877637130802
2020-09-03,14.43,1.69,26.02,2.31,,3.1051,3.8249069300069296,0.9763713080168777,0.9358649789029536,0.4839662447257384,0.48945147679324896
2020-09-04,14.3,1.67,25.8,2.29,,3.1228,3.8702069930069927,0.9679324894514768,0.9050632911392406,0.4772151898734177,0.4780590717299578
2020-09-07,14.03,1.64,25.2,2.24,,3.1454,3.9821837491090526,0.9257383966244725,0.8219409282700422,0.46160337552742614,0.4443037974683544
2020-09-08,14.14,1.65,25.31,2.25,,3.123,3.949135785007072,0.9455696202531646,0.8510548523206751,0.46329113924050636,0.4506329113924051
2020-09-09,13.86,1.62,24.66,2.19,,3.0805,4.134507215007216,0.8869198312236287,0.7932489451476793,0.4531645569620253,0.429957805907173
2020-09-10,13.86,1.62,24.32,2.15,,3.0833,4.131707215007216,0.8864978902953586,0.7936708860759494,0.4481012658227848,0.4139240506329114
2020-09-11,13.97,1.63,24.62,2.18,,3.1346,4.0235961345740865,0.9139240506329114,0.8071729957805908,0.45358649789029537,0.42658227848101266
2020-09-14,14.02,1.64,24.72,2.19,,3.1532,3.979467617689016,0.9227848101265823,0.8232067510548523,0.45654008438818566,0.4320675105485232
2020-09-15,14.11,1.65,24.89,2.21,,3.1083,3.978872218284904,0.9417721518987342,0.8540084388185654,0.45907172995780593,0.4379746835443038
2020-09-16,14.04,1.64,24.76,2.19,,3.126,3.9965071225071225,0.9261603375527426,0.8236286919831224,0.4582278481012658,0.43248945147679324
2020-09-17,13.97,1.63,24.8,2.2,,3.1334,4.024796134574086,0.9109704641350211,0.8075949367088607,0.45907172995780593,0.4379746835443038
2020-09-18,14.29,1.67,25.18,2.23,,3.1162,3.881700629811057,0.9662447257383966,0.9109704641350211,0.4670886075949367,0.4459915611814346
2020-09-21,14.15,1.65,25.11,2.22,,3.0999,3.9672378091872798,0.9476793248945148,0.8561181434599157,0.4666666666666667,0.4421940928270042
2020-09-22,14.0,1.64,24.78,2.19,,3.0863,4.056557142857143,0.9156118143459916,0.8248945147679325,0.45907172995780593,0.43291139240506327
2020-09-23,14.03,1.64,24.92,2.21,,3.089,4.038583749109053,0.9210970464135021,0.8253164556962025,0.46244725738396625,0.4409282700421941
2020-09-24,13.8,1.61,24.36,2.16,,3.084,4.1623768115942035,0.8556962025316456,0.7848101265822784,0.4489451476793249,0.42025316455696204
2020-09-25,13.82,1.62,24.36,2.16,,3.1295,4.1063900144717795,0.8620253164556962,0.7949367088607595,0.44936708860759494,0.42067510548523207
2020-09-27,,,,,,3.1324,,,,,
2020-09-28,13.87,1.62,24.18,2.14,,3.1092,4.100605335255949,0.8813344594594594,0.7960304054054054,0.44467905405405406,0.41173986486486486
2020-09-29,13.89,1.62,24.37,2.16,,3.1292,4.070224046076314,0.8859797297297297,0.7964527027027027,0.4518581081081081,0.4222972972972973
2020-09-30,13.87,1.61,24.25,2.14,,3.1482,4.061605335255949,0.8800675675675675,0.7858952702702703,0.44932432432432434,0.41216216216216217
2020-10-09,14.1,1.64,24.88,2.2,,3.1873,3.904898581560284,0.9379222972972973,0.8306587837837838,0.46621621621621623,0.4438344594594595
2020-10-10,,,,,,3.1898,,,,,
2020-10-12,14.5,1.69,25.58,2.26,,3.1861,3.7104517241379305,0.9788672865595942,0.9492814877430262,0.48689771766694845,0.4725274725274725
2020-10-13,14.52,1.69,25.65,2.27,,3.195,3.692052341597796,0.9805579036348268,0.9488588334742181,0.4907016060862215,0.4801352493660186
2020-10-14,14.44,1.68,25.51,2.25,,3.215,3.7102077562326876,0.9746407438715131,0.9353338968723585,0.4835164835164835,0.4661876584953508
2020-10-15,14.44,1.68,25.28,2.24,,3.23,3.6952077562326875,0.974218089602705,0.9357565511411665,0.47844463229078615,0.45984784446322907
2020-10-16,14.46,1.68,25.18,2.22,,3.2202,3.6954293222683257,0.9759087066779375,0.9361792054099747,0.47590870667793744,0.45012679628064245
2020-10-19,14.4,1.67,24.82,2.19,,3.2005,3.7439444444444447,0.9687235841081995,0.9184277261200338,0.4657650042265427,0.4382924767540152
2020-10-20,14.41,1.68,25.01,2.21,,3.1955,3.744125260235947,0.9699915469146239,0.9370245139475909,0.4708368554522401,0.44801352493660185
2020-10-21,14.44,1.68,24.75,2.19,,3.1855,3.7397077562326873,0.9729501267962807,0.937447168216399,0.463229078613694,0.43871513102282333
2020-10-22,14.4,1.68,24.56,2.17,,3.1707,3.7737444444444446,0.9666103127641589,0.937447168216399,0.45815722738799664,0.4294167371090448
2020-10-23,14.23,1.66,24.11,2.14,,3.1957,3.831706886858749,0.9535080304311073,0.8972950126796281,0.44040574809805577,0.41293322062552834
2020-10-26,14.13,1.65,23.9,2.13,,3.1934,3.883740835102619,0.9340659340659341,0.8647506339814032,0.4353338968723584,0.41124260355029585
2020-10-27,14.13,1.65,23.89,2.13,,3.1609,3.9162408351026192,0.9336432797971259,0.8651732882502113,0.4353338968723584,0.41166525781910396
2020-10-28,14.16,1.65,23.8,2.13,,3.181,3.8811468926553676,0.9429416737109044,0.8655959425190194,0.4344885883347422,0.41208791208791207
2020-10-29,14.03,1.65,23.74,2.13,,3.186,3.9415837491090526,0.9087066779374472,0.8660185967878276,0.43110735418427726,0.4125105663567202
2020-10-30,13.92,1.57,23.06,2.08,,3.181,4.002908045977011,0.8791208791208791,0.7586644125105664,0.40194420963651734,0.40532544378698226
2020-11-02,13.96,1.56,22.74,2.08,,3.1785,3.984823782234957,0.8918005071851226,0.7497886728655959,0.389687235841082,0.4057480980557904
2020-11-03,14.13,1.58,23.06,2.11,,3.1762,3.900940835102619,0.9323753169907016,0.7709213863060017,0.40321217244294166,0.41039729501267963
2020-11-04,14.2,1.58,23.04,2.11,,3.1687,3.873553521126761,0.9492814877430262,0.7713440405748098,0.40236686390532544,0.41081994928148774
2020-11-05,14.38,1.6,23.47,2.15,,3.1912,3.7629029207232265,0.9653423499577346,0.7848689771766695,0.4230769230769231,0.4243448858833474
2020-11-06,14.38,1.6,23.3,2.13,,3.2063,3.747802920723226,0.9649196956889264,0.7852916314454776,0.4158918005071851,0.4163144547759932
2020-11-09,14.63,1.63,23.71,2.17,,3.2363,3.5989699931647294,0.9835164835164835,0.8186813186813187,0.4349112426035503,0.43913778529163144
2020-11-10,14.58,1.63,23.54,2.15,,3.2241,3.6346105624142666,0.9822485207100592,0.8191039729501268,0.4268808114961961,0.4256128486897718
2020-11-11,14.48,1.61,23.3,2.13,,3.2391,3.666977348066299,0.9754860524091293,0.7920540997464074,0.4163144547759932,0.4167371090448014
2020-11-12,14.46,1.61,23.37,2.14,,3.2614,3.6542293222683258,0.9729501267962807,0.7924767540152156,0.4188503803888419,0.42180896027049875
2020-11-13,14.3,1.59,23.31,2.13,,3.2715,3.7215069930069924,0.9547759932375317,0.7806424344885884,0.4175824175824176,0.4171597633136095
2020-11-16,14.44,1.61,23.62,2.16,,3.2741,3.6511077562326877,0.9691462383770076,0.7937447168216399,0.4353338968723584,0.43660185967878273
2020-11-17,14.42,1.61,23.44,2.14,,3.2866,3.648212760055478,0.9661876584953508,0.794167371090448,0.4260355029585799,0.4230769230769231
2020-11-18,14.44,1.61,23.44,2.14,,3.324,3.6012077562326876,0.9687235841081995,0.7937447168216399,0.426458157227388,0.4234995773457312
2020-11-19,14.53,1.62,23.5,2.15,,3.3487,3.533612456985547,0.9797125950972105,0.8068469991546915,0.43026204564666104,0.43026204564666104
2020-11-20,14.56,1.62,23.75,2.17,,3.31,3.5581318681318677,0.9809805579036348,0.8064243448858833,0.4454775993237532,0.4463229078613694
2020-11-23,14.75,1.64,23.93,2.18,,3.265,3.514661016949152,0.9864750633981403,0.8402366863905325,0.4530853761622992,0.45054945054945056
2020-11-24,14.66,1.63,23.93,2.18,,3.29,3.5312824010914055,0.9839391377852916,0.8212172442941674,0.4535080304311074,0.45097210481825867
2020-11-25,14.51,1.62,23.44,2.14,,3.2675,3.6242987594762237,0.9733727810650887,0.8043110735418427,0.4268808114961961,0.4239222316145393
2020-11-26,14.55,1.62,23.4,2.13,,3.285,3.5878522336769754,0.978021978021978,0.8038884192730347,0.42180896027049875,0.4175824175824176
2020-11-27,14.78,1.65,23.47,2.14,,3.3,3.4658998646820027,0.9864750633981403,0.874894336432798,0.43026204564666104,0.4251901944209637
2020-11-30,14.71,1.64,23.34,2.12,,3.25,3.548096532970768,0.9839391377852916,0.8389687235841082,0.4184277261200338,0.41377852916314456
2020-12-01,15.0,1.67,23.71,2.16,,3.2725,3.394166666666667,0.989010989010989,0.930262045646661,0.4454775993237532,0.4429416737109045
2020-12-02,14.98,1.67,23.75,2.16,,3.2925,3.383067423230974,0.9873203719357565,0.9298393913778529,0.45012679628064245,0.4433643279797126
2020-12-03,14.95,1.67,23.77,2.16,,3.2851,3.403863210702341,0.9864750633981403,0.9294167371090448,0.4513947590870668,0.4437869822485207
2020-12-04,14.95,1.67,23.88,2.17,,3.2651,3.4238632107023412,0.9860524091293322,0.9289940828402367,0.45646661031276414,0.4526627218934911
2020-12-07,14.8,1.65,23.74,2.16,,3.2701,3.4866567567567563,0.9835164835164835,0.871090448013525,0.44843617920540996,0.4442096365173288
2020-12-08,14.74,1.64,23.74,2.15,,3.2551,3.5291605156037984,0.9805579036348268,0.834319526627219,0.44885883347421807,0.4340659340659341
2020-12-09,14.58,1.63,23.33,2.12,,3.2726,3.5861105624142664,0.9733727810650887,0.8140321217244294,0.4184277261200338,0.41420118343195267
2020-12-10,14.56,1.62,23.41,2.12,,3.2601,3.6080318681318677,0.9712595097210481,0.7958579881656804,0.4251901944209637,0.4146238377007608
2020-12-11,14.45,1.61,23.04,2.09,,3.2951,3.625315224913495,0.9573119188503804,0.7797971259509721,0.40278951817413355,0.4074387151310228
2020-12-14,15.01,1.69,22.96,2.06,,3.2851,3.3771251832111933,0.989010989010989,0.9640743871513102,0.39475908706677937,0.4010989010989011
2020-12-15,15.01,1.69,22.99,2.06,,3.2777,3.3845251832111933,0.9885883347421809,0.9636517328825022,0.3989856297548605,0.4015215553677092
2020-12-16,15.03,1.69,22.89,2.05,,3.2752,3.3781599467731214,0.9894336432797971,0.963229078613694,0.39391377852916315,0.3972950126796281
2020-12-17,15.2,1.71,23.15,2.07,,3.2802,3.2987473684210524,0.9932375316990701,0.9792899408284024,0.41166525781910396,0.4065934065934066
2020-12-18,15.15,1.7,23.09,2.07,,3.2902,3.3104600660065997,0.9907094594594594,0.9738175675675675,0.4092060810810811,0.4066722972972973
2020-12-21,15.27,1.72,23.47,2.1,,3.2652,3.2835884741322863,0.9940928270042194,0.9822784810126582,0.4375527426160338,0.41265822784810124
2020-12-22,15.01,1.69,22.93,2.05,,3.2278,3.4344251832111934,0.9848101265822785,0.960337552742616,0.39409282700421944,0.39704641350210973
2020-12-23,15.14,1.7,23.11,2.07,,3.2153,3.3897198150594443,0.9890295358649789,0.9725738396624473,0.4109704641350211,0.40759493670886077
2020-12-24,15.12,1.7,22.76,2.04,,3.2303,3.3834566137566147,0.9877637130801687,0.9721518987341772,0.39029535864978904,0.39367088607594936
2020-12-25,15.23,1.71,23.03,2.06,,3.1878,3.3781881812212733,0.9932489451476794,0.9780590717299578,0.4050632911392405,0.40379746835443037
2020-12-28,15.29,1.72,22.91,2.05,,3.1629,3.3773223675604966,0.9940928270042194,0.9818565400843882,0.3949367088607595,0.3983122362869198
2020-12-29,15.22,1.71,22.77,2.04,,3.1554,3.41490223390276,0.9915611814345991,0.9767932489451476,0.39156118143459917,0.39409282700421944
