date,score_valuation,score_macro,score_sentiment,score_trend,score_total,market_state,m1_m2_spread,bond_10y_2y_spread,ma20_slope,ma20_streak,macd_signal
2015-01-05,13.0,12.0,14.0,12.0,51.0,震荡,,0.318,,0.0,0.0
2015-01-06,13.0,12.0,14.0,7.0,46.0,震荡,,0.3452,,-1.0,-1.0
2015-01-07,13.0,12.0,14.0,9.0,48.0,震荡,,0.3886,,-2.0,-0.5
2015-01-08,13.0,12.0,12.5,9.0,46.5,震荡,,0.39,,-3.0,-0.5
2015-01-09,13.0,15.0,12.5,9.0,49.5,震荡,,0.3772,,-4.0,-0.5
2015-01-12,13.0,15.0,12.5,3.0,43.5,震荡,,0.3827,-1.95227765726682,-5.0,-0.5
2015-01-13,13.0,15.0,12.5,3.0,43.5,震荡,,0.3516,-1.92199312046952,-6.0,-0.5
2015-01-14,13.0,15.0,12.5,3.0,43.5,震荡,,0.3215,-2.05666031054208,-7.0,-0.5
2015-01-15,13.0,13.0,12.5,6.5,45.0,震荡,-9.0,0.3374,-1.35434509535228,1.0,-0.5
2015-01-16,13.0,12.0,12.5,7.5,45.0,震荡,-9.0,0.2929,-0.677648614401409,2.0,-0.5
2015-01-19,13.0,12.0,8.0,5.5,38.5,下行,-9.0,0.2724,-1.06596942880129,-1.0,-0.5
2015-01-20,13.0,12.0,8.0,5.5,38.5,下行,-9.0,0.2775,-1.2119891152149,-2.0,-0.5
2015-01-21,13.0,12.0,7.0,5.5,37.5,下行,-9.0,0.2763,-1.006600130505,-3.0,-0.5
2015-01-22,13.0,12.0,7.0,5.5,37.5,下行,-9.0,0.2712,-1.14439181859073,-4.0,-0.5
2015-01-23,13.0,12.0,7.0,6.5,38.5,下行,-9.0,0.2779,-1.31277272391094,1.0,-0.5
2015-01-26,13.0,12.0,9.5,15.0,49.5,震荡,-9.0,0.2911,-0.473927627566572,2.0,1.0
2015-01-27,13.0,13.0,9.5,11.0,46.5,震荡,-9.0,0.3068,-0.0228499693039635,-1.0,0.5
2015-01-28,13.0,13.0,9.5,11.0,46.5,震荡,-9.0,0.3434,-0.0632745732268206,-2.0,0.5
2015-01-29,13.0,13.0,9.5,5.0,40.5,下行,-9.0,0.3561,-0.16820466873612,-3.0,-1.0
2015-01-30,13.0,13.0,8.0,7.0,41.0,下行,-9.0,0.3466,-0.355978566343186,-4.0,-0.5
2015-02-02,13.0,13.0,8.0,4.5,38.5,下行,-9.0,0.3312,-0.901558769835691,-5.0,-0.5
2015-02-03,13.0,13.0,7.0,4.5,37.5,下行,-9.0,0.3101,-1.23451078875193,-6.0,-0.5
2015-02-04,13.0,13.0,7.0,3.0,36.0,下行,-9.0,0.3301,-1.53372795851749,-7.0,-0.5
2015-02-05,13.0,13.0,7.0,3.0,36.0,下行,-9.0,0.3198,-1.7329718036479,-8.0,-0.5
2015-02-06,13.0,13.0,8.0,3.0,37.0,下行,-9.0,0.3259,-1.92069043321297,-9.0,-0.5
2015-02-09,13.0,13.0,8.0,3.0,37.0,下行,-9.0,0.3089,-1.74441673279673,-10.0,-0.5
2015-02-10,13.0,10.0,9.5,3.0,35.5,下行,-9.0,0.3197,-1.60675691047661,-11.0,-0.5
2015-02-11,13.0,9.0,9.5,4.5,36.0,下行,-9.0,0.2918,-1.3718772305496,-12.0,-0.5
2015-02-12,13.0,9.0,9.5,10.5,42.0,震荡,-9.0,0.2918,-1.31496017876582,-13.0,1.0
2015-02-13,13.0,9.0,8.5,10.5,41.0,下行,-9.0,0.2692,-1.23795830337885,1.0,0.5
2015-02-16,13.0,9.0,11.0,11.5,44.5,震荡,-9.0,0.2847,-0.660541990567817,2.0,0.5
2015-02-17,13.0,9.0,9.5,13.0,44.5,震荡,-9.0,0.2629,-0.265903638833488,3.0,0.5
2015-02-25,13.0,9.0,10.5,13.0,45.5,震荡,-9.0,0.2966,-0.215663853869645,4.0,0.5
2015-02-26,13.0,10.0,8.5,15.0,46.5,震荡,-9.0,0.3069,0.1001538595523802,5.0,0.5
2015-02-27,13.0,9.0,12.0,17.0,51.0,震荡,-9.0,0.2959,0.3974435499133694,6.0,0.5
2015-03-02,13.0,9.0,13.5,17.0,52.5,震荡,-9.0,0.2924,0.1103384195473357,7.0,0.5
2015-03-03,13.0,10.0,15.0,15.0,53.0,震荡,-9.0,0.3179,-0.185469614860771,8.0,0.5
2015-03-04,13.0,9.0,15.0,15.0,52.0,震荡,-9.0,0.2941,-0.0536698578474201,9.0,0.5
2015-03-05,13.0,10.0,15.0,15.0,53.0,震荡,-9.0,0.31,-0.0522019053695659,10.0,0.5
2015-03-06,13.0,10.0,15.0,17.0,55.0,震荡,-9.0,0.311,0.0145007395377212,11.0,0.5
2015-03-09,13.0,10.0,15.0,17.0,55.0,震荡,-9.0,0.3194,0.3001957798564111,12.0,0.5
2015-03-10,13.0,12.0,15.0,19.0,59.0,震荡偏强,-9.0,0.3391,0.5255059083122843,13.0,0.5
2015-03-11,13.0,12.0,17.0,19.0,61.0,震荡偏强,-9.0,0.3089,0.6893749183635142,14.0,0.5
2015-03-12,13.0,12.0,15.0,19.0,59.0,震荡偏强,-9.0,0.3124,0.9938050401149076,15.0,0.5
2015-03-13,13.0,12.0,17.0,21.0,63.0,震荡偏强,-9.0,0.3277,1.3686713448935708,16.0,0.5
2015-03-16,13.0,12.0,17.0,23.0,65.0,震荡偏强,-9.0,0.3651,1.6034816806917225,17.0,0.5
2015-03-17,13.0,12.0,15.5,23.0,63.5,震荡偏强,-9.0,0.3753,1.961067467652491,18.0,0.5
2015-03-18,13.0,12.0,13.5,23.0,61.5,震荡偏强,-9.0,0.3832,2.363861742915617,19.0,0.5
2015-03-19,13.0,12.0,13.5,23.0,61.5,震荡偏强,-9.0,0.3719,2.5627765327817027,20.0,0.5
2015-03-20,13.0,12.0,15.0,23.0,63.0,震荡偏强,-9.0,0.3369,2.7032438926712063,21.0,0.5
2015-03-23,13.0,12.0,15.0,23.0,63.0,震荡偏强,-9.0,0.3188,2.8375859173770093,22.0,0.5
2015-03-24,13.0,12.0,15.0,23.0,63.0,震荡偏强,-9.0,0.3107,2.950174206158122,23.0,0.5
2015-03-25,13.0,12.0,15.0,23.0,63.0,震荡偏强,-9.0,0.3262,2.9921991607761464,24.0,0.5
2015-03-26,13.0,12.0,17.0,23.0,65.0,震荡偏强,-9.0,0.3511,2.942741890301986,25.0,0.5
2015-03-27,13.0,12.0,17.0,23.0,65.0,震荡偏强,-9.0,0.3528,2.899479152159995,26.0,0.5
2015-03-30,13.0,12.0,15.0,23.0,63.0,震荡偏强,-9.0,0.3549,2.9225766276897507,27.0,0.5
2015-03-31,13.0,12.0,17.0,26.0,68.0,震荡偏强,-9.0,0.3832,3.067864463674032,28.0,0.5
2015-04-01,13.0,12.0,17.0,26.0,68.0,震荡偏强,-9.0,0.3445,3.21972027398384,29.0,0.5
2015-04-02,13.0,12.0,16.0,26.0,67.0,震荡偏强,-9.0,0.3262,3.5430017551736768,30.0,0.5
2015-04-03,13.0,12.0,16.0,28.0,69.0,震荡偏强,-9.0,0.3539,3.9302728453876017,31.0,0.5
2015-04-07,13.0,12.0,16.0,28.0,69.0,震荡偏强,-9.0,0.3705,4.18274466568967,32.0,0.5
2015-04-08,11.5,12.0,16.0,28.0,67.5,震荡偏强,-9.0,0.4527,4.436791735073877,33.0,0.5
2015-04-09,11.5,13.0,16.0,28.0,68.5,震荡偏强,-9.0,0.5049,4.588201011947313,34.0,0.5
2015-04-10,11.5,12.0,16.0,28.0,67.5,震荡偏强,-9.0,0.4862,4.7502660937438455,35.0,0.5
2015-04-13,11.5,12.0,16.0,28.0,67.5,震荡偏强,-9.0,0.4495,4.857276799666623,36.0,0.5
2015-04-14,11.5,12.0,16.0,28.0,67.5,震荡偏强,-9.0,0.4551,4.843330580218875,37.0,0.5
2015-04-15,11.5,12.0,16.0,28.0,67.5,震荡偏强,-8.7,0.4542,4.643226870135332,38.0,0.5
2015-04-16,11.5,12.0,16.0,28.0,67.5,震荡偏强,-8.7,0.4242,4.5502900129176425,39.0,0.5
2015-04-17,11.5,12.0,14.5,28.0,66.0,震荡偏强,-8.7,0.3681,4.536103166240143,40.0,0.5
2015-04-20,11.5,12.0,11.0,28.0,62.5,震荡偏强,-8.7,0.3362,4.263431111994251,41.0,0.5
2015-04-21,11.5,12.0,9.5,28.0,61.0,震荡偏强,-8.7,0.3426,4.128457306040052,42.0,0.5
2015-04-22,11.5,12.0,9.5,28.0,61.0,震荡偏强,-8.7,0.3269,4.260100639992192,43.0,0.5
2015-04-23,11.5,12.0,9.5,28.0,61.0,震荡偏强,-8.7,0.322,4.3570952698201,44.0,0.5
2015-04-24,11.5,12.0,11.0,28.0,62.5,震荡偏强,-8.7,0.3616,4.305668890702257,45.0,0.5
2015-04-27,11.5,12.0,12.5,28.0,64.0,震荡偏强,-8.7,0.3728,4.526234292180323,46.0,0.5
2015-04-28,11.5,12.0,11.0,28.0,62.5,震荡偏强,-8.7,0.3696,4.500265973166252,47.0,0.5
2015-04-29,11.5,12.0,11.0,28.0,62.5,震荡偏强,-8.7,0.3952,4.399981256735844,48.0,0.5
2015-04-30,11.5,12.0,11.0,28.0,62.5,震荡偏强,-8.7,0.4024,4.190268362893498,49.0,0.5
2015-05-04,11.5,12.0,12.5,22.0,58.0,震荡偏强,-8.7,0.4379,4.045098941555468,50.0,-1.0
2015-05-05,11.5,12.0,12.5,24.0,60.0,震荡偏强,-8.7,0.4486,3.541678536835513,51.0,-0.5
2015-05-06,11.5,13.0,12.5,16.0,53.0,震荡,-8.7,0.5164,3.130019682812605,-1.0,-0.5
2015-05-07,13.0,13.0,12.5,13.0,51.5,震荡,-8.7,0.5237,2.515709156193893,-2.0,-0.5
2015-05-08,11.5,12.0,13.5,13.0,50.0,震荡,-8.7,0.4768,2.1089102292729587,-3.0,-0.5
2015-05-11,11.5,13.0,10.0,14.0,48.5,震荡,-8.7,0.5147,1.7271882878499525,1.0,-0.5
2015-05-12,11.5,13.0,10.0,15.0,49.5,震荡,-8.7,0.6103,1.6068146550300897,2.0,-0.5
2015-05-13,11.5,13.0,10.0,15.0,49.5,震荡,-8.7,0.6863,1.5718062060568831,3.0,-0.5
2015-05-14,11.5,13.0,10.0,15.0,49.5,震荡,-8.7,0.7555,1.6910750640310035,4.0,-0.5
2015-05-15,11.5,14.0,13.5,11.0,50.0,震荡,-6.4,0.8281,1.4489116796683168,-1.0,-0.5
2015-05-18,11.5,14.0,13.5,11.0,50.0,震荡,-6.4,0.8124,1.0315441640035747,-2.0,-0.5
2015-05-19,11.5,13.0,13.5,12.0,50.0,震荡,-6.4,0.7517,0.9152648852398672,1.0,-0.5
2015-05-20,11.5,13.0,13.5,13.0,51.0,震荡,-6.4,0.7844,0.7710416621671301,2.0,-0.5
2015-05-21,11.5,13.0,15.0,13.0,52.5,震荡,-6.4,0.7841,0.5693865908919595,3.0,-0.5
2015-05-22,11.5,14.0,12.5,19.0,57.0,震荡,-6.4,0.8082,0.7334674080208119,4.0,1.0
2015-05-25,11.5,14.0,10.5,17.0,53.0,震荡,-6.4,0.8897,1.2049877887398013,5.0,0.5
2015-05-26,11.5,14.0,11.5,19.0,56.0,震荡,-6.4,1.0469,1.372788940408747,6.0,0.5
2015-05-27,11.5,14.0,13.5,21.0,60.0,震荡偏强,-6.4,1.1085,1.685670195893516,7.0,0.5
2015-05-28,11.5,14.0,11.5,21.0,58.0,震荡偏强,-6.4,1.1338,1.6257117171111914,8.0,0.5
2015-05-29,11.5,14.0,11.5,13.0,50.0,震荡,-6.4,1.1497,1.46159184327124,9.0,-1.0
2015-06-01,11.5,14.0,9.5,21.0,56.0,震荡,-6.4,1.1641,1.3522276675135831,10.0,1.0
2015-06-02,11.5,14.0,9.5,21.0,56.0,震荡,-6.4,1.1398,1.5500757038338755,11.0,0.5
2015-06-03,11.5,14.0,9.5,21.0,56.0,震荡,-6.4,1.1809,1.6851268324041817,12.0,0.5
2015-06-04,11.5,14.0,11.5,21.0,58.0,震荡偏强,-6.4,1.1904,2.3663840766678987,13.0,0.5
2015-06-05,11.5,14.0,11.5,21.0,58.0,震荡偏强,-6.4,1.1883,2.9684113054275483,14.0,0.5
2015-06-08,11.5,14.0,11.5,24.0,61.0,震荡偏强,-6.4,1.1789,3.3008527465150888,15.0,0.5
2015-06-09,11.5,14.0,11.5,26.0,63.0,震荡偏强,-6.4,1.2123,3.2415468507262144,16.0,0.5
2015-06-10,11.5,14.0,11.5,26.0,63.0,震荡偏强,-6.4,1.2662,3.218016748196679,17.0,0.5
2015-06-11,11.5,14.0,10.0,26.0,61.5,震荡偏强,-6.4,1.2818,3.0616653978313124,18.0,0.5
2015-06-12,11.5,14.0,11.5,26.0,63.0,震荡偏强,-6.4,1.2948,3.0994839303050443,19.0,0.5
2015-06-15,11.5,14.0,11.5,20.0,57.0,震荡,-6.1,1.3418,3.0654103121255614,20.0,-1.0
2015-06-16,11.5,14.0,11.5,13.0,50.0,震荡,-6.1,1.2773,2.836800646334064,-1.0,-0.5
2015-06-17,11.5,14.0,11.5,13.0,50.0,震荡,-6.1,1.2409,2.62367837096985,-2.0,-0.5
2015-06-18,11.5,14.0,8.5,13.0,47.0,震荡,-6.1,1.2048,2.103256203956967,-3.0,-0.5
2015-06-19,11.5,14.0,8.0,11.0,44.5,震荡,-6.1,1.2538,1.056617238918407,-4.0,-0.5
2015-06-23,11.5,14.0,8.0,8.0,41.5,下行,-6.1,1.281,0.1231466430225217,-5.0,-0.5
2015-06-24,11.5,14.0,5.5,6.0,37.0,下行,-6.1,1.2789,-0.484144988166424,-6.0,-0.5
2015-06-25,11.5,14.0,3.5,4.5,33.5,下行,-6.1,1.2776,-1.31009921139659,-7.0,-0.5
2015-06-26,11.5,14.0,4.0,3.0,32.5,下行,-6.1,1.2854,-1.84484528523242,-8.0,-0.5
2015-06-29,11.5,14.0,4.0,3.0,32.5,下行,-6.1,1.276,-2.14998921082057,-9.0,-0.5
2015-06-30,11.5,14.0,3.0,3.0,31.5,下行,-6.1,1.2546,-2.41464134605923,-10.0,-0.5
2015-07-01,11.5,14.0,3.0,3.0,31.5,下行,-6.1,1.261,-3.07787952948606,-11.0,-0.5
2015-07-02,13.0,14.0,4.0,3.0,34.0,下行,-6.1,1.2742,-3.62358353078807,-12.0,-0.5
2015-07-03,13.0,14.0,4.0,3.0,34.0,下行,-6.1,1.2106,-4.42040678101158,-13.0,-0.5
2015-07-06,13.0,14.0,3.0,3.0,33.0,下行,-6.1,1.1753,-4.96782341973899,-14.0,-0.5
2015-07-07,13.0,14.0,1.5,2.0,30.5,下行,-6.1,1.0647,-5.87642171493103,-15.0,-0.5
2015-07-08,13.0,14.0,1.5,2.0,30.5,下行,-6.1,0.8773,-6.7900668926968,-16.0,-0.5
2015-07-09,13.0,14.0,1.5,2.0,30.5,下行,-6.1,0.8951,-7.31699790149363,-17.0,-0.5
2015-07-10,11.5,14.0,1.5,2.0,29.0,下行,-6.1,0.899,-7.22280116715299,-18.0,-0.5
2015-07-13,11.5,14.0,0.5,2.0,28.0,下行,-6.1,0.8589,-7.21578803029343,-19.0,-0.5
2015-07-14,13.0,14.0,0.5,2.0,29.5,下行,-6.1,0.8859,-6.85606547542527,-20.0,-0.5
2015-07-15,13.0,14.0,1.0,2.0,30.0,下行,-7.5,0.9066,-6.215318739896,-21.0,-0.5
2015-07-16,13.0,14.0,2.0,8.0,37.0,下行,-7.5,0.8725,-5.89906658231502,-22.0,1.0
2015-07-17,13.0,14.0,2.0,6.0,35.0,下行,-7.5,0.8616,-5.564478989992,-23.0,0.5
2015-07-20,13.0,14.0,2.0,9.0,38.0,下行,-7.5,0.8461,-4.89399192860797,1.0,0.5
2015-07-21,11.5,14.0,3.5,10.0,39.0,下行,-7.5,0.8891,-4.41643281041542,2.0,0.5
2015-07-22,13.0,14.0,4.5,10.0,41.5,下行,-7.5,0.8845,-3.99147429476578,3.0,0.5
2015-07-23,11.5,14.0,6.0,10.0,41.5,下行,-7.5,0.8871,-3.23292130590676,4.0,0.5
2015-07-24,13.0,14.0,6.0,10.0,43.0,震荡,-7.5,0.8737,-2.56913470115969,5.0,0.5
2015-07-27,13.0,14.0,3.5,8.0,38.5,下行,-7.5,0.8886,-2.53884771694954,-1.0,0.5
2015-07-28,13.0,14.0,1.0,8.0,36.0,下行,-7.5,0.8742,-2.65798719738172,-2.0,0.5
2015-07-29,13.0,14.0,1.0,8.0,36.0,下行,-7.5,0.8971,-2.11206948842063,-3.0,0.5
2015-07-30,13.0,14.0,0.5,8.0,35.5,下行,-7.5,0.8817,-1.9623855782943,-4.0,0.5
2015-07-31,13.0,14.0,0.5,1.0,28.5,下行,-7.5,0.9045,-1.89220533479825,-5.0,-1.0
2015-08-03,13.0,14.0,0.5,3.0,30.5,下行,-7.5,0.8703,-1.64835164835164,-6.0,-0.5
2015-08-04,13.0,14.0,1.5,10.5,39.0,下行,-7.5,0.866,-0.679860072435996,-7.0,1.0
2015-08-05,13.0,14.0,2.0,12.0,41.0,下行,-7.5,0.8951,0.138802825628957,-8.0,0.5
2015-08-06,13.0,14.0,2.0,14.0,43.0,震荡,-7.5,0.9024,0.53833625501971,-9.0,0.5
2015-08-07,13.0,14.0,3.0,12.0,42.0,震荡,-7.5,0.9095,0.3297455359920415,-10.0,0.5
2015-08-10,13.0,14.0,8.5,14.0,49.5,震荡,-7.5,0.9274,0.4389465283319769,1.0,0.5
2015-08-11,13.0,14.0,8.5,15.0,50.5,震荡,-7.5,0.9131,0.1742398785299051,2.0,0.5
2015-08-12,13.0,14.0,8.5,13.0,48.5,震荡,-7.5,0.8944,-0.248756218905464,3.0,0.5
2015-08-13,13.0,14.0,8.5,13.0,48.5,震荡,-7.5,0.8935,-0.233719981203476,4.0,0.5
2015-08-14,13.0,14.0,8.5,13.0,48.5,震荡,-7.5,0.8836,-0.0632518913555816,5.0,0.5
2015-08-17,13.0,14.0,8.5,15.0,50.5,震荡,-7.5,0.9219,-0.0546285260230262,6.0,0.5
2015-08-18,13.0,14.0,7.0,11.0,45.0,震荡,-7.5,0.9132,-0.467144578762308,-1.0,0.5
2015-08-19,13.0,14.0,6.0,9.5,42.5,震荡,-7.5,0.9219,-0.951601096760583,-2.0,0.5
2015-08-20,13.0,14.0,4.5,8.0,39.5,下行,-7.5,0.9068,-1.65598621664166,-3.0,0.5
2015-08-21,13.0,14.0,3.5,2.0,32.5,下行,-7.5,0.9002,-2.27230419836433,-4.0,-1.0
2015-08-24,14.5,14.0,4.0,3.0,35.5,下行,-7.5,0.856,-2.84720496894409,-5.0,-0.5
2015-08-25,14.5,14.0,4.0,3.0,35.5,下行,-7.5,0.8398,-3.45636788036899,-6.0,-0.5
2015-08-26,14.5,14.0,5.5,3.0,37.0,下行,-7.5,0.8251,-4.27261567753087,-7.0,-0.5
2015-08-27,14.5,13.0,5.5,3.0,36.0,下行,-7.5,0.7821,-4.42646298887083,-8.0,-0.5
2015-08-28,14.5,13.0,5.5,3.0,36.0,下行,-7.5,0.7722,-4.27693401737188,-9.0,-0.5
2015-08-31,14.5,13.0,5.5,3.0,36.0,下行,-7.5,0.7183,-4.2003375613748,-10.0,-0.5
2015-09-01,14.5,12.0,5.5,3.0,35.0,下行,-7.5,0.6811,-3.93566404633842,-11.0,-0.5
2015-09-02,14.5,12.0,4.0,3.0,33.5,下行,-7.5,0.68,-3.48978710597595,-12.0,-0.5
2015-09-07,14.5,12.0,4.0,3.0,33.5,下行,-7.5,0.7015,-3.50393648867847,-13.0,-0.5
2015-09-08,14.5,12.0,5.5,3.0,35.0,下行,-7.5,0.7138,-3.69196073228972,-14.0,-0.5
2015-09-09,14.5,12.0,4.0,8.0,38.5,下行,-7.5,0.6987,-4.04682140330738,-15.0,1.0
2015-09-10,14.5,13.0,6.0,6.0,39.5,下行,-7.5,0.6942,-4.2086137281292,-16.0,0.5
2015-09-11,14.5,13.0,11.0,6.0,44.5,震荡,-7.5,0.703,-4.40913281631326,-17.0,0.5
2015-09-14,14.5,13.0,6.0,6.0,39.5,下行,-7.5,0.6804,-4.79828349641939,-18.0,0.5
2015-09-15,14.5,14.0,6.0,6.0,40.5,下行,-4.0,0.6505,-5.32391145639626,-19.0,0.5
2015-09-16,14.5,14.0,5.5,6.0,40.0,下行,-4.0,0.6484,-5.45687220931689,-20.0,0.5
2015-09-17,14.5,14.0,6.0,6.0,40.5,下行,-4.0,0.659,-5.27166200665982,-21.0,0.5
2015-09-18,14.5,14.0,6.0,6.0,40.5,下行,-4.0,0.6428,-5.27487802110517,-22.0,0.5
2015-09-21,14.5,14.0,7.0,9.0,44.5,震荡,-4.0,0.6364,-4.81187465009116,1.0,0.5
2015-09-22,14.5,14.0,9.5,10.0,48.0,震荡,-4.0,0.648,-3.90356747948552,2.0,0.5
2015-09-23,14.5,14.0,8.5,8.0,45.0,震荡,-4.0,0.6243,-2.78807674199623,-1.0,0.5
2015-09-24,14.5,14.0,7.0,8.0,43.5,震荡,-4.0,0.6176,-1.50694887349639,-2.0,0.5
2015-09-25,14.5,14.0,4.5,11.0,44.0,震荡,-4.0,0.6152,-0.305457812383013,-3.0,0.5
2015-09-28,14.5,14.0,6.5,13.0,48.0,震荡,-4.0,0.5873,0.4177411814384213,-4.0,0.5
2015-09-29,14.5,14.0,5.5,14.0,48.0,震荡,-4.0,0.5454,0.5056851731290184,-5.0,0.5
2015-09-30,14.5,14.0,5.5,12.0,46.0,震荡,-4.0,0.5647,0.2058329423516455,-6.0,0.5
2015-10-08,14.5,14.0,6.5,12.0,47.0,震荡,-4.0,0.5821,-0.362924478578417,1.0,0.5
2015-10-09,14.5,14.0,9.0,11.5,49.0,震荡,-4.0,0.509,-0.615791291809994,2.0,0.5
2015-10-12,14.5,14.0,11.5,13.0,53.0,震荡,-4.0,0.5052,-0.276334364581139,3.0,0.5
2015-10-13,14.5,13.0,11.5,15.0,54.0,震荡,-4.0,0.4705,0.2048717292077967,4.0,0.5
2015-10-14,14.5,13.0,13.0,15.0,55.5,震荡,-4.0,0.4151,0.4908698213233812,5.0,0.5
2015-10-15,14.5,14.0,13.0,19.0,60.5,震荡偏强,-1.69999999999999,0.4906,0.8085968200229681,6.0,0.5
2015-10-16,14.5,14.0,13.0,19.0,60.5,震荡偏强,-1.69999999999999,0.4866,1.1107584893684563,7.0,0.5
2015-10-19,14.5,14.0,10.5,19.0,58.0,震荡偏强,-1.69999999999999,0.4978,1.240926478118126,8.0,0.5
2015-10-20,14.5,14.0,10.5,21.0,60.0,震荡偏强,-1.69999999999999,0.4475,1.7588959545392908,9.0,0.5
2015-10-21,14.5,14.0,10.5,21.0,60.0,震荡偏强,-1.69999999999999,0.4504,2.0094989028165937,10.0,0.5
2015-10-22,14.5,14.0,10.5,21.0,60.0,震荡偏强,-1.69999999999999,0.4457,2.1949354563036905,11.0,0.5
2015-10-23,14.5,14.0,10.5,21.0,60.0,震荡偏强,-1.69999999999999,0.4301,2.410845066212321,12.0,0.5
2015-10-26,14.5,14.0,10.5,21.0,60.0,震荡偏强,-1.69999999999999,0.4295,2.3725939368696563,13.0,0.5
2015-10-27,14.5,14.0,10.5,21.0,60.0,震荡偏强,-1.69999999999999,0.4308,2.0830563311616235,14.0,0.5
2015-10-28,14.5,14.0,12.5,21.0,62.0,震荡偏强,-1.69999999999999,0.4326,2.2395426618143395,15.0,0.5
2015-10-29,14.5,15.0,11.0,23.0,63.5,震荡偏强,-1.69999999999999,0.5066,2.1962061528981893,16.0,0.5
2015-10-30,13.0,15.0,11.0,23.0,62.0,震荡偏强,-1.69999999999999,0.512,2.164363169339876,17.0,0.5
2015-11-02,14.5,14.0,9.5,23.0,61.0,震荡偏强,-1.69999999999999,0.4911,2.09819677133432,18.0,0.5
2015-11-03,14.5,14.0,8.5,11.0,48.0,震荡,-1.69999999999999,0.4955,2.120146456533388,-1.0,-1.0
2015-11-04,13.0,15.0,9.0,20.0,57.0,震荡,-1.69999999999999,0.5276,2.392241068726484,1.0,1.0
2015-11-05,13.0,15.0,9.0,19.0,56.0,震荡,-1.69999999999999,0.5051,2.614125753660665,2.0,0.5
2015-11-06,13.0,15.0,9.0,19.0,56.0,震荡,-1.69999999999999,0.5064,2.7956344104454223,3.0,0.5
2015-11-09,13.0,15.0,10.5,19.0,57.5,震荡,-1.69999999999999,0.5212,2.947413363694605,4.0,0.5
2015-11-10,13.0,14.0,9.5,22.0,58.5,震荡偏强,-1.69999999999999,0.5037,3.065302420497723,5.0,0.5
2015-11-11,13.0,13.0,9.5,21.0,56.5,震荡,-1.69999999999999,0.4248,2.955623425426818,6.0,0.5
2015-11-12,13.0,13.0,11.5,21.0,58.5,震荡偏强,-1.69999999999999,0.4481,2.748982247030659,7.0,0.5
2015-11-13,13.0,13.0,11.5,21.0,58.5,震荡偏强,-1.69999999999999,0.4298,2.356897677844328,8.0,0.5
2015-11-16,13.0,13.0,11.5,21.0,58.5,震荡偏强,-1.69999999999999,0.4244,2.1510727715107243,9.0,0.5
2015-11-17,13.0,13.0,11.5,21.0,58.5,震荡偏强,-1.69999999999999,0.4156,1.8438819145571688,10.0,0.5
2015-11-18,13.0,13.0,10.0,15.0,51.0,震荡,-1.69999999999999,0.4246,1.5980642780002916,11.0,-1.0
2015-11-19,13.0,13.0,10.0,17.0,53.0,震荡,-1.69999999999999,0.4094,1.5494376821065865,12.0,-0.5
2015-11-20,13.0,13.0,10.0,17.0,53.0,震荡,-1.69999999999999,0.4061,1.5192451293191274,13.0,-0.5
2015-11-23,13.0,13.0,10.0,15.0,51.0,震荡,-1.69999999999999,0.4043,1.4169328208737229,14.0,-0.5
2015-11-24,13.0,13.0,8.5,15.0,49.5,震荡,-1.69999999999999,0.3983,1.4000648053140463,15.0,-0.5
2015-11-25,13.0,13.0,8.5,17.0,51.5,震荡,-1.69999999999999,0.3603,1.396663078579101,16.0,-0.5
2015-11-26,13.0,13.0,8.5,17.0,51.5,震荡,-1.69999999999999,0.3268,1.3461332189209547,17.0,-0.5
2015-11-27,14.5,13.0,4.0,11.0,42.5,震荡,-1.69999999999999,0.3476,1.1193730441062444,-1.0,-0.5
2015-11-30,14.5,13.0,5.0,11.0,43.5,震荡,-1.69999999999999,0.3254,1.0088205073459702,-2.0,-0.5
2015-12-01,13.0,13.0,5.0,11.0,42.0,震荡,-1.69999999999999,0.3623,0.9706411024565572,-3.0,-0.5
2015-12-02,13.0,13.0,6.0,11.0,43.0,震荡,-1.69999999999999,0.3641,0.7444465086653255,-4.0,-0.5
2015-12-03,13.0,13.0,6.0,10.0,42.0,震荡,-1.69999999999999,0.3951,0.4828808805630314,1.0,-0.5
2015-12-04,13.0,13.0,6.0,9.0,41.0,下行,-1.69999999999999,0.4041,0.283027601803945,-1.0,-0.5
2015-12-07,13.0,13.0,6.0,7.0,39.0,下行,-1.69999999999999,0.4039,-0.0396327366404665,-2.0,-0.5
2015-12-08,13.0,13.0,7.5,7.0,40.5,下行,-1.69999999999999,0.3952,-0.493182477516691,-3.0,-0.5
2015-12-09,13.0,14.0,7.5,5.5,40.0,下行,-1.69999999999999,0.3954,-0.861444434199611,-4.0,-0.5
2015-12-10,13.0,14.0,7.5,4.5,39.0,下行,-1.69999999999999,0.4045,-1.119113135755,-5.0,-0.5
2015-12-11,14.5,14.0,8.5,4.5,41.5,下行,-1.69999999999999,0.4078,-1.14078470161555,-6.0,-0.5
2015-12-14,13.0,14.0,10.0,6.5,43.5,震荡,-1.69999999999999,0.43,-1.00178418026827,1.0,-0.5
2015-12-15,13.0,15.0,9.0,5.5,42.5,震荡,2.0,0.4134,-0.83222899549428,-1.0,-0.5
2015-12-16,13.0,15.0,11.0,5.5,44.5,震荡,2.0,0.4223,-0.62977479572179,-2.0,-0.5
