date,yield_1y,yield_2y,yield_10y
2025-11-11,1.4048,1.4384,1.8119
2025-11-12,1.409,1.438,1.8071
2025-11-13,1.409,1.4405,1.8126
2025-11-14,1.4104,1.4397,1.814
2025-11-17,1.4064,1.4381,1.8109
2025-11-18,1.4056,1.4381,1.8121
2025-11-19,1.4027,1.4386,1.8179
2025-11-20,1.404,1.4356,1.8135
2025-11-21,1.4008,1.4348,1.8166
2025-11-24,1.4034,1.4348,1.821
2025-11-25,1.4052,1.4338,1.8301
2025-11-26,1.4067,1.4368,1.8462
2025-11-27,1.4093,1.4501,1.8537
2025-11-28,1.4017,1.4351,1.8412
2025-12-01,1.4116,1.4353,1.8366
2025-12-02,1.4081,1.4369,1.8442
2025-12-03,1.4116,1.4329,1.8519
2025-12-04,1.4034,1.4357,1.8718
2025-12-05,1.4016,1.4205,1.848
2025-12-08,1.4014,1.4155,1.8499
2025-12-09,1.3969,1.4131,1.8425
2025-12-10,1.3951,1.4109,1.8447
2025-12-11,1.3879,1.4109,1.8404
2025-12-12,1.3879,1.4161,1.8396
2025-12-15,1.3872,1.4214,1.8488
2025-12-16,1.3822,1.4213,1.8458
2025-12-17,1.3797,1.4136,1.834
2025-12-18,1.3747,1.3986,1.8356
2025-12-19,1.3547,1.3941,1.8308
2025-12-22,1.3547,1.3951,1.8415
2025-12-23,1.3422,1.3856,1.8352
2025-12-24,1.3372,1.3784,1.8356
2025-12-25,1.3072,1.3682,1.8386
2025-12-26,1.2872,1.3627,1.8376
2025-12-29,1.3322,1.3762,1.8584
2025-12-30,1.3372,1.378,1.8582
2025-12-31,1.3372,1.383,1.8473
2026-01-05,1.3562,1.4063,1.8584
2026-01-06,1.3562,1.4406,1.8829
2026-01-07,1.3562,1.475,1.9019
2026-01-08,1.3237,1.4576,1.8905
2026-01-09,1.2887,1.4606,1.8782
2026-01-12,1.2537,1.4601,1.8585
2026-01-13,1.2562,1.4603,1.8519
2026-01-14,1.2712,1.4611,1.8494
2026-01-15,1.2611,1.4485,1.8544
2026-01-16,1.2424,1.4286,1.8424
2026-01-19,1.2884,1.432,1.8393
2026-01-20,1.2738,1.4196,1.8326
2026-01-21,1.2854,1.4218,1.8312
2026-01-22,1.2863,1.4304,1.8425
2026-01-23,1.2819,1.4223,1.8298
2026-01-26,1.2948,1.42,1.8242
2026-01-27,1.3029,1.4231,1.8311
2026-01-28,1.3053,1.416,1.8164
2026-01-29,1.3008,1.4063,1.8174
2026-01-30,1.2999,1.4014,1.8112
2026-02-02,1.3076,1.3996,1.82
2026-02-03,1.3073,1.3893,1.8172
2026-02-04,1.3078,1.3896,1.8193
2026-02-05,1.3104,1.3806,1.8169
2026-02-06,1.3207,1.3809,1.8102
2026-02-09,1.3153,1.3788,1.8114
2026-02-10,1.3151,1.3788,1.8094
2026-02-11,1.3141,1.3788,1.7994
2026-02-12,1.3164,1.3759,1.7893
2026-02-13,1.3168,1.3761,1.7928
2026-02-24,1.315,1.3744,1.8023
2026-02-25,1.3218,1.3806,1.8158
2026-02-26,1.3272,1.3856,1.8288
2026-02-27,1.3216,1.3826,1.7877
2026-03-02,1.3093,1.3727,1.7761
2026-03-03,1.3018,1.3628,1.7807
2026-03-04,1.2918,1.358,1.7768
2026-03-05,1.2918,1.3629,1.7779
2026-03-06,1.2858,1.3629,1.781
2026-03-09,1.2868,1.3742,1.8054
2026-03-10,1.2818,1.3782,1.8055
2026-03-11,1.2768,1.3781,1.8075
2026-03-12,1.2643,1.3754,1.8052
2026-03-13,1.2768,1.3704,1.8143
2026-03-16,1.2768,1.3771,1.8312
2026-03-17,1.2693,1.3641,1.8314
2026-03-18,1.2618,1.3521,1.8175
2026-03-19,1.2568,1.3471,1.8252
2026-03-20,1.2568,1.3451,1.8299
2026-03-23,1.2568,1.3563,1.8316
2026-03-24,1.2618,1.3481,1.8272
2026-03-25,1.2668,1.3428,1.8233
2026-03-26,1.2568,1.3356,1.8194
2026-03-27,1.2518,1.3228,1.8172
2026-03-30,1.2112,1.2931,1.8063
2026-03-31,1.2212,1.3088,1.8171
2026-04-01,1.2312,1.3326,1.8244
2026-04-02,1.2412,1.3296,1.8209
2026-04-03,1.2362,1.3339,1.8199
2026-04-07,1.2213,1.343,1.8171
2026-04-08,1.2138,1.3605,1.8136
2026-04-09,1.2063,1.3597,1.8192
2026-04-10,1.2113,1.3594,1.8128
2026-04-13,1.1938,1.3569,1.7933
2026-04-14,1.1888,1.3525,1.7829
2026-04-15,1.1613,1.3427,1.7809
2026-04-16,1.1613,1.3397,1.7812
2026-04-17,1.1613,1.325,1.7623
2026-04-20,1.1613,1.3259,1.7627
2026-04-21,1.1538,1.3199,1.751
2026-04-22,1.1513,1.3031,1.7389
2026-04-23,1.1488,1.2926,1.7548
2026-04-24,1.1438,1.2779,1.7601
2026-04-27,1.1463,1.2959,1.7697
2026-04-28,1.1513,1.296,1.7654
2026-04-29,1.1667,1.2745,1.7444
2026-04-30,1.162,1.2802,1.7473
2026-05-06,1.1782,1.2882,1.7654
2026-05-07,1.1814,1.289,1.7631
2026-05-08,1.1871,1.2942,1.7648
2026-05-11,1.1897,1.2922,1.7622
2026-05-12,1.1945,1.289,1.7592
2026-05-13,1.2057,1.2897,1.7514
2026-05-14,1.2106,1.2952,1.7588
2026-05-15,1.2066,1.2917,1.7658
2026-05-18,1.2032,1.2932,1.7585
2026-05-19,1.1924,1.2889,1.7345
2026-05-20,1.1785,1.2882,1.7382
2026-05-21,1.1768,1.2874,1.7448
2026-05-22,1.175,1.302,1.7519
2026-05-25,1.1797,1.2976,1.7484
2026-05-26,1.1747,1.2976,1.7405
2026-05-27,1.1672,1.2803,1.7216
2026-05-28,1.1563,1.2628,1.7193
2026-05-29,1.1578,1.2705,1.709
2026-06-01,1.1588,1.2709,1.7009
2026-06-02,1.1588,1.2709,1.7009
2026-06-03,1.1588,1.2709,1.7009
2026-06-04,1.1588,1.2709,1.7009
2026-06-05,1.1588,1.2709,1.7009
2026-06-08,1.1588,1.2709,1.7009
2026-06-09,1.1588,1.2709,1.7009
2026-06-10,1.1588,1.2709,1.7009
2026-06-11,1.1588,1.2709,1.7009
2026-06-12,1.1588,1.2709,1.7009
2026-06-15,1.1588,1.2709,1.7009
2026-06-16,1.1588,1.2709,1.7009
2026-06-17,1.1588,1.2709,1.7009
2026-06-18,1.1588,1.2709,1.7009
2026-06-22,1.1588,1.2709,1.7009
2026-06-23,1.1588,1.2709,1.7009
2026-06-24,1.1588,1.2709,1.7009
2026-06-25,1.1588,1.2709,1.7009
2026-06-26,1.1588,1.2709,1.7009
2026-06-29,1.1588,1.2709,1.7009
2026-06-30,1.1588,1.2709,1.7009
2026-07-01,1.1588,1.2709,1.7009
2026-07-02,1.1588,1.2709,1.7009
2026-07-03,1.1588,1.2709,1.7009
2026-07-06,1.1588,1.2709,1.7009
2026-07-07,1.1588,1.2709,1.7009
2026-07-08,1.1588,1.2709,1.7009
2026-07-09,1.1588,1.2709,1.7009
2026-07-10,1.1588,1.2709,1.7009
