date,hs300_pe,hs300_pb,zz500_pe,zz500_pb,hs300_erp,hs300_pe_quantile,hs300_pb_quantile,zz500_pe_quantile,zz500_pb_quantile,kc50_pe_quantile,kc50_pe_p80,kc50_pe_p50,kc50_pe_p20,kc50_pb,kc50_pb_quantile,kc50_pb_p80,kc50_pb_p50,kc50_pb_p20,kc50_ps,kc50_ps_quantile,kc50_ps_p80,kc50_ps_p50,kc50_ps_p20,kc50_div_yield,kc50_div_quantile,kc50_div_p80,kc50_div_p50,kc50_div_p20
2015-01-05,13.24,1.96,31.82,2.92,3.9277700906344406,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,13.25,1.95,32.16,2.95,3.911869811320755,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,13.31,1.96,32.21,2.96,3.8723480090157767,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08,12.95,1.91,32.02,2.93,4.080507722007722,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09,12.95,1.91,31.82,2.91,4.087207722007722,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12,12.77,1.88,31.37,2.87,4.193753563038372,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13,12.77,1.88,31.8,2.91,4.247253563038372,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14,12.75,1.88,31.64,2.89,4.30203725490196,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15,13.24,1.95,32.07,2.92,4.006470090634441,,,,,,,,,,,,,,,,,,,,,,,
2015-01-16,13.39,1.97,32.51,2.96,3.966559895444361,,,,,,,,,,,,,,,,,,,,,,,
2015-01-19,12.27,1.81,31.2,2.83,4.674959250203749,,,,,,,,,,,,,,,,,,,,,,,
2015-01-20,12.43,1.83,32.31,2.94,4.573952292839904,,,,,,,,,,,,,,,,,,,,,,,
2015-01-21,13.08,1.93,33.14,3.01,4.17805993883792,,,,,,,,,,,,,,,,,,,,,,,
2015-01-22,13.11,1.93,33.55,3.05,4.175665064836004,,,,,,,,,,,,,,,,,,,,,,,
2015-01-23,13.14,1.94,33.18,3.02,4.158350076103501,,,,,,,,,,,,,,,,,,,,,,,
2015-01-26,13.16,1.94,33.93,3.09,4.164684194528875,,,,,,,,,,,,,,,,,,,,,,,
2015-01-27,13.1,1.93,34.1,3.1,4.202687786259542,,,,,,,,,,,,,,,,,,,,,,,
2015-01-28,12.86,1.9,33.88,3.08,4.299349766718507,,,,,,,,,,,,,,,,,,,,,,,
2015-01-29,12.66,1.87,33.66,3.06,4.402294154818326,,,,,,,,,,,,,,,,,,,,,,,
2015-01-30,12.46,1.84,33.3,3.03,4.523782182985554,,,,,,,,,,,,,,,,,,,,,,,
2015-02-02,12.09,1.78,33.17,3.01,4.798398593879239,,,,,,,,,,,,,,,,,,,,,,,
2015-02-03,12.42,1.83,33.78,3.06,4.598229790660225,,,,,,,,,,,,,,,,,,,,,,,
2015-02-04,12.27,1.81,33.66,3.05,4.6910592502037485,,,,,,,,,,,,,,,,,,,,,,,
2015-02-05,12.12,1.79,33.52,3.03,4.84902508250825,,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,11.89,1.75,32.83,2.97,4.9779289318755255,,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,12.0,1.77,32.65,2.95,4.909733333333332,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,12.21,1.8,33.11,2.99,4.760108190008189,,,,,,,,,,,,,,,,,,,,,,,
2015-02-11,12.29,1.81,33.52,3.02,4.7411965012205055,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12,12.33,1.81,33.77,3.04,4.7238000811030005,,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,12.44,1.83,34.24,3.09,4.683385209003216,,,,,,,,,,,,,,,,,,,,,,,
2015-02-16,12.5,1.83,34.84,3.14,4.662599999999999,,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,12.6,1.84,35.35,3.17,4.599207936507936,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,12.49,1.83,35.31,3.17,4.657405124099279,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,12.79,1.87,35.66,3.2,4.4592082877247865,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,12.81,1.87,35.87,3.22,4.4319012490242,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,12.91,1.88,36.7,3.29,4.357633384972889,,,,,,,,,,,,,,,,,,,,,,,
2015-03-03,12.54,1.83,36.59,3.27,4.5722816586921855,,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,12.59,1.84,37.15,3.33,4.555911755361398,,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,12.42,1.81,37.21,3.33,4.614629790660226,,,,,,,,,,,,,,,,,,,,,,,
2015-03-06,12.39,1.81,36.74,3.28,4.595725020177562,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,12.66,1.85,37.17,3.32,4.406694154818325,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,12.54,1.83,37.53,3.36,4.451681658692185,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,12.57,1.83,37.4,3.35,4.508849482895784,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,12.86,1.88,37.4,3.34,4.334849766718508,,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,12.91,1.88,37.81,3.38,4.258033384972889,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,13.18,1.92,38.83,3.47,4.057153414264036,,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,13.36,1.95,39.45,3.53,3.942229940119762,,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,13.66,1.99,40.17,3.59,3.768744216691069,,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,13.62,1.99,40.48,3.62,3.807343906020558,,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,13.75,2.0,41.07,3.67,3.776927272727273,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,14.09,2.04,41.98,3.75,3.6039320794889993,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,14.1,2.04,42.64,3.78,3.608098581560284,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,13.91,2.0,43.12,3.82,3.6853726096333568,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,14.01,2.01,42.82,3.79,3.5937587437544614,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,14.2,2.01,43.47,3.78,3.474453521126761,,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,14.62,2.06,44.1,3.8,3.2550452804377565,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,14.46,2.03,44.27,3.8,3.267329322268326,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,14.68,2.06,45.26,3.88,3.2122891008174395,,,,,,,,,,,,,,,,,,,,,,,
2015-04-02,14.67,2.06,46.12,3.95,3.272832583503749,,,,,,,,,,,,,,,,,,,,,,,
2015-04-03,14.75,2.07,46.64,4.02,3.207661016949152,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,15.12,2.12,47.68,4.12,3.015056613756615,,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,15.3,2.14,47.33,4.09,2.842147712418301,,,,,,,,,,,,,,,,,,,,,,,
2015-04-09,15.15,2.12,47.08,4.06,2.8966600660065995,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,15.44,2.16,48.49,4.15,2.781983937823835,,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,15.77,2.21,49.64,4.22,2.6726540900443894,,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,15.79,2.21,49.73,4.22,2.7120222292590253,,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,15.69,2.2,47.81,4.05,2.778086297004461,,,,,,,,,,,,,,,,,,,,,,,
2015-04-16,16.17,2.26,48.27,4.1,2.624291898577612,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,16.5,2.31,48.81,4.14,2.497906060606061,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,16.17,2.27,47.9,4.07,2.7288918985776123,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,16.42,2.3,49.72,4.2,2.6846339829476245,,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,16.75,2.35,50.75,4.31,2.564949253731343,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,16.72,2.34,51.35,4.34,2.5657612440191397,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,16.57,2.32,51.29,4.33,2.589603017501509,,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,17.13,2.39,52.26,4.38,2.442511617046118,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,17.17,2.37,50.59,4.24,2.443711822947,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,16.97,2.33,51.18,4.32,2.4927519151443733,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,16.58,2.24,50.55,4.32,2.6810630880579023,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,16.71,2.26,50.85,4.35,2.6040404548174747,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,16.03,2.17,49.01,4.19,2.8377031815346223,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,15.83,2.14,48.19,4.13,2.861119393556537,,,,,,,,,,,,,,,,,,,,,,,
2015-05-07,15.46,2.09,47.08,4.04,3.028205304010349,,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,15.77,2.13,48.84,4.19,2.9708540900443894,,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,16.17,2.19,50.95,4.37,2.8090918985776123,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,16.34,2.21,52.19,4.47,2.719751040391677,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,16.21,2.19,52.63,4.51,2.768831462060456,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,16.15,2.19,52.68,4.51,2.811650464396285,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,15.84,2.15,52.3,4.48,2.9224313131313133,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,15.65,2.12,53.25,4.56,2.978876357827476,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,16.16,2.19,54.63,4.67,2.7570188118811885,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,16.22,2.19,55.62,4.76,2.7370281134401977,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,16.33,2.21,57.86,4.94,2.697998714023271,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,16.76,2.27,58.84,5.02,2.5505871121718378,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,17.27,2.33,60.36,5.15,2.359387955993052,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,17.52,2.37,62.34,5.32,2.1863625570776257,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,17.49,2.37,63.04,5.38,2.212052887364208,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,16.36,2.21,59.22,5.06,2.5472694376528127,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,16.34,2.21,59.84,5.1,2.524551040391677,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,17.16,2.31,62.87,5.37,2.187105827505827,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,17.36,2.34,65.24,5.57,2.1723686635944697,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,17.3,2.33,65.71,5.62,2.169246820809249,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,17.53,2.36,65.51,5.6,2.113306560182543,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,17.71,2.39,66.65,5.7,2.0651273856578203,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,18.49,2.48,66.1,5.65,1.8470288263926449,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,18.37,2.46,65.91,5.63,1.887158138268916,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,18.23,2.45,67.05,5.73,1.8942635216675805,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,18.16,2.44,67.96,5.81,1.8869079295154183,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,18.26,2.45,69.13,5.91,1.8538512595837893,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,18.27,2.45,67.84,6.02,1.8053537493158185,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,17.71,2.38,64.9,5.76,2.03662738565782,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,17.99,2.41,66.22,5.88,1.9534436909394115,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,17.25,2.32,63.96,5.68,2.2241014492753624,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,16.26,2.19,59.59,5.3,2.567561500615005,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,16.8,2.26,59.97,5.34,2.346980952380952,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,17.21,2.31,61.28,5.46,2.202675246949448,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,16.64,2.24,59.14,5.27,2.4068153846153844,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,15.45,2.08,54.16,4.82,2.8644919093851144,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,15.16,2.04,50.58,4.5,2.993306068601583,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,16.11,2.16,53.17,4.73,2.6097246430788337,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,15.3,2.07,50.26,4.47,2.9232477124183016,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,15.07,2.03,46.83,4.16,3.0134000663570006,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,14.31,1.94,44.01,3.91,3.416220195667365,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,14.98,2.03,43.49,3.86,3.183867423230974,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,15.12,2.06,40.63,3.61,3.1776566137566147,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,14.21,1.94,39.78,3.53,3.6065976776917656,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,14.99,2.05,41.6,3.69,3.235314076050701,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,15.58,2.14,43.72,3.89,2.9299852374839537,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,15.65,2.15,46.49,4.13,2.888376357827476,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,15.23,2.1,47.31,4.2,3.031888181221273,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,14.97,2.06,44.59,3.96,3.13052672010688,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,14.97,2.06,45.68,4.06,3.15922672010688,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,15.35,2.12,48.21,4.28,3.002357980456026,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,15.38,2.13,48.93,4.34,3.001050585175552,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,15.36,2.13,49.49,4.4,2.989016666666667,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,15.29,2.12,50.01,4.45,3.0257223675604967,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,15.57,2.16,51.36,4.58,2.9475075786769422,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,15.27,2.12,50.71,4.51,3.0885884741322864,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,13.97,1.94,46.87,4.16,3.6979961345740864,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,13.87,1.93,46.0,4.09,3.769705335255949,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,14.2,1.98,48.3,4.29,3.612053521126761,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,13.87,1.93,46.97,4.16,3.7696053352559495,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,13.82,1.92,46.52,4.12,3.76069001447178,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,13.86,1.93,45.45,4.02,3.7450072150072153,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,14.21,1.97,47.93,4.24,3.5672976776917653,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,13.91,1.93,47.25,4.17,3.7189726096333566,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,13.76,1.91,46.71,4.14,3.807441860465117,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,14.0,1.95,48.0,4.25,3.6875571428571434,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,14.6,2.03,50.21,4.46,3.3738150684931507,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,14.52,2.02,50.43,4.48,3.361452341597796,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,14.34,1.99,49.65,4.42,3.4333006973500697,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,14.51,2.02,50.81,4.53,3.376498759476224,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,14.47,2.02,51.32,4.57,3.40565003455425,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,14.41,2.01,52.44,4.67,3.422025260235947,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,13.67,1.91,48.64,4.31,3.80268895391368,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,13.75,1.92,49.72,4.41,3.7526272727272727,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,13.34,1.86,47.82,4.24,3.991151874062969,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,12.79,1.79,45.22,4.0,4.323508287724787,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,11.63,1.63,41.33,3.67,5.128352278589853,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,10.76,1.51,37.93,3.38,5.835980297397771,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,10.77,1.51,36.38,3.28,5.856051067780873,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,11.32,1.59,37.33,3.39,5.443722261484099,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,11.78,1.63,39.62,3.59,5.108664346349746,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,11.69,1.62,37.99,3.44,5.229119931565441,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,11.86,1.64,35.59,3.22,5.131503204047219,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,12.03,1.66,35.56,3.22,5.012351953449709,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,11.5,1.59,35.61,3.22,5.360352173913043,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,11.74,1.62,36.95,3.34,5.157587563884157,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,11.94,1.65,37.99,3.43,5.027409380234508,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,11.81,1.63,37.33,3.37,5.12210050804403,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,11.74,1.62,37.58,3.39,5.177487563884157,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,11.58,1.6,34.97,3.16,5.305278583765112,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,11.25,1.55,32.98,2.98,5.57848888888889,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,11.7,1.61,35.17,3.18,5.236708547008547,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,11.46,1.58,34.42,3.11,5.405603490401397,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,11.47,1.58,34.82,3.15,5.407895815170009,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,11.61,1.6,36.1,3.26,5.292864427217918,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,11.71,1.62,36.4,3.29,5.214209649871904,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,11.45,1.58,35.99,3.25,5.3982244541484725,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,11.5,1.59,36.53,3.3,5.377652173913043,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,11.39,1.57,35.31,3.19,5.469531255487269,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,11.38,1.57,36.01,3.25,5.496746221441125,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,11.16,1.54,35.35,3.19,5.714873476702509,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,11.22,1.55,35.5,3.2,5.6764559714795,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,11.53,1.59,36.97,3.33,5.432126886383347,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,11.66,1.61,37.54,3.38,5.427729331046312,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,12.01,1.66,38.91,3.51,5.177594671107411,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,11.97,1.65,39.42,3.56,5.247818880534671,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,11.86,1.64,38.99,3.52,5.390303204047219,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,12.08,1.67,40.17,3.63,5.196745695364239,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,12.23,1.69,40.96,3.69,5.055014881439084,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,12.23,1.69,40.93,3.69,5.055214881439085,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,12.34,1.71,41.53,3.76,5.042227714748783,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,12.14,1.68,39.0,3.52,5.175632289950576,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,12.23,1.69,40.33,3.65,5.125014881439084,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,12.34,1.71,41.35,3.75,5.063727714748784,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,12.41,1.71,41.71,3.77,5.0380177276390015,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,12.4,1.7,41.8,3.82,5.084516129032258,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,12.19,1.67,40.9,3.72,5.216445447087777,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,12.24,1.68,41.04,3.73,5.119934640522875,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,12.44,1.67,40.2,3.71,4.978585209003215,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,12.1,1.62,39.57,3.62,5.211962809917356,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,12.04,1.62,39.6,3.61,5.225647840531561,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,12.57,1.69,41.56,3.79,4.820349482895784,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,12.85,1.72,41.55,3.79,4.667101167315175,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,13.1,1.76,42.52,3.88,4.508587786259542,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,13.33,1.79,43.12,3.93,4.291975468867217,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,13.28,1.78,43.33,3.94,4.330020481927711,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,13.25,1.78,44.01,3.99,4.4245698113207546,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,13.11,1.76,44.01,3.99,4.492665064836004,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,12.96,1.74,43.38,3.93,4.590949382716049,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,13.01,1.74,44.21,4.0,4.551195080707148,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,13.02,1.75,43.8,3.97,4.555291551459295,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,12.92,1.73,43.06,3.9,4.5997380804953565,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,13.06,1.75,44.19,4.0,4.516767840735068,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,13.05,1.75,44.68,4.05,4.537735249042145,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,12.99,1.74,44.32,4.02,4.568029407236336,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,12.98,1.74,44.64,4.05,4.596460246533127,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,13.07,1.75,45.42,4.11,4.565809410864574,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,13.01,1.74,45.15,4.08,4.636095080707148,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,12.36,1.66,42.3,3.82,5.030314886731393,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,12.41,1.66,42.4,3.83,5.017617727639001,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,12.44,1.67,42.66,3.85,4.988185209003216,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,12.91,1.73,42.42,3.83,4.700533384972889,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,13.07,1.75,43.35,3.91,4.620709410864574,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,12.78,1.71,42.98,3.87,4.799326134585289,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,12.78,1.71,43.54,3.92,4.79672613458529,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,12.56,1.68,42.4,3.81,4.961283439490446,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,12.6,1.69,42.26,3.79,4.939707936507936,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,12.54,1.68,42.14,3.78,4.972681658692185,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,12.48,1.67,41.84,3.75,5.019720512820513,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,13.02,1.75,43.57,3.87,4.6498915514592944,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,12.94,1.74,44.07,3.9,4.712275270479134,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,12.93,1.73,44.4,3.9,4.733252049497293,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,13.14,1.76,45.52,3.99,4.624650076103501,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,13.17,1.77,45.46,3.97,4.652214426727412,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,13.44,1.8,45.97,4.02,4.559376190476191,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,13.45,1.8,46.35,4.05,4.573944237918216,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,13.44,1.8,45.84,4.0,4.594476190476191,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,13.33,1.79,45.66,3.99,4.700875468867217,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,13.31,1.78,45.68,4.01,4.707048009015777,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,12.97,1.74,44.63,3.91,4.914000231303006,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,13.07,1.75,45.1,3.94,4.845009410864575,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,13.05,1.75,45.47,3.97,4.836735249042146,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,13.01,1.74,44.86,3.9,4.865195080707148,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,12.21,1.63,41.17,3.57,5.319008190008189,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,12.22,1.63,40.6,3.52,5.292206055646481,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,12.44,1.66,41.52,3.6,5.152485209003216,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,11.67,1.55,37.98,3.29,5.717880291345329,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,11.91,1.59,38.61,3.35,5.56010562552477,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,11.36,1.51,35.99,3.11,5.984116901408452,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,11.42,1.52,36.08,3.11,5.967867425569176,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,11.21,1.49,34.83,3.0,6.196906601248885,0.0158730158730158,0.0039682539682539,0.1349206349206349,0.0674603174603174,,,,,,,,,,,,,,,,,,,
