date,year,month,index_code,turnover
2015-04-20,2015,4,300.0,0.1518026094673522
2015-04-20,2015,4,905.0,0.0273722925837966
2015-04-20,2015,4,932.0,0.003137959859289
2015-04-20,2015,4,995.0,0.0197746992448329
2015-04-20,2015,4,12.0,0.0014533790658966
2015-04-21,2015,4,300.0,0.1061479904155817
2015-04-21,2015,4,905.0,0.0209314640143271
2015-04-21,2015,4,932.0,0.0025410183434131
2015-04-21,2015,4,995.0,0.012933262191394
2015-04-21,2015,4,12.0,0.0021774582435344
2015-04-22,2015,4,300.0,0.1089101369800587
2015-04-22,2015,4,905.0,0.0239272751476044
2015-04-22,2015,4,932.0,0.0027536419474592
2015-04-22,2015,4,995.0,0.0173306946147546
2015-04-22,2015,4,12.0,0.0037854483014039
2015-04-23,2015,4,300.0,0.1049234920348322
2015-04-23,2015,4,905.0,0.0235408336259168
2015-04-23,2015,4,932.0,0.0027594513884849
2015-04-23,2015,4,995.0,0.0161895109789705
2015-04-23,2015,4,12.0,0.0020455433537694
2015-04-24,2015,4,300.0,0.1021028243491263
2015-04-24,2015,4,905.0,0.0217989795815345
2015-04-24,2015,4,932.0,0.0025108943914091
2015-04-24,2015,4,995.0,0.0127456573818069
2015-04-24,2015,4,12.0,0.0035883018639146
2015-04-27,2015,4,300.0,0.1067221478028917
2015-04-27,2015,4,905.0,0.0218119566555495
2015-04-27,2015,4,932.0,0.0025539441490213
2015-04-27,2015,4,995.0,0.0141543962055726
2015-04-27,2015,4,12.0,0.0015415943374645
2015-04-28,2015,4,300.0,0.1283543587633631
2015-04-28,2015,4,905.0,0.0222897249047751
2015-04-28,2015,4,932.0,0.0028680417857644
2015-04-28,2015,4,995.0,0.0158356700466789
2015-04-28,2015,4,12.0,0.0017721893690166
2015-04-29,2015,4,300.0,0.0827461283540336
2015-04-29,2015,4,905.0,0.0172129031706922
2015-04-29,2015,4,932.0,0.0019512923346536
2015-04-29,2015,4,995.0,0.0107538011230414
2015-04-29,2015,4,12.0,0.0013496866016306
2015-04-30,2015,4,300.0,0.0841551683556194
2015-04-30,2015,4,905.0,0.0173151771030593
2015-04-30,2015,4,932.0,0.0020996851202767
2015-04-30,2015,4,995.0,0.0151596977393007
2015-04-30,2015,4,12.0,0.001345504369723
2015-05-04,2015,5,300.0,0.0789190225619974
2015-05-04,2015,5,905.0,0.016004337240163
2015-05-04,2015,5,932.0,0.0018130394828713
2015-05-04,2015,5,995.0,0.0162502483332851
2015-05-04,2015,5,12.0,0.0004007161173517
2015-05-05,2015,5,300.0,0.1001600918196577
2015-05-05,2015,5,905.0,0.0175897330323011
2015-05-05,2015,5,932.0,0.0021633988224414
2015-05-05,2015,5,995.0,0.0226638711899342
2015-05-05,2015,5,12.0,0.001427868499347
2015-05-06,2015,5,300.0,0.0825931667108468
2015-05-06,2015,5,905.0,0.0159982620312089
2015-05-06,2015,5,932.0,0.0018587918704545
2015-05-06,2015,5,995.0,0.0151638135007955
2015-05-06,2015,5,12.0,0.0008600399808845
2015-05-07,2015,5,300.0,0.0666114701519365
2015-05-07,2015,5,905.0,0.014243215961378
2015-05-07,2015,5,932.0,0.0017125760145577
2015-05-07,2015,5,995.0,0.0112665890919543
2015-05-07,2015,5,12.0,0.0005047250454331
2015-05-08,2015,5,300.0,0.0663407561067426
