日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB中位数,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2025-02-07,=9342.3422,=10151.2941,=3134818242317.8101,=2134725407956,=1438051180842.5200,=5.9003,=0.5740,=6.7951,=5.6425,=4.8717
2025-02-06,=9291.5683,=10096.1237,=3131123676960.5801,=2120959789531,=1434267146930.3601,=5.9021,=0.5745,=6.7951,=5.6416,=4.8717
2025-02-05,=8954.2491,=9729.5961,=3021676372662.2505,=2039236268811,=1379503528691.2102,=5.6222,=0.4909,=6.7984,=5.6407,=4.8625
2025-01-27,=8658.8545,=9408.6233,=2898857213885.4297,=1979597344400,=1330923019867.7004,=5.5021,=0.4262,=6.7984,=5.6416,=4.8625
2025-01-24,=8917.0272,=9689.1511,=2987632215333.8198,=2035124762952,=1369014958326.2202,=5.6311,=0.4955,=6.7984,=5.6425,=4.8625
2025-01-23,=8864.1379,=9631.6821,=2970048075776.3701,=2024457189522,=1359699485103.7300,=5.5856,=0.4716,=6.7984,=5.6429,=4.8625
2025-01-22,=9000.4622,=9779.8107,=3022152789733.2998,=2050914968840,=1380259451965.2097,=5.7782,=0.5379,=6.7984,=5.6434,=4.8625
2025-01-21,=9016.3261,=9797.0483,=3038970952945.1504,=2056843483521,=1384880875364.2798,=5.7164,=0.5216,=6.7985,=5.6429,=4.8615
2025-01-20,=8946.6325,=9721.0177,=3016598741452.5796,=2038644267269,=1374327768251.6799,=5.5500,=0.4506,=6.7985,=5.6425,=4.8615
2025-01-17,=8934.9128,=9708.2836,=3020462423948.9897,=2036274051247,=1375978132122.7500,=5.5956,=0.4776,=6.7985,=5.6429,=4.8615
2025-01-16,=8751.4399,=9508.9300,=2942159706250.8203,=1995086815546,=1344374595811.6702,=5.3276,=0.3546,=6.7985,=5.6434,=4.8615
2025-01-15,=8996.3286,=9775.0153,=3039440583433.7500,=2044915606749,=1374035584398.7896,=5.5057,=0.4303,=6.7985,=5.6437,=4.8615
2025-01-14,=9012.8499,=9792.9666,=3037897035155.0898,=2050614603179,=1376421419782.4399,=5.4174,=0.3880,=6.8037,=5.6439,=4.8610
2025-01-13,=8712.7268,=9466.8660,=2945794409923.3198,=1985037417140,=1325833912759.0002,=5.0691,=0.2593,=6.8037,=5.6442,=4.8610
2025-01-10,=8764.4285,=9523.0428,=2949422608439.7700,=1995053949160,=1331798234848.7900,=5.0733,=0.2641,=6.8037,=5.6445,=4.8610
2025-01-09,=8798.5413,=9560.1083,=2949242720881.8804,=2003590321786,=1338370009286.9695,=5.0717,=0.2613,=6.8037,=5.6445,=4.8610
2025-01-08,=8765.2381,=9523.9225,=2933035752097.1201,=1997917227278,=1330934539745.0200,=4.8314,=0.1911,=6.8037,=5.6445,=4.8610
2025-01-07,=8751.0820,=9508.5411,=2938795238045.3203,=1996133613072,=1330172184126.7500,=4.7320,=0.1676,=6.8121,=5.6466,=4.8610
2025-01-06,=8367.0402,=9091.2581,=2805353769843.7197,=1912760899124,=1275574851789.5901,=4.5836,=0.1378,=6.8121,=5.6487,=4.8615
2025-01-03,=8403.2326,=9130.5832,=2819280600325.9795,=1917768370472,=1284526957007.0500,=4.6514,=0.1502,=6.8121,=5.6496,=4.8625
2025-01-02,=8582.1827,=9325.0225,=2878538609077.3003,=1957399918234,=1310676181976.5901,=4.7016,=0.1610,=6.8121,=5.6506,=4.8717
2024-12-31,=8989.4827,=9767.5768,=3018695927413.3799,=2046401218520,=1374535482599.8899,=4.9590,=0.2241,=6.8121,=5.6520,=4.8749
2024-12-30,=9365.2698,=10175.8906,=3145503404616.5200,=2130367838729,=1432357365039.8398,=5.2521,=0.3241,=6.8122,=5.6534,=4.8717
2024-12-27,=9328.2849,=10135.7044,=3127060619685.1699,=2121756193275,=1429275217615.0500,=5.2629,=0.3274,=6.8122,=5.6547,=4.8717
2024-12-26,=9407.8371,=10222.1423,=3145905453859.3906,=2135139271293,=1441610068208.7600,=5.2938,=0.3400,=6.8122,=5.6560,=4.8717
2024-12-25,=9246.7869,=10047.1522,=3115116410309.6001,=2101770005100,=1416186902522.7200,=5.2426,=0.3210,=6.8122,=5.6563,=4.8717
2024-12-24,=9216.3399,=10014.0699,=3089721997067.7603,=2104626805753,=1411527898677.6101,=5.2660,=0.3290,=6.8122,=5.6565,=4.8717
2024-12-23,=9091.6536,=9878.5912,=3043850920295.1895,=2076801621481,=1392423354445.0701,=5.1975,=0.3092,=6.8147,=5.6571,=4.8625
2024-12-20,=9223.9437,=10022.3318,=3068599752052.7300,=2111489742127,=1410045323266.6499,=5.4276,=0.3850,=6.8147,=5.6576,=4.8625
2024-12-19,=8941.5466,=9715.4915,=2940178050509.3799,=2046814487362,=1366112750119.7805,=5.3706,=0.3629,=6.8147,=5.6577,=4.8625
2024-12-18,=8738.9900,=9495.3970,=2874434270230.8701,=2005613814289,=1335664849456.6399,=5.3043,=0.2782,=6.8147,=5.6579,=4.8625
2024-12-17,=8498.5700,=9233.0436,=2806090064500.1396,=1950488187896,=1302155504318.5403,=5.1149,=0.2065,=6.8147,=5.6608,=4.8625
2024-12-16,=8561.9500,=9301.9043,=2818925678956.6299,=1962777459837,=1311286967554.8701,=5.1354,=0.2276,=6.8199,=5.6637,=4.8615
2024-12-13,=8680.2600,=9430.4382,=2844152171880.7998,=1986295707167,=1316384585139.0798,=5.1120,=0.2789,=6.8199,=5.6650,=4.8615
2024-12-12,=8828.9800,=9592.0113,=2910522050673.4297,=2020481683750,=1339181970093.3398,=5.1702,=0.3000,=6.8199,=5.6663,=4.8615
2024-12-11,=8747.8254,=9503.8411,=2883081138182.2100,=2002583934879,=1329453987626.3799,=5.1889,=0.3057,=6.8199,=5.6688,=4.8615
2024-12-10,=8808.5494,=9569.8130,=2908734288992.6401,=2011836333521,=1339449176399.1702,=5.0926,=0.2717,=6.8199,=5.6713,=4.8615
2024-12-09,=8752.7685,=9509.2114,=2884609160079,=1999893774985,=1330699052780.3899,=5.0613,=0.2556,=6.8292,=5.6723,=4.8610
2024-12-06,=8908.9219,=9678.8601,=2938599770942.3301,=2035399657535,=1354051610610.4702,=5.1442,=0.2916,=6.8292,=5.6733,=4.8610
2024-12-05,=8803.7327,=9564.5801,=2902121283182.6504,=2012590167958,=1335615801685.2000,=4.9883,=0.2335,=6.8292,=5.6733,=4.8610
2024-12-04,=8831.2665,=9594.4935,=2913558207593.0601,=2018244875376,=1341578578964.8296,=5.0013,=0.2391,=6.8292,=5.6733,=4.8610
2024-12-03,=8800.2554,=9560.8023,=2902520266790.1494,=2015702349438,=1334784929982.6802,=4.8596,=0.1995,=6.8292,=5.6739,=4.8610
2024-12-02,=8945.5489,=9718.6525,=2952449916629.2798,=2048191331377,=1358424676935.2100,=4.9738,=0.2293,=6.8442,=5.6744,=4.8610
2024-11-29,=8889.3180,=9657.5620,=2939778019751.1802,=2035429924431,=1350103040274.6899,=4.9147,=0.2123,=6.8442,=5.6748,=4.8610
2024-11-28,=8719.7003,=9473.2854,=2878691872031.4404,=1996007505291,=1324487665907.9399,=4.7942,=0.1789,=6.8442,=5.6752,=4.8610
2024-11-27,=8740.9357,=9496.3560,=2886161222626.2100,=2001966860474,=1329135988277.7300,=4.8625,=0.2009,=6.8442,=5.6752,=4.8615
2024-11-26,=8448.4641,=9178.6080,=2789206245375.7896,=1937079818818,=1287446056562.4702,=4.7118,=0.1659,=6.8442,=5.6752,=4.8615
2024-11-25,=8512.9681,=9248.6866,=2811701364759.8501,=1952826854838,=1297216497103.2097,=4.7746,=0.1738,=6.8508,=5.6768,=4.8615
2024-11-22,=8659.5189,=9407.9028,=2862698434854.5503,=1981596984235,=1319874065321.3701,=4.8777,=0.2022,=6.8508,=5.6785,=4.8717
2024-11-21,=9056.6677,=9839.3745,=2996513035815.8804,=2071113128488,=1380660680962.7200,=5.0729,=0.2541,=6.8508,=5.6821,=4.8717
2024-11-20,=8994.7601,=9772.1167,=2973768429015.5898,=2058248425235,=1374894952482.0098,=5.0773,=0.2567,=6.8508,=5.6857,=4.8717
2024-11-19,=9018.7534,=9798.1836,=2985287700200.0601,=2061314214946,=1380006413071.5601,=5.1361,=0.2781,=6.8508,=5.6867,=4.8717
2024-11-18,=8748.5183,=9504.5939,=2894268495688,=1997791049782,=1338457692435.6702,=4.9654,=0.2233,=6.8572,=5.6876,=4.8615
2024-11-15,=8940.5242,=9713.1935,=2954773219084.2998,=2001537713283,=1368329118412.3701,=5.0838,=0.2612,=6.8572,=5.6883,=4.8615
2024-11-14,=9348.0966,=10155.9896,=3078273428469.4102,=2094739667885,=1431292892351.1499,=5.2567,=0.3134,=6.8572,=5.6889,=4.8615
2024-11-13,=9696.1045,=10534.0735,=3187543128622.3799,=2174512080363,=1486073326221.0400,=5.4549,=0.3885,=6.8572,=5.6912,=4.8615
2024-11-12,=9679.3586,=10515.8803,=3184314491093.1602,=2167570834890,=1488009768244.0901,=5.5242,=0.4188,=6.8572,=5.6934,=4.8615
2024-11-11,=9934.7198,=10793.3106,=3278428680411.9897,=2219697322958,=1527451085605.9700,=5.6733,=0.4933,=6.8574,=5.6971,=4.8610
2024-11-08,=9330.0701,=10136.4051,=3090823798404.5903,=2080413390964,=1431532583718.5698,=5.4571,=0.3902,=6.8574,=5.7007,=4.8610
2024-11-07,=9342.3427,=10149.7383,=3102678302993.4004,=2078945323864,=1427847229623.4502,=5.5572,=0.4379,=6.8574,=5.7013,=4.8610
2024-11-06,=9052.7256,=9835.0916,=2980563530104.7002,=2016084092387,=1383927767539.5903,=5.3070,=0.3307,=6.8574,=5.7020,=4.8610
2024-11-05,=8941.3933,=9714.1375,=2948039654633.1597,=1994561405750,=1368671140608.3799,=5.2668,=0.3191,=6.8574,=5.7031,=4.8610
2024-11-04,=8526.1022,=9262.9556,=2788779757766.4502,=1905684407854,=1305363103210.0300,=4.8133,=0.1854,=6.8610,=5.7041,=4.8490
2024-11-01,=8367.2758,=9090.4029,=2737542733503.6904,=1871065998157,=1280137731587.8401,=4.7337,=0.1705,=6.8610,=5.7099,=4.8610
2024-10-31,=8698.1004,=9449.8184,=2841947004142.1704,=1944896117354,=1328597233119.9497,=4.9077,=0.2071,=6.8610,=5.7158,=4.8615
2024-10-30,=8508.2605,=9243.5719,=2786169617735.8999,=1904322470654,=1298868087074.8799,=4.8338,=0.1914,=6.8610,=5.7178,=4.8615
2024-10-29,=8633.1621,=9379.2679,=2852261211490.2798,=1928092809172,=1319807027704.6802,=5.2156,=0.3013,=6.8610,=5.7198,=4.8717
2024-10-28,=8635.2240,=9381.5080,=2856490519081.5400,=1930027238758,=1319530853293.4900,=5.3203,=0.3294,=6.8616,=5.7205,=4.8615
2024-10-25,=8644.1672,=9391.2241,=2863447809847.6597,=1933360767589,=1322114966551.3398,=5.3594,=0.3424,=6.8616,=5.7213,=4.8615
2024-10-24,=8585.0337,=9326.9801,=2852954880594.4600,=1918229719601,=1312469554310.8999,=5.3350,=0.3355,=6.8616,=5.7214,=4.8615
2024-10-23,=8588.0516,=9330.2588,=2846687271697.1592,=1922511501408,=1313295145976.8501,=5.3357,=0.3365,=6.8616,=5.7215,=4.8615
2024-10-22,=8728.8166,=9483.1892,=2902458351881.0396,=1950247561299,=1335131879877.7002,=5.4687,=0.3903,=6.8616,=5.7225,=4.8615
2024-10-21,=8855.7323,=9621.0733,=2949449780190.4502,=1978057984306,=1352780388770.2302,=5.5945,=0.4513,=6.8657,=5.7235,=4.8610
2024-10-18,=8611.9001,=9356.1683,=2850445510329.1299,=1925103961967,=1315501884943.9502,=5.3717,=0.3469,=6.8657,=5.7241,=4.8610
2024-10-17,=7701.7778,=8367.3903,=2517145332904.2002,=1726752535247,=1178370581874.0105,=4.8812,=0.2048,=6.8657,=5.7248,=4.8610
2024-10-16,=7677.2997,=8340.7967,=2500880001692.2598,=1721839860987,=1175890924091.3701,=4.9274,=0.2146,=6.8657,=5.7257,=4.8610
2024-10-15,=7868.3532,=8548.3616,=2557002204527.5898,=1767062607257,=1204109547186.0601,=5.0228,=0.2412,=6.8657,=5.7266,=4.8610
2024-10-14,=8018.9464,=8711.9695,=2610976440640.5303,=1797672181180,=1225970426597.6101,=5.2045,=0.2983,=6.8666,=5.7283,=4.8490
2024-10-11,=7757.3572,=8427.7729,=2509219616536.5796,=1741409535829,=1188358590477.6699,=4.9764,=0.2255,=6.8666,=5.7299,=4.8490
2024-10-10,=8273.8624,=8988.9161,=2681032960595.4302,=1857966978773,=1268571675745.0798,=5.4070,=0.3574,=6.8666,=5.7340,=4.8490
2024-10-09,=8771.5274,=9529.5908,=2855590562902.8306,=1966375772431,=1345963270339.0503,=5.9548,=0.5667,=6.8666,=5.7381,=4.8490
2024-10-08,=8552.3294,=9291.4490,=2734025998538.4805,=1924970755160,=1313943549141.3799,=5.9174,=0.5511,=6.8666,=5.7340,=4.8490
2024-09-30,=7391.3901,=8030.1776,=2341121955266.5303,=1666902756640,=1135588432344.5698,=4.9305,=0.2166,=6.8739,=5.7299,=4.8474
2024-09-27,=6426.0852,=6981.4480,=2016883135199.5801,=1452345503928,=987502576379.3702,=4.1540,=0.0524,=6.8739,=5.7340,=4.8474
2024-09-26,=5969.2451,=6485.1264,=1874485221776.5400,=1348736678143,=917149168364.7102,=3.8650,=0.0274,=6.8739,=5.7381,=4.8490
2024-09-25,=5728.3257,=6223.3859,=1804016518990.6704,=1294778092044,=879375210361.8300,=3.5962,=0.0178,=6.8739,=5.7386,=4.8610
2024-09-24,=5678.7265,=6169.5002,=1790107113980.6001,=1283224292344,=871655090404.9800,=3.5601,=0.0153,=6.8739,=5.7391,=4.8615
2024-09-23,=5467.5190,=5940.0395,=1724972074722.3999,=1234826984139,=839359421852.2201,=3.4115,=0.0016,=6.8745,=5.7411,=4.8615
2024-09-20,=5533.6160,=6011.8488,=1745681084905.1399,=1250090254773,=850178262083.1001,=3.4285,=0.0032,=6.8745,=5.7432,=4.8717
2024-09-19,=5564.6492,=6045.5640,=1753088158526.0400,=1257325222666,=854878578195.0199,=3.4506,=0.0057,=6.8745,=5.7436,=4.8749
2024-09-18,=5503.0890,=5978.6836,=1732765954750.3000,=1243985729309,=845219476363.3298,=3.3817,=0,=6.8745,=5.7441,=4.8775
2024-09-13,=5568.1503,=6049.3677,=1748768907684.7598,=1258151697868,=854458182647.7001,=3.3846,=0,=6.8745,=5.7460,=4.8811
2024-09-12,=5623.6451,=6109.6585,=1763587105470.7700,=1271553502338,=863894870486.7698,=3.4130,=0,=6.8792,=5.7479,=4.8811
2024-09-11,=5694.4391,=6186.5708,=1786674508317.6296,=1286278513576,=874846142552.1097,=3.4335,=0.0008,=6.8792,=5.7500,=4.8813
2024-09-10,=5708.6706,=6202.0323,=1796039480233.6904,=1287566803306,=877263216670.5300,=3.4437,=0.0008,=6.8792,=5.7522,=4.8851
2024-09-09,=5663.7344,=6153.2126,=1781578995742.7395,=1277977072409,=870593903588.2000,=3.4140,=0,=6.8792,=5.7547,=4.8864
2024-09-06,=5691.6437,=6183.5339,=1790555793071.5300,=1284825480775,=874629696874.4498,=3.4498,=0,=6.8792,=5.7573,=4.9091
2024-09-05,=5765.5130,=6263.7872,=1812016461416.4504,=1301912881374,=886969354088.0099,=3.5498,=0.0065,=6.8794,=5.7581,=4.9091
2024-09-04,=5786.4221,=6286.5033,=1819795275660.8799,=1307393108934,=887025871651.7701,=3.5024,=0.0033,=6.8794,=5.7588,=4.9110
2024-09-03,=5839.8109,=6344.5062,=1836759364464.3701,=1318741561401,=895288633017.1700,=3.5083,=0.0033,=6.8794,=5.7626,=4.9145
2024-09-02,=5805.6635,=6307.4077,=1833271003169.9297,=1309970594696,=888559900143.5599,=3.4801,=0.0016,=6.8794,=5.7663,=4.9150
2024-08-30,=6022.4619,=6542.9425,=1897189663558.4504,=1358017362803,=921921913223.2202,=3.6055,=0.0057,=6.8794,=5.7671,=4.9151
2024-08-29,=5822.4402,=6325.6343,=1835832086273.5000,=1313557169984,=892070903317.9940,=3.4796,=0.0008,=6.8892,=5.7678,=4.9151
2024-08-28,=5763.4262,=6261.5201,=1820413385380.6899,=1299244922082,=882048987373.8679,=3.4943,=0.0008,=6.8892,=5.7689,=4.9156
2024-08-27,=5764.1461,=6262.3022,=1818077833090.2200,=1299539255386,=881488472057.9380,=3.4749,=0,=6.8892,=5.7700,=4.9213
2024-08-26,=5857.3493,=6363.5604,=1844067553566.6699,=1321275539261,=891713487565.8202,=3.5845,=0.0025,=6.8892,=5.7724,=4.9267
2024-08-23,=5867.4214,=6374.5030,=1846134589741.2600,=1322611609415,=892670412102.4961,=3.5189,=0.0008,=6.8892,=5.7747,=4.9270
2024-08-22,=5909.7592,=6420.4998,=1855251389329.7500,=1332700115730,=898387485609.5721,=3.5164,=0,=6.8945,=5.7761,=4.9270
2024-08-21,=6009.0567,=6528.3789,=1887116146164.5400,=1356007766969,=913711534349.9420,=3.5841,=0,=6.8945,=5.7774,=4.9293
2024-08-20,=6052.2813,=6575.3392,=1899712422127.1001,=1365527682329,=922009452145.5320,=3.6120,=0,=6.8945,=5.7778,=4.9319
2024-08-19,=6134.0030,=6664.1235,=1927022207299.1001,=1383634520581,=929276777212.3020,=3.7070,=0,=6.8945,=5.7781,=4.9350
2024-08-16,=6128.1378,=6657.7514,=1925433569318.7605,=1379128967472,=929395137169.4980,=3.7615,=0.0008,=6.8945,=5.7816,=4.9363
2024-08-15,=6154.8247,=6686.7447,=1934115916190.5000,=1385164692557,=933788405502.3180,=3.7978,=0.0025,=6.8997,=5.7850,=4.9363
2024-08-14,=6119.6973,=6648.5814,=1918352369123.1101,=1379019762974,=928548878225.9440,=3.7570,=0,=6.8997,=5.7853,=4.9402
2024-08-13,=6197.1683,=6732.7476,=1939758399170.7705,=1396726526069,=940776445857.1379,=3.7969,=0.0008,=6.8997,=5.7856,=4.9425
2024-08-12,=6148.4902,=6679.0893,=1926325043114.8501,=1386145189887,=933111667890.8060,=3.7646,=0,=6.8997,=5.7856,=4.9431
2024-08-09,=6174.8429,=6707.7161,=1932747672463.1296,=1394193465326,=936509307756.5562,=3.8199,=0,=6.8997,=5.7856,=4.9519
2024-08-08,=6161.0365,=6692.7182,=1925243499773.8696,=1392216717667,=936001357610.6738,=3.8428,=0.0008,=6.9049,=5.7878,=4.9519
2024-08-07,=6137.8497,=6667.5040,=1916939086380.3296,=1388182729580,=932471676310.1760,=3.8672,=0.0008,=6.9049,=5.7899,=4.9590
2024-08-06,=6210.0289,=6745.6747,=1937614516500.4399,=1403693237681,=943204241679.6440,=3.8902,=0.0008,=6.9049,=5.7906,=4.9655
2024-08-05,=6181.0191,=6714.1626,=1927631912350.8103,=1397328015074,=938804955960.1479,=3.8370,=0,=6.9049,=5.7913,=4.9671
2024-08-02,=6468.1868,=7025.3704,=2009864617949.6001,=1461526927164,=981978852948.7004,=3.9817,=0.0075,=6.9049,=5.7917,=4.9691
2024-08-01,=6641.2120,=7213.3003,=2058309339120.7200,=1500163421552,=1007668518593.6802,=4.1152,=0.0191,=6.9136,=5.7921,=4.9691
2024-07-31,=6612.0147,=7181.5878,=2050473590478.8601,=1493445153582,=1002968268312.6218,=4.1280,=0.0200,=6.9136,=5.7968,=4.9790
2024-07-30,=6376.6882,=6925.5497,=1976251160516.4097,=1440994455637,=967945424499.9960,=3.9608,=0.0058,=6.9136,=5.8015,=4.9795
2024-07-29,=6311.6124,=6854.8726,=1953707292895.0903,=1426822936258,=957801382305.7338,=3.9207,=0.0017,=6.9136,=5.8029,=4.9869
2024-07-26,=6422.0064,=6974.7686,=1998508530260.0200,=1449892656069,=975013603664.0060,=4.0169,=0.0083,=6.9136,=5.8043,=4.9896
2024-07-25,=6368.0351,=6916.1518,=1979958612705.0503,=1438145225204,=966137174040.8242,=3.9598,=0.0042,=6.9164,=5.8050,=4.9896
2024-07-24,=6432.6074,=6986.2820,=1994599094953.9900,=1451244091799,=975432766873.0800,=3.9966,=0.0059,=6.9164,=5.8057,=4.9917
2024-07-23,=6489.7158,=7048.3059,=2010765945405.8201,=1464335692809,=985541632791.6680,=4.0464,=0.0067,=6.9164,=5.8076,=4.9936
2024-07-22,=6814.0659,=7400.5739,=2107153880041.5305,=1537213710110,=1034388916548.3656,=4.2418,=0.0360,=6.9164,=5.8095,=4.9949
2024-07-19,=6806.9093,=7392.8013,=2105802791396.6797,=1535743564654,=1033328997752.9301,=4.2348,=0.0335,=6.9164,=5.8115,=4.9986
2024-07-18,=6632.0543,=7202.5555,=2045117623592,=1497269312008,=1007595787319.8500,=4.1241,=0.0143,=6.9184,=5.8135,=4.9986
2024-07-17,=6618.9083,=7188.2786,=2037956116118.0696,=1492761370107,=1006073047528.2900,=4.1764,=0.0210,=6.9184,=5.8142,=4.9999
2024-07-16,=6688.3503,=7263.6942,=2058976169757.5200,=1506595564378,=1016793111652.8502,=4.2135,=0.0286,=6.9184,=5.8148,=5.0013
2024-07-15,=6477.1833,=7034.3623,=1994306048080.4399,=1458445201564,=987856312841.1021,=4.1533,=0.0143,=6.9184,=5.8163,=5.0065
2024-07-12,=6423.5317,=6976.0955,=1976544651287.0295,=1447090066912,=980338484322.6479,=4.1731,=0.0168,=6.9184,=5.8179,=5.0103
2024-07-11,=6379.2678,=6928.0239,=1965747759994.1597,=1434591954464,=973283045718.4100,=4.1883,=0.0211,=6.9231,=5.8182,=5.0103
2024-07-10,=6326.4292,=6870.6400,=1951370697082.6001,=1423463326587,=964157721873.5780,=4.1004,=0.0110,=6.9231,=5.8186,=5.0123
2024-07-09,=6326.5951,=6870.8202,=1953862686867.9600,=1423994304245,=964517694288.3600,=4.0850,=0.0084,=6.9231,=5.8190,=5.0150
2024-07-08,=6090.5971,=6614.5212,=1883900470301.8401,=1370871679128,=929450275281.8600,=3.9138,=0.0008,=6.9231,=5.8194,=5.0174
2024-07-05,=6086.8670,=6610.4703,=1884964995671.5205,=1369439271726,=928730156039.4680,=3.9244,=0.0008,=6.9231,=5.8195,=5.0175
2024-07-04,=6076.7226,=6599.4533,=1877280754393.4600,=1368315740525,=926994969952.8280,=3.9418,=0.0017,=6.9291,=5.8195,=5.0175
2024-07-03,=6162.6665,=6691.2880,=1903921046978.3604,=1388113308945,=940096002501.8101,=3.9804,=0.0017,=6.9291,=5.8195,=5.0205
2024-07-02,=6090.1902,=6612.5948,=1882084931670.3999,=1372847616012,=929007952558.7560,=3.9392,=0.0008,=6.9291,=5.8196,=5.0216
2024-07-01,=6201.1631,=6733.0867,=1911038322769.3601,=1398398967939,=945515838150.9578,=4.0963,=0.0051,=6.9291,=5.8201,=5.0223
2024-06-28,=6218.0724,=6751.4464,=1915067508153.7505,=1400847920577,=948667907483.8304,=4.1705,=0.0093,=6.9291,=5.8207,=5.0235
2024-06-27,=6201.5648,=6733.5228,=1910389028411.2100,=1397363877844,=945959746381.4840,=4.1757,=0.0102,=6.9354,=5.8222,=5.0235
2024-06-26,=6280.5647,=6818.3507,=1937755376012.1196,=1415858218539,=957888814214.4480,=4.2213,=0.0187,=6.9354,=5.8236,=5.0285
2024-06-25,=6145.1461,=6671.3367,=1898151754461.5601,=1386654882123,=937437408368.2758,=4.1131,=0.0068,=6.9354,=5.8249,=5.0314
2024-06-24,=6384.0488,=6930.6062,=1972442967569.9104,=1440869665557,=973816086292.3298,=4.3431,=0.0400,=6.9354,=5.8261,=5.0376
2024-06-21,=6547.6511,=7105.1750,=2026964931903.0300,=1476237136686,=998443127155.2262,=4.5092,=0.0776,=6.9354,=5.8276,=5.0443
2024-06-20,=6535.0208,=7091.4692,=2023234670405.9500,=1474255205203,=996538258392.3816,=4.5501,=0.0828,=6.9430,=5.8291,=5.0443
2024-06-19,=6534.7936,=7090.8318,=2015669534810.3401,=1474041204066,=995989600291.3120,=4.4386,=0.0649,=6.9430,=5.8323,=5.0512
2024-06-18,=6537.0792,=7093.1019,=2020062381509.5696,=1476040852990,=997072522759.4622,=4.5037,=0.0761,=6.9430,=5.8356,=5.0534
2024-06-17,=6535.3897,=7090.2155,=2017864234582.3701,=1476567506235,=996526345867.2778,=4.5360,=0.0804,=6.9430,=5.8371,=5.0602
2024-06-14,=6376.1988,=6917.5100,=1971713893301.0400,=1441280749322,=973033366479.0480,=4.4419,=0.0668,=6.9430,=5.8386,=5.0605
2024-06-13,=6403.5680,=6947.2027,=1983686368474.5801,=1448065855623,=977748422895.8260,=4.4838,=0.0728,=6.9430,=5.8402,=5.0605
2024-06-12,=6351.9033,=6890.4715,=1971063764996.6399,=1435324927789,=970412966997.4882,=4.4321,=0.0609,=6.9430,=5.8418,=5.0608
2024-06-11,=6377.2094,=6917.9232,=1982586930019.0703,=1439667705902,=974269486741.3700,=4.3979,=0.0524,=6.9430,=5.8418,=5.0642
2024-06-07,=6166.8932,=6689.5460,=1913944270951.8000,=1392898218730,=942530691744.4580,=4.1761,=0.0095,=6.9430,=5.8418,=5.0671
2024-06-06,=6169.3123,=6691.6433,=1913783955975.9399,=1394312003100,=943615147960.6000,=4.2033,=0.0120,=6.9430,=5.8425,=5.0713
2024-06-05,=6200.7361,=6723.8653,=1920070356319.5400,=1400639810995,=947922590497.0702,=4.2675,=0.0232,=6.9491,=5.8431,=5.0713
2024-06-04,=6166.7485,=6686.8135,=1908787373442.8003,=1392639012500,=942782988991.0861,=4.2998,=0.0284,=6.9491,=5.8434,=5.0714
2024-06-03,=6162.1414,=6681.8179,=1906310222146.3000,=1391371430375,=941988924389.6200,=4.2891,=0.0276,=6.9491,=5.8437,=5.0723
2024-05-31,=6050.9066,=6561.2022,=1876802286339.7300,=1362117244618,=925505840604.4420,=4.3899,=0.0466,=6.9491,=5.8461,=5.0730
2024-05-30,=6079.6602,=6591.4577,=1885606578595.9800,=1370135626456,=930212498277.7040,=4.3687,=0.0406,=6.9491,=5.8486,=5.0739
2024-05-29,=5965.3076,=6467.2943,=1845031094388.5105,=1346179469664,=912468645912.0724,=4.2530,=0.0199,=6.9541,=5.8515,=5.0739
2024-05-28,=5995.0202,=6499.5072,=1854322599661.5295,=1352357035158,=916864103507.6400,=4.2600,=0.0208,=6.9541,=5.8545,=5.0759
2024-05-27,=5995.4523,=6499.5861,=1855893482973.1003,=1352389381601,=916503388809.1238,=4.2479,=0.0190,=6.9541,=5.8551,=5.0787
2024-05-24,=5821.9970,=6311.5457,=1795364889270.0996,=1313775198468,=889620551065.1157,=4.2038,=0.0121,=6.9541,=5.8557,=5.0797
2024-05-23,=5979.2144,=6481.9829,=1840190455597.9399,=1348413295235,=912836656824.7760,=4.2714,=0.0199,=6.9541,=5.8571,=5.0805
2024-05-22,=6077.2486,=6587.3628,=1872761858077.5896,=1370360337400,=927579876632.3000,=4.3986,=0.0425,=6.9634,=5.8585,=5.0805
2024-05-21,=6038.6320,=6542.5129,=1861859847306.5603,=1361822619946,=921902355599.1602,=4.4056,=0.0434,=6.9634,=5.8599,=5.0826
2024-05-20,=6076.5707,=6583.6174,=1876083504573.9299,=1369121741207,=926948014418.2100,=4.4580,=0.0557,=6.9634,=5.8613,=5.0834
2024-05-17,=6064.8867,=6570.9584,=1871226180639.7900,=1366292679766,=925523326478.4700,=4.4392,=0.0522,=6.9634,=5.8622,=5.0837
2024-05-16,=5998.6641,=6499.2099,=1848304315003.5801,=1351531702061,=915933679347.4900,=4.3511,=0.0322,=6.9634,=5.8630,=5.0876
2024-05-15,=5992.9274,=6492.9945,=1842879759704.7700,=1350061360597,=915856313168.4200,=4.3842,=0.0401,=6.9637,=5.8646,=5.0876
2024-05-14,=6068.8372,=6575.2384,=1869732313691.4705,=1366861804443,=928289829202.0400,=4.4361,=0.0489,=6.9637,=5.8661,=5.0877
2024-05-13,=6064.2868,=6570.3083,=1868760255273.9500,=1365405559335,=927898634572.8900,=4.4340,=0.0472,=6.9637,=5.8661,=5.0908
