日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM市值加权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2023-02-15,=8156.8651,=8813.3823,=2069057243457.6299,=1572281848345,=1036952729612.8700,=6.3652,=0.4504,=7.5813,=6.4583,=5.3104
2023-02-14,=8079.1795,=8729.4441,=2052949129547.1499,=1556491445369,=1026987810192.4398,=6.3156,=0.4272,=7.5813,=6.4589,=5.3104
2023-02-13,=8096.0013,=8747.6199,=2058466190954.0105,=1560644741111,=1029212042745.5896,=6.3326,=0.4384,=7.5813,=6.4595,=5.3104
2023-02-10,=8089.2728,=8740.3499,=2056130709781.9795,=1557398991791,=1028059237721.2700,=6.3254,=0.4353,=7.5813,=6.4615,=5.3104
2023-02-09,=8140.2138,=8795.3909,=2069665045244.8210,=1567150304975,=1034585551592.2400,=6.3670,=0.4489,=7.5820,=6.4635,=5.2930
2023-02-08,=7820.8794,=8450.3544,=1991853941549.3303,=1505921912548,=993572507187.4700,=6.1277,=0.3603,=7.5820,=6.4639,=5.2930
2023-02-07,=7900.5786,=8536.4683,=2012475354098.5901,=1501663088666,=1003650618639.3000,=6.1911,=0.3869,=7.5820,=6.4644,=5.2930
2023-02-06,=7947.4157,=8587.0752,=2021062526298.4399,=1511289696664,=1009356022736.1702,=6.2175,=0.3969,=7.5820,=6.4658,=5.2930
2023-02-03,=8056.8652,=8705.3339,=2046827050891.1899,=1503733728907,=1023104707562.2000,=6.2968,=0.4200,=7.5820,=6.4672,=5.2930
2023-02-02,=8061.8600,=8710.7307,=2049262411412.3501,=1505181250472,=1023720896502.2804,=6.3043,=0.4241,=7.5825,=6.4674,=5.2820
2023-02-01,=7945.4948,=8584.9997,=2020713317080.0100,=1481455703867,=1008913210442.3000,=6.2164,=0.3959,=7.5825,=6.4676,=5.2820
2023-01-31,=7809.1836,=8437.7172,=1981243180456.3799,=1456744029357,=991587027241.0500,=6.0950,=0.3425,=7.5825,=6.4704,=5.2820
2023-01-30,=8032.2635,=8678.7520,=2032531229845.2495,=1498221205746,=1020241527505,=6.2528,=0.4065,=7.5825,=6.4731,=5.2820
2023-01-20,=8028.0578,=8674.2078,=2031905380391.8403,=1496335908797,=1020130626664.6700,=6.2509,=0.4058,=7.5825,=6.4738,=5.2820
2023-01-19,=8000.5882,=8644.5273,=2026524619473.8999,=1492041187239,=1016537726689.7198,=6.2343,=0.4026,=7.5831,=6.4746,=5.2784
2023-01-18,=7833.8869,=8464.4088,=1987060774125.7300,=1460944606380,=995508530745.1400,=6.1129,=0.3538,=7.5831,=6.4749,=5.2784
2023-01-17,=7851.6543,=8483.6063,=1990415700249.8604,=1463056698585,=997636910586.9698,=6.1232,=0.3578,=7.5831,=6.4753,=5.2784
2023-01-16,=7679.4086,=8297.4971,=1951613388889.7305,=1432053602261,=975848784998.6902,=6.0039,=0.3124,=7.5831,=6.4766,=5.2784
2023-01-13,=7437.9691,=8036.6250,=1895515390394.2400,=1387140838911,=945267467472.9700,=5.8313,=0.2754,=7.5831,=6.4778,=5.2784
2023-01-12,=7430.3980,=8028.4446,=1891922971723.9104,=1386396353689,=944359678616.8800,=5.8202,=0.2721,=7.5849,=6.4805,=5.2780
2023-01-11,=7457.4043,=8057.6246,=1899296221723.2000,=1390584950726,=947817075748.6899,=5.8429,=0.2760,=7.5849,=6.4832,=5.2780
2023-01-10,=7540.0610,=8146.9341,=1925222873976.8503,=1406266434801,=958324597668.4398,=5.9227,=0.2897,=7.5849,=6.4860,=5.2780
2023-01-09,=7462.6100,=8063.2493,=1907410193865.7000,=1390902716924,=948613618070.1600,=5.8679,=0.2840,=7.5849,=6.4888,=5.2780
2023-01-06,=7424.2515,=8021.8035,=1899616857924.2200,=1383663397876,=943901449654.2802,=5.8439,=0.2770,=7.5849,=6.4893,=5.2780
2023-01-05,=7439.8734,=8038.6828,=1900201134420.7505,=1384687124970,=945950646575.1500,=5.8457,=0.2774,=7.5892,=6.4898,=5.2645
2023-01-04,=7379.8801,=7973.8608,=1888191971529.5000,=1373365150979,=938280426176.5702,=5.8088,=0.2716,=7.5892,=6.4905,=5.2645
2023-01-03,=7423.0012,=8020.4525,=1896453216787.6201,=1381752991001,=943693354895.5400,=5.8342,=0.2756,=7.5892,=6.4912,=5.2645
2022-12-30,=7328.7195,=7918.5824,=1870417713221.8201,=1363863649874,=931703962803.2700,=5.7541,=0.2527,=7.5892,=6.4914,=5.2645
2022-12-29,=7386.8423,=7981.3833,=1881697659411.6599,=1375561661866,=939131903425.7002,=5.7888,=0.2628,=7.5892,=6.4917,=5.2645
2022-12-28,=7389.3720,=7984.1166,=1882014392322.9304,=1375041835340,=939391867494.5500,=5.7898,=0.2644,=7.5895,=6.4948,=5.2639
2022-12-27,=7486.3520,=8088.9022,=1905953852174.3000,=1393177762171,=951639487388.7198,=5.8634,=0.2757,=7.5895,=6.4980,=5.2639
2022-12-26,=7375.5051,=7969.1336,=1882330780444.3003,=1373435796816,=937621001762.6400,=5.7907,=0.2650,=7.5895,=6.4996,=5.2639
2022-12-23,=7192.5592,=7771.4631,=1841475954559.9104,=1340509248549,=914512033947.2500,=5.6650,=0.2396,=7.5895,=6.5011,=5.2639
2022-12-22,=7330.1541,=7920.1325,=1870871941462.4297,=1365181687161,=931865642797.8998,=5.7555,=0.2534,=7.5895,=6.5046,=5.2639
2022-12-21,=7453.4346,=8053.3354,=1900640744025.7200,=1389674819060,=947525854072.8000,=5.8471,=0.2709,=7.5904,=6.5082,=5.2623
2022-12-20,=7560.1355,=8168.6243,=1929679893430.1899,=1410190683414,=961015881952.5198,=5.9364,=0.2799,=7.5904,=6.5085,=5.2623
2022-12-19,=7559.7415,=8168.1985,=1930969370178.0696,=1411094442654,=961016288925.7700,=5.9404,=0.2802,=7.5904,=6.5089,=5.2623
2022-12-16,=7756.0370,=8380.2932,=1980890451719,=1446708225302,=985908927848.8300,=6.0939,=0.3263,=7.5904,=6.5110,=5.2623
2022-12-15,=7898.9172,=8534.6733,=2012722478108.9700,=1474390247176,=1003954099466.2400,=6.1919,=0.3725,=7.5904,=6.5132,=5.2623
2022-12-14,=7787.9187,=8414.7409,=1988696231322.0896,=1453110373052,=989919720120.4304,=6.1179,=0.3383,=7.5937,=6.5135,=5.2585
2022-12-13,=7814.3706,=8443.3218,=1989691651729.8496,=1456872333235,=993449420511.8998,=6.1210,=0.3400,=7.5937,=6.5139,=5.2585
2022-12-12,=7935.7852,=8574.5086,=2015967503445.0908,=1480658613250,=1008518154871,=6.2018,=0.3727,=7.5937,=6.5142,=5.2585
2022-12-09,=7782.6365,=8409.0335,=1996659681498.7200,=1543654207937,=1052859250852.1702,=5.1307,=0.1766,=7.5937,=6.5146,=5.2585
2022-12-08,=7700.8932,=8320.7110,=1977904105193.4399,=1528460012727,=1042662807904.4600,=5.0825,=0.1669,=7.5937,=6.5198,=5.2623
2022-12-07,=7800.0673,=8427.8673,=1999573189057.6899,=1546694083177,=1055560182892.7900,=5.1382,=0.1783,=7.5949,=6.5250,=5.2623
2022-12-06,=7873.4241,=8507.1283,=2014758609039.8999,=1559024671838,=1064756671375.4700,=5.1773,=0.1835,=7.5949,=6.5280,=5.2639
2022-12-05,=7735.8530,=8358.4845,=1977804689496.7695,=1521960587868,=1046074820624.0398,=5.0823,=0.1663,=7.5949,=6.5310,=5.2645
2022-12-02,=7691.8727,=8310.9643,=1962204594662.6704,=1512715423528,=1039629146134.3000,=5.0422,=0.1564,=7.5949,=6.5327,=5.2780
2022-12-01,=7756.3921,=8380.6766,=1978068295361.7200,=1525944721089,=1048336957183.2498,=5.0830,=0.1654,=7.5949,=6.5344,=5.2784
2022-11-30,=7650.2969,=8266.0422,=1954066174305.2104,=1505183014655,=1034430023628.5302,=5.0213,=0.1518,=7.5959,=6.5357,=5.2784
2022-11-29,=7671.8366,=8289.3156,=1960271605024.1201,=1510609137866,=1038021163447.7400,=5.0372,=0.1533,=7.5959,=6.5370,=5.2820
2022-11-28,=7567.2216,=8176.2805,=1932363530150.2104,=1491200006823,=1024122776058,=4.9655,=0.1409,=7.5959,=6.5392,=5.2930
2022-11-25,=7684.7528,=8303.2714,=1961579711935.2600,=1513121093513,=1039575980205.7902,=5.0406,=0.1524,=7.5959,=6.5413,=5.3104
2022-11-24,=7767.0696,=8392.2136,=1980601636038.0095,=1530272648922,=1050654542296.8104,=5.0895,=0.1614,=7.5959,=6.5415,=5.3357
2022-11-23,=7839.9545,=8470.9648,=1997300619193.8000,=1544461111171,=1060396836321.8998,=5.1324,=0.1679,=7.5974,=6.5417,=5.3357
2022-11-22,=7859.8147,=8492.4235,=2003065063987.8799,=1547640468850,=1062920452336.6801,=5.1472,=0.1732,=7.5974,=6.5427,=5.3633
2022-11-21,=7953.8386,=8594.0150,=2026089573666.4795,=1565433371063,=1074703376236.0800,=5.2064,=0.1759,=7.5974,=6.5437,=5.3651
2022-11-18,=8027.4503,=8673.5514,=2042946346906.2600,=1579128241718,=1084779416117.2300,=5.2497,=0.1825,=7.5974,=6.5441,=5.3820
2022-11-17,=8231.6277,=8894.1623,=2096550418932.4297,=1621923360836,=1113090534026.1897,=5.3874,=0.2005,=7.5974,=6.5446,=5.3874
2022-11-16,=8068.2042,=8717.5854,=2059785941376.4099,=1591053099354,=1090247401965.3102,=5.2930,=0.1931,=7.5996,=6.5449,=5.3820
2022-11-15,=8183.7454,=8842.4261,=2087853040771.2200,=1614966874304,=1106599414637.7200,=5.3651,=0.1972,=7.5996,=6.5452,=5.4292
2022-11-14,=7712.8953,=8333.6789,=1974338741127.4199,=1522193724936,=1043158270011.2800,=5.0734,=0.1618,=7.5996,=6.5457,=5.4694
2022-11-11,=7675.3673,=8293.1304,=1958686725261.3704,=1515672517298,=1037647565599.9399,=5.0332,=0.1531,=7.5996,=6.5462,=5.4843
2022-11-10,=7574.3597,=8183.9930,=1933107140792.0796,=1494949737100,=1020208006111.3998,=5.0176,=0.1520,=7.5996,=6.5463,=5.5321
2022-11-09,=7762.4710,=8387.2447,=1981052097965.8799,=1533137292929,=1045240601596.8098,=5.1420,=0.1675,=7.6029,=6.5464,=5.5321
2022-11-08,=7847.5328,=8479.1528,=2001636119979.2100,=1550685135866,=1056350778992.7100,=5.1955,=0.1716,=7.6029,=6.5480,=5.5344
2022-11-07,=7951.2233,=8591.1890,=2027986464644.5701,=1571609231387,=1070268745575.1400,=5.2639,=0.1821,=7.6029,=6.5496,=5.5426
2022-11-04,=8015.7624,=8660.9226,=2045913639411.9600,=1585106853584,=1079802889453.2804,=5.3104,=0.1874,=7.6029,=6.5503,=5.5454
2022-11-03,=7866.3773,=8499.5140,=2014613515679.8296,=1556542285738,=1060614514256.4402,=5.2292,=0.1761,=7.6029,=6.5509,=5.5871
2022-11-02,=7655.1717,=8271.3092,=1962018866100.7900,=1512114212085,=1030993511914.3300,=5.0926,=0.1609,=7.6054,=6.5519,=5.5871
2022-11-01,=7631.1858,=8245.3928,=1953783787450.3503,=1506241428730,=1027131448384.5100,=5.0713,=0.1572,=7.6054,=6.5528,=5.5898
2022-10-31,=7517.7040,=8122.7773,=1929904302768.3391,=1483340624582,=1012386402181.3400,=5.0093,=0.1510,=7.6054,=6.5532,=5.5933
2022-10-28,=7421.6947,=8019.0406,=1904732346817.3403,=1449794744336,=980468231216.4095,=4.9614,=0.1434,=7.6054,=6.5536,=5.6046
2022-10-27,=7561.6218,=8170.2299,=1938237035742.5403,=1476344730575,=990028857300.5240,=5.0709,=0.1539,=7.6054,=6.5553,=5.6050
2022-10-26,=7542.4313,=8149.4949,=1917782048437.0210,=1473939289539,=987511286350.3804,=5.0105,=0.1503,=7.6059,=6.5571,=5.6050
2022-10-25,=7308.3540,=7896.5776,=1855092835390.5400,=1427220485963,=954998771632.9232,=4.8500,=0.1219,=7.6059,=6.5574,=5.6056
2022-10-24,=7333.5920,=7923.8469,=1860366625371.4099,=1431942594943,=957871187901.2266,=4.8809,=0.1260,=7.6059,=6.5577,=5.6080
2022-10-21,=7357.0016,=7949.1407,=1869491960322.7004,=1435560188359,=960551990040.3907,=4.9049,=0.1326,=7.6059,=6.5579,=5.6109
2022-10-20,=7472.6441,=8074.0909,=1896988843283.7395,=1458410551175,=975538876680.6154,=4.9770,=0.1432,=7.6059,=6.5581,=5.6427
2022-10-19,=7224.1349,=7805.5801,=1832440696227.8804,=1406680503184,=943438955065.5063,=4.8937,=0.1278,=7.6150,=6.5585,=5.6427
2022-10-18,=7293.7571,=7880.8060,=1847191257624.5801,=1419320517212,=952535264920.8820,=4.9331,=0.1345,=7.6150,=6.5588,=5.6450
2022-10-17,=7346.5659,=7937.8652,=1861854442252.1201,=1429923454282,=959308449785.9430,=4.9723,=0.1399,=7.6150,=6.5596,=5.6452
2022-10-14,=7225.8379,=7807.4202,=1827709548290.0801,=1403097924478,=943633421030.8800,=4.8811,=0.1270,=7.6150,=6.5604,=5.6537
2022-10-13,=7011.3216,=7575.6382,=1775448192351,=1361982502093,=915752503513.0536,=4.7415,=0.1101,=7.6150,=6.5621,=5.6584
2022-10-12,=7060.7115,=7629.0033,=1789609945101.2000,=1371461919979,=922075036499.9862,=4.7793,=0.1155,=7.6156,=6.5638,=5.6584
2022-10-11,=6826.4058,=7375.8392,=1730886649687.9600,=1326412218490,=891431638936.7822,=4.6225,=0.0828,=7.6156,=6.5681,=5.6663
2022-10-10,=6928.4185,=7486.0625,=1762692459600.1204,=1348675619796,=904619946054.0048,=4.7075,=0.1039,=7.6156,=6.5724,=5.6701
2022-09-30,=7370.3747,=7963.5902,=1866631404122.4500,=1440592971411,=961893389139.6899,=4.9850,=0.1357,=7.6156,=6.5739,=5.7126
2022-09-29,=7509.1129,=8113.4950,=1899358245059.0305,=1469636293404,=979751022253.6272,=5.0724,=0.1398,=7.6156,=6.5753,=5.7207
2022-09-28,=7501.1547,=8104.8962,=1896553324208.1597,=1466053776059,=978919815481.8484,=5.0649,=0.1374,=7.6164,=6.5772,=5.7207
2022-09-27,=7705.5274,=8325.7181,=1944952550946.2500,=1506214080306,=1005401768027.3616,=5.1942,=0.1481,=7.6164,=6.5790,=5.7233
2022-09-26,=7562.0020,=8170.6408,=1909862344499.0100,=1478979184650,=986508589187.2240,=5.1005,=0.1417,=7.6164,=6.5799,=5.7237
2022-09-23,=7550.0152,=8157.6892,=1909399077933.3000,=1475447244122,=985174979968.9592,=5.0993,=0.1406,=7.6164,=6.5807,=5.7242
2022-09-22,=7739.5762,=8362.5073,=1957966728506.6299,=1513642467730,=1009789596578.3202,=5.2290,=0.1487,=7.6164,=6.5826,=5.7278
2022-09-21,=7793.8084,=8421.1045,=1969020505397.8103,=1523652651693,=1016897778473.6396,=5.2585,=0.1516,=7.6171,=6.5846,=5.7278
2022-09-20,=7954.1724,=8594.3756,=2008280822905.3003,=1556570041344,=1037767902073.9564,=5.3633,=0.1598,=7.6171,=6.5884,=5.7347
2022-09-19,=7979.1161,=8621.3269,=2015275400183.6704,=1562640765682,=1040889498652.5576,=5.3820,=0.1600,=7.6171,=6.5921,=5.7439
2022-09-16,=8118.6390,=8772.0795,=2053579195912.6704,=1589033635228,=1059198582517.6316,=5.4843,=0.1629,=7.6171,=6.5927,=5.7449
2022-09-15,=8225.2048,=8887.2224,=2076444559576.5896,=1608319214497,=1073045141788.4696,=5.5454,=0.1671,=7.6171,=6.5933,=5.7591
2022-09-14,=8507.6930,=9192.4471,=2142103659196.8804,=1666007486141,=1109723425279.6147,=5.7207,=0.1888,=7.6187,=6.5952,=5.7591
2022-09-13,=8514.8471,=9200.1770,=2143209235615.3899,=1665789161872,=1110718198629.3926,=5.7237,=0.1903,=7.6187,=6.5970,=5.7625
2022-09-09,=8525.4150,=9211.5955,=2143425840705.3301,=1667965946028,=1112035447020.5264,=5.7242,=0.1906,=7.6187,=6.5985,=5.7652
2022-09-08,=8561.8256,=9250.9366,=2151169650520.1411,=1674994179398,=1116777543579.9902,=5.7449,=0.1949,=7.6187,=6.5999,=5.7677
2022-09-07,=8628.9819,=9323.4981,=2167353207863.9695,=1686572476069,=1125462279248.9700,=5.7881,=0.2032,=7.6187,=6.6010,=5.7708
2022-09-06,=8452.0149,=9132.2877,=2123148153040.5496,=1648679850494,=1102468702479.1260,=5.6701,=0.1873,=7.6192,=6.6020,=5.7677
2022-09-05,=8346.2379,=9017.9971,=2099887861892.3604,=1627581936633,=1088766998157.9564,=5.6080,=0.1768,=7.6192,=6.6020,=5.7708
2022-09-02,=8399.8657,=9075.9412,=2113741109098.6604,=1632341234626,=1095978848983.7252,=5.6450,=0.1797,=7.6192,=6.6020,=5.7723
2022-09-01,=8351.2332,=9023.3945,=2099001656117.8896,=1622349569610,=1089767503428.2528,=5.6056,=0.1759,=7.6192,=6.6025,=5.7889
2022-08-31,=8447.4770,=9127.3846,=2121714537804.6897,=1636635776051,=1102163838055.9492,=5.6663,=0.1829,=7.6192,=6.6029,=5.7944
2022-08-30,=8566.4416,=9255.9242,=2150800684525.9700,=1661992973145,=1117221217175.1001,=5.7439,=0.1886,=7.6222,=6.6037,=5.7944
2022-08-29,=8531.3485,=9218.0066,=2140394584640.1699,=1654357572217,=1103071508998.9883,=5.7278,=0.1861,=7.6222,=6.6045,=5.7952
2022-08-26,=8523.6540,=9209.6928,=2137339544577.1599,=1641115018629,=1090517544199.3422,=5.8206,=0.2027,=7.6222,=6.6046,=5.8026
2022-08-25,=8663.0679,=9360.3276,=2165884223685.5400,=1669117924156,=1108457517073.2549,=5.8985,=0.2112,=7.6222,=6.6047,=5.8026
2022-08-24,=8717.8335,=9418.3103,=2177606332327.0903,=1678944010399,=1101104967820.3516,=6.0954,=0.2647,=7.6222,=6.6066,=5.8026
2022-08-23,=9094.9061,=9824.5269,=2267803200745.7402,=1751553502110,=1148755621924.9319,=6.3479,=0.3634,=7.6271,=6.6085,=5.7952
2022-08-22,=9134.6252,=9867.4324,=2281353711409.9502,=1759956450848,=1144438323621.7500,=6.3961,=0.3817,=7.6271,=6.6092,=5.7952
2022-08-19,=9108.0516,=9838.7270,=2275990690753.4302,=1753696258226,=1136113352376.3479,=6.3854,=0.3767,=7.6271,=6.6099,=5.7952
2022-08-18,=9341.1855,=10090.0891,=2332489551671.5400,=1798538845914,=1167190125231.7483,=6.5588,=0.4746,=7.6271,=6.6140,=5.7952
2022-08-17,=9219.2274,=9958.3534,=2300768186500.4902,=1772386652558,=1148575704181.3958,=6.4746,=0.4299,=7.6271,=6.6181,=5.7952
2022-08-16,=9187.2894,=9923.8548,=2291835441333.4297,=1766048376696,=1144376775276.6289,=6.4494,=0.4127,=7.6293,=6.6184,=5.7944
2022-08-15,=9279.0848,=10023.0096,=2314749400422.0200,=1786252455780,=1155767798602.3604,=6.5139,=0.4463,=7.6293,=6.6187,=5.7944
2022-08-12,=9236.3472,=9976.8456,=2310199357859.5898,=1774963758345,=1150899044661.5283,=6.5011,=0.4414,=7.6293,=6.6206,=5.7944
2022-08-11,=9461.2718,=10219.8030,=2367077650021.3398,=1818572690523,=1179145077782.3284,=6.6554,=0.5152,=7.6293,=6.6225,=5.7944
2022-08-10,=9299.2056,=10044.7436,=2326421366205.4302,=1789629393004,=1158496546476.3955,=6.5464,=0.4620,=7.6293,=6.6206,=5.7944
2022-08-09,=9415.2082,=10169.0372,=2355134955113.1304,=1811140282062,=1173177681160.2988,=6.6363,=0.5069,=7.6345,=6.6225,=5.7889
2022-08-08,=9325.7288,=10072.3936,=2337309159052.8496,=1793671560925,=1162026960836.1450,=6.5846,=0.4813,=7.6345,=6.6206,=5.7889
2022-08-05,=9401.7883,=10154.5428,=2364896180308.7700,=1807578449701,=1172400556290.2456,=6.6623,=0.5167,=7.6345,=6.6225,=5.7889
2022-08-04,=8927.1094,=9640.7240,=2242755625416.2002,=1713968260546,=1114127297102.3762,=6.3182,=0.3519,=7.6345,=6.6206,=5.7889
2022-08-03,=8777.0921,=9478.7147,=2204444658114.3706,=1686553136733,=1094882873973.1252,=6.2103,=0.3189,=7.6345,=6.6225,=5.7889
2022-08-02,=8496.2686,=9175.4428,=2126251319019.0696,=1634672847602,=1059360283178.8644,=5.9900,=0.2301,=7.6383,=6.6234,=5.7723
2022-08-01,=8573.7050,=9259.0693,=2144699027763.5000,=1646906180465,=1069343330227.6166,=6.0420,=0.2444,=7.6383,=6.6242,=5.7723
2022-07-29,=8460.7752,=9137.1121,=2119511972128.2705,=1625700735511,=1055213204036.9504,=5.9710,=0.2266,=7.6383,=6.6248,=5.7723
2022-07-28,=8722.7091,=9419.9845,=2181416560941.1799,=1676047954668,=1087774149192.3480,=6.1454,=0.2885,=7.6383,=6.6253,=5.7723
2022-07-27,=8582.5484,=9266.2549,=2145624307415.2600,=1649615765671,=1070023820296.4230,=6.0446,=0.2440,=7.6383,=6.6267,=5.7723
2022-07-26,=8657.8892,=9347.5976,=2164889096021.5095,=1662656364064,=1079508235937.0392,=6.0988,=0.2697,=7.6410,=6.6280,=5.7708
2022-07-25,=8607.6632,=9293.3705,=2156586894585.4399,=1653347053778,=1073425013772.3672,=6.0754,=0.2560,=7.6410,=6.6316,=5.7708
2022-07-22,=8757.6155,=9455.2683,=2185803488984.4604,=1680889468845,=1091818043232.6960,=6.1577,=0.2930,=7.6410,=6.6352,=5.7708
2022-07-21,=8835.2728,=9539.1119,=2206809708913.2603,=1627123780606,=1101493690662.5764,=6.2169,=0.3131,=7.6410,=6.6362,=5.7708
2022-07-20,=8665.6383,=9355.9639,=2167701722411.0703,=1596213555806,=1080388331441.5792,=6.1068,=0.2726,=7.6410,=6.6372,=5.7708
2022-07-19,=8570.0297,=9252.7389,=2146388182978.2600,=1577460019197,=1068441558400.4364,=6.0467,=0.2461,=7.6430,=6.6385,=5.7677
2022-07-18,=8644.5700,=9333.2173,=2163366513429.4299,=1591431235958,=1077493870290.9038,=6.0945,=0.2649,=7.6430,=6.6398,=5.7677
2022-07-15,=8706.8738,=9400.4844,=2173665205460.8101,=1601292410721,=1085126451880.0856,=6.1236,=0.2738,=7.6430,=6.6438,=5.7677
2022-07-14,=8744.9223,=9441.5640,=2179871332858.6790,=1607486789383,=1089890599591.0576,=6.1410,=0.2798,=7.6430,=6.6478,=5.7677
2022-07-13,=8666.9474,=9353.1058,=2163709476569.6799,=1592844471373,=1080173198972.0583,=6.0955,=0.2660,=7.6430,=6.6510,=5.7677
2022-07-12,=8784.9071,=9479.2830,=2192644459410.1499,=1612975768154,=1094884175633.8618,=6.1770,=0.2949,=7.6487,=6.6542,=5.7652
2022-07-11,=9029.4372,=9743.1412,=2251371834806.0303,=1659066970502,=1124925669310.1753,=6.3425,=0.3495,=7.6487,=6.6542,=5.7652
2022-07-08,=9324.9626,=10062.0255,=2324904659740.9800,=1712453545870,=1161930988529.2429,=6.5496,=0.4500,=7.6487,=6.6542,=5.7652
2022-07-07,=9271.9359,=10004.8074,=2310450288757.6396,=1703653589540,=1155449109086.4106,=6.5089,=0.4320,=7.6487,=6.6549,=5.7652
2022-07-06,=9313.3185,=10049.4609,=2322100704674.1104,=1708922775981,=1161037815896.0264,=6.5417,=0.4427,=7.6487,=6.6556,=5.7652
2022-07-05,=9192.5997,=9919.2003,=2292900609950.3198,=1686552563117,=1146350475301.9131,=6.4595,=0.4118,=7.6521,=6.6559,=5.7625
2022-07-04,=9155.7915,=9879.4827,=2284225785951.3701,=1679306064117,=1141933827694.7554,=6.4350,=0.3966,=7.6521,=6.6562,=5.7625
2022-07-01,=9418.9444,=10163.4357,=2349231091015.3691,=1725412943610,=1174765535173.3950,=6.6181,=0.4806,=7.6521,=6.6607,=5.7625
2022-06-30,=9417.3110,=10161.6732,=2352725814436.3496,=1724204053154,=1175204079347.5295,=6.6280,=0.4870,=7.6521,=6.6653,=5.7625
2022-06-29,=9125.9670,=9846.1127,=2290183008155.9702,=1672229130966,=1139000371533.2903,=6.4518,=0.4084,=7.6521,=6.6655,=5.7625
2022-06-28,=9298.6378,=10031.4223,=2333001001031.1997,=1703459056250,=1160393952529.0728,=6.5724,=0.4595,=7.6533,=6.6656,=5.7591
2022-06-27,=8903.2960,=9604.9254,=2243071292066.7300,=1624499071569,=1111188096163.1711,=6.3191,=0.3444,=7.6533,=6.6657,=5.7591
2022-06-24,=8762.7832,=9453.3394,=2214968889673,=1599643177504,=1093775224068.5128,=6.2399,=0.3188,=7.6533,=6.6658,=5.7591
2022-06-23,=8640.5683,=9318.6839,=2184334835469.9399,=1577868079504,=1078191541681.1040,=6.1536,=0.2903,=7.6533,=6.6679,=5.7591
2022-06-22,=8433.3599,=9095.2136,=2134438261513.2097,=1537648413660,=1052811619892.4775,=6.0130,=0.2442,=7.6533,=6.6701,=5.7591
2022-06-21,=8694.5674,=9376.3048,=2197438089543.4795,=1584052304868,=1085351898144.5348,=6.1905,=0.3042,=7.6533,=6.6701,=5.7347
2022-06-20,=8791.3586,=9480.3425,=2220692766073.8799,=1601215454278,=1097659163586.5052,=6.2560,=0.3163,=7.6533,=6.6702,=5.7347
2022-06-17,=8667.4154,=9346.6858,=2189543293143.4600,=1564437046701,=1082412542256.6052,=6.1683,=0.2934,=7.6533,=6.6729,=5.7347
2022-06-16,=8695.5132,=9375.7984,=2196969206251.3296,=1569738399435,=1085792937907.7034,=6.1892,=0.3012,=7.6533,=6.6755,=5.7347
2022-06-15,=8551.7202,=9220.7559,=2167161249443.6897,=1541608941474,=1068428262530.3531,=6.1052,=0.2753,=7.6533,=6.6763,=5.7347
2022-06-14,=8474.0587,=9137.0186,=2149677956829.6699,=1526264590425,=1058674714362.0120,=6.0560,=0.2551,=7.6588,=6.6770,=5.7233
2022-06-13,=8661.7661,=9339.0223,=2193482835471.2200,=1560927130554,=1081863116553.8846,=6.1794,=0.2966,=7.6588,=6.6857,=5.7233
2022-06-10,=8778.7855,=9465.1914,=1595085282843.6204,=1407912048940,=921928170948.0630,=4.8727,=0.1353,=7.6588,=6.6945,=5.7233
2022-06-09,=8613.9142,=9287.4289,=1566998070211.2004,=1380358915417,=905124509007.1410,=4.7869,=0.1281,=7.6588,=6.6964,=5.7347
2022-06-08,=8897.9410,=9593.6635,=1622415560321.8201,=1426437989145,=935317105450.2870,=4.9562,=0.1431,=7.6588,=6.6982,=5.7591
2022-06-07,=8923.3388,=9620.8157,=1627585036890.7195,=1430840053874,=937775557840.4352,=4.9719,=0.1448,=7.6600,=6.7016,=5.7591
2022-06-06,=9092.1892,=9802.8640,=1660348561164.7500,=1460369320489,=956133101058.8152,=5.0720,=0.1479,=7.6600,=6.7049,=5.7625
2022-06-02,=8852.4406,=9544.3759,=1616485932174.1802,=1421119419739,=930700363116.9896,=4.9380,=0.1422,=7.6600,=6.7051,=5.7652
2022-06-01,=8572.5804,=9234.8529,=1562067928227.7600,=1373273345267,=900963550113.7568,=4.7718,=0.1261,=7.6600,=6.7053,=5.7677
2022-05-31,=8599.7770,=9264.1505,=1566694230648.7900,=1377894550389,=903792898483.7244,=4.7859,=0.1263,=7.6600,=6.7132,=5.7708
2022-05-30,=8439.1385,=9091.1020,=1534878014318.1399,=1351529274608,=886756143651.6193,=4.6887,=0.1086,=7.6689,=6.7212,=5.7708
2022-05-27,=8333.7011,=8977.5191,=1513840358307.9700,=1333778732594,=874716740837.8195,=4.6245,=0.0939,=7.6689,=6.7241,=5.7723
2022-05-26,=8383.3188,=9030.4528,=1522779444342.6399,=1341672880581,=880174888422.8387,=4.6518,=0.1015,=7.6689,=6.7270,=5.7889
2022-05-25,=8448.8275,=9100.4367,=1536476120479.5901,=1352207988212,=887352566327.0138,=4.6936,=0.1076,=7.6689,=6.7350,=5.7944
2022-05-24,=8462.0170,=9114.6434,=1539697970808.4895,=1354817044390,=888953785288.1843,=4.7035,=0.1093,=7.6689,=6.7430,=5.7952
