日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM市值加权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2026-07-17,=18079.7400,=19705.4225,=6510062389541.6992,=5369269509169,=3456322512483.7627,=15.8435,=0.9863,=8.0255,=6.6636,=5.7889
2026-07-16,=19471.2900,=21222.0959,=7006303752404.8398,=5760752266150,=3721254672540.5679,=17.0512,=0.9886,=8.0084,=6.6623,=5.7889
2026-07-15,=20652.3100,=22509.3087,=7341985600558.0420,=6074368240737,=3946145220509.2920,=17.8681,=0.9898,=8.0059,=6.6592,=5.7889
2026-07-14,=21802.2700,=23762.6735,=7743929078724.0498,=6408449572323,=4163695236221.4570,=18.8463,=0.9958,=8.0059,=6.6562,=5.7888
2026-07-13,=21414.6800,=23340.2290,=7680007024230.9102,=6330033720194,=4089730265708.4790,=18.6907,=0.9928,=8.0052,=6.6559,=5.7888
2026-07-10,=22325.1000,=24332.5120,=7905017170874.5098,=6552825414319,=4258726393463.6860,=19.2384,=0.9964,=7.9962,=6.6556,=5.7888
2026-07-09,=23874.9100,=26021.6764,=8445308895075.4600,=7017610585574,=4556323934130.6572,=20.5533,=0.9994,=7.9960,=6.6555,=5.7888
2026-07-08,=21833.9100,=23797.1618,=7720250997443.9102,=6454356996008,=4165628696289.3481,=18.7887,=0.9964,=7.9957,=6.6554,=5.7888
2026-07-07,=22004.1900,=23982.7471,=7707970697901.9219,=6486291468681,=4194675992739.2559,=18.7588,=0.9964,=7.9957,=6.6548,=5.7881
2026-07-06,=22108.0300,=24095.9260,=7689466983259.8398,=6474827677709,=4212857932380.5322,=18.7138,=0.9958,=7.9950,=6.6542,=5.7881
2026-07-03,=21934.4800,=23906.7732,=7588797104537.0898,=6407279033899,=4179559955483.6362,=18.4688,=0.9958,=7.9917,=6.6542,=5.7881
2026-07-02,=22163,=24154.0544,=7689677259371.6602,=6481108816708,=4223814944443.5010,=18.7143,=0.9964,=7.9841,=6.6542,=5.7881
2026-07-01,=24286.8800,=26468.7335,=8374565670129.8584,=7073819298636,=4629504833051.8701,=20.3811,=0.9994,=7.9828,=6.6510,=5.7881
2026-06-30,=24861.0500,=27094.4863,=8594577350429.4102,=7259134682014,=4740485755237.6699,=20.9165,=1,=7.9828,=6.6478,=5.7863
2026-06-29,=24226.2400,=26401.4791,=8317270539154.3066,=7042277622283,=4612937682979.6172,=20.2416,=1,=7.9800,=6.6439,=5.7863
2026-06-26,=23056.2800,=25126.4794,=7975446344941.8496,=6731875658981,=4391409403915.0981,=19.4098,=0.9994,=7.9698,=6.6401,=5.7863
2026-06-25,=23318.2800,=25411.9976,=8109819228309.9102,=6815583321493,=4445451308105.1914,=19.7368,=1,=7.9681,=6.6399,=5.7863
2026-06-24,=22111.0400,=24096.2257,=7731537915601.1406,=6485149641658,=4217543435967.8242,=18.8162,=1,=7.9638,=6.6398,=5.7863
2026-06-23,=20987.7000,=22872.0271,=7351703089873.8301,=6181423819870,=4006327887522.9199,=17.8918,=0.9994,=7.9638,=6.6387,=5.7861
2026-06-22,=21473.8000,=23400.1399,=7419647373760.5918,=6299373604509,=4100907742994.6001,=18.0571,=1,=7.9587,=6.6377,=5.7861
2026-06-18,=20721.2800,=22580.1100,=7223521390241.2510,=6136192314884,=3963868978848.7817,=17.5798,=1,=7.9528,=6.6377,=5.7861
2026-06-17,=19831.5600,=21610.5728,=6874624115723.9014,=5837467914032,=3786788763638.4058,=16.7307,=1,=7.9512,=6.6376,=5.7861
2026-06-16,=18702.0700,=20379.7648,=6522011346398.1104,=5524676282930,=3575593082724.0649,=15.8725,=0.9994,=7.9503,=6.6374,=5.7861
2026-06-15,=18523.8300,=20185.0628,=6497228933413.8496,=5503901840600,=3545012756773.1201,=15.8122,=0.9994,=7.9503,=6.6372,=5.7723
2026-06-12,=17477.3200,=19044.7058,=5622563499032.6904,=4781387496112,=3005383698087.8232,=13.8773,=0.9903,=7.9430,=6.6368,=5.7723
2026-06-11,=17610.2200,=19189.5218,=5657421531164.6709,=4798943901601,=3023419945672.6694,=13.9634,=0.9915,=7.9430,=6.6363,=5.7723
2026-06-10,=17521.2800,=19092.5987,=5614843172758.0605,=4767595105111,=3006682257488.3125,=13.8583,=0.9909,=7.9413,=6.6357,=5.7723
2026-06-09,=17751.2800,=19342.5694,=5672365442909.5918,=4810844993692,=3044769429433.6211,=14.0002,=0.9921,=7.9387,=6.6352,=5.7723
2026-06-08,=16880.2100,=18393.4150,=5411600545789.3594,=4589627876999,=2899724630856.6235,=13.3566,=0.9872,=7.9387,=6.6349,=5.7708
2026-06-05,=17641.1900,=19222.6094,=5654057440097.4893,=4794619069313,=3029381495919.9946,=13.9551,=0.9921,=7.9382,=6.6347,=5.7708
2026-06-04,=18583.1500,=20249.0069,=5944838944540.9697,=5035970565019,=3190803273489.2876,=14.6728,=0.9970,=7.9374,=6.6329,=5.7708
2026-06-03,=18238.2700,=19872.2410,=5864396924721.3594,=4965154445889,=3136942142833.6299,=14.4742,=0.9957,=7.9342,=6.6312,=5.7708
2026-06-02,=17629.9700,=19209.4473,=5684156764548.5000,=4797743808351,=3031208966715.0220,=14.0293,=0.9939,=7.9301,=6.6304,=5.7708
2026-06-01,=17333.1900,=18886.0708,=5586796412156.9004,=4700473618217,=2975815017166.5703,=13.7890,=0.9933,=7.9301,=6.6296,=5.7677
2026-05-29,=18347.7400,=19991.3050,=5913943773990.3906,=4977397193576,=3151787170196.6509,=14.5965,=0.9963,=7.9300,=6.6290,=5.7677
2026-05-28,=19395.8500,=21132.2091,=6301358567063.5391,=5276084622152,=3333200761120.1250,=15.5527,=0.9988,=7.9296,=6.6285,=5.7677
2026-05-27,=19329.4300,=21059.1969,=6210546781356.8604,=5230452115784,=3314726566943.7588,=15.3286,=0.9988,=7.9274,=6.6282,=5.7677
2026-05-26,=19868.5000,=21646.5104,=6402553432025.6016,=5404740948072,=3412629665211.9229,=15.8025,=0.9994,=7.9261,=6.6280,=5.7677
2026-05-25,=20000.7000,=21787.2782,=6464897114142.1191,=5423417059757,=3437946047630.5049,=15.9563,=1,=7.9261,=6.6267,=5.7652
2026-05-22,=18621.3400,=20284.7108,=5938877411586.5898,=5050074749107,=3196033467809.9507,=14.6580,=0.9994,=7.9253,=6.6253,=5.7652
2026-05-21,=18149.3100,=19770.5119,=5807495252996.3311,=4946968891235,=3120461910217.8232,=14.3338,=0.9994,=7.9241,=6.6248,=5.7652
2026-05-20,=18722.5800,=20394.3579,=6022850525493.5400,=5119018350693,=3221428695640.7148,=14.8653,=1,=7.9237,=6.6242,=5.7652
2026-05-19,=17879.2600,=19475.3863,=5720654390568.1807,=4909843905730,=3076608336038.0342,=14.1194,=1,=7.9233,=6.6234,=5.7652
2026-05-18,=17194.8200,=18729.8388,=5498244005709.7305,=4697883115108,=2953665085652.6934,=13.5705,=0.9975,=7.9233,=6.6225,=5.7642
2026-05-15,=17032.6200,=18553.1624,=5465180485287.9199,=4657078821660,=2926847393929.2397,=13.4889,=0.9975,=7.9131,=6.6206,=5.7642
2026-05-14,=17078.7100,=18603.3689,=5507227155965.9902,=4703267545269,=2939336564366.8691,=13.6370,=0.9982,=7.9103,=6.6187,=5.7642
2026-05-13,=17543.4000,=19109.5385,=5682303610901.0996,=4855293751394,=3023062054728.5103,=14.0705,=1,=7.9095,=6.6184,=5.7642
2026-05-12,=17096.5100,=18622.7542,=5569280353950.4189,=4746268270084,=2947377302789.3232,=13.7906,=1,=7.9019,=6.6181,=5.7642
2026-05-11,=16980.7800,=18496.6969,=5508523834949.5801,=4682692779112,=2921398149929.4102,=13.6402,=1,=7.9019,=6.6156,=5.7639
2026-05-08,=15971.5500,=17397.3634,=5239077741860.2607,=4432971769635,=2753916650259.0942,=12.9730,=0.9988,=7.8993,=6.6131,=5.7639
2026-05-07,=16450.4000,=17916.9587,=5418997177637.7803,=4581665566363,=2841246395602.3306,=13.4185,=1,=7.8894,=6.6130,=5.7639
2026-05-06,=16211.9900,=17657.2939,=5345477968901.9688,=4523390605450,=2799849665275.8203,=13.2364,=1,=7.8843,=6.6129,=5.7639
2026-04-30,=15254.3400,=16614.2672,=5035340002628.4404,=4217432066206,=2632150254758.5503,=11.5733,=0.9926,=7.8808,=6.6114,=5.7639
2026-04-29,=14480.0800,=15770.9817,=4731629150028.7393,=3954054080766,=2472132841823.6899,=11.1077,=0.9778,=7.8808,=6.6099,=5.7627
2026-04-28,=14566.5800,=15865.1904,=4757895218926.7402,=3970490761067,=2483052826784.1304,=11.1808,=0.9803,=7.8770,=6.6096,=5.7627
2026-04-27,=14725.1000,=16037.8428,=4821512753553.6689,=4021101147735,=2492455222695.2012,=11.3649,=0.9883,=7.8732,=6.6093,=5.7627
2026-04-24,=14046.9900,=15299.2764,=4613017414088.0693,=3851144905377,=2380010837105.6099,=10.8710,=0.9753,=7.8685,=6.6089,=5.7627
2026-04-23,=13809.6000,=15040.7322,=4500933817032.9805,=3768619885404,=2337759507578.8188,=10.6200,=0.9660,=7.8675,=6.6085,=5.7627
2026-04-22,=14006.7500,=15255.4569,=4553953261748.7900,=3808068710898,=2366807786639.5103,=10.7652,=0.9703,=7.8675,=6.6066,=5.7625
2026-04-21,=13626.3500,=14841.1419,=4450255819377,=3709164911300,=2304121077372.9199,=10.5280,=0.9610,=7.8643,=6.6047,=5.7625
2026-04-20,=13830.8600,=15063.8863,=4531888794806.7598,=3787373026780,=2341746897096.1001,=10.7210,=0.9690,=7.8624,=6.6046,=5.7625
2026-04-17,=13590.4900,=14802.0799,=4446168688969.7305,=3721354300950,=2299753863865.4199,=10.5824,=0.9653,=7.8547,=6.6045,=5.7625
2026-04-16,=13496.9100,=14700.1627,=4405277262224.9707,=3687355393803,=2284506472946.7695,=10.5144,=0.9616,=7.8537,=6.6037,=5.7625
2026-04-15,=13348.8700,=14538.9224,=4364500400857.9409,=3645683208772,=2259734815077.2402,=10.4171,=0.9572,=7.8537,=6.6029,=5.7619
2026-04-14,=13411.8100,=14607.4709,=4354604056859.8198,=3648475795590,=2266330388223.0195,=10.4005,=0.9572,=7.8511,=6.6025,=5.7619
2026-04-13,=13141.0500,=14312.5784,=4277793759025.6401,=3578809414093,=2221102726083.7900,=10.2171,=0.9509,=7.8495,=6.6021,=5.7619
2026-04-10,=13057.4800,=14221.5610,=4248631818770.6191,=3547596706491,=2206697704993.7998,=10.1471,=0.9484,=7.8480,=6.6020,=5.7619
2026-04-09,=12817.9200,=13960.6352,=4180293247690.9102,=3488434128780,=2166856650195.3704,=9.9652,=0.9391,=7.8452,=6.6020,=5.7619
2026-04-08,=12816.4100,=13958.9986,=4181530961930.0801,=3480663956173,=2164693634043.5801,=9.9682,=0.9396,=7.8452,=6.6020,=5.7591
2026-04-07,=12070.5600,=13146.6542,=3942223314896.0498,=3281143999682,=2039956689562.0896,=9.4767,=0.9166,=7.8417,=6.6020,=5.7591
2026-04-03,=11883.1500,=12942.5336,=3853682830162.8999,=3216238234041,=2002832774472.2900,=9.2638,=0.9097,=7.8371,=6.6010,=5.7591
2026-04-02,=11928.1600,=12991.5540,=3867788032023.5000,=3221316504118,=2008880357999.7200,=9.2977,=0.9115,=7.8348,=6.5999,=5.7591
2026-04-01,=12292.8000,=13388.7076,=3992328404266.2412,=3326264009670,=2071520593475.5896,=9.5971,=0.9220,=7.8311,=6.5985,=5.7591
2026-03-31,=11890.0200,=12950.0187,=3860918451261.2002,=3212272149301,=2000829690208.1899,=9.2812,=0.9114,=7.8311,=6.5970,=5.7555
2026-03-30,=12337.8600,=13437.7794,=3986458038112.7100,=3323707670715,=2065310546327.4707,=9.6348,=0.9263,=7.8297,=6.5958,=5.7555
2026-03-27,=12385.0200,=13489.1498,=4013197505651.8101,=3338518440328,=2072504693510.7800,=9.7109,=0.9281,=7.8218,=6.5945,=5.7555
2026-03-26,=12347.2000,=13447.9571,=3994969641157.3389,=3324015305452,=2065976431126.1504,=9.7180,=0.9287,=7.8189,=6.5939,=5.7555
2026-03-25,=12660.8700,=13789.5933,=4089209528691.0200,=3391030239830,=2116982565784.4805,=9.9472,=0.9380,=7.8173,=6.5933,=5.7555
2026-03-24,=12372.3800,=13475.3835,=4009147013092.8696,=3316867491871,=2069502066093.3501,=9.7525,=0.9317,=7.8173,=6.5927,=5.7541
2026-03-23,=12190.1900,=13276.9484,=3938148227359.0698,=3254457309954,=2035527728822.8000,=9.5798,=0.9248,=7.8156,=6.5921,=5.7541
2026-03-20,=12820.3300,=13963.2676,=4132701595265.1201,=3419049597045,=2140214895844.1001,=10.0530,=0.9455,=7.8090,=6.5910,=5.7541
2026-03-19,=13028.2300,=14189.6961,=4205289884731.0903,=3468196218872,=2175022028850.1797,=10.2296,=0.9511,=7.8065,=6.5899,=5.7541
2026-03-18,=13359.1100,=14550.0783,=4303606233568.8296,=3559663220530,=2229765463547.4897,=10.4688,=0.9598,=7.8046,=6.5872,=5.7541
2026-03-17,=13074.9800,=14240.6194,=4236340396107.7998,=3498122522397,=2185288451264.8296,=10.3051,=0.9554,=7.8046,=6.5846,=5.7515
2026-03-16,=13447.6700,=14646.5282,=4348245735580.6001,=3591890253052,=2245530883904.6597,=10.5773,=0.9648,=7.8018,=6.5826,=5.7515
2026-03-13,=13206.5400,=14383.9066,=4292993680985.0400,=3548720616438,=2207567988776.9702,=10.4429,=0.9597,=7.8009,=6.5807,=5.7515
2026-03-12,=13324.3500,=14512.2143,=4325236739638.8208,=3586116479870,=2226531992931.5200,=10.5445,=0.9641,=7.8007,=6.5799,=5.7515
2026-03-11,=13471.6600,=14672.6587,=4369216956181.0498,=3622534920502,=2251000960990.8604,=10.6517,=0.9673,=7.7990,=6.5790,=5.7515
2026-03-10,=13620.4200,=14834.6800,=4417709975860.2188,=3669140966988,=2278737963799.1401,=10.7699,=0.9716,=7.7990,=6.5772,=5.7506
2026-03-09,=13302.2400,=14488.1417,=4317462886788.5610,=3584561130709,=2225660720469.7998,=10.5255,=0.9641,=7.7962,=6.5753,=5.7506
2026-03-06,=13615.1700,=14828.9692,=4407696037439.8604,=3664160783217,=2277475034041.2002,=10.7455,=0.9697,=7.7869,=6.5739,=5.7506
2026-03-05,=13631.4400,=14846.6845,=4416984921233.6904,=3671196810537,=2281220390694.3501,=10.7681,=0.9716,=7.7838,=6.5724,=5.7506
2026-03-04,=13340.9600,=14530.3134,=4325994466431.4009,=3583701952638,=2231268425143.4697,=10.5463,=0.9672,=7.7821,=6.5700,=5.7506
2026-03-03,=13422.9600,=14619.6176,=4370243369635.9199,=3617179509898,=2246596025974.1201,=10.6542,=0.9697,=7.7821,=6.5676,=5.7449
2026-03-02,=14195.1100,=15460.6017,=4611019603731.4600,=3826899552645,=2375448126125.6104,=11.2412,=0.9848,=7.7806,=6.5675,=5.7449
2026-02-27,=14425.7900,=15711.8494,=4681246134741.7598,=3879037626710,=2412060944632.1802,=11.4124,=0.9892,=7.7766,=6.5674,=5.7449
2026-02-26,=14521.2200,=15815.7914,=4708702568229.4902,=3894569487643,=2426209887534.0298,=11.4793,=0.9911,=7.7766,=6.5657,=5.7449
2026-02-25,=14340.3100,=15618.7484,=4637231824683.9697,=3826226572172,=2392195782799.8301,=11.3050,=0.9880,=7.7765,=6.5640,=5.7449
2026-02-24,=14276.0400,=15548.7549,=4607757835156.3301,=3799595647381,=2381480335531.4102,=11.2332,=0.9867,=7.7765,=6.5639,=5.7448
2026-02-13,=14220.5000,=15488.2628,=4632806286267.9502,=3819759510306,=2377768223250.6602,=11.2943,=0.9879,=7.7731,=6.5638,=5.7448
2026-02-12,=14217.6000,=15485.1012,=4629754924272.0098,=3820557152141,=2376497540477.0400,=11.2868,=0.9879,=7.7709,=6.5621,=5.7448
2026-02-11,=13957.8400,=15202.1856,=4544493236120,=3745405868304,=2331524559345.6597,=11.0790,=0.9822,=7.7683,=6.5604,=5.7448
2026-02-10,=14162.9200,=15425.5431,=4607001673169.9707,=3799015594801,=2366054381950.0498,=11.2313,=0.9879,=7.7608,=6.5596,=5.7448
2026-02-09,=14068.0700,=15321.8108,=4567409672454.6289,=3767623407861,=2348501949114.2500,=11.1348,=0.9841,=7.7608,=6.5588,=5.7439
2026-02-06,=13596.8200,=14808.5611,=4416207303400.1094,=3644740791555,=2268993981171.5298,=10.7662,=0.9777,=7.7548,=6.5585,=5.7439
2026-02-05,=13729.5200,=14953.0877,=4439720445541.9785,=3673325706313,=2290419883021.8501,=10.8235,=0.9790,=7.7547,=6.5581,=5.7439
2026-02-04,=13940.4300,=15182.7924,=4516694657479.8008,=3729705601307,=2325908430916.8198,=11.0112,=0.9834,=7.7487,=6.5579,=5.7439
2026-02-03,=14227.2600,=15495.1844,=4601928564167.5215,=3808551862292,=2376007142860.7402,=11.2190,=0.9872,=7.7485,=6.5577,=5.7439
2026-02-02,=14031.1500,=15281.6044,=4580726177925.8701,=3783240872969,=2351834049030.7705,=11.1673,=0.9860,=7.7485,=6.5574,=5.7349
2026-01-30,=14753.9700,=16068.8325,=4802740882669.9502,=3963166793929,=2469626676396.3301,=11.7085,=0.9949,=7.7476,=6.5571,=5.7349
2026-01-29,=14563.2400,=15861.1137,=4764559032651.7998,=3927776669169,=2438262832319.3501,=11.6155,=0.9936,=7.7471,=6.5553,=5.7349
2026-01-28,=15195.1300,=16548.7565,=4965562469561.2100,=4086848732070,=2543010515423.8403,=12.1055,=0.9994,=7.7434,=6.5536,=5.7349
2026-01-27,=14962.2800,=16295.1607,=4898536016278.9395,=4049824517428,=2506879997762.9902,=11.9421,=0.9981,=7.7402,=6.5532,=5.7349
2026-01-26,=14687.9500,=15996.3917,=4825525133468.7393,=3993163562236,=2463372401939.7202,=11.7641,=0.9968,=7.7402,=6.5528,=5.7347
2026-01-23,=15005.8600,=16342.6243,=4935915965003.0889,=4081990887254,=2516527885962.1299,=12.0332,=0.9987,=7.7381,=6.5527,=5.7347
2026-01-22,=15016.8100,=16354.5537,=4956756689192.9297,=4092747346722,=2520704698654.8604,=12.0840,=0.9994,=7.7373,=6.5526,=5.7347
2026-01-21,=15082.0900,=16425.6495,=4977483490111.5703,=4109349750031,=2530385787827.1797,=12.1345,=1,=7.7360,=6.5519,=5.7347
2026-01-20,=14429.7100,=15715.1518,=4766045159849.9785,=3930876035221,=2422710804443.9307,=11.6191,=0.9981,=7.7344,=6.5511,=5.7347
2026-01-19,=14556.8800,=15853.6512,=4837844923350.9297,=3983245341420,=2448903033451.5498,=11.7941,=0.9994,=7.7344,=6.5510,=5.7342
2026-01-16,=14550.8500,=15847.0822,=4840974595757.9492,=3974912229241,=2447476630822.0996,=11.8017,=1,=7.7285,=6.5509,=5.7342
2026-01-15,=14101.0600,=15357.2188,=4722911109770.7500,=3876933415842,=2376957966407.6401,=11.5139,=0.9994,=7.7272,=6.5505,=5.7342
2026-01-14,=13933.1400,=15174.3435,=4689320638877.5586,=3843596905756,=2353164136878.7700,=11.4320,=0.9981,=7.7236,=6.5501,=5.7342
2026-01-13,=13719.6800,=14941.8685,=4603461386940.7002,=3762539688420,=2314354671808.7998,=11.2227,=0.9961,=7.7233,=6.5499,=5.7342
2026-01-12,=14195.4600,=15460.0367,=4773009369032.1797,=3911954624965,=2397730615629.9697,=11.6361,=1,=7.7233,=6.5496,=5.7278
2026-01-09,=13959.2900,=15202.8287,=4710933691531.7695,=3850288848530,=2359014459146.7900,=11.4847,=1,=7.7218,=6.5486,=5.7278
2026-01-08,=13913.8000,=15153.2831,=4691417109855.9902,=3823575162931,=2349133511489.3501,=11.4371,=1,=7.7197,=6.5475,=5.7278
2026-01-07,=13849.2900,=15083.0217,=4647243102228.5000,=3779740205216,=2334315438321.2998,=11.3295,=0.9994,=7.7190,=6.5470,=5.7278
2026-01-06,=13592.1600,=14802.9934,=4587897407981.9004,=3711731467680,=2292880321983.4497,=11.1848,=0.9981,=7.7154,=6.5464,=5.7278
2026-01-05,=13280.2400,=14463.2833,=4506769666555.6592,=3643937104483,=2243363211993.7900,=10.9870,=0.9968,=7.7154,=6.5464,=5.7242
2025-12-31,=12686.4300,=13816.5779,=4322163355680.8999,=3504768351214,=2142396221018.3401,=10.5369,=0.9890,=7.7123,=6.5464,=5.7242
2025-12-30,=12865.0700,=14011.1269,=4389461532608.2002,=3556458304097,=2175098792695.6799,=10.7010,=0.9922,=7.7046,=6.5463,=5.7242
2025-12-29,=12730.4500,=13864.5103,=4322661182744.2598,=3503659716215,=2148590575546.2695,=10.5382,=0.9903,=7.6992,=6.5462,=5.7242
2025-12-26,=12723.5500,=13857.0017,=4308309808072.5508,=3491268708565,=2143722615400.0200,=10.5032,=0.9903,=7.6984,=6.5457,=5.7242
2025-12-25,=12794.4000,=13934.1587,=4342535932154.4399,=3518721533239,=2157006284119.1899,=10.5866,=0.9909,=7.6984,=6.5452,=5.7237
2025-12-24,=12833.4100,=13976.6468,=4353855859657.2100,=3529897199665,=2164360279526.6699,=10.6142,=0.9922,=7.6964,=6.5449,=5.7237
2025-12-23,=12688.6000,=13818.9394,=4301457024907.2402,=3499739892595,=2141018341021.4800,=10.4865,=0.9916,=7.6895,=6.5446,=5.7237
2025-12-22,=12574.4800,=13694.6555,=4261085358996.0698,=3456064031593,=2119062510499.9695,=10.3880,=0.9890,=7.6870,=6.5443,=5.7237
2025-12-19,=12196.3600,=13282.8482,=4114049558165.4590,=3352099299979,=2055662216835.4600,=10.0296,=0.9792,=7.6846,=6.5439,=5.7237
2025-12-18,=12213.2000,=13301.1916,=4115618581790.8799,=3357926453447,=2059024245804.3501,=10.0334,=0.9798,=7.6846,=6.5439,=5.7233
2025-12-17,=12322.5600,=13420.2879,=4163051703861.8599,=3400797695075,=2078706651405.2600,=10.1490,=0.9831,=7.6845,=6.5439,=5.7233
2025-12-16,=12026.8500,=13098.2406,=4057234687632.7612,=3314207293406,=2028166091564.1704,=9.8911,=0.9726,=7.6829,=6.5438,=5.7233
2025-12-15,=12256.2100,=13348.0318,=4141190522848.1699,=3384014582726,=2069155322853.0300,=10.0958,=0.9817,=7.6780,=6.5437,=5.7233
2025-12-12,=12577.2000,=13697.6092,=4206938035434.1201,=3428031199861,=2094690422018.8501,=9.9320,=0.9752,=7.6780,=6.5427,=5.7233
2025-12-11,=12426.3600,=13533.3395,=4150863971333.5601,=3393633988482,=2068120710066.7300,=9.7996,=0.9739,=7.6780,=6.5417,=5.7207
2025-12-10,=12651.4600,=13778.4887,=4231698402581.9609,=3456810789320,=2105156349414.1904,=9.9904,=0.9784,=7.6740,=6.5415,=5.7207
2025-12-09,=12648.1400,=13774.8733,=4225212458205.0200,=3452117084857,=2104652531155.3401,=9.9751,=0.9778,=7.6729,=6.5413,=5.7207
2025-12-08,=12657.5200,=13785.0859,=4232513383604.8901,=3453915209858,=2106937655189.1396,=9.9924,=0.9791,=7.6709,=6.5404,=5.7207
2025-12-05,=12359.0900,=13460.0739,=4129041848083.1992,=3370506841071,=2057413717791.3701,=9.7481,=0.9725,=7.6705,=6.5395,=5.7207
2025-12-04,=12403.3100,=13508.2344,=4145903181637.3896,=3383823117899,=2064719821616.8604,=9.7879,=0.9751,=7.6705,=6.5383,=5.7200
2025-12-03,=12143.3500,=13225.1166,=4051948548438.3701,=3309776442002,=2020691790644.2295,=9.5661,=0.9666,=7.6698,=6.5370,=5.7200
2025-12-02,=12219.2300,=13307.7522,=4078840384317.8799,=3328100242413,=2033802878542.8999,=9.6296,=0.9698,=7.6689,=6.5357,=5.7200
2025-12-01,=12417.1700,=13523.3289,=4144671815698.4902,=3384347017048,=2066814728851.4800,=9.7850,=0.9751,=7.6651,=6.5344,=5.7200
2025-11-28,=12190.3600,=13276.3080,=4080022612830.3809,=3325480444972,=2029636713561.1101,=9.6323,=0.9711,=7.6600,=6.5340,=5.7200
2025-11-27,=12050.6200,=13124.1284,=4033179509337.2500,=3286940122531,=2006506375769.6904,=9.5218,=0.9665,=7.6600,=6.5335,=5.7195
2025-11-26,=12016.5400,=13087.0095,=4025087449320.4609,=3278485202360,=2001157773718.2800,=9.5027,=0.9658,=7.6588,=6.5332,=5.7195
2025-11-25,=11836.0100,=12890.3944,=3962209938555.2695,=3222554916953,=1971506103600.5903,=9.3542,=0.9618,=7.6533,=6.5328,=5.7195
2025-11-24,=11743.6200,=12789.7697,=3934659997801.2788,=3205641040089,=1956440899713.3201,=9.2892,=0.9612,=7.6533,=6.5325,=5.7195
2025-11-21,=11640.4100,=12675.1232,=3907700596684.4697,=3170424214930,=1939143259883.4104,=9.2255,=0.9605,=7.6521,=6.5321,=5.7195
2025-11-20,=12157.2300,=13237.8906,=4070817089594.6904,=3307985583796,=2024514814232.8000,=9.6106,=0.9703,=7.6521,=6.5320,=5.7168
2025-11-19,=12311.9700,=13406.3799,=4107710948543.0898,=3347162694686,=2050098632669.2495,=9.6977,=0.9716,=7.6487,=6.5318,=5.7168
2025-11-18,=12427.7500,=13532.4586,=4148845060566.3301,=3377273312229,=2069481054602.1799,=9.7948,=0.9756,=7.6466,=6.5314,=5.7168
2025-11-17,=12314.9500,=13409.6310,=4109428561354.1392,=3339569526391,=2050131605539.0295,=9.7018,=0.9729,=7.6456,=6.5310,=5.7168
2025-11-14,=12391.8400,=13493.3508,=4136015576642.8599,=3363225891793,=2063025586886.9705,=9.7645,=0.9755,=7.6437,=6.5280,=5.7168
2025-11-13,=12853.9400,=13996.5308,=4286031876108.2900,=3482401822110,=2138166282629.0095,=10.1559,=0.9835,=7.6437,=6.5250,=5.7126
2025-11-12,=12639.3600,=13762.8691,=4215728251606.7002,=3433936099566,=2102593910711.2600,=9.9894,=0.9795,=7.6430,=6.5230,=5.7126
2025-11-11,=12710.9200,=13840.7953,=4219044090465.5010,=3447313378219,=2114099149849.2097,=9.9972,=0.9801,=7.6410,=6.5210,=5.7126
2025-11-10,=12952.3300,=14103.6589,=4301878244903.7305,=3515124562972,=2153432434218.5200,=10.1935,=0.9841,=7.6392,=6.5178,=5.7126
2025-11-07,=13017.1200,=14174.2082,=4339379133959.4102,=3540395379582,=2164345547462.0400,=10.2824,=0.9867,=7.6386,=6.5146,=5.7126
2025-11-06,=13196.1200,=14369.1206,=4407809567401.8496,=3591488255716,=2193789508353.6299,=10.4445,=0.9914,=7.6386,=6.5142,=5.7093
2025-11-05,=12679.0700,=13806.1111,=4222890989736.0298,=3438450070730,=2108142966165.2195,=10.0063,=0.9827,=7.6383,=6.5139,=5.7093
2025-11-04,=12775,=13910.5712,=4246326978797.9092,=3460875249874,=2124134686118.1104,=10.0619,=0.9841,=7.6345,=6.5135,=5.7093
2025-11-03,=12840.2000,=13981.5656,=4265717903139.6099,=3477092473407,=2134413359727.4099,=10.1078,=0.9847,=7.6339,=6.5132,=5.7093
2025-10-31,=12976.8300,=14130.3423,=4333335778031.4502,=3520524854113,=2158430138021.1699,=10.2680,=0.9874,=7.6297,=6.5130,=5.7093
2025-10-30,=13517.8300,=14719.4287,=4502864970447.2500,=3660520780999,=2227319188212.3252,=10.8285,=0.9940,=7.6297,=6.5128,=5.7012
2025-10-29,=13820.1000,=15048.5739,=4613933382991.4697,=3743966491181,=2273077196093.9658,=11.1463,=0.9980,=7.6293,=6.5122,=5.7012
2025-10-28,=13809.6000,=15037.1378,=4608333687295.1992,=3740784823271,=2271029685315.8896,=11.2013,=0.9987,=7.6271,=6.5116,=5.7012
2025-10-27,=13918.8400,=15156.0884,=4660387865033.5303,=3780482102332,=2282327769971.3750,=11.4001,=1,=7.6222,=6.5102,=5.7012
2025-10-24,=13573.6500,=14780.2158,=4577182790071.0508,=3700941184156,=2225868964050.8301,=10.7524,=0.9953,=7.6200,=6.5089,=5.7012
2025-10-23,=12923.5200,=14072.2977,=4360123970847.8501,=3522263646743,=2119173942617.2244,=10.2563,=0.9906,=7.6200,=6.5085,=5.6994
