日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),股息率中位数,股息率 分位点,股息率 80%分位点值,股息率 50%分位点值,股息率 20%分位点值
2022-12-07,=7800.0673,=8427.8673,=1999573189057.6899,=1546694083177,=1055560182892.7900,=0.0037,=0.9576,=0.0028,=0.0017,=0.0013
2022-12-06,=7873.4241,=8507.1283,=2014758609039.8999,=1559024671838,=1064756671375.4700,=0.0036,=0.9238,=0.0028,=0.0017,=0.0013
2022-12-05,=7735.8530,=8358.4845,=1977804689496.7695,=1521960587868,=1046074820624.0398,=0.0037,=0.9350,=0.0028,=0.0017,=0.0013
2022-12-02,=7691.8727,=8310.9643,=1962204594662.6704,=1512715423528,=1039629146134.3000,=0.0037,=0.9387,=0.0028,=0.0017,=0.0013
2022-12-01,=7756.3921,=8380.6766,=1978068295361.7200,=1525944721089,=1048336957183.2498,=0.0036,=0.9298,=0.0027,=0.0017,=0.0013
2022-11-30,=7650.2969,=8266.0422,=1954066174305.2104,=1505183014655,=1034430023628.5302,=0.0038,=0.9624,=0.0027,=0.0017,=0.0013
2022-11-29,=7671.8366,=8289.3156,=1960271605024.1201,=1510609137866,=1038021163447.7400,=0.0037,=0.9497,=0.0027,=0.0017,=0.0013
2022-11-28,=7567.2216,=8176.2805,=1932363530150.2104,=1491200006823,=1024122776058,=0.0038,=0.9736,=0.0027,=0.0017,=0.0013
2022-11-25,=7684.7528,=8303.2714,=1961579711935.2600,=1513121093513,=1039575980205.7902,=0.0037,=0.9635,=0.0027,=0.0017,=0.0013
2022-11-24,=7767.0696,=8392.2136,=1980601636038.0095,=1530272648922,=1050654542296.8104,=0.0037,=0.9533,=0.0027,=0.0017,=0.0013
2022-11-23,=7839.9545,=8470.9648,=1997300619193.8000,=1544461111171,=1060396836321.8998,=0.0037,=0.9419,=0.0027,=0.0017,=0.0013
2022-11-22,=7859.8147,=8492.4235,=2003065063987.8799,=1547640468850,=1062920452336.6801,=0.0037,=0.9418,=0.0027,=0.0017,=0.0013
2022-11-21,=7953.8386,=8594.0150,=2026089573666.4795,=1565433371063,=1074703376236.0800,=0.0036,=0.9291,=0.0027,=0.0017,=0.0013
2022-11-18,=8027.4503,=8673.5514,=2042946346906.2600,=1579128241718,=1084779416117.2300,=0.0035,=0.9202,=0.0027,=0.0017,=0.0013
2022-11-17,=8231.6277,=8894.1623,=2096550418932.4297,=1621923360836,=1113090534026.1897,=0.0034,=0.9061,=0.0027,=0.0017,=0.0013
2022-11-16,=8068.2042,=8717.5854,=2059785941376.4099,=1591053099354,=1090247401965.3102,=0.0035,=0.9136,=0.0027,=0.0017,=0.0012
2022-11-15,=8183.7454,=8842.4261,=2087853040771.2200,=1614966874304,=1106599414637.7200,=0.0035,=0.9173,=0.0027,=0.0017,=0.0012
2022-11-14,=7712.8953,=8333.6789,=1974338741127.4199,=1522193724936,=1043158270011.2800,=0.0037,=0.9567,=0.0027,=0.0017,=0.0012
2022-11-11,=7675.3673,=8293.1304,=1958686725261.3704,=1515672517298,=1037647565599.9399,=0.0037,=0.9579,=0.0027,=0.0017,=0.0012
2022-11-10,=7574.3597,=8183.9930,=1933107140792.0796,=1494949737100,=1020208006111.3998,=0.0037,=0.9553,=0.0027,=0.0017,=0.0012
2022-11-09,=7762.4710,=8387.2447,=1981052097965.8799,=1533137292929,=1045240601596.8098,=0.0036,=0.9399,=0.0027,=0.0017,=0.0012
2022-11-08,=7847.5328,=8479.1528,=2001636119979.2100,=1550685135866,=1056350778992.7100,=0.0035,=0.9296,=0.0027,=0.0017,=0.0012
2022-11-07,=7951.2233,=8591.1890,=2027986464644.5701,=1571609231387,=1070268745575.1400,=0.0035,=0.9282,=0.0027,=0.0017,=0.0012
2022-11-04,=8015.7624,=8660.9226,=2045913639411.9600,=1585106853584,=1079802889453.2804,=0.0035,=0.9243,=0.0027,=0.0017,=0.0012
2022-11-03,=7866.3773,=8499.5140,=2014613515679.8296,=1556542285738,=1060614514256.4402,=0.0035,=0.9267,=0.0027,=0.0017,=0.0012
2022-11-02,=7655.1717,=8271.3092,=1962018866100.7900,=1512114212085,=1030993511914.3300,=0.0036,=0.9421,=0.0027,=0.0017,=0.0012
2022-11-01,=7631.1858,=8245.3928,=1953783787450.3503,=1506241428730,=1027131448384.5100,=0.0037,=0.9459,=0.0027,=0.0017,=0.0012
2022-10-31,=7517.7040,=8122.7773,=1929904302768.3391,=1483340624582,=1012386402181.3400,=0.0037,=0.9574,=0.0027,=0.0017,=0.0012
2022-10-28,=7421.6947,=8019.0406,=1904732346817.3403,=1449794744336,=980468231216.4095,=0.0037,=0.9470,=0.0027,=0.0017,=0.0012
2022-10-27,=7561.6218,=8170.2299,=1938237035742.5403,=1476344730575,=990028857300.5240,=0.0036,=0.9431,=0.0027,=0.0017,=0.0012
2022-10-26,=7542.4313,=8149.4949,=1917782048437.0210,=1473939289539,=987511286350.3804,=0.0036,=0.9391,=0.0027,=0.0017,=0.0012
2022-10-25,=7308.3540,=7896.5776,=1855092835390.5400,=1427220485963,=954998771632.9232,=0.0038,=0.9702,=0.0027,=0.0017,=0.0012
2022-10-24,=7333.5920,=7923.8469,=1860366625371.4099,=1431942594943,=957871187901.2266,=0.0038,=0.9831,=0.0027,=0.0017,=0.0012
2022-10-21,=7357.0016,=7949.1407,=1869491960322.7004,=1435560188359,=960551990040.3907,=0.0039,=0.9844,=0.0027,=0.0017,=0.0012
2022-10-20,=7472.6441,=8074.0909,=1896988843283.7395,=1458410551175,=975538876680.6154,=0.0038,=0.9714,=0.0027,=0.0017,=0.0012
2022-10-19,=7224.1349,=7805.5801,=1832440696227.8804,=1406680503184,=943438955065.5063,=0.0039,=0.9896,=0.0027,=0.0017,=0.0012
2022-10-18,=7293.7571,=7880.8060,=1847191257624.5801,=1419320517212,=952535264920.8820,=0.0039,=0.9896,=0.0027,=0.0017,=0.0012
2022-10-17,=7346.5659,=7937.8652,=1861854442252.1201,=1429923454282,=959308449785.9430,=0.0039,=0.9895,=0.0027,=0.0017,=0.0012
2022-10-14,=7225.8379,=7807.4202,=1827709548290.0801,=1403097924478,=943633421030.8800,=0.0040,=0.9921,=0.0027,=0.0017,=0.0012
2022-10-13,=7011.3216,=7575.6382,=1775448192351,=1361982502093,=915752503513.0536,=0.0041,=0.9974,=0.0027,=0.0017,=0.0012
2022-10-12,=7060.7115,=7629.0033,=1789609945101.2000,=1371461919979,=922075036499.9862,=0.0041,=0.9987,=0.0027,=0.0017,=0.0012
2022-10-11,=6826.4058,=7375.8392,=1730886649687.9600,=1326412218490,=891431638936.7822,=0.0042,=1,=0.0027,=0.0017,=0.0012
2022-10-10,=6928.4185,=7486.0625,=1762692459600.1204,=1348675619796,=904619946054.0048,=0.0040,=0.9974,=0.0027,=0.0017,=0.0012
2022-09-30,=7370.3747,=7963.5902,=1866631404122.4500,=1440592971411,=961893389139.6899,=0.0038,=0.9908,=0.0027,=0.0017,=0.0012
2022-09-29,=7509.1129,=8113.4950,=1899358245059.0305,=1469636293404,=979751022253.6272,=0.0038,=0.9802,=0.0027,=0.0017,=0.0012
2022-09-28,=7501.1547,=8104.8962,=1896553324208.1597,=1466053776059,=978919815481.8484,=0.0038,=0.9855,=0.0027,=0.0017,=0.0012
2022-09-27,=7705.5274,=8325.7181,=1944952550946.2500,=1506214080306,=1005401768027.3616,=0.0037,=0.9788,=0.0027,=0.0017,=0.0012
2022-09-26,=7562.0020,=8170.6408,=1909862344499.0100,=1478979184650,=986508589187.2240,=0.0038,=0.9828,=0.0027,=0.0017,=0.0012
2022-09-23,=7550.0152,=8157.6892,=1909399077933.3000,=1475447244122,=985174979968.9592,=0.0038,=0.9841,=0.0026,=0.0017,=0.0012
2022-09-22,=7739.5762,=8362.5073,=1957966728506.6299,=1513642467730,=1009789596578.3202,=0.0037,=0.9734,=0.0026,=0.0017,=0.0012
2022-09-21,=7793.8084,=8421.1045,=1969020505397.8103,=1523652651693,=1016897778473.6396,=0.0037,=0.9734,=0.0026,=0.0017,=0.0012
2022-09-20,=7954.1724,=8594.3756,=2008280822905.3003,=1556570041344,=1037767902073.9564,=0.0036,=0.9654,=0.0026,=0.0017,=0.0012
2022-09-19,=7979.1161,=8621.3269,=2015275400183.6704,=1562640765682,=1040889498652.5576,=0.0036,=0.9707,=0.0026,=0.0017,=0.0012
2022-09-16,=8118.6390,=8772.0795,=2053579195912.6704,=1589033635228,=1059198582517.6316,=0.0036,=0.9666,=0.0026,=0.0017,=0.0012
2022-09-15,=8225.2048,=8887.2224,=2076444559576.5896,=1608319214497,=1073045141788.4696,=0.0034,=0.9545,=0.0026,=0.0017,=0.0012
2022-09-14,=8507.6930,=9192.4471,=2142103659196.8804,=1666007486141,=1109723425279.6147,=0.0034,=0.9491,=0.0026,=0.0017,=0.0012
2022-09-13,=8514.8471,=9200.1770,=2143209235615.3899,=1665789161872,=1110718198629.3926,=0.0033,=0.9464,=0.0026,=0.0017,=0.0012
2022-09-09,=8525.4150,=9211.5955,=2143425840705.3301,=1667965946028,=1112035447020.5264,=0.0033,=0.9423,=0.0026,=0.0017,=0.0012
2022-09-08,=8561.8256,=9250.9366,=2151169650520.1411,=1674994179398,=1116777543579.9902,=0.0033,=0.9395,=0.0026,=0.0017,=0.0012
2022-09-07,=8628.9819,=9323.4981,=2167353207863.9695,=1686572476069,=1125462279248.9700,=0.0033,=0.9341,=0.0026,=0.0017,=0.0012
2022-09-06,=8452.0149,=9132.2877,=2123148153040.5496,=1648679850494,=1102468702479.1260,=0.0033,=0.9447,=0.0026,=0.0017,=0.0012
2022-09-05,=8346.2379,=9017.9971,=2099887861892.3604,=1627581936633,=1088766998157.9564,=0.0033,=0.9420,=0.0026,=0.0017,=0.0012
2022-09-02,=8399.8657,=9075.9412,=2113741109098.6604,=1632341234626,=1095978848983.7252,=0.0033,=0.9378,=0.0026,=0.0017,=0.0012
2022-09-01,=8351.2332,=9023.3945,=2099001656117.8896,=1622349569610,=1089767503428.2528,=0.0034,=0.9540,=0.0026,=0.0017,=0.0012
2022-08-31,=8447.4770,=9127.3846,=2121714537804.6897,=1636635776051,=1102163838055.9492,=0.0033,=0.9444,=0.0026,=0.0017,=0.0012
2022-08-30,=8566.4416,=9255.9242,=2150800684525.9700,=1661992973145,=1117221217175.1001,=0.0032,=0.9294,=0.0026,=0.0017,=0.0012
2022-08-29,=8531.3485,=9218.0066,=2140394584640.1699,=1654357572217,=1103071508998.9883,=0.0032,=0.9334,=0.0026,=0.0017,=0.0012
2022-08-26,=8523.6540,=9209.6928,=2137339544577.1599,=1641115018629,=1090517544199.3422,=0.0033,=0.9388,=0.0026,=0.0017,=0.0012
2022-08-25,=8663.0679,=9360.3276,=2165884223685.5400,=1669117924156,=1108457517073.2549,=0.0032,=0.9346,=0.0026,=0.0017,=0.0012
2022-08-24,=8717.8335,=9418.3103,=2177606332327.0903,=1678944010399,=1101104967820.3516,=0.0032,=0.9332,=0.0026,=0.0016,=0.0012
2022-08-23,=9094.9061,=9824.5269,=2267803200745.7402,=1751553502110,=1148755621924.9319,=0.0031,=0.9057,=0.0026,=0.0016,=0.0012
2022-08-22,=9134.6252,=9867.4324,=2281353711409.9502,=1759956450848,=1144438323621.7500,=0.0030,=0.9042,=0.0026,=0.0016,=0.0012
2022-08-19,=9108.0516,=9838.7270,=2275990690753.4302,=1753696258226,=1136113352376.3479,=0.0030,=0.9014,=0.0025,=0.0016,=0.0012
2022-08-18,=9341.1855,=10090.0891,=2332489551671.5400,=1798538845914,=1167190125231.7483,=0.0029,=0.8903,=0.0025,=0.0016,=0.0012
2022-08-17,=9219.2274,=9958.3534,=2300768186500.4902,=1772386652558,=1148575704181.3958,=0.0030,=0.8942,=0.0025,=0.0016,=0.0012
2022-08-16,=9187.2894,=9923.8548,=2291835441333.4297,=1766048376696,=1144376775276.6289,=0.0030,=0.8996,=0.0025,=0.0016,=0.0012
2022-08-15,=9279.0848,=10023.0096,=2314749400422.0200,=1786252455780,=1155767798602.3604,=0.0030,=0.8967,=0.0025,=0.0016,=0.0012
2022-08-12,=9236.3472,=9976.8456,=2310199357859.5898,=1774963758345,=1150899044661.5283,=0.0030,=0.9048,=0.0025,=0.0016,=0.0012
2022-08-11,=9461.2718,=10219.8030,=2367077650021.3398,=1818572690523,=1179145077782.3284,=0.0030,=0.9033,=0.0025,=0.0016,=0.0012
2022-08-10,=9299.2056,=10044.7436,=2326421366205.4302,=1789629393004,=1158496546476.3955,=0.0031,=0.9170,=0.0025,=0.0016,=0.0012
2022-08-09,=9415.2082,=10169.0372,=2355134955113.1304,=1811140282062,=1173177681160.2988,=0.0031,=0.9197,=0.0025,=0.0016,=0.0012
2022-08-08,=9325.7288,=10072.3936,=2337309159052.8496,=1793671560925,=1162026960836.1450,=0.0031,=0.9182,=0.0025,=0.0016,=0.0012
2022-08-05,=9401.7883,=10154.5428,=2364896180308.7700,=1807578449701,=1172400556290.2456,=0.0031,=0.9194,=0.0025,=0.0016,=0.0012
2022-08-04,=8927.1094,=9640.7240,=2242755625416.2002,=1713968260546,=1114127297102.3762,=0.0033,=0.9374,=0.0025,=0.0016,=0.0012
2022-08-03,=8777.0921,=9478.7147,=2204444658114.3706,=1686553136733,=1094882873973.1252,=0.0034,=0.9513,=0.0025,=0.0016,=0.0012
2022-08-02,=8496.2686,=9175.4428,=2126251319019.0696,=1634672847602,=1059360283178.8644,=0.0035,=0.9596,=0.0025,=0.0016,=0.0012
2022-08-01,=8573.7050,=9259.0693,=2144699027763.5000,=1646906180465,=1069343330227.6166,=0.0034,=0.9553,=0.0025,=0.0016,=0.0012
2022-07-29,=8460.7752,=9137.1121,=2119511972128.2705,=1625700735511,=1055213204036.9504,=0.0035,=0.9580,=0.0024,=0.0016,=0.0012
2022-07-28,=8722.7091,=9419.9845,=2181416560941.1799,=1676047954668,=1087774149192.3480,=0.0033,=0.9538,=0.0024,=0.0016,=0.0012
2022-07-27,=8582.5484,=9266.2549,=2145624307415.2600,=1649615765671,=1070023820296.4230,=0.0034,=0.9579,=0.0024,=0.0016,=0.0012
2022-07-26,=8657.8892,=9347.5976,=2164889096021.5095,=1662656364064,=1079508235937.0392,=0.0034,=0.9565,=0.0024,=0.0016,=0.0012
2022-07-25,=8607.6632,=9293.3705,=2156586894585.4399,=1653347053778,=1073425013772.3672,=0.0034,=0.9578,=0.0024,=0.0016,=0.0012
2022-07-22,=8757.6155,=9455.2683,=2185803488984.4604,=1680889468845,=1091818043232.6960,=0.0033,=0.9577,=0.0024,=0.0016,=0.0012
2022-07-21,=8835.2728,=9539.1119,=2206809708913.2603,=1627123780606,=1101493690662.5764,=0.0032,=0.9478,=0.0024,=0.0016,=0.0012
2022-07-20,=8665.6383,=9355.9639,=2167701722411.0703,=1596213555806,=1080388331441.5792,=0.0033,=0.9534,=0.0024,=0.0016,=0.0012
2022-07-19,=8570.0297,=9252.7389,=2146388182978.2600,=1577460019197,=1068441558400.4364,=0.0033,=0.9547,=0.0024,=0.0016,=0.0012
2022-07-18,=8644.5700,=9333.2173,=2163366513429.4299,=1591431235958,=1077493870290.9038,=0.0033,=0.9561,=0.0024,=0.0016,=0.0012
2022-07-15,=8706.8738,=9400.4844,=2173665205460.8101,=1601292410721,=1085126451880.0856,=0.0033,=0.9574,=0.0024,=0.0016,=0.0012
2022-07-14,=8744.9223,=9441.5640,=2179871332858.6790,=1607486789383,=1089890599591.0576,=0.0033,=0.9560,=0.0024,=0.0016,=0.0012
2022-07-13,=8666.9474,=9353.1058,=2163709476569.6799,=1592844471373,=1080173198972.0583,=0.0033,=0.9573,=0.0024,=0.0016,=0.0012
2022-07-12,=8784.9071,=9479.2830,=2192644459410.1499,=1612975768154,=1094884175633.8618,=0.0032,=0.9558,=0.0024,=0.0016,=0.0012
2022-07-11,=9029.4372,=9743.1412,=2251371834806.0303,=1659066970502,=1124925669310.1753,=0.0031,=0.9387,=0.0023,=0.0016,=0.0012
2022-07-08,=9324.9626,=10062.0255,=2324904659740.9800,=1712453545870,=1161930988529.2429,=0.0030,=0.9300,=0.0023,=0.0016,=0.0012
2022-07-07,=9271.9359,=10004.8074,=2310450288757.6396,=1703653589540,=1155449109086.4106,=0.0031,=0.9371,=0.0023,=0.0016,=0.0012
2022-07-06,=9313.3185,=10049.4609,=2322100704674.1104,=1708922775981,=1161037815896.0264,=0.0031,=0.9413,=0.0023,=0.0016,=0.0012
2022-07-05,=9192.5997,=9919.2003,=2292900609950.3198,=1686552563117,=1146350475301.9131,=0.0032,=0.9512,=0.0023,=0.0016,=0.0012
2022-07-04,=9155.7915,=9879.4827,=2284225785951.3701,=1679306064117,=1141933827694.7554,=0.0031,=0.9511,=0.0023,=0.0016,=0.0012
2022-07-01,=9418.9444,=10163.4357,=2349231091015.3691,=1725412943610,=1174765535173.3950,=0.0030,=0.9381,=0.0023,=0.0016,=0.0012
2022-06-30,=9417.3110,=10161.6732,=2352725814436.3496,=1724204053154,=1175204079347.5295,=0.0030,=0.9366,=0.0023,=0.0016,=0.0012
2022-06-29,=9125.9670,=9846.1127,=2290183008155.9702,=1672229130966,=1139000371533.2903,=0.0030,=0.9394,=0.0023,=0.0016,=0.0012
2022-06-28,=9298.6378,=10031.4223,=2333001001031.1997,=1703459056250,=1160393952529.0728,=0.0029,=0.9379,=0.0023,=0.0016,=0.0012
2022-06-27,=8903.2960,=9604.9254,=2243071292066.7300,=1624499071569,=1111188096163.1711,=0.0031,=0.9436,=0.0023,=0.0016,=0.0012
2022-06-24,=8762.7832,=9453.3394,=2214968889673,=1599643177504,=1093775224068.5128,=0.0031,=0.9420,=0.0023,=0.0016,=0.0012
2022-06-23,=8640.5683,=9318.6839,=2184334835469.9399,=1577868079504,=1078191541681.1040,=0.0032,=0.9521,=0.0022,=0.0016,=0.0012
2022-06-22,=8433.3599,=9095.2136,=2134438261513.2097,=1537648413660,=1052811619892.4775,=0.0033,=0.9564,=0.0022,=0.0016,=0.0012
2022-06-21,=8694.5674,=9376.3048,=2197438089543.4795,=1584052304868,=1085351898144.5348,=0.0031,=0.9491,=0.0022,=0.0016,=0.0012
2022-06-20,=8791.3586,=9480.3425,=2220692766073.8799,=1601215454278,=1097659163586.5052,=0.0031,=0.9475,=0.0022,=0.0016,=0.0012
2022-06-17,=8667.4154,=9346.6858,=2189543293143.4600,=1564437046701,=1082412542256.6052,=0.0031,=0.9533,=0.0022,=0.0016,=0.0012
2022-06-16,=8695.5132,=9375.7984,=2196969206251.3296,=1569738399435,=1085792937907.7034,=0.0031,=0.9503,=0.0022,=0.0016,=0.0012
2022-06-15,=8551.7202,=9220.7559,=2167161249443.6897,=1541608941474,=1068428262530.3531,=0.0031,=0.9531,=0.0022,=0.0016,=0.0012
2022-06-14,=8474.0587,=9137.0186,=2149677956829.6699,=1526264590425,=1058674714362.0120,=0.0032,=0.9560,=0.0022,=0.0016,=0.0012
2022-06-13,=8661.7661,=9339.0223,=2193482835471.2200,=1560927130554,=1081863116553.8846,=0.0031,=0.9545,=0.0022,=0.0016,=0.0012
2022-06-10,=8778.7855,=9465.1914,=1595085282843.6204,=1407912048940,=921928170948.0630,=0.0037,=0.9809,=0.0022,=0.0016,=0.0012
2022-06-09,=8613.9142,=9287.4289,=1566998070211.2004,=1380358915417,=905124509007.1410,=0.0037,=0.9764,=0.0021,=0.0016,=0.0012
2022-06-08,=8897.9410,=9593.6635,=1622415560321.8201,=1426437989145,=935317105450.2870,=0.0035,=0.9646,=0.0021,=0.0016,=0.0012
2022-06-07,=8923.3388,=9620.8157,=1627585036890.7195,=1430840053874,=937775557840.4352,=0.0035,=0.9631,=0.0021,=0.0016,=0.0012
2022-06-06,=9092.1892,=9802.8640,=1660348561164.7500,=1460369320489,=956133101058.8152,=0.0035,=0.9645,=0.0021,=0.0016,=0.0012
2022-06-02,=8852.4406,=9544.3759,=1616485932174.1802,=1421119419739,=930700363116.9896,=0.0036,=0.9689,=0.0021,=0.0016,=0.0012
2022-06-01,=8572.5804,=9234.8529,=1562067928227.7600,=1373273345267,=900963550113.7568,=0.0037,=0.9748,=0.0021,=0.0016,=0.0012
2022-05-31,=8599.7770,=9264.1505,=1566694230648.7900,=1377894550389,=903792898483.7244,=0.0037,=0.9777,=0.0021,=0.0016,=0.0012
2022-05-30,=8439.1385,=9091.1020,=1534878014318.1399,=1351529274608,=886756143651.6193,=0.0038,=0.9926,=0.0021,=0.0016,=0.0012
2022-05-27,=8333.7011,=8977.5191,=1513840358307.9700,=1333778732594,=874716740837.8195,=0.0039,=0.9955,=0.0021,=0.0016,=0.0012
2022-05-26,=8383.3188,=9030.4528,=1522779444342.6399,=1341672880581,=880174888422.8387,=0.0038,=0.9955,=0.0021,=0.0016,=0.0012
2022-05-25,=8448.8275,=9100.4367,=1536476120479.5901,=1352207988212,=887352566327.0138,=0.0038,=0.9910,=0.0021,=0.0016,=0.0012
2022-05-24,=8462.0170,=9114.6434,=1539697970808.4895,=1354817044390,=888953785288.1843,=0.0038,=0.9910,=0.0021,=0.0016,=0.0012
2022-05-23,=8832.1639,=9513.3376,=1606750118638.4602,=1413032813918,=928109338151.6165,=0.0036,=0.9790,=0.0021,=0.0016,=0.0012
2022-05-20,=8754.4737,=9429.6556,=1592246609433.2900,=1399675378444,=919631185582.6814,=0.0036,=0.9805,=0.0021,=0.0016,=0.0012
2022-05-19,=8732.9827,=9405.1284,=1590021438600.4902,=1398049447116,=917141454189.5564,=0.0036,=0.9820,=0.0020,=0.0016,=0.0012
2022-05-18,=8572.2693,=9232.0455,=1560910418189.1499,=1372580656695,=900612639999.3149,=0.0037,=0.9864,=0.0020,=0.0016,=0.0012
2022-05-17,=8515.6859,=9171.1071,=1551135341921.0095,=1363788556814,=894717275972.8188,=0.0037,=0.9879,=0.0020,=0.0016,=0.0012
2022-05-16,=8181.5128,=8811.0834,=1486933208491.3999,=1308216010161,=858682473746.0105,=0.0038,=0.9909,=0.0020,=0.0016,=0.0012
2022-05-13,=8303.1337,=8942.0630,=1509989912294.2405,=1326948837607,=871370943276.5186,=0.0037,=0.9909,=0.0020,=0.0016,=0.0012
2022-05-12,=8323.7099,=8964.2226,=1511663664597.1499,=1328801948175,=873536743692.8864,=0.0037,=0.9894,=0.0020,=0.0016,=0.0012
2022-05-11,=8273.1240,=8909.7441,=1502265932936.6802,=1315237075222,=868818581293.8663,=0.0037,=0.9909,=0.0020,=0.0016,=0.0012
2022-05-10,=7970.9123,=8584.2771,=1445526047307.7102,=1268569279997,=836466730495.7941,=0.0038,=0.9924,=0.0020,=0.0016,=0.0012
2022-05-09,=7667.4100,=8257.2591,=1387159980733.3899,=1220062642943,=804525301847.4032,=0.0040,=0.9985,=0.0020,=0.0016,=0.0012
2022-05-06,=7739.4840,=8334.8777,=1402451274823.6299,=1225086362251,=812413859182.6354,=0.0040,=0.9985,=0.0020,=0.0016,=0.0012
2022-05-05,=7984.7468,=8599.0085,=1446799619182.9297,=1263064956208,=838111008679.1664,=0.0038,=0.9985,=0.0020,=0.0016,=0.0012
2022-04-29,=7949.1082,=8560.6283,=1444061390281.6902,=1243697062039,=833998495564.0746,=0.0038,=0.9985,=0.0020,=0.0016,=0.0012
2022-04-28,=7677.1621,=8266.2415,=1395614703942.7500,=1201086302712,=804727168306.9486,=0.0041,=1,=0.0020,=0.0016,=0.0012
2022-04-27,=7752.1314,=8345.7645,=1408715552285.8701,=1212700035676,=803466120663.9001,=0.0035,=0.9985,=0.0020,=0.0016,=0.0012
2022-04-26,=7215.5627,=7768.1071,=1311008664399.1899,=1128816460598,=746928853186.2101,=0.0036,=1,=0.0020,=0.0016,=0.0012
2022-04-25,=7422.8815,=7991.3017,=1346226843646.3301,=1159653461934,=766557764127.0200,=0.0032,=1,=0.0020,=0.0016,=0.0012
2022-04-22,=8047.4514,=8663.6992,=1461778135588.7800,=1259197875132,=830173056772.9199,=0.0030,=1,=0.0020,=0.0016,=0.0012
2022-04-21,=8251.5322,=8883.4079,=1501092188194.4197,=1292044039048,=851744767448.1600,=0.0027,=0.9799,=0.0020,=0.0016,=0.0012
2022-04-20,=8458.5487,=9106.2770,=1537423864822.1204,=1323506216478,=872117786101.6901,=0.0027,=0.9366,=0.0020,=0.0016,=0.0012
2022-04-19,=8592.4992,=9250.4850,=1561463536031.4302,=1344900933409,=886156761733.0900,=0.0026,=0.9195,=0.0020,=0.0016,=0.0012
2022-04-18,=8791.4989,=9464.7234,=1600955387286.2400,=1378011294834,=907145158598.5898,=0.0024,=0.8806,=0.0020,=0.0016,=0.0012
2022-04-15,=8464.7294,=9112.9310,=1540954697218.8401,=1322045118904,=873222854892.6399,=0.0025,=0.9053,=0.0020,=0.0016,=0.0012
2022-04-14,=8499.0451,=9149.8744,=1546096279768.0500,=1328458758432,=876622028215.4401,=0.0025,=0.8989,=0.0020,=0.0016,=0.0012
2022-04-13,=8291.2545,=8926.1719,=1505913088483.4202,=1294729453957,=855516004656.9100,=0.0026,=0.9143,=0.0020,=0.0016,=0.0012
2022-04-12,=8502.5869,=9153.6874,=1544908026494.0300,=1326927175276,=877227653745.2700,=0.0025,=0.9017,=0.0020,=0.0016,=0.0012
2022-04-11,=8385.8411,=9028.0016,=1527489387889.2600,=1310763923893,=865454145841.9198,=0.0025,=0.9031,=0.0020,=0.0016,=0.0012
2022-04-08,=8863.8033,=9542.5646,=1614206072726.1899,=1384204223320,=912713637643.3800,=0.0024,=0.8873,=0.0020,=0.0015,=0.0012
2022-04-07,=8852.4005,=9530.2886,=1613530890616.2900,=1383858802537,=911715462337.9200,=0.0024,=0.8871,=0.0020,=0.0015,=0.0012
2022-04-06,=9049.0991,=9742.0497,=1650368296513.0500,=1414516134721,=931941356773.9700,=0.0023,=0.8728,=0.0020,=0.0015,=0.0012
2022-04-01,=9364.8782,=10082.0101,=1710732742452.9800,=1464419361989,=964574603855,=0.0022,=0.8632,=0.0020,=0.0015,=0.0012
2022-03-31,=9361.4979,=10078.3710,=1707848589712.2605,=1463946127760,=964259640594.4301,=0.0022,=0.8583,=0.0019,=0.0015,=0.0012
2022-03-30,=9642.4987,=10380.8900,=1759483226945.8501,=1507691598637,=988722901958.5900,=0.0020,=0.8170,=0.0019,=0.0015,=0.0012
2022-03-29,=9454.9951,=10179.0280,=1722819535220.4402,=1477517936790,=969670236062.2700,=0.0021,=0.8468,=0.0019,=0.0015,=0.0012
2022-03-28,=9651.4965,=10390.5769,=1759774200464.4302,=1506602131057,=989907341736.2802,=0.0020,=0.8370,=0.0019,=0.0015,=0.0012
2022-03-25,=9791.8961,=10541.7279,=1786482160486.9600,=1528087098186,=1004455978597.3199,=0.0020,=0.8209,=0.0019,=0.0015,=0.0012
2022-03-24,=9904.2071,=10662.6393,=1809801578533.9600,=1547249233968,=1016211894681.5798,=0.0020,=0.8222,=0.0019,=0.0015,=0.0012
2022-03-23,=10153.5446,=10931.0703,=1855448343994.7400,=1584432847595,=1042113946213.8400,=0.0019,=0.8045,=0.0019,=0.0015,=0.0012
2022-03-22,=10153.5533,=10931.0796,=1857034518663.7305,=1585923588713,=1042400764363.8800,=0.0019,=0.8073,=0.0019,=0.0015,=0.0012
2022-03-21,=10344.6156,=11136.7728,=1892199056714.7200,=1616398554292,=1059576682336.0802,=0.0019,=0.7815,=0.0019,=0.0015,=0.0012
2022-03-18,=10233.8263,=11017.4997,=1870870513978.4500,=1598192575313,=1048425770357.7698,=0.0019,=0.7891,=0.0019,=0.0015,=0.0012
2022-03-17,=10340.1594,=11131.9755,=1889050549339.9800,=1612878100323,=1059228003854.1602,=0.0019,=0.8048,=0.0019,=0.0015,=0.0012
2022-03-16,=10200.5131,=10981.6355,=1866241825644.5503,=1594138535527,=1044484126861.8400,=0.0019,=0.7981,=0.0019,=0.0015,=0.0012
