日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),股息率中位数,股息率 分位点,股息率 80%分位点值,股息率 50%分位点值,股息率 20%分位点值
2023-08-22,=6966.5064,=7545.9690,=1940350270737.7600,=1463914366059,=960310509512.9139,=0.0023,=0.6211,=0.0030,=0.0019,=0.0014
2023-08-21,=6871.9566,=7443.5547,=1913510976641.6201,=1444533167068,=947380338911.6692,=0.0023,=0.6146,=0.0030,=0.0019,=0.0014
2023-08-18,=6952.5084,=7530.8067,=1933569638022.8000,=1461010750422,=958376260393.1388,=0.0023,=0.6070,=0.0030,=0.0019,=0.0014
2023-08-17,=7042.4951,=7628.2783,=1956325296677.1897,=1479320273314,=970557571721.8928,=0.0023,=0.6087,=0.0030,=0.0019,=0.0014
2023-08-16,=6988.9949,=7569.9947,=1941023420522.7104,=1470869084367,=963342525563.2164,=0.0023,=0.6144,=0.0030,=0.0019,=0.0014
2023-08-15,=7140.4164,=7734.0040,=1977026700988.1599,=1501679674768,=984039248250.3484,=0.0023,=0.6109,=0.0030,=0.0019,=0.0014
2023-08-14,=7299.6701,=7906.4965,=2010413875963.0601,=1533460406121,=1004447017437.0282,=0.0023,=0.6085,=0.0030,=0.0019,=0.0014
2023-08-11,=7358.8271,=7970.4462,=2018893711681.9600,=1541320975537,=1012337811384.8362,=0.0022,=0.6050,=0.0030,=0.0019,=0.0014
2023-08-10,=7532.3887,=8156.4682,=2066373901292.9705,=1575995724314,=1035410098591.2084,=0.0022,=0.5963,=0.0030,=0.0019,=0.0014
2023-08-09,=7505.8491,=8127.7297,=2060075716249.8799,=1570289817728,=1031622672453.7368,=0.0022,=0.6041,=0.0030,=0.0019,=0.0014
2023-08-08,=7582.3813,=8210.6028,=2081768755140.1399,=1585285197309,=1041928365337.7678,=0.0022,=0.6048,=0.0030,=0.0019,=0.0014
2023-08-07,=7612.4286,=8243.1396,=2087546855526.8799,=1591699859349,=1045996284107.7604,=0.0022,=0.6044,=0.0030,=0.0019,=0.0014
2023-08-04,=7666.0075,=8301.1576,=2108036250346.6799,=1599006160047,=1043791315471.6288,=0.0022,=0.5946,=0.0030,=0.0019,=0.0014
2023-08-03,=7711.5389,=8350.4614,=2115456019620.7800,=1607111670936,=1049927785982.0072,=0.0022,=0.5921,=0.0030,=0.0019,=0.0014
2023-08-02,=7690.9069,=8328.1200,=2111349206226.8997,=1602397714305,=1047053404916.1688,=0.0021,=0.5698,=0.0030,=0.0019,=0.0014
2023-08-01,=7680.5336,=8316.8872,=2106693669574.2500,=1600557906283,=1045877589854.7594,=0.0021,=0.5652,=0.0030,=0.0019,=0.0014
2023-07-31,=7660.5773,=8295.2774,=2106336505346.5400,=1597437013459,=1043258515591.7584,=0.0021,=0.5678,=0.0030,=0.0019,=0.0014
2023-07-28,=7566.7290,=8193.1569,=2077317502563.0601,=1558884104239,=1030395109528.1642,=0.0021,=0.5716,=0.0030,=0.0019,=0.0014
2023-07-27,=7513.5303,=8135.5541,=2060489729382.7400,=1548112398506,=1022579473208.5342,=0.0022,=0.5941,=0.0030,=0.0019,=0.0014
2023-07-26,=7615.4202,=8245.8791,=2088014164549.5896,=1567979169180,=1036285451426.4332,=0.0022,=0.5895,=0.0030,=0.0019,=0.0014
2023-07-25,=7625.6285,=8256.9325,=2088023067183.2395,=1570278768866,=1037511976346.2983,=0.0022,=0.5776,=0.0030,=0.0019,=0.0014
2023-07-24,=7504.5667,=8125.8483,=2055269383555.5000,=1545714846169,=1021080509333.6428,=0.0022,=0.5876,=0.0030,=0.0018,=0.0014
2023-07-21,=7546.5001,=8171.2532,=2065923525193.7600,=1553817289977,=1026617158274.3822,=0.0022,=0.5956,=0.0030,=0.0018,=0.0014
2023-07-20,=7594.6023,=8223.1103,=2080280983843.6399,=1563773561180,=1033522538671.6147,=0.0022,=0.5962,=0.0030,=0.0018,=0.0014
2023-07-19,=7721.3607,=8360.3589,=2110483025760.2305,=1588927820146,=1050426331874.7944,=0.0022,=0.5758,=0.0030,=0.0018,=0.0014
2023-07-18,=7809.0394,=8455.2936,=2133101449561.9399,=1607475477326,=1062540807548.5300,=0.0022,=0.5859,=0.0030,=0.0018,=0.0014
2023-07-17,=7822.0987,=8469.4337,=2134490047969.1104,=1610480828709,=1064503677181.4376,=0.0022,=0.5854,=0.0030,=0.0018,=0.0014
2023-07-14,=7892.5832,=8545.7513,=2157685143996.0105,=1626123612597,=1074104185594.7002,=0.0021,=0.5766,=0.0030,=0.0018,=0.0014
2023-07-13,=7880.4273,=8532.5894,=2154310231825.0901,=1623840731459,=1072485315512.6384,=0.0022,=0.5793,=0.0030,=0.0018,=0.0014
2023-07-12,=7722.4344,=8360.5937,=2116386774306.7800,=1586667036117,=1051248129266.2328,=0.0022,=0.5852,=0.0030,=0.0018,=0.0014
2023-07-11,=7949.1325,=8606.0255,=2178607107856.3601,=1630988295503,=1082068190814.5148,=0.0021,=0.5752,=0.0030,=0.0018,=0.0014
2023-07-10,=7724.7728,=8363.1253,=2126843462808.4597,=1587665262023,=1051790531060.5564,=0.0022,=0.5885,=0.0030,=0.0018,=0.0014
2023-07-07,=7692.8428,=8328.5567,=2116763618910.6299,=1581560011236,=1047659117008.3712,=0.0022,=0.5934,=0.0030,=0.0018,=0.0013
